,ALCHI FP Equity_DX_SI_QTY,ALCHI FP Equity_DX_SHORT_INTEREST_VALUE,ALCHI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALCHI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALCHI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALCHI FP Equity_DX_SI_MV,ALCHI FP Equity_DX_DSS,ALCHI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALCHI FP Equity_DX_SUPPLY_SI_QTY,ALCHI FP Equity_DX_BROKER_SI_QTY,ALCHI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALCHI FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALCHI FP Equity_DX_BROKER_SI_MV_INC_x,ALCHI FP Equity_DX_BROKER_SI_QTY_ADD,ALCHI FP Equity_DX_SUPPLY_SI_MV_DEC,ALCHI FP Equity_DX_BROKER_SI_QTY_INC,ALCHI FP Equity_DX_SUPPLY_SI_QTY_DEC,ALCHI FP Equity_DX_BROKER_SI_MV_INC_y,ALCHI FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALCHI FP Equity_DX_BROKER_SI_MV_ADD,ALCHI FP Equity_DX_SUPPLY_SI_QTY_ADD,ALCHI FP Equity_DX_BROKER_SI_QTY_DEC,ALCHI FP Equity_DX_SUPPLY_SI_MV,ALCHI FP Equity_DX_BROKER_SI_MV_DEC,ALCHI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALCHI FP Equity_DX_UTILIZATION_QUANTITY,ALCHI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALCHI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALCHI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALCHI FP Equity_DX_ACTIVE_UTILIZATION_MV,ALCHI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALCHI FP Equity_DX_BROKER_SI_CON_RATIO,ALCHI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALCHI FP Equity_DX_DEMAND_SUPPLY_RATIO,ALCHI FP Equity_PX_LAST
2021-11-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,1320756.05,1.22,0.0,,0.0,,0.0,7.33
2021-11-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,1311746.8,1.32,0.0,,0.0,,0.0,7.28
2021-11-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,1272106.1,1.31,0.0,,0.0,,0.0,7.06
2021-11-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,1257691.3,1.27,0.0,,0.0,,0.0,6.98
2021-11-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,1239672.8,1.26,0.0,,0.0,,0.0,6.88
2021-11-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,1153184.0,1.24,0.0,,0.0,,0.0,6.4
2021-11-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,1156787.7,1.15,0.0,,0.0,,0.0,6.42
2021-11-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,1149580.3,1.16,0.0,,0.0,,0.0,6.38
2021-11-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,1153184.0,1.15,0.0,,0.0,,0.0,6.4
2021-11-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,1111741.45,1.15,0.0,,0.0,,0.0,6.17
2021-11-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,1059487.8,1.11,0.0,,0.0,,0.0,5.88
2021-11-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,1012639.7,1.06,0.0,,0.0,,0.0,5.62
2021-11-26,3000.0,16200.0,0.07,0.35,0.07,0.02,0.0,10800.0,1000.0,2000.0,5400.0,,,2000.0,,,,,,0.01,1000.0,,0.01,,100.0,0.55,0.0,0.0,0.0,100.0,32.83,0.3335,34.35,0.0167,5.4
2021-11-29,3000.0,15330.0,0.07,0.36,0.07,0.02,0.0,10220.0,1000.0,2000.0,5110.0,,,,,,,,,,,,0.01,,100.0,0.55,0.0,0.0,0.0,100.0,33.33,0.3333,33.33,0.0167,5.11
2021-11-30,3000.0,15180.0,0.07,0.36,0.07,0.02,0.0,10120.0,1000.0,2000.0,5060.0,,,,,,,,,,,,0.01,,100.0,0.55,0.0,0.0,0.0,100.0,33.33,0.3333,33.33,0.0167,5.06
2021-12-01,3000.0,15150.0,0.07,0.35,0.07,0.02,0.0,10100.0,1000.0,2000.0,5050.0,,,,,,,,,,,,0.01,,100.0,0.55,0.0,0.0,0.0,100.0,33.33,0.3333,33.33,0.0167,5.05
2021-12-02,3000.0,15120.0,0.07,0.38,0.07,0.02,0.0,10080.0,1000.0,2000.0,5040.0,,,,,,,,,,,,0.01,,100.0,0.55,0.0,0.0,0.0,100.0,33.33,0.3333,33.33,0.0167,5.04
2021-12-03,1000.0,5040.0,0.02,0.15,0.02,0.01,0.0,0.0,1000.0,0.0,5040.0,,,,,,,,,,,2000.0,0.01,0.01,100.0,0.55,0.0,0.0,0.0,100.0,,1.0,100.0,0.0056,5.04
2021-12-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.01,,1000.0,,,,,,0.0,,0.0,0.0,180185.0,877500.95,0.91,0.0,,0.0,,0.0,4.87
2021-12-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,855878.75,0.91,0.0,,0.0,,0.0,4.75
2021-12-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,855878.75,0.86,0.0,,0.0,,0.0,4.75
2021-12-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,1081110.0,0.86,0.0,,0.0,,0.0,6.0
2021-12-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,1041469.3,0.86,0.0,,0.0,,0.0,5.78
2021-12-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,980206.4,0.86,0.0,,0.0,,0.0,5.44
2021-12-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,976602.7,0.98,0.0,,0.0,,0.0,5.42
2021-12-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,971197.15,0.98,0.0,,0.0,,0.0,5.39
2021-12-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,972999.0,0.97,0.0,,0.0,,0.0,5.4
2021-12-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,965791.6,0.97,0.0,,0.0,,0.0,5.36
2021-12-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,972999.0,0.97,0.0,,0.0,,0.0,5.4
2021-12-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,935160.15,0.97,0.0,,0.0,,0.0,5.19
2021-12-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,931556.45,0.94,0.0,,0.0,,0.0,5.17
2021-12-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,922547.2,0.93,0.0,,0.0,,0.0,5.12
2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,920745.35,0.92,0.0,,0.0,,0.0,5.11
2021-12-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,927952.75,0.92,0.0,,0.0,,0.0,5.15
2021-12-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,949574.95,0.93,0.0,,0.0,,0.0,5.27
2021-12-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,954980.5,0.95,0.0,,0.0,,0.0,5.3
2021-12-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,960386.05,0.96,0.0,,0.0,,0.0,5.33
2021-12-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,969395.3,0.96,0.0,,0.0,,0.0,5.38
2022-01-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,971197.15,0.97,0.0,,0.0,,0.0,5.39
2022-01-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,922547.2,0.97,0.0,,0.0,,0.0,5.12
2022-01-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,936962.0,0.92,0.0,,0.0,,0.0,5.2
2022-01-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,915339.8,0.94,0.0,,0.0,,0.0,5.08
2022-01-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,917141.65,0.92,0.0,,0.0,,0.0,5.09
2022-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,882906.5,0.92,0.0,,0.0,,0.0,4.9
2022-01-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,854977.83,0.88,0.0,,0.0,,0.0,4.745
2022-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,823445.45,0.86,0.0,,0.0,,0.0,4.57
2022-01-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,763984.4,0.82,0.0,,0.0,,0.0,4.24
2022-01-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,738758.5,0.76,0.0,,0.0,,0.0,4.1
2022-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,655873.4,0.74,0.0,,0.0,,0.0,3.64
2022-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,603619.75,0.66,0.0,,0.0,,0.0,3.35
2022-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,569384.6,0.6,0.0,,0.0,,0.0,3.16
2022-01-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,641458.6,0.57,0.0,,0.0,,0.0,3.56
2022-01-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,646864.15,0.64,0.0,,0.0,,0.0,3.59
2022-01-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,591006.8,0.65,0.0,,0.0,,0.0,3.28
2022-01-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,589204.95,0.59,0.0,,0.0,,0.0,3.27
2022-01-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,486499.5,0.59,0.0,,0.0,,0.0,2.7
2022-01-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,396407.0,0.49,0.0,,0.0,,0.0,2.2
2022-01-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,405416.25,0.4,0.0,,0.0,,0.0,2.25
2022-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,444156.03,0.41,0.0,,0.0,,0.0,2.465
2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,440552.33,0.45,0.0,,0.0,,0.0,2.445
2022-02-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,446858.8,0.44,0.0,,0.0,,0.0,2.48
2022-02-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,443255.1,0.45,0.0,,0.0,,0.0,2.46
2022-02-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,178448.0,392585.6,0.44,0.0,,0.0,,0.0,2.2
2022-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,178448.0,372956.32,0.39,0.0,,0.0,,0.0,2.09
2022-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,178448.0,376525.28,0.37,0.0,,0.0,,0.0,2.11
2022-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,178448.0,428275.2,0.38,0.0,,0.0,,0.0,2.4
2022-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,178448.0,538020.72,0.43,0.0,,0.0,,0.0,3.015
2022-02-11,4000.0,13480.0,0.27,0.23,0.09,0.01,0.0,6740.0,2000.0,2000.0,6740.0,,,2000.0,,,,,,0.01,2000.0,,0.01,,100.0,1.21,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0242,3.37
2022-02-14,4000.0,12040.0,0.27,0.19,0.09,0.01,0.0,6020.0,2000.0,2000.0,6020.0,,,,,,,,,,,,0.01,,100.0,1.23,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0246,3.01
2022-02-15,4000.0,11400.0,0.27,0.18,0.09,0.01,0.0,5700.0,2000.0,2000.0,5700.0,,,,,,,,,,,,0.01,,100.0,1.26,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0251,2.85
2022-02-16,4000.0,10960.0,0.27,0.18,0.09,0.01,0.0,5480.0,2000.0,2000.0,5480.0,,,,,,,,,,,,0.01,,100.0,1.27,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0253,2.74
2022-02-17,4000.0,10480.0,0.27,0.18,0.09,0.01,0.0,5240.0,2000.0,2000.0,5240.0,,,,,,,,,,,,0.01,,100.0,1.34,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0268,2.62
2022-02-18,4000.0,10640.0,0.27,0.17,0.09,0.01,0.0,5320.0,2000.0,2000.0,5320.0,,,,,,,,,,,,0.01,,100.0,1.34,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0268,2.66
2022-02-21,4000.0,9880.0,0.27,0.17,0.09,0.01,0.0,4940.0,2000.0,2000.0,4940.0,,,,,,,,,,,,0.01,,100.0,1.34,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0268,2.47
2022-02-22,4000.0,9840.0,0.27,0.17,0.09,0.01,0.0,4920.0,2000.0,2000.0,4920.0,,,,,,,,,,,,0.0,,100.0,1.34,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0268,2.46
2022-02-23,4000.0,9600.0,0.27,0.17,0.09,0.01,0.0,4800.0,2000.0,2000.0,4800.0,,,,,,,,,,,,0.0,,100.0,1.34,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0268,2.4
2022-02-24,4000.0,9440.0,0.27,0.17,0.09,0.01,0.0,4720.0,2000.0,2000.0,4720.0,,,,,,,,,,,,0.0,,100.0,1.34,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0268,2.36
2022-02-25,4000.0,9640.0,0.27,0.18,0.09,0.01,0.0,4820.0,2000.0,2000.0,4820.0,,,,,,,,,,,,0.0,,100.0,1.34,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0268,2.41
2022-02-28,4000.0,9660.0,0.27,0.18,0.09,0.01,0.0,4830.0,2000.0,2000.0,4830.0,,,,,,,,,,,,0.0,,100.0,1.34,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0268,2.415
2022-03-01,4000.0,9240.0,0.27,0.19,0.09,0.01,0.0,4620.0,2000.0,2000.0,4620.0,,,,,,,,,,,,0.0,,100.0,1.34,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0268,2.31
2022-03-02,4000.0,9300.0,0.27,0.19,0.09,0.01,0.0,4650.0,2000.0,2000.0,4650.0,,,,,,,,,,,,0.0,,100.0,1.34,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0268,2.325
2022-03-03,4000.0,9300.0,0.27,0.19,0.09,0.01,0.0,4650.0,2000.0,2000.0,4650.0,,,,,,,,,,,,0.0,,100.0,1.34,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0268,2.325
2022-03-04,4000.0,8920.0,0.27,0.21,0.09,0.01,0.0,4460.0,2000.0,2000.0,4460.0,,,,,,,,,,,,0.0,,100.0,1.34,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0268,2.23
2022-03-07,4000.0,7808.0,0.27,0.21,0.09,0.01,0.0,3904.0,2000.0,2000.0,3904.0,,,,,,,,,,,,0.0,,100.0,1.34,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0268,1.952
2022-03-08,4000.0,8800.0,0.27,0.21,0.09,0.01,0.0,4400.0,2000.0,2000.0,4400.0,,,,,,,,,,,,0.0,,100.0,1.34,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0268,2.2
2022-03-09,4000.0,9000.0,0.27,0.21,0.09,0.01,0.0,4500.0,2000.0,2000.0,4500.0,,,,,,,,,,,,0.0,,100.0,1.49,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0297,2.25
2022-03-10,4000.0,9560.0,0.27,0.21,0.09,0.01,0.0,4780.0,2000.0,2000.0,4780.0,,,,,,,,,,,,0.0,,100.0,1.49,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0297,2.39
2022-03-11,4000.0,10800.0,0.27,0.24,0.09,0.01,0.0,5400.0,2000.0,2000.0,5400.0,,,,,,,,,,,,0.0,,100.0,1.49,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0297,2.7
2022-03-14,4000.0,12320.0,0.27,0.26,0.09,0.01,0.0,6160.0,2000.0,2000.0,6160.0,,,,,,,,,,,,0.01,,100.0,1.49,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0297,3.08
2022-03-15,4000.0,12360.0,0.27,0.27,0.09,0.01,0.0,6180.0,2000.0,2000.0,6180.0,,,,,,,,,,,,0.01,,100.0,1.49,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0297,3.09
2022-03-16,4000.0,12720.0,0.27,0.27,0.09,0.01,0.0,6360.0,2000.0,2000.0,6360.0,,,,,,,,,,,,0.01,,100.0,1.55,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0309,3.18
2022-03-17,4000.0,11960.0,0.27,0.26,0.09,0.01,0.0,5980.0,2000.0,2000.0,5980.0,,,,,,,,,,,,0.01,,100.0,1.69,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0338,2.99
2022-03-18,4000.0,11980.0,0.27,0.26,0.09,0.01,0.0,5990.0,2000.0,2000.0,5990.0,,,,,,,,,,,,0.01,,100.0,1.69,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0338,2.995
2022-03-21,4000.0,11980.0,0.27,0.27,0.09,0.01,0.0,5990.0,2000.0,2000.0,5990.0,,,,,,,,,,,,0.01,,100.0,1.65,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0329,2.995
2022-03-22,4000.0,12040.0,0.27,0.28,0.09,0.01,0.0,6020.0,2000.0,2000.0,6020.0,,,,,,,,,,,,0.01,,100.0,1.71,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0341,3.01
2022-03-23,4000.0,11760.0,0.27,0.28,0.09,0.01,0.0,5880.0,2000.0,2000.0,5880.0,,,,,,,,,,,,0.01,,100.0,1.72,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0344,2.94
2022-03-24,4000.0,11700.0,0.27,0.29,0.09,0.01,0.0,5850.0,2000.0,2000.0,5850.0,,,,,,,,,,,,0.01,,100.0,1.72,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0344,2.925
2022-03-25,4000.0,11800.0,0.27,0.31,0.09,0.01,0.0,5900.0,2000.0,2000.0,5900.0,,,,,,,,,,,,0.01,,100.0,1.81,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0363,2.95
2022-03-28,4000.0,11760.0,0.27,0.43,0.09,0.01,0.0,5880.0,2000.0,2000.0,5880.0,,,,,,,,,,,,0.01,,100.0,1.82,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0364,2.94
2022-03-29,4000.0,11740.0,0.27,0.45,0.09,0.01,0.0,5870.0,2000.0,2000.0,5870.0,,,,,,,,,,,,0.01,,100.0,1.82,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0364,2.935
2022-03-30,4000.0,11720.0,0.27,0.49,0.09,0.01,0.0,5860.0,2000.0,2000.0,5860.0,,,,,,,,,,,,0.01,,100.0,1.86,0.0,0.0,0.0,100.0,49.91,0.5,50.09,0.0372,2.93
2022-03-31,4000.0,11120.0,0.27,0.5,0.09,0.01,0.0,5560.0,2000.0,2000.0,5560.0,,,,,,,,,,,,0.01,,100.0,1.88,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0376,2.78
2022-04-01,4000.0,11480.0,0.27,0.53,0.09,0.01,0.0,5740.0,2000.0,2000.0,5740.0,,,,,,,,,,,,0.01,,100.0,1.88,0.0,0.0,0.0,100.0,48.69,0.5003,51.31,0.0376,2.87
2022-04-04,4000.0,12000.0,0.27,0.43,0.09,0.01,0.0,6000.0,2000.0,2000.0,6000.0,,,,,,,,,,,,0.01,,100.0,4.14,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0827,3.0
2022-04-05,4000.0,11840.0,0.27,0.43,0.09,0.01,0.0,5920.0,2000.0,2000.0,5920.0,,,,,,,,,,,,0.01,,100.0,5.26,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1051,2.96
2022-04-06,4000.0,11920.0,0.27,0.43,0.09,0.01,0.0,5960.0,2000.0,2000.0,5960.0,,,,,,,,,,,,0.01,,100.0,5.26,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1051,2.98
2022-04-07,2000.0,5860.0,0.14,0.19,0.05,0.01,0.0,5860.0,0.0,2000.0,0.0,,,,0.01,,2000.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.9,1.0,100.0,0.0,2.93
2022-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94
2022-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2022-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.01
2022-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42
2022-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8
2022-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9
2022-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.81
2022-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.83
2022-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.88
2022-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.81
2022-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.91
2022-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2022-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.56
2022-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42
2022-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45
2022-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2022-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.72
2022-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.68
2022-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.68
2022-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2022-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2022-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.65
2022-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.69
2022-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.69
