,ALCHI FP Equity_DX_SI_QTY,ALCHI FP Equity_DX_SHORT_INTEREST_VALUE,ALCHI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALCHI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALCHI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALCHI FP Equity_DX_SI_MV,ALCHI FP Equity_DX_DSS,ALCHI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALCHI FP Equity_DX_SUPPLY_SI_QTY,ALCHI FP Equity_DX_BROKER_SI_QTY,ALCHI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALCHI FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALCHI FP Equity_DX_BROKER_SI_MV_INC_x,ALCHI FP Equity_DX_BROKER_SI_QTY_ADD,ALCHI FP Equity_DX_SUPPLY_SI_MV_DEC,ALCHI FP Equity_DX_BROKER_SI_QTY_INC,ALCHI FP Equity_DX_SUPPLY_SI_QTY_DEC,ALCHI FP Equity_DX_BROKER_SI_MV_INC_y,ALCHI FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALCHI FP Equity_DX_BROKER_SI_MV_ADD,ALCHI FP Equity_DX_SUPPLY_SI_QTY_ADD,ALCHI FP Equity_DX_BROKER_SI_QTY_DEC,ALCHI FP Equity_DX_SUPPLY_SI_MV,ALCHI FP Equity_DX_BROKER_SI_MV_DEC,ALCHI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALCHI FP Equity_DX_UTILIZATION_QUANTITY,ALCHI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALCHI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALCHI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALCHI FP Equity_DX_ACTIVE_UTILIZATION_MV,ALCHI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALCHI FP Equity_DX_BROKER_SI_CON_RATIO,ALCHI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALCHI FP Equity_DX_DEMAND_SUPPLY_RATIO,ALCHI FP Equity_PX_LAST
2022-12-16,140.0,368.2,0.01,0.15,0.0,0.0,0.0,131.5,90.0,50.0,236.7,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.63
2022-12-19,140.0,364.0,0.01,0.15,0.0,0.0,0.0,130.0,90.0,50.0,234.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.6
2022-12-20,140.0,368.2,0.01,0.15,0.0,0.0,0.0,131.5,90.0,50.0,236.7,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.63
2022-12-21,140.0,368.2,0.01,0.16,0.0,0.0,0.0,131.5,90.0,50.0,236.7,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.63
2022-12-22,140.0,364.0,0.01,0.16,0.0,0.0,0.0,130.0,90.0,50.0,234.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.6
2022-12-23,140.0,350.0,0.01,0.16,0.0,0.0,0.0,125.0,90.0,50.0,225.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.5
2022-12-26,140.0,350.0,0.01,0.16,0.0,0.0,0.0,125.0,90.0,50.0,225.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,
2022-12-27,140.0,329.0,0.01,0.16,0.0,0.0,0.0,117.5,90.0,50.0,211.5,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.35
2022-12-28,140.0,361.2,0.01,0.16,0.0,0.0,0.0,129.0,90.0,50.0,232.2,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.58
2022-12-29,140.0,376.6,0.01,0.14,0.0,0.0,0.0,134.5,90.0,50.0,242.1,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.69
2022-12-30,140.0,378.0,0.01,0.13,0.0,0.0,0.0,135.0,90.0,50.0,243.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.7
2023-01-02,140.0,392.0,0.01,0.12,0.0,0.0,0.0,140.0,90.0,50.0,252.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.12,0.5958,71.88,1.5556,2.8
2023-01-03,140.0,403.2,0.01,0.11,0.0,0.0,0.0,144.0,90.0,50.0,259.2,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.88
2023-01-04,140.0,410.2,0.01,0.11,0.0,0.0,0.0,146.5,90.0,50.0,263.7,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.93
2023-01-05,140.0,417.2,0.01,0.11,0.0,0.0,0.0,149.0,90.0,50.0,268.2,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.98
2023-01-06,140.0,417.2,0.01,0.11,0.0,0.0,0.0,149.0,90.0,50.0,268.2,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.98
2023-01-09,140.0,411.6,0.01,0.11,0.0,0.0,0.0,147.0,90.0,50.0,264.6,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.94
2023-01-10,140.0,411.6,0.01,0.11,0.0,0.0,0.0,147.0,90.0,50.0,264.6,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.94
2023-01-11,140.0,404.6,0.01,0.11,0.0,0.0,0.0,144.5,90.0,50.0,260.1,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.89
2023-01-12,140.0,408.8,0.01,0.13,0.0,0.0,0.0,146.0,90.0,50.0,262.8,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.92
2023-01-13,140.0,404.6,0.01,0.13,0.0,0.0,0.0,144.5,90.0,50.0,260.1,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.89
2023-01-16,140.0,404.6,0.01,0.13,0.0,0.0,0.0,144.5,90.0,50.0,260.1,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,27.98,0.597,72.02,1.5556,2.89
2023-01-17,140.0,404.6,0.01,0.12,0.0,0.0,0.0,144.5,90.0,50.0,260.1,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.89
2023-01-18,140.0,404.6,0.01,0.12,0.0,0.0,0.0,144.5,90.0,50.0,260.1,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.89
2023-01-19,140.0,404.6,0.01,0.12,0.0,0.0,0.0,144.5,90.0,50.0,260.1,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.89
2023-01-20,140.0,406.0,0.01,0.11,0.0,0.0,0.0,145.0,90.0,50.0,261.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.9
2023-01-23,140.0,404.6,0.01,0.12,0.0,0.0,0.0,144.5,90.0,50.0,260.1,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.89
2023-01-24,140.0,403.2,0.01,0.13,0.0,0.0,0.0,144.0,90.0,50.0,259.2,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.88
2023-01-25,140.0,401.8,0.01,0.13,0.0,0.0,0.0,143.5,90.0,50.0,258.3,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.87
2023-01-26,140.0,403.2,0.01,0.14,0.0,0.0,0.0,144.0,90.0,50.0,259.2,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.88
2023-01-27,140.0,401.8,0.01,0.14,0.0,0.0,0.0,143.5,90.0,50.0,258.3,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.87
2023-01-30,140.0,401.8,0.01,0.14,0.0,0.0,0.0,143.5,90.0,50.0,258.3,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.87
2023-01-31,140.0,394.8,0.01,0.14,0.0,0.0,0.0,141.0,90.0,50.0,253.8,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.82
2023-02-01,140.0,387.8,0.01,0.13,0.0,0.0,0.0,138.5,90.0,50.0,249.3,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.77
2023-02-02,140.0,389.2,0.01,0.14,0.0,0.0,0.0,139.0,90.0,50.0,250.2,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.78
2023-02-03,140.0,385.0,0.01,0.13,0.0,0.0,0.0,137.5,90.0,50.0,247.5,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.75
2023-02-06,140.0,359.8,0.01,0.13,0.0,0.0,0.0,128.5,90.0,50.0,231.3,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.57
2023-02-07,140.0,355.6,0.01,0.12,0.0,0.0,0.0,127.0,90.0,50.0,228.6,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.54
2023-02-08,140.0,313.6,0.01,0.1,0.0,0.0,0.0,112.0,90.0,50.0,201.6,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.24
2023-02-09,140.0,322.0,0.01,0.09,0.0,0.0,0.0,115.0,90.0,50.0,207.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.3
2023-02-10,140.0,322.0,0.01,0.09,0.0,0.0,0.0,115.0,90.0,50.0,207.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.3
2023-02-13,140.0,323.4,0.01,0.09,0.0,0.0,0.0,115.5,90.0,50.0,207.9,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.31
2023-02-14,140.0,323.4,0.01,0.09,0.0,0.0,0.0,115.5,90.0,50.0,207.9,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.31
2023-02-15,140.0,326.2,0.01,0.09,0.0,0.0,0.0,116.5,90.0,50.0,209.7,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.33
2023-02-16,140.0,322.0,0.01,0.09,0.0,0.0,0.0,115.0,90.0,50.0,207.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.3
2023-02-17,100.0,225.0,0.01,0.06,0.0,0.0,0.0,112.5,50.0,50.0,112.5,,,,0.0,,40.0,,,,,,0.0,,100.0,55.56,0.0,0.0,0.0,100.0,,1.0,100.0,1.1111,2.25
2023-02-20,100.0,229.0,0.01,0.06,0.0,0.0,0.0,114.5,50.0,50.0,114.5,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.29
2023-02-21,100.0,223.0,0.01,0.06,0.0,0.0,0.0,111.5,50.0,50.0,111.5,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.23
2023-02-22,100.0,224.0,0.01,0.06,0.0,0.0,0.0,112.0,50.0,50.0,112.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.24
2023-02-23,100.0,218.0,0.01,0.06,0.0,0.0,0.0,109.0,50.0,50.0,109.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.18
2023-02-24,100.0,217.0,0.01,0.06,0.0,0.0,0.0,108.5,50.0,50.0,108.5,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.17
2023-02-27,100.0,210.0,0.01,0.06,0.0,0.0,0.0,105.0,50.0,50.0,105.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.1
2023-02-28,100.0,220.0,0.01,0.06,0.0,0.0,0.0,110.0,50.0,50.0,110.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.2
2023-03-01,100.0,225.0,0.01,0.06,0.0,0.0,0.0,112.5,50.0,50.0,112.5,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.25
2023-03-02,100.0,220.0,0.01,0.06,0.0,0.0,0.0,110.0,50.0,50.0,110.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.2
2023-03-03,100.0,218.0,0.01,0.06,0.0,0.0,0.0,109.0,50.0,50.0,109.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.18
2023-03-06,100.0,218.0,0.01,0.06,0.0,0.0,0.0,109.0,50.0,50.0,109.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.18
2023-03-07,100.0,218.0,0.01,0.06,0.0,0.0,0.0,109.0,50.0,50.0,109.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.18
2023-03-08,100.0,218.0,0.01,0.06,0.0,0.0,0.0,109.0,50.0,50.0,109.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.18
2023-03-09,100.0,218.0,0.01,0.06,0.0,0.0,0.0,109.0,50.0,50.0,109.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.18
2023-03-10,100.0,216.0,0.01,0.05,0.0,0.0,0.0,108.0,50.0,50.0,108.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.16
2023-03-13,100.0,211.0,0.01,0.05,0.0,0.0,0.0,105.5,50.0,50.0,105.5,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.11
2023-03-14,100.0,215.0,0.01,0.05,0.0,0.0,0.0,107.5,50.0,50.0,107.5,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.15
2023-03-15,100.0,196.0,0.01,0.04,0.0,0.0,0.0,98.0,50.0,50.0,98.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,1.96
2023-03-16,100.0,202.0,0.01,0.04,0.0,0.0,0.0,101.0,50.0,50.0,101.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.02
2023-03-17,100.0,202.0,0.01,0.04,0.0,0.0,0.0,101.0,50.0,50.0,101.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.02
2023-03-20,100.0,202.0,0.01,0.04,0.0,0.0,0.0,101.0,50.0,50.0,101.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.02
2023-03-21,100.0,203.0,0.01,0.04,0.0,0.0,0.0,101.5,50.0,50.0,101.5,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.03
2023-03-22,100.0,205.0,0.01,0.04,0.0,0.0,0.0,102.5,50.0,50.0,102.5,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.05
2023-03-23,100.0,208.0,0.01,0.04,0.0,0.0,0.0,104.0,50.0,50.0,104.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.08
2023-03-24,100.0,208.0,0.01,0.04,0.0,0.0,0.0,104.0,50.0,50.0,104.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.08
2023-03-27,100.0,209.0,0.01,0.05,0.0,0.0,0.0,104.5,50.0,50.0,104.5,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.09
2023-03-28,100.0,209.0,0.01,0.05,0.0,0.0,0.0,104.5,50.0,50.0,104.5,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.09
2023-03-29,100.0,208.0,0.01,0.05,0.0,0.0,0.0,104.0,50.0,50.0,104.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.08
2023-03-30,100.0,214.0,0.01,0.05,0.0,0.0,0.0,107.0,50.0,50.0,107.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.14
2023-03-31,100.0,210.0,0.01,0.05,0.0,0.0,0.0,105.0,50.0,50.0,105.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.1
2023-04-03,100.0,209.0,0.01,0.05,0.0,0.0,0.0,104.5,50.0,50.0,104.5,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.09
2023-04-04,100.0,209.0,0.01,0.05,0.0,0.0,0.0,104.5,50.0,50.0,104.5,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.09
2023-04-05,100.0,209.0,0.01,0.05,0.0,0.0,0.0,104.5,50.0,50.0,104.5,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.09
2023-04-06,100.0,208.0,0.01,0.05,0.0,0.0,0.0,104.0,50.0,50.0,104.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.08
2023-04-07,100.0,208.0,0.01,0.05,0.0,0.0,0.0,104.0,50.0,50.0,104.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,
2023-04-10,100.0,208.0,0.01,0.05,0.0,0.0,0.0,104.0,50.0,50.0,104.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,
2023-04-11,100.0,200.0,0.01,0.05,0.0,0.0,0.0,100.0,50.0,50.0,100.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.0
2023-04-12,100.0,195.0,0.01,0.05,0.0,0.0,0.0,97.5,50.0,50.0,97.5,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,1.95
2023-04-13,100.0,194.0,0.01,0.05,0.0,0.0,0.0,97.0,50.0,50.0,97.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,1.94
2023-04-14,100.0,199.0,0.01,0.05,0.0,0.0,0.0,99.5,50.0,50.0,99.5,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,1.99
2023-04-17,100.0,197.0,0.01,0.05,0.0,0.0,0.0,98.5,50.0,50.0,98.5,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,1.97
2023-04-18,100.0,206.0,0.01,0.05,0.0,0.0,0.0,103.0,50.0,50.0,103.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.06
2023-04-19,100.0,202.0,0.01,0.05,0.0,0.0,0.0,101.0,50.0,50.0,101.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.02
2023-04-20,100.0,202.0,0.01,0.05,0.0,0.0,0.0,101.0,50.0,50.0,101.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.02
2023-04-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,50.0,,,,,50.0,0.0,0.0,0.0,0.0,50.0,103.0,0.0,0.0,,0.0,,0.0,2.06
2023-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2023-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2023-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2023-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97
2023-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97
2023-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1
2023-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14
2023-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14
2023-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14
2023-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12
2023-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12
2023-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1
2023-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1
2023-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08
2023-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05
2023-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06
2023-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08
2023-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07
2023-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1
2023-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1
2023-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09
2023-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09
2023-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1
2023-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1
2023-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16
2023-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07
2023-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07
2023-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07
2023-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07
2023-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07
2023-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1
2023-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06
2023-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06
2023-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05
2023-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09
2023-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07
2023-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07
2023-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2023-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01
2023-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01
2023-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2023-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99
2023-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99
2023-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05
2023-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01
2023-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01
2023-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04
2023-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03
2023-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03
2023-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03
2023-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03
2023-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03
2023-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03
2023-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04
2023-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03
2023-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03
2023-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03
2023-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03
2023-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03
2023-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03
2023-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02
2023-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02
2023-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
