,ITP FP Equity_DX_SI_QTY,ITP FP Equity_DX_SHORT_INTEREST_VALUE,ITP FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ITP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ITP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ITP FP Equity_DX_SI_MV,ITP FP Equity_DX_DSS,ITP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ITP FP Equity_DX_SUPPLY_SI_QTY,ITP FP Equity_DX_BROKER_SI_QTY,ITP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ITP FP Equity_DX_BROKER_SI_MV_NEW_x,ITP FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ITP FP Equity_DX_SUPPLY_SI_QTY_INC_x,ITP FP Equity_DX_BROKER_SI_MV_INC_x,ITP FP Equity_DX_SUPPLY_SI_MV_NEW,ITP FP Equity_DX_BROKER_SI_QTY_ADD,ITP FP Equity_DX_BROKER_SI_QTY_NEW,ITP FP Equity_DX_SUPPLY_SI_MV_DEC,ITP FP Equity_DX_BROKER_SI_QTY_INC,ITP FP Equity_DX_SUPPLY_SI_QTY_DEC,ITP FP Equity_DX_BROKER_SI_MV_NEW_y,ITP FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ITP FP Equity_DX_BROKER_SI_MV_INC_y,ITP FP Equity_DX_SUPPLY_SI_QTY_INC_y,ITP FP Equity_DX_BROKER_SI_MV_ADD,ITP FP Equity_DX_SUPPLY_SI_QTY_ADD,ITP FP Equity_DX_BROKER_SI_QTY_DEC,ITP FP Equity_DX_SUPPLY_SI_MV,ITP FP Equity_DX_BROKER_SI_MV_DEC,ITP FP Equity_DX_SUPPLY_SI_MV_RMV,ITP FP Equity_DX_BROKER_SI_MV_RMV,ITP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ITP FP Equity_DX_UTILIZATION_QUANTITY,ITP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ITP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ITP FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ITP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ITP FP Equity_DX_ACTIVE_UTILIZATION_MV,ITP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ITP FP Equity_DX_BROKER_SI_CON_RATIO,ITP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ITP FP Equity_DX_DEMAND_SUPPLY_RATIO
2016-12-07,150406.0,3816555.62,2.11,15.27,0.42,3.99,0.0,3782350.09,89623.0,149058.0,2274185.63,,,,,,,,0.02,,630.0,,,,,,,1462.0,2.33,0.02,,,33.63,9.77,176888.0,4488536.96,,4.56,33.81,22.39,0.1943,28.09,0.164
2016-12-08,149707.0,3815014.99,2.1,15.18,0.42,4.0,0.0,3780663.62,85850.0,148359.0,2187733.62,,,,,,,,0.09,,3773.0,,,,,,,699.0,2.23,0.02,,,32.21,9.36,180661.0,4603822.29,,4.67,32.36,21.87,0.1942,28.34,0.1632
2016-12-09,146212.0,3792100.82,2.05,14.63,0.41,3.92,0.0,3757139.59,85429.0,144864.0,2215655.22,,,699.0,,,,,0.01,,421.0,,,,699.0,,,3495.0,2.22,0.09,,,32.05,9.32,181082.0,4696476.36,,4.79,31.7,22.0,0.1903,26.88,0.1594
2016-12-12,146460.0,3817259.04,2.05,13.87,0.41,3.96,0.0,3755827.39,85677.0,144103.0,2233041.8,,,,,,,,0.01,,761.0,,,,,,1009.0,761.0,2.25,0.0,,,32.03,9.35,181843.0,4739463.58,,4.83,31.76,22.11,0.19,26.71,0.1598
2016-12-13,144229.0,3818689.76,2.02,13.36,0.41,3.94,0.0,3765498.32,83794.0,142220.0,2218578.02,,,,,,,,0.05,,1883.0,,,,,,,1883.0,2.22,0.04,,,31.38,9.14,183270.0,4852361.67,,4.95,30.99,21.38,0.1907,26.87,0.1574
2016-12-14,144102.0,3769974.16,2.02,13.01,0.41,3.97,0.0,3717415.01,83667.0,142093.0,2188883.07,,,,,,,,0.0,,127.0,,,,,,,127.0,2.26,0.0,,,31.33,9.16,183397.0,4798003.85,,4.86,31.76,21.59,0.1907,26.7,0.1578
2016-12-15,143761.0,3751155.46,2.01,13.0,0.4,3.95,0.0,3699569.61,83326.0,141784.0,2174225.14,,,,,,,,0.01,,341.0,,,,,,,309.0,2.24,0.01,,,31.2,9.12,183706.0,4793440.26,,4.85,31.55,21.33,0.1907,26.82,0.1574
2016-12-16,138218.0,3588849.61,1.94,12.68,0.39,3.76,0.0,3537516.53,82783.0,136241.0,2149472.12,,,,,,,,0.02,,543.0,,,,,,,5543.0,2.19,0.16,,,31.0,9.06,184249.0,4784050.93,,4.86,31.09,21.65,0.2004,28.22,0.1513
2016-12-19,137303.0,3505673.32,1.92,12.02,0.39,3.72,0.0,3455195.79,82654.0,135326.0,2110353.91,,,,,,,,0.0,,129.0,,,,,,,915.0,2.18,0.03,,,30.95,9.06,184378.0,4707610.43,,4.77,31.43,21.73,0.1996,27.84,0.1505
2016-12-20,135370.0,3513569.49,1.9,11.58,0.38,3.64,0.0,3487614.19,81142.0,134370.0,2106065.27,,,,,,3.0,,0.04,,1512.0,,,,,0.0,,959.0,2.11,0.06,,,30.5,8.86,184913.0,4799473.11,,4.9,30.12,21.33,0.1982,27.5,0.1478
2016-12-21,134440.0,3501331.35,1.88,11.49,0.38,3.63,0.0,3475287.53,80701.0,133440.0,2101762.43,,,,,,,,0.01,,441.0,,,,,,,930.0,2.13,0.02,,,30.33,8.8,185354.0,4827326.48,,4.92,30.18,21.31,0.1974,27.18,0.1466
2016-12-22,134290.0,3513274.14,1.88,11.73,0.38,3.64,0.0,3487112.29,80551.0,133290.0,2107362.76,,,,,,,,0.0,,150.0,,,,,,,150.0,2.13,0.0,,,30.29,8.78,185354.0,4849202.58,,4.94,30.16,21.27,0.1974,27.14,0.1463
2016-12-23,134147.0,3537239.83,1.88,12.1,0.38,3.64,0.0,3510871.45,80408.0,133147.0,2120229.16,,,,,,,,0.0,,143.0,,,,,,,143.0,2.14,0.0,,,30.24,8.76,185497.0,4891256.44,,4.99,29.99,21.24,0.1972,27.09,0.1462
2016-12-26,134147.0,3537239.83,1.88,12.19,0.38,3.64,0.0,3510871.45,80408.0,133147.0,2120229.16,,,,,,,,,,,,,,,,,,2.16,,,,73.48,8.76,29017.0,765131.45,,0.78,73.47,21.23,0.1972,27.1,0.1462
2016-12-27,131005.0,3491756.02,1.83,11.9,0.37,3.58,0.0,3491756.02,79330.0,131005.0,2114430.79,,,,,,,,0.03,,1078.0,,,,,,,2142.0,2.13,0.05,,,73.17,8.64,29095.0,775486.75,,0.79,72.96,21.58,0.2017,26.83,0.1427
2016-12-28,130946.0,3490183.46,1.83,11.76,0.37,3.65,0.0,3490183.46,79271.0,130946.0,2112858.22,,,,,,,,0.0,,59.0,,,,,,,59.0,2.15,0.0,,,73.11,8.64,29154.0,777059.31,,0.79,73.2,21.52,0.2032,27.51,0.1427
2016-12-29,121262.0,3243996.37,1.7,11.04,0.34,3.36,0.0,3243996.37,79115.0,121262.0,2116481.44,,,,,,,,0.01,,156.0,,,,,,,9684.0,2.13,0.26,,,73.07,8.62,29154.0,779926.69,,0.79,72.9,23.08,0.2081,29.52,0.1322
2016-12-30,117762.0,3173528.95,1.65,11.06,0.33,3.27,0.0,3173528.95,73787.0,117762.0,1988461.31,,,,,,,,0.14,,5328.0,,,,,,,3500.0,2.0,0.09,,,71.68,8.04,29154.0,785661.44,,0.8,71.45,23.84,0.2126,30.23,0.1284
2017-01-02,117078.0,3167762.5,1.64,10.92,0.33,3.29,0.0,3167762.5,73557.0,117078.0,1990221.1,,,,,,,,0.0,,230.0,,,,,,,684.0,2.03,0.0,,,71.62,8.02,29154.0,788815.56,,0.81,71.47,23.63,0.2124,30.35,0.1276
2017-01-03,114276.0,3080709.83,1.6,10.74,0.32,3.25,0.0,3080709.83,73103.0,114276.0,1970747.41,,,,0.08,,,,0.0,3000.0,454.0,,,0.08,,,,,2.03,,,0.15,71.49,7.96,29154.0,785948.18,,0.8,71.76,24.28,0.2352,33.05,0.1244
2017-01-04,105058.0,2836339.45,1.47,10.6,0.3,2.97,0.0,2836339.45,33899.0,105058.0,915199.9,,,,,,,,0.01,,240.0,,,,,,,9218.0,0.93,0.26,1.08,,53.56,4.72,29394.0,793574.61,38964.0,0.81,53.5,25.99,0.254,33.44,0.1464
2017-01-05,104796.0,2832358.11,1.47,11.5,0.3,2.95,0.0,2832358.11,33715.0,104796.0,911227.09,,,,,,,,0.01,,184.0,,,,,,,262.0,0.92,0.01,,,53.27,4.7,29578.0,799414.94,,0.81,53.19,25.97,0.2539,33.42,0.146
2017-01-06,103667.0,2801844.23,1.45,11.36,0.29,2.96,0.0,2801844.23,33613.0,103667.0,908470.3,,,,,,,,0.03,,1102.0,,,,,,1000.0,1129.0,0.93,0.01,,,52.28,4.68,30680.0,829199.08,,0.85,52.22,25.06,0.2545,33.94,0.1443
2017-01-09,103322.0,2788455.0,1.45,11.53,0.29,2.92,0.0,2788455.0,33516.0,103322.0,904530.09,,,,,,,,0.0,,97.0,,,,,,,345.0,0.92,0.02,,,52.13,4.66,30777.0,830609.93,,0.84,52.21,25.18,0.2542,33.76,0.1436
2017-01-10,103101.0,2818995.63,1.44,12.11,0.29,2.93,0.0,2818995.63,33295.0,103101.0,910354.5,,,,,,,,0.01,,221.0,,,,,,,221.0,0.91,0.01,,,100.0,4.63,0.0,0.0,,0.0,100.0,24.93,0.2543,33.9,0.1433
2017-01-11,124082.0,3392659.77,1.74,14.08,0.35,3.54,0.0,2845818.2,53276.0,104082.0,1456676.57,,20000.0,,0.04,0.56,,,0.0,1000.0,19.0,,20000.0,0.04,,,,19.0,1.48,0.0,,,100.0,5.35,0.0,0.0,,0.0,100.0,20.83,0.2034,28.24,0.1247
2017-01-12,128972.0,3520020.16,1.81,13.94,0.36,3.68,0.0,2974162.12,53166.0,108972.0,1451054.43,,,,0.14,,,,0.0,5000.0,110.0,,,0.14,,,,110.0,1.48,0.01,,,100.0,5.34,0.0,0.0,,0.0,100.0,19.91,0.2101,30.98,0.1296
2017-01-13,127490.0,3474556.48,1.79,14.35,0.36,3.64,0.0,2902231.7,54028.0,106490.0,1472455.39,,,,,,,,0.0,,138.0,,,,,,1000.0,2482.0,1.5,0.07,,,100.0,5.42,0.0,0.0,,0.0,100.0,20.24,0.2069,29.8,0.128
2017-01-16,130607.0,3571066.83,1.83,14.81,0.37,3.72,0.0,2991141.35,53935.0,109397.0,1474695.0,,,210.0,0.06,,1210.0,,0.01,2000.0,303.0,,,0.06,210.0,0.03,,303.0,1.49,0.01,,,100.0,5.41,0.0,0.0,,0.0,100.0,19.69,0.2086,30.92,0.1311
2017-01-17,130607.0,3545375.71,1.83,14.89,0.37,3.71,0.0,2969622.35,53935.0,109397.0,1464085.68,,,,,,,,,,,,,,,,,,1.5,,,,100.0,5.41,0.0,0.0,,0.0,100.0,19.7,0.2084,30.76,0.1311
2017-01-18,142413.0,3851847.26,1.99,17.35,0.4,4.06,0.0,3278179.97,54010.0,121203.0,1460809.55,,,,,,22000.0,,0.19,,6925.0,,,,,0.64,7000.0,10194.0,1.49,0.3,,,100.0,5.42,0.0,0.0,,0.0,100.0,18.07,0.2692,44.22,0.1429
2017-01-19,120601.0,3221568.74,1.69,15.17,0.34,3.41,0.0,2654994.06,63574.0,99391.0,1698228.13,,,,,,,,,,,,,,,,9564.0,21812.0,1.75,0.64,,,100.0,6.38,0.0,0.0,,0.0,100.0,21.39,0.2204,34.27,0.121
2017-01-20,123391.0,3228136.19,1.73,15.34,0.35,3.43,0.0,2600251.92,66364.0,99391.0,1736204.67,,,2790.0,0.01,,,,,1000.0,,,,0.01,2790.0,,,1000.0,1.8,0.03,,,100.0,6.64,0.0,0.0,,0.0,100.0,20.63,0.2131,34.04,0.1235
2017-01-23,148188.0,3792338.17,2.07,18.09,0.42,4.04,0.0,3203736.0,65364.0,125188.0,1672756.18,,,,0.68,,,,0.03,25797.0,1000.0,,,0.68,,,,,1.74,,,,100.0,6.55,0.0,0.0,,0.0,100.0,17.02,0.274,45.58,0.1485
2017-01-24,156185.0,4024642.8,2.19,18.94,0.44,4.2,0.0,3431968.83,65364.0,133185.0,1684327.89,,,,0.19,,,,,8000.0,,,,0.19,,,,3.0,1.7,0.0,,,100.0,6.55,0.0,0.0,,0.0,100.0,16.15,0.2935,48.36,0.1565
2017-01-25,145637.0,3781484.98,2.04,18.24,0.41,3.94,0.0,3262182.19,62364.0,125637.0,1619289.94,,,,,,,,0.08,,3000.0,,,,,,,7548.0,1.63,0.19,,,6.34,6.34,921921.0,23937807.1,,24.16,6.33,17.34,0.2856,46.64,0.148
2017-01-26,122405.0,3221602.81,1.71,15.19,0.34,3.32,0.0,2695218.63,61955.0,102405.0,1630606.61,,,,,,,,0.01,,409.0,,,,,,,23232.0,1.64,0.65,,,6.21,6.21,935837.0,24630489.85,,24.76,6.21,20.87,0.2274,35.96,0.1227
2017-01-27,118044.0,3073155.86,1.65,14.19,0.33,3.22,0.0,2552476.14,61955.0,98044.0,1612935.61,,,,,,,,,,,,,,,,,4361.0,1.66,0.12,,,6.21,6.21,934988.0,24341464.65,,24.96,6.23,21.67,0.2182,33.5,0.1184
2017-01-30,116842.0,3045310.53,1.64,13.75,0.33,3.16,0.0,2524040.69,60753.0,96842.0,1583435.33,,,,,,,,0.03,,1202.0,,,,,,,1202.0,1.61,0.03,,,6.09,6.09,936044.0,24396575.31,,24.8,6.09,21.82,0.2156,32.8,0.1172
2017-01-31,116842.0,3229178.34,1.64,14.48,0.33,3.15,0.0,2676435.6,60753.0,96842.0,1679038.97,,,,,,,,,,,,,,,,,,1.61,,,,6.09,6.09,936044.0,25869576.08,,24.84,6.08,21.7,0.2143,32.52,0.1172
2017-02-01,118842.0,3331206.39,1.66,11.9,0.33,3.4,0.0,2770595.43,62309.0,98842.0,1746555.42,,,,0.06,,,,0.0,2000.0,444.0,,,0.06,,,2000.0,,1.75,,,,6.26,6.26,933800.0,26174925.72,,26.24,6.26,21.6,0.2196,33.89,0.1193
2017-02-02,118398.0,3365339.92,1.66,11.15,0.33,3.43,0.0,2796860.74,62309.0,98398.0,1771068.47,,,,,,,,,,,,,,,,,444.0,1.78,0.01,,,5.15,5.15,1147951.0,32629312.39,,32.82,5.14,21.65,0.2188,33.67,0.0978
2017-02-03,107201.0,3031261.57,1.5,9.94,0.3,3.14,0.0,2465732.97,58958.0,87201.0,1667121.76,,,,,,,,0.09,,3351.0,,,,,,,11197.0,1.7,0.32,,,4.86,4.86,1153037.0,32603770.02,,33.27,4.87,23.98,0.2299,34.05,0.0885
2017-02-06,104219.0,2931565.91,1.46,9.66,0.29,3.06,0.0,2368987.9,55976.0,84219.0,1574543.35,,,,,,,,0.09,,2982.0,,,,,,,2982.0,1.61,0.09,,,4.62,4.62,1156019.0,32517543.77,,33.22,4.62,24.6,0.223,31.93,0.086
2017-02-07,105219.0,2970043.4,1.47,9.76,0.3,3.08,0.0,2405498.32,56976.0,85219.0,1608276.0,,,,0.03,,,,,1000.0,,,,0.03,,,1000.0,,1.63,,,,72.67,4.72,21423.0,604712.45,,0.61,72.7,24.32,0.2248,32.6,0.0872
2017-02-08,105219.0,2938997.65,1.47,9.84,0.3,3.07,0.0,2380353.74,56976.0,85219.0,1591464.75,,,,,,,,,,,,,,,,,,1.63,,,,72.67,4.7,21423.0,598391.42,,0.61,72.67,24.32,0.2247,32.55,0.0868
2017-02-09,104999.0,2961768.01,1.47,9.69,0.3,3.05,0.0,2397616.35,56756.0,84999.0,1600949.58,,,,,,,,0.01,,220.0,,,,,,,220.0,1.61,0.01,,,72.6,4.68,21423.0,604291.05,,0.62,72.39,24.33,0.2242,32.43,0.0866
2017-02-10,104615.0,2950936.3,1.46,9.59,0.29,3.06,0.0,2386784.64,56372.0,84615.0,1590117.87,,,,,,,,0.01,,384.0,,,,,,,384.0,1.62,0.01,,,72.11,4.65,21807.0,615122.76,,0.63,72.11,24.44,0.2234,32.15,0.0862
2017-02-13,103837.0,2914693.08,1.45,8.91,0.29,3.04,0.0,2353295.29,55716.0,83837.0,1563941.94,,,,,,,,0.02,,656.0,,,,,,,778.0,1.6,0.02,,,71.84,4.59,21842.0,613102.52,,0.63,71.85,24.67,0.222,31.64,0.0856
2017-02-14,103198.0,2841947.43,1.44,8.27,0.29,3.0,0.0,2291171.75,55077.0,83198.0,1516753.61,,,,,,,,0.02,,639.0,,,,,,,639.0,1.57,0.02,,,71.6,4.54,21842.0,601502.12,,0.62,71.6,24.82,0.2211,31.26,0.0851
2017-02-15,103198.0,2841947.43,1.44,8.12,0.29,2.94,0.0,2291171.75,54884.0,83198.0,1511438.62,,,,,,,,0.01,,193.0,,,,,,,,1.54,,,,100.0,4.52,0.0,0.0,,0.0,100.0,24.79,0.2207,31.18,0.085
2017-02-16,103005.0,2826501.62,1.44,7.21,0.29,2.92,0.0,2277692.99,54884.0,83005.0,1506040.63,,,,,,,,,,,,,,,,,193.0,1.53,0.01,,,100.0,4.52,0.0,0.0,,0.0,100.0,24.8,0.2202,30.99,0.0849
2017-02-17,101900.0,2796179.94,1.43,7.09,0.29,2.9,0.0,2247371.32,53779.0,81900.0,1475718.95,,,,,,,,0.03,,1105.0,,,,,,,1105.0,1.5,0.02,,,100.0,4.43,0.0,0.0,,0.0,100.0,25.0,0.2186,30.42,0.0839
2017-02-20,101900.0,2866334.99,1.43,6.91,0.29,2.9,0.0,2303756.98,53779.0,81900.0,1512744.16,,,,,,,,,,,,,,,,,,1.5,,,,100.0,4.45,0.0,0.0,,0.0,100.0,25.07,0.2187,30.38,0.0844
2017-02-21,102900.0,2874222.89,1.44,6.52,0.29,3.0,0.0,2315578.98,54779.0,82900.0,1530097.72,,,,,,1000.0,,,,,,,,,0.03,1000.0,,1.57,,,,64.03,4.54,30779.0,859725.04,,0.88,64.04,24.99,0.2209,31.12,0.0852
2017-02-22,97329.0,2756902.95,1.36,6.32,0.27,2.81,0.0,2190390.82,53893.0,77329.0,1526551.91,,,,,,,,0.03,,886.0,,,,,,,5571.0,1.53,0.17,,,63.65,4.47,30779.0,871833.84,,0.87,63.65,26.25,0.2352,31.78,0.0807
2017-02-23,96559.0,2734142.54,1.35,6.45,0.27,2.82,0.0,2167827.12,53123.0,76559.0,1504218.71,,,,,,,,0.02,,770.0,,,,,,,770.0,1.53,0.02,,,62.74,4.4,31549.0,893334.26,,0.91,62.74,26.51,0.2341,31.26,0.08
2017-02-24,96461.0,2728521.44,1.35,6.4,0.27,2.82,0.0,2162796.13,53025.0,76461.0,1499879.22,,,,,,,,0.0,,98.0,,,,,,,98.0,1.53,0.0,,,62.7,4.4,31549.0,892403.38,,0.91,62.7,26.56,0.2342,31.25,0.08
2017-02-27,96461.0,2696264.92,1.35,6.08,0.27,2.81,0.0,2137227.61,53025.0,76461.0,1482147.68,,,,,,,,,,,,,,,,,,1.52,,,,62.7,4.4,31549.0,881853.41,,0.91,62.68,26.6,0.2341,31.21,0.08
2017-02-28,96461.0,2740854.81,1.35,6.05,0.27,2.8,0.0,2172572.33,53025.0,76461.0,1506658.92,,,,,,,,,,,,,,,,,,1.51,,,,62.7,4.4,31549.0,896437.2,,0.9,62.71,26.52,0.2339,31.19,0.08
2017-03-01,96461.0,2711444.46,1.35,6.04,0.27,2.84,0.0,2149259.85,53025.0,76461.0,1490491.93,,,,,,,,,,,,,,,,,,1.53,,,,62.7,4.4,31549.0,886818.1,,0.91,62.71,26.66,0.2346,31.33,0.08
2017-03-02,99399.0,2795984.61,1.39,6.22,0.28,2.9,0.0,2233406.59,52675.0,79399.0,1481689.85,,,,,,3288.0,,0.01,,350.0,,,,,0.09,,350.0,1.51,0.02,,,100.0,4.38,0.0,0.0,,0.0,100.0,25.8,0.2196,29.97,0.0827
2017-03-03,78573.0,2189306.86,1.1,4.96,0.22,2.28,0.0,2189306.86,31849.0,78573.0,887419.78,,,,,,,,0.6,,20826.0,,,,,,,826.0,0.91,0.03,,,100.0,2.64,0.0,0.0,,0.0,100.0,32.44,0.2781,36.64,0.0651
2017-03-06,77726.0,2162648.78,1.09,4.7,0.22,2.25,0.0,2162648.78,31002.0,77726.0,862599.87,,,,,,,,0.02,,847.0,,,,,,,847.0,0.88,0.03,,,100.0,2.57,0.0,0.0,,0.0,100.0,32.82,0.2761,35.88,0.0644
2017-03-07,77726.0,2155768.66,1.09,4.81,0.22,2.25,0.0,2155768.66,31002.0,77726.0,859855.65,,,,,,,,,,,,,,,,,,0.88,,,,100.0,2.57,0.0,0.0,,0.0,100.0,32.84,0.2765,35.93,0.0644
2017-03-08,77726.0,2129012.67,1.09,4.68,0.22,2.24,0.0,2129012.67,31002.0,77726.0,849183.68,,,,,,,,,,,,,,,,,,0.87,,,,100.0,2.56,0.0,0.0,,0.0,100.0,32.9,0.2766,35.93,0.0643
2017-03-09,77726.0,2140479.53,1.09,4.74,0.22,2.21,0.0,2140479.53,31002.0,77726.0,853757.38,,,,,,,,,,,,,,,,,,0.86,,,,100.0,2.56,0.0,0.0,,0.0,100.0,32.74,0.2757,35.8,0.0643
2017-03-10,77726.0,2163413.23,1.09,4.82,0.22,2.21,0.0,2163413.23,31002.0,77726.0,862904.78,,,,,,,,,,,,,,,,,,0.87,,,,100.0,2.56,0.0,0.0,,0.0,100.0,32.74,0.2754,35.75,0.0643
2017-03-13,77726.0,2163413.23,1.09,4.78,0.22,2.25,0.0,2163413.23,31002.0,77726.0,862904.78,,,,,,,,,,,,,,,,,,0.88,,,,100.0,2.56,0.0,0.0,,0.0,100.0,32.89,0.2766,35.91,0.0642
2017-03-14,74438.0,2111429.96,1.04,4.58,0.21,2.17,0.0,2111429.96,31002.0,74438.0,879370.1,,,,,,,,,,,,,,,,,3288.0,0.88,0.09,,,100.0,2.56,0.0,0.0,,0.0,100.0,34.21,0.2986,37.4,0.0615
2017-03-15,84438.0,2341929.27,1.18,5.53,0.24,2.45,0.0,2341929.27,31002.0,84438.0,859855.65,,,,0.29,,,,,10000.0,,,,0.29,,,,,0.89,,,,100.0,2.56,0.0,0.0,,0.0,100.0,30.33,0.3253,44.97,0.0697
2017-03-16,79387.0,2201837.31,1.11,5.34,0.22,2.26,0.0,2201837.31,31002.0,79387.0,859855.65,,,,,,,,,,,,,,,,,5051.0,0.87,0.17,,,100.0,2.56,0.0,0.0,,0.0,100.0,32.08,0.3096,41.25,0.0655
2017-03-17,78653.0,2220158.18,1.1,5.24,0.22,2.26,0.0,2220158.18,31002.0,78653.0,875101.32,,,,,,,,,,,,,,,,,734.0,0.87,0.01,,,100.0,2.56,0.0,0.0,,0.0,100.0,32.38,0.3079,40.7,0.0649
2017-03-20,78653.0,2253421.87,1.1,5.16,0.22,2.3,0.0,2253421.87,31002.0,78653.0,888212.59,,,,,,,,,,,,,,,,,,0.89,,,,100.0,2.56,0.0,0.0,,0.0,100.0,32.48,0.3084,40.73,0.065
2017-03-21,78653.0,2269666.93,1.1,4.92,0.22,2.33,0.0,2269666.93,31002.0,78653.0,894615.77,,,,,,,,,,,,,,,,,,0.9,,,,100.0,2.56,0.0,0.0,,0.0,100.0,32.4,0.3082,40.75,0.0649
2017-03-22,78653.0,2229441.07,1.1,4.88,0.22,2.35,0.0,2229441.07,31002.0,78653.0,878760.28,,,,,,,,,,,,,,,,,,0.91,,,,100.0,2.55,0.0,0.0,,0.0,100.0,32.58,0.3093,40.9,0.0647
2017-03-23,78653.0,2319175.68,1.1,4.78,0.22,2.33,0.0,2319175.68,31002.0,78653.0,914130.22,,,,,,,,,,,,,,,,,,0.89,,,,100.0,2.55,0.0,0.0,,0.0,100.0,32.38,0.3074,40.56,0.0647
2017-03-24,78653.0,2324590.7,1.1,4.65,0.22,2.4,0.0,2324590.7,31002.0,78653.0,916264.62,,,,,,,,,,,,,,,,,,0.93,,,,100.0,2.55,0.0,0.0,,0.0,100.0,32.54,0.309,40.85,0.0647
2017-03-27,85753.0,2632266.27,1.2,5.21,0.24,2.62,0.0,2567804.87,33102.0,83653.0,1016095.98,,,,0.15,,,,,5000.0,,,,0.15,,,2100.0,,1.0,,,,13.56,2.71,210976.0,6476100.07,,6.58,13.16,29.73,0.3061,43.08,0.0703
2017-03-28,83294.0,2604299.78,1.17,5.14,0.23,2.64,0.0,2584914.64,31622.0,82674.0,988704.68,,,,,,,,0.05,,1480.0,,,,,,,979.0,0.99,0.0,,,12.96,2.58,212356.0,6639598.11,,6.75,12.78,30.92,0.317,43.54,0.0681
2017-03-29,79285.0,2500787.09,1.11,4.7,0.22,2.58,0.0,2481231.21,31622.0,78665.0,997413.0,,,,,,,,,,,,,,,,,4009.0,1.01,0.1,,,12.96,2.58,212356.0,6698078.37,,6.81,12.87,32.28,0.333,44.15,0.0647
2017-03-30,89285.0,2796885.37,1.25,5.8,0.25,2.92,0.0,2620836.81,36622.0,83665.0,1147197.58,,,,0.17,,,,,5000.0,,,,0.17,,,5000.0,,1.18,,,,12.81,2.99,249274.0,7808599.48,,7.95,12.89,30.47,0.3473,47.39,0.0728
2017-03-31,93665.0,2864077.65,1.31,6.01,0.26,3.03,0.0,2558298.79,41002.0,83665.0,1253754.46,,,,,,,,0.02,,620.0,,,,,,5000.0,,1.3,,,,52.62,3.34,36918.0,1128874.38,,1.15,53.15,28.95,0.3179,45.19,0.0764
2017-04-03,88037.0,2710168.55,1.23,5.79,0.25,2.8,0.0,2525461.99,37002.0,82037.0,1139085.35,,,,,,,,0.13,,4000.0,,,,,,,1628.0,1.15,0.09,,,50.06,3.01,36918.0,1136499.45,,1.16,49.92,30.74,0.3381,46.02,0.0716
2017-04-04,88559.0,2626943.73,1.24,6.17,0.25,2.81,0.0,2448964.5,37002.0,82559.0,1097597.89,,,,0.02,,,,,522.0,,,,0.02,,,,,1.16,,,,50.06,3.01,36918.0,1095106.18,,1.16,50.03,30.67,0.3415,46.6,0.072
2017-04-05,84276.0,2524762.56,1.18,5.64,0.24,2.6,0.0,2345012.99,37002.0,78276.0,1108515.64,,,,,,,,,,,,,,,,,4283.0,1.12,0.17,,,50.06,3.01,36918.0,1105999.15,,1.11,50.07,32.04,0.3267,43.38,0.0685
2017-04-06,87737.0,2632762.7,1.23,5.71,0.25,2.72,0.0,2452718.06,37664.0,81737.0,1130200.19,,,,0.12,,,,,3461.0,,,,0.12,,,662.0,,1.15,,,,50.5,3.06,36918.0,1107814.64,,1.12,50.51,30.95,0.3386,45.98,0.0714
2017-04-07,81284.0,2458311.52,1.14,5.26,0.23,2.54,0.0,2307094.09,36664.0,76284.0,1108847.17,,,,,,,,0.03,,1000.0,,,,,,,5453.0,1.12,0.16,,,49.83,2.99,36918.0,1116529.02,,1.14,49.69,33.52,0.3319,42.76,0.0662
2017-04-10,88920.0,2711114.6,1.24,5.93,0.25,2.78,0.0,2558667.76,36664.0,83920.0,1117862.19,,,,0.24,,,,,7847.0,,,,0.24,,,,211.0,1.13,0.0,,,49.83,2.98,36918.0,1125606.49,,1.15,49.6,30.47,0.3131,38.69,0.0722
2017-04-11,88920.0,2684878.01,1.24,5.54,0.25,2.8,0.0,2533906.46,36664.0,83920.0,1107044.17,,,,,,,,,,,,,,,,,,1.14,,,,49.83,2.97,36918.0,1114713.52,,1.13,50.09,30.59,0.3135,38.82,0.0721
2017-04-12,61837.0,1833067.21,0.87,3.85,0.17,1.89,0.0,1684849.54,11864.0,56837.0,351690.89,,,,0.0,,,,0.77,160.0,24800.0,,,0.0,,,,27243.0,0.36,0.88,,,24.32,0.94,36918.0,1094379.99,,1.11,24.62,38.92,0.4956,58.61,0.0491
