,QCEU FP Equity_DX_SI_QTY,QCEU FP Equity_DX_SHORT_INTEREST_VALUE,QCEU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,QCEU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,QCEU FP Equity_DX_SI_MV,QCEU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,QCEU FP Equity_DX_SUPPLY_SI_QTY,QCEU FP Equity_DX_BROKER_SI_QTY,QCEU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,QCEU FP Equity_DX_SUPPLY_SI_QTY_NEW_x,QCEU FP Equity_DX_SUPPLY_SI_QTY_INC_x,QCEU FP Equity_DX_BROKER_SI_MV_INC_x,QCEU FP Equity_DX_SUPPLY_SI_MV_NEW,QCEU FP Equity_DX_BROKER_SI_QTY_ADD,QCEU FP Equity_DX_SUPPLY_SI_MV_DEC,QCEU FP Equity_DX_BROKER_SI_QTY_INC,QCEU FP Equity_DX_SUPPLY_SI_QTY_DEC,QCEU FP Equity_DX_SUPPLY_SI_QTY_NEW_y,QCEU FP Equity_DX_BROKER_SI_MV_INC_y,QCEU FP Equity_DX_SUPPLY_SI_QTY_INC_y,QCEU FP Equity_DX_BROKER_SI_MV_ADD,QCEU FP Equity_DX_SUPPLY_SI_QTY_ADD,QCEU FP Equity_DX_BROKER_SI_QTY_DEC,QCEU FP Equity_DX_SUPPLY_SI_MV,QCEU FP Equity_DX_BROKER_SI_MV_DEC,QCEU FP Equity_DX_SUPPLY_SI_MV_RMV,QCEU FP Equity_DX_BROKER_SI_MV_RMV,QCEU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,QCEU FP Equity_DX_UTILIZATION_QUANTITY,QCEU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,QCEU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,QCEU FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,QCEU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,QCEU FP Equity_DX_ACTIVE_UTILIZATION_MV,QCEU FP Equity_DX_BROKER_SI_MARKET_SHARE_2,QCEU FP Equity_DX_BROKER_SI_CON_RATIO,QCEU FP Equity_DX_BROKER_SI_MARKET_SHARE_1,QCEU FP Equity_DX_DEMAND_SUPPLY_RATIO
2022-05-06,17500.0,1572200.0,1.77,0.4,1.61,0.0,17500.0,0.0,1572200.0,,,,,,,,,,,,,,,1.61,,,,100.0,12.22,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1222
2022-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.61,,17500.0,,,,,,,0.0,,,,0.0,0.0,125681.0,10946815.1,,11.13,0.0,,0.0,,0.0
2022-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,125681.0,11017196.46,,10.98,0.0,,0.0,,0.0
2022-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,125681.0,11162986.42,,11.06,0.0,,0.0,,0.0
2022-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,125681.0,11090091.44,,11.15,0.0,,0.0,,0.0
2022-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,125681.0,11338939.82,,11.2,0.0,,0.0,,0.0
2022-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,125681.0,11305005.95,,11.33,0.0,,0.0,,0.0
2022-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,125681.0,11435714.19,,11.37,0.0,,0.0,,0.0
2022-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,125681.0,11247192.69,,11.33,0.0,,0.0,,0.0
2022-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,125681.0,11077523.34,,11.16,0.0,,0.0,,0.0
2022-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,125681.0,11183095.38,,11.14,0.0,,0.0,,0.0
2022-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,125681.0,11305005.95,,11.25,0.0,,0.0,,0.0
2022-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,125681.0,11186865.81,,11.26,0.0,,0.0,,0.0
2022-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,125681.0,11189379.43,,11.2,0.0,,0.0,,0.0
2022-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,125681.0,11274842.51,,11.25,0.0,,0.0,,0.0
2022-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,125681.0,11474675.3,,11.37,0.0,,0.0,,0.0
2022-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,125681.0,11591558.63,,11.52,0.0,,0.0,,0.0
2022-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,106181.0,9736797.7,,9.77,0.0,,0.0,,0.0
2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,106181.0,9626369.46,,9.69,0.0,,0.0,,0.0
2022-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,106181.0,9730426.84,,9.68,0.0,,0.0,,0.0
2022-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,106181.0,9675212.72,,9.69,0.0,,0.0,,0.0
2022-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,106181.0,9771837.43,,9.77,0.0,,0.0,,0.0
2022-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,106181.0,9720870.55,,9.75,0.0,,0.0,,0.0
2022-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,106181.0,9656100.14,,9.68,0.0,,0.0,,0.0
2022-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,106181.0,9510632.17,,9.55,0.0,,0.0,,0.0
2022-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,106181.0,9281281.21,,9.44,0.0,,0.0,,0.0
2022-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,106181.0,9079537.31,,9.29,0.0,,0.0,,0.0
2022-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,106181.0,8909647.71,,9.16,0.0,,0.0,,0.0
2022-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,106181.0,9042373.96,,9.34,0.0,,0.0,,0.0
2022-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,106181.0,8844877.3,,9.2,0.0,,0.0,,0.0
2022-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,106181.0,8848062.73,,9.21,0.0,,0.0,,0.0
2022-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,106181.0,8891596.94,,9.2,0.0,,0.0,,0.0
2022-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,106181.0,8946811.06,,9.24,0.0,,0.0,,0.0
2022-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,106181.0,8916018.57,,9.26,0.0,,0.0,,0.0
2022-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,106181.0,8904338.66,,9.29,0.0,,0.0,,0.0
2022-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,106181.0,9201645.46,,9.42,0.0,,0.0,,0.0
2022-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,106181.0,9241994.24,,9.42,0.0,,0.0,,0.0
2022-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,106181.0,9205892.7,,9.41,0.0,,0.0,,0.0
2022-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,106181.0,9209078.13,,9.42,0.0,,0.0,,0.0
2022-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,106181.0,9109267.99,,9.37,0.0,,0.0,,0.0
2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,106181.0,9082722.74,,9.37,0.0,,0.0,,0.0
2022-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,106181.0,9128380.57,,9.37,0.0,,0.0,,0.0
2022-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,106181.0,9040250.34,,9.36,0.0,,0.0,,0.0
2022-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,106181.0,9273848.54,,9.17,0.0,,0.0,,0.0
2022-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,106181.0,9395956.69,,9.34,0.0,,0.0,,0.0
2022-07-08,119800.0,10609488.0,74.32,2.36,10.61,7075944.0,79900.0,79900.0,7075944.0,,,,,79900.0,,,,,,,7.08,79900.0,,7.08,,,,84.97,54.7,14138.0,1252061.28,,1.25,84.96,33.39,0.5552,66.61,0.8201
2022-07-11,119800.0,10592716.0,71.8,2.36,10.58,7064758.0,79900.0,79900.0,7064758.0,,,,,,,,,,,,,,,7.05,,,,88.54,56.15,10345.0,914704.9,,0.91,88.54,33.39,0.5552,66.61,0.842
2022-07-12,131800.0,11717020.0,79.95,2.6,11.62,8169910.0,79900.0,91900.0,7103110.0,,,1.05,,,,12000.0,,,1.05,,,,,7.06,,,,88.54,56.15,10345.0,919670.5,,0.92,88.51,30.35,0.5772,69.65,0.9263
2022-07-13,143800.0,12673094.0,87.27,2.89,12.75,8099147.0,84800.0,91900.0,7473424.0,,4900.0,,,,,,,,,4900.0,,,,7.49,,,,100.0,59.6,0.0,0.0,,0.0,100.0,27.84,0.4925,63.88,1.0106
2022-07-14,122700.0,10723980.0,56.58,2.47,10.84,6799720.0,77800.0,77800.0,6799720.0,,,,,,0.66,,7000.0,,,,,,14100.0,6.84,1.35,,,100.0,57.51,0.0,0.0,,0.0,100.0,26.84,0.4841,63.46,0.907
2022-07-15,122700.0,10916619.0,57.39,2.47,10.74,6921866.0,77800.0,77800.0,6921866.0,,,,,,,,,,,,,,,6.87,,,,100.0,57.51,0.0,0.0,,0.0,100.0,26.77,0.4822,63.3,0.907
2022-07-18,122700.0,10996374.0,69.17,2.47,10.9,6972436.0,77800.0,77800.0,6972436.0,,,,,,,,,,,,,,,6.94,,,,100.0,57.51,0.0,0.0,,0.0,100.0,26.79,0.483,63.36,0.907
2022-07-19,122700.0,11119074.0,67.87,2.47,10.97,7050236.0,77800.0,77800.0,7050236.0,,,,,,,,,,,,,,,7.01,,,,100.0,57.51,0.0,0.0,,0.0,100.0,26.86,0.4819,63.24,0.907
2022-07-20,110700.0,10016136.0,62.61,2.23,10.02,7039344.0,65800.0,77800.0,5953584.0,,,,,,1.11,,12000.0,,,,,,,5.95,,,,79.04,48.64,17445.0,1578423.6,,1.58,79.06,29.72,0.5823,70.28,0.8183
2022-07-21,98700.0,9043881.0,56.94,1.98,8.97,6029254.0,32900.0,65800.0,3014627.0,,,,,,2.98,,32900.0,,,,,,12000.0,2.99,1.08,,,100.0,24.32,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,0.7296
2022-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2.98,,32900.0,,,,,,65800.0,0.0,5.95,,,0.0,0.0,135288.0,12441084.48,,12.52,0.0,,0.0,,0.0
2022-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,102388.0,9421743.76,,9.42,0.0,,0.0,,0.0
2022-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,102388.0,9433006.44,,9.42,0.0,,0.0,,0.0
2022-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,102388.0,9463722.84,,9.53,0.0,,0.0,,0.0
2022-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,102388.0,9634710.8,,9.57,0.0,,0.0,,0.0
2022-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,105228.0,10045064.88,,9.89,0.0,,0.0,,0.0
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,105228.0,10033489.8,,9.86,0.0,,0.0,,0.0
2022-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,105228.0,9989294.04,,9.83,0.0,,0.0,,0.0
2022-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,105228.0,9992450.88,,9.87,0.0,,0.0,,0.0
2022-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,105228.0,10034542.08,,10.01,0.0,,0.0,,0.0
2022-08-05,91400.0,8598912.0,44.85,1.72,8.66,4299456.0,45700.0,45700.0,4299456.0,,,,,45700.0,,,,,,,4.36,45700.0,,4.3,,,,43.37,43.37,59661.0,5612906.88,,5.67,43.12,49.66,0.5,50.34,0.8675
2022-08-08,91400.0,8661978.0,38.76,1.72,8.63,4330989.0,45700.0,45700.0,4330989.0,,,,,,,,,,,,,,,4.33,,,,43.37,43.37,59661.0,5654072.97,,5.6,43.59,49.82,0.5,50.18,0.8675
2022-08-09,91400.0,8566922.0,38.89,1.72,8.61,4283461.0,45700.0,45700.0,4283461.0,,,,,,,,,,,,,,,4.28,,,,42.85,42.85,60958.0,5713593.34,,5.72,42.8,49.72,0.5,50.28,0.8569
2022-08-10,91400.0,8652838.0,37.14,1.72,8.6,4326419.0,45700.0,45700.0,4326419.0,,,,,,,,,,,,,,,4.32,,,,42.85,42.85,60958.0,5770893.86,,5.71,43.05,49.75,0.5,50.25,0.8569
2022-08-11,91400.0,8643698.0,37.33,1.72,8.65,4321849.0,45700.0,45700.0,4321849.0,,,,,,,,,,,,,,,4.32,,,,42.85,42.85,60958.0,5764798.06,,5.76,42.88,49.97,0.5,50.03,0.8569
2022-08-12,45700.0,4314537.0,19.86,0.87,4.33,4314537.0,0.0,45700.0,0.0,,,,,,4.35,,45700.0,,,,,,,0.0,,,,0.0,0.0,107918.0,10188538.38,,10.18,0.0,49.92,1.0,100.0,0.4235
2022-08-15,45700.0,4338301.0,19.77,0.87,4.33,4338301.0,0.0,45700.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,107918.0,10244655.74,,10.19,0.0,,1.0,100.0,0.4235
2022-08-16,45700.0,4326876.0,19.59,0.89,4.35,4326876.0,0.0,45700.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,107918.0,10217676.24,,10.23,0.0,,1.0,100.0,0.4235
2022-08-17,45700.0,4297628.0,19.8,0.89,4.34,4297628.0,0.0,45700.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,107918.0,10148608.72,,10.19,0.0,,1.0,100.0,0.4235
2022-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,45700.0,0.0,4.37,,,0.0,0.0,107918.0,10214438.7,,10.17,0.0,,0.0,,0.0
2022-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,107918.0,10150767.08,,10.18,0.0,,0.0,,0.0
2022-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,107918.0,10084937.1,,10.11,0.0,,0.0,,0.0
2022-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,107918.0,9987810.9,,10.05,0.0,,0.0,,0.0
2022-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,107918.0,10047165.8,,10.02,0.0,,0.0,,0.0
2022-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,107918.0,10073066.12,,10.06,0.0,,0.0,,0.0
2022-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,107918.0,9897159.78,,9.97,0.0,,0.0,,0.0
2022-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,107918.0,9775212.44,,9.81,0.0,,0.0,,0.0
2022-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,107918.0,9694273.94,,9.72,0.0,,0.0,,0.0
2022-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,107918.0,9556138.9,,9.62,0.0,,0.0,,0.0
2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,107918.0,9368361.58,,9.47,0.0,,0.0,,0.0
2022-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,107918.0,9527001.04,,9.49,0.0,,0.0,,0.0
2022-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,107918.0,9487071.38,,9.5,0.0,,0.0,,0.0
2022-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,107918.0,9523763.5,,9.49,0.0,,0.0,,0.0
2022-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,107918.0,9485992.2,,9.52,0.0,,0.0,,0.0
2022-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,107785.0,9536816.8,,9.53,0.0,,0.0,,0.0
2022-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,107785.0,9680170.85,,9.59,0.0,,0.0,,0.0
2022-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,107785.0,9814902.1,,9.72,0.0,,0.0,,0.0
2022-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,107785.0,9646757.5,,9.71,0.0,,0.0,,0.0
2022-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,108685.0,9633838.4,,9.66,0.0,,0.0,,0.0
2022-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,108685.0,9538195.6,,9.58,0.0,,0.0,,0.0
2022-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,108685.0,9368647.0,,9.47,0.0,,0.0,,0.0
2022-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,108685.0,9351257.4,,9.37,0.0,,0.0,,0.0
2022-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,108685.0,9269743.65,,9.31,0.0,,0.0,,0.0
2022-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,108685.0,9378428.65,,9.29,0.0,,0.0,,0.0
2022-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,108685.0,9158884.95,,9.27,0.0,,0.0,,0.0
2022-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,108685.0,9023028.7,,9.08,0.0,,0.0,,0.0
2022-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,108685.0,9028462.95,,9.01,0.0,,0.0,,0.0
2022-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,108685.0,9066502.7,,9.06,0.0,,0.0,,0.0
2022-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,108685.0,9156711.25,,9.14,0.0,,0.0,,0.0
2022-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,108685.0,9049113.1,,9.15,0.0,,0.0,,0.0
2022-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,108685.0,9129540.0,,9.17,0.0,,0.0,,0.0
2022-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,108685.0,9159971.8,,9.16,0.0,,0.0,,0.0
2022-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,108685.0,9464289.8,,9.32,0.0,,0.0,,0.0
2022-10-05,34600.0,2988748.0,14.71,0.72,3.01,1494374.0,17300.0,17300.0,1494374.0,,,,,17300.0,,,,,,,1.51,17300.0,,1.5,,,,34.36,15.92,33045.0,2854427.1,,2.86,34.36,49.8,0.5,50.2,0.3184
2022-10-06,34600.0,2979060.0,14.21,0.72,2.98,1489530.0,17300.0,17300.0,1489530.0,,,,,,,,,,,,,,,1.49,,,,34.36,15.92,33045.0,2845174.5,,2.84,34.36,49.92,0.5,50.08,0.3184
2022-10-07,34600.0,2924392.0,14.2,0.72,2.95,1462196.0,17300.0,17300.0,1462196.0,,,,,,,,,,,,,,,1.46,,,,34.36,15.92,33045.0,2792963.4,,2.79,34.36,49.54,0.5,50.46,0.3184
2022-10-10,34600.0,2915396.0,14.21,0.72,2.92,1457698.0,17300.0,17300.0,1457698.0,,,,,,,,,,,,,,,1.46,,,,34.36,15.92,33045.0,2784371.7,,2.79,34.36,49.92,0.5,50.08,0.3184
2022-10-11,34600.0,2910206.0,14.88,0.72,2.89,1455103.0,17300.0,17300.0,1455103.0,,,,,,,,,,,,,,,1.45,,,,34.36,15.92,33045.0,2779414.95,,2.76,34.36,49.96,0.5,50.04,0.3184
2022-10-12,17300.0,1449567.0,6.97,0.37,1.46,1449567.0,0.0,17300.0,0.0,,,,,,1.46,,17300.0,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.7,1.0,100.0,0.1611
2022-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,17300.0,0.0,1.45,,,0.0,0.0,107388.0,8984080.08,,9.0,0.0,,0.0,,0.0
2022-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,107388.0,8998040.52,,9.0,0.0,,0.0,,0.0
2022-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,107388.0,9163418.04,,9.07,0.0,,0.0,,0.0
2022-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,107388.0,9188117.28,,9.18,0.0,,0.0,,0.0
2022-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,107388.0,9131201.64,,9.17,0.0,,0.0,,0.0
2022-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,107388.0,9162344.16,,9.14,0.0,,0.0,,0.0
