,SFPI FP Equity_DX_SI_QTY,SFPI FP Equity_DX_SHORT_INTEREST_VALUE,SFPI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,SFPI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SFPI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SFPI FP Equity_DX_SI_MV,SFPI FP Equity_DX_DSS,SFPI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SFPI FP Equity_DX_SUPPLY_SI_QTY,SFPI FP Equity_DX_BROKER_SI_QTY,SFPI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SFPI FP Equity_DX_BROKER_SI_MV_NEW_x,SFPI FP Equity_DX_SUPPLY_SI_QTY_INC_x,SFPI FP Equity_DX_BROKER_SI_MV_INC_x,SFPI FP Equity_DX_BROKER_SI_QTY_ADD,SFPI FP Equity_DX_BROKER_SI_QTY_NEW,SFPI FP Equity_DX_SUPPLY_SI_MV_DEC,SFPI FP Equity_DX_BROKER_SI_QTY_INC,SFPI FP Equity_DX_SUPPLY_SI_QTY_DEC,SFPI FP Equity_DX_BROKER_SI_MV_NEW_y,SFPI FP Equity_DX_BROKER_SI_MV_INC_y,SFPI FP Equity_DX_SUPPLY_SI_QTY_INC_y,SFPI FP Equity_DX_BROKER_SI_MV_ADD,SFPI FP Equity_DX_SUPPLY_SI_QTY_ADD,SFPI FP Equity_DX_BROKER_SI_QTY_DEC,SFPI FP Equity_DX_SUPPLY_SI_MV,SFPI FP Equity_DX_BROKER_SI_MV_DEC,SFPI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SFPI FP Equity_DX_UTILIZATION_QUANTITY,SFPI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SFPI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SFPI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SFPI FP Equity_DX_ACTIVE_UTILIZATION_MV,SFPI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SFPI FP Equity_DX_BROKER_SI_CON_RATIO,SFPI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SFPI FP Equity_DX_DEMAND_SUPPLY_RATIO
2025-02-14,17390.0,33649.65,0.09,1.09,0.02,0.03,0.0,16824.83,8695.0,8695.0,16824.83,,,,,,,,,,,,,,,0.02,,100.0,2.74,0.0,0.0,0.0,100.0,,1.0,100.0,0.0549
2025-02-17,17390.0,34953.9,0.09,1.08,0.02,0.03,0.0,17476.95,8695.0,8695.0,17476.95,,,,,,,,,,,,,,,0.02,,100.0,2.74,0.0,0.0,0.0,100.0,,1.0,100.0,0.0549
2025-02-18,17390.0,36519.0,0.09,1.1,0.02,0.04,0.0,18259.5,8695.0,8695.0,18259.5,,,,,,,,,,,,,,,0.02,,100.0,2.74,0.0,0.0,0.0,100.0,,1.0,100.0,0.0549
2025-02-19,17390.0,35997.3,0.09,1.09,0.02,0.04,0.0,17998.65,8695.0,8695.0,17998.65,,,,,,,,,,,,,,,0.02,,100.0,2.74,0.0,0.0,0.0,100.0,,1.0,100.0,0.0549
2025-02-20,17390.0,35127.8,0.09,1.08,0.02,0.04,0.0,17563.9,8695.0,8695.0,17563.9,,,,,,,,,,,,,,,0.02,,100.0,2.74,0.0,0.0,0.0,100.0,,1.0,100.0,0.0549
2025-02-21,17390.0,34432.2,0.09,1.09,0.02,0.03,0.0,17216.1,8695.0,8695.0,17216.1,,,,,,,,,,,,,,,0.02,,100.0,2.74,0.0,0.0,0.0,100.0,,1.0,100.0,0.0549
2025-02-24,17390.0,34432.2,0.09,1.08,0.02,0.03,0.0,17216.1,8695.0,8695.0,17216.1,,,,,,,,,,,,,,,0.02,,100.0,2.74,0.0,0.0,0.0,100.0,,1.0,100.0,0.0549
2025-02-25,17390.0,34084.4,0.09,1.08,0.02,0.03,0.0,17042.2,8695.0,8695.0,17042.2,,,,,,,,,,,,,,,0.02,,100.0,2.74,0.0,0.0,0.0,100.0,,1.0,100.0,0.0549
2025-02-26,8695.0,17042.2,0.04,0.54,0.01,0.02,0.0,0.0,8695.0,0.0,17042.2,,,,,,,,,,,,,,8695.0,0.02,0.02,100.0,2.74,0.0,0.0,0.0,100.0,,1.0,100.0,0.0274
2025-02-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.02,,8695.0,,,,,,,0.0,,0.0,0.0,309883.0,607370.68,0.61,0.0,,0.0,,0.0
2025-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,309883.0,602722.44,0.61,0.0,,0.0,,0.0
2025-03-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,309883.0,604271.85,0.6,0.0,,0.0,,0.0
2025-03-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,308183.0,590170.44,0.6,0.0,,0.0,,0.0
2025-03-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,308183.0,604038.68,0.59,0.0,,0.0,,0.0
2025-03-06,187.0,381.48,0.0,0.01,0.0,0.0,0.0,381.48,187.0,187.0,381.48,,,,187.0,,,,,,,,0.0,187.0,,0.0,,100.0,0.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.0006
2025-03-07,187.0,381.48,0.0,0.01,0.0,0.0,0.0,381.48,187.0,187.0,381.48,,,,,,,,,,,,,,,0.0,,100.0,0.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.0006
2025-03-10,187.0,381.48,0.0,0.01,0.0,0.0,0.0,381.48,187.0,187.0,381.48,,,,,,,,,,,,,,,0.0,,100.0,0.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.0006
2025-03-11,187.0,375.87,0.0,0.01,0.0,0.0,0.0,375.87,187.0,187.0,375.87,,,,,,,,,,,,,,,0.0,,100.0,0.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.0006
2025-03-12,1087.0,2206.61,0.01,0.06,0.0,0.0,0.0,379.61,1087.0,187.0,2206.61,,,,,,,,,,,,,900.0,,0.0,,100.0,0.35,0.0,0.0,0.0,100.0,17.16,0.7158,82.84,0.0035
2025-03-13,1087.0,2206.61,0.01,0.1,0.0,0.0,0.0,379.61,1087.0,187.0,2206.61,,,,,,,,,,,,,,,0.0,,100.0,0.35,0.0,0.0,0.0,100.0,17.11,0.7163,82.89,0.0035
2025-03-14,1087.0,2174.0,0.01,0.1,0.0,0.0,0.0,374.0,1087.0,187.0,2174.0,,,,,,,,,,,,,,,0.0,,100.0,0.35,0.0,0.0,0.0,100.0,17.24,0.7147,82.76,0.0035
2025-03-17,187.0,368.39,0.0,0.02,0.0,0.0,0.0,368.39,187.0,187.0,368.39,,,,,,0.0,,900.0,,,,,,,0.0,,100.0,0.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.0006
2025-03-18,187.0,364.65,0.0,0.02,0.0,0.0,0.0,364.65,187.0,187.0,364.65,,,,,,,,,,,,,,,0.0,,100.0,0.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.0006
2025-03-19,187.0,365.59,0.0,0.02,0.0,0.0,0.0,365.59,187.0,187.0,365.59,,,,,,,,,,,,,,,0.0,,100.0,0.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.0006
2025-03-20,187.0,372.13,0.0,0.02,0.0,0.0,0.0,372.13,187.0,187.0,372.13,,,,,,,,,,,,,,,0.0,,100.0,0.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.0006
2025-03-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,,187.0,,,,,,187.0,0.0,0.0,0.0,0.0,307330.0,600830.15,0.61,0.0,,0.0,,0.0
2025-03-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,308843.0,611509.14,0.61,0.0,,0.0,,0.0
2025-03-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,264876.0,525778.86,0.52,0.0,,0.0,,0.0
2025-03-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,264876.0,525778.86,0.53,0.0,,0.0,,0.0
2025-03-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,263176.0,522404.36,0.52,0.0,,0.0,,0.0
2025-03-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,263176.0,513193.2,0.52,0.0,,0.0,,0.0
2025-03-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,263176.0,513193.2,0.51,0.0,,0.0,,0.0
2025-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,263176.0,505297.92,0.51,0.0,,0.0,,0.0
2025-04-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,263176.0,497402.64,0.5,0.0,,0.0,,0.0
2025-04-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,263176.0,490823.24,0.5,0.0,,0.0,,0.0
2025-04-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,263176.0,446083.32,0.48,0.0,,0.0,,0.0
2025-04-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,265076.0,428945.98,0.45,0.0,,0.0,,0.0
2025-04-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,264176.0,436947.1,0.43,0.0,,0.0,,0.0
2025-04-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,264176.0,457024.48,0.44,0.0,,0.0,,0.0
2025-04-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,264176.0,475516.8,0.46,0.0,,0.0,,0.0
2025-04-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,264176.0,475516.8,0.48,0.0,,0.0,,0.0
2025-04-14,444.0,812.52,0.0,0.03,0.0,0.0,0.0,812.52,0.0,444.0,0.0,,,,444.0,,,,,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0017
2025-04-15,444.0,817.85,0.0,0.03,0.0,0.0,0.0,817.85,0.0,444.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0017
2025-04-16,489.0,894.87,0.0,0.03,0.0,0.0,0.0,894.87,0.0,489.0,0.0,,,0.0,,,,45.0,,,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0019
2025-04-17,60389.0,121985.78,0.3,4.37,0.06,0.11,0.0,121985.78,59900.0,60389.0,120998.0,,,,59900.0,,,,,,,,0.11,59900.0,,0.11,,100.0,22.67,0.0,0.0,0.0,100.0,0.81,0.9839,99.19,0.2286
2025-04-18,60389.0,121985.78,0.3,4.04,0.06,0.12,0.0,121985.78,59900.0,60389.0,120998.0,,,,,,,,,,,,,,,0.12,,100.0,22.67,0.0,0.0,0.0,100.0,0.73,0.9854,99.27,0.2286
2025-04-21,60389.0,121985.78,0.3,4.04,0.06,0.12,0.0,121985.78,59900.0,60389.0,120998.0,,,,,,,,,,,,,,,0.12,,100.0,22.67,0.0,0.0,0.0,100.0,0.73,0.9854,99.27,0.2286
2025-04-22,430.0,885.8,0.0,0.03,0.0,0.0,0.0,885.8,0.0,430.0,0.0,,,,,,0.12,,59900.0,,,,,,59959.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0016
2025-04-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,430.0,0.0,0.0,0.0,0.0,264176.0,533767.61,0.54,0.0,,0.0,,0.0
2025-04-24,53200.0,108873.8,0.26,3.48,0.06,0.11,0.0,108873.8,53200.0,53200.0,108873.8,,,,53200.0,,,,,,,,0.11,53200.0,,0.11,,100.0,20.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.2013
2025-04-25,4300.0,8987.0,0.02,0.28,0.0,0.01,0.0,8987.0,4300.0,4300.0,8987.0,,,,,,0.1,,48900.0,,,,,,48900.0,0.01,0.1,100.0,1.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.0163
2025-04-28,5743.0,12123.47,0.03,0.37,0.01,0.01,0.0,9077.3,5743.0,4300.0,12123.47,,,,,,,,,,,,,1443.0,,0.01,,100.0,2.17,0.0,0.0,0.0,100.0,25.07,0.6243,74.93,0.0217
2025-04-29,5743.0,12129.22,0.03,0.36,0.01,0.01,0.0,9081.6,5743.0,4300.0,12129.22,,,,,,,,,,,,,,,0.01,,100.0,2.17,0.0,0.0,0.0,100.0,25.11,0.6239,74.89,0.0217
2025-04-30,5743.0,12404.88,0.03,0.32,0.01,0.01,0.0,9288.0,5743.0,4300.0,12404.88,,,,,,,,,,,,,,,0.01,,100.0,2.17,0.0,0.0,0.0,100.0,25.18,0.6232,74.82,0.0217
2025-05-01,5743.0,12404.88,0.03,0.2,0.01,0.01,0.0,9288.0,5743.0,4300.0,12404.88,,,,,,,,,,,,,,,0.01,,100.0,2.17,0.0,0.0,0.0,100.0,25.04,0.6246,74.96,0.0217
2025-05-02,5743.0,12221.1,0.03,0.2,0.01,0.01,0.0,9150.4,5743.0,4300.0,12221.1,,,,,,,,,,,,,,,0.01,,100.0,2.17,0.0,0.0,0.0,100.0,25.1,0.624,74.9,0.0217
2025-05-05,5743.0,11916.73,0.03,0.2,0.01,0.01,0.0,8922.5,5743.0,4300.0,11916.73,,,,,,,,,,,,,,,0.01,,100.0,2.17,0.0,0.0,0.0,100.0,25.18,0.6232,74.82,0.0217
2025-05-06,5743.0,11382.63,0.03,0.18,0.01,0.01,0.0,8522.6,5743.0,4300.0,11382.63,,,,,,,,,,,,,,,0.01,,100.0,2.17,0.0,0.0,0.0,100.0,25.09,0.6241,74.91,0.0217
2025-05-07,1443.0,2877.34,0.01,0.03,0.0,0.0,0.0,0.0,1443.0,0.0,2877.34,,,,,,0.01,,4300.0,,,,,,4300.0,0.0,0.01,100.0,0.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0054
2025-05-08,2211.0,4413.16,0.01,0.05,0.0,0.0,0.0,1532.93,2211.0,768.0,4413.16,,768.0,,768.0,,,,,,,768.0,0.0,,,0.0,,100.0,0.83,0.0,0.0,0.0,100.0,34.57,0.5476,65.43,0.0083
2025-05-09,57711.0,115248.87,0.29,1.25,0.06,0.12,0.0,112367.2,57711.0,56268.0,115248.87,,,,55500.0,,,,,,,,0.11,55500.0,,0.12,,100.0,21.73,0.0,0.0,0.0,100.0,2.5,0.9256,96.17,0.2173
2025-05-12,6711.0,14361.54,0.03,0.14,0.01,0.01,0.0,11273.52,6711.0,5268.0,14361.54,,,,,,0.1,,51000.0,,,,,,51000.0,0.01,0.1,100.0,2.53,0.0,0.0,0.0,100.0,21.67,0.5077,66.91,0.0253
2025-05-13,5943.0,12575.39,0.03,0.12,0.01,0.01,0.0,9522.0,5943.0,4500.0,12575.39,,,,,,0.0,,768.0,,,,,,768.0,0.01,0.0,100.0,2.24,0.0,0.0,0.0,100.0,24.2,0.6331,75.8,0.0224
2025-05-14,5943.0,12536.76,0.03,0.12,0.01,0.01,0.0,9492.75,5943.0,4500.0,12536.76,,,,,,,,,,,,,,,0.01,,100.0,2.24,0.0,0.0,0.0,100.0,24.26,0.6325,75.74,0.0224
2025-05-15,5943.0,12480.3,0.03,0.12,0.01,0.01,0.0,9450.0,5943.0,4500.0,12480.3,,,,,,,,,,,,,,,0.01,,100.0,2.24,0.0,0.0,0.0,100.0,24.31,0.632,75.69,0.0224
2025-05-16,5943.0,12539.73,0.03,0.12,0.01,0.01,0.0,9495.0,5943.0,4500.0,12539.73,,,,,,,,,,,,,,,0.01,,100.0,2.24,0.0,0.0,0.0,100.0,24.32,0.6319,75.68,0.0224
2025-05-19,5943.0,12539.73,0.03,0.12,0.01,0.01,0.0,9495.0,5943.0,4500.0,12539.73,,,,,,,,,,,,,,,0.01,,100.0,2.2,0.0,0.0,0.0,100.0,24.19,0.6333,75.81,0.022
2025-05-20,5943.0,12718.02,0.03,0.11,0.01,0.01,0.0,9630.0,5943.0,4500.0,12718.02,,,,,,,,,,,,,,,0.01,,100.0,2.24,0.0,0.0,0.0,100.0,24.24,0.6327,75.76,0.0224
2025-05-21,5943.0,13371.75,0.03,0.11,0.01,0.01,0.0,10125.0,5943.0,4500.0,13371.75,,,,,,,,,,,,,,,0.01,,100.0,2.24,0.0,0.0,0.0,100.0,24.21,0.633,75.79,0.0224
2025-05-22,5943.0,13134.03,0.03,0.11,0.01,0.01,0.0,9945.0,5943.0,4500.0,13134.03,,,,,,,,,,,,,,,0.01,,100.0,2.24,0.0,0.0,0.0,100.0,24.34,0.6317,75.66,0.0224
2025-05-23,5943.0,13015.17,0.03,0.11,0.01,0.01,0.0,9855.0,5943.0,4500.0,13015.17,,,,,,,,,,,,,,,0.01,,100.0,2.24,0.0,0.0,0.0,100.0,24.19,0.6332,75.81,0.0224
2025-05-26,5943.0,13134.03,0.03,0.12,0.01,0.01,0.0,9945.0,5943.0,4500.0,13134.03,,,,,,,,,,,,,,,0.01,,100.0,2.24,0.0,0.0,0.0,100.0,24.23,0.6328,75.77,0.0224
2025-05-27,5943.0,13134.03,0.03,0.12,0.01,0.01,0.0,9945.0,5943.0,4500.0,13134.03,,,,,,,,,,,,,,,0.01,,100.0,2.24,0.0,0.0,0.0,100.0,24.33,0.6317,75.67,0.0224
2025-05-28,5943.0,13787.76,0.03,0.12,0.01,0.01,0.0,10440.0,5943.0,4500.0,13787.76,,,,,,,,,,,,,,,0.01,,100.0,2.24,0.0,0.0,0.0,100.0,24.32,0.6319,75.68,0.0224
2025-05-29,5943.0,13787.76,0.03,0.12,0.01,0.01,0.0,10440.0,5943.0,4500.0,13787.76,,,,,,,,,,,,,,,0.01,,100.0,2.24,0.0,0.0,0.0,100.0,24.22,0.633,75.78,0.0224
2025-05-30,5943.0,14084.91,0.03,0.11,0.01,0.01,0.0,10665.0,5943.0,4500.0,14084.91,,,,,,,,,,,,,,,0.01,,100.0,2.24,0.0,0.0,0.0,100.0,24.28,0.6323,75.72,0.0224
2025-06-02,1443.0,3419.91,0.01,0.03,0.0,0.0,0.0,0.0,1443.0,0.0,3419.91,,,,,,0.01,,4500.0,,,,,,4500.0,0.0,0.01,100.0,0.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0054
2025-06-03,1443.0,3419.91,0.01,0.03,0.0,0.0,0.0,0.0,1443.0,0.0,3419.91,,,,,,,,,,,,,,,0.0,,100.0,0.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0054
2025-06-04,1443.0,3419.91,0.01,0.03,0.0,0.0,0.0,0.0,1443.0,0.0,3419.91,,,,,,,,,,,,,,,0.0,,100.0,0.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0054
2025-06-05,5330.0,12365.6,0.03,0.1,0.01,0.01,0.0,9017.84,5330.0,3887.0,12365.6,,,,3887.0,,,,,,,,0.01,3887.0,,0.01,,100.0,2.01,0.0,0.0,0.0,100.0,26.1,0.6142,73.9,0.0201
2025-06-06,3972.0,9254.76,0.02,0.07,0.0,0.01,0.0,5892.57,3972.0,2529.0,9254.76,,,,,,0.0,,1358.0,,,,,,1358.0,0.01,0.0,100.0,1.5,0.0,0.0,0.0,100.0,35.09,0.5445,64.91,0.015
2025-06-09,1875.0,4331.25,0.01,0.04,0.0,0.0,0.0,997.92,1875.0,432.0,4331.25,,,,,,0.0,,2097.0,,,,,,2097.0,0.0,0.01,100.0,0.71,0.0,0.0,0.0,100.0,23.92,0.636,76.08,0.0071
2025-06-10,1443.0,3318.9,0.01,0.03,0.0,0.0,0.0,0.0,1443.0,0.0,3318.9,,,,,,0.0,,432.0,,,,,,432.0,0.0,0.0,100.0,0.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0054
2025-06-11,1443.0,3419.91,0.01,0.03,0.0,0.0,0.0,0.0,1443.0,0.0,3419.91,,,,,,,,,,,,,,,0.0,,100.0,0.55,0.0,0.0,0.0,100.0,,1.0,100.0,0.0055
2025-06-12,1443.0,3419.91,0.01,0.03,0.0,0.0,0.0,0.0,1443.0,0.0,3419.91,,,,,,,,,,,,,,,0.0,,100.0,0.55,0.0,0.0,0.0,100.0,,1.0,100.0,0.0055
2025-06-13,1443.0,3434.34,0.01,0.04,0.0,0.0,0.0,0.0,1443.0,0.0,3434.34,,,,,,,,,,,,,,,0.0,,100.0,0.55,0.0,0.0,0.0,100.0,,1.0,100.0,0.0055
2025-06-16,5143.0,12291.77,0.03,0.13,0.01,0.01,0.0,8843.0,1443.0,3700.0,3448.77,,,,3700.0,,,,,,,,0.01,,,0.0,,100.0,0.55,0.0,0.0,0.0,100.0,28.03,0.5965,71.97,0.0194
2025-06-17,5143.0,12188.91,0.03,0.13,0.01,0.01,0.0,8769.0,1443.0,3700.0,3419.91,,,,,,,,,,,,,,,0.0,,100.0,0.55,0.0,0.0,0.0,100.0,28.17,0.5953,71.83,0.0194
2025-06-18,5143.0,12188.91,0.03,0.21,0.01,0.01,0.0,8769.0,1443.0,3700.0,3419.91,,,,,,,,,,,,,,,0.0,,100.0,0.55,0.0,0.0,0.0,100.0,28.1,0.5959,71.9,0.0194
2025-06-19,5143.0,12188.91,0.03,0.21,0.01,0.01,0.0,8769.0,1443.0,3700.0,3419.91,,,,,,,,,,,,,,,0.0,,100.0,0.55,0.0,0.0,0.0,100.0,28.06,0.5963,71.94,0.0195
2025-06-20,5143.0,12137.48,0.03,0.22,0.01,0.01,0.0,8732.0,1443.0,3700.0,3405.48,,,,,,,,,,,,,,,0.0,,100.0,0.55,0.0,0.0,0.0,100.0,28.0,0.5968,72.0,0.0195
2025-06-23,543.0,1281.48,0.0,0.02,0.0,0.0,0.0,0.0,543.0,0.0,1281.48,,,,,,0.0,,900.0,,,,,,3700.0,0.0,0.01,100.0,0.21,0.0,0.0,0.0,100.0,,1.0,100.0,0.0021
2025-06-24,543.0,1221.75,0.0,0.03,0.0,0.0,0.0,0.0,543.0,0.0,1221.75,,,,,,,,,,,,,,,0.0,,100.0,0.21,0.0,0.0,0.0,100.0,,1.0,100.0,0.0021
2025-06-25,543.0,1232.61,0.0,0.03,0.0,0.0,0.0,0.0,543.0,0.0,1232.61,,,,,,,,,,,,,,,0.0,,100.0,0.21,0.0,0.0,0.0,100.0,,1.0,100.0,0.0021
2025-06-26,543.0,1254.33,0.0,0.02,0.0,0.0,0.0,0.0,543.0,0.0,1254.33,,,,,,,,,,,,,,,0.0,,100.0,0.21,0.0,0.0,0.0,100.0,,1.0,100.0,0.0021
2025-06-27,543.0,1259.76,0.0,0.02,0.0,0.0,0.0,0.0,543.0,0.0,1259.76,,,,,,,,,,,,,,,0.0,,100.0,0.21,0.0,0.0,0.0,100.0,,1.0,100.0,0.0021
2025-06-30,543.0,1259.76,0.0,0.02,0.0,0.0,0.0,0.0,543.0,0.0,1259.76,,,,,,,,,,,,,,,0.0,,100.0,0.21,0.0,0.0,0.0,100.0,,1.0,100.0,0.0021
2025-07-01,2324.0,5391.68,0.01,0.1,0.0,0.01,0.0,4131.92,1781.0,1781.0,4131.92,0.0,1238.0,,1238.0,543.0,,,,0.0,,1238.0,0.0,,,0.0,,100.0,0.67,0.0,0.0,0.0,100.0,46.13,0.503,53.87,0.0087
2025-07-02,2324.0,5484.64,0.01,0.09,0.0,0.01,0.0,4203.16,1781.0,1781.0,4203.16,,,,,,,,,,,,,,,0.0,,100.0,0.67,0.0,0.0,0.0,100.0,46.13,0.503,53.87,0.0087
2025-07-03,2324.0,5507.88,0.01,0.08,0.0,0.01,0.0,4220.97,1781.0,1781.0,4220.97,,,,,,,,,,,,,,,0.0,,100.0,0.67,0.0,0.0,0.0,100.0,46.43,0.5025,53.57,0.0087
2025-07-04,2324.0,5484.64,0.01,0.08,0.0,0.01,0.0,4203.16,1781.0,1781.0,4203.16,,,,,,,,,,,,,,,0.0,,100.0,0.67,0.0,0.0,0.0,100.0,46.6,0.5023,53.4,0.0087
2025-07-07,2324.0,5414.92,0.01,0.08,0.0,0.01,0.0,4149.73,1781.0,1781.0,4149.73,,,,,,,,,,,,,,,0.0,,100.0,0.67,0.0,0.0,0.0,100.0,46.13,0.503,53.87,0.0087
2025-07-08,2324.0,5414.92,0.01,0.08,0.0,0.01,0.0,4149.73,1781.0,1781.0,4149.73,,,,,,,,,,,,,,,0.0,,100.0,0.67,0.0,0.0,0.0,100.0,46.13,0.503,53.87,0.0087
2025-07-09,2324.0,5438.16,0.01,0.09,0.0,0.01,0.0,4167.54,1781.0,1781.0,4167.54,,,,,,,,,,,,,,,0.0,,100.0,0.67,0.0,0.0,0.0,100.0,46.13,0.503,53.87,0.0087
2025-07-10,2324.0,5461.4,0.01,0.09,0.0,0.01,0.0,4185.35,1781.0,1781.0,4185.35,,,,,,,,,,,,,,,0.0,,100.0,0.67,0.0,0.0,0.0,100.0,46.13,0.503,53.87,0.0087
2025-07-11,11792.0,27711.2,0.06,0.48,0.01,0.03,0.0,19798.75,8425.0,8425.0,19798.75,,2824.0,,6644.0,,,,,,,2824.0,0.02,3820.0,,0.02,,100.0,3.13,0.0,0.0,0.0,100.0,33.28,0.3492,46.73,0.0439
2025-07-14,10035.0,23582.25,0.05,0.44,0.01,0.02,0.0,15669.8,6668.0,6668.0,15669.8,,,,,,0.0,,1757.0,,,,,,1757.0,0.02,0.0,100.0,2.48,0.0,0.0,0.0,100.0,21.23,0.3776,55.19,0.0373
2025-07-15,10035.0,23682.6,0.05,0.45,0.01,0.02,0.0,15736.48,6668.0,6668.0,15736.48,,,,,,,,,,,,,,,0.02,,100.0,2.48,0.0,0.0,0.0,100.0,21.28,0.3782,55.25,0.0373
2025-07-16,10035.0,23582.25,0.05,0.46,0.01,0.02,0.0,15669.8,6668.0,6668.0,15669.8,,,,,,,,,,,,,,,0.02,,100.0,2.48,0.0,0.0,0.0,100.0,21.18,0.3773,55.17,0.0373
2025-07-17,4181.0,9825.35,0.02,0.19,0.0,0.01,0.0,8549.3,3638.0,3638.0,8549.3,,,,,,0.01,,3030.0,,,,,,3030.0,0.01,0.01,100.0,1.37,0.0,0.0,0.0,100.0,29.76,0.3538,44.76,0.0157
2025-07-18,9127.0,21630.99,0.05,0.44,0.01,0.02,0.0,14483.07,6111.0,6111.0,14483.07,,2473.0,,2473.0,,,,,,,2473.0,0.01,,,0.01,,100.0,2.28,0.0,0.0,0.0,100.0,20.9,0.3603,53.18,0.034
