,UST FP Equity_DX_SI_QTY,UST FP Equity_DX_SHORT_INTEREST_VALUE,UST FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,UST FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,UST FP Equity_DX_SI_MV,UST FP Equity_DX_DSS,UST FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,UST FP Equity_DX_SUPPLY_SI_QTY,UST FP Equity_DX_BROKER_SI_QTY,UST FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,UST FP Equity_DX_BROKER_SI_MV_NEW_x,UST FP Equity_DX_SUPPLY_SI_QTY_NEW_x,UST FP Equity_DX_SUPPLY_SI_QTY_INC_x,UST FP Equity_DX_BROKER_SI_MV_INC_x,UST FP Equity_DX_SUPPLY_SI_MV_NEW,UST FP Equity_DX_BROKER_SI_QTY_ADD,UST FP Equity_DX_BROKER_SI_QTY_NEW,UST FP Equity_DX_SUPPLY_SI_MV_DEC,UST FP Equity_DX_BROKER_SI_QTY_INC,UST FP Equity_DX_SUPPLY_SI_QTY_DEC,UST FP Equity_DX_BROKER_SI_MV_NEW_y,UST FP Equity_DX_SUPPLY_SI_QTY_NEW_y,UST FP Equity_DX_BROKER_SI_MV_INC_y,UST FP Equity_DX_SUPPLY_SI_QTY_INC_y,UST FP Equity_DX_BROKER_SI_MV_ADD,UST FP Equity_DX_SUPPLY_SI_QTY_ADD,UST FP Equity_DX_BROKER_SI_QTY_DEC,UST FP Equity_DX_SUPPLY_SI_MV,UST FP Equity_DX_BROKER_SI_MV_DEC,UST FP Equity_DX_SUPPLY_SI_MV_RMV,UST FP Equity_DX_BROKER_SI_MV_RMV,UST FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,UST FP Equity_DX_UTILIZATION_QUANTITY,UST FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,UST FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,UST FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,UST FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,UST FP Equity_DX_ACTIVE_UTILIZATION_MV,UST FP Equity_DX_BROKER_SI_MARKET_SHARE_2,UST FP Equity_DX_BROKER_SI_CON_RATIO,UST FP Equity_DX_BROKER_SI_MARKET_SHARE_1,UST FP Equity_DX_DEMAND_SUPPLY_RATIO,UST FP Equity_PX_LAST
2009-07-06,146100.0,562880.76,0.96,0.47,0.61,1.0,562880.76,12300.0,146100.0,47388.32,,,,,,,,,,,,,,,,,,0.05,,,,100.0,11.94,0.0,0.0,,0.0,100.0,26.64,0.538,68.14,1.4184,4.133
2009-07-07,157066.0,598248.1,1.05,0.49,0.65,1.0,598248.1,12300.0,157066.0,46849.42,,,,,,10966.0,,,,,,,,,0.05,,,0.05,,,,100.0,11.94,0.0,0.0,,0.0,100.0,24.75,0.4708,63.43,1.5249,4.086
2009-07-08,57066.0,216507.34,0.4,0.18,0.24,0.0,216507.34,12300.0,57066.0,46665.97,,,,,,,,,,,,,,,,,100000.0,0.05,0.41,,,100.0,11.94,0.0,0.0,,0.0,100.0,19.18,0.5108,67.56,0.554,4.07
2009-07-09,57066.0,216507.34,0.4,0.18,0.23,0.0,216507.34,12300.0,57066.0,46665.97,,,,,,,,,,,,,,,,,,0.05,,,,100.0,11.94,0.0,0.0,,0.0,100.0,18.95,0.5126,67.75,0.554,4.07
2009-07-10,57066.0,217145.69,0.41,0.18,0.23,0.0,217145.69,12300.0,57066.0,46803.56,,,,,,,,,,,,,,,,,,0.05,,,,100.0,11.94,0.0,0.0,,0.0,100.0,18.99,0.5123,67.72,0.554,4.082
2009-07-13,57066.0,220337.44,0.41,0.18,0.24,0.0,220337.44,12300.0,57066.0,47491.51,,,,,,,,,,,,,,,,,,0.05,,,,100.0,11.94,0.0,0.0,,0.0,100.0,18.95,0.5126,67.75,0.554,4.142
2009-07-14,46100.0,179844.5,0.34,0.15,0.19,0.0,179844.5,12300.0,46100.0,47984.54,,,,,,,,,,,,,,,,,10966.0,0.05,0.04,,,100.0,11.94,0.0,0.0,,0.0,100.0,16.41,0.7257,83.59,0.4476,4.185
2009-07-15,46100.0,183239.42,0.34,0.15,0.2,0.0,183239.42,12300.0,46100.0,48890.34,,,,,,,,,,,,,,,,,,0.05,,,,100.0,11.94,0.0,0.0,,0.0,100.0,16.38,0.7261,83.62,0.4476,4.264
2009-07-16,46100.0,184356.73,0.3,0.14,0.2,0.0,184356.73,12300.0,46100.0,49188.46,,,,,,,,,,,,,,,,,,0.05,,,,100.0,11.94,0.0,0.0,,0.0,100.0,16.41,0.7257,83.59,0.4476,4.29
2009-07-17,46100.0,185989.73,0.3,0.14,0.2,0.0,185989.73,12300.0,46100.0,49624.16,,,,,,,,,,,,,,,,,,0.05,,,,100.0,11.94,0.0,0.0,,0.0,100.0,16.41,0.7257,83.59,0.4476,4.328
2009-07-20,46100.0,187021.09,0.3,0.14,0.2,0.0,187021.09,12300.0,46100.0,49899.34,,,,,,,,,,,,,,,,,,0.05,,,,100.0,11.94,0.0,0.0,,0.0,100.0,16.41,0.7257,83.59,0.4476,4.352
2009-07-21,207200.0,841160.15,1.4,0.62,0.9,1.0,841160.15,12300.0,207200.0,49933.73,,,,,,161100.0,,,,,,,,,0.7,,,0.05,,,,100.0,11.94,0.0,0.0,,0.0,100.0,18.83,0.637,77.47,2.0117,4.355
2009-07-22,207200.0,854680.52,1.4,0.6,0.91,1.0,854680.52,12300.0,207200.0,50736.34,,,,,,161100.0,,,,,,,,,0.7,,,0.05,,,,100.0,11.94,0.0,0.0,,0.0,100.0,18.8,0.6375,77.51,2.0117,4.425
2009-07-23,207200.0,870711.82,1.37,0.6,0.91,1.0,870711.82,12300.0,207200.0,51688.01,,,,,,,,,,,,,,,,,,0.06,,,,100.0,11.94,0.0,0.0,,0.0,100.0,18.95,0.6353,77.33,2.0117,4.508
2009-07-24,207200.0,870904.97,1.41,0.6,0.94,1.0,870904.97,12300.0,207200.0,51699.47,,,,,,,,,,,,,,,,,,0.06,,,,100.0,94.62,0.0,0.0,,0.0,100.0,18.79,0.6376,77.52,15.9385,4.509
2009-07-27,216143.0,909098.72,1.45,0.63,0.98,1.0,909098.72,7300.0,216143.0,30703.84,,,,,,13943.0,,0.02,,5000.0,,,,,0.06,,5000.0,0.03,0.02,,,100.0,56.15,0.0,0.0,,0.0,100.0,15.62,0.5836,74.42,16.6264,4.512
2009-07-28,217143.0,913507.14,1.52,0.63,0.98,1.0,913507.14,7300.0,217143.0,30710.65,,,,0.0,,,,,1000.0,,,,0.0,,,,,0.03,,,,100.0,56.15,0.0,0.0,,0.0,100.0,15.53,0.5793,74.11,16.7033,4.513
2009-07-29,217143.0,925044.9,1.49,0.63,0.98,1.0,925044.9,7300.0,217143.0,31098.53,,,,,,,,,,,,,,,,,,0.03,,,,100.0,56.15,0.0,0.0,,0.0,100.0,15.52,0.5788,74.08,16.7033,4.57
2009-07-30,216143.0,936097.66,1.44,0.63,0.99,1.0,936097.66,7300.0,216143.0,31615.7,,,,,,,,,,,,,,,,,1000.0,0.03,0.0,,,100.0,56.15,0.0,0.0,,0.0,100.0,15.61,0.5834,74.41,16.6264,4.646
2009-07-31,116143.0,496185.05,0.77,0.34,0.54,0.0,496185.05,7300.0,116143.0,31186.99,,,,,,,,,,,,,,,,,100000.0,0.03,0.45,,,100.0,56.15,0.0,0.0,,0.0,100.0,29.08,0.3787,52.53,8.9341,4.583
2009-08-03,102200.0,430711.22,0.7,0.3,0.47,0.0,430711.22,7300.0,102200.0,30765.09,,,,,,,,,,,,,,,,,13943.0,0.03,0.06,,,100.0,56.15,0.0,0.0,,0.0,100.0,32.94,0.4692,59.59,7.8615,4.521
2009-08-04,392876.0,1667454.26,2.74,1.14,1.78,1.0,1667454.26,7300.0,392876.0,30982.84,,,,1.31,,,,,290676.0,,,,1.31,,,,,0.03,,,,100.0,56.15,0.0,0.0,,0.0,100.0,8.58,0.8083,89.47,30.2212,4.553
2009-08-05,392876.0,1651706.29,3.66,1.14,1.79,1.0,1651706.29,7300.0,392876.0,30690.23,,,,,,,,,,,,,,,,,,0.03,,,,100.0,56.15,0.0,0.0,,0.0,100.0,8.58,0.8083,89.47,30.2212,4.51
2009-08-06,331776.0,1396379.62,3.18,0.97,1.5,1.0,1396379.62,7300.0,331776.0,30724.26,,,,,,,,,,,,,,,,,61100.0,0.03,0.29,,,100.0,56.15,0.0,0.0,,0.0,100.0,10.18,0.7768,87.52,25.5212,4.515
2009-08-07,331776.0,1424214.43,2.65,0.97,1.5,1.0,1424214.43,7300.0,331776.0,31336.7,,,,,,,,,,,,,,,,,,0.03,,,,100.0,56.15,0.0,0.0,,0.0,100.0,10.18,0.7769,87.52,25.5212,4.605
2009-08-10,486510.0,2086173.3,3.97,1.42,2.24,1.0,2086173.3,7300.0,486510.0,31302.68,,,,0.74,,,,,154734.0,,,,0.74,,,,,0.03,,,,100.0,56.15,0.0,0.0,,0.0,100.0,6.94,0.842,91.48,37.4238,4.6
2009-08-11,486510.0,2053973.67,3.99,1.42,2.24,1.0,2053973.67,7300.0,486510.0,30819.53,,,,,,,,,,,,,,,,,,0.03,,,,100.0,56.15,0.0,0.0,,0.0,100.0,6.94,0.842,91.48,37.4238,4.529
2009-08-12,486510.0,2086173.3,3.97,1.42,2.21,1.0,2086173.3,7300.0,486510.0,31302.68,,,,,,,,,,,,,,,,,,0.03,,,,100.0,56.15,0.0,0.0,,0.0,100.0,6.94,0.842,91.48,37.4238,4.6
2009-08-13,486510.0,2072567.82,4.74,1.42,2.24,1.0,2072567.82,7300.0,486510.0,31098.53,,,,,,,,,,,,,,,,,,0.03,,,,100.0,56.15,0.0,0.0,,0.0,100.0,6.94,0.842,91.48,37.4238,4.57
2009-08-14,195834.0,825139.37,1.92,0.57,0.9,1.0,825139.37,7300.0,195834.0,30758.28,,,,,,,,,,,,,,,,,290676.0,0.03,1.34,,,100.0,56.15,0.0,0.0,,0.0,100.0,17.23,0.6532,78.87,15.0642,4.52
2009-08-17,195834.0,819845.34,1.95,0.57,0.89,1.0,819845.34,7300.0,195834.0,30560.94,,,,,,,,,,,,,,,,,,0.03,,,,100.0,56.15,0.0,0.0,,0.0,100.0,17.23,0.6532,78.87,15.0642,4.491
2009-08-18,195834.0,821670.86,1.73,0.57,0.88,1.0,821670.86,7300.0,195834.0,30628.99,,,,,,,,,,,,,,,,,,0.03,,,,100.0,56.15,0.0,0.0,,0.0,100.0,17.2,0.6537,78.9,15.0642,4.501
2009-08-19,273834.0,1141026.35,2.42,0.8,1.24,1.0,1141026.35,7300.0,273834.0,30418.04,,,,0.35,,,,,78000.0,,,,0.35,,,,,0.03,,,,100.0,56.15,0.0,0.0,,0.0,100.0,12.31,0.7367,84.9,21.0642,4.47
2009-08-20,273834.0,1160681.61,2.42,0.8,1.23,1.0,1160681.61,7300.0,273834.0,30942.02,,,,,,,,,,,,,,,,,,0.03,,,,100.0,56.15,0.0,0.0,,0.0,100.0,12.28,0.7373,84.94,21.0642,4.547
2009-08-21,383834.0,1646610.33,3.39,1.12,1.75,1.0,1646610.33,7300.0,383834.0,31316.29,,,,0.51,,,,,110000.0,,,,0.51,,,,,0.03,,,,100.0,56.15,0.0,0.0,,0.0,100.0,37.51,0.5071,60.5,29.5257,4.602
2009-08-24,383834.0,1655555.41,3.36,1.12,1.77,1.0,1655555.41,7300.0,383834.0,31486.41,,,,,,,,,,,,,,,,,,0.03,,,,100.0,56.15,0.0,0.0,,0.0,100.0,37.39,0.5076,60.61,29.5257,4.627
2009-08-25,620134.0,2682281.19,5.33,1.81,2.87,1.0,2682281.19,7300.0,620134.0,31574.87,,,,1.1,,,,,236300.0,,,,1.1,,,,,0.03,,,,100.0,56.15,0.0,0.0,,0.0,100.0,31.24,0.5537,67.52,47.7026,4.64
2009-08-26,605234.0,2612191.96,4.99,1.76,2.81,1.0,2612191.96,7300.0,605234.0,31506.82,,,,0.19,,,,,40000.0,,,,0.19,,,,54900.0,0.03,0.25,,,100.0,56.15,0.0,0.0,,0.0,100.0,38.61,0.5107,60.13,46.5565,4.63
2009-08-27,605234.0,2578340.66,5.9,1.76,2.8,1.0,2578340.66,7300.0,605234.0,31098.53,,,,,,,,,,,,,,,,,,0.03,,,,100.0,56.15,0.0,0.0,,0.0,100.0,38.61,0.5107,60.13,46.5565,4.57
2009-08-28,605234.0,2610499.4,5.99,1.76,2.77,1.0,2610499.4,7300.0,605234.0,31486.41,,,,,,,,,,,,,,,,,,0.03,,,,100.0,56.15,0.0,0.0,,0.0,100.0,38.61,0.5107,60.13,46.5565,4.627
2009-08-31,517500.0,2190597.74,4.86,1.56,2.4,1.0,2190597.74,7300.0,517500.0,30901.19,,,,,,,,,,,,,,,,,87734.0,0.03,0.39,,,100.0,56.15,0.0,0.0,,0.0,100.0,45.16,0.4889,53.36,39.8077,4.541
2009-09-01,505234.0,2135849.47,4.78,1.52,2.3,1.0,2135849.47,7300.0,505234.0,30860.36,,,,,,,,,,,,,,,,,12266.0,0.03,0.08,,,100.0,56.15,0.0,0.0,,0.0,100.0,46.22,0.4867,52.23,38.8642,4.535
2009-09-02,525082.0,2210455.85,4.9,1.58,2.38,1.0,2210455.85,0.0,525082.0,0.0,,,,,,27148.0,,0.03,,7300.0,,,,,0.12,,7300.0,0.0,0.04,,,0.0,0.0,0.0,0.0,,0.0,0.0,44.54,0.4537,50.26,40.3909,4.516
2009-09-03,525082.0,2202624.29,5.27,1.58,2.37,1.0,2202624.29,0.0,525082.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,44.54,0.4539,50.28,40.3909,4.5
2009-09-04,525082.0,2234929.45,5.36,1.58,2.36,1.0,2234929.45,0.0,525082.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,44.52,0.4539,50.3,40.3909,4.566
2009-09-07,525082.0,2267724.08,5.47,1.58,2.37,1.0,2267724.08,0.0,525082.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,44.99,0.4529,49.77,40.3909,4.633
2009-09-08,525082.0,2242271.53,5.44,1.58,2.43,1.0,2242271.53,0.0,525082.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,44.51,0.4541,50.32,40.3909,4.581
2009-09-09,476729.0,2055786.36,5.4,1.44,2.18,1.0,2055786.36,0.0,476729.0,0.0,,,,0.19,,,,,41747.0,,,,0.19,,,,90100.0,0.0,0.43,,,0.0,0.0,0.0,0.0,,0.0,0.0,36.49,0.3944,49.01,36.6715,4.626
2009-09-10,421463.0,1822964.52,5.12,1.25,1.94,1.0,1822964.52,0.0,421463.0,0.0,,,,,,,,,,,,,,,,,55266.0,0.0,0.25,,,0.0,0.0,0.0,0.0,,0.0,0.0,27.98,0.4149,55.67,32.4202,4.64
2009-09-11,183168.0,793627.13,2.25,0.53,0.84,1.0,793627.13,0.0,183168.0,0.0,,,,,,,,,,,,,,,,,238295.0,0.0,1.1,,,0.0,0.0,0.0,0.0,,0.0,0.0,35.42,0.5425,64.58,14.0898,4.648
2009-09-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,183168.0,0.0,0.84,,,0.0,0.0,13000.0,56301.78,,0.06,0.0,,0.0,,0.0,4.616
2009-09-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,56753.07,,0.06,0.0,,0.0,,0.0,4.653
2009-09-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,56923.83,,0.06,0.0,,0.0,,0.0,4.667
2009-09-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,57106.79,,0.06,0.0,,0.0,,0.0,4.682
2009-09-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,57228.76,,0.06,0.0,,0.0,,0.0,4.692
2009-09-21,850000.0,3764210.49,6.64,2.3,3.99,2.0,3764210.49,0.0,850000.0,0.0,,,,,,850000.0,,,,,,,,,3.99,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,65.3846,4.72
2009-09-22,1328000.0,5832432.11,10.37,3.6,6.27,3.0,5832432.11,0.0,1328000.0,0.0,,,,2.08,,41000.0,,,437000.0,,,,2.08,,0.19,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.09,0.9402,96.91,102.1538,4.681
2009-09-23,1328000.0,5877287.38,10.41,3.6,6.22,3.0,5877287.38,0.0,1328000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.08,0.9402,96.92,102.1538,4.717
2009-09-24,1328000.0,5796298.69,9.95,3.6,6.15,3.0,5796298.69,0.0,1328000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.15,0.939,96.85,102.1538,4.652
2009-09-25,1328000.0,5762657.23,9.45,3.6,6.1,3.0,5762657.23,0.0,1328000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.15,0.939,96.85,102.1538,4.625
2009-09-28,1028000.0,4551515.94,7.21,2.79,4.76,2.0,4551515.94,0.0,1028000.0,0.0,,,,,,,,,,,,,,,,,300000.0,0.0,1.33,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.99,0.9234,96.01,79.0769,4.719
2009-09-29,447000.0,1979951.26,3.38,1.21,2.11,1.0,1979951.26,0.0,447000.0,0.0,,,,,,,,,,,,,,,,,581000.0,0.0,2.65,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.24,0.9563,97.76,34.3846,4.721
2009-09-30,447000.0,1960239.82,3.37,1.21,2.11,1.0,1960239.82,0.0,447000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.23,0.9563,97.77,34.3846,4.674
2009-10-01,497000.0,2146398.42,3.77,1.35,2.33,1.0,2146398.42,0.0,497000.0,0.0,,,,0.21,,,,,50000.0,,,,0.21,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.01,0.9606,97.99,38.2308,4.603
2009-10-02,497000.0,2127746.25,3.77,1.35,2.29,1.0,2127746.25,0.0,497000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.01,0.9607,97.99,38.2308,4.563
2009-10-05,497000.0,2128678.86,3.78,1.35,2.27,1.0,2128678.86,0.0,497000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.01,0.9607,97.99,38.2308,4.565
2009-10-06,497000.0,2163185.37,3.85,1.35,2.27,1.0,2163185.37,0.0,497000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.01,0.9606,97.99,38.2308,4.639
2009-10-07,497000.0,2167848.41,4.07,1.35,2.31,1.0,2167848.41,0.0,497000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.01,0.9606,97.99,38.2308,4.649
2009-10-08,497000.0,2189298.41,4.06,1.35,2.31,1.0,2189298.41,0.0,497000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.01,0.9606,97.99,38.2308,4.695
2009-10-09,10000.0,43937.68,0.08,0.03,0.05,0.0,43937.68,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,487000.0,0.0,2.26,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.7692,4.683
2009-10-12,10000.0,44172.24,0.08,0.03,0.05,0.0,44172.24,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.7692,4.708
2009-10-13,10000.0,43937.68,0.08,0.03,0.05,0.0,43937.68,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.7692,4.683
2009-10-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,10000.0,0.0,0.05,,,0.0,0.0,13000.0,57387.32,,0.06,0.0,,0.0,,0.0,4.705
2009-10-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,57045.8,,0.06,0.0,,0.0,,0.0,4.677
2009-10-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,56716.48,,0.06,0.0,,0.0,,0.0,4.65
2009-10-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,57216.56,,0.06,0.0,,0.0,,0.0,4.691
2009-10-20,15000.0,66314.66,0.12,0.04,0.07,0.0,66314.66,0.0,15000.0,0.0,,,,,,15000.0,,,,,,,,,0.07,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.1538,4.712
2009-10-21,15000.0,66511.69,0.12,0.04,0.07,0.0,66511.69,0.0,15000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.1538,4.726
2009-10-22,15000.0,65568.76,0.12,0.04,0.07,0.0,65568.76,0.0,15000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.1538,4.659
2009-10-23,100490.0,441529.76,0.76,0.27,0.47,0.0,441529.76,0.0,100490.0,0.0,,,,,,85490.0,,,,,,,,,0.4,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,14.9,0.7464,85.1,7.73,4.683
2009-10-26,100490.0,441718.33,0.83,0.27,0.47,0.0,441718.33,0.0,100490.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,14.93,0.746,85.07,7.73,4.685
2009-10-27,170600.0,749736.91,1.4,0.45,0.8,1.0,749736.91,0.0,170600.0,0.0,,,,,,155600.0,,,,,,,,,0.73,,85490.0,0.0,0.4,,,0.0,0.0,0.0,0.0,,0.0,0.0,8.79,0.8396,91.21,13.1231,4.684
2009-10-28,170600.0,735811.39,1.4,0.45,0.8,1.0,735811.39,0.0,170600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,8.78,0.8399,91.22,13.1231,4.597
2009-10-29,170600.0,736451.64,1.94,0.45,0.78,1.0,736451.64,0.0,170600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,8.79,0.8396,91.21,13.1231,4.601
2009-10-30,170600.0,729248.79,2.03,0.45,0.79,1.0,729248.79,0.0,170600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,8.78,0.8399,91.22,13.1231,4.556
2009-11-02,270600.0,1151632.24,2.95,0.72,1.26,1.0,1151632.24,0.0,270600.0,0.0,,,,,,100000.0,,,,,,,,,0.48,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,38.0,0.4674,56.57,20.8154,4.536
2009-11-03,115000.0,490501.4,1.08,0.31,0.55,0.0,490501.4,0.0,115000.0,0.0,,,,,,,,,,,,,,,,,155600.0,0.0,0.71,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.45,0.782,87.55,8.8462,4.546
2009-11-04,100000.0,429806.79,0.93,0.27,0.48,0.0,429806.79,0.0,100000.0,0.0,,,,,,,,,,,,,,,,,15000.0,0.0,0.07,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,7.6923,4.581
2009-11-05,100000.0,434028.86,0.94,0.29,0.48,0.0,434028.86,0.0,100000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,7.6923,4.626
2009-11-06,100000.0,436374.45,0.91,0.29,0.48,0.0,436374.45,0.0,100000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,7.6923,4.651
2009-11-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,100000.0,0.0,0.48,,,0.0,0.0,13000.0,57179.97,,0.06,0.0,,0.0,,0.0,4.688
2009-11-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,57802.02,,0.06,0.0,,0.0,,0.0,4.739
2009-11-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,58106.95,,0.06,0.0,,0.0,,0.0,4.764
2009-11-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,58399.68,,0.06,0.0,,0.0,,0.0,4.788
2009-11-13,70000.0,315313.61,0.62,0.2,0.34,0.0,315313.61,0.0,70000.0,0.0,,,,,,70000.0,,,,,,,,,0.34,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,5.3846,4.801
2009-11-16,70000.0,318006.36,0.61,0.2,0.34,0.0,318006.36,0.0,70000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,5.3846,4.842
2009-11-17,141000.0,642672.33,1.23,0.4,0.68,1.0,642672.33,13000.0,141000.0,59253.48,,,,,,71000.0,,,,,,,,,0.35,13000.0,,0.06,,,,100.0,100.0,0.0,0.0,,0.0,100.0,40.82,0.4211,49.52,10.8462,4.858
2009-11-18,71000.0,319884.71,0.6,0.2,0.35,0.0,319884.71,13000.0,71000.0,58570.44,,,,,,,,,,,,,,,,,70000.0,0.06,0.34,,,100.0,100.0,0.0,0.0,,0.0,100.0,19.15,0.6904,80.85,5.4615,4.802
2009-11-19,71000.0,316687.19,0.59,0.2,0.35,0.0,316687.19,13000.0,71000.0,57984.98,,,,,,,,,,,,,,,,,,0.06,,,,100.0,100.0,0.0,0.0,,0.0,100.0,18.77,0.6951,81.23,5.4615,4.754
2009-11-20,71000.0,316021.05,0.55,0.2,0.34,0.0,316021.05,13000.0,71000.0,57863.01,,,,,,,,,,,,,,,,,,0.06,,,,100.0,100.0,0.0,0.0,,0.0,100.0,18.83,0.6944,81.17,5.4615,4.744
2009-11-23,71000.0,319618.25,0.56,0.2,0.34,0.0,319618.25,13000.0,71000.0,58521.65,,,,,,,,,,,,,,,,,,0.06,,,,100.0,100.0,0.0,0.0,,0.0,100.0,18.92,0.6932,81.08,5.4615,4.798
2009-11-24,71000.0,317886.26,0.56,0.2,0.34,0.0,317886.26,13000.0,71000.0,58204.53,,,,,,,,,,,,,,,,,,0.06,,,,100.0,100.0,0.0,0.0,,0.0,100.0,19.18,0.69,80.82,5.4615,4.772
