,UST FP Equity_DX_SI_QTY,UST FP Equity_DX_SHORT_INTEREST_VALUE,UST FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,UST FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,UST FP Equity_DX_SI_MV,UST FP Equity_DX_DSS,UST FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,UST FP Equity_DX_SUPPLY_SI_QTY,UST FP Equity_DX_BROKER_SI_QTY,UST FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,UST FP Equity_DX_BROKER_SI_MV_NEW_x,UST FP Equity_DX_SUPPLY_SI_QTY_NEW_x,UST FP Equity_DX_SUPPLY_SI_QTY_INC_x,UST FP Equity_DX_BROKER_SI_MV_INC_x,UST FP Equity_DX_SUPPLY_SI_MV_NEW,UST FP Equity_DX_BROKER_SI_QTY_ADD,UST FP Equity_DX_BROKER_SI_QTY_NEW,UST FP Equity_DX_SUPPLY_SI_MV_DEC,UST FP Equity_DX_BROKER_SI_QTY_INC,UST FP Equity_DX_SUPPLY_SI_QTY_DEC,UST FP Equity_DX_BROKER_SI_MV_NEW_y,UST FP Equity_DX_SUPPLY_SI_QTY_NEW_y,UST FP Equity_DX_BROKER_SI_MV_INC_y,UST FP Equity_DX_SUPPLY_SI_QTY_INC_y,UST FP Equity_DX_BROKER_SI_MV_ADD,UST FP Equity_DX_SUPPLY_SI_QTY_ADD,UST FP Equity_DX_BROKER_SI_QTY_DEC,UST FP Equity_DX_SUPPLY_SI_MV,UST FP Equity_DX_BROKER_SI_MV_DEC,UST FP Equity_DX_SUPPLY_SI_MV_RMV,UST FP Equity_DX_BROKER_SI_MV_RMV,UST FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,UST FP Equity_DX_UTILIZATION_QUANTITY,UST FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,UST FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,UST FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,UST FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,UST FP Equity_DX_ACTIVE_UTILIZATION_MV,UST FP Equity_DX_BROKER_SI_MARKET_SHARE_2,UST FP Equity_DX_BROKER_SI_CON_RATIO,UST FP Equity_DX_BROKER_SI_MARKET_SHARE_1,UST FP Equity_DX_DEMAND_SUPPLY_RATIO,UST FP Equity_PX_LAST
2014-05-23,8500.0,87662.98,0.03,0.03,0.09,,87662.98,0.0,8500.0,0.0,,,,,,,,,,,,,,,,,46000.0,0.0,0.49,,,0.0,0.0,0.0,0.0,,0.0,0.0,23.53,0.6401,76.47,0.6104,10.761
2014-05-26,8500.0,88143.62,0.03,0.03,0.09,,88143.62,0.0,8500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,23.61,0.6392,76.39,0.6104,10.82
2014-05-27,2000.0,20883.43,0.01,0.01,0.02,,20883.43,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,6500.0,0.0,0.07,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1436,10.895
2014-05-28,2000.0,21015.69,0.01,0.01,0.02,,21015.69,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1436,10.964
2014-05-29,2000.0,21029.11,0.01,0.01,0.02,,21029.11,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1436,10.971
2014-05-30,20200.0,212452.09,0.07,0.07,0.22,,116743.48,9100.0,11100.0,95708.62,,,,,,9100.0,,,,,,,,,0.1,9100.0,,0.1,,,,100.0,65.35,0.0,0.0,,0.0,100.0,18.02,0.7045,81.98,1.4505,10.974
2014-06-02,20200.0,212761.85,0.08,0.07,0.22,,116913.69,9100.0,11100.0,95848.16,,,,,,,,,,,,,,,,,,0.1,,,,100.0,65.35,0.0,0.0,,0.0,100.0,18.03,0.7044,81.97,1.4505,10.99
2014-06-03,11100.0,116466.88,0.05,0.04,0.12,,116466.88,0.0,11100.0,0.0,,,,,,,,0.1,,9100.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,18.04,0.7042,81.96,0.7971,10.948
2014-06-04,2000.0,21101.95,0.01,0.01,0.02,,21101.95,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,9100.0,0.0,0.1,,,0.0,0.0,13926.0,146932.87,,0.12,0.0,,1.0,100.0,0.1436,11.009
2014-06-05,2000.0,21199.7,0.01,0.01,0.02,,21199.7,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13926.0,147613.54,,0.12,0.0,,1.0,100.0,0.1436,11.06
2014-06-06,2000.0,21349.21,0.01,0.01,0.02,,21349.21,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13926.0,148654.58,,0.12,0.0,,1.0,100.0,0.1436,11.138
2014-06-09,4780.0,51290.33,0.02,0.02,0.05,,51290.33,0.0,4780.0,0.0,,,,0.03,,,,,2780.0,,,,0.03,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3432,11.196
2014-06-10,22080.0,237578.69,0.11,0.08,0.25,,237578.69,0.0,22080.0,0.0,,,,,,17300.0,,,,,,,,,0.19,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,21.65,0.6607,78.35,1.5855,11.227
2014-06-11,22080.0,237980.76,0.1,0.08,0.25,,237980.76,0.0,22080.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,21.69,0.6603,78.31,1.5855,11.246
2014-06-12,22080.0,236880.37,0.1,0.08,0.25,,236880.37,0.0,22080.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,21.65,0.6607,78.35,1.5855,11.194
2014-06-13,22080.0,236478.3,0.08,0.08,0.25,,236478.3,0.0,22080.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,21.66,0.6606,78.34,1.5855,11.175
2014-06-16,22080.0,234933.52,0.08,0.08,0.25,,234933.52,0.0,22080.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,21.66,0.6607,78.34,1.5855,11.102
2014-06-17,22080.0,236372.49,0.08,0.08,0.25,,236372.49,0.0,22080.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,21.55,0.6619,78.45,1.5855,11.17
2014-06-18,4780.0,51056.69,0.02,0.02,0.05,,51056.69,0.0,4780.0,0.0,,,,,,,,,,,,,,,,,17300.0,0.0,0.19,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3432,11.145
2014-06-19,4780.0,51162.06,0.02,0.02,0.05,,51162.06,0.0,4780.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3432,11.168
2014-06-20,4780.0,51363.63,0.02,0.02,0.05,,51363.63,0.0,4780.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.4481,11.212
2014-06-23,4780.0,51276.58,0.02,0.02,0.05,,51276.58,0.0,4780.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.4481,11.193
2014-06-24,4780.0,51798.83,0.02,0.02,0.05,,51798.83,0.0,4780.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.4481,11.307
2014-06-25,52780.0,567098.41,0.2,0.2,0.59,,567098.41,0.0,52780.0,0.0,,,,,,48000.0,,,,,,,,,0.54,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,43.33,0.4223,47.57,4.948,11.211
2014-06-26,52780.0,568464.18,0.2,0.2,0.59,,568464.18,0.0,52780.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,43.54,0.4224,47.4,4.948,11.238
2014-06-27,52780.0,569374.7,0.18,0.2,0.59,,569374.7,0.0,52780.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,43.48,0.4224,47.45,4.948,11.256
2014-06-30,52780.0,570740.47,0.18,0.2,0.59,,570740.47,0.0,52780.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,43.44,0.4224,47.48,4.948,11.283
2014-07-01,52780.0,576456.47,0.18,0.2,0.59,,576456.47,0.0,52780.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,43.38,0.4224,47.53,4.948,11.396
2014-07-02,52780.0,578935.09,0.18,0.2,0.6,,578935.09,0.0,52780.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,43.13,0.4223,47.74,4.948,11.445
2014-07-03,52780.0,583437.08,0.18,0.21,0.6,,583437.08,0.0,52780.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,43.03,0.4223,47.83,4.948,11.534
2014-07-04,52780.0,584651.1,0.18,0.21,0.6,,584651.1,0.0,52780.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,42.84,0.4222,47.99,4.948,11.558
2014-07-07,52780.0,582577.15,0.18,0.21,0.6,,582577.15,0.0,52780.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,42.79,0.4222,48.03,4.948,11.517
2014-07-08,52780.0,574736.61,0.18,0.21,0.6,,574736.61,0.0,52780.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,42.88,0.4222,47.95,4.948,11.362
2014-07-09,52780.0,577288.29,0.18,0.21,0.6,,577288.29,0.0,52780.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,43.21,0.4223,47.68,4.948,11.312
2014-07-10,52780.0,577237.26,0.18,0.21,0.59,,577237.26,0.0,52780.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,43.31,0.4223,47.58,4.948,11.311
2014-07-11,52780.0,580605.46,0.25,0.21,0.6,,580605.46,0.0,52780.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,43.32,0.4223,47.58,4.8347,11.377
2014-07-14,52780.0,584892.25,0.25,0.21,0.6,,584892.25,0.0,52780.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,43.18,0.4223,47.7,4.8347,11.461
2014-07-15,52780.0,583463.32,0.24,0.21,0.6,,583463.32,0.0,52780.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,42.99,0.4222,47.85,4.8347,11.433
2014-07-16,90780.0,1013545.65,0.41,0.35,1.03,,1013545.65,0.0,90780.0,0.0,,,,0.43,,,,,38000.0,,,,0.43,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,47.03,0.4512,47.67,8.3155,11.547
2014-07-17,90780.0,1006435.82,0.41,0.35,1.04,,1006435.82,0.0,90780.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,46.78,0.4511,47.89,8.3155,11.466
2014-07-18,90780.0,1010473.5,0.39,0.34,1.03,,1010473.5,0.0,90780.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,46.96,0.4512,47.74,8.3155,11.512
2014-07-21,90780.0,1011702.36,0.4,0.34,1.03,,1011702.36,0.0,90780.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,46.84,0.4511,47.84,8.3155,11.526
2014-07-22,90780.0,1025132.04,0.36,0.34,1.04,,1025132.04,0.0,90780.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,47.14,0.4513,47.56,8.3155,11.679
2014-07-23,90780.0,1032241.86,0.41,0.34,1.05,,1032241.86,0.0,90780.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,46.82,0.4511,47.86,8.3155,11.76
2014-07-24,91180.0,1037936.3,0.41,0.35,1.07,,1037936.3,0.0,91180.0,0.0,,,,0.01,,,,,400.0,,,,0.01,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,47.26,0.4514,47.46,8.3521,11.773
2014-07-25,74030.0,836555.51,0.43,0.29,0.86,,799829.78,3250.0,70780.0,36725.72,,,,,,,,,,,,,,,,3250.0,20400.0,0.04,0.24,,,100.0,29.77,0.0,0.0,,0.0,100.0,31.92,0.4819,61.27,6.7812,11.687
2014-07-28,54030.0,611700.37,0.32,0.21,0.63,,574905.51,3250.0,50780.0,36794.86,,,,,,,,,,,,,,,,,20000.0,0.04,0.24,,,100.0,29.77,0.0,0.0,,0.0,100.0,44.82,0.4186,45.68,4.9492,11.709
2014-07-29,54030.0,612588.48,0.31,0.21,0.63,,575740.2,3250.0,50780.0,36848.28,,,,,,,,,,,,,,,,,,0.04,,,,100.0,29.77,0.0,0.0,,0.0,100.0,44.77,0.4185,45.72,4.9492,11.726
2014-07-30,54030.0,616297.66,0.35,0.21,0.63,,579226.26,3250.0,50780.0,37071.39,,,,,,,,,,,,,,,,,,0.04,,,,100.0,29.77,0.0,0.0,,0.0,100.0,44.74,0.4186,45.76,4.9492,11.797
2014-07-31,54030.0,606162.73,0.35,0.21,0.63,,569700.97,3250.0,50780.0,36461.76,,,,,,,,,,,,,,,,,,0.04,,,,100.0,29.77,0.0,0.0,,0.0,100.0,44.59,0.4184,45.88,4.9492,11.603
2014-08-01,54030.0,599319.04,0.34,0.21,0.63,,563268.94,3250.0,50780.0,36050.1,,,,,,,,,,,,,,,,,,0.04,,,,100.0,29.77,0.0,0.0,,0.0,100.0,44.95,0.4197,45.7,4.9492,11.472
2014-08-04,8030.0,89451.92,0.05,0.03,0.09,,53247.85,3250.0,4780.0,36204.08,,,,,,,,,,,,,,,,,46000.0,0.04,0.54,,,100.0,29.77,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7356,11.521
2014-08-05,8030.0,89910.02,0.05,0.03,0.09,,53520.53,3250.0,4780.0,36389.48,,,,,,,,,,,,,,,,,,0.04,,,,100.0,29.77,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7356,11.58
2014-08-06,8030.0,89809.08,0.05,0.03,0.09,,53460.45,3250.0,4780.0,36348.63,,,,,,,,,,,,,,,,,,0.04,,,,100.0,29.77,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7356,11.567
2014-08-07,8030.0,89715.91,0.05,0.03,0.09,,53404.99,3250.0,4780.0,36310.92,,,,,,,,,,,,,,,,,,0.04,,,,100.0,29.77,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7356,11.555
2014-08-08,8030.0,89048.18,0.06,0.03,0.09,,53007.51,3250.0,4780.0,36040.67,,,,,,,,,,,,,,,,,,0.04,,,,100.0,29.77,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7356,11.469
2014-08-11,8030.0,90430.22,0.06,0.03,0.09,,53830.19,3250.0,4780.0,36600.03,,,,,,,,,,,,,,,,,,0.04,,,,100.0,29.77,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7356,11.647
2014-08-12,8030.0,90073.06,0.06,0.03,0.09,,53617.59,3250.0,4780.0,36455.47,,,,,,,,,,,,,,,,,,0.04,,,,100.0,29.77,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7356,11.601
2014-08-13,8030.0,91160.06,0.06,0.03,0.09,,54264.64,3250.0,4780.0,36895.42,,,,,,,,,,,,,,,,,,0.04,,,,100.0,29.77,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7356,11.741
2014-08-14,8030.0,91299.82,0.06,0.03,0.09,,54347.84,3250.0,4780.0,36951.98,,,,,,,,,,,,,,,,,,0.04,,,,100.0,29.77,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7356,11.759
2014-08-15,3250.0,36967.69,0.02,0.01,0.04,,0.0,3250.0,0.0,36967.69,,,,,,,,,,,,,,,,,4780.0,0.04,0.06,,,100.0,29.77,0.0,0.0,,0.0,100.0,,0.0,,0.2977,11.764
2014-08-18,3250.0,37571.04,0.02,0.01,0.04,,0.0,3250.0,0.0,37571.04,,,,,,,,,,,,,,,,,,0.04,,,,100.0,29.77,0.0,0.0,,0.0,100.0,,0.0,,0.2977,11.956
2014-08-19,3250.0,37835.01,0.02,0.01,0.04,,0.0,3250.0,0.0,37835.01,,,,,,,,,,,,,,,,,,0.04,,,,100.0,29.77,0.0,0.0,,0.0,100.0,,0.0,,0.2977,12.04
2014-08-20,3250.0,38020.41,0.02,0.01,0.04,,0.0,3250.0,0.0,38020.41,,,,,,,,,,,,,,,,,,0.04,,,,100.0,29.77,0.0,0.0,,0.0,100.0,,0.0,,0.2977,12.099
2014-08-21,3250.0,38061.26,0.02,0.01,0.04,,0.0,3250.0,0.0,38061.26,,,,,,,,,,,,,,,,,,0.04,,,,100.0,29.77,0.0,0.0,,0.0,100.0,,0.0,,0.2977,12.112
2014-08-22,33250.0,391967.96,0.25,0.13,0.4,,353655.31,3250.0,30000.0,38312.66,,,,,,30000.0,,,,,,,,,0.36,,,0.04,,,,100.0,29.77,0.0,0.0,,0.0,100.0,,1.0,100.0,3.0457,12.192
2014-08-25,39250.0,466266.42,0.29,0.15,0.48,,427658.37,3250.0,36000.0,38608.05,,,,0.07,,,,,6000.0,,,,0.07,,,,,0.04,,,,100.0,29.77,0.0,0.0,,0.0,100.0,,1.0,100.0,3.5953,12.286
2014-08-26,39250.0,466038.72,0.3,0.15,0.48,,427449.52,3250.0,36000.0,38589.19,,,,,,,,,,,,,,,,,,0.04,,,,100.0,29.77,0.0,0.0,,0.0,100.0,,1.0,100.0,3.5953,12.28
2014-08-27,39250.0,466114.62,0.32,0.15,0.48,,427519.14,3250.0,36000.0,38595.48,,,,,,,,,,,,,,,,,,0.04,,,,100.0,29.77,0.0,0.0,,0.0,100.0,,1.0,100.0,3.5953,12.282
2014-08-28,59250.0,703052.36,0.49,0.23,0.73,,664488.31,3250.0,56000.0,38564.05,,,,0.25,,,,,20000.0,,,,0.25,,,,,0.04,,,,100.0,29.77,0.0,0.0,,0.0,100.0,,1.0,100.0,5.4273,12.272
2014-08-29,59250.0,707520.91,0.55,0.23,0.73,,668711.75,3250.0,56000.0,38809.16,,,,,,,,,,,,,,,,,,0.04,,,,100.0,29.77,0.0,0.0,,0.0,100.0,,1.0,100.0,5.4273,12.35
2014-09-01,59250.0,708666.69,0.54,0.23,0.73,,669794.68,3250.0,56000.0,38872.01,,,,,,,,,,,,,,,,,,0.04,,,,100.0,29.77,0.0,0.0,,0.0,100.0,,1.0,100.0,5.4273,12.37
2014-09-02,59250.0,710442.66,0.67,0.23,0.73,,671473.23,3250.0,56000.0,38969.43,,,,,,,,,,,,,,,,,,0.04,,,,100.0,29.77,0.0,0.0,,0.0,100.0,,1.0,100.0,5.4273,12.401
2014-09-03,79250.0,945733.52,0.94,0.31,0.98,,906949.49,3250.0,76000.0,38784.02,,,,,,20000.0,,,,,,,,,0.25,,,0.04,,,,100.0,29.77,0.0,0.0,,0.0,100.0,26.22,0.6131,73.78,7.2593,12.342
2014-09-04,79250.0,961671.99,0.99,0.31,0.98,,922234.33,3250.0,76000.0,39437.65,,,,,,,,,,,,,,,,,,0.04,,,,100.0,29.77,0.0,0.0,,0.0,100.0,26.64,0.6091,73.36,7.2593,12.55
2014-09-05,79250.0,954469.02,0.78,0.3,0.99,,915326.76,3250.0,76000.0,39142.26,,,,,,,,,,,,,,,,,,0.04,,,,100.0,29.77,0.0,0.0,,0.0,100.0,26.17,0.6135,73.83,7.2593,12.456
2014-09-08,58650.0,714646.81,0.56,0.23,0.73,,675045.75,3250.0,55400.0,39601.06,,,,,,,,,,,,,,,,,20600.0,0.04,0.26,,,100.0,29.77,0.0,0.0,,0.0,100.0,36.37,0.5372,63.63,5.3724,12.602
2014-09-09,30250.0,368038.75,0.3,0.12,0.38,,328497.39,3250.0,27000.0,39541.35,,,,,,,,,,,,,,,,,28400.0,0.04,0.35,,,100.0,29.77,0.0,0.0,,0.0,100.0,42.47,1.0,100.0,2.7709,12.583
2014-09-10,11650.0,141323.76,0.12,0.04,0.15,,101898.68,3250.0,8400.0,39425.08,,,,,,,,,,,,,,,,,18600.0,0.04,0.24,,,100.0,29.77,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0671,12.546
2014-09-11,14870.0,180471.18,0.15,0.06,0.19,,101947.41,6470.0,8400.0,78523.78,,,3220.0,,,,,,,,,,,3220.0,,,,0.08,,,,100.0,59.27,0.0,0.0,,0.0,100.0,,1.0,100.0,1.3621,12.552
2014-09-12,14870.0,180226.76,0.16,0.06,0.19,,101809.33,6470.0,8400.0,78417.43,,,,,,,,,,,,,,,,,,0.08,,,,100.0,59.27,0.0,0.0,,0.0,100.0,,1.0,100.0,1.3621,12.535
2014-09-15,14870.0,178156.34,0.15,0.06,0.19,,100639.76,6470.0,8400.0,77516.58,,,,,,,,,,,,,,,,,,0.08,,,,100.0,59.27,0.0,0.0,,0.0,100.0,,1.0,100.0,1.3621,12.391
2014-09-16,14870.0,178443.9,0.14,0.06,0.18,,100802.2,6470.0,8400.0,77641.7,,,,,,,,,,,,,,,,,,0.08,,,,100.0,59.27,0.0,0.0,,0.0,100.0,,1.0,100.0,1.3621,12.411
2014-09-17,14870.0,179407.22,0.14,0.06,0.18,,101346.38,6470.0,8400.0,78060.84,,,,,,,,,,,,,,,,,,0.08,,,,100.0,59.27,0.0,0.0,,0.0,100.0,,1.0,100.0,1.3621,12.478
2014-09-18,14870.0,181391.37,0.14,0.06,0.19,,102467.22,6470.0,8400.0,78924.15,,,,,,,,,,,,,,,,,,0.08,,,,100.0,59.27,0.0,0.0,,0.0,100.0,,1.0,100.0,1.3621,12.616
2014-09-19,74870.0,920104.92,0.69,0.29,0.94,,840592.71,6470.0,68400.0,79512.21,,,,0.76,,,,,60000.0,,,,0.76,,,,,0.08,,,,100.0,59.27,0.0,0.0,,0.0,100.0,,1.0,100.0,6.8581,12.71
2014-09-22,144870.0,1762851.17,1.32,0.56,1.84,,1684120.95,6470.0,138400.0,78730.22,,,,0.9,,,,,70000.0,,,,0.9,,,,,0.08,,,,100.0,59.27,0.0,0.0,,0.0,100.0,,1.0,100.0,13.2701,12.585
2014-09-23,144870.0,1758508.83,1.41,0.56,1.82,,1679972.54,6470.0,138400.0,78536.29,,,,,,,,,,,,,,,,,,0.08,,,,100.0,59.27,0.0,0.0,,0.0,100.0,,1.0,100.0,13.2701,12.554
2014-09-24,144870.0,1777699.18,1.42,0.56,1.82,,1698305.84,6470.0,138400.0,79393.34,,,,,,,,,,,,,,,,,,0.08,,,,100.0,59.27,0.0,0.0,,0.0,100.0,,1.0,100.0,13.2701,12.691
2014-09-25,144870.0,1760329.81,1.37,0.56,1.84,,1681712.2,6470.0,138400.0,78617.61,,,,,,,,,,,,,,,,,,0.08,,,,100.0,59.27,0.0,0.0,,0.0,100.0,,1.0,100.0,13.2701,12.567
2014-09-26,144870.0,1763971.78,1.28,0.55,1.82,,1685191.51,6470.0,138400.0,78780.27,,,,,,,,,,,,,,,,,,0.08,,,,100.0,59.27,0.0,0.0,,0.0,100.0,,1.0,100.0,13.2701,12.593
2014-09-29,84870.0,1040372.63,0.73,0.32,1.07,,961060.61,6470.0,78400.0,79312.02,,,,,,,,,,,,,,,,,60000.0,0.08,0.75,,,100.0,59.27,0.0,0.0,,0.0,100.0,,1.0,100.0,7.7741,12.678
2014-09-30,84870.0,1052763.88,0.73,0.32,1.08,,972507.22,6470.0,78400.0,80256.65,,,,,,,,,,,,,,,,,,0.08,,,,100.0,59.27,0.0,0.0,,0.0,100.0,,1.0,100.0,7.7741,12.829
2014-10-01,76470.0,935849.13,0.67,0.29,0.98,,856668.48,6470.0,70000.0,79180.64,,,,,,,,,,,,,,,,,8400.0,0.08,0.1,,,100.0,59.27,0.0,0.0,,0.0,100.0,,1.0,100.0,7.0047,12.657
2014-10-02,14870.0,178774.59,0.13,0.06,0.19,,100989.01,6470.0,8400.0,77785.58,,,,,,,,,,,,,,,,,61600.0,0.08,0.79,,,100.0,59.27,0.0,0.0,,0.0,100.0,,1.0,100.0,1.3621,12.434
2014-10-03,14870.0,184065.65,0.13,0.06,0.19,,103977.91,6470.0,8400.0,80087.75,,,,,,,,,,,,,,,,,,0.08,,,,100.0,59.27,0.0,0.0,,0.0,100.0,,1.0,100.0,1.3621,12.802
2014-10-06,14870.0,183030.45,0.13,0.06,0.19,,103393.12,6470.0,8400.0,79637.32,,,,,,,,,,,,,,,,,,0.08,,,,100.0,59.27,0.0,0.0,,0.0,100.0,,1.0,100.0,1.3621,12.73
2014-10-07,14870.0,180485.56,0.13,0.06,0.19,,101955.53,6470.0,8400.0,78530.03,,,,,,,,,,,,,,,,,,0.08,,,,100.0,59.27,0.0,0.0,,0.0,100.0,,1.0,100.0,1.3621,12.553
2014-10-08,14870.0,178875.24,0.13,0.06,0.19,,101045.86,6470.0,8400.0,77829.37,,,,,,,,,,,,,,,,,,0.08,,,,100.0,59.27,0.0,0.0,,0.0,100.0,,1.0,100.0,1.3621,12.441
2014-10-09,14870.0,181793.95,0.13,0.06,0.19,,102694.63,6470.0,8400.0,79099.32,,,,,,,,,,,,,,,,,,0.08,,,,100.0,59.27,0.0,0.0,,0.0,100.0,,1.0,100.0,1.3621,12.644
2014-10-10,14870.0,177509.34,0.12,0.06,0.19,,100274.27,6470.0,8400.0,77235.07,,,,,,,,,,,,,,,,,,0.08,,,,100.0,59.27,0.0,0.0,,0.0,100.0,,1.0,100.0,1.3621,12.346
2014-10-13,14870.0,174073.03,0.11,0.06,0.18,,98333.11,6470.0,8400.0,75739.91,,,,,,,,,,,,,,,,,,0.08,,,,100.0,59.27,0.0,0.0,,0.0,100.0,,1.0,100.0,1.3621,12.107
2014-10-14,14870.0,173311.0,0.11,0.06,0.18,,97902.65,6470.0,8400.0,75408.35,,,,,,,,,,,,,,,,,,0.08,,,,100.0,59.27,0.0,0.0,,0.0,100.0,,1.0,100.0,1.3621,12.054
2014-10-15,14870.0,168134.96,0.09,0.06,0.18,,94978.73,6470.0,8400.0,73156.23,,,,,,,,,,,,,,,,,,0.08,,,,100.0,59.27,0.0,0.0,,0.0,100.0,,1.0,100.0,1.3621,11.694
2014-10-16,14870.0,168278.74,0.09,0.06,0.17,,95059.95,6470.0,8400.0,73218.79,,,,,,,,,,,,,,,,,,0.08,,,,100.0,59.27,0.0,0.0,,0.0,100.0,,1.0,100.0,1.3621,11.704
2014-10-17,21570.0,249710.67,0.14,0.08,0.25,,174809.04,6470.0,15100.0,74901.62,,,,,,6700.0,,,,,,,,,0.08,,,0.08,,,,100.0,59.27,0.0,0.0,,0.0,100.0,44.37,0.5063,55.63,1.9758,11.973
