,SRP FP Equity_DX_SI_QTY,SRP FP Equity_DX_SHORT_INTEREST_VALUE,SRP FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,SRP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SRP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SRP FP Equity_DX_SI_MV,SRP FP Equity_DX_DSS,SRP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SRP FP Equity_DX_SUPPLY_SI_QTY,SRP FP Equity_DX_BROKER_SI_QTY,SRP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SRP FP Equity_DX_BROKER_SI_MV_NEW_x,SRP FP Equity_DX_SUPPLY_SI_QTY_NEW_x,SRP FP Equity_DX_SUPPLY_SI_QTY_INC_x,SRP FP Equity_DX_BROKER_SI_MV_INC_x,SRP FP Equity_DX_SUPPLY_SI_MV_NEW,SRP FP Equity_DX_BROKER_SI_QTY_ADD,SRP FP Equity_DX_BROKER_SI_QTY_NEW,SRP FP Equity_DX_SUPPLY_SI_MV_DEC,SRP FP Equity_DX_BROKER_SI_QTY_INC,SRP FP Equity_DX_SUPPLY_SI_QTY_DEC,SRP FP Equity_DX_BROKER_SI_MV_NEW_y,SRP FP Equity_DX_SUPPLY_SI_QTY_NEW_y,SRP FP Equity_DX_BROKER_SI_MV_INC_y,SRP FP Equity_DX_SUPPLY_SI_QTY_INC_y,SRP FP Equity_DX_BROKER_SI_MV_ADD,SRP FP Equity_DX_SUPPLY_SI_QTY_ADD,SRP FP Equity_DX_BROKER_SI_QTY_DEC,SRP FP Equity_DX_SUPPLY_SI_MV,SRP FP Equity_DX_BROKER_SI_MV_DEC,SRP FP Equity_DX_SUPPLY_SI_MV_RMV,SRP FP Equity_DX_BROKER_SI_MV_RMV,SRP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SRP FP Equity_DX_UTILIZATION_QUANTITY,SRP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SRP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SRP FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,SRP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SRP FP Equity_DX_ACTIVE_UTILIZATION_MV,SRP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SRP FP Equity_DX_BROKER_SI_CON_RATIO,SRP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SRP FP Equity_DX_DEMAND_SUPPLY_RATIO
2020-03-30,571191.0,340429.84,2.42,2.61,1.13,0.36,1.0,166745.3,496417.0,279774.0,295864.53,,,,0.0,,,,,2000.0,,,,0.0,,,,,0.29,,,,100.0,32.25,0.0,0.0,,0.0,100.0,24.23,0.2489,39.96,0.3711
2020-03-31,563179.0,370571.78,2.39,2.6,1.11,0.36,1.0,178819.4,496417.0,271762.0,326642.39,,,,,,,,,,,,,,,,,8012.0,0.3,0.0,,,100.0,32.25,0.0,0.0,,0.0,100.0,26.24,0.2544,39.5,0.3659
2020-04-01,563179.0,340160.12,2.39,2.53,1.11,0.38,1.0,164144.25,496417.0,271762.0,299835.87,,,,,,,,,,,,,,,,,,0.33,,,,100.0,32.25,0.0,0.0,,0.0,100.0,23.27,0.2594,41.8,0.3659
2020-04-02,550679.0,315539.07,2.33,2.46,1.09,0.34,1.0,149989.63,493917.0,261762.0,283014.44,,,,,,,,0.0,,2500.0,,,,,,,10000.0,0.3,0.01,,,100.0,32.1,0.0,0.0,,0.0,100.0,24.09,0.2617,41.92,0.3579
2020-04-03,525549.0,257519.01,2.23,2.31,1.04,0.31,1.0,115949.68,493917.0,236632.0,242019.33,,,,,,,,,,,,,,,,,25130.0,0.28,0.02,,,100.0,32.39,0.0,0.0,,0.0,100.0,23.36,0.2785,44.78,0.3446
2020-04-06,524549.0,272765.48,2.22,2.08,1.03,0.28,1.0,122528.64,493917.0,235632.0,256836.84,,,,,,,,,,,,,,,,,1000.0,0.24,0.01,,,100.0,33.03,0.0,0.0,,0.0,100.0,27.01,0.2717,42.22,0.3508
2020-04-07,529549.0,282249.62,2.24,2.02,1.04,0.29,1.0,128256.86,493917.0,240632.0,263257.76,,,,0.0,,,,,5000.0,,,,0.0,,,,,0.26,,,,100.0,33.03,0.0,0.0,,0.0,100.0,26.67,0.2764,43.11,0.3541
2020-04-08,509749.0,278832.7,2.16,1.9,1.0,0.29,1.0,125608.7,485117.0,229632.0,265359.0,,,,,,,,0.0,,8800.0,,,,,,,11000.0,0.26,0.01,,,100.0,32.83,0.0,0.0,,0.0,100.0,27.72,0.2931,44.74,0.3449
2020-04-09,509749.0,282910.7,2.16,1.88,1.0,0.29,1.0,127445.76,485117.0,229632.0,269239.94,,,,,,,,,,,,,,,,,,0.27,,,,100.0,32.83,0.0,0.0,,0.0,100.0,27.58,0.2946,45.01,0.3449
2020-04-10,509749.0,282910.7,2.16,1.91,1.0,0.29,1.0,127445.76,485117.0,229632.0,269239.94,,,,,,,,,,,,,,,,,,0.27,,,,100.0,32.83,0.0,0.0,,0.0,100.0,27.39,0.2963,45.33,0.3449
2020-04-13,509749.0,282910.7,2.16,1.91,1.0,0.29,1.0,127445.76,485117.0,229632.0,269239.94,,,,,,,,,,,,,,,,,,0.27,,,,100.0,32.83,0.0,0.0,,0.0,100.0,27.36,0.2958,45.27,0.3449
2020-04-14,509749.0,300751.91,2.16,1.91,1.0,0.3,1.0,135482.88,485117.0,229632.0,286219.03,,,,,,,,,,,,,,,,,,0.27,,,,100.0,32.83,0.0,0.0,,0.0,100.0,28.48,0.2941,44.44,0.3449
2020-04-15,523849.0,296498.53,2.22,2.02,1.03,0.31,1.0,137952.31,490117.0,243732.0,277406.22,,,5000.0,0.01,,,,,14100.0,,,,0.01,5000.0,,,,0.29,,,,100.0,37.22,0.0,0.0,,0.0,100.0,26.15,0.2899,45.01,0.3978
2020-04-16,508849.0,308871.34,2.16,2.01,1.0,0.31,1.0,144910.32,475117.0,238732.0,288396.02,,,,,,,,0.01,,15000.0,,,,,,,5000.0,0.27,0.0,,,100.0,36.36,0.0,0.0,,0.0,100.0,28.2,0.2873,43.61,0.3894
2020-04-17,508849.0,315995.23,2.16,2.01,1.0,0.32,1.0,148252.57,475117.0,238732.0,295047.66,,,,,,,,,,,,,,,,,,0.29,,,,100.0,36.36,0.0,0.0,,0.0,100.0,27.6,0.2925,44.68,0.3894
2020-04-20,501157.0,389398.99,2.12,1.92,0.99,0.34,0.0,179518.08,475117.0,231040.0,369165.91,,,,,,,,,,,,,,,,,7692.0,0.3,0.0,,,100.0,36.36,0.0,0.0,,0.0,100.0,31.77,0.2936,42.34,0.3835
2020-04-21,511157.0,351164.86,2.17,1.83,1.01,0.39,1.0,165594.48,475117.0,241040.0,326405.38,,,,0.02,,,,,20000.0,,,,0.02,,,,10000.0,0.37,0.01,,,100.0,36.36,0.0,0.0,,0.0,100.0,25.19,0.3057,46.9,0.3911
2020-04-22,517249.0,371902.03,2.19,1.83,1.02,0.38,1.0,177687.91,475117.0,247132.0,341609.12,,,,0.01,,,,,6092.0,,,,0.01,,,,,0.33,,,,100.0,36.36,0.0,0.0,,0.0,100.0,27.17,0.2847,43.03,0.3958
2020-04-23,517249.0,431385.67,2.19,1.94,1.02,0.4,1.0,206108.09,475117.0,247132.0,396247.58,,,,,,,,,,,,,,,,,,0.34,,,,100.0,36.36,0.0,0.0,,0.0,100.0,29.35,0.286,42.08,0.3958
2020-04-24,520049.0,445681.99,2.2,1.81,1.02,0.44,1.0,214191.72,475117.0,249932.0,407175.27,,,,,,2800.0,,,,,,,,,0.0,,,0.4,,,,100.0,36.36,0.0,0.0,,0.0,100.0,27.41,0.2919,44.19,0.398
2020-04-27,520880.0,499003.04,2.21,1.65,1.03,0.47,1.0,233582.43,482057.0,243823.0,461810.61,,,,,,,,,,,,,,,,6940.0,6109.0,0.41,0.0,,,100.0,35.36,0.0,0.0,,0.0,100.0,29.05,0.2908,43.19,0.382
2020-04-28,523880.0,544835.2,2.22,1.67,1.03,0.51,1.0,256695.92,485057.0,246823.0,504459.28,,,3000.0,0.0,,,,,3000.0,,,,0.0,3000.0,,,,0.46,,,,100.0,35.42,0.0,0.0,,0.0,100.0,28.75,0.2945,43.96,0.3826
2020-04-29,574480.0,673290.56,2.43,1.75,1.13,0.62,1.0,318928.16,510357.0,272123.0,598138.4,,,21959.0,,,25300.0,,,,,,,,21959.0,0.03,3341.0,,0.53,,,,100.0,37.27,0.0,0.0,,0.0,100.0,26.82,0.2517,39.57,0.4195
2020-04-30,598786.0,544895.26,2.54,1.82,1.18,0.67,1.0,269750.39,534663.0,296429.0,486543.33,,,24306.0,0.03,,,,,24306.0,,,,0.03,24306.0,,,,0.63,,,,100.0,39.04,0.0,0.0,,0.0,100.0,19.6,0.2461,41.33,0.4373
2020-05-01,598786.0,544895.26,2.54,1.5,1.18,0.56,1.0,269750.39,534663.0,296429.0,486543.33,,,,,,,,,,,,,,,,,,0.49,,,,100.0,39.04,0.0,0.0,,0.0,100.0,23.26,0.2355,38.5,0.4373
2020-05-04,596691.0,513750.95,2.53,1.49,1.18,0.54,1.0,253421.57,533959.0,294334.0,459738.7,,,,,,,,0.0,,704.0,,,,,,,2095.0,0.49,0.0,,,100.0,39.03,0.0,0.0,,0.0,100.0,22.53,0.2393,39.3,0.4362
2020-05-05,616691.0,579072.85,2.61,1.49,1.22,0.56,1.0,295159.63,533959.0,314334.0,501387.5,,,,0.02,,,,,20000.0,,,,0.02,,,,,0.46,,,,100.0,39.03,0.0,0.0,,0.0,100.0,23.92,0.222,36.41,0.4508
2020-05-06,616440.0,596713.92,2.61,1.47,1.21,0.59,1.0,304032.34,533708.0,314083.0,516629.34,,,,,,,,0.0,,251.0,,,,,,,251.0,0.5,0.0,,,100.0,39.03,0.0,0.0,,0.0,100.0,23.17,0.2246,37.22,0.4508
2020-05-07,616440.0,657125.04,2.61,1.48,1.21,0.62,1.0,334812.48,533708.0,314083.0,568932.73,,,,,,,,,,,,,,,,,,0.52,,,,100.0,36.39,0.0,0.0,,0.0,100.0,24.35,0.2251,36.75,0.4203
2020-05-08,613640.0,617321.84,2.6,1.43,1.21,0.65,1.0,313150.7,533708.0,311283.0,536910.25,,,,,,,,,,,,,,,,,2800.0,0.57,0.0,,,100.0,36.39,0.0,0.0,,0.0,100.0,22.14,0.2314,38.75,0.4184
2020-05-11,613640.0,644322.0,2.6,1.39,1.21,0.63,1.0,326847.15,533708.0,311283.0,560393.4,,,,,,,,,,,,,,,,,,0.54,,,,100.0,36.39,0.0,0.0,,0.0,100.0,23.44,0.2259,37.21,0.4184
2020-05-12,613640.0,645549.28,2.6,1.42,1.21,0.65,1.0,327469.72,533708.0,311283.0,561460.82,,,,,,,,,,,,,,,,,,0.56,,,,100.0,34.69,0.0,0.0,,0.0,100.0,22.94,0.2283,37.89,0.3989
2020-05-13,593640.0,578799.0,2.51,1.36,1.17,0.62,1.0,284000.93,533708.0,291283.0,520365.3,,,,,,,,,,,,,,,,,20000.0,0.56,0.02,,,100.0,33.39,0.0,0.0,,0.0,100.0,22.44,0.2442,39.93,0.3714
2020-05-14,619595.0,620834.19,2.62,1.41,1.22,0.62,1.0,317872.48,542663.0,317238.0,543748.33,,,8955.0,0.01,,11000.0,,,14955.0,,,,0.01,8955.0,0.01,,,0.53,,,,100.0,33.2,0.0,0.0,,0.0,100.0,22.9,0.2238,36.91,0.3791
2020-05-15,625595.0,650618.8,2.65,1.39,1.23,0.63,1.0,329927.52,548663.0,317238.0,570609.52,,,6000.0,,,,,,,,,,,6000.0,,,,0.55,,,,100.0,33.32,0.0,0.0,,0.0,100.0,23.23,0.2256,37.09,0.38
2020-05-18,614307.0,620450.07,2.6,1.37,1.21,0.64,1.0,309009.5,548663.0,305950.0,554149.63,,,,0.01,,,,,6000.0,,,,0.01,,,,17288.0,0.57,0.02,,,100.0,33.32,0.0,0.0,,0.0,100.0,22.59,0.234,38.47,0.3731
2020-05-19,786002.0,746701.9,3.33,1.75,1.55,0.79,1.0,366553.7,646462.0,385846.0,614138.9,,,,0.09,,,,,89896.0,,,,0.09,,,97799.0,10000.0,0.65,0.01,,,100.0,39.26,0.0,0.0,,0.0,100.0,19.5,0.2085,34.22,0.4774
2020-05-20,881439.0,822382.59,3.73,1.97,1.74,0.84,1.0,350842.52,646462.0,376037.0,603149.05,,,,,,,,,,,,,,,,,9809.0,0.61,0.02,,,100.0,39.26,0.0,0.0,,0.0,100.0,16.93,0.2848,47.53,0.5354
2020-05-21,647439.0,616361.93,2.74,1.52,1.28,0.61,1.0,352275.22,407462.0,370037.0,387903.82,,,5000.0,,,5000.0,,0.24,,244000.0,,,,5000.0,0.0,,11000.0,0.38,0.01,,,100.0,25.13,0.0,0.0,,0.0,100.0,25.18,0.1888,25.54,0.3993
2020-05-22,727439.0,747807.29,3.08,1.77,1.43,0.71,1.0,421518.04,447462.0,410037.0,459990.94,,,40000.0,0.04,,,,,40000.0,,,,0.04,40000.0,,,,0.43,,,,100.0,27.6,0.0,0.0,,0.0,100.0,23.39,0.1706,24.4,0.4486
2020-05-25,727439.0,728893.88,3.08,1.79,1.43,0.74,1.0,410857.07,447462.0,410037.0,448356.92,,,,,,,,,,,,,,,,,,0.46,,,,100.0,27.6,0.0,0.0,,0.0,100.0,23.14,0.172,24.57,0.4486
2020-05-26,727439.0,715799.98,3.07,1.8,1.43,0.73,1.0,403476.41,447462.0,410037.0,440302.61,,,,,,,,,,,,,,,,,,0.45,,,,100.0,27.6,0.0,0.0,,0.0,100.0,22.89,0.1696,24.12,0.4486
2020-05-27,589640.0,604970.64,2.48,1.45,1.16,0.59,1.0,420697.96,309663.0,410037.0,317714.24,,,,,,,,0.14,,137799.0,,,,,,,,0.3,,,,100.0,20.62,0.0,0.0,,0.0,100.0,23.62,0.1699,23.79,0.3926
2020-05-28,850092.0,858592.92,3.58,2.08,1.67,0.87,1.0,446136.19,541433.0,441719.0,546847.33,,,228770.0,0.03,,,,,31682.0,,,,0.03,228770.0,,3000.0,,0.56,,,,100.0,36.72,0.0,0.0,,0.0,100.0,16.8,0.1664,27.45,0.5766
2020-05-29,808293.0,817992.52,3.41,1.97,1.59,0.82,1.0,404719.04,541433.0,399920.0,547930.2,,,,0.01,,,,,3000.0,,,,0.01,,,,44799.0,0.55,0.04,,,100.0,36.72,0.0,0.0,,0.0,100.0,17.42,0.1708,28.47,0.5482
2020-06-01,808293.0,816375.93,3.41,1.97,1.59,0.82,1.0,403919.2,541433.0,399920.0,546847.33,,,,,,,,,,,,,,,,,,0.55,,,,100.0,36.72,0.0,0.0,,0.0,100.0,17.47,0.1712,28.54,0.5482
2020-06-02,808293.0,848707.65,3.41,2.02,1.59,0.83,1.0,419916.0,541433.0,399920.0,568504.65,,,,,,,,0.01,,10000.0,,,,,,,,0.55,,,,100.0,36.72,0.0,0.0,,0.0,100.0,17.39,0.1706,28.28,0.5482
2020-06-03,798293.0,854173.51,3.36,2.09,1.57,0.84,1.0,427914.4,531433.0,399920.0,568633.31,,,,,,,,,,,,,,,,,,0.56,,,,100.0,36.66,0.0,0.0,,0.0,100.0,17.71,0.1762,28.93,0.5506
2020-06-04,818293.0,867390.58,3.45,2.17,1.61,0.88,1.0,445115.2,531433.0,419920.0,563318.98,,,,0.02,,,,,20000.0,,,,0.02,,,,,0.57,,,,100.0,36.54,0.0,0.0,,0.0,100.0,17.31,0.1744,28.28,0.5626
2020-06-05,818293.0,990134.53,3.45,2.16,1.61,0.9,1.0,508103.2,531433.0,419920.0,643033.93,,,,,,,,,,,,,,,,,,0.56,,,,100.0,36.54,0.0,0.0,,0.0,100.0,18.4,0.1714,27.25,0.5626
2020-06-08,798293.0,973917.46,3.36,2.14,1.57,0.96,1.0,487902.4,531433.0,399920.0,648348.26,,,,,,,,,,,,,,,,,20000.0,0.64,0.01,,,100.0,36.54,0.0,0.0,,0.0,100.0,17.82,0.1772,29.12,0.5489
2020-06-09,705337.0,768817.33,2.97,1.98,1.39,0.84,1.0,334590.76,531433.0,306964.0,579261.97,,,,,,,,,,,,,,,,,92956.0,0.65,0.11,,,100.0,36.54,0.0,0.0,,0.0,100.0,20.58,0.2043,33.63,0.485
2020-06-10,721337.0,721337.0,3.04,2.06,1.42,0.78,1.0,310964.0,543433.0,310964.0,543433.0,,,12000.0,0.0,,,,,4000.0,,,,0.0,12000.0,,,,0.59,,,,100.0,36.76,0.0,0.0,,0.0,100.0,19.77,0.1937,32.3,0.4879
2020-06-11,502467.0,469806.65,2.12,1.47,0.99,0.52,0.0,442127.84,106563.0,472864.0,99636.41,,,11900.0,0.16,,,,0.49,161900.0,448770.0,,,0.16,11900.0,,,,0.11,,,,100.0,9.26,0.0,0.0,,0.0,100.0,25.37,0.3001,46.31,0.4365
2020-06-12,545567.0,496465.97,2.3,1.64,1.07,0.53,1.0,398456.24,184663.0,437864.0,168043.33,,,,0.01,,,,,15000.0,,,,0.01,,,78100.0,50000.0,0.17,0.05,,,100.0,16.04,0.0,0.0,,0.0,100.0,17.68,0.297,48.31,0.4739
2020-06-15,618171.0,555117.56,2.61,2.38,1.22,0.57,1.0,439991.26,205163.0,489968.0,184236.37,,,,0.0,,50000.0,,0.0,7104.0,4500.0,,,0.0,,0.05,25000.0,5000.0,0.19,0.01,,,100.0,17.82,0.0,0.0,,0.0,100.0,14.76,0.2325,41.96,0.537
2020-06-16,761171.0,685053.9,3.21,3.08,1.5,0.69,1.0,492271.2,304163.0,546968.0,273746.7,,,99000.0,0.09,,,,,96000.0,,,,0.09,99000.0,,,39000.0,0.27,0.04,,,100.0,25.84,0.0,0.0,,0.0,100.0,23.67,0.2111,35.05,0.6466
2020-06-17,781371.0,708703.5,3.29,3.24,1.54,0.71,1.0,509795.68,309263.0,562068.0,280501.54,,,5100.0,0.02,,,,,15100.0,,,,0.02,5100.0,,,,0.28,,,,100.0,26.05,0.0,0.0,,0.0,100.0,26.71,0.214,33.59,0.6581
2020-06-18,775021.0,674268.27,3.27,3.23,1.52,0.7,1.0,475253.16,318713.0,546268.0,277280.31,,,10000.0,0.02,,,,0.0,23400.0,550.0,,,0.02,10000.0,,,39200.0,0.29,0.03,,,100.0,26.18,0.0,0.0,,0.0,100.0,29.52,0.2286,34.51,0.6367
2020-06-19,791771.0,688840.77,3.34,3.62,1.56,0.7,1.0,477558.66,326913.0,548918.0,284414.31,,,14100.0,0.05,,14100.0,,0.01,60000.0,5900.0,,,0.05,14100.0,0.01,,71450.0,0.28,0.07,,,100.0,27.12,0.0,0.0,,0.0,100.0,24.73,0.2381,39.62,0.6568
2020-06-22,806507.0,700854.58,3.4,3.98,1.59,0.71,1.0,489850.96,326872.0,563695.0,284051.77,,,,0.03,,,,0.0,28877.0,41.0,,,0.03,,,,14100.0,0.28,0.01,,,100.0,27.11,0.0,0.0,,0.0,100.0,28.47,0.248,38.45,0.669
2020-06-23,782296.0,712671.66,3.3,4.02,1.54,0.69,1.0,504416.15,312661.0,553695.0,284834.17,,,,,,,,0.01,,14211.0,,,,,,,10000.0,0.27,0.01,,,100.0,25.94,0.0,0.0,,0.0,100.0,28.92,0.2392,36.8,0.6489
2020-06-24,709433.0,651968.93,2.99,3.77,1.39,0.65,1.0,441884.61,259456.0,480832.0,238440.06,,,,,,,,0.05,,53205.0,,,,,,,72863.0,0.24,0.05,,,100.0,21.28,0.0,0.0,,0.0,100.0,28.18,0.2161,33.32,0.5817
2020-06-25,700969.0,608441.09,2.95,3.85,1.38,0.64,1.0,414614.09,254158.0,477666.0,220609.14,,,,,,,,0.0,,5298.0,,,,,,,3166.0,0.23,0.0,,,100.0,20.76,0.0,0.0,,0.0,100.0,28.4,0.2197,33.72,0.5725
2020-06-26,820286.0,691501.1,3.46,4.67,1.61,0.72,1.0,445047.52,338208.0,527933.0,285109.34,,,94050.0,0.04,,,,0.01,50267.0,10000.0,,,0.04,94050.0,,,,0.29,,,,100.0,28.08,0.0,0.0,,0.0,100.0,26.95,0.2036,30.07,0.681
2020-06-29,689182.0,587872.25,2.9,4.04,1.35,0.58,1.0,323141.14,344208.0,378829.0,293609.42,,,6000.0,,,,,,,,,,,6000.0,,,149104.0,0.29,0.14,,,100.0,28.58,0.0,0.0,,0.0,100.0,20.61,0.2302,39.85,0.5722
2020-06-30,696682.0,593573.06,2.89,4.16,1.36,0.6,1.0,333497.51,369208.0,391429.0,314565.22,,,25000.0,0.01,,,,,12600.0,,,,0.01,25000.0,,,,0.31,,,,100.0,30.65,0.0,0.0,,0.0,100.0,20.58,0.2358,40.67,0.5784
2020-07-01,821786.0,699339.89,3.41,5.0,1.61,0.7,1.0,449781.58,371508.0,528533.0,316153.31,,,2300.0,,,152104.0,,,,,,,,2300.0,0.13,,15000.0,0.32,0.01,,,100.0,30.73,0.0,0.0,,0.0,100.0,26.32,0.2042,31.68,0.6797
2020-07-02,798686.0,694856.82,3.32,4.9,1.56,0.68,1.0,461476.71,346508.0,530433.0,301461.96,,,,0.0,,,,0.02,1900.0,25000.0,,,0.0,,,,,0.3,,,,100.0,28.66,0.0,0.0,,0.0,100.0,27.34,0.2189,32.95,0.6606
2020-07-03,816883.0,751532.36,3.39,5.07,1.6,0.71,1.0,506214.36,354705.0,550233.0,326328.6,,,9800.0,0.02,,,,0.0,19800.0,1603.0,,,0.02,9800.0,,,,0.31,,,,100.0,28.87,0.0,0.0,,0.0,100.0,25.94,0.2276,35.63,0.6648
2020-07-06,816883.0,783390.8,3.39,5.07,1.6,0.75,1.0,527673.45,354705.0,550233.0,340162.1,,,,,,,,,,,,,,,,,,0.33,,,,100.0,29.02,0.0,0.0,,0.0,100.0,25.4,0.2268,35.78,0.6684
2020-07-07,821883.0,796404.63,3.42,5.28,1.61,0.79,1.0,538020.78,353714.0,555233.0,342748.87,,,,0.02,,,,0.0,5000.0,991.0,,,0.02,,,,,0.34,,,,100.0,28.97,0.0,0.0,,0.0,100.0,26.19,0.2327,36.3,0.673
2020-07-08,834583.0,802868.85,3.47,5.46,1.63,0.81,1.0,546351.55,351414.0,567933.0,338060.27,,,,0.01,,,,0.0,15000.0,2300.0,,,0.01,,,,2300.0,0.34,0.0,,,100.0,28.77,0.0,0.0,,0.0,100.0,25.6,0.2414,38.05,0.6832
2020-07-09,852760.0,861287.6,3.54,5.82,1.67,0.83,1.0,572602.33,370591.0,566933.0,374296.91,,,19177.0,,,,,,,,,,,19177.0,,,1000.0,0.36,0.0,,,100.0,30.48,0.0,0.0,,0.0,100.0,25.71,0.2402,37.87,0.7015
2020-07-10,871937.0,889375.74,3.62,6.07,1.7,0.88,1.0,597832.2,401828.0,586110.0,409864.56,,,1000.0,0.02,,,,0.0,19177.0,1009.0,,,0.02,1000.0,,31246.0,,0.41,,,,100.0,32.53,0.0,0.0,,0.0,100.0,27.16,0.2422,37.27,0.706
2020-07-13,854193.0,871276.86,3.55,5.89,1.67,0.87,1.0,589672.2,417084.0,578110.0,425425.68,,,42583.0,0.03,,,,0.03,25000.0,27327.0,,,0.03,42583.0,,,33000.0,0.43,0.02,,,100.0,35.13,0.0,0.0,,0.0,100.0,25.17,0.2348,36.37,0.7194
2020-07-14,841743.0,883830.15,3.5,5.66,1.64,0.86,1.0,605545.5,406034.0,576710.0,426335.7,,,,,,,,0.01,,11050.0,,,,,,,1400.0,0.42,0.0,,,100.0,34.23,0.0,0.0,,0.0,100.0,25.15,0.2332,36.16,0.7096
2020-07-15,828181.0,886153.67,3.44,5.68,1.62,0.87,1.0,623499.7,392472.0,582710.0,419945.04,,,6000.0,,,6000.0,,0.02,,19562.0,,,,6000.0,0.01,,,0.41,,,,100.0,32.87,0.0,0.0,,0.0,100.0,24.85,0.2296,35.98,0.6936
2020-07-16,856487.0,907876.22,3.56,6.17,1.67,0.92,1.0,631452.6,407778.0,595710.0,432244.68,,,15306.0,0.02,,,,,13000.0,,,,0.02,15306.0,,,,0.44,,,,100.0,34.15,0.0,0.0,,0.0,100.0,26.48,0.2323,35.44,0.7173
2020-07-17,901637.0,1018849.81,3.75,6.62,1.76,0.96,1.0,711685.3,418828.0,629810.0,473275.64,,,12000.0,0.02,,24000.0,,0.0,20100.0,950.0,,,0.02,12000.0,0.03,,10000.0,0.45,0.01,,,100.0,34.07,0.0,0.0,,0.0,100.0,23.47,0.2006,33.08,0.7334
2020-07-20,934037.0,1081614.85,3.88,7.3,1.82,1.06,1.0,766839.18,427228.0,662210.0,494730.02,,,8400.0,0.02,,24000.0,,,8400.0,,,,0.02,8400.0,0.03,,,0.48,,,,100.0,34.33,0.0,0.0,,0.0,100.0,22.47,0.1929,32.92,0.7505
2020-07-21,976237.0,710700.54,4.06,7.52,1.91,1.12,0.0,499706.48,442228.0,686410.0,321941.98,,,18000.0,0.03,,,,0.0,28000.0,3000.0,,,0.03,18000.0,,,3800.0,0.48,0.0,,,100.0,36.08,0.0,0.0,,0.0,100.0,22.04,0.1888,31.69,0.7965
2020-07-22,976237.0,649197.61,4.06,6.76,1.91,0.71,0.0,456462.65,442228.0,686410.0,294081.62,,,,,,,,,,,,,,,,,,0.32,,,,100.0,36.11,0.0,0.0,,0.0,100.0,21.76,0.1853,31.26,0.7972
2020-07-23,936637.0,641596.35,3.89,6.85,1.83,0.63,0.0,456764.85,422228.0,666810.0,289226.18,,,,,,,,0.03,,20000.0,,,,,,,19600.0,0.28,0.02,,,100.0,34.48,0.0,0.0,,0.0,100.0,22.0,0.191,31.84,0.7648
2020-07-24,873237.0,584195.55,3.63,6.54,1.71,0.6,0.0,390301.29,445228.0,583410.0,297857.53,,,20000.0,0.02,,,,,20000.0,,,,0.02,20000.0,,3000.0,103400.0,0.3,0.07,,,100.0,36.27,0.0,0.0,,0.0,100.0,20.35,0.1759,28.66,0.7113
2020-07-27,842437.0,547584.05,3.51,6.07,1.65,0.57,0.0,366996.5,414428.0,564610.0,269378.2,,,,,,,,0.02,,30800.0,,,,,,,18800.0,0.28,0.02,,,100.0,36.16,0.0,0.0,,0.0,100.0,19.79,0.1788,28.59,0.7351
2020-07-28,829337.0,498431.54,3.45,5.16,1.62,0.54,0.0,331457.51,414428.0,551510.0,249071.23,,,,,,,,,,,,,,,,,13100.0,0.27,0.01,,,100.0,36.16,0.0,0.0,,0.0,100.0,19.7,0.1761,27.61,0.7237
2020-07-29,829337.0,515018.28,3.45,5.01,1.62,0.5,0.0,342487.71,414428.0,551510.0,257359.79,,,,,,,,,,,,,,,,,,0.25,,,,100.0,36.16,0.0,0.0,,0.0,100.0,19.3,0.1736,27.48,0.7237
2020-07-30,818337.0,515552.31,3.41,4.79,1.6,0.51,0.0,340521.3,414428.0,540510.0,261089.64,,,,,,,,,,,,,,,,,11000.0,0.26,0.0,,,100.0,36.16,0.0,0.0,,0.0,100.0,17.67,0.1735,28.06,0.7141
2020-07-31,808837.0,536258.93,3.37,4.62,1.58,0.52,0.0,359021.13,403928.0,541510.0,267804.26,,,7000.0,0.0,,,,0.01,1000.0,17500.0,,,0.0,7000.0,,,,0.26,,,,100.0,35.37,0.0,0.0,,0.0,100.0,17.36,0.1681,27.56,0.7083
2020-08-03,803837.0,537766.95,3.35,4.52,1.57,0.54,0.0,358925.19,403928.0,536510.0,270227.83,,,,,,,,,,,,,,,,,5000.0,0.27,0.0,,,100.0,35.15,0.0,0.0,,0.0,100.0,17.85,0.1718,27.86,0.6995
2020-08-04,747837.0,521242.39,3.11,4.12,1.46,0.51,0.0,334915.47,378928.0,480510.0,264112.82,,,,,,,,0.02,,25000.0,,,,,,,56000.0,0.25,0.04,,,100.0,32.13,0.0,0.0,,0.0,100.0,16.26,0.1721,29.8,0.6342
