,E40 FP Equity_DX_SI_QTY,E40 FP Equity_DX_SHORT_INTEREST_VALUE,E40 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,E40 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,E40 FP Equity_DX_SI_MV,E40 FP Equity_DX_DSS,E40 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,E40 FP Equity_DX_SUPPLY_SI_QTY,E40 FP Equity_DX_BROKER_SI_QTY,E40 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,E40 FP Equity_DX_BROKER_SI_MV_NEW_x,E40 FP Equity_DX_SUPPLY_SI_QTY_NEW_x,E40 FP Equity_DX_BROKER_SI_MV_INC_x,E40 FP Equity_DX_SUPPLY_SI_MV_NEW,E40 FP Equity_DX_BROKER_SI_QTY_ADD,E40 FP Equity_DX_BROKER_SI_QTY_NEW,E40 FP Equity_DX_SUPPLY_SI_MV_DEC,E40 FP Equity_DX_BROKER_SI_QTY_INC,E40 FP Equity_DX_SUPPLY_SI_QTY_DEC,E40 FP Equity_DX_BROKER_SI_MV_NEW_y,E40 FP Equity_DX_SUPPLY_SI_QTY_NEW_y,E40 FP Equity_DX_BROKER_SI_MV_INC_y,E40 FP Equity_DX_BROKER_SI_MV_ADD,E40 FP Equity_DX_SUPPLY_SI_QTY_ADD,E40 FP Equity_DX_BROKER_SI_QTY_DEC,E40 FP Equity_DX_SUPPLY_SI_MV,E40 FP Equity_DX_BROKER_SI_MV_DEC,E40 FP Equity_DX_SUPPLY_SI_MV_RMV,E40 FP Equity_DX_BROKER_SI_MV_RMV,E40 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,E40 FP Equity_DX_UTILIZATION_QUANTITY,E40 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,E40 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,E40 FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,E40 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,E40 FP Equity_DX_ACTIVE_UTILIZATION_MV,E40 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,E40 FP Equity_DX_BROKER_SI_CON_RATIO,E40 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,E40 FP Equity_DX_DEMAND_SUPPLY_RATIO,E40 FP Equity_PX_LAST
2011-09-02,101400.0,2538914.38,0.81,0.5,3.37,,2538914.38,0.0,101400.0,0.0,,,,,,,,,,,,,,,30000.0,0.0,1.02,,,0.0,0.0,0.0,0.0,,0.0,0.0,48.8,0.5003,51.2,0.0,32.665
2011-09-05,101400.0,2427766.44,0.82,0.5,3.24,,2427766.44,0.0,101400.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,48.59,0.5004,51.41,0.0,31.235
2011-09-06,4400.0,103980.92,0.04,0.02,0.14,,103980.92,0.0,4400.0,0.0,,,,,,,,,,,,,,,97000.0,0.0,3.13,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,30.83
2011-09-07,4400.0,107657.18,0.03,0.02,0.14,,107657.18,0.0,4400.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,31.92
2011-09-08,4400.0,108045.04,0.03,0.02,0.14,,108045.04,0.0,4400.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,32.035
2011-09-09,4400.0,104217.01,0.03,0.02,0.14,,104217.01,0.0,4400.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,30.9
2011-09-12,4400.0,99933.65,0.03,0.02,0.14,,99933.65,0.0,4400.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,29.63
2011-09-13,4400.0,101400.79,0.03,0.02,0.13,,101400.79,0.0,4400.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,30.065
2011-09-14,4400.0,103171.46,0.03,0.02,0.13,,103171.46,0.0,4400.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,30.59
2011-09-15,4400.0,106712.82,0.03,0.02,0.13,,106712.82,0.0,4400.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,31.64
2011-09-16,4400.0,106055.14,0.03,0.02,0.14,,106055.14,0.0,4400.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,31.445
2011-09-19,4400.0,103289.51,0.04,0.02,0.14,,103289.51,0.0,4400.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,30.625
2011-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.08
2011-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.655
2011-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.97
2011-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.59
2011-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.095
2011-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.7
2011-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.4
2011-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.745
2011-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.285
2011-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.73
2011-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.985
2011-10-05,77000.0,1828756.35,0.81,0.34,2.21,,1828756.35,0.0,77000.0,0.0,,,,,77000.0,,,,,,,,2.21,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.14,0.5001,50.86,0.0,29.23
2011-10-06,77000.0,1887566.86,0.73,0.33,2.29,,1887566.86,0.0,77000.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,48.84,0.5003,51.16,0.0,30.17
2011-10-07,83000.0,2048475.09,0.75,0.36,2.51,,2048475.09,0.0,83000.0,0.0,,,0.19,,,,,6000.0,,,,0.19,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,48.02,0.5008,51.98,0.0,30.375
2011-10-10,83000.0,2090624.78,0.75,0.36,2.54,,2090624.78,0.0,83000.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,47.68,0.5011,52.32,0.0,31.0
2011-10-11,83000.0,2087252.8,0.75,0.36,2.57,,2087252.8,0.0,83000.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,48.23,0.5006,51.77,0.0,30.95
2011-10-12,83000.0,2138844.03,0.75,0.36,2.6,,2138844.03,0.0,83000.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,47.58,0.5012,52.42,0.0,31.715
2011-10-13,83000.0,2110182.24,0.75,0.36,2.62,,2110182.24,0.0,83000.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,48.53,0.5004,51.47,0.0,31.29
2011-10-14,83000.0,2131088.49,0.74,0.36,2.62,,2131088.49,0.0,83000.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,47.95,0.5008,52.05,0.0,31.6
2011-10-17,83000.0,2094333.95,0.74,0.36,2.59,,2094333.95,0.0,83000.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,48.63,0.5004,51.37,0.0,31.055
2011-10-18,46000.0,1152305.58,0.4,0.2,1.43,,1152305.58,0.0,46000.0,0.0,,,,,,,,,,,,,,,37000.0,0.0,1.15,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.96,0.7744,87.04,0.0,30.83
2011-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.985
2011-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.275
2011-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.115
2011-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.63
2011-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.16
2011-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.14
2011-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.075
2011-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.855
2011-10-31,65000.0,1680279.74,0.7,0.3,2.57,,1680279.74,0.0,65000.0,0.0,,,,,65000.0,,,,,,,,2.57,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,31.815
2011-11-01,65000.0,1592608.38,0.71,0.3,2.58,,1592608.38,0.0,65000.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,30.155
2011-11-02,65000.0,1613469.94,0.71,0.3,1.99,,1613469.94,0.0,65000.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,30.55
2011-11-03,65000.0,1658097.83,0.69,0.3,2.04,,1658097.83,0.0,65000.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,31.395
2011-11-04,65000.0,1620599.84,0.7,0.3,2.04,,1620599.84,0.0,65000.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,30.685
2011-11-07,65000.0,1609508.88,0.81,0.3,1.98,,1609508.88,0.0,65000.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,30.475
2011-11-08,50000.0,1253724.85,0.65,0.23,1.58,,1253724.85,0.0,50000.0,0.0,,,,,,,,,,,,,,,15000.0,0.0,0.4,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,30.86
2011-11-09,50000.0,1226302.16,0.67,0.23,1.56,,1226302.16,0.0,50000.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,30.185
2011-11-10,50000.0,1224067.72,0.67,0.23,1.57,,1224067.72,0.0,50000.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,30.13
2011-11-11,50000.0,1257178.08,0.67,0.23,1.57,,1257178.08,0.0,50000.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,30.945
2011-11-14,50000.0,1242146.38,0.67,0.23,1.57,,1242146.38,0.0,50000.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,30.575
2011-11-15,50000.0,1218176.91,0.68,0.23,1.57,,1218176.91,0.0,50000.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,29.985
2011-11-16,50000.0,1224067.72,0.69,0.23,1.56,,1224067.72,0.0,50000.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,30.13
2011-11-17,50000.0,1201317.04,0.81,0.23,1.57,,1201317.04,0.0,50000.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,29.57
2011-11-18,52900.0,1268199.56,0.9,0.25,1.65,,1268199.56,0.0,52900.0,0.0,,,0.09,,,,,2900.0,,,,0.09,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,29.505
2011-11-21,62950.0,1458240.85,1.06,0.29,1.94,,1458240.85,0.0,62950.0,0.0,,,0.28,,,,,10050.0,,,,0.28,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,28.51
2011-11-22,77950.0,1789882.76,1.27,0.36,2.22,,1789882.76,0.0,77950.0,0.0,,,0.29,,,,,15000.0,,,,0.29,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,28.26
2011-11-23,12950.0,292148.56,0.21,0.06,0.37,,292148.56,0.0,12950.0,0.0,,,,,,,,,,,,,,,65000.0,0.0,1.88,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,27.765
2011-11-24,12950.0,292095.95,0.21,0.06,0.37,,292095.95,0.0,12950.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,27.76
2011-11-25,12950.0,295778.72,0.21,0.08,0.37,,295778.72,0.0,12950.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,28.11
2011-11-28,82950.0,1996017.91,1.33,0.5,2.46,,1996017.91,0.0,82950.0,0.0,,,1.05,,35000.0,,,35000.0,,,,1.05,1.04,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,42.19,0.5122,57.81,0.0,29.615
2011-11-29,72900.0,1763959.17,1.0,0.44,2.17,,1763959.17,0.0,72900.0,0.0,,,,,,,,,,,,,,,10050.0,0.0,0.3,,,0.0,0.0,0.0,0.0,,0.0,0.0,48.15,0.5007,51.85,0.0,29.78
2011-11-30,70000.0,1764883.83,0.96,0.42,2.17,,1764883.83,0.0,70000.0,0.0,,,,,,,,,,,,,,,2900.0,0.0,0.03,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0,31.03
2011-12-01,70000.0,1751517.8,0.9,0.42,2.17,,1751517.8,0.0,70000.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.81,0.5,50.19,0.0,30.795
2011-12-02,70000.0,1771993.41,0.91,0.42,2.18,,1771993.41,0.0,70000.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0,31.155
2011-12-05,70000.0,1791615.87,0.91,0.42,2.2,,1791615.87,0.0,70000.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0,31.5
2011-12-06,70000.0,1779956.15,0.88,0.42,2.2,,1779956.15,0.0,70000.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.84,0.5,50.16,0.0,31.295
2011-12-07,70000.0,1778249.85,0.87,0.42,2.19,,1778249.85,0.0,70000.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0,31.265
2011-12-08,70000.0,1730757.81,0.87,0.42,2.16,,1730757.81,0.0,70000.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.32,0.5001,50.68,0.0,30.43
2011-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.235
2011-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.425
2011-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.32
2011-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.34
2011-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.535
2011-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.275
2011-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.355
2011-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.19
2011-12-21,50000.0,1215333.08,0.59,0.3,1.5,,1215333.08,0.0,50000.0,0.0,,,,,50000.0,,,,,,,,1.5,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.77,0.5,50.23,0.0,29.915
2011-12-22,50000.0,1231380.43,0.61,0.3,1.51,,1231380.43,0.0,50000.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.9,0.5,50.1,0.0,30.31
2011-12-23,50000.0,1243568.3,0.62,0.3,1.52,,1243568.3,0.0,50000.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.65,0.5,50.35,0.0,30.61
2011-12-26,50000.0,1243568.3,0.63,0.3,1.52,,1243568.3,0.0,50000.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.65,0.5,50.35,0.0,
2011-12-27,50000.0,1244583.95,0.63,0.3,1.53,,1244583.95,0.0,50000.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0,30.635
2011-12-28,45000.0,1107511.12,0.57,0.27,1.36,,1107511.12,0.0,45000.0,0.0,,,,,,,,,,,,,,,5000.0,0.0,0.17,,,0.0,0.0,0.0,0.0,,0.0,0.0,44.44,0.5062,55.56,0.0,30.29
2011-12-29,40000.0,1003629.9,0.52,0.24,1.24,,1003629.9,0.0,40000.0,0.0,,,,,,,,,,,,,,,5000.0,0.0,0.14,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0,30.88
2011-12-30,40000.0,1011105.12,0.53,0.24,1.24,,1011105.12,0.0,40000.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0,31.11
2012-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.79
2012-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.995
2012-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.51
2012-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.07
2012-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.94
2012-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.885
2012-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.69
2012-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.615
2012-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.58
2012-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.55
2012-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.81
2012-01-17,3000.0,78648.28,0.07,0.02,0.1,,78648.28,0.0,3000.0,0.0,,,,,3000.0,,,,,,,,0.1,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,32.265
2012-01-18,3000.0,78538.59,0.07,0.02,0.1,,78538.59,0.0,3000.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,32.22
2012-01-19,3000.0,80074.26,0.07,0.02,0.1,,80074.26,0.0,3000.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,32.85
2012-01-20,3000.0,79903.63,0.07,0.02,0.1,,79903.63,0.0,3000.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,32.78
2012-01-23,3000.0,80342.39,0.08,0.02,0.1,,80342.39,0.0,3000.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,32.96
2012-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.78
2012-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.695
2012-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.18
2012-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.765
2012-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.215
2012-01-31,14100.0,373370.31,0.59,0.09,0.46,,373370.31,0.0,14100.0,0.0,,,,,14100.0,,,,,,,,0.46,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,32.59
2012-02-01,14100.0,378010.23,0.58,0.09,0.46,,378010.23,0.0,14100.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,32.995
2012-02-02,14100.0,381676.34,0.57,0.09,0.47,,381676.34,0.0,14100.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,33.315
2012-02-03,14100.0,386774.52,0.6,0.09,0.48,,386774.52,0.0,14100.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,33.76
2012-02-06,14100.0,384769.62,0.61,0.09,0.47,,384769.62,0.0,14100.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,33.585
2012-02-07,14100.0,385800.71,0.59,0.09,0.47,,385800.71,0.0,14100.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,33.675
2012-02-08,14100.0,385743.43,0.6,0.09,0.47,,385743.43,0.0,14100.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,33.67
2012-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.8
2012-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.285
2012-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.39
2012-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.29
2012-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.455
2012-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.475
2012-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.925
2012-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.24
2012-02-21,36000.0,999648.53,1.64,0.24,1.23,,999648.53,0.0,36000.0,0.0,,,,,36000.0,,,,,,,,1.23,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,34.175
2012-02-22,36000.0,994675.88,1.59,0.24,1.22,,994675.88,0.0,36000.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,34.005
2012-02-23,36000.0,994529.63,1.74,0.24,1.23,,994529.63,0.0,36000.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,34.0
2012-02-24,36000.0,1001111.07,1.72,0.24,1.23,,1001111.07,0.0,36000.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,34.225
2012-02-27,36000.0,993652.1,1.78,0.24,1.22,,993652.1,0.0,36000.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,33.97
2012-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.1
2012-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.075
2012-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.545
2012-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.54
2012-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.415
2012-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.195
2012-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.48
2012-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.325
2012-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.43
2012-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.455
2012-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.035
2012-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.185
2012-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.345
2012-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.48
2012-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.39
2012-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.895
2012-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.88
2012-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.335
2012-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.385
2012-03-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1799011.0,50583512.11,,0.0,0.0,,0.0,,0.0,34.605
2012-03-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1799011.0,50144990.11,,0.0,0.0,,0.0,,0.0,34.305
2012-03-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1799011.0,49574911.52,,0.0,0.0,,0.0,,0.0,33.915
