,ADOC FP Equity_DX_SI_QTY,ADOC FP Equity_DX_SHORT_INTEREST_VALUE,ADOC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ADOC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ADOC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ADOC FP Equity_DX_SI_MV,ADOC FP Equity_DX_DSS,ADOC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ADOC FP Equity_DX_SUPPLY_SI_QTY,ADOC FP Equity_DX_BROKER_SI_QTY,ADOC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ADOC FP Equity_DX_BROKER_SI_MV_NEW_x,ADOC FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ADOC FP Equity_DX_SUPPLY_SI_QTY_INC_x,ADOC FP Equity_DX_BROKER_SI_MV_INC_x,ADOC FP Equity_DX_SUPPLY_SI_MV_NEW,ADOC FP Equity_DX_BROKER_SI_QTY_ADD,ADOC FP Equity_DX_BROKER_SI_QTY_NEW,ADOC FP Equity_DX_SUPPLY_SI_MV_DEC,ADOC FP Equity_DX_BROKER_SI_QTY_INC,ADOC FP Equity_DX_SUPPLY_SI_QTY_DEC,ADOC FP Equity_DX_BROKER_SI_MV_NEW_y,ADOC FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ADOC FP Equity_DX_BROKER_SI_MV_INC_y,ADOC FP Equity_DX_SUPPLY_SI_QTY_INC_y,ADOC FP Equity_DX_BROKER_SI_MV_ADD,ADOC FP Equity_DX_SUPPLY_SI_QTY_ADD,ADOC FP Equity_DX_BROKER_SI_QTY_DEC,ADOC FP Equity_DX_SUPPLY_SI_MV,ADOC FP Equity_DX_BROKER_SI_MV_DEC,ADOC FP Equity_DX_SUPPLY_SI_MV_RMV,ADOC FP Equity_DX_BROKER_SI_MV_RMV,ADOC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ADOC FP Equity_DX_UTILIZATION_QUANTITY,ADOC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ADOC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ADOC FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ADOC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ADOC FP Equity_DX_ACTIVE_UTILIZATION_MV,ADOC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ADOC FP Equity_DX_BROKER_SI_CON_RATIO,ADOC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ADOC FP Equity_DX_DEMAND_SUPPLY_RATIO,ADOC FP Equity_PX_LAST
2012-09-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24030.0,223479.0,,0.23,0.0,,0.0,,0.0,9.3
2012-09-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24030.0,223238.7,,0.23,0.0,,0.0,,0.0,9.29
2012-09-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24030.0,222277.5,,0.22,0.0,,0.0,,0.0,9.25
2012-09-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24030.0,223238.7,,0.22,0.0,,0.0,,0.0,9.29
2012-09-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24030.0,222277.5,,0.22,0.0,,0.0,,0.0,9.25
2012-09-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24030.0,219874.5,,0.22,0.0,,0.0,,0.0,9.15
2012-09-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24030.0,221076.0,,0.22,0.0,,0.0,,0.0,9.2
2012-09-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24030.0,219153.6,,0.22,0.0,,0.0,,0.0,9.12
2012-09-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24030.0,219153.6,,0.22,0.0,,0.0,,0.0,9.12
2012-09-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24030.0,219634.2,,0.22,0.0,,0.0,,0.0,9.14
2012-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24030.0,216270.0,,0.22,0.0,,0.0,,0.0,9.0
2012-10-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24030.0,216029.7,,0.22,0.0,,0.0,,0.0,8.99
2012-10-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24030.0,216029.7,,0.22,0.0,,0.0,,0.0,8.99
2012-10-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24030.0,205216.2,,0.21,0.0,,0.0,,0.0,8.54
2012-10-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24030.0,201611.7,,0.2,0.0,,0.0,,0.0,8.39
2012-10-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24030.0,194402.7,,0.2,0.0,,0.0,,0.0,8.09
2012-10-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24030.0,188635.5,,0.2,0.0,,0.0,,0.0,7.85
2012-10-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24030.0,192480.3,,0.19,0.0,,0.0,,0.0,8.01
2012-10-11,100.0,808.0,0.0,0.05,0.0,0.0,0.0,808.0,100.0,100.0,808.0,,,,,,100.0,,,,,,,,,0.0,100.0,,0.0,,,,100.0,0.42,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0042,8.08
2012-10-12,100.0,772.0,0.0,0.05,0.0,0.0,0.0,772.0,100.0,100.0,772.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.42,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0042,7.72
2012-10-15,100.0,800.0,0.0,0.05,0.0,0.0,0.0,800.0,100.0,100.0,800.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.42,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0042,8.0
2012-10-16,100.0,800.0,0.0,0.05,0.0,0.0,0.0,800.0,100.0,100.0,800.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.42,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0042,8.0
2012-10-17,100.0,910.0,0.0,0.05,0.0,0.0,0.0,910.0,100.0,100.0,910.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.42,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0042,9.1
2012-10-18,100.0,864.0,0.0,0.05,0.0,0.0,0.0,864.0,100.0,100.0,864.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.42,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0042,8.64
2012-10-19,37.0,321.53,0.0,0.02,0.0,0.0,0.0,321.53,37.0,37.0,321.53,,,,,,,,0.0,,63.0,,,,,,,63.0,0.0,0.0,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0015,8.69
2012-10-22,37.0,306.36,0.0,0.02,0.0,0.0,0.0,306.36,37.0,37.0,306.36,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0015,8.28
2012-10-23,37.0,321.9,0.0,0.02,0.0,0.0,0.0,321.9,37.0,37.0,321.9,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0015,8.7
2012-10-24,37.0,331.15,0.0,0.02,0.0,0.0,0.0,331.15,37.0,37.0,331.15,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0015,8.95
2012-10-25,37.0,310.8,0.0,0.01,0.0,0.0,0.0,310.8,37.0,37.0,310.8,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0015,8.4
2012-10-26,37.0,310.8,0.0,0.01,0.0,0.0,0.0,310.8,37.0,37.0,310.8,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0015,8.4
2012-10-29,37.0,311.54,0.0,0.01,0.0,0.0,0.0,311.54,37.0,37.0,311.54,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0015,8.42
2012-10-30,37.0,317.46,0.0,0.01,0.0,0.0,0.0,317.46,37.0,37.0,317.46,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0015,8.58
2012-10-31,37.0,336.7,0.0,0.01,0.0,0.0,0.0,336.7,37.0,37.0,336.7,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0015,9.1
2012-11-01,37.0,338.18,0.0,0.01,0.0,0.0,0.0,338.18,37.0,37.0,338.18,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0015,9.14
2012-11-02,37.0,336.7,0.0,0.01,0.0,0.0,0.0,336.7,37.0,37.0,336.7,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0015,9.1
2012-11-05,537.0,4833.0,0.02,0.15,0.01,0.0,0.0,4833.0,537.0,537.0,4833.0,,,500.0,0.0,,,,,500.0,,,,0.0,500.0,,,,0.0,,,,100.0,2.23,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0223,9.0
2012-11-06,537.0,4886.7,0.02,0.15,0.01,0.0,0.0,4886.7,537.0,537.0,4886.7,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.23,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0223,9.1
2012-11-07,500.0,4500.0,0.01,0.13,0.01,0.0,0.0,4500.0,500.0,500.0,4500.0,,,,,,,,0.0,,37.0,,,,,,,37.0,0.0,0.0,,,100.0,2.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0208,9.0
2012-11-08,500.0,4445.0,0.01,0.13,0.01,0.0,0.0,4445.0,500.0,500.0,4445.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0208,8.89
2012-11-09,500.0,4300.0,0.01,0.13,0.01,0.0,0.0,4300.0,500.0,500.0,4300.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0208,8.6
2012-11-12,500.0,4485.0,0.01,0.13,0.01,0.0,0.0,4485.0,500.0,500.0,4485.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0208,8.97
2012-11-13,500.0,4330.0,0.01,0.13,0.01,0.0,0.0,4330.0,500.0,500.0,4330.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0208,8.66
2012-11-14,90.0,782.1,0.0,0.02,0.0,0.0,0.0,782.1,90.0,90.0,782.1,,,,,,,,0.0,,410.0,,,,,,,410.0,0.0,0.0,,,100.0,0.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0037,8.69
2012-11-15,90.0,767.7,0.0,0.02,0.0,0.0,0.0,767.7,90.0,90.0,767.7,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0037,8.53
2012-11-16,90.0,762.3,0.0,0.02,0.0,0.0,0.0,762.3,90.0,90.0,762.3,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0037,8.47
2012-11-19,90.0,758.7,0.0,0.02,0.0,0.0,0.0,758.7,90.0,90.0,758.7,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.32,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0032,8.43
2012-11-20,90.0,757.8,0.0,0.02,0.0,0.0,0.0,757.8,90.0,90.0,757.8,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0037,8.42
2012-11-21,90.0,765.0,0.0,0.02,0.0,0.0,0.0,765.0,90.0,90.0,765.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0037,8.5
2012-11-22,90.0,799.2,0.0,0.02,0.0,0.0,0.0,799.2,90.0,90.0,799.2,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0037,8.88
2012-11-23,90.0,806.4,0.0,0.02,0.0,0.0,0.0,806.4,90.0,90.0,806.4,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0037,8.96
2012-11-26,90.0,756.0,0.0,0.02,0.0,0.0,0.0,756.0,90.0,90.0,756.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0037,8.4
2012-11-27,90.0,773.1,0.0,0.02,0.0,0.0,0.0,773.1,90.0,90.0,773.1,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0037,8.59
2012-11-28,90.0,774.0,0.0,0.02,0.0,0.0,0.0,774.0,90.0,90.0,774.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0037,8.6
2012-11-29,90.0,783.0,0.0,0.02,0.0,0.0,0.0,783.0,90.0,90.0,783.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0037,8.7
2012-11-30,90.0,766.8,0.0,0.02,0.0,0.0,0.0,766.8,90.0,90.0,766.8,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0037,8.52
2012-12-03,90.0,819.0,0.0,0.02,0.0,0.0,0.0,819.0,90.0,90.0,819.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0037,9.1
2012-12-04,90.0,823.5,0.0,0.02,0.0,0.0,0.0,823.5,90.0,90.0,823.5,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0037,9.15
2012-12-05,90.0,830.7,0.0,0.02,0.0,0.0,0.0,830.7,90.0,90.0,830.7,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0037,9.23
2012-12-06,90.0,828.0,0.0,0.02,0.0,0.0,0.0,828.0,90.0,90.0,828.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0037,9.2
2012-12-07,90.0,832.5,0.0,0.02,0.0,0.0,0.0,832.5,90.0,90.0,832.5,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0037,9.25
2012-12-10,90.0,850.5,0.0,0.02,0.0,0.0,0.0,850.5,90.0,90.0,850.5,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0037,9.45
2012-12-11,90.0,900.0,0.0,0.02,0.0,0.0,0.0,900.0,90.0,90.0,900.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0037,10.0
2012-12-12,90.0,900.0,0.0,0.02,0.0,0.0,0.0,900.0,90.0,90.0,900.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0037,10.0
2012-12-13,90.0,895.5,0.0,0.02,0.0,0.0,0.0,895.5,90.0,90.0,895.5,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0037,9.95
2012-12-14,90.0,859.5,0.0,0.02,0.0,0.0,0.0,859.5,90.0,90.0,859.5,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0037,9.55
2012-12-17,90.0,898.2,0.0,0.02,0.0,0.0,0.0,898.2,90.0,90.0,898.2,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0037,9.98
2012-12-18,90.0,917.1,0.0,0.02,0.0,0.0,0.0,917.1,90.0,90.0,917.1,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0037,10.19
2012-12-19,86.0,860.0,0.0,0.02,0.0,0.0,0.0,860.0,86.0,86.0,860.0,,,,,,,,0.0,,4.0,,,,,,,4.0,0.0,0.0,,,100.0,0.36,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0036,10.0
2012-12-20,86.0,868.6,0.0,0.02,0.0,0.0,0.0,868.6,86.0,86.0,868.6,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.36,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0036,10.1
2012-12-21,86.0,868.6,0.0,0.02,0.0,0.0,0.0,868.6,86.0,86.0,868.6,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.36,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0036,10.1
2012-12-24,86.0,877.2,0.0,0.02,0.0,0.0,0.0,877.2,86.0,86.0,877.2,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.36,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0036,10.2
2012-12-25,86.0,877.2,0.0,0.02,0.0,0.0,0.0,877.2,86.0,86.0,877.2,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.36,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0036,
2012-12-26,86.0,877.2,0.0,0.02,0.0,0.0,0.0,877.2,86.0,86.0,877.2,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.36,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0036,
2012-12-27,86.0,873.76,0.0,0.02,0.0,0.0,0.0,873.76,86.0,86.0,873.76,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.36,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0036,10.16
2012-12-28,86.0,851.4,0.0,0.02,0.0,0.0,0.0,851.4,86.0,86.0,851.4,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.36,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0036,9.9
2012-12-31,86.0,860.0,0.0,0.02,0.0,0.0,0.0,860.0,86.0,86.0,860.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.36,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0036,10.0
2013-01-01,86.0,860.0,0.0,0.02,0.0,0.0,0.0,860.0,86.0,86.0,860.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.36,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0036,
2013-01-02,86.0,878.92,0.0,0.02,0.0,0.0,0.0,878.92,86.0,86.0,878.92,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.36,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0036,10.22
2013-01-03,86.0,884.94,0.0,0.02,0.0,0.0,0.0,884.94,86.0,86.0,884.94,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.36,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0036,10.29
2013-01-04,86.0,921.92,0.0,0.02,0.0,0.0,0.0,921.92,86.0,86.0,921.92,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.36,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0036,10.72
2013-01-07,86.0,971.8,0.0,0.02,0.0,0.0,0.0,971.8,86.0,86.0,971.8,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.36,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0036,11.3
2013-01-08,86.0,946.0,0.0,0.02,0.0,0.0,0.0,946.0,86.0,86.0,946.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.36,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0036,11.0
2013-01-09,86.0,984.7,0.0,0.02,0.0,0.0,0.0,984.7,86.0,86.0,984.7,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.36,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0036,11.45
2013-01-10,86.0,1023.4,0.0,0.02,0.0,0.0,0.0,1023.4,86.0,86.0,1023.4,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.36,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0036,11.9
2013-01-11,86.0,1045.76,0.0,0.02,0.0,0.0,0.0,1045.76,86.0,86.0,1045.76,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.36,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0036,12.16
2013-01-14,86.0,1014.8,0.0,0.02,0.0,0.0,0.0,1014.8,86.0,86.0,1014.8,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.36,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0036,11.8
2013-01-15,86.0,1016.52,0.0,0.02,0.0,0.0,0.0,1016.52,86.0,86.0,1016.52,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.36,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0036,11.82
2013-01-16,86.0,1027.7,0.0,0.02,0.0,0.0,0.0,1027.7,86.0,86.0,1027.7,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.31,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0031,11.95
2013-01-17,86.0,1028.56,0.0,0.01,0.0,0.0,0.0,1028.56,86.0,86.0,1028.56,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.28,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0028,11.96
2013-01-18,86.0,1027.7,0.0,0.01,0.0,0.0,0.0,1027.7,86.0,86.0,1027.7,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.27,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0027,11.95
2013-01-21,86.0,1023.4,0.0,0.02,0.0,0.0,0.0,1023.4,86.0,86.0,1023.4,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.24,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0024,11.9
2013-01-22,86.0,1025.98,0.0,0.02,0.0,0.0,0.0,1025.98,86.0,86.0,1025.98,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.24,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0024,11.93
2013-01-23,86.0,1032.0,0.0,0.02,0.0,0.0,0.0,1032.0,86.0,86.0,1032.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.24,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0024,12.0
2013-01-24,86.0,1030.28,0.0,0.02,0.0,0.0,0.0,1030.28,86.0,86.0,1030.28,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.23,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0023,11.98
2013-01-25,86.0,1031.14,0.0,0.02,0.0,0.0,0.0,1031.14,86.0,86.0,1031.14,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.23,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0023,11.99
2013-01-28,86.0,1040.6,0.0,0.02,0.0,0.0,0.0,1040.6,86.0,86.0,1040.6,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.23,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0023,12.1
2013-01-29,86.0,1014.8,0.0,0.02,0.0,0.0,0.0,1014.8,86.0,86.0,1014.8,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.23,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0023,11.8
2013-01-30,86.0,1023.4,0.0,0.02,0.0,0.0,0.0,1023.4,86.0,86.0,1023.4,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.23,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0023,11.9
2013-01-31,86.0,1043.18,0.0,0.02,0.0,0.0,0.0,1043.18,86.0,86.0,1043.18,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.23,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0023,12.13
2013-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.0,,86.0,,,,,,,86.0,0.0,0.0,,,0.0,0.0,37179.0,451724.85,,0.45,0.0,,0.0,,0.0,12.15
2013-02-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37179.0,442430.1,,0.46,0.0,,0.0,,0.0,11.9
2013-02-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37179.0,442058.31,,0.44,0.0,,0.0,,0.0,11.89
2013-02-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37179.0,453583.8,,0.44,0.0,,0.0,,0.0,12.2
2013-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37179.0,455070.96,,0.46,0.0,,0.0,,0.0,12.24
2013-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37179.0,436109.67,,0.46,0.0,,0.0,,0.0,11.73
2013-02-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37179.0,451353.06,,0.44,0.0,,0.0,,0.0,12.14
2013-02-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37179.0,464737.5,,0.45,0.0,,0.0,,0.0,12.5
