,PSP5 FP Equity_DX_SI_QTY,PSP5 FP Equity_DX_SHORT_INTEREST_VALUE,PSP5 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,PSP5 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,PSP5 FP Equity_DX_SI_MV,PSP5 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,PSP5 FP Equity_DX_SUPPLY_SI_QTY,PSP5 FP Equity_DX_BROKER_SI_QTY,PSP5 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,PSP5 FP Equity_DX_BROKER_SI_MV_NEW_x,PSP5 FP Equity_DX_SUPPLY_SI_QTY_INC_x,PSP5 FP Equity_DX_BROKER_SI_MV_INC_x,PSP5 FP Equity_DX_BROKER_SI_QTY_ADD,PSP5 FP Equity_DX_BROKER_SI_QTY_NEW,PSP5 FP Equity_DX_SUPPLY_SI_MV_DEC,PSP5 FP Equity_DX_BROKER_SI_QTY_INC,PSP5 FP Equity_DX_SUPPLY_SI_QTY_DEC,PSP5 FP Equity_DX_BROKER_SI_MV_NEW_y,PSP5 FP Equity_DX_BROKER_SI_MV_INC_y,PSP5 FP Equity_DX_SUPPLY_SI_QTY_INC_y,PSP5 FP Equity_DX_BROKER_SI_MV_ADD,PSP5 FP Equity_DX_SUPPLY_SI_QTY_ADD,PSP5 FP Equity_DX_BROKER_SI_QTY_DEC,PSP5 FP Equity_DX_SUPPLY_SI_MV,PSP5 FP Equity_DX_BROKER_SI_MV_DEC,PSP5 FP Equity_DX_BROKER_SI_MV_RMV,PSP5 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,PSP5 FP Equity_DX_UTILIZATION_QUANTITY,PSP5 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,PSP5 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,PSP5 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,PSP5 FP Equity_DX_ACTIVE_UTILIZATION_MV,PSP5 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,PSP5 FP Equity_DX_BROKER_SI_CON_RATIO,PSP5 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,PSP5 FP Equity_DX_DEMAND_SUPPLY_RATIO,PSP5 FP Equity_PX_LAST
2021-12-10,54600.0,1888177.2,4.89,0.71,1.9,1736016.4,54600.0,50200.0,1888177.2,,,,,,,,,,,,,,4400.0,1.9,0.14,,50.0,50.0,54600.0,1888177.2,2.08,47.62,,1.0,100.0,0.5,34.582
2021-12-13,100400.0,3473940.4,9.29,1.1,3.47,1736970.2,50200.0,50200.0,1736970.2,,,,,,0.16,,4400.0,,,,,,,1.74,,,50.0,50.0,50200.0,1736970.2,1.91,47.62,,1.0,100.0,1.0,34.601
2021-12-14,108900.0,3728844.9,10.08,1.18,3.77,1718898.2,58700.0,50200.0,2009946.7,,8500.0,,,,,,,,,8500.0,,,,2.03,,,50.0,50.0,58700.0,2009946.7,2.23,47.62,,1.0,100.0,0.9276,34.241
2021-12-15,135200.0,4629383.2,12.33,1.47,4.64,2314691.6,67600.0,67600.0,2314691.6,2.32,8900.0,,,67600.0,,,,2.32,,8900.0,,,,2.32,,1.74,50.0,50.0,67600.0,2314691.6,2.55,47.62,,1.0,100.0,1.0,34.241
2021-12-16,46400.0,1610868.8,3.8,0.51,1.59,805434.4,23200.0,23200.0,805434.4,,,,,,1.52,,44400.0,,,,,,44400.0,0.8,1.52,,42.96,42.96,30800.0,1069283.6,1.06,42.96,,1.0,100.0,0.8593,34.717
2021-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.429
2021-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.564
2021-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.147
2021-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.545
2021-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.936
2021-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.8
2021-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.17
2021-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.411
2021-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.263
2021-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.453
2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.268
2022-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.303
2022-01-04,15400.0,545822.2,1.12,0.17,0.54,272911.1,7700.0,7700.0,272911.1,,,,7700.0,,,,,,,,0.27,7700.0,,0.27,,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,35.443
2022-01-05,35800.0,1264491.8,2.56,0.4,1.27,632245.9,17900.0,17900.0,632245.9,,10200.0,0.36,,,,10200.0,,,0.36,10200.0,,,,0.63,,,50.0,50.0,17900.0,632245.9,0.7,47.62,,1.0,100.0,1.0,35.321
2022-01-06,40800.0,1419024.0,2.89,0.45,1.44,709512.0,20400.0,20400.0,709512.0,,2500.0,0.09,,,,2500.0,,,0.09,2500.0,,,,0.72,,,50.0,50.0,20400.0,709512.0,0.79,47.62,,1.0,100.0,1.0,34.78
2022-01-07,40800.0,1407600.0,2.82,0.45,1.42,703800.0,20400.0,20400.0,703800.0,,,,,,,,,,,,,,,0.71,,,50.0,50.0,20400.0,703800.0,0.78,47.62,,1.0,100.0,1.0,34.5
2022-01-10,119200.0,4056018.4,8.4,1.32,4.11,2028009.2,59600.0,59600.0,2028009.2,,39200.0,1.35,,,,39200.0,,,1.35,39200.0,,,,2.06,,,50.0,50.0,59600.0,2028009.2,2.26,47.62,,1.0,100.0,1.0,34.027
2022-01-11,140200.0,4826104.6,9.98,1.55,4.78,2413052.3,70100.0,70100.0,2413052.3,,10500.0,0.34,,,,10500.0,,,0.34,10500.0,,,,2.39,,,50.0,50.0,70100.0,2413052.3,2.63,47.62,,1.0,100.0,1.0,34.423
2022-01-12,140200.0,4848116.0,10.06,1.55,4.83,2424058.0,70100.0,70100.0,2424058.0,,,,,,,,,,,,,,,2.41,,,50.0,50.0,70100.0,2424058.0,2.65,47.62,,1.0,100.0,1.0,34.58
2022-01-13,147800.0,5086093.6,10.53,1.64,5.11,2543046.8,73900.0,73900.0,2543046.8,,3800.0,0.14,,,,3800.0,,,0.14,3800.0,,,,2.55,,,50.0,50.0,73900.0,2543046.8,2.81,47.62,,1.0,100.0,1.0,34.412
2022-01-14,108600.0,3684689.4,7.89,1.2,3.76,1177336.3,73900.0,34700.0,2507353.1,,,,,,,,,,,,,,39200.0,2.56,1.37,,50.0,50.0,73900.0,2507353.1,2.82,47.62,,1.0,100.0,0.7348,33.929
2022-01-17,64400.0,2203832.4,4.69,0.71,2.18,1101916.2,32200.0,32200.0,1101916.2,,,,,,1.47,,41700.0,,,,,,2500.0,1.09,0.1,,50.0,50.0,32200.0,1101916.2,1.2,47.62,,1.0,100.0,1.0,34.221
2022-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.83
2022-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.619
2022-01-20,4200.0,142304.4,0.32,0.05,0.14,71152.2,2100.0,2100.0,71152.2,,,,2100.0,,,,,,,,0.07,2100.0,,0.07,,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,33.882
2022-01-21,4200.0,138814.2,0.31,0.05,0.14,69407.1,2100.0,2100.0,69407.1,,,,,,,,,,,,,,,0.07,,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,33.051
2022-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.07,,2100.0,,,,,,2100.0,0.0,0.07,,0.0,0.0,1600.0,50707.2,0.05,0.0,,0.0,,0.0,31.692
2022-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.049
2022-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.771
2022-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.029
2022-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.687
2022-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.344
2022-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.569
2022-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.703
2022-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.046
2022-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.727
2022-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.891
2022-02-08,28600.0,945430.2,1.55,0.33,0.94,472715.1,14300.0,14300.0,472715.1,,,,14300.0,,,,,,,,0.47,14300.0,,0.47,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,33.057
2022-02-09,47000.0,1571304.0,2.52,0.53,1.55,785652.0,23500.0,23500.0,785652.0,,9200.0,0.31,,,,9200.0,,,0.31,9200.0,,,,0.78,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,33.432
2022-02-10,60400.0,2004736.4,3.21,0.69,2.01,1002368.2,30200.0,30200.0,1002368.2,,6700.0,0.23,,,,6700.0,,,0.23,6700.0,,,,1.01,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,33.191
2022-02-11,44000.0,1448260.0,2.29,0.5,1.47,454227.0,30200.0,13800.0,994033.0,,,,,,,,,,,,,,16400.0,1.01,0.56,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.457,32.915
2022-02-14,71600.0,2337238.8,3.69,0.81,2.36,1168619.4,35800.0,35800.0,1168619.4,,5600.0,0.72,,,,22000.0,,,0.72,5600.0,,,,1.18,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,32.643
2022-02-15,76000.0,2498576.0,3.93,0.86,2.48,1249288.0,38000.0,38000.0,1249288.0,,2200.0,0.07,,,,2200.0,,,0.07,2200.0,,,,1.24,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,32.876
2022-02-16,99000.0,3237300.0,5.25,1.13,3.25,1618650.0,49500.0,49500.0,1618650.0,,11500.0,0.39,,,,11500.0,,,0.39,11500.0,,,,1.63,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,32.7
2022-02-17,106400.0,3465235.2,5.5,1.21,3.48,1732617.6,53200.0,53200.0,1732617.6,,3700.0,0.11,,,,3700.0,,,0.11,3700.0,,,,1.74,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,32.568
2022-02-18,119100.0,3828945.9,6.17,1.35,3.89,2118619.1,53200.0,65900.0,1710326.8,,,0.4,,,,12700.0,,,0.4,,,,,1.74,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.2387,32.149
2022-02-21,131800.0,4194798.6,6.74,1.5,4.23,2097399.3,65900.0,65900.0,2097399.3,,12700.0,,,,,,,,,12700.0,,,,2.11,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,31.827
2022-02-22,125600.0,4006640.0,6.45,1.43,4.0,2003320.0,62800.0,62800.0,2003320.0,,,,,,0.12,,3100.0,,,,,,3100.0,2.0,0.12,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,31.9
2022-02-23,1200.0,38050.8,0.06,0.01,0.04,19025.4,600.0,600.0,19025.4,,,,,,1.98,,62200.0,,,,,,62200.0,0.02,1.98,,1.28,1.28,46200.0,1464955.8,1.46,1.29,,1.0,100.0,0.0256,31.709
2022-02-24,1200.0,37744.8,0.06,0.01,0.04,18872.4,600.0,600.0,18872.4,,,,,,,,,,,,,,,0.02,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,31.454
2022-02-25,1200.0,38990.4,0.06,0.01,0.04,19495.2,600.0,600.0,19495.2,,,,,,,,,,,,,,,0.02,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,32.492
2022-02-28,1200.0,39180.0,0.06,0.01,0.04,19590.0,600.0,600.0,19590.0,,,,,,,,,,,,,,,0.02,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,32.65
2022-03-01,1200.0,39079.2,0.05,0.01,0.04,19539.6,600.0,600.0,19539.6,,,,,,,,,,,,,,,0.02,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,32.566
2022-03-02,1200.0,39625.2,0.05,0.01,0.04,19812.6,600.0,600.0,19812.6,,,,,,,,,,,,,,,0.02,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,33.021
2022-03-03,1200.0,39710.4,0.05,0.01,0.04,19855.2,600.0,600.0,19855.2,,,,,,,,,,,,,,,0.02,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,33.092
2022-03-04,1200.0,39559.2,0.05,0.01,0.04,19779.6,600.0,600.0,19779.6,,,,,,,,,,,,,,,0.02,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,32.966
2022-03-07,1200.0,39434.4,0.06,0.01,0.04,19717.2,600.0,600.0,19717.2,,,,,,,,,,,,,,,0.02,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,32.862
2022-03-08,23400.0,750531.6,1.12,0.27,0.77,375265.8,11700.0,11700.0,375265.8,,11100.0,0.36,,,,11100.0,,,0.36,11100.0,,,,0.38,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,32.074
2022-03-09,150000.0,4845750.0,7.39,1.75,4.8,2422875.0,75000.0,75000.0,2422875.0,,63300.0,2.02,,,,63300.0,,,2.02,63300.0,,,,2.4,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,32.305
2022-03-10,126600.0,4060948.2,5.97,1.48,4.09,2030474.1,63300.0,63300.0,2030474.1,,,,,,0.38,,11700.0,,,,,,11700.0,2.04,0.38,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,32.077
2022-03-11,102600.0,3337578.0,4.96,1.2,3.31,1278429.0,63300.0,39300.0,2059149.0,,,,,,,,,,,,,,24000.0,2.05,0.8,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.6209,32.53
2022-03-14,85600.0,2742024.8,4.22,1.0,2.78,1371012.4,42800.0,42800.0,1371012.4,,,0.13,,,0.65,3500.0,20500.0,,0.13,,,,,1.39,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,32.033
2022-03-15,85600.0,2779004.0,4.15,1.0,2.75,1389502.0,42800.0,42800.0,1389502.0,,,,,,,,,,,,,,,1.37,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,32.465
2022-03-16,117400.0,3873965.2,5.73,1.37,3.83,1936982.6,58700.0,58700.0,1936982.6,,15900.0,0.55,,,,15900.0,,,0.55,15900.0,,,,1.91,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,32.998
2022-03-17,117400.0,3878426.4,5.88,1.37,3.86,1939213.2,58700.0,58700.0,1939213.2,,,,,,,,,,,,,,,1.93,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,33.036
2022-03-18,125200.0,4198081.2,6.19,1.46,4.14,2099040.6,62600.0,62600.0,2099040.6,,3900.0,0.13,,,,3900.0,,,0.13,3900.0,,,,2.07,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,33.531
2022-03-21,146400.0,4956225.6,7.23,1.71,4.9,2478112.8,73200.0,73200.0,2478112.8,,10600.0,0.38,,,,10600.0,,,0.38,10600.0,,,,2.45,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,33.854
2022-03-22,116200.0,3979385.2,5.8,1.36,3.94,1989692.6,58100.0,58100.0,1989692.6,,,,,,0.49,,15100.0,,,,,,15100.0,1.97,0.49,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,34.246
2022-03-23,125300.0,4283129.9,6.24,1.46,4.26,2297097.6,58100.0,67200.0,1986032.3,,,0.33,,,,9100.0,,,0.33,,,,,1.96,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.1566,34.183
2022-03-24,136100.0,4653395.1,6.5,1.59,4.63,2666898.0,58100.0,78000.0,1986497.1,,,0.36,,,,10800.0,,,0.36,,,,,1.96,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.3425,34.191
2022-03-25,68900.0,2374638.5,3.24,0.8,2.33,372222.0,58100.0,10800.0,2002416.5,,,,,,,,,,,,,,67200.0,1.96,2.3,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.1859,34.465
2022-03-28,28200.0,976932.6,1.3,0.33,0.97,488466.3,14100.0,14100.0,488466.3,,,0.12,,,1.48,3300.0,44000.0,,0.12,,,,,0.49,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,34.643
2022-03-29,38600.0,1343588.8,1.79,0.45,1.34,671794.4,19300.0,19300.0,671794.4,,5200.0,0.19,,,,5200.0,,,0.19,5200.0,,,,0.67,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,34.808
2022-03-30,44600.0,1544319.6,2.01,0.52,1.55,772159.8,22300.0,22300.0,772159.8,,3000.0,0.11,,,,3000.0,,,0.11,3000.0,,,,0.78,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,34.626
2022-03-31,79200.0,2747923.2,3.66,0.92,2.74,1373961.6,39600.0,39600.0,1373961.6,,17300.0,0.59,,,,17300.0,,,0.59,17300.0,,,,1.37,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,34.696
2022-04-01,91500.0,3146593.5,4.27,1.07,3.17,1784789.1,39600.0,51900.0,1361804.4,,,0.43,,,,12300.0,,,0.43,,,,,1.37,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.3106,34.389
2022-04-04,91500.0,3186304.5,4.35,1.07,3.17,1807313.7,39600.0,51900.0,1378990.8,,,,,,,,,,,,,,,1.38,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.3106,34.823
2022-04-05,103800.0,3635491.2,4.79,1.21,3.61,1817745.6,51900.0,51900.0,1817745.6,,12300.0,,,,,,,,,12300.0,,,,1.8,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,35.024
2022-04-06,158400.0,5438030.4,7.44,1.85,5.55,2719015.2,79200.0,79200.0,2719015.2,,27300.0,0.97,,,,27300.0,,,0.97,27300.0,,,,2.77,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,34.331
2022-04-07,179200.0,6144768.0,8.36,2.08,6.15,3072384.0,89600.0,89600.0,3072384.0,,10400.0,0.3,,,,10400.0,,,0.3,10400.0,,,,3.08,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,34.29
2022-04-08,151900.0,5283689.6,7.38,1.77,5.21,2167043.2,89600.0,62300.0,3116646.4,,,,,,,,,,,,,,27300.0,3.07,0.94,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.6953,34.784
2022-04-11,138200.0,4725058.0,6.99,1.61,4.81,2362529.0,69100.0,69100.0,2362529.0,,,0.27,,,0.66,6800.0,20500.0,,0.27,,,,,2.41,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,34.19
2022-04-12,191400.0,6590093.4,9.6,2.22,6.54,3295046.7,95700.0,95700.0,3295046.7,,26600.0,0.85,,,,26600.0,,,0.85,26600.0,,,,3.27,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,34.431
2022-04-13,191400.0,6540138.0,9.68,2.2,6.6,3270069.0,95700.0,95700.0,3270069.0,,,,,,,,,,,,,,,3.3,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,34.17
2022-04-14,97900.0,3367466.3,5.07,1.12,3.38,75673.4,95700.0,2200.0,3291792.9,,,,,,,,,,,,,,93500.0,3.31,3.24,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.023,34.397
2022-04-15,97900.0,3367466.3,4.71,1.12,3.38,75673.4,95700.0,2200.0,3291792.9,,,,,,,,,,,,,,,3.31,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.023,
2022-04-18,4400.0,151346.8,0.21,0.05,0.15,75673.4,2200.0,2200.0,75673.4,,,,,,3.24,,93500.0,,,,,,,0.08,,,2.96,2.96,72100.0,2480023.7,2.48,2.94,,1.0,100.0,0.0592,
2022-04-19,4400.0,152147.6,0.21,0.05,0.15,76073.8,2200.0,2200.0,76073.8,,,,,,,,,,,,,,,0.08,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,34.579
2022-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.08,,2200.0,,,,,,2200.0,0.0,0.08,,0.0,0.0,1700.0,58750.3,0.06,0.0,,0.0,,0.0,34.559
2022-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.612
2022-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.718
2022-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.083
2022-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.217
2022-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.505
2022-04-28,8200.0,276266.2,0.47,0.08,0.27,138133.1,4100.0,4100.0,138133.1,,,,4100.0,,,,,,,,0.14,4100.0,,0.14,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,33.691
2022-04-29,8200.0,275856.2,0.48,0.08,0.28,137928.1,4100.0,4100.0,137928.1,,,,,,,,,,,,,,,0.14,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,33.641
2022-05-02,5100.0,167280.0,0.3,0.05,0.17,32800.0,4100.0,1000.0,134480.0,,,,,,,,,,,,,,3100.0,0.14,0.1,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.2439,32.8
2022-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.416
2022-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.99
2022-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.196
2022-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.694
2022-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.972
2022-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.714
2022-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.039
2022-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.689
2022-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.419
2022-05-16,5600.0,180964.0,0.32,0.05,0.18,180964.0,0.0,5600.0,0.0,,,,5600.0,,,,,,,,0.18,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,32.315
2022-05-17,24400.0,790706.4,1.4,0.23,0.79,395353.2,12200.0,12200.0,395353.2,,,0.21,,,,6600.0,,,0.21,,,12200.0,,0.39,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,32.406
2022-05-18,13200.0,419971.2,0.71,0.13,0.43,209985.6,6600.0,6600.0,209985.6,,,,,,0.18,,5600.0,,,,,,5600.0,0.21,0.18,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,31.816
2022-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.032
2022-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.851
2022-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.225
2022-05-24,10600.0,322377.8,0.6,0.1,0.33,161188.9,5300.0,5300.0,161188.9,,,,5300.0,,,,,,,,0.17,5300.0,,0.17,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,30.413
2022-05-25,10600.0,329935.6,0.6,0.09,0.32,164967.8,5300.0,5300.0,164967.8,,,,,,,,,,,,,,,0.16,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,31.126
2022-05-26,4000.0,126664.0,0.23,0.03,0.12,63332.0,2000.0,2000.0,63332.0,,,,,,0.1,,3300.0,,,,,,3300.0,0.06,0.1,,100.0,90.91,0.0,0.0,0.0,100.0,,1.0,100.0,1.8182,31.666
2022-05-27,2000.0,64754.0,0.12,0.02,0.06,0.0,2000.0,0.0,64754.0,,,,,,,,,,,,,,2000.0,0.06,0.06,,100.0,90.91,0.0,0.0,0.0,100.0,,1.0,100.0,0.9091,32.377
2022-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.605
2022-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.294
2022-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.252
2022-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.279
2022-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.217
2022-06-06,6800.0,220972.8,0.42,0.06,0.22,110486.4,3400.0,3400.0,110486.4,,,,3400.0,,,,,,,,0.11,3400.0,,0.11,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,32.496
2022-06-07,6800.0,220245.2,0.43,0.06,0.22,110122.6,3400.0,3400.0,110122.6,,,,,,,,,,,,,,,0.11,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,32.389
2022-06-08,13800.0,449024.4,0.88,0.12,0.45,224512.2,6900.0,6900.0,224512.2,,3500.0,0.11,,,,3500.0,,,0.11,3500.0,,,,0.22,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,32.538
2022-06-09,30400.0,980856.0,2.02,0.26,0.99,490428.0,15200.0,15200.0,490428.0,,8300.0,0.27,,,,8300.0,,,0.27,8300.0,,,,0.49,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,32.265
2022-06-10,26900.0,839710.4,1.77,0.23,0.87,365227.2,15200.0,11700.0,474483.2,,,,,,,,,,,,,,3500.0,0.49,0.12,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.7697,31.216
2022-06-13,26400.0,803906.4,1.72,0.23,0.82,401953.2,13200.0,13200.0,401953.2,,,0.03,,,0.09,1500.0,2000.0,,0.03,,,,,0.41,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,30.451
2022-06-14,35200.0,1063040.0,2.38,0.3,1.07,531520.0,17600.0,17600.0,531520.0,,4400.0,0.12,,,,4400.0,,,0.12,4400.0,,,,0.54,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,30.2
