,TNO FP Equity_DX_DSS,TNO FP Equity_PX_LAST
2016-04-18,,35.345
2016-04-19,,35.855
2016-04-20,,35.45
2016-04-21,,34.81
2016-04-22,,34.815
2016-04-25,,34.61
2016-04-26,,34.495
2016-04-27,,35.0
2016-04-28,,35.045
2016-04-29,,34.005
2016-05-02,,34.19
2016-05-03,,33.67
2016-05-04,,33.385
2016-05-05,,33.4
2016-05-06,,33.18
2016-05-09,,33.645
2016-05-10,,33.41
2016-05-11,,33.255
2016-05-12,,32.895
2016-05-13,,33.31
2016-05-16,,33.455
2016-05-17,,33.405
2016-05-18,,33.87
2016-05-19,,33.475
2016-05-20,,34.025
2016-05-23,,34.23
2016-05-24,,34.87
2016-05-25,,35.38
2016-05-26,,35.465
2016-05-27,,35.7
2016-05-30,,35.765
2016-05-31,,35.72
2016-06-01,,35.385
2016-06-02,,35.5
2016-06-03,,35.26
2016-06-06,,35.275
2016-06-07,,35.59
2016-06-08,,35.25
2016-06-09,,35.16
2016-06-10,,34.365
2016-06-13,,33.9
2016-06-14,,33.35
2016-06-15,,33.81
2016-06-16,,33.565
2016-06-17,,33.755
2016-06-20,,34.895
2016-06-21,,35.15
2016-06-22,,35.25
2016-06-23,,35.73
2016-06-24,,33.865
2016-06-27,,32.44
2016-06-28,,33.29
2016-06-29,,34.125
2016-06-30,,34.43
2016-07-01,,34.51
2016-07-04,,34.13
2016-07-05,,33.675
2016-07-06,,33.19
2016-07-07,,33.515
2016-07-08,,34.42
2016-07-11,,35.195
2016-07-12,,35.37
2016-07-13,,35.5
2016-07-14,,36.01
2016-07-15,,35.875
2016-07-18,,37.08
2016-07-19,,36.9
2016-07-20,,38.05
2016-07-21,,38.06
2016-07-22,,38.065
2016-07-25,,38.38
2016-07-26,,38.52
2016-07-27,,38.835
2016-07-28,,38.805
2016-07-29,,38.8
2016-08-01,,38.56
2016-08-02,,37.96
2016-08-03,,37.945
2016-08-04,,38.175
2016-08-05,,38.475
2016-08-08,,38.37
2016-08-09,,38.895
2016-08-10,,38.75
2016-08-11,,38.975
2016-08-12,,38.875
2016-08-15,,38.955
2016-08-16,,38.65
2016-08-17,,38.085
2016-08-18,,38.365
2016-08-19,,38.315
2016-08-22,,38.265
2016-08-23,,38.605
2016-08-24,,38.74
2016-08-25,,38.4
2016-08-26,,38.7
2016-08-29,,38.625
2016-08-30,,39.145
2016-08-31,,38.725
2016-09-01,,38.8
2016-09-02,,39.23
2016-09-05,,39.225
2016-09-06,,38.96
2016-09-07,,39.225
2016-09-08,,38.795
2016-09-09,,38.495
2016-09-12,,38.07
2016-09-13,,38.025
2016-09-14,,38.08
2016-09-15,,38.365
2016-09-16,,38.085
2016-09-19,,38.565
2016-09-20,,38.725
2016-09-21,,39.0
2016-09-22,,39.83
2016-09-23,,39.565
2016-09-26,,39.155
2016-09-27,,39.225
2016-09-28,,39.435
2016-09-29,,39.355
2016-09-30,,39.66
2016-10-03,,39.675
2016-10-04,,39.905
2016-10-05,,39.605
2016-10-06,,39.46
2016-10-07,,38.985
2016-10-10,,39.34
2016-10-11,,38.88
2016-10-12,,37.77
2016-10-13,,37.37
2016-10-14,,37.6
2016-10-17,,37.41
2016-10-18,,37.99
2016-10-19,,38.03
2016-10-20,,37.86
2016-10-21,,38.26
2016-10-24,,38.18
2016-10-25,,37.865
2016-10-26,,37.89
2016-10-27,,37.525
2016-10-28,,37.31
2016-10-31,,37.035
2016-11-01,,36.375
2016-11-02,,36.05
2016-11-03,,35.825
2016-11-04,,35.755
2016-11-07,,36.36
2016-11-08,,36.37
2016-11-09,,36.525
2016-11-10,,36.17
2016-11-11,,35.695
2016-11-14,,35.645
2016-11-15,,35.775
2016-11-16,,36.095
2016-11-17,,36.44
2016-11-18,,37.005
2016-11-21,,37.115
2016-11-22,,37.365
2016-11-23,,37.415
2016-11-24,,37.685
2016-11-25,,37.55
2016-11-28,,37.32
2016-11-29,,37.355
2016-11-30,,37.2
2016-12-01,,36.52
2016-12-02,,36.195
2016-12-05,,36.695
2016-12-06,,36.78
2016-12-07,,37.13
2016-12-08,,37.615
2016-12-09,,37.84
2016-12-12,,37.645
2016-12-13,,38.07
2016-12-14,,38.135
2016-12-15,,38.845
2016-12-16,,39.04
2016-12-19,,39.42
2016-12-20,,39.465
2016-12-21,,39.52
2016-12-22,,39.195
2016-12-23,,39.495
2016-12-27,,39.64
2016-12-28,,39.755
2016-12-29,,39.565
2016-12-30,,39.46
2017-01-02,,39.84
2017-01-03,,39.675
2017-01-04,,39.505
2017-01-05,,39.575
2017-01-06,,39.75
2017-01-09,,39.955
2017-01-10,,39.99
2017-01-11,,39.99
2017-01-12,,39.69
2017-01-13,,40.145
2017-01-16,,39.925
2017-01-17,,39.77
2017-01-18,,40.115
2017-01-19,,40.04
2017-01-20,,40.025
2017-01-23,,39.595
2017-01-24,,39.795
2017-01-25,,40.2
2017-01-26,,40.51
2017-01-27,,40.505
2017-01-30,,40.205
2017-01-31,,40.075
2017-02-01,,40.21
2017-02-02,,41.055
2017-02-03,,41.12
2017-02-06,,40.73
2017-02-07,,41.095
2017-02-08,,41.245
2017-02-09,,41.45
2017-02-10,,41.45
2017-02-13,,41.87
2017-02-14,,41.9
2017-02-15,,42.01
2017-02-16,,42.19
2017-02-17,,42.07
2017-02-20,,42.165
2017-02-21,,42.76
2017-02-22,,42.9
2017-02-23,,43.04
2017-02-24,,42.635
2017-02-27,,42.68
2017-02-28,,42.665
2017-03-01,,43.3
2017-03-02,,43.335
2017-03-03,,43.295
2017-03-06,,42.955
2017-03-07,,43.04
2017-03-08,,43.085
2017-03-09,,43.19
2017-03-10,,43.215
2017-03-13,,43.35
2017-03-14,,43.445
2017-03-15,,43.5
2017-03-16,,43.845
2017-03-17,,44.055
2017-03-20,,44.09
2017-03-21,,43.53
2017-03-22,,43.31
2017-03-23,,43.65
2017-03-24,,44.215
2017-03-27,,43.89
2017-03-28,,44.24
2017-03-29,,44.28
2017-03-30,,44.635
2017-03-31,,44.835
2017-04-03,,44.63
2017-04-04,,44.705
2017-04-05,,44.555
2017-04-06,,44.61
2017-04-07,,44.74
2017-04-10,,44.835
2017-04-11,,44.265
2017-04-12,,44.455
2017-04-13,,44.405
2017-04-18,,43.915
2017-04-19,,44.015
2017-04-20,,44.18
2017-04-21,,44.08
2017-04-24,,44.99
2017-04-25,,45.28
2017-04-26,,45.19
2017-04-27,,45.41
2017-04-28,,45.405
2017-05-02,,46.075
2017-05-03,,45.92
2017-05-04,,46.25
2017-05-05,,46.635
2017-05-08,,46.575
2017-05-09,,46.91
2017-05-10,,46.715
2017-05-11,,46.52
2017-05-12,,46.94
2017-05-15,,47.155
2017-05-16,,47.07
2017-05-17,,46.3
2017-05-18,,46.115
2017-05-19,,46.405
2017-05-22,,46.115
2017-05-23,,46.77
2017-05-24,,47.045
2017-05-25,,47.11
2017-05-26,,47.065
2017-05-29,,46.985
2017-05-30,,47.07
2017-05-31,,47.095
2017-06-01,,47.415
2017-06-02,,47.63
2017-06-05,,47.465
2017-06-06,,47.265
2017-06-07,,47.445
2017-06-08,,47.54
2017-06-09,,47.69
2017-06-12,,45.94
2017-06-13,,46.495
2017-06-14,,46.685
2017-06-15,,46.11
2017-06-16,,46.635
2017-06-19,,47.08
2017-06-20,,46.85
2017-06-21,,46.91
2017-06-22,,47.135
2017-06-23,,47.285
2017-06-26,,47.085
2017-06-27,,46.43
2017-06-28,,46.105
2017-06-29,,44.81
2017-06-30,,44.985
2017-07-03,,45.085
2017-07-04,,45.0
2017-07-05,,45.32
2017-07-06,,44.955
2017-07-07,,45.195
2017-07-10,,45.58
2017-07-11,,45.38
2017-07-12,,46.11
2017-07-13,,46.085
2017-07-14,,46.185
2017-07-17,,46.13
2017-07-18,,45.285
2017-07-19,,46.295
2017-07-20,,46.4
2017-07-21,,45.715
2017-07-24,,45.52
2017-07-25,,45.58
2017-07-26,,46.0
2017-07-27,,46.33
2017-07-28,,45.745
2017-07-31,,45.53
2017-08-01,,45.875
2017-08-02,,45.61
2017-08-03,,45.615
2017-08-04,,46.08
2017-08-07,,45.95
2017-08-08,,46.015
2017-08-09,,45.6
2017-08-10,,45.2
2017-08-11,,44.72
2017-08-14,,45.34
2017-08-15,,45.55
2017-08-16,,45.91
2017-08-17,,45.68
2017-08-18,,45.195
2017-08-21,,44.93
2017-08-22,,45.485
2017-08-23,,45.385
2017-08-24,,45.1
2017-08-25,,45.11
2017-08-28,,44.915
2017-08-29,,44.475
2017-08-30,,44.72
2017-08-31,,45.145
2017-09-01,,45.535
2017-09-04,,45.125
2017-09-05,,45.255
2017-09-06,,45.405
2017-09-07,,46.005
2017-09-08,,45.93
2017-09-11,,46.53
2017-09-12,,46.69
2017-09-13,,46.68
2017-09-14,,46.755
2017-09-15,,46.895
2017-09-18,,47.26
2017-09-19,,47.38
2017-09-20,,47.07
2017-09-21,,46.835
2017-09-22,,46.93
2017-09-25,,46.68
2017-09-26,,46.6
2017-09-27,,46.94
2017-09-28,,47.245
2017-09-29,,47.47
2017-10-02,,48.085
2017-10-03,,48.145
2017-10-04,,47.98
2017-10-05,,47.955
2017-10-06,,47.84
2017-10-09,,48.21
2017-10-10,,47.935
2017-10-11,,47.905
2017-10-12,,48.05
2017-10-13,,48.32
2017-10-16,,48.29
2017-10-17,,48.27
2017-10-18,,48.19
2017-10-19,,48.285
2017-10-20,,48.58
2017-10-23,,49.21
2017-10-24,,48.975
2017-10-25,,49.115
2017-10-26,,48.995
2017-10-27,,49.59
2017-10-30,,49.48
2017-10-31,,49.895
2017-11-01,,50.645
2017-11-02,,50.13
2017-11-03,,50.465
2017-11-06,,50.89
2017-11-07,,50.52
2017-11-08,,50.345
2017-11-09,,49.105
2017-11-10,,48.985
2017-11-13,,48.75
2017-11-14,,48.845
2017-11-15,,48.67
2017-11-16,,49.385
2017-11-17,,49.215
2017-11-20,,49.745
2017-11-21,,50.5
2017-11-22,,49.99
2017-11-23,,49.945
2017-11-24,,50.06
2017-11-27,,49.73
2017-11-28,,49.89
2017-11-29,,48.485
2017-11-30,,48.365
2017-12-01,,47.505
2017-12-04,,47.625
2017-12-05,,47.73
2017-12-06,,47.5
2017-12-07,,47.57
2017-12-08,,47.955
2017-12-11,,47.675
2017-12-12,,48.435
2017-12-13,,48.55
2017-12-14,,48.635
2017-12-15,,48.355
2017-12-18,,49.07
2017-12-19,,48.815
2017-12-20,,48.135
2017-12-21,,48.455
2017-12-22,,48.405
2017-12-27,,48.27
2017-12-28,,47.955
2017-12-29,,47.755
2018-01-02,,47.82
2018-01-03,,48.58
2018-01-04,,49.025
2018-01-05,,49.67
2018-01-08,,49.53
2018-01-09,,49.63
2018-01-10,,49.045
2018-01-11,,48.655
2018-01-12,,48.855
2018-01-15,,48.755
2018-01-16,,48.97
2018-01-17,,49.24
2018-01-18,,50.02
2018-01-19,,50.345
2018-01-22,,50.115
2018-01-23,,50.425
2018-01-24,,49.58
2018-01-25,,49.145
2018-01-26,,49.5
2018-01-29,,49.755
2018-01-30,,49.205
2018-01-31,,48.95
2018-02-01,,49.39
2018-02-02,,48.57
2018-02-05,,48.205
2018-02-06,,47.115
2018-02-07,,48.175
2018-02-08,,46.595
2018-02-09,,46.195
2018-02-12,,46.88
2018-02-13,,46.595
2018-02-14,,47.315
2018-02-15,,47.82
2018-02-16,,48.175
2018-02-19,,47.855
2018-02-20,,48.42
2018-02-21,,48.35
2018-02-22,,47.925
2018-02-23,,48.065
2018-02-26,,48.5
2018-02-27,,48.55
2018-02-28,,48.55
2018-03-01,,47.545
2018-03-02,,46.565
2018-03-05,,47.795
2018-03-06,,48.1
2018-03-07,,48.685
2018-03-08,,49.5
2018-03-09,,49.88
2018-03-12,,50.17
2018-03-13,,49.505
2018-03-14,,49.48
2018-03-15,,49.895
2018-03-16,,49.625
2018-03-19,,48.425
2018-03-20,,48.63
2018-03-21,,48.725
2018-03-22,,47.785
2018-03-23,,47.08
2018-03-26,,46.63
2018-03-27,,47.575
2018-03-28,,46.55
2018-03-29,,46.975
2018-04-03,,46.49
2018-04-04,,45.635
2018-04-05,,47.125
2018-04-06,,47.0
2018-04-09,,47.3
2018-04-10,,47.77
2018-04-11,,47.67
2018-04-12,,48.205
2018-04-13,,48.1
2018-04-16,,47.87
2018-04-17,,48.675
2018-04-18,,48.535
2018-04-19,,47.97
2018-04-20,,47.89
2018-04-23,,48.3
2018-04-24,,48.565
2018-04-25,,48.26
2018-04-26,,48.62
2018-04-27,,49.095
2018-04-30,,48.965
2018-05-02,,49.49
2018-05-03,,49.57
2018-05-04,,50.34
2018-05-07,,50.9
2018-05-08,,51.12
2018-05-09,,51.48
2018-05-10,,51.9
2018-05-11,,51.76
2018-05-14,,51.66
2018-05-15,,51.33
2018-05-16,,51.68
2018-05-17,,51.94
2018-05-18,,51.74
2018-05-21,,51.98
2018-05-22,,51.99
2018-05-23,,51.54
2018-05-24,,51.84
2018-05-25,,52.3
2018-05-28,,51.95
2018-05-29,,51.39
2018-05-30,,51.56
2018-05-31,,51.4
2018-06-01,,52.16
2018-06-04,,52.4
2018-06-05,,53.14
2018-06-06,,53.32
2018-06-07,,53.08
2018-06-08,,53.06
2018-06-11,,53.55
2018-06-12,,53.66
2018-06-13,,54.44
2018-06-14,,55.48
2018-06-15,,55.01
2018-06-18,,54.5
2018-06-19,,53.76
2018-06-20,,53.84
2018-06-21,,53.26
2018-06-22,,53.3
2018-06-25,,51.69
2018-06-26,,51.84
2018-06-27,,52.19
2018-06-28,,50.92
2018-06-29,,51.62
2018-07-02,,51.17
2018-07-03,,51.22
2018-07-04,,50.6
2018-07-05,,51.12
2018-07-06,,51.3
2018-07-09,,52.02
2018-07-10,,52.55
2018-07-11,,51.76
2018-07-12,,52.4
2018-07-13,,52.52
2018-07-16,,52.62
2018-07-17,,52.92
2018-07-18,,54.21
2018-07-19,,53.62
2018-07-20,,53.54
2018-07-23,,53.06
2018-07-24,,53.36
2018-07-25,,52.96
2018-07-26,,53.39
2018-07-27,,53.28
2018-07-30,,52.38
2018-07-31,,52.26
2018-08-01,,51.92
2018-08-02,,52.08
2018-08-03,,52.32
2018-08-06,,52.46
2018-08-07,,52.16
2018-08-08,,52.46
2018-08-09,,52.47
2018-08-10,,51.66
2018-08-13,,51.95
2018-08-14,,52.02
2018-08-15,,51.1
2018-08-16,,51.8
2018-08-17,,51.52
2018-08-20,,51.96
2018-08-21,,52.03
2018-08-22,,51.99
2018-08-23,,52.36
2018-08-24,,52.7
2018-08-27,,53.37
2018-08-28,,53.15
2018-08-29,,53.31
2018-08-30,,53.15
2018-08-31,,52.81
2018-09-03,,52.94
2018-09-04,,52.14
2018-09-05,,50.61
2018-09-06,,49.965
2018-09-07,,50.22
2018-09-10,,50.48
2018-09-11,,50.38
2018-09-12,,49.985
2018-09-13,,50.34
2018-09-14,,50.76
2018-09-17,,50.36
2018-09-18,,50.82
2018-09-19,,50.62
2018-09-20,,50.66
2018-09-21,,51.13
2018-09-24,,51.1
2018-09-25,,51.89
2018-09-26,,51.89
2018-09-27,,51.89
2018-09-28,,51.27
2018-10-01,,51.94
2018-10-02,,51.77
2018-10-03,,51.89
2018-10-04,,51.35
2018-10-05,,50.25
2018-10-08,,49.28
2018-10-09,,49.555
2018-10-10,,47.45
2018-10-11,,46.925
2018-10-12,,47.18
2018-10-15,,47.11
2018-10-16,,48.67
2018-10-17,,48.91
2018-10-18,,47.825
2018-10-19,,47.595
2018-10-22,,47.47
2018-10-23,,45.685
2018-10-24,,44.8
2018-10-25,,45.645
2018-10-26,,45.345
2018-10-29,,45.545
2018-10-30,,45.7
2018-10-31,,46.75
2018-11-01,,47.035
2018-11-02,,47.395
2018-11-05,,46.755
2018-11-06,,46.805
2018-11-07,,47.315
2018-11-08,,47.2
2018-11-09,,47.205
2018-11-12,,45.495
2018-11-13,,46.25
2018-11-14,,45.94
2018-11-15,,45.76
2018-11-16,,45.375
2018-11-19,,44.49
2018-11-20,,43.61
2018-11-21,,44.405
2018-11-22,,43.97
2018-11-23,,44.56
2018-11-26,,45.055
2018-11-27,,45.055
2018-11-28,,45.39
2018-11-29,,45.69
2018-11-30,,45.455
2018-12-03,,46.59
2018-12-04,,45.97
2018-12-05,,45.135
2018-12-06,,43.825
2018-12-07,,43.91
2018-12-10,,43.545
2018-12-11,,44.485
2018-12-12,,45.47
2018-12-13,,45.215
2018-12-14,,44.8
2018-12-17,,44.22
2018-12-18,,43.73
2018-12-19,,43.92
2018-12-20,,42.815
2018-12-21,,42.54
2018-12-24,,41.79
2018-12-27,,42.07
2018-12-28,,43.085
2018-12-31,,43.515
2019-01-02,,43.25
2019-01-03,,41.355
2019-01-04,,42.55
2019-01-07,,43.2
2019-01-08,,43.675
2019-01-09,,44.555
2019-01-10,,44.425
2019-01-11,,44.34
2019-01-14,,43.64
2019-01-15,,44.12
2019-01-16,,44.3
2019-01-17,,44.455
2019-01-18,,45.765
2019-01-21,,45.618
2019-01-22,,45.278
2019-01-23,,45.336
2019-01-24,,46.357
2019-01-25,,47.149
2019-01-28,,46.504
2019-01-29,,46.251
2019-01-30,,46.276
2019-01-31,,46.269
2019-02-01,,46.35
2019-02-04,,46.46
2019-02-05,,47.054
2019-02-06,,47.935
2019-02-07,,46.842
2019-02-08,,46.85
2019-02-11,,47.321
2019-02-12,,47.504
2019-02-13,,48.183
2019-02-14,,48.432
2019-02-15,,48.788
2019-02-18,,48.869
2019-02-19,,48.558
2019-02-20,,48.832
2019-02-21,,48.658
2019-02-22,,49.249
2019-02-25,,49.421
2019-02-26,,49.308
2019-02-27,,48.826
2019-02-28,,48.761
2019-03-01,,49.133
2019-03-04,,49.225
2019-03-05,,49.398
2019-03-06,,48.97
2019-03-07,,48.777
2019-03-08,,48.637
2019-03-11,,49.119
2019-03-12,,48.999
2019-03-13,,49.225
2019-03-14,,49.428
2019-03-15,,50.714
2019-03-18,,50.238
2019-03-19,,50.64
2019-03-20,,50.411
2019-03-21,,50.663
2019-03-22,,49.866
2019-03-25,,49.483
2019-03-26,,50.052
2019-03-27,,49.531
2019-03-28,,49.765
2019-03-29,,50.518
2019-04-01,,51.161
2019-04-02,,51.333
2019-04-03,,52.257
2019-04-04,,52.061
2019-04-05,,52.144
2019-04-08,,52.181
2019-04-09,,51.405
2019-04-10,,51.519
2019-04-11,,51.577
2019-04-12,,51.877
2019-04-15,,51.783
2019-04-16,,51.942
2019-04-17,,52.183
2019-04-18,,52.616
2019-04-23,,52.873
2019-04-24,,54.998
2019-04-25,,54.67
2019-04-26,,54.511
2019-04-29,,54.579
2019-04-30,,54.544
2019-05-02,,53.742
2019-05-03,,53.772
2019-05-06,,52.944
2019-05-07,,52.052
2019-05-08,,52.549
2019-05-09,,51.359
2019-05-10,,51.622
2019-05-13,,50.727
2019-05-14,,51.843
2019-05-15,,52.274
2019-05-16,,53.54
2019-05-17,,53.443
2019-05-20,,51.923
2019-05-21,,52.751
2019-05-22,,53.424
2019-05-23,,52.095
2019-05-24,,52.337
2019-05-27,,52.506
2019-05-28,,52.223
2019-05-29,,51.183
2019-05-30,,51.66
2019-05-31,,51.221
2019-06-03,,51.074
2019-06-04,,50.958
2019-06-05,,51.381
2019-06-06,,51.286
2019-06-07,,52.322
2019-06-10,,52.407
2019-06-11,,52.751
2019-06-12,,52.336
2019-06-13,,52.571
2019-06-14,,51.655
2019-06-17,,51.775
2019-06-18,,52.855
2019-06-19,,52.885
2019-06-20,,53.685
2019-06-21,,53.475
2019-06-24,,53.351
2019-06-25,,53.52
2019-06-26,,53.488
2019-06-27,,53.524
2019-06-28,,54.326
2019-07-01,,55.4
2019-07-02,,55.53
2019-07-03,,55.925
2019-07-04,,55.783
2019-07-05,,55.026
2019-07-08,,55.045
2019-07-09,,54.783
2019-07-10,,54.641
2019-07-11,,54.734
2019-07-12,,54.697
2019-07-15,,54.9
2019-07-16,,54.982
2019-07-17,,54.78
2019-07-18,,53.965
2019-07-19,,54.104
2019-07-22,,54.208
2019-07-23,,54.768
2019-07-24,,55.564
2019-07-25,,55.103
2019-07-26,,55.727
2019-07-29,,55.435
2019-07-30,,54.595
2019-07-31,,54.614
2019-08-01,,55.447
2019-08-02,,53.41
2019-08-05,,51.76
2019-08-06,,51.412
2019-08-07,,51.8
2019-08-08,,53.12
2019-08-09,,52.2
2019-08-12,,52.077
2019-08-13,,52.503
2019-08-14,,50.96
2019-08-15,,50.734
2019-08-16,,51.57
2019-08-19,,52.264
2019-08-20,,51.913
2019-08-21,,52.83
2019-08-22,,51.966
2019-08-23,,51.363
2019-08-26,,51.534
2019-08-27,,51.808
2019-08-28,,51.259
2019-08-29,,51.819
2019-08-30,,52.271
2019-09-02,,51.98
2019-09-03,,51.9
2019-09-04,,52.485
2019-09-05,,53.806
2019-09-06,,54.026
2019-09-09,,53.781
2019-09-10,,53.221
2019-09-11,,53.87
2019-09-12,,54.251
2019-09-13,,54.246
2019-09-16,,53.746
2019-09-17,,54.028
2019-09-18,,54.26
2019-09-19,,54.429
2019-09-20,,54.467
2019-09-23,,53.631
2019-09-24,,53.789
2019-09-25,,53.147
2019-09-26,,53.498
2019-09-27,,53.79
2019-09-30,,53.78
2019-10-01,,53.184
2019-10-02,,51.562
2019-10-03,,51.892
2019-10-04,,52.463
2019-10-07,,52.733
2019-10-08,,52.17
2019-10-09,,52.89
2019-10-10,,53.274
2019-10-11,,55.768
2019-10-14,,55.31
2019-10-15,,56.055
2019-10-16,,55.961
2019-10-17,,55.601
2019-10-18,,55.265
2019-10-21,,56.122
2019-10-22,,55.831
2019-10-23,,55.535
2019-10-24,,55.593
2019-10-25,,55.533
2019-10-28,,55.823
2019-10-29,,55.46
2019-10-30,,55.43
2019-10-31,,55.136
2019-11-01,,55.715
2019-11-04,,56.463
2019-11-05,,56.555
2019-11-06,,56.78
2019-11-07,,57.328
2019-11-08,,57.274
2019-11-11,,57.391
2019-11-12,,57.682
2019-11-13,,57.479
2019-11-14,,57.178
2019-11-15,,57.787
2019-11-18,,57.723
2019-11-19,,57.665
2019-11-20,,57.481
2019-11-21,,57.25
2019-11-22,,57.636
2019-11-25,,58.17
2019-11-26,,58.263
2019-11-27,,58.401
2019-11-28,,58.246
2019-11-29,,58.31
2019-12-02,,56.879
2019-12-03,,56.886
2019-12-04,,57.739
2019-12-05,,57.596
2019-12-06,,58.539
2019-12-09,,58.287
2019-12-10,,57.904
2019-12-11,,58.03
2019-12-12,,58.522
2019-12-13,,59.277
2019-12-16,,59.777
2019-12-17,,59.228
2019-12-18,,59.029
2019-12-19,,58.949
2019-12-20,,59.37
2019-12-23,,59.48
2019-12-24,,59.573
2019-12-27,,59.66
2019-12-30,,58.976
2019-12-31,,58.807
2020-01-02,,60.16
2020-01-03,,59.602
2020-01-06,,59.117
2020-01-07,,59.849
2020-01-08,,60.198
2020-01-09,,60.949
2020-01-10,,60.918
2020-01-13,,61.14
2020-01-14,,61.066
2020-01-15,,61.227
2020-01-16,,61.348
2020-01-17,,62.151
2020-01-20,,62.136
2020-01-21,,62.127
2020-01-22,,62.261
2020-01-23,,61.552
2020-01-24,,62.548
2020-01-27,,60.383
2020-01-28,,60.348
2020-01-29,,60.669
2020-01-30,,59.492
2020-01-31,,58.499
2020-02-03,,59.431
2020-02-04,,60.927
2020-02-05,,62.035
2020-02-06,,62.349
2020-02-07,,62.225
2020-02-10,,62.144
2020-02-11,,63.421
2020-02-12,,63.966
2020-02-13,,63.899
2020-02-14,,63.824
2020-02-17,,63.616
2020-02-18,,63.145
2020-02-19,,64.075
2020-02-20,,63.141
2020-02-21,,62.603
2020-02-24,,59.846
2020-02-25,,58.989
2020-02-26,,59.294
2020-02-27,,56.969
2020-02-28,,55.375
2020-03-02,,55.356
2020-03-03,,56.202
2020-03-04,,56.112
2020-03-05,,55.377
2020-03-06,,53.291
2020-03-09,,49.568
2020-03-10,,49.67
2020-03-11,,49.188
2020-03-12,,44.179
2020-03-13,,44.616
2020-03-16,,43.083
2020-03-17,,43.062
2020-03-18,,40.39
2020-03-19,,41.077
2020-03-20,,43.827
2020-03-23,,42.854
2020-03-24,,47.095
2020-03-25,,48.183
2020-03-26,,49.303
2020-03-27,,47.509
2020-03-30,,48.576
2020-03-31,,49.147
2020-04-01,,47.41
2020-04-02,,46.767
2020-04-03,,46.485
2020-04-06,,48.608
2020-04-07,,50.023
2020-04-08,,51.047
2020-04-09,,52.224
2020-04-14,,53.12
2020-04-15,,51.023
2020-04-16,,52.392
2020-04-17,,53.725
2020-04-20,,54.033
2020-04-21,,51.209
2020-04-22,,52.598
2020-04-23,,52.76
2020-04-24,,52.048
2020-04-27,,52.983
2020-04-28,,53.558
2020-04-29,,54.529
2020-04-30,,53.935
2020-05-04,,52.346
2020-05-05,,53.505
2020-05-06,,53.489
2020-05-07,,54.539
2020-05-08,,55.034
2020-05-11,,54.729
2020-05-12,,55.032
2020-05-13,,54.472
2020-05-14,,53.031
2020-05-15,,53.109
2020-05-18,,55.195
2020-05-19,,55.874
2020-05-20,,57.176
2020-05-21,,56.158
2020-05-22,,56.368
2020-05-25,,57.871
2020-05-26,,58.184
2020-05-27,,57.344
2020-05-28,,58.149
2020-05-29,,57.897
2020-06-01,,58.996
2020-06-02,,59.382
2020-06-03,,61.058
2020-06-04,,60.795
2020-06-05,,62.104
2020-06-08,,61.041
2020-06-09,,61.023
2020-06-10,,60.971
2020-06-11,,58.868
2020-06-12,,59.017
2020-06-15,,58.716
2020-06-16,,60.531
2020-06-17,,61.589
2020-06-18,,61.495
2020-06-19,,62.341
2020-06-22,,61.788
2020-06-23,,62.716
2020-06-24,,61.201
2020-06-25,,61.398
2020-06-26,,61.794
2020-06-29,,61.616
2020-06-30,,62.555
2020-07-01,,62.566
2020-07-02,,63.82
2020-07-03,,63.723
2020-07-06,,65.362
2020-07-07,,64.687
2020-07-08,,64.391
2020-07-09,,64.891
2020-07-10,,65.404
2020-07-13,,66.489
2020-07-14,,64.806
2020-07-15,,64.988
2020-07-16,,64.462
2020-07-17,,65.193
2020-07-20,,66.536
2020-07-21,,66.901
2020-07-22,,66.673
2020-07-23,,66.65
2020-07-24,,64.001
2020-07-27,,64.573
2020-07-28,,64.388
2020-07-29,,63.891
2020-07-30,,62.194
2020-07-31,,62.569
2020-08-03,,64.327
2020-08-04,,64.107
2020-08-05,,64.324
2020-08-06,,63.823
2020-08-07,,64.424
2020-08-10,,63.399
2020-08-11,,64.627
2020-08-12,,65.241
2020-08-13,,65.147
2020-08-14,,64.024
2020-08-17,,64.597
2020-08-18,,64.27
2020-08-19,,64.376
2020-08-20,,63.645
2020-08-21,,64.06
2020-08-24,,65.151
2020-08-25,,65.624
2020-08-26,,67.041
2020-08-27,,66.52
2020-08-28,,65.94
2020-08-31,,65.236
2020-09-01,,66.171
2020-09-02,,67.526
2020-09-03,,64.923
2020-09-04,,63.292
2020-09-07,,63.962
2020-09-08,,62.722
2020-09-09,,64.122
2020-09-10,,63.805
2020-09-11,,63.733
2020-09-14,,64.383
2020-09-15,,64.568
2020-09-16,,64.954
2020-09-17,,64.236
2020-09-18,,64.344
2020-09-21,,62.257
2020-09-22,,62.759
2020-09-23,,63.123
2020-09-24,,62.798
2020-09-25,,62.35
2020-09-28,,63.961
2020-09-29,,64.131
2020-09-30,,63.791
2020-10-01,,64.693
2020-10-02,,64.288
2020-10-05,,64.771
2020-10-06,,64.168
2020-10-07,,64.09
2020-10-08,,64.884
2020-10-09,,65.83
2020-10-12,,66.705
2020-10-13,,66.735
2020-10-14,,66.784
2020-10-15,,65.294
2020-10-16,,65.863
2020-10-19,,65.895
2020-10-20,,64.999
2020-10-21,,64.019
2020-10-22,,63.191
2020-10-23,,63.056
2020-10-26,,58.534
2020-10-27,,58.24
2020-10-28,,56.403
2020-10-29,,56.98
2020-10-30,,56.723
