,ALSTW FP Equity_DX_SI_QTY,ALSTW FP Equity_DX_SHORT_INTEREST_VALUE,ALSTW FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALSTW FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALSTW FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALSTW FP Equity_DX_SI_MV,ALSTW FP Equity_DX_DSS,ALSTW FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALSTW FP Equity_DX_SUPPLY_SI_QTY,ALSTW FP Equity_DX_BROKER_SI_QTY,ALSTW FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALSTW FP Equity_DX_BROKER_SI_MV_NEW_x,ALSTW FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALSTW FP Equity_DX_BROKER_SI_MV_INC_x,ALSTW FP Equity_DX_BROKER_SI_QTY_ADD,ALSTW FP Equity_DX_BROKER_SI_QTY_NEW,ALSTW FP Equity_DX_SUPPLY_SI_MV_DEC,ALSTW FP Equity_DX_BROKER_SI_QTY_INC,ALSTW FP Equity_DX_SUPPLY_SI_QTY_DEC,ALSTW FP Equity_DX_BROKER_SI_MV_NEW_y,ALSTW FP Equity_DX_BROKER_SI_MV_INC_y,ALSTW FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALSTW FP Equity_DX_BROKER_SI_MV_ADD,ALSTW FP Equity_DX_SUPPLY_SI_QTY_ADD,ALSTW FP Equity_DX_BROKER_SI_QTY_DEC,ALSTW FP Equity_DX_SUPPLY_SI_MV,ALSTW FP Equity_DX_BROKER_SI_MV_DEC,ALSTW FP Equity_DX_BROKER_SI_MV_RMV,ALSTW FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALSTW FP Equity_DX_UTILIZATION_QUANTITY,ALSTW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALSTW FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALSTW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALSTW FP Equity_DX_ACTIVE_UTILIZATION_MV,ALSTW FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALSTW FP Equity_DX_BROKER_SI_CON_RATIO,ALSTW FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALSTW FP Equity_DX_DEMAND_SUPPLY_RATIO,ALSTW FP Equity_PX_LAST
2020-10-06,140.0,3052.0,0.02,0.02,0.0,0.0,0.0,3052.0,0.0,140.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,21.8
2020-10-07,140.0,3220.0,0.02,0.02,0.0,0.0,0.0,3220.0,0.0,140.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,23.0
2020-10-08,140.0,3304.0,0.02,0.02,0.0,0.0,0.0,3304.0,0.0,140.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,23.6
2020-10-09,140.0,3276.0,0.02,0.02,0.0,0.0,0.0,3276.0,0.0,140.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,23.4
2020-10-12,140.0,3276.0,0.02,0.02,0.0,0.0,0.0,3276.0,0.0,140.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,23.4
2020-10-13,140.0,3248.0,0.02,0.02,0.0,0.0,0.0,3248.0,0.0,140.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,23.2
2020-10-14,140.0,3192.0,0.02,0.02,0.0,0.0,0.0,3192.0,0.0,140.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,22.8
2020-10-15,140.0,3276.0,0.02,0.02,0.0,0.0,0.0,3276.0,0.0,140.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,23.4
2020-10-16,140.0,3304.0,0.02,0.02,0.0,0.0,0.0,3304.0,0.0,140.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,23.6
2020-10-19,140.0,3416.0,0.02,0.02,0.0,0.0,0.0,3416.0,0.0,140.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,24.4
2020-10-20,140.0,3388.0,0.02,0.02,0.0,0.0,0.0,3388.0,0.0,140.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,24.2
2020-10-21,140.0,3332.0,0.02,0.03,0.0,0.0,0.0,3332.0,0.0,140.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,23.8
2020-10-22,140.0,3416.0,0.02,0.03,0.0,0.0,0.0,3416.0,0.0,140.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,24.4
2020-10-23,140.0,3332.0,0.02,0.03,0.0,0.0,0.0,3332.0,0.0,140.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,23.8
2020-10-26,140.0,3304.0,0.02,0.03,0.0,0.0,0.0,3304.0,0.0,140.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,23.6
2020-10-27,140.0,3164.0,0.02,0.03,0.0,0.0,0.0,3164.0,0.0,140.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,22.6
2020-10-28,140.0,2912.0,0.02,0.03,0.0,0.0,0.0,2912.0,0.0,140.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,20.8
2020-10-29,2740.0,59732.0,0.37,0.51,0.09,0.06,0.0,31392.0,1300.0,1440.0,28340.0,,,,1300.0,,,,,,,,0.03,1300.0,,0.03,,,100.0,50.0,0.0,0.0,0.0,100.0,5.11,0.903,94.89,1.0538,21.8
2020-10-30,2740.0,59732.0,0.37,0.49,0.09,0.06,0.0,31392.0,1300.0,1440.0,28340.0,,,,,,,,,,,,,,,0.03,,,100.0,50.0,0.0,0.0,0.0,100.0,5.11,0.903,94.89,1.0538,21.8
2020-11-02,2740.0,64116.0,0.37,0.52,0.09,0.06,0.0,33696.0,1300.0,1440.0,30420.0,,,,,,,,,,,,,,,0.03,,,100.0,50.0,0.0,0.0,0.0,100.0,5.11,0.903,94.89,1.0538,23.4
2020-11-03,2740.0,63568.0,0.37,0.53,0.09,0.06,0.0,33408.0,1300.0,1440.0,30160.0,,,,,,,,,,,,,,,0.03,,,100.0,50.0,0.0,0.0,0.0,100.0,5.11,0.903,94.89,1.0538,23.2
2020-11-04,2740.0,65212.0,0.37,0.61,0.09,0.06,0.0,34272.0,1300.0,1440.0,30940.0,,,,,,,,,,,,,,,0.03,,,100.0,50.0,0.0,0.0,0.0,100.0,5.11,0.903,94.89,1.0538,23.8
2020-11-05,2740.0,64116.0,0.37,0.65,0.09,0.07,0.0,33696.0,1300.0,1440.0,30420.0,,,,,,,,,,,,,,,0.03,,,100.0,50.0,0.0,0.0,0.0,100.0,5.11,0.903,94.89,1.0538,23.4
2020-11-06,2740.0,64116.0,0.37,0.66,0.09,0.06,0.0,33696.0,1300.0,1440.0,30420.0,,,,,,,,,,,,,,,0.03,,,100.0,50.0,0.0,0.0,0.0,100.0,5.11,0.903,94.89,1.0538,23.4
2020-11-09,2740.0,63568.0,0.37,0.66,0.09,0.06,0.0,33408.0,1300.0,1440.0,30160.0,,,,,,,,,,,,,,,0.03,,,100.0,50.0,0.0,0.0,0.0,100.0,5.11,0.903,94.89,1.0538,23.2
2020-11-10,1440.0,32544.0,0.19,0.35,0.05,0.03,0.0,3164.0,1300.0,140.0,29380.0,,,,,,,,,,,,,,1300.0,0.03,0.03,,100.0,50.0,0.0,0.0,0.0,100.0,9.58,0.8268,90.42,0.5538,22.6
2020-11-11,140.0,3248.0,0.02,0.03,0.0,0.0,0.0,3248.0,0.0,140.0,0.0,,,,,,0.03,,1300.0,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,23.2
2020-11-12,2340.0,54288.0,0.32,0.56,0.08,0.05,0.0,28768.0,1100.0,1240.0,25520.0,,,,1100.0,,,,,,,,0.03,1100.0,,0.03,,,100.0,50.0,0.0,0.0,0.0,100.0,5.98,0.8875,94.02,1.0636,23.2
2020-11-13,2340.0,53820.0,0.32,0.6,0.08,0.05,0.0,28520.0,1100.0,1240.0,25300.0,,,,,,,,,,,,,,,0.03,,,100.0,50.0,0.0,0.0,0.0,100.0,5.98,0.8875,94.02,1.0636,23.0
2020-11-16,2340.0,53820.0,0.32,0.6,0.08,0.05,0.0,28520.0,1100.0,1240.0,25300.0,,,,,,,,,,,,,,,0.03,,,100.0,50.0,0.0,0.0,0.0,100.0,5.98,0.8875,94.02,1.0636,23.0
2020-11-17,2340.0,53820.0,0.32,0.65,0.08,0.05,0.0,28520.0,1100.0,1240.0,25300.0,,,,,,,,,,,,,,,0.03,,,100.0,50.0,0.0,0.0,0.0,100.0,5.98,0.8875,94.02,1.0636,23.0
2020-11-18,2340.0,53352.0,0.32,0.73,0.08,0.05,0.0,28272.0,1100.0,1240.0,25080.0,,,,,,,,,,,,,,,0.03,,,100.0,50.0,0.0,0.0,0.0,100.0,5.98,0.8875,94.02,1.0636,22.8
2020-11-19,2340.0,52884.0,0.32,0.75,0.08,0.05,0.0,28024.0,1100.0,1240.0,24860.0,,,,,,,,,,,,,,,0.03,,,100.0,50.0,0.0,0.0,0.0,100.0,5.98,0.8875,94.02,1.0636,22.6
2020-11-20,2340.0,51948.0,0.32,0.88,0.08,0.05,0.0,27528.0,1100.0,1240.0,24420.0,,,,,,,,,,,,,,,0.02,,,100.0,50.0,0.0,0.0,0.0,100.0,5.95,0.888,94.05,1.0636,22.2
2020-11-23,140.0,3136.0,0.02,0.05,0.0,0.0,0.0,3136.0,0.0,140.0,0.0,,,,,,0.02,,1100.0,,,,,,1100.0,0.0,0.03,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,22.4
2020-11-24,140.0,3164.0,0.02,0.05,0.0,0.0,0.0,3164.0,0.0,140.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,22.6
2020-11-25,140.0,3164.0,0.02,0.06,0.0,0.0,0.0,3164.0,0.0,140.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,22.6
2020-11-26,140.0,3108.0,0.02,0.06,0.0,0.0,0.0,3108.0,0.0,140.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,22.2
2020-11-27,140.0,3108.0,0.02,0.06,0.0,0.0,0.0,3108.0,0.0,140.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,22.2
2020-11-30,140.0,3136.0,0.02,0.06,0.0,0.0,0.0,3136.0,0.0,140.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,22.4
2020-12-01,140.0,3192.0,0.02,0.06,0.0,0.0,0.0,3192.0,0.0,140.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,22.8
2020-12-02,140.0,3136.0,0.02,0.06,0.0,0.0,0.0,3136.0,0.0,140.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,22.4
2020-12-03,140.0,3080.0,0.02,0.06,0.0,0.0,0.0,3080.0,0.0,140.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,22.0
2020-12-04,140.0,3136.0,0.02,0.06,0.0,0.0,0.0,3136.0,0.0,140.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,22.4
2020-12-07,140.0,3136.0,0.02,0.06,0.0,0.0,0.0,3136.0,0.0,140.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,22.4
2020-12-08,140.0,3164.0,0.02,0.06,0.0,0.0,0.0,3164.0,0.0,140.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,22.6
2020-12-09,3140.0,75360.0,0.42,1.44,0.1,0.07,0.0,39360.0,1500.0,1640.0,36000.0,,,,1500.0,,,,,,,,0.03,1500.0,,0.03,,,100.0,50.0,0.0,0.0,0.0,100.0,4.46,0.9148,95.54,1.0467,24.0
2020-12-10,3140.0,76616.0,0.42,1.66,0.1,0.08,0.0,40016.0,1500.0,1640.0,36600.0,,,,,,,,,,,,,,,0.04,,,100.0,50.0,0.0,0.0,0.0,100.0,4.46,0.9148,95.54,1.0467,24.4
2020-12-11,3140.0,72848.0,0.42,1.91,0.1,0.08,0.0,38048.0,1500.0,1640.0,34800.0,,,,,,,,,,,,,,,0.04,,,100.0,50.0,0.0,0.0,0.0,100.0,4.46,0.9148,95.54,1.0467,23.2
2020-12-14,3000.0,70200.0,0.41,1.74,0.1,0.07,0.0,35100.0,1500.0,1500.0,35100.0,,,,,,,,,,,,,,140.0,0.03,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,23.4
2020-12-15,3000.0,69600.0,0.41,1.83,0.1,0.07,0.0,34800.0,1500.0,1500.0,34800.0,,,,,,,,,,,,,,,0.04,,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,23.2
2020-12-16,3000.0,71400.0,0.41,1.89,0.1,0.07,0.0,35700.0,1500.0,1500.0,35700.0,,,,,,,,,,,,,,,0.03,,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,23.8
2020-12-17,3000.0,72000.0,0.41,1.95,0.1,0.07,0.0,36000.0,1500.0,1500.0,36000.0,,,,,,,,,,,,,,,0.04,,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,24.0
2020-12-18,1800.0,43200.0,0.24,1.18,0.06,0.04,0.0,21600.0,900.0,900.0,21600.0,,,,,,0.01,,600.0,,,,,,600.0,0.02,0.01,,100.0,69.23,0.0,0.0,0.0,100.0,,1.0,100.0,1.3846,24.0
2020-12-21,1800.0,42120.0,0.24,1.18,0.06,0.04,0.0,21060.0,900.0,900.0,21060.0,,,,,,,,,,,,,,,0.02,,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,23.4
2020-12-22,1800.0,42480.0,0.24,1.16,0.06,0.04,0.0,21240.0,900.0,900.0,21240.0,,,,,,,,,,,,,,,0.02,,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,23.6
2020-12-23,1800.0,42840.0,0.24,1.34,0.06,0.04,0.0,21420.0,900.0,900.0,21420.0,,,,,,,,,,,,,,,0.02,,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,23.8
2020-12-24,1800.0,42840.0,0.24,1.35,0.06,0.04,0.0,21420.0,900.0,900.0,21420.0,,,,,,,,,,,,,,,0.02,,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,23.8
2020-12-25,1800.0,42840.0,0.24,1.34,0.06,0.04,0.0,21420.0,900.0,900.0,21420.0,,,,,,,,,,,,,,,0.02,,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,
2020-12-28,1800.0,44280.0,0.24,1.34,0.06,0.04,0.0,22140.0,900.0,900.0,22140.0,,,,,,,,,,,,,,,0.02,,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,24.6
2020-12-29,900.0,23220.0,0.12,0.63,0.03,0.02,0.0,0.0,900.0,0.0,23220.0,,,,,,,,,,,,,,900.0,0.02,0.02,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,25.8
2020-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.4
2020-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.6
2021-01-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,30000.0,792000.0,0.77,0.0,,0.0,,0.0,26.4
2021-01-05,2000.0,53200.0,0.27,1.2,0.07,0.05,0.0,26600.0,1000.0,1000.0,26600.0,,,,1000.0,,,,,,,,0.03,1000.0,,0.03,,,100.0,3.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.0625,26.6
2021-01-06,2000.0,54000.0,0.27,1.25,0.07,0.05,0.0,27000.0,1000.0,1000.0,27000.0,,,,,,,,,,,,,,,0.03,,,100.0,3.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.0625,27.0
2021-01-07,2000.0,52800.0,0.27,1.26,0.07,0.05,0.0,26400.0,1000.0,1000.0,26400.0,,,,,,,,,,,,,,,0.03,,,100.0,3.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.0625,26.4
2021-01-08,2000.0,54800.0,0.27,1.31,0.07,0.05,0.0,27400.0,1000.0,1000.0,27400.0,,,,,,,,,,,,,,,0.03,,,100.0,3.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.0625,27.4
2021-01-11,2000.0,60400.0,0.27,1.04,0.07,0.05,0.0,30200.0,1000.0,1000.0,30200.0,,,,,,,,,,,,,,,0.03,,,100.0,3.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.0625,30.2
2021-01-12,2000.0,59600.0,0.27,0.98,0.07,0.06,0.0,29800.0,1000.0,1000.0,29800.0,,,,,,,,,,,,,,,0.03,,,100.0,3.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.0625,29.8
2021-01-13,2000.0,64000.0,0.27,0.94,0.07,0.06,0.0,32000.0,1000.0,1000.0,32000.0,,,,,,,,,,,,,,,0.03,,,100.0,3.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.0625,32.0
2021-01-14,2000.0,65200.0,0.27,0.77,0.07,0.06,0.0,32600.0,1000.0,1000.0,32600.0,,,,,,,,,,,,,,,0.03,,,100.0,3.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.0625,32.6
2021-01-15,2000.0,67200.0,0.27,0.76,0.07,0.07,0.0,33600.0,1000.0,1000.0,33600.0,,,,,,,,,,,,,,,0.03,,,100.0,3.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.0625,33.6
2021-01-18,2000.0,64400.0,0.27,0.75,0.07,0.07,0.0,32200.0,1000.0,1000.0,32200.0,,,,,,,,,,,,,,,0.03,,,100.0,3.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.0625,32.2
2021-01-19,2000.0,65200.0,0.27,0.74,0.07,0.06,0.0,32600.0,1000.0,1000.0,32600.0,,,,,,,,,,,,,,,0.03,,,100.0,2.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.0476,32.6
2021-01-20,2000.0,65200.0,0.27,0.76,0.07,0.07,0.0,32600.0,1000.0,1000.0,32600.0,,,,,,,,,,,,,,,0.03,,,100.0,3.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.0612,32.6
2021-01-21,2000.0,64000.0,0.27,0.76,0.07,0.07,0.0,32000.0,1000.0,1000.0,32000.0,,,,,,,,,,,,,,,0.03,,,100.0,3.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.0612,32.0
2021-01-22,2000.0,61600.0,0.27,0.76,0.07,0.06,0.0,30800.0,1000.0,1000.0,30800.0,,,,,,,,,,,,,,,0.03,,,100.0,3.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.0613,30.8
2021-01-25,2000.0,59200.0,0.27,0.77,0.07,0.06,0.0,29600.0,1000.0,1000.0,29600.0,,,,,,,,,,,,,,,0.03,,,100.0,3.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.0613,29.6
2021-01-26,2000.0,62800.0,0.27,0.7,0.07,0.06,0.0,31400.0,1000.0,1000.0,31400.0,,,,,,,,,,,,,,,0.03,,,100.0,3.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.0613,31.4
2021-01-27,2000.0,62000.0,0.27,0.71,0.07,0.06,0.0,31000.0,1000.0,1000.0,31000.0,,,,,,,,,,,,,,,0.03,,,100.0,3.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.0611,31.0
2021-01-28,2000.0,61600.0,0.27,0.66,0.07,0.06,0.0,30800.0,1000.0,1000.0,30800.0,,,,,,,,,,,,,,,0.03,,,100.0,3.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.0611,30.8
2021-01-29,2000.0,62000.0,0.27,0.65,0.07,0.06,0.0,31000.0,1000.0,1000.0,31000.0,,,,,,,,,,,,,,,0.03,,,100.0,3.05,0.0,0.0,0.0,100.0,,1.0,100.0,0.0611,31.0
2021-02-01,2000.0,62000.0,0.27,0.66,0.07,0.06,0.0,31000.0,1000.0,1000.0,31000.0,,,,,,,,,,,,,,,0.03,,,100.0,3.05,0.0,0.0,0.0,100.0,,1.0,100.0,0.0611,31.0
2021-02-02,2000.0,63200.0,0.27,0.65,0.07,0.06,0.0,31600.0,1000.0,1000.0,31600.0,,,,,,,,,,,,,,,0.03,,,100.0,3.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.0611,31.6
2021-02-03,2000.0,61200.0,0.27,0.64,0.07,0.06,0.0,30600.0,1000.0,1000.0,30600.0,,,,,,,,,,,,,,,0.03,,,100.0,3.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.0611,30.6
2021-02-04,2000.0,62400.0,0.27,0.65,0.07,0.06,0.0,31200.0,1000.0,1000.0,31200.0,,,,,,,,,,,,,,,0.03,,,100.0,3.05,0.0,0.0,0.0,100.0,,1.0,100.0,0.0611,31.2
2021-02-05,2000.0,62400.0,0.27,0.67,0.07,0.06,0.0,31200.0,1000.0,1000.0,31200.0,,,,,,,,,,,,,,,0.03,,,100.0,3.05,0.0,0.0,0.0,100.0,,1.0,100.0,0.0611,31.2
2021-02-08,2000.0,62400.0,0.27,0.66,0.07,0.06,0.0,31200.0,1000.0,1000.0,31200.0,,,,,,,,,,,,,,,0.03,,,100.0,3.05,0.0,0.0,0.0,100.0,,1.0,100.0,0.0611,31.2
2021-02-09,2000.0,65200.0,0.27,0.66,0.07,0.06,0.0,32600.0,1000.0,1000.0,32600.0,,,,,,,,,,,,,,,0.03,,,100.0,3.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0613,32.6
2021-02-10,2000.0,65200.0,0.27,0.6,0.07,0.07,0.0,32600.0,1000.0,1000.0,32600.0,,,,,,,,,,,,,,,0.03,,,100.0,3.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0614,32.6
2021-02-11,2000.0,75600.0,0.27,0.59,0.07,0.07,0.0,37800.0,1000.0,1000.0,37800.0,,,,,,,,,,,,,,,0.03,,,100.0,3.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.0612,37.8
2021-02-12,2000.0,73200.0,0.27,0.51,0.07,0.08,0.0,36600.0,1000.0,1000.0,36600.0,,,,,,,,,,,,,,,0.04,,,100.0,3.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.0612,36.6
2021-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.04,,1000.0,,,,,,1000.0,0.0,0.04,,0.0,0.0,30798.0,1096408.8,1.17,0.0,,0.0,,0.0,35.6
2021-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,30719.0,1130459.2,1.09,0.0,,0.0,,0.0,36.8
2021-02-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,30809.0,1189227.4,1.13,0.0,,0.0,,0.0,38.6
2021-02-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,30837.0,1190308.2,1.19,0.0,,0.0,,0.0,38.6
2021-02-19,2000.0,80800.0,0.27,0.44,0.07,0.08,0.0,40400.0,1000.0,1000.0,40400.0,,,,1000.0,,,,,,,,0.04,1000.0,,0.04,,,100.0,3.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0608,40.4
2021-02-22,2000.0,78400.0,0.27,0.47,0.07,0.08,0.0,39200.0,1000.0,1000.0,39200.0,,,,,,,,,,,,,,,0.04,,,100.0,3.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0608,39.2
2021-02-23,2000.0,74800.0,0.27,0.48,0.07,0.08,0.0,37400.0,1000.0,1000.0,37400.0,,,,,,,,,,,,,,,0.04,,,100.0,3.11,0.0,0.0,0.0,100.0,,1.0,100.0,0.0623,37.4
2021-02-24,2000.0,76400.0,0.27,0.47,0.07,0.07,0.0,38200.0,1000.0,1000.0,38200.0,,,,,,,,,,,,,,,0.04,,,100.0,3.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0609,38.2
2021-02-25,2000.0,78800.0,0.27,0.52,0.07,0.08,0.0,39400.0,1000.0,1000.0,39400.0,,,,,,,,,,,,,,,0.04,,,100.0,3.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0608,39.4
2021-02-26,2000.0,75200.0,0.27,0.52,0.07,0.08,0.0,37600.0,1000.0,1000.0,37600.0,,,,,,,,,,,,,,,0.04,,,100.0,3.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0608,37.6
2021-03-01,2000.0,77600.0,0.27,0.52,0.07,0.08,0.0,38800.0,1000.0,1000.0,38800.0,,,,,,,,,,,,,,,0.04,,,100.0,3.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0608,38.8
2021-03-02,2000.0,78400.0,0.27,0.52,0.07,0.08,0.0,39200.0,1000.0,1000.0,39200.0,,,,,,,,,,,,,,,0.04,,,100.0,3.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0608,39.2
2021-03-03,2000.0,77200.0,0.27,0.44,0.07,0.08,0.0,38600.0,1000.0,1000.0,38600.0,,,,,,,,,,,,,,,0.04,,,100.0,3.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0608,38.6
2021-03-04,2000.0,76800.0,0.27,0.44,0.07,0.08,0.0,38400.0,1000.0,1000.0,38400.0,,,,,,,,,,,,,,,0.04,,,100.0,3.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.0604,38.4
2021-03-05,2000.0,71200.0,0.27,0.44,0.07,0.08,0.0,35600.0,1000.0,1000.0,35600.0,,,,,,,,,,,,,,,0.04,,,100.0,3.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.0604,35.6
2021-03-08,2100.0,73500.0,0.28,0.46,0.07,0.08,0.0,38500.0,1000.0,1100.0,35000.0,,,,100.0,,,,,,,,0.0,,,0.04,,,100.0,3.02,0.0,0.0,0.0,100.0,4.58,0.9126,95.42,0.0634,35.0
