,ALHAF FP Equity_DX_SI_QTY,ALHAF FP Equity_DX_SHORT_INTEREST_VALUE,ALHAF FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALHAF FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALHAF FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALHAF FP Equity_DX_SI_MV,ALHAF FP Equity_DX_DSS,ALHAF FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALHAF FP Equity_DX_SUPPLY_SI_QTY,ALHAF FP Equity_DX_BROKER_SI_QTY,ALHAF FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALHAF FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALHAF FP Equity_DX_BROKER_SI_MV_INC_x,ALHAF FP Equity_DX_BROKER_SI_QTY_ADD,ALHAF FP Equity_DX_SUPPLY_SI_MV_DEC,ALHAF FP Equity_DX_BROKER_SI_QTY_INC,ALHAF FP Equity_DX_SUPPLY_SI_QTY_DEC,ALHAF FP Equity_DX_BROKER_SI_MV_INC_y,ALHAF FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALHAF FP Equity_DX_BROKER_SI_MV_ADD,ALHAF FP Equity_DX_SUPPLY_SI_QTY_ADD,ALHAF FP Equity_DX_BROKER_SI_QTY_DEC,ALHAF FP Equity_DX_SUPPLY_SI_MV,ALHAF FP Equity_DX_BROKER_SI_MV_DEC,ALHAF FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALHAF FP Equity_DX_UTILIZATION_QUANTITY,ALHAF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALHAF FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALHAF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALHAF FP Equity_DX_ACTIVE_UTILIZATION_MV,ALHAF FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALHAF FP Equity_DX_BROKER_SI_CON_RATIO,ALHAF FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALHAF FP Equity_DX_DEMAND_SUPPLY_RATIO,ALHAF FP Equity_PX_LAST
2022-11-24,22434.0,98709.6,0.05,1.93,0.05,0.1,0.0,79789.6,17634.0,18134.0,77589.6,,,,,,,,,,,,0.08,,100.0,1.71,0.0,0.0,0.0,100.0,38.24,0.5277,61.76,0.0217,4.4
2022-11-25,49734.0,215447.69,0.11,4.1,0.11,0.22,0.0,196820.09,44934.0,45434.0,194654.09,27300.0,,27300.0,,,,,27300.0,0.12,,,0.2,,4.35,4.35,987589.0,4278235.55,4.35,4.35,27.82,0.4086,54.89,0.0482,4.332
2022-11-28,24734.0,102646.1,0.06,1.97,0.06,0.11,0.0,84801.1,19934.0,20434.0,82726.1,,,,0.11,,25000.0,,,,,25000.0,0.09,0.11,1.93,1.93,1012589.0,4202244.35,4.41,1.93,34.77,0.4424,55.94,0.024,4.15
2022-11-29,24734.0,103140.78,0.06,1.86,0.06,0.1,0.0,85209.78,19934.0,20434.0,83124.78,,,,,,,,,,,,0.08,,1.93,1.93,1012589.0,4222496.13,4.23,1.93,34.76,0.4424,55.94,0.024,4.17
2022-11-30,24734.0,95473.24,0.06,1.83,0.06,0.1,0.0,78875.24,19934.0,20434.0,76945.24,,,,,,,,,,,,0.08,,1.93,1.93,1012589.0,3908593.54,4.2,1.93,34.77,0.4423,55.93,0.024,3.86
2022-12-01,24734.0,95485.61,0.06,1.63,0.06,0.1,0.0,78885.46,19934.0,20434.0,76955.21,,,,,,,,,,,,0.08,,1.93,1.93,1012589.0,3909099.83,3.83,1.94,34.78,0.4423,55.91,0.024,3.8605
2022-12-02,22434.0,87481.38,0.05,1.44,0.05,0.09,0.0,70713.53,17634.0,18134.0,68763.78,,,,0.01,,2300.0,,,,,2300.0,0.07,0.01,100.0,1.71,0.0,0.0,0.0,100.0,38.34,0.5272,61.66,0.0217,3.8995
2022-12-05,22434.0,85249.2,0.05,1.39,0.05,0.09,0.0,68909.2,17634.0,18134.0,67009.2,,,,,,,,,,,,0.07,,100.0,1.71,0.0,0.0,0.0,100.0,38.34,0.5272,61.66,0.0217,3.8
2022-12-06,22434.0,79192.02,0.05,1.34,0.05,0.09,0.0,64013.02,17634.0,18134.0,62248.02,,,,,,,,,,,,0.07,,100.0,1.71,0.0,0.0,0.0,100.0,38.33,0.5272,61.67,0.0217,3.53
2022-12-07,22434.0,77172.96,0.05,1.27,0.05,0.08,0.0,62380.96,17634.0,18134.0,60660.96,,,,,,,,,,,,0.06,,100.0,1.71,0.0,0.0,0.0,100.0,38.33,0.5272,61.67,0.0217,3.44
2022-12-08,22434.0,73583.52,0.05,1.23,0.05,0.08,0.0,59479.52,17634.0,18134.0,57839.52,,,,,,,,,,,,0.06,,100.0,1.71,0.0,0.0,0.0,100.0,38.34,0.5272,61.66,0.0217,3.28
2022-12-09,22434.0,66685.07,0.05,1.19,0.05,0.07,0.0,53903.32,17634.0,18134.0,52417.07,,,,,,,,,,,,0.06,,100.0,1.71,0.0,0.0,0.0,100.0,38.33,0.5272,61.67,0.0217,2.9725
2022-12-12,22434.0,65507.28,0.05,1.1,0.05,0.07,0.0,52951.28,17634.0,18134.0,51491.28,,,,,,,,,,,,0.05,,100.0,1.71,0.0,0.0,0.0,100.0,38.33,0.5272,61.67,0.0217,2.92
2022-12-13,22434.0,64385.58,0.05,1.05,0.05,0.07,0.0,52044.58,17634.0,18134.0,50609.58,,,,,,,,,,,,0.05,,100.0,1.71,0.0,0.0,0.0,100.0,38.34,0.5272,61.66,0.0217,2.87
2022-12-14,22434.0,61166.3,0.05,1.03,0.05,0.06,0.0,49442.35,17634.0,18134.0,48079.1,,,,,,,,,,,,0.05,,100.0,1.71,0.0,0.0,0.0,100.0,38.34,0.5272,61.66,0.0217,2.7265
2022-12-15,22434.0,52327.31,0.05,0.98,0.05,0.06,0.0,42297.56,17634.0,18134.0,41131.31,,,,,,,,,,,,0.05,,100.0,1.71,0.0,0.0,0.0,100.0,38.33,0.5272,61.67,0.0217,2.3325
2022-12-16,22434.0,44879.22,0.05,0.91,0.05,0.05,0.0,36277.07,17634.0,18134.0,35276.82,,,,,,,,,,,,0.04,,100.0,1.71,0.0,0.0,0.0,100.0,38.33,0.5272,61.67,0.0217,2.0005
2022-12-19,22434.0,42624.6,0.05,0.81,0.05,0.04,0.0,34454.6,17634.0,18134.0,33504.6,,,,,,,,,,,,0.04,,100.0,1.71,0.0,0.0,0.0,100.0,38.33,0.5272,61.67,0.0217,1.9
2022-12-20,22434.0,40641.43,0.05,0.75,0.05,0.04,0.0,32851.55,17634.0,18134.0,31945.75,,,,,,,,,,,,0.03,,100.0,1.71,0.0,0.0,0.0,100.0,38.33,0.5272,61.67,0.0217,1.8116
2022-12-21,22434.0,40829.88,0.05,0.72,0.05,0.04,0.0,33003.88,17634.0,18134.0,32093.88,,,,,,,,,,,,0.03,,100.0,1.71,0.0,0.0,0.0,100.0,38.33,0.5272,61.67,0.0217,1.82
2022-12-22,22434.0,40583.11,0.05,0.68,0.05,0.04,0.0,32804.41,17634.0,18134.0,31899.91,,,,,,,,,,,,0.03,,100.0,1.71,0.0,0.0,0.0,100.0,38.33,0.5272,61.67,0.0217,1.809
2022-12-23,22434.0,42175.92,0.05,0.7,0.05,0.04,0.0,34091.92,17634.0,18134.0,33151.92,,,,,,,,,,,,0.03,,100.0,1.71,0.0,0.0,0.0,100.0,38.23,0.5277,61.77,0.0217,1.88
2022-12-26,22434.0,42175.92,0.05,0.66,0.05,0.04,0.0,34091.92,17634.0,18134.0,33151.92,,,,,,,,,,,,0.03,,100.0,1.71,0.0,0.0,0.0,100.0,38.69,0.5256,61.31,0.0217,
2022-12-27,22434.0,42624.6,0.05,0.66,0.05,0.04,0.0,34454.6,17634.0,18134.0,33504.6,,,,,,,,,,,,0.03,,100.0,1.71,0.0,0.0,0.0,100.0,38.33,0.5272,61.67,0.0217,1.9
2022-12-28,22434.0,42400.26,0.05,0.64,0.05,0.04,0.0,34273.26,17634.0,18134.0,33328.26,,,,,,,,,,,,0.03,,100.0,1.71,0.0,0.0,0.0,100.0,38.33,0.5272,61.67,0.0217,1.89
2022-12-29,23434.0,43957.5,0.05,0.69,0.05,0.04,0.0,34015.76,18634.0,18134.0,34953.66,1000.0,,,,,,,1000.0,,,,0.04,,100.0,1.8,0.0,0.0,0.0,100.0,36.7,0.485,59.03,0.0227,1.8758
2022-12-30,72134.0,132019.65,0.16,2.12,0.16,0.14,0.0,33188.85,67334.0,18134.0,123234.69,48700.0,,,,,,,48700.0,,,,0.13,,6.49,6.49,969889.0,1775090.85,1.81,6.49,19.33,0.5241,68.74,0.0695,1.8302
2023-01-02,31659.0,61551.43,0.07,0.93,0.07,0.06,0.0,35256.12,26859.0,18134.0,52219.27,,,,0.08,,40475.0,,,,,,0.05,,2.59,2.59,1010364.0,1964349.69,1.85,2.59,28.75,0.3521,44.46,0.0305,1.9442
2023-01-03,31659.0,79147.5,0.07,0.93,0.07,0.06,0.0,45335.0,26859.0,18134.0,67147.5,,,,,,,,,,,,0.05,,2.59,2.59,1010364.0,2525910.0,1.99,2.58,29.25,0.3495,43.64,0.0305,2.5
2023-01-04,31659.0,78356.02,0.07,0.89,0.07,0.08,0.0,44881.65,26859.0,18134.0,66476.02,,,,,,,,,,,,0.07,,2.59,2.59,1010364.0,2500650.9,2.51,2.59,29.1,0.3497,43.72,0.0305,2.475
2023-01-05,65087.0,195261.0,0.15,1.78,0.15,0.16,0.0,54402.0,60287.0,18134.0,180861.0,33428.0,,,,,,,33428.0,,,,0.15,,5.81,5.81,976936.0,2930808.0,2.44,5.81,21.16,0.4935,65.68,0.0627,3.0
2023-01-06,64087.0,203155.79,0.14,1.58,0.14,0.19,0.0,57484.78,59287.0,18134.0,187939.79,,,,0.0,,1000.0,,,,,,0.18,,5.72,5.71,976936.0,3096887.12,2.9,5.73,21.73,0.4848,64.75,0.0618,3.17
2023-01-09,44775.0,132444.45,0.1,1.02,0.1,0.14,0.0,53640.37,39975.0,18134.0,118246.05,,,,0.05,,19312.0,,,,,,0.13,,3.87,3.87,992548.0,2935956.98,3.11,3.88,31.08,0.3799,49.59,0.0433,2.958
2023-01-10,44775.0,138802.5,0.1,0.98,0.1,0.13,0.0,56215.4,39975.0,18134.0,123922.5,,,,,,,,,,,,0.12,,3.87,3.87,992548.0,3076898.8,2.94,3.87,30.89,0.3814,49.9,0.0433,3.1
2023-01-11,44775.0,144645.64,0.1,0.99,0.1,0.14,0.0,58581.89,39975.0,18134.0,129139.24,,,,,,,,,,,,0.12,,3.87,3.87,992548.0,3206426.31,3.07,3.87,30.94,0.381,49.82,0.0433,3.2305
2023-01-12,58031.0,171655.7,0.13,1.26,0.13,0.18,0.0,92289.6,62706.0,31200.0,185484.35,22731.0,,13066.0,,,,,22731.0,0.04,,,0.2,,6.07,6.07,970007.0,2869280.71,3.11,6.08,24.37,0.282,39.39,0.0562,2.958
2023-01-13,61875.0,186645.94,0.14,1.35,0.14,0.19,0.0,94114.8,57075.0,31200.0,172166.74,,,,0.03,,5631.0,,,,,,0.17,,5.53,5.52,975638.0,2943012.03,2.88,5.53,23.89,0.292,41.51,0.0599,3.0165
2023-01-16,61875.0,193978.13,0.14,1.34,0.14,0.19,0.0,97812.0,57075.0,31200.0,178930.13,,,,,,,,,,,,0.17,,5.53,5.52,975638.0,3058625.13,2.95,5.53,23.39,0.2923,41.63,0.0599,3.135
2023-01-17,61875.0,185625.0,0.14,1.33,0.14,0.19,0.0,93600.0,57075.0,31200.0,171225.0,,,,,,,,,,,,0.18,,5.53,5.52,975638.0,2926914.0,3.07,5.53,22.54,0.2975,43.08,0.0599,3.0
2023-01-18,79673.0,237425.54,0.18,1.54,0.18,0.24,0.0,107077.36,80024.0,35932.0,238471.52,22949.0,0.01,,,4732.0,,0.01,22949.0,,,,0.24,,7.75,7.75,952689.0,2839013.22,2.86,7.75,33.16,0.3012,38.65,0.0771,2.98
2023-01-19,66607.0,197822.79,0.15,1.3,0.15,0.2,0.0,106718.04,61807.0,35932.0,183566.79,,,,0.06,,18217.0,,,,,,0.18,,5.98,5.98,970906.0,2883590.82,2.89,5.99,26.66,0.288,39.63,0.0645,2.97
2023-01-20,66607.0,199487.97,0.15,1.3,0.15,0.2,0.0,107616.34,61807.0,35932.0,185111.97,,,,,,,,,,,,0.18,,5.98,5.98,970906.0,2907863.47,2.87,5.99,26.95,0.2874,39.37,0.0645,2.995
2023-01-23,66607.0,197822.79,0.15,1.32,0.15,0.2,0.0,106718.04,61807.0,35932.0,183566.79,,,,,,,,,,,,0.18,,5.98,5.98,970906.0,2883590.82,2.9,5.99,26.59,0.2878,39.6,0.0645,2.97
2023-01-24,66607.0,190496.02,0.15,1.35,0.15,0.2,0.0,102765.52,61807.0,35932.0,176768.02,,,,,,,,,,,,0.18,,5.98,5.98,970906.0,2776791.16,2.88,5.99,26.01,0.2883,39.94,0.0645,2.86
2023-01-25,58007.0,166596.1,0.13,1.18,0.13,0.17,0.0,90847.1,57507.0,31632.0,165160.1,,,,0.01,,4300.0,,,,,4300.0,0.16,0.01,5.59,5.59,970906.0,2788442.03,2.77,5.59,30.82,0.3573,45.32,0.0564,2.872
2023-01-26,58007.0,166480.09,0.13,1.19,0.13,0.17,0.0,90783.84,57507.0,31632.0,165045.09,,,,,,,,,,,,0.17,,5.59,5.59,970906.0,2786500.22,2.79,5.59,30.66,0.3579,45.5,0.0564,2.87
2023-01-27,58007.0,168220.3,0.13,1.21,0.13,0.17,0.0,91732.8,57507.0,31632.0,166770.3,,,,,,,,,,,,0.16,,5.59,5.59,970906.0,2815627.4,2.78,5.59,30.93,0.3573,45.27,0.0564,2.9
2023-01-30,58007.0,167640.23,0.13,1.26,0.13,0.17,0.0,91416.48,57507.0,31632.0,166195.23,,,,,,,,,,,,0.17,,5.59,5.59,970906.0,2805918.34,2.81,5.59,30.63,0.3578,45.48,0.0564,2.89
2023-01-31,58007.0,168017.28,0.13,1.32,0.13,0.17,0.0,91622.09,57507.0,31632.0,166569.03,,,,,,,,,,,,0.17,,5.59,5.59,970906.0,2812229.23,2.81,5.59,30.72,0.3577,45.45,0.0564,2.8965
2023-02-01,58007.0,165929.02,0.13,1.39,0.13,0.17,0.0,90483.34,57507.0,31632.0,164498.77,,,,,,,,,,,,0.16,,5.59,5.59,970906.0,2777276.61,2.78,5.59,30.59,0.3571,45.35,0.0564,2.8605
2023-02-02,58007.0,166074.04,0.13,1.44,0.13,0.17,0.0,90562.42,57507.0,31632.0,164642.54,,,,,,,,,,,,0.16,,5.59,5.59,970906.0,2779703.88,2.78,5.59,30.69,0.3578,45.48,0.0564,2.863
2023-02-03,58007.0,165900.02,0.93,1.49,0.13,0.17,0.0,90467.52,57507.0,31632.0,164470.02,,,,,,,,,,,,0.17,,5.59,5.59,970906.0,2776791.16,2.82,5.59,30.47,0.3589,45.8,0.0564,2.86
2023-02-06,54514.0,160843.56,0.87,1.44,0.12,0.16,0.0,83024.12,57507.0,28139.0,169674.4,,,,,,,,,,,3493.0,0.17,0.01,5.59,5.59,970906.0,2864658.15,2.81,5.59,26.69,0.367,48.29,0.053,2.9505
2023-02-07,54514.0,161415.95,0.87,1.51,0.12,0.16,0.0,83319.58,54014.0,28139.0,159935.45,,,,0.01,,3493.0,,,,,,0.16,,5.25,5.25,974399.0,2885195.44,2.88,5.25,26.3,0.3672,48.35,0.053,2.961
2023-02-08,54514.0,161497.73,0.87,1.55,0.12,0.16,0.0,83361.79,54014.0,28139.0,160016.48,,,,,,,,,,,,0.16,,5.25,5.25,974399.0,2886657.04,2.88,5.25,26.28,0.3671,48.32,0.053,2.9625
2023-02-09,54514.0,162887.83,0.87,1.58,0.12,0.16,0.0,84079.33,54014.0,28139.0,161393.83,,,,,,,,,,,,0.16,,5.25,5.25,974399.0,2911504.21,2.89,5.25,26.4,0.3669,48.29,0.053,2.988
2023-02-10,54514.0,153184.34,0.87,1.59,0.12,0.16,0.0,79070.59,54014.0,28139.0,151779.34,,,,,,,,,,,,0.16,,5.25,5.25,974399.0,2738061.19,2.93,5.25,25.69,0.3718,49.34,0.053,2.81
2023-02-13,51289.0,131530.64,0.82,1.46,0.11,0.14,0.0,63891.95,54014.0,24914.0,138518.9,,,,,,,,,,,3225.0,0.15,0.01,5.25,5.25,974399.0,2498846.24,2.73,5.25,27.55,0.3901,52.31,0.0498,2.5645
2023-02-14,51289.0,130274.06,0.82,1.42,0.11,0.13,0.0,63281.56,50789.0,24914.0,129004.06,,,,0.02,,3225.0,,,,,,0.13,,100.0,99.03,0.0,0.0,0.0,100.0,27.05,0.3843,51.49,1.0,2.54
2023-02-15,51289.0,134377.18,0.82,1.53,0.11,0.13,0.0,65274.68,50789.0,24914.0,133067.18,,,,,,,,,,,,0.13,,100.0,99.03,0.0,0.0,0.0,100.0,26.75,0.382,51.14,1.0,2.62
2023-02-16,62369.0,157793.57,1.0,1.93,0.14,0.16,0.0,63032.42,50789.0,24914.0,128496.17,,,,,,,,,,,,0.13,,100.0,99.03,0.0,0.0,0.0,100.0,35.13,0.3543,42.55,1.216,2.53
2023-02-17,62179.0,155447.5,0.99,2.17,0.14,0.16,0.0,62285.0,50599.0,24914.0,126497.5,,,,0.0,,190.0,,,,,,0.13,,100.0,98.65,0.0,0.0,0.0,100.0,35.22,0.3516,41.81,1.2123,2.5
2023-02-20,64677.0,158458.65,1.03,2.51,0.14,0.16,0.0,61039.3,39763.0,24914.0,97419.35,,,,0.06,,23436.0,,,,12600.0,,0.1,,100.0,98.76,0.0,0.0,0.0,100.0,33.66,0.3568,44.0,1.6064,2.45
2023-02-21,35260.0,88502.6,0.56,1.45,0.08,0.09,0.0,29065.8,23680.0,11580.0,59436.8,,,,0.04,,16083.0,,,,,13334.0,0.06,0.04,100.0,97.93,0.0,0.0,0.0,100.0,35.42,0.5247,63.17,1.4582,2.51
2023-02-22,35260.0,85681.8,0.56,1.49,0.08,0.09,0.0,28139.4,23680.0,11580.0,57542.4,,,,,,,,,,,,0.06,,100.0,97.93,0.0,0.0,0.0,100.0,36.01,0.5212,62.56,1.4582,2.43
2023-02-23,35260.0,80604.36,0.56,1.51,0.08,0.08,0.0,26471.88,23680.0,11580.0,54132.48,,,,,,,,,,,,0.06,,100.0,97.93,0.0,0.0,0.0,100.0,36.37,0.5191,62.17,1.4582,2.286
2023-02-24,24180.0,52712.4,0.39,1.07,0.05,0.05,0.0,25244.4,23680.0,11580.0,51622.4,,,,,,,,,,,,0.05,,100.0,97.93,0.0,0.0,0.0,100.0,44.64,0.4831,53.23,1.0,2.18
2023-02-27,13499.0,29697.8,0.22,0.6,0.03,0.03,0.0,1977.8,12999.0,899.0,28597.8,,,,0.03,,11080.0,,,,399.0,10681.0,0.03,0.02,100.0,99.23,0.0,0.0,0.0,100.0,3.68,0.8734,93.33,1.0305,2.2
2023-02-28,13499.0,29083.6,0.22,0.61,0.03,0.03,0.0,1936.9,12999.0,899.0,28006.35,,,,,,,,,,,,0.03,,100.0,99.23,0.0,0.0,0.0,100.0,3.73,0.8742,93.38,1.0305,2.1545
2023-03-01,13499.0,29394.07,0.22,0.82,0.03,0.03,0.0,1957.57,12999.0,899.0,28305.32,,,,,,,,,,,,0.03,,100.0,99.23,0.0,0.0,0.0,100.0,3.69,0.8732,93.32,1.0305,2.1775
2023-03-02,13499.0,29562.81,0.22,0.84,0.03,0.03,0.0,1968.81,12999.0,899.0,28467.81,,,,,,,,,,,,0.03,,100.0,99.23,0.0,0.0,0.0,100.0,3.74,0.8726,93.29,1.0305,2.19
2023-03-03,13499.0,29022.85,0.22,0.79,0.03,0.03,0.0,1932.85,12999.0,899.0,27947.85,,,,,,,,,,,,0.03,,100.0,99.23,0.0,0.0,0.0,100.0,3.71,0.8744,93.39,1.0305,2.15
2023-03-06,13499.0,28752.87,0.22,0.79,0.03,0.03,0.0,1914.87,12999.0,899.0,27687.87,,,,,,,,,,,,0.03,,100.0,99.23,0.0,0.0,0.0,100.0,3.68,0.8743,93.39,1.0305,2.13
2023-03-07,13499.0,28894.61,0.22,0.8,0.03,0.03,0.0,1924.31,12999.0,899.0,27824.36,,,,,,,,,,,,0.03,,100.0,99.23,0.0,0.0,0.0,100.0,3.76,0.8723,93.28,1.0305,2.1405
2023-03-08,13499.0,28482.89,0.22,0.83,0.03,0.03,0.0,1896.89,12999.0,899.0,27427.89,,,,,,,,,,,,0.03,,100.0,99.23,0.0,0.0,0.0,100.0,3.73,0.8738,93.36,1.0305,2.11
2023-03-09,13499.0,28806.87,0.22,0.82,0.03,0.03,0.0,1918.47,12999.0,899.0,27739.87,,,,,,,,,,,,0.03,,100.0,99.23,0.0,0.0,0.0,100.0,3.7,0.873,93.31,1.0305,2.134
2023-03-10,13499.0,28327.65,0.22,0.82,0.03,0.03,0.0,1886.55,12999.0,899.0,27278.4,,,,,,,,,,,,0.03,,100.0,99.23,0.0,0.0,0.0,100.0,3.69,0.8746,93.4,1.0305,2.0985
2023-03-13,13499.0,27942.93,0.22,0.81,0.03,0.03,0.0,1860.93,12999.0,899.0,26907.93,,,,,,,,,,,,0.03,,100.0,99.23,0.0,0.0,0.0,100.0,3.69,0.8745,93.4,1.0305,2.07
2023-03-14,3927.0,7815.52,0.06,0.24,0.01,0.01,0.0,1789.19,3427.0,899.0,6820.42,,,,0.02,,9572.0,,,,,,0.01,,100.0,97.14,0.0,0.0,0.0,100.0,12.82,0.6247,77.38,1.1131,1.9902
2023-03-15,1616.0,3175.12,0.03,0.09,0.0,0.0,0.0,1766.36,1116.0,899.0,2192.72,,,,0.0,,2311.0,,,,,,0.0,,100.0,91.7,0.0,0.0,0.0,100.0,31.39,0.3538,44.28,1.3279,1.9648
2023-03-16,899.0,1798.0,0.01,0.05,0.0,0.0,0.0,1798.0,399.0,899.0,798.0,,,,0.0,,717.0,,,,,,0.0,,100.0,79.8,0.0,0.0,0.0,100.0,44.88,0.5052,55.12,1.798,2.0
2023-03-17,899.0,1798.0,0.01,0.05,0.0,0.0,0.0,1798.0,399.0,899.0,798.0,,,,,,,,,,,,0.0,,100.0,79.8,0.0,0.0,0.0,100.0,44.41,0.5062,55.59,1.798,2.0
2023-03-20,899.0,1797.1,0.01,0.05,0.0,0.0,0.0,1797.1,399.0,899.0,797.6,,,,,,,,,,,,0.0,,100.0,79.8,0.0,0.0,0.0,100.0,44.42,0.5062,55.58,1.798,1.999
2023-03-21,899.0,1762.4,0.01,0.06,0.0,0.0,0.0,1762.4,399.0,899.0,782.2,,,,,,,,,,,,0.0,,100.0,79.8,0.0,0.0,0.0,100.0,43.93,0.5074,56.07,1.798,1.9604
2023-03-22,899.0,1744.06,0.01,0.06,0.0,0.0,0.0,1744.06,399.0,899.0,774.06,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,44.22,0.5067,55.78,2.2531,1.94
2023-03-23,899.0,1780.02,0.01,0.05,0.0,0.0,0.0,1780.02,399.0,899.0,790.02,,,,,,,,,,,,0.0,,100.0,79.8,0.0,0.0,0.0,100.0,44.9,0.5052,55.1,1.798,1.98
2023-03-24,899.0,1726.08,0.01,0.05,0.0,0.0,0.0,1726.08,399.0,899.0,766.08,,,,,,,,,,,,0.0,,100.0,79.8,0.0,0.0,0.0,100.0,43.29,0.509,56.71,1.798,1.92
2023-03-27,899.0,1735.43,0.01,0.06,0.0,0.0,0.0,1735.43,399.0,899.0,770.23,,,,,,,,,,,,0.0,,100.0,79.8,0.0,0.0,0.0,100.0,44.55,0.5059,55.45,1.798,1.9304
2023-03-28,899.0,1753.05,0.01,0.06,0.0,0.0,0.0,1753.05,399.0,899.0,778.05,,,,,,,,,,,,0.0,,100.0,79.8,0.0,0.0,0.0,100.0,44.67,0.5057,55.33,1.798,1.95
2023-03-29,899.0,1726.08,0.01,0.06,0.0,0.0,0.0,1726.08,399.0,899.0,766.08,,,,,,,,,,,,0.0,,100.0,79.8,0.0,0.0,0.0,100.0,43.94,0.5073,56.06,1.798,1.92
2023-03-30,899.0,1708.1,0.01,0.06,0.0,0.0,0.0,1708.1,399.0,899.0,758.1,,,,,,,,,,,,0.0,,100.0,79.8,0.0,0.0,0.0,100.0,44.29,0.5065,55.71,1.798,1.9
2023-03-31,899.0,1708.46,0.01,0.06,0.0,0.0,0.0,1708.46,399.0,899.0,758.26,,,,,,,,,,,,0.0,,100.0,79.8,0.0,0.0,0.0,100.0,44.16,0.5068,55.84,1.798,1.9004
2023-04-03,899.0,1724.28,0.01,0.07,0.0,0.0,0.0,1724.28,399.0,899.0,765.28,,,,,,,,,,,,0.0,,100.0,3.84,0.0,0.0,0.0,100.0,44.63,0.5058,55.37,0.0864,1.918
2023-04-04,899.0,1905.88,0.01,0.07,0.0,0.0,0.0,1905.88,399.0,899.0,845.88,,,,,,,,,,,,0.0,,100.0,3.84,0.0,0.0,0.0,100.0,46.99,0.5018,53.01,0.0864,2.12
2023-04-05,899.0,1806.99,0.01,0.04,0.0,0.0,0.0,1806.99,399.0,899.0,801.99,,,,,,,,,,,,0.0,,100.0,3.84,0.0,0.0,0.0,100.0,42.88,0.5101,57.12,0.0864,2.01
2023-04-06,899.0,1798.0,0.01,0.04,0.0,0.0,0.0,1798.0,399.0,899.0,798.0,,,,,,,,,,,,0.0,,100.0,3.84,0.0,0.0,0.0,100.0,42.83,0.5103,57.17,0.0864,2.0
2023-04-07,899.0,1798.0,0.01,0.04,0.0,0.0,0.0,1798.0,399.0,899.0,798.0,,,,,,,,,,,,0.0,,100.0,3.84,0.0,0.0,0.0,100.0,42.86,0.5102,57.14,0.0864,
2023-04-10,899.0,1798.0,0.01,0.04,0.0,0.0,0.0,1798.0,399.0,899.0,798.0,,,,,,,,,,,,0.0,,100.0,4.99,0.0,0.0,0.0,100.0,44.18,0.5068,55.82,0.1124,
2023-04-11,899.0,1806.99,0.01,0.04,0.0,0.0,0.0,1806.99,399.0,899.0,801.99,,,,,,,,,,,,0.0,,100.0,3.84,0.0,0.0,0.0,100.0,44.43,0.5062,55.57,0.0864,2.01
2023-04-12,899.0,1798.0,0.01,0.04,0.0,0.0,0.0,1798.0,399.0,899.0,798.0,,,,,,,,,,,,0.0,,100.0,5.32,0.0,0.0,0.0,100.0,44.36,0.5064,55.64,0.1199,2.0
2023-04-13,899.0,1796.2,0.01,0.04,0.0,0.0,0.0,1796.2,399.0,899.0,797.2,,,,,,,,,,,,0.0,,100.0,3.84,0.0,0.0,0.0,100.0,44.46,0.5061,55.54,0.0864,1.998
2023-04-14,899.0,1763.84,0.01,0.04,0.0,0.0,0.0,1763.84,399.0,899.0,782.84,,,,,,,,,,,,0.0,,100.0,3.84,0.0,0.0,0.0,100.0,43.78,0.5077,56.22,0.0864,1.962
2023-04-17,899.0,1708.1,0.01,0.04,0.0,0.0,0.0,1708.1,399.0,899.0,758.1,,,,,,,,,,,,0.0,,100.0,3.84,0.0,0.0,0.0,100.0,43.41,0.5087,56.59,0.0864,1.9
2023-04-18,899.0,1724.28,0.01,0.04,0.0,0.0,0.0,1724.28,399.0,899.0,765.28,,,,,,,,,,,,0.0,,100.0,3.84,0.0,0.0,0.0,100.0,44.68,0.5057,55.32,0.0864,1.918
2023-04-19,899.0,1690.12,0.01,0.04,0.0,0.0,0.0,1690.12,399.0,899.0,750.12,,,,,,,,,,,,0.0,,100.0,3.84,0.0,0.0,0.0,100.0,43.79,0.5077,56.21,0.0864,1.88
2023-04-20,899.0,1684.73,0.01,0.04,0.0,0.0,0.0,1684.73,399.0,899.0,747.73,,,,,,,,,,,,0.0,,100.0,3.84,0.0,0.0,0.0,100.0,44.34,0.5064,55.66,0.0864,1.874
