,COMO FP Equity_DX_SI_QTY,COMO FP Equity_DX_SHORT_INTEREST_VALUE,COMO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,COMO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,COMO FP Equity_DX_SI_MV,COMO FP Equity_DX_DSS,COMO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,COMO FP Equity_DX_SUPPLY_SI_QTY,COMO FP Equity_DX_BROKER_SI_QTY,COMO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,COMO FP Equity_DX_BROKER_SI_MV_NEW_x,COMO FP Equity_DX_SUPPLY_SI_QTY_NEW_x,COMO FP Equity_DX_SUPPLY_SI_QTY_INC_x,COMO FP Equity_DX_BROKER_SI_MV_INC_x,COMO FP Equity_DX_SUPPLY_SI_MV_NEW,COMO FP Equity_DX_BROKER_SI_QTY_ADD,COMO FP Equity_DX_BROKER_SI_QTY_NEW,COMO FP Equity_DX_SUPPLY_SI_MV_DEC,COMO FP Equity_DX_BROKER_SI_QTY_INC,COMO FP Equity_DX_SUPPLY_SI_QTY_DEC,COMO FP Equity_DX_BROKER_SI_MV_NEW_y,COMO FP Equity_DX_SUPPLY_SI_QTY_NEW_y,COMO FP Equity_DX_BROKER_SI_MV_INC_y,COMO FP Equity_DX_SUPPLY_SI_QTY_INC_y,COMO FP Equity_DX_BROKER_SI_MV_ADD,COMO FP Equity_DX_SUPPLY_SI_QTY_ADD,COMO FP Equity_DX_BROKER_SI_QTY_DEC,COMO FP Equity_DX_SUPPLY_SI_MV,COMO FP Equity_DX_BROKER_SI_MV_DEC,COMO FP Equity_DX_SUPPLY_SI_MV_RMV,COMO FP Equity_DX_BROKER_SI_MV_RMV,COMO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,COMO FP Equity_DX_UTILIZATION_QUANTITY,COMO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,COMO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,COMO FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,COMO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,COMO FP Equity_DX_ACTIVE_UTILIZATION_MV,COMO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,COMO FP Equity_DX_BROKER_SI_CON_RATIO,COMO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,COMO FP Equity_DX_DEMAND_SUPPLY_RATIO
2018-02-08,126000.0,1823220.0,4.08,0.21,1.82,,1143130.0,47000.0,79000.0,680090.0,,,,,,,,,,,,,,,,,51200.0,0.68,0.75,,,21.64,6.17,170152.0,2462099.44,,2.46,21.64,40.44,0.5151,59.29,0.1653
2018-02-09,168900.0,2416959.0,5.31,0.28,2.43,,1539756.0,61300.0,107600.0,877203.0,,,14300.0,0.4,,,,,28600.0,,,,0.4,14300.0,,,,0.88,,,,42.39,8.89,83318.0,1192280.58,,1.2,42.39,42.7,0.5084,57.1,0.2449
2018-02-12,136900.0,1953289.2,4.16,0.23,1.95,,1535236.8,29300.0,107600.0,418052.4,,,,,,,,0.46,,32000.0,,,,,,,,0.42,,,,20.26,4.29,115318.0,1645357.22,,1.65,20.26,42.72,0.5084,57.09,0.2003
2018-02-13,72900.0,1034451.0,2.21,0.12,1.04,,618684.0,29300.0,43600.0,415767.0,,,,,,,,,,,,,,,,,64000.0,0.42,0.9,,,20.26,4.23,115318.0,1636362.42,,1.64,20.26,32.68,0.5536,66.84,0.1052
2018-02-14,72900.0,1036127.7,2.2,0.12,1.04,,619686.8,29300.0,43600.0,416440.9,,,,,,,,,,,,,,,,,,0.42,,,,20.26,4.23,115318.0,1639014.73,,1.64,20.26,32.65,0.5538,66.87,0.1052
2018-02-15,229500.0,3264637.5,6.98,0.38,3.27,,1734027.5,107600.0,121900.0,1530610.0,,,78300.0,1.12,,,,,78300.0,,,,1.12,78300.0,,,,1.53,,,,100.0,12.23,0.0,0.0,,0.0,100.0,23.88,0.6338,75.94,0.2609
2018-02-16,229500.0,3299062.5,6.77,0.38,3.29,,1752312.5,107600.0,121900.0,1546750.0,,,,,,,,,,,,,,,,,,1.55,,,,100.0,12.23,0.0,0.0,,0.0,100.0,23.69,0.6358,76.13,0.2609
2018-02-19,215200.0,3118248.0,6.11,0.35,3.09,,1766331.0,93300.0,121900.0,1351917.0,,,,,,,,0.21,,14300.0,,,,,,,,1.34,,,,64.51,10.61,51318.0,743597.82,,0.74,64.51,23.88,0.6338,75.94,0.2446
2018-02-20,186600.0,2714097.0,5.31,0.31,2.7,,1357048.5,93300.0,93300.0,1357048.5,,,,,,,,,,,,,,,,,28600.0,1.35,0.41,,,64.51,10.61,51318.0,746420.31,,0.74,64.51,15.86,0.7293,83.91,0.2121
2018-02-21,186600.0,2717829.0,5.2,0.31,2.71,,1358914.5,93300.0,93300.0,1358914.5,,,,,,,,,,,,,,,,,,1.35,,,,64.51,10.61,51318.0,747446.67,,0.75,64.51,15.86,0.7293,83.91,0.2121
2018-02-22,221600.0,3247548.0,6.22,0.36,3.22,,1623774.0,110800.0,110800.0,1623774.0,,,17500.0,0.37,,,,,25200.0,,,,0.37,17500.0,,,7700.0,1.61,0.11,,,100.0,12.59,0.0,0.0,,0.0,100.0,6.41,0.8764,93.4,0.2519
2018-02-23,221600.0,3259736.0,6.23,0.36,3.25,,1629868.0,110800.0,110800.0,1629868.0,,,,,,,,,,,,,,,,,,1.63,,,,100.0,12.59,0.0,0.0,,0.0,100.0,6.42,0.8762,93.38,0.2519
2018-02-26,143300.0,2116541.0,4.26,0.24,2.11,,1636516.0,32500.0,110800.0,480025.0,,,,,,,,1.15,,78300.0,,,,,,,,0.48,,,,22.47,3.48,112118.0,1655982.86,,1.65,22.47,6.41,0.8765,93.4,0.1534
2018-02-27,65000.0,960375.0,1.94,0.11,0.96,,480187.5,32500.0,32500.0,480187.5,,,,,,,,,,,,,,,,,78300.0,0.48,1.16,,,22.47,3.48,112118.0,1656543.45,,1.66,22.47,21.87,0.6482,77.48,0.0696
2018-02-28,65000.0,957775.0,1.99,0.11,0.96,,478887.5,32500.0,32500.0,478887.5,,,,,,,,,,,,,,,,,,0.48,,,,22.47,3.48,112118.0,1652058.73,,1.65,22.47,21.77,0.6494,77.59,0.0696
2018-03-01,65000.0,953355.0,2.17,0.11,0.96,,476677.5,32500.0,32500.0,476677.5,,,,,,,,,,,,,,,,,,0.48,,,,22.47,3.48,112118.0,1644434.71,,1.65,22.47,21.75,0.6497,77.61,0.0696
2018-03-02,65000.0,945425.0,2.2,0.11,0.95,,472712.5,32500.0,32500.0,472712.5,,,,,,,,,,,,,,,,,,0.47,,,,22.47,3.48,112118.0,1630756.31,,1.63,22.47,22.03,0.6465,77.32,0.0696
2018-03-05,65000.0,955175.0,2.17,0.11,0.95,,477587.5,32500.0,32500.0,477587.5,,,,,,,,,,,,,,,,,,0.48,,,,22.47,3.48,112118.0,1647574.01,,1.65,22.47,21.94,0.6474,77.41,0.0696
2018-03-06,152900.0,2241361.1,5.14,0.25,2.24,,1335434.9,61800.0,91100.0,905926.2,,,29300.0,0.87,,,,,58600.0,,,,0.87,29300.0,,,,0.91,,,,42.73,6.61,82818.0,1214029.06,,1.21,42.73,40.1,0.5169,59.67,0.1637
2018-03-07,127700.0,1865058.5,3.88,0.21,1.87,,1330515.5,36600.0,91100.0,534543.0,,,,,,,,0.37,,25200.0,,,,,,,,0.54,,,,25.31,3.92,108018.0,1577602.89,,1.58,25.31,40.02,0.5172,59.75,0.1367
2018-03-08,102500.0,1490145.0,3.15,0.17,1.49,,958054.2,36600.0,65900.0,532090.8,,,,,,,,,,,,,,,,,25200.0,0.53,0.38,,,25.31,3.92,108018.0,1570365.68,,1.57,25.31,44.29,0.503,55.39,0.1097
2018-03-09,196600.0,2880583.2,7.02,0.32,2.86,,1909155.6,66300.0,130300.0,971427.6,,,29700.0,0.93,,,,,64400.0,,,,0.93,29700.0,,,,0.97,,,,45.84,7.1,78318.0,1147515.34,,1.15,45.84,48.98,0.4986,50.86,0.2104
2018-03-12,196600.0,2870360.0,7.26,0.32,2.88,,1902380.0,66300.0,130300.0,967980.0,,,,,,,,,,,,,,,,,,0.97,,,,45.84,7.1,78318.0,1143442.8,,1.15,45.84,49.1,0.4985,50.74,0.2104
2018-03-13,196600.0,2845195.2,7.82,0.32,2.87,,1885701.6,66300.0,130300.0,959493.6,,,,,,,,,,,,,,,,,,0.97,,,,45.84,7.1,78318.0,1133418.1,,1.15,45.84,49.04,0.4986,50.8,0.2104
2018-03-14,266600.0,3864367.0,10.99,0.43,3.85,,2848267.5,70100.0,196500.0,1016099.5,,,3800.0,0.94,,,,,66200.0,,,,0.94,3800.0,,,,1.02,,,,48.47,7.5,74518.0,1080138.41,,1.08,48.47,49.3,0.499,50.59,0.2854
2018-03-15,208000.0,3028480.0,8.78,0.34,3.01,,2007824.0,70100.0,137900.0,1020656.0,,,,,,,,,,,,,,,,,58600.0,1.02,0.85,,,48.47,7.5,74518.0,1084982.08,,1.08,48.47,49.06,0.4986,50.78,0.2226
2018-03-16,208000.0,3043040.0,8.85,0.34,3.04,,2017477.0,70100.0,137900.0,1025563.0,,,,,,,,,,,,,,,,,,1.03,,,,48.47,7.5,74518.0,1090198.34,,1.09,48.47,49.01,0.4986,50.84,0.2226
2018-03-19,208000.0,3016832.0,8.81,0.34,3.03,,2000101.6,70100.0,137900.0,1016730.4,,,,,,,,,,,,,,,,,,1.02,,,,48.47,7.5,74518.0,1080809.07,,1.08,48.47,49.09,0.4986,50.76,0.2226
2018-03-20,208000.0,3049280.0,8.84,0.34,3.02,,2021614.0,70100.0,137900.0,1027666.0,,,,,,,,,,,,,,,,,,1.03,,,,48.47,7.5,74518.0,1092433.88,,1.09,48.47,49.12,0.4986,50.72,0.2226
2018-03-21,208000.0,3079440.0,8.78,0.34,3.07,,2041609.5,70100.0,137900.0,1037830.5,,,,,,,,,,,,,,,,,,1.04,,,,48.47,7.5,74518.0,1103238.99,,1.11,48.47,49.08,0.4986,50.77,0.2226
2018-03-22,141710.0,2079594.25,5.82,0.23,2.09,,2023682.5,3810.0,137900.0,55911.75,,,,,,,,0.98,,66290.0,,,,,,,,0.06,,,,2.63,0.41,140808.0,2066357.4,,2.07,2.63,49.25,0.4986,50.59,0.1517
2018-03-23,42320.0,619353.2,1.82,0.07,0.62,,563593.85,3810.0,38510.0,55759.35,,,,,,,,,,,,,,,,,99390.0,0.06,1.46,,,2.63,0.41,140808.0,2060725.08,,2.06,2.63,9.42,0.8195,90.03,0.0451
2018-03-26,42320.0,616306.16,1.9,0.07,0.62,,560821.13,3810.0,38510.0,55485.03,,,,,,,,,,,,,,,,,,0.06,,,,2.63,0.41,140808.0,2050586.9,,2.05,2.63,9.39,0.8201,90.07,0.0451
2018-03-27,138020.0,2010951.4,6.09,0.22,2.01,,1330386.7,46710.0,91310.0,680564.7,,,42900.0,0.77,,,,,52800.0,,,,0.77,42900.0,,,,0.68,,,,32.3,4.98,97908.0,1426519.56,,1.43,32.3,48.98,0.4979,50.79,0.1471
2018-03-28,206120.0,3003168.4,9.15,0.33,3.0,,1991864.7,69410.0,136710.0,1011303.7,,,22700.0,0.65,,,,,45400.0,,,,0.65,22700.0,,,,1.01,,,,48.0,7.4,75208.0,1095780.56,,1.09,48.0,49.12,0.4986,50.73,0.2197
2018-03-29,206120.0,3020688.6,9.11,0.33,3.0,,2003485.05,69410.0,136710.0,1017203.55,,,,,,,,,,,,,,,,,,1.01,,,,48.0,7.4,75208.0,1102173.24,,1.11,47.72,48.92,0.4987,50.92,0.2197
2018-03-30,206120.0,3020688.6,9.79,0.33,3.02,,2003485.05,69410.0,136710.0,1017203.55,,,,,,,,,,,,,,,,,,1.02,,,,48.0,7.4,75208.0,1102173.24,,1.1,48.0,49.17,0.4986,50.67,0.2197
2018-04-02,206120.0,3020688.6,9.79,0.33,3.02,,2003485.05,69410.0,136710.0,1017203.55,,,,,,,,,,,,,,,,,,1.02,,,,48.0,7.4,75208.0,1102173.24,,1.1,48.0,49.22,0.4986,50.63,0.2197
2018-04-03,206120.0,3007290.8,9.79,0.33,3.02,,1994598.9,69410.0,136710.0,1012691.9,,,,,,,,,,,,,,,,,,1.01,,,,48.0,7.4,75208.0,1097284.72,,1.1,48.0,49.22,0.4986,50.63,0.2197
2018-04-04,164710.0,2376765.3,9.09,0.27,2.39,,2171859.3,14200.0,150510.0,204906.0,,,,0.19,,,,0.81,13800.0,55210.0,,,0.19,,,,,0.2,,,,9.82,1.51,130418.0,1881931.74,,1.87,9.82,49.21,0.4987,50.65,0.1755
2018-04-05,35300.0,516544.9,1.99,0.06,0.51,,308756.3,14200.0,21100.0,207788.6,,,,,,,,,,,,,,,,,129410.0,0.21,1.9,,,9.82,1.51,130418.0,1908406.59,,1.91,9.82,32.65,0.5468,66.34,0.0376
2018-04-06,35300.0,512026.5,2.06,0.06,0.51,,306055.5,14200.0,21100.0,205971.0,,,,,,,,,,,,,,,,,,0.21,,,,9.82,1.51,130418.0,1891713.09,,1.89,9.82,32.72,0.5466,66.29,0.0376
2018-04-09,35300.0,516050.7,2.31,0.06,0.51,,308460.9,14200.0,21100.0,207589.8,,,,,,,,,,,,,,,,,,0.21,,,,9.82,1.51,130418.0,1906580.74,,1.89,9.82,32.64,0.547,66.36,0.0376
2018-04-10,35300.0,521522.2,2.34,0.06,0.52,,311731.4,14200.0,21100.0,209790.8,,,,,,,,,,,,,,,,,,0.21,,,,9.82,1.51,130418.0,1926795.53,,1.93,9.82,32.67,0.5467,66.33,0.0376
2018-04-11,28400.0,422592.0,1.88,0.05,0.42,,313968.0,7300.0,21100.0,108624.0,,,,,,,,0.1,,6900.0,,,,,,,,0.11,,,,5.05,0.78,137318.0,2043291.84,,2.04,5.05,32.74,0.5463,66.26,0.0303
2018-04-12,21500.0,320672.5,1.85,0.03,0.32,,211793.0,7300.0,14200.0,108879.5,,,,,,,,,,,,,,,,,6900.0,0.11,0.1,,,5.05,0.78,137318.0,2048097.97,,2.04,5.05,48.5,0.4857,50.02,0.0229
2018-04-13,14600.0,219219.0,1.25,0.02,0.22,,109609.5,7300.0,7300.0,109609.5,,,,,,,,,,,,,,,,,6900.0,0.11,0.1,,,5.05,0.78,137318.0,2061829.77,,2.06,5.05,2.89,0.9438,97.11,0.0156
2018-04-16,14600.0,218343.0,1.29,0.02,0.22,,109171.5,7300.0,7300.0,109171.5,,,,,,,,,,,,,,,,,,0.11,,,,5.05,0.78,137318.0,2053590.69,,2.05,5.05,2.86,0.9444,97.14,0.0156
2018-04-17,14600.0,217861.2,1.24,0.02,0.22,,108930.6,7300.0,7300.0,108930.6,,,,,,,,,,,,,,,,,,0.11,,,,5.05,0.78,137318.0,2049059.2,,2.05,5.05,2.86,0.9445,97.14,0.0156
2018-04-18,14600.0,220971.0,1.27,0.02,0.22,,110485.5,7300.0,7300.0,110485.5,,,,,,,,,,,,,,,,,,0.11,,,,5.05,0.78,137318.0,2078307.93,,2.07,5.05,2.92,0.9434,97.08,0.0156
2018-04-19,14600.0,222066.0,1.27,0.02,0.22,,111033.0,7300.0,7300.0,111033.0,,,,,,,,,,,,,,,,,,0.11,,,,5.05,0.78,137318.0,2088606.78,,2.09,5.05,2.89,0.9439,97.11,0.0156
2018-04-20,14600.0,221175.4,1.71,0.02,0.22,,110587.7,7300.0,7300.0,110587.7,,,,,,,,,,,,,,,,,,0.11,,,,5.05,0.78,137318.0,2080230.38,,2.08,5.05,2.84,0.9447,97.16,0.0156
2018-04-23,36200.0,549805.6,4.13,0.06,0.55,,438933.2,7300.0,28900.0,110872.4,,,,,,21600.0,,,,,,,,,0.33,,,0.11,,,,100.0,0.82,0.0,0.0,,0.0,100.0,24.53,0.6189,74.74,0.0408
2018-04-24,36200.0,550384.8,4.05,0.06,0.55,,439395.6,7300.0,28900.0,110989.2,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.82,0.0,0.0,,0.0,100.0,24.73,0.6169,74.55,0.0408
2018-04-25,14600.0,222139.0,1.62,0.02,0.22,,111069.5,7300.0,7300.0,111069.5,,,,,,,,,,,,,,,,,21600.0,0.11,0.33,,,100.0,0.73,0.0,0.0,,0.0,100.0,2.88,0.9441,97.12,0.0145
2018-04-26,14600.0,224358.2,1.52,0.02,0.22,,112179.1,7300.0,7300.0,112179.1,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.73,0.0,0.0,,0.0,100.0,2.92,0.9433,97.08,0.0145
2018-04-27,14600.0,224153.8,1.46,0.02,0.22,,112076.9,7300.0,7300.0,112076.9,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.73,0.0,0.0,,0.0,100.0,2.86,0.9445,97.14,0.0145
2018-04-30,14600.0,225000.6,1.19,0.02,0.22,,112500.3,7300.0,7300.0,112500.3,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.73,0.0,0.0,,0.0,100.0,2.88,0.944,97.12,0.0145
2018-05-01,14600.0,225000.6,1.14,0.02,0.22,,112500.3,7300.0,7300.0,112500.3,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.73,0.0,0.0,,0.0,100.0,2.88,0.9441,97.12,0.0145
2018-05-02,14600.0,227409.6,1.14,0.02,0.23,,113704.8,7300.0,7300.0,113704.8,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.73,0.0,0.0,,0.0,100.0,2.89,0.9439,97.11,0.0145
2018-05-03,14600.0,227876.8,1.11,0.02,0.23,,113938.4,7300.0,7300.0,113938.4,,,,,,,,,,,,,,,,,,0.11,,,,100.0,1.23,0.0,0.0,,0.0,100.0,2.87,0.9442,97.13,0.0246
2018-05-04,14600.0,229512.0,1.11,0.02,0.23,,114756.0,7300.0,7300.0,114756.0,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.52,0.0,0.0,,0.0,100.0,2.89,0.9438,97.11,0.0103
2018-05-07,14600.0,231629.0,1.14,0.02,0.23,,115814.5,7300.0,7300.0,115814.5,,,,,,,,,,,,,,,,,,0.12,,,,100.0,0.73,0.0,0.0,,0.0,100.0,2.91,0.9435,97.09,0.0145
2018-05-08,14600.0,228986.4,1.19,0.02,0.23,,114493.2,7300.0,7300.0,114493.2,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.73,0.0,0.0,,0.0,100.0,2.85,0.9447,97.15,0.0145
2018-05-09,14600.0,231833.4,1.08,0.02,0.23,,115916.7,7300.0,7300.0,115916.7,,,,,,,,,,,,,,,,,,0.12,,,,100.0,0.73,0.0,0.0,,0.0,100.0,2.92,0.9433,97.08,0.0145
2018-05-10,14600.0,231818.8,1.07,0.02,0.23,,115909.4,7300.0,7300.0,115909.4,,,,,,,,,,,,,,,,,,0.12,,,,100.0,0.73,0.0,0.0,,0.0,100.0,2.87,0.9443,97.13,0.0145
2018-05-11,14600.0,230957.4,1.08,0.02,0.23,,115478.7,7300.0,7300.0,115478.7,,,,,,,,,,,,,,,,,,0.12,,,,100.0,0.73,0.0,0.0,,0.0,100.0,2.87,0.9443,97.13,0.0145
2018-05-14,14600.0,230417.2,1.08,0.02,0.23,,115208.6,7300.0,7300.0,115208.6,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.73,0.0,0.0,,0.0,100.0,2.89,0.944,97.11,0.0145
2018-05-15,14600.0,232140.0,1.05,0.02,0.23,,116070.0,7300.0,7300.0,116070.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,0.73,0.0,0.0,,0.0,100.0,2.88,0.944,97.12,0.0145
2018-05-16,14600.0,233381.0,1.03,0.02,0.23,,116690.5,7300.0,7300.0,116690.5,,,,,,,,,,,,,,,,,,0.12,,,,100.0,0.73,0.0,0.0,,0.0,100.0,2.89,0.9439,97.11,0.0145
2018-05-17,14600.0,234344.6,0.9,0.02,0.23,,117172.3,7300.0,7300.0,117172.3,,,,,,,,,,,,,,,,,,0.12,,,,100.0,0.73,0.0,0.0,,0.0,100.0,2.89,0.9439,97.11,0.0145
2018-05-18,47600.0,766360.0,2.97,0.08,0.76,,487830.0,17300.0,30300.0,278530.0,,,10000.0,0.16,,13000.0,,,10000.0,,,,0.16,10000.0,0.21,,,0.28,,,,100.0,1.72,0.0,0.0,,0.0,100.0,42.74,0.5027,56.56,0.0474
2018-05-21,47600.0,769787.2,2.68,0.08,0.77,,490011.6,17300.0,30300.0,279775.6,,,,,,,,,,,,,,,,,,0.28,,,,100.0,1.72,0.0,0.0,,0.0,100.0,42.73,0.5027,56.57,0.0474
2018-05-22,47600.0,774642.4,2.65,0.08,0.77,,493102.2,17300.0,30300.0,281540.2,,,,,,,,,,,,,,,,,,0.28,,,,100.0,1.72,0.0,0.0,,0.0,100.0,42.71,0.5027,56.59,0.0474
2018-05-23,47600.0,773500.0,2.56,0.08,0.77,,492375.0,17300.0,30300.0,281125.0,,,,,,,,,,,,,,,,,,0.28,,,,100.0,1.72,0.0,0.0,,0.0,100.0,42.89,0.5023,56.41,0.0474
2018-05-24,47600.0,776022.8,2.47,0.08,0.77,,493980.9,17300.0,30300.0,282041.9,,,,,,,,,,,,,,,,,,0.28,,,,100.0,1.72,0.0,0.0,,0.0,100.0,42.82,0.5025,56.48,0.0474
2018-05-25,47600.0,769692.0,2.3,0.08,0.77,,489951.0,17300.0,30300.0,279741.0,,,,,,,,,,,,,,,,,,0.28,,,,100.0,1.57,0.0,0.0,,0.0,100.0,42.85,0.5025,56.47,0.0433
2018-05-28,47600.0,765979.2,2.2,0.08,0.77,,487587.6,17300.0,30300.0,278391.6,,,,,,,,,,,,,,,,,,0.28,,,,100.0,1.57,0.0,0.0,,0.0,100.0,42.76,0.5027,56.55,0.0433
2018-05-29,47600.0,772167.2,2.15,0.08,0.77,,491526.6,17300.0,30300.0,280640.6,,,,,,,,,,,,,,,,,,0.28,,,,100.0,1.57,0.0,0.0,,0.0,100.0,42.79,0.5025,56.5,0.0433
2018-05-30,34600.0,557717.4,1.46,0.05,0.56,,488405.7,4300.0,30300.0,69311.7,,,,,,,,0.21,,13000.0,,,,,,,,0.07,,,,100.0,0.39,0.0,0.0,,0.0,100.0,42.72,0.5028,56.59,0.0315
2018-05-31,8600.0,138623.4,0.36,0.01,0.14,,69311.7,4300.0,4300.0,69311.7,,,,,,,,,,,,,,,,,26000.0,0.07,0.42,,,100.0,0.39,0.0,0.0,,0.0,100.0,4.85,0.9076,95.15,0.0078
2018-06-01,8600.0,138004.2,0.36,0.01,0.14,,69002.1,4300.0,4300.0,69002.1,,,,,,,,,,,,,,,,,,0.07,,,,100.0,0.39,0.0,0.0,,0.0,100.0,4.86,0.9076,95.14,0.0078
2018-06-04,8600.0,136000.4,0.37,0.01,0.14,,68000.2,4300.0,4300.0,68000.2,,,,,,,,,,,,,,,,,,0.07,,,,100.0,0.39,0.0,0.0,,0.0,100.0,4.81,0.9084,95.19,0.0078
2018-06-05,8600.0,135613.4,0.37,0.01,0.14,,67806.7,4300.0,4300.0,67806.7,,,,,,,,,,,,,,,,,,0.07,,,,100.0,0.39,0.0,0.0,,0.0,100.0,4.84,0.9078,95.16,0.0078
2018-06-06,8600.0,135063.0,0.37,0.01,0.14,,67531.5,4300.0,4300.0,67531.5,,,,,,,,,,,,,,,,,,0.07,,,,100.0,0.35,0.0,0.0,,0.0,100.0,4.87,0.9073,95.13,0.007
2018-06-07,8600.0,134908.2,0.36,0.01,0.13,,67454.1,4300.0,4300.0,67454.1,,,,,,,,,,,,,,,,,,0.07,,,,100.0,0.35,0.0,0.0,,0.0,100.0,4.88,0.9071,95.12,0.007
2018-06-08,8600.0,135630.6,0.36,0.01,0.14,,67815.3,4300.0,4300.0,67815.3,,,,,,,,,,,,,,,,,,0.07,,,,100.0,0.35,0.0,0.0,,0.0,100.0,4.88,0.9071,95.12,0.007
2018-06-11,8600.0,135579.0,0.37,0.01,0.14,,67789.5,4300.0,4300.0,67789.5,,,,,,,,,,,,,,,,,,0.07,,,,100.0,0.35,0.0,0.0,,0.0,100.0,4.89,0.9071,95.11,0.007
2018-06-12,8600.0,135192.0,0.41,0.01,0.14,,67596.0,4300.0,4300.0,67596.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,0.35,0.0,0.0,,0.0,100.0,4.89,0.9071,95.11,0.007
2018-06-13,8600.0,135536.0,0.42,0.01,0.14,,67768.0,4300.0,4300.0,67768.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,0.35,0.0,0.0,,0.0,100.0,4.86,0.9076,95.14,0.007
2018-06-14,8600.0,136069.2,0.43,0.01,0.14,,68034.6,4300.0,4300.0,68034.6,,,,,,,,,,,,,,,,,,0.07,,,,100.0,0.35,0.0,0.0,,0.0,100.0,4.93,0.9062,95.07,0.007
2018-06-15,8600.0,134805.0,0.42,0.01,0.14,,67402.5,4300.0,4300.0,67402.5,,,,,,,,,,,,,,,,,,0.07,,,,100.0,0.35,0.0,0.0,,0.0,100.0,4.79,0.9088,95.21,0.007
2018-06-18,8600.0,134658.8,0.42,0.01,0.14,,67329.4,4300.0,4300.0,67329.4,,,,,,,,,,,,,,,,,,0.07,,,,100.0,0.35,0.0,0.0,,0.0,100.0,4.85,0.9077,95.15,0.007
2018-06-19,8600.0,133119.4,0.37,0.01,0.13,,66559.7,4300.0,4300.0,66559.7,,,,,,,,,,,,,,,,,,0.07,,,,100.0,0.35,0.0,0.0,,0.0,100.0,4.81,0.9084,95.19,0.007
2018-06-20,8600.0,134719.0,0.39,0.01,0.13,,67359.5,4300.0,4300.0,67359.5,,,,,,,,,,,,,,,,,,0.07,,,,100.0,0.35,0.0,0.0,,0.0,100.0,4.94,0.9062,95.06,0.007
2018-06-21,8600.0,133790.2,0.37,0.01,0.13,,66895.1,4300.0,4300.0,66895.1,,,,,,,,,,,,,,,,,,0.07,,,,100.0,0.35,0.0,0.0,,0.0,100.0,4.85,0.9078,95.15,0.007
2018-06-22,28600.0,448791.2,1.19,0.05,0.45,,224395.6,14300.0,14300.0,224395.6,,,10000.0,0.16,,,,,10000.0,,,,0.16,10000.0,,,,0.22,,,,100.0,1.16,0.0,0.0,,0.0,100.0,1.48,0.9709,98.52,0.0233
2018-06-25,28600.0,444072.2,1.12,0.05,0.45,,222036.1,14300.0,14300.0,222036.1,,,,,,,,,,,,,,,,,,0.22,,,,100.0,1.16,0.0,0.0,,0.0,100.0,1.45,0.9714,98.55,0.0233
2018-06-26,28600.0,446160.0,1.07,0.05,0.44,,223080.0,14300.0,14300.0,223080.0,,,,,,,,,,,,,,,,,,0.22,,,,100.0,1.16,0.0,0.0,,0.0,100.0,1.47,0.9709,98.53,0.0233
2018-06-27,28600.0,454539.8,1.09,0.05,0.45,,227269.9,14300.0,14300.0,227269.9,,,,,,,,,,,,,,,,,,0.22,,,,100.0,1.16,0.0,0.0,,0.0,100.0,1.5,0.9704,98.5,0.0233
2018-06-28,28600.0,457342.6,1.19,0.05,0.45,,228671.3,14300.0,14300.0,228671.3,,,,,,,,,,,,,,,,,,0.23,,,,100.0,1.16,0.0,0.0,,0.0,100.0,1.48,0.9708,98.52,0.0233
2018-06-29,28600.0,455340.6,1.19,0.05,0.46,,227670.3,14300.0,14300.0,227670.3,,,,,,,,,,,,,,,,,,0.23,,,,100.0,1.16,0.0,0.0,,0.0,100.0,1.46,0.9713,98.54,0.0233
2018-07-02,28600.0,451422.4,1.28,0.05,0.45,,225711.2,14300.0,14300.0,225711.2,,,,,,,,,,,,,,,,,,0.23,,,,100.0,1.14,0.0,0.0,,0.0,100.0,1.45,0.9714,98.55,0.0229
2018-07-03,28600.0,448247.8,1.29,0.05,0.45,,224123.9,14300.0,14300.0,224123.9,,,,,,,,,,,,,,,,,,0.22,,,,100.0,1.14,0.0,0.0,,0.0,100.0,1.46,0.9713,98.54,0.0229
