,ALCOG FP Equity_DX_SI_QTY,ALCOG FP Equity_DX_SHORT_INTEREST_VALUE,ALCOG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALCOG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALCOG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALCOG FP Equity_DX_SI_MV,ALCOG FP Equity_DX_DSS,ALCOG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALCOG FP Equity_DX_SUPPLY_SI_QTY,ALCOG FP Equity_DX_BROKER_SI_QTY,ALCOG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALCOG FP Equity_DX_BROKER_SI_MV_NEW_x,ALCOG FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALCOG FP Equity_DX_BROKER_SI_MV_INC_x,ALCOG FP Equity_DX_BROKER_SI_QTY_ADD,ALCOG FP Equity_DX_BROKER_SI_QTY_NEW,ALCOG FP Equity_DX_SUPPLY_SI_MV_DEC,ALCOG FP Equity_DX_BROKER_SI_QTY_INC,ALCOG FP Equity_DX_SUPPLY_SI_QTY_DEC,ALCOG FP Equity_DX_BROKER_SI_MV_NEW_y,ALCOG FP Equity_DX_BROKER_SI_MV_INC_y,ALCOG FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALCOG FP Equity_DX_BROKER_SI_MV_ADD,ALCOG FP Equity_DX_SUPPLY_SI_QTY_ADD,ALCOG FP Equity_DX_BROKER_SI_QTY_DEC,ALCOG FP Equity_DX_SUPPLY_SI_MV,ALCOG FP Equity_DX_BROKER_SI_MV_DEC,ALCOG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALCOG FP Equity_DX_UTILIZATION_QUANTITY,ALCOG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALCOG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALCOG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALCOG FP Equity_DX_ACTIVE_UTILIZATION_MV,ALCOG FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALCOG FP Equity_DX_BROKER_SI_CON_RATIO,ALCOG FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALCOG FP Equity_DX_DEMAND_SUPPLY_RATIO
2025-07-29,100.0,494.0,0.01,0.05,0.0,0.0,0.0,247.0,50.0,50.0,247.0,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,1.6949
2025-07-30,100.0,494.0,0.01,0.06,0.0,0.0,0.0,247.0,50.0,50.0,247.0,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,1.6949
2025-07-31,100.0,456.0,0.01,0.06,0.0,0.0,0.0,228.0,50.0,50.0,228.0,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,1.6949
2025-08-01,100.0,460.0,0.01,0.05,0.0,0.0,0.0,230.0,50.0,50.0,230.0,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,1.6949
2025-08-04,100.0,462.0,0.01,0.05,0.0,0.0,0.0,231.0,50.0,50.0,231.0,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,1.6949
2025-08-05,100.0,464.0,0.01,0.05,0.0,0.0,0.0,232.0,50.0,50.0,232.0,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,1.6949
2025-08-06,100.0,464.0,0.01,0.05,0.0,0.0,0.0,232.0,50.0,50.0,232.0,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,1.6949
2025-08-07,100.0,464.0,0.01,0.05,0.0,0.0,0.0,232.0,50.0,50.0,232.0,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,1.6949
2025-08-08,100.0,465.0,0.01,0.06,0.0,0.0,0.0,232.5,50.0,50.0,232.5,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,1.6949
2025-08-11,100.0,485.0,0.01,0.06,0.0,0.0,0.0,242.5,50.0,50.0,242.5,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,1.6949
2025-08-12,100.0,479.0,0.01,0.06,0.0,0.0,0.0,239.5,50.0,50.0,239.5,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,1.6949
2025-08-13,100.0,478.0,0.01,0.06,0.0,0.0,0.0,239.0,50.0,50.0,239.0,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,1.6949
2025-08-14,100.0,478.0,0.01,0.05,0.0,0.0,0.0,239.0,50.0,50.0,239.0,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,1.6949
2025-08-15,100.0,478.0,0.01,0.05,0.0,0.0,0.0,239.0,50.0,50.0,239.0,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,1.6949
2025-08-18,100.0,478.0,0.01,0.06,0.0,0.0,0.0,239.0,50.0,50.0,239.0,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,1.6949
2025-08-19,100.0,478.0,0.01,0.06,0.0,0.0,0.0,239.0,50.0,50.0,239.0,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,1.6949
2025-08-20,100.0,478.0,0.01,0.07,0.0,0.0,0.0,239.0,50.0,50.0,239.0,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,1.6949
2025-08-21,100.0,476.0,0.01,0.07,0.0,0.0,0.0,238.0,50.0,50.0,238.0,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,1.6949
2025-08-22,100.0,478.0,0.01,0.08,0.0,0.0,0.0,239.0,50.0,50.0,239.0,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,1.6949
2025-08-25,100.0,480.0,0.01,0.08,0.0,0.0,0.0,240.0,50.0,50.0,240.0,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,1.6949
2025-08-26,100.0,479.0,0.01,0.08,0.0,0.0,0.0,239.5,50.0,50.0,239.5,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,1.6949
2025-08-27,100.0,480.0,0.01,0.08,0.0,0.0,0.0,240.0,50.0,50.0,240.0,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,1.6949
2025-08-28,100.0,485.0,0.01,0.08,0.0,0.0,0.0,242.5,50.0,50.0,242.5,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,1.6949
