,ALCOG FP Equity_DX_SI_QTY,ALCOG FP Equity_DX_SHORT_INTEREST_VALUE,ALCOG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALCOG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALCOG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALCOG FP Equity_DX_SI_MV,ALCOG FP Equity_DX_DSS,ALCOG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALCOG FP Equity_DX_SUPPLY_SI_QTY,ALCOG FP Equity_DX_BROKER_SI_QTY,ALCOG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALCOG FP Equity_DX_BROKER_SI_MV_NEW_x,ALCOG FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALCOG FP Equity_DX_BROKER_SI_MV_INC_x,ALCOG FP Equity_DX_BROKER_SI_QTY_ADD,ALCOG FP Equity_DX_BROKER_SI_QTY_NEW,ALCOG FP Equity_DX_SUPPLY_SI_MV_DEC,ALCOG FP Equity_DX_BROKER_SI_QTY_INC,ALCOG FP Equity_DX_SUPPLY_SI_QTY_DEC,ALCOG FP Equity_DX_BROKER_SI_MV_NEW_y,ALCOG FP Equity_DX_BROKER_SI_MV_INC_y,ALCOG FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALCOG FP Equity_DX_BROKER_SI_MV_ADD,ALCOG FP Equity_DX_SUPPLY_SI_QTY_ADD,ALCOG FP Equity_DX_BROKER_SI_QTY_DEC,ALCOG FP Equity_DX_SUPPLY_SI_MV,ALCOG FP Equity_DX_BROKER_SI_MV_DEC,ALCOG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALCOG FP Equity_DX_UTILIZATION_QUANTITY,ALCOG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALCOG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALCOG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALCOG FP Equity_DX_ACTIVE_UTILIZATION_MV,ALCOG FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALCOG FP Equity_DX_BROKER_SI_CON_RATIO,ALCOG FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALCOG FP Equity_DX_DEMAND_SUPPLY_RATIO
2023-05-26,50.0,625.0,0.0,0.02,0.0,0.0,0.0,0.0,50.0,0.0,625.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2023-05-29,50.0,624.0,0.0,0.02,0.0,0.0,0.0,0.0,50.0,0.0,624.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2023-05-30,50.0,615.0,0.0,0.02,0.0,0.0,0.0,0.0,50.0,0.0,615.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2023-05-31,50.0,615.0,0.0,0.02,0.0,0.0,0.0,0.0,50.0,0.0,615.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2023-06-01,50.0,620.0,0.0,0.02,0.0,0.0,0.0,0.0,50.0,0.0,620.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2023-06-02,50.0,646.0,0.0,0.02,0.0,0.0,0.0,0.0,50.0,0.0,646.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2023-06-05,50.0,646.0,0.0,0.02,0.0,0.0,0.0,0.0,50.0,0.0,646.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2023-06-06,50.0,638.0,0.0,0.02,0.0,0.0,0.0,0.0,50.0,0.0,638.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2023-06-07,50.0,640.0,0.0,0.02,0.0,0.0,0.0,0.0,50.0,0.0,640.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2023-06-08,50.0,639.0,0.0,0.02,0.0,0.0,0.0,0.0,50.0,0.0,639.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2023-06-09,50.0,623.0,0.0,0.02,0.0,0.0,0.0,0.0,50.0,0.0,623.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2023-06-12,50.0,587.0,0.0,0.02,0.0,0.0,0.0,0.0,50.0,0.0,587.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2023-06-13,50.0,578.0,0.0,0.02,0.0,0.0,0.0,0.0,50.0,0.0,578.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2023-06-14,50.0,564.0,0.0,0.02,0.0,0.0,0.0,0.0,50.0,0.0,564.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2023-06-15,50.0,566.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,566.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2023-06-16,50.0,568.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,568.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2023-06-19,50.0,565.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,565.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2023-06-20,50.0,567.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,567.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2023-06-21,50.0,568.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,568.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2023-06-22,50.0,568.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,568.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2023-06-23,50.0,565.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,565.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2023-06-26,50.0,564.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,564.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2023-06-27,50.0,551.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,551.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2023-06-28,50.0,570.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,570.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2023-06-29,50.0,569.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,569.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2023-06-30,50.0,575.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,575.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2023-07-03,50.0,585.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,585.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2023-07-04,50.0,588.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,588.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2023-07-05,50.0,594.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,594.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2023-07-06,50.0,613.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,613.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2023-07-07,50.0,623.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,623.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2023-07-10,50.0,618.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,618.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2023-07-11,50.0,620.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,620.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2023-07-12,50.0,620.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,620.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2023-07-13,50.0,620.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,620.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2023-07-14,50.0,629.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,629.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2023-07-17,50.0,626.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,626.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2023-07-18,50.0,625.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,625.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2023-07-19,294.0,3669.12,0.02,0.07,0.01,0.0,0.0,1522.56,172.0,122.0,2146.56,,122.0,,122.0,,,,,,,122.0,0.0,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,17.01,0.7177,82.99,1.7093
2023-07-20,294.0,3675.0,0.02,0.07,0.01,0.0,0.0,1525.0,172.0,122.0,2150.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,17.01,0.7177,82.99,1.7093
2023-07-21,294.0,3675.0,0.02,0.07,0.01,0.0,0.0,1525.0,172.0,122.0,2150.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,17.01,0.7177,82.99,1.7093
2023-07-24,432.0,5356.8,0.03,0.1,0.01,0.01,0.0,2368.4,241.0,191.0,2988.4,,69.0,0.0,,,,69.0,,,0.0,69.0,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,11.57,0.7953,88.43,1.7925
2023-07-25,604.0,7658.72,0.04,0.16,0.02,0.01,0.0,3512.36,327.0,277.0,4146.36,,86.0,0.0,,,,86.0,,,0.0,86.0,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.28,0.8481,91.72,1.8471
2023-07-26,604.0,7537.92,0.04,0.17,0.02,0.01,0.0,3456.96,327.0,277.0,4080.96,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.28,0.8481,91.72,1.8471
2023-07-27,604.0,7477.52,0.04,0.21,0.02,0.01,0.0,3429.26,327.0,277.0,4048.26,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.28,0.8481,91.72,1.8471
2023-07-28,604.0,7562.08,0.04,0.24,0.02,0.01,0.0,3468.04,327.0,277.0,4094.04,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.28,0.8481,91.72,1.8471
2023-07-31,604.0,7550.0,0.04,0.24,0.02,0.01,0.0,3462.5,327.0,277.0,4087.5,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.28,0.8481,91.72,1.8471
2023-08-01,466.0,5843.64,0.03,0.19,0.01,0.01,0.0,2608.32,258.0,208.0,3235.32,,,,,,0.0,,69.0,,,,,,69.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,10.73,0.8084,89.27,1.8062
2023-08-02,466.0,5843.64,0.03,0.18,0.01,0.01,0.0,2608.32,258.0,208.0,3235.32,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,10.73,0.8084,89.27,1.8062
2023-08-03,614.0,7699.56,0.04,0.24,0.02,0.01,0.0,3536.28,332.0,282.0,4163.28,,74.0,0.0,,,,74.0,,,0.0,74.0,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.14,0.8504,91.86,1.8494
2023-08-04,614.0,7675.0,0.04,0.25,0.02,0.01,0.0,3525.0,332.0,282.0,4150.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.14,0.8504,91.86,1.8494
2023-08-07,614.0,7699.56,0.04,0.26,0.02,0.01,0.0,3536.28,332.0,282.0,4163.28,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.14,0.8504,91.86,1.8494
2023-08-08,614.0,7699.56,0.04,0.26,0.02,0.01,0.0,3536.28,332.0,282.0,4163.28,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.14,0.8504,91.86,1.8494
2023-08-09,614.0,7724.12,0.04,0.27,0.02,0.01,0.0,3547.56,332.0,282.0,4176.56,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.14,0.8504,91.86,1.8494
2023-08-10,418.0,5266.8,0.02,0.2,0.01,0.01,0.0,1083.6,332.0,86.0,4183.2,,,,,,,,,,,,,,196.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,11.96,0.7894,88.04,1.259
2023-08-11,222.0,2792.76,0.01,0.1,0.01,0.0,0.0,1081.88,136.0,86.0,1710.88,,,,,,0.0,,196.0,,,,,,,0.0,,100.0,40.96,0.0,0.0,0.0,100.0,22.52,0.651,77.48,0.6687
2023-08-14,222.0,2797.2,0.01,0.1,0.01,0.0,0.0,1083.6,136.0,86.0,1713.6,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,22.52,0.651,77.48,1.6324
2023-08-15,222.0,2797.2,0.01,0.1,0.01,0.0,0.0,1083.6,136.0,86.0,1713.6,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,22.52,0.651,77.48,1.6324
2023-08-16,222.0,2806.08,0.01,0.1,0.01,0.0,0.0,1087.04,136.0,86.0,1719.04,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,22.52,0.651,77.48,1.6324
2023-08-17,222.0,2806.08,0.01,0.11,0.01,0.0,0.0,1087.04,136.0,86.0,1719.04,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,22.52,0.651,77.48,1.6324
2023-08-18,222.0,2775.0,0.01,0.12,0.01,0.0,0.0,1075.0,136.0,86.0,1700.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,22.52,0.651,77.48,1.6324
2023-08-21,222.0,2788.32,0.01,0.13,0.01,0.0,0.0,1080.16,136.0,86.0,1708.16,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,22.52,0.651,77.48,1.6324
2023-08-22,222.0,2806.08,0.01,0.14,0.01,0.0,0.0,1087.04,136.0,86.0,1719.04,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,22.52,0.651,77.48,1.6324
2023-08-23,222.0,2814.96,0.01,0.14,0.01,0.0,0.0,1090.48,136.0,86.0,1724.48,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,22.52,0.651,77.48,1.6324
2023-08-24,222.0,2819.4,0.01,0.14,0.01,0.0,0.0,1092.2,136.0,86.0,1727.2,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,22.52,0.651,77.48,1.6324
2023-08-25,222.0,2823.84,0.01,0.15,0.01,0.0,0.0,1093.92,136.0,86.0,1729.92,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,22.52,0.651,77.48,1.6324
2023-08-28,50.0,642.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,642.0,,,,,,0.0,,86.0,,,,,,86.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2023-08-29,262.0,3364.08,0.02,0.17,0.01,0.0,0.0,1361.04,156.0,106.0,2003.04,,106.0,,106.0,,,,,,,106.0,0.0,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,19.08,0.6912,80.92,1.6795
2023-08-30,262.0,3364.08,0.02,0.17,0.01,0.0,0.0,1361.04,156.0,106.0,2003.04,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,19.08,0.6912,80.92,1.6795
2023-08-31,262.0,3364.08,0.02,0.17,0.01,0.0,0.0,1361.04,156.0,106.0,2003.04,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,19.08,0.6912,80.92,1.6795
2023-09-01,262.0,3332.64,0.02,0.17,0.01,0.0,0.0,1348.32,156.0,106.0,1984.32,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,19.08,0.6912,80.92,1.6795
2023-09-04,262.0,3343.12,0.02,0.18,0.01,0.0,0.0,1352.56,156.0,106.0,1990.56,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,19.08,0.6912,80.92,1.6795
2023-09-05,262.0,3343.12,0.02,0.18,0.01,0.0,0.0,1352.56,156.0,106.0,1990.56,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,19.08,0.6912,80.92,1.6795
2023-09-06,50.0,643.0,0.0,0.04,0.0,0.0,0.0,0.0,50.0,0.0,643.0,,,,,,0.0,,106.0,,,,,,106.0,0.0,0.0,100.0,32.05,0.0,0.0,0.0,100.0,,1.0,100.0,0.3205
2023-09-07,50.0,645.0,0.0,0.04,0.0,0.0,0.0,0.0,50.0,0.0,645.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2023-09-08,50.0,650.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,650.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2023-09-11,50.0,673.0,0.0,0.04,0.0,0.0,0.0,0.0,50.0,0.0,673.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2023-09-12,50.0,663.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,663.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2023-09-13,236.0,2997.2,0.01,0.14,0.01,0.0,0.0,1181.1,143.0,93.0,1816.1,,93.0,,93.0,,,,,,,93.0,0.0,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,21.19,0.666,78.81,1.6504
2023-09-14,236.0,3020.8,0.01,0.13,0.01,0.0,0.0,1190.4,143.0,93.0,1830.4,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,21.19,0.666,78.81,1.6504
2023-09-15,236.0,3152.96,0.01,0.12,0.01,0.0,0.0,1242.48,143.0,93.0,1910.48,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,21.19,0.666,78.81,1.6504
2023-09-18,236.0,3152.96,0.01,0.12,0.01,0.0,0.0,1242.48,143.0,93.0,1910.48,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,21.19,0.666,78.81,1.6504
2023-09-19,236.0,3138.8,0.01,0.12,0.01,0.0,0.0,1236.9,143.0,93.0,1901.9,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,21.19,0.666,78.81,1.6504
2023-09-20,628.0,7988.16,0.04,0.3,0.02,0.01,0.0,3676.08,339.0,289.0,4312.08,,196.0,0.0,,,,196.0,,,0.0,196.0,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,7.96,0.8534,92.04,1.8525
2023-09-21,628.0,7975.6,0.04,0.27,0.02,0.01,0.0,3670.3,339.0,289.0,4305.3,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,7.96,0.8534,92.04,1.8525
2023-09-22,442.0,5684.12,0.03,0.19,0.01,0.01,0.0,2520.56,246.0,196.0,3163.56,,,,,,0.0,,93.0,,,,,,93.0,0.0,0.0,100.0,72.57,0.0,0.0,0.0,100.0,11.31,0.7993,88.69,1.3038
2023-09-25,442.0,5781.36,0.03,0.19,0.01,0.01,0.0,2563.68,246.0,196.0,3217.68,,,,,,,,,,,,,,,0.0,,100.0,72.57,0.0,0.0,0.0,100.0,11.31,0.7993,88.69,1.3038
2023-09-26,442.0,5737.16,0.03,0.18,0.01,0.01,0.0,2544.08,246.0,196.0,3193.08,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,11.31,0.7993,88.69,1.7967
2023-09-27,442.0,5701.8,0.03,0.17,0.01,0.01,0.0,2528.4,246.0,196.0,3173.4,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,11.31,0.7993,88.69,1.7967
2023-09-28,442.0,5648.76,0.03,0.17,0.01,0.01,0.0,2504.88,246.0,196.0,3143.88,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,11.31,0.7993,88.69,1.7967
2023-09-29,442.0,5586.88,0.03,0.17,0.01,0.01,0.0,2477.44,246.0,196.0,3109.44,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,11.31,0.7993,88.69,1.7967
2023-10-02,442.0,5701.8,0.03,0.17,0.01,0.01,0.0,2528.4,246.0,196.0,3173.4,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,11.31,0.7993,88.69,1.7967
2023-10-03,442.0,5746.0,0.03,0.17,0.01,0.01,0.0,2548.0,246.0,196.0,3198.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,11.31,0.7993,88.69,1.7967
2023-10-04,442.0,5648.76,0.03,0.17,0.01,0.01,0.0,2504.88,246.0,196.0,3143.88,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,11.31,0.7993,88.69,1.7967
2023-10-05,442.0,5657.6,0.03,0.17,0.01,0.01,0.0,2508.8,246.0,196.0,3148.8,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,11.31,0.7993,88.69,1.7967
2023-10-06,442.0,5648.76,0.03,0.17,0.01,0.01,0.0,2504.88,246.0,196.0,3143.88,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,11.31,0.7993,88.69,1.7967
2023-10-09,442.0,5657.6,0.03,0.17,0.01,0.01,0.0,2508.8,246.0,196.0,3148.8,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,11.31,0.7993,88.69,1.7967
2023-10-10,50.0,659.0,0.0,0.02,0.0,0.0,0.0,0.0,50.0,0.0,659.0,,,,,,0.0,,196.0,,,,,,196.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2023-10-11,50.0,646.0,0.0,0.02,0.0,0.0,0.0,0.0,50.0,0.0,646.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2023-10-12,604.0,7815.76,0.04,0.22,0.02,0.01,0.0,3584.38,327.0,277.0,4231.38,,277.0,,277.0,,,,,,,277.0,0.0,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.28,0.8481,91.72,1.8471
2023-10-13,604.0,7779.52,0.04,0.22,0.02,0.01,0.0,3567.76,327.0,277.0,4211.76,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.28,0.8481,91.72,1.8471
2023-10-16,604.0,7972.8,0.04,0.22,0.02,0.01,0.0,3656.4,327.0,277.0,4316.4,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.28,0.8481,91.72,1.8471
2023-10-17,604.0,7960.72,0.04,0.2,0.02,0.01,0.0,3650.86,327.0,277.0,4309.86,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.28,0.8481,91.72,1.8471
2023-10-18,604.0,7972.8,0.04,0.2,0.02,0.01,0.0,3656.4,327.0,277.0,4316.4,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.28,0.8481,91.72,1.8471
2023-10-19,604.0,7852.0,0.03,0.2,0.02,0.01,0.0,3601.0,327.0,277.0,4251.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.28,0.8481,91.72,1.8471
2023-10-20,604.0,7827.84,0.03,0.2,0.02,0.01,0.0,3589.92,327.0,277.0,4237.92,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.28,0.8481,91.72,1.8471
2023-10-23,604.0,7731.2,0.03,0.2,0.02,0.01,0.0,3545.6,327.0,277.0,4185.6,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.28,0.8481,91.72,1.8471
2023-10-24,604.0,7719.12,0.03,0.21,0.02,0.01,0.0,3540.06,327.0,277.0,4179.06,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.28,0.8481,91.72,1.8471
2023-10-25,604.0,7731.2,0.03,0.23,0.02,0.01,0.0,3545.6,327.0,277.0,4185.6,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.28,0.8481,91.72,1.8471
2023-10-26,604.0,7586.24,0.03,0.24,0.02,0.01,0.0,3479.12,327.0,277.0,4107.12,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.28,0.8481,91.72,1.8471
2023-10-27,604.0,7513.76,0.03,0.22,0.02,0.01,0.0,3445.88,327.0,277.0,4067.88,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.28,0.8481,91.72,1.8471
2023-10-30,604.0,7417.12,0.03,0.23,0.02,0.01,0.0,3401.56,327.0,277.0,4015.56,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.24,0.8487,91.76,1.8471
2023-10-31,604.0,7272.16,0.03,0.22,0.02,0.01,0.0,3335.08,327.0,277.0,3937.08,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.28,0.8481,91.72,1.8471
