,ALVAP FP Equity_DX_SI_QTY,ALVAP FP Equity_DX_SHORT_INTEREST_VALUE,ALVAP FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALVAP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALVAP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALVAP FP Equity_DX_SI_MV,ALVAP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALVAP FP Equity_DX_SUPPLY_SI_QTY,ALVAP FP Equity_DX_BROKER_SI_QTY,ALVAP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALVAP FP Equity_DX_SUPPLY_SI_MV,ALVAP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALVAP FP Equity_DX_UTILIZATION_QUANTITY,ALVAP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALVAP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALVAP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALVAP FP Equity_DX_ACTIVE_UTILIZATION_MV,ALVAP FP Equity_DX_BROKER_SI_CON_RATIO,ALVAP FP Equity_DX_DEMAND_SUPPLY_RATIO,ALVAP FP Equity_PX_LAST
2023-11-15,,,,,,,,,,,,,,,,,,,,7.04
2023-11-16,,,,,,,,,,,,,,,,,,,,7.06
2023-11-17,,,,,,,,,,,,,,,,,,,,7.1
2023-11-20,,,,,,,,,,,,,,,,,,,,7.3
2023-11-21,,,,,,,,,,,,,,,,,,,,7.14
2023-11-22,,,,,,,,,,,,,,,,,,,,7.18
2023-11-23,,,,,,,,,,,,,,,,,,,,7.16
2023-11-24,,,,,,,,,,,,,,,,,,,,7.0
2023-11-27,,,,,,,,,,,,,,,,,,,,7.08
2023-11-28,,,,,,,,,,,,,,,,,,,,7.0
2023-11-29,,,,,,,,,,,,,,,,,,,,6.98
2023-11-30,,,,,,,,,,,,,,,,,,,,6.9
2023-12-01,,,,,,,,,,,,,,,,,,,,7.0
2023-12-04,,,,,,,,,,,,,,,,,,,,7.16
2023-12-05,,,,,,,,,,,,,,,,,,,,7.0
2023-12-06,,,,,,,,,,,,,,,,,,,,7.16
2023-12-07,,,,,,,,,,,,,,,,,,,,7.1
2023-12-08,,,,,,,,,,,,,,,,,,,,6.9
2023-12-11,,,,,,,,,,,,,,,,,,,,6.9
2023-12-12,,,,,,,,,,,,,,,,,,,,6.9
2023-12-13,,,,,,,,,,,,,,,,,,,,7.1
2023-12-14,,,,,,,,,,,,,,,,,,,,7.02
2023-12-15,,,,,,,,,,,,,,,,,,,,7.52
2023-12-18,,,,,,,,,,,,,,,,,,,,7.82
2023-12-19,,,,,,,,,,,,,,,,,,,,8.36
2023-12-20,,,,,,,,,,,,,,,,,,,,8.48
2023-12-21,,,,,,,,,,,,,,,,,,,,8.38
2023-12-22,,,,,,,,,,,,,,,,,,,,8.36
2023-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,239.4,0.0,0.0,0.0,0.0,7.98
2023-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,240.0,0.0,0.0,0.0,0.0,8.0
2023-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,235.8,0.0,0.0,0.0,0.0,7.86
2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,235.8,0.0,0.0,0.0,0.0,
2024-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,234.0,0.0,0.0,0.0,0.0,7.8
2024-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,236.4,0.0,0.0,0.0,0.0,7.88
2024-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,235.8,0.0,0.0,0.0,0.0,7.86
2024-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,234.0,0.0,0.0,0.0,0.0,7.8
2024-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,234.0,0.0,0.0,0.0,0.0,7.8
2024-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,234.0,0.0,0.0,0.0,0.0,7.8
2024-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,234.6,0.0,0.0,0.0,0.0,7.82
2024-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,237.0,0.0,0.0,0.0,0.0,7.9
2024-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,237.0,0.0,0.0,0.0,0.0,7.9
2024-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,235.8,0.0,0.0,0.0,0.0,7.86
2024-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,238.8,0.0,0.0,0.0,0.0,7.96
2024-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,232.2,0.0,0.0,0.0,0.0,7.74
2024-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,237.0,0.0,0.0,0.0,0.0,7.9
2024-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,235.8,0.0,0.0,0.0,0.0,7.86
2024-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,235.8,0.0,0.0,0.0,0.0,7.86
2024-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,235.8,0.0,0.0,0.0,0.0,7.86
2024-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,235.2,0.0,0.0,0.0,0.0,7.84
2024-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,235.2,0.0,0.0,0.0,0.0,7.84
2024-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,232.8,0.0,0.0,0.0,0.0,7.76
2024-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,235.8,0.0,0.0,0.0,0.0,7.86
2024-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,226.2,0.0,0.0,0.0,0.0,7.54
2024-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,225.6,0.0,0.0,0.0,0.0,7.52
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,225.0,0.0,0.0,0.0,0.0,7.5
2024-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,217.8,0.0,0.0,0.0,0.0,7.26
2024-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,217.2,0.0,0.0,0.0,0.0,7.24
2024-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,217.2,0.0,0.0,0.0,0.0,7.24
2024-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,216.0,0.0,0.0,0.0,0.0,7.2
2024-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,204.6,0.0,0.0,0.0,0.0,6.82
2024-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,207.0,0.0,0.0,0.0,0.0,6.9
2024-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,207.6,0.0,0.0,0.0,0.0,6.92
2024-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,204.6,0.0,0.0,0.0,0.0,6.82
2024-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,210.0,0.0,0.0,0.0,0.0,7.0
2024-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,207.0,0.0,0.0,0.0,0.0,6.9
2024-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,206.4,0.0,0.0,0.0,0.0,6.88
2024-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,204.0,0.0,0.0,0.0,0.0,6.8
2024-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,203.4,0.0,0.0,0.0,0.0,6.78
2024-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,199.8,0.0,0.0,0.0,0.0,6.66
2024-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,203.4,0.0,0.0,0.0,0.0,6.78
2024-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,207.0,0.0,0.0,0.0,0.0,6.9
2024-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,202.8,0.0,0.0,0.0,0.0,6.76
2024-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,200.4,0.0,0.0,0.0,0.0,6.68
2024-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,193.2,0.0,0.0,0.0,0.0,6.44
2024-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,198.0,0.0,0.0,0.0,0.0,6.6
2024-03-01,,,,,,,,,,,,,,,,,,,,6.32
2024-03-04,,,,,,,,,,,,,,,,,,,,6.3
2024-03-05,,,,,,,,,,,,,,,,,,,,6.3
2024-03-06,,,,,,,,,,,,,,,,,,,,6.56
2024-03-07,,,,,,,,,,,,,,,,,,,,6.58
2024-03-08,,,,,,,,,,,,,,,,,,,,6.6
2024-03-11,,,,,,,,,,,,,,,,,,,,6.6
2024-03-12,,,,,,,,,,,,,,,,,,,,6.4
2024-03-13,,,,,,,,,,,,,,,,,,,,6.52
2024-03-14,,,,,,,,,,,,,,,,,,,,6.54
2024-03-15,,,,,,,,,,,,,,,,,,,,6.32
2024-03-18,,,,,,,,,,,,,,,,,,,,6.24
2024-03-19,,,,,,,,,,,,,,,,,,,,6.2
2024-03-20,,,,,,,,,,,,,,,,,,,,6.34
2024-03-21,,,,,,,,,,,,,,,,,,,,6.26
2024-03-22,,,,,,,,,,,,,,,,,,,,6.2
2024-03-25,,,,,,,,,,,,,,,,,,,,6.2
2024-03-26,,,,,,,,,,,,,,,,,,,,6.16
2024-03-27,,,,,,,,,,,,,,,,,,,,6.2
2024-03-28,,,,,,,,,,,,,,,,,,,,6.14
2024-04-02,,,,,,,,,,,,,,,,,,,,6.14
2024-04-03,,,,,,,,,,,,,,,,,,,,6.14
2024-04-04,,,,,,,,,,,,,,,,,,,,6.3
2024-04-05,,,,,,,,,,,,,,,,,,,,6.28
2024-04-08,,,,,,,,,,,,,,,,,,,,6.4
2024-04-09,,,,,,,,,,,,,,,,,,,,6.7
2024-04-10,,,,,,,,,,,,,,,,,,,,6.84
2024-04-11,,,,,,,,,,,,,,,,,,,,6.54
2024-04-12,,,,,,,,,,,,,,,,,,,,6.68
2024-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,658.0,0.0,0.0,0.0,0.0,6.58
2024-04-16,,,,,,,,,,,,,,,,,,,,6.82
2024-04-17,,,,,,,,,,,,,,,,,,,,6.84
2024-04-18,,,,,,,,,,,,,,,,,,,,6.72
2024-04-19,,,,,,,,,,,,,,,,,,,,6.76
2024-04-22,,,,,,,,,,,,,,,,,,,,6.78
2024-04-23,,,,,,,,,,,,,,,,,,,,6.7
2024-04-24,,,,,,,,,,,,,,,,,,,,6.68
2024-04-25,,,,,,,,,,,,,,,,,,,,6.68
2024-04-26,,,,,,,,,,,,,,,,,,,,6.7
2024-04-29,,,,,,,,,,,,,,,,,,,,6.7
2024-04-30,,,,,,,,,,,,,,,,,,,,6.7
2024-05-02,,,,,,,,,,,,,,,,,,,,6.62
2024-05-03,,,,,,,,,,,,,,,,,,,,6.64
2024-05-06,,,,,,,,,,,,,,,,,,,,6.7
2024-05-07,,,,,,,,,,,,,,,,,,,,6.44
2024-05-08,,,,,,,,,,,,,,,,,,,,6.4
2024-05-09,,,,,,,,,,,,,,,,,,,,6.4
2024-05-10,,,,,,,,,,,,,,,,,,,,6.38
2024-05-13,,,,,,,,,,,,,,,,,,,,6.28
2024-05-14,,,,,,,,,,,,,,,,,,,,6.3
2024-05-15,,,,,,,,,,,,,,,,,,,,6.28
2024-05-16,,,,,,,,,,,,,,,,,,,,6.3
2024-05-17,,,,,,,,,,,,,,,,,,,,6.76
2024-05-20,,,,,,,,,,,,,,,,,,,,6.68
2024-05-21,,,,,,,,,,,,,,,,,,,,6.68
2024-05-22,,,,,,,,,,,,,,,,,,,,6.68
2024-05-23,,,,,,,,,,,,,,,,,,,,6.52
2024-05-24,,,,,,,,,,,,,,,,,,,,6.6
2024-05-27,,,,,,,,,,,,,,,,,,,,6.66
2024-05-28,,,,,,,,,,,,,,,,,,,,6.66
2024-05-29,,,,,,,,,,,,,,,,,,,,6.72
2024-05-30,,,,,,,,,,,,,,,,,,,,6.68
2024-05-31,,,,,,,,,,,,,,,,,,,,6.6
2024-06-03,,,,,,,,,,,,,,,,,,,,6.56
2024-06-04,,,,,,,,,,,,,,,,,,,,6.44
2024-06-05,,,,,,,,,,,,,,,,,,,,6.34
2024-06-06,,,,,,,,,,,,,,,,,,,,6.28
2024-06-07,,,,,,,,,,,,,,,,,,,,6.2
2024-06-10,,,,,,,,,,,,,,,,,,,,6.18
2024-06-11,,,,,,,,,,,,,,,,,,,,6.04
2024-06-12,,,,,,,,,,,,,,,,,,,,6.06
2024-06-13,,,,,,,,,,,,,,,,,,,,6.08
2024-06-14,,,,,,,,,,,,,,,,,,,,6.0
2024-06-17,,,,,,,,,,,,,,,,,,,,5.84
2024-06-18,,,,,,,,,,,,,,,,,,,,5.98
2024-06-19,,,,,,,,,,,,,,,,,,,,5.94
2024-06-20,,,,,,,,,,,,,,,,,,,,5.86
2024-06-21,,,,,,,,,,,,,,,,,,,,5.84
2024-06-24,,,,,,,,,,,,,,,,,,,,5.84
2024-06-25,,,,,,,,,,,,,,,,,,,,5.82
2024-06-26,,,,,,,,,,,,,,,,,,,,6.04
2024-06-27,,,,,,,,,,,,,,,,,,,,6.1
2024-06-28,,,,,,,,,,,,,,,,,,,,6.0
2024-07-01,,,,,,,,,,,,,,,,,,,,6.0
2024-07-02,,,,,,,,,,,,,,,,,,,,6.0
2024-07-03,,,,,,,,,,,,,,,,,,,,6.08
2024-07-04,,,,,,,,,,,,,,,,,,,,6.2
2024-07-05,,,,,,,,,,,,,,,,,,,,6.18
2024-07-08,,,,,,,,,,,,,,,,,,,,5.84
2024-07-09,,,,,,,,,,,,,,,,,,,,5.82
2024-07-10,,,,,,,,,,,,,,,,,,,,5.84
2024-07-11,,,,,,,,,,,,,,,,,,,,5.82
2024-07-12,,,,,,,,,,,,,,,,,,,,5.94
2024-07-15,,,,,,,,,,,,,,,,,,,,6.16
2024-07-16,,,,,,,,,,,,,,,,,,,,6.08
2024-07-17,,,,,,,,,,,,,,,,,,,,6.12
2024-07-18,,,,,,,,,,,,,,,,,,,,6.24
2024-07-19,,,,,,,,,,,,,,,,,,,,6.1
2024-07-22,,,,,,,,,,,,,,,,,,,,6.1
2024-07-23,,,,,,,,,,,,,,,,,,,,6.1
2024-07-24,,,,,,,,,,,,,,,,,,,,6.18
2024-07-25,,,,,,,,,,,,,,,,,,,,6.1
2024-07-26,,,,,,,,,,,,,,,,,,,,6.22
2024-07-29,,,,,,,,,,,,,,,,,,,,6.68
2024-07-30,,,,,,,,,,,,,,,,,,,,6.64
2024-07-31,,,,,,,,,,,,,,,,,,,,6.86
2024-08-01,,,,,,,,,,,,,,,,,,,,6.64
2024-08-02,,,,,,,,,,,,,,,,,,,,6.3
2024-08-05,,,,,,,,,,,,,,,,,,,,5.9
2024-08-06,,,,,,,,,,,,,,,,,,,,6.1
2024-08-07,,,,,,,,,,,,,,,,,,,,6.2
2024-08-08,,,,,,,,,,,,,,,,,,,,6.2
2024-08-09,,,,,,,,,,,,,,,,,,,,6.5
2024-08-12,,,,,,,,,,,,,,,,,,,,6.5
2024-08-13,,,,,,,,,,,,,,,,,,,,6.44
2024-08-14,,,,,,,,,,,,,,,,,,,,6.6
2024-08-15,,,,,,,,,,,,,,,,,,,,6.68
2024-08-16,,,,,,,,,,,,,,,,,,,,6.4
2024-08-19,,,,,,,,,,,,,,,,,,,,6.5
2024-08-20,,,,,,,,,,,,,,,,,,,,6.5
2024-08-21,,,,,,,,,,,,,,,,,,,,6.7
2024-08-22,,,,,,,,,,,,,,,,,,,,6.7
2024-08-23,,,,,,,,,,,,,,,,,,,,6.62
2024-08-26,,,,,,,,,,,,,,,,,,,,6.6
2024-08-27,,,,,,,,,,,,,,,,,,,,6.66
2024-08-28,,,,,,,,,,,,,,,,,,,,6.64
2024-08-29,,,,,,,,,,,,,,,,,,,,6.64
2024-08-30,,,,,,,,,,,,,,,,,,,,6.84
2024-09-02,,,,,,,,,,,,,,,,,,,,6.74
2024-09-03,,,,,,,,,,,,,,,,,,,,6.74
2024-09-04,,,,,,,,,,,,,,,,,,,,6.58
2024-09-05,,,,,,,,,,,,,,,,,,,,6.46
2024-09-06,,,,,,,,,,,,,,,,,,,,6.36
2024-09-09,,,,,,,,,,,,,,,,,,,,6.38
2024-09-10,,,,,,,,,,,,,,,,,,,,6.3
2024-09-11,,,,,,,,,,,,,,,,,,,,6.1
2024-09-12,,,,,,,,,,,,,,,,,,,,6.18
2024-09-13,,,,,,,,,,,,,,,,,,,,6.2
2024-09-16,,,,,,,,,,,,,,,,,,,,6.2
2024-09-17,,,,,,,,,,,,,,,,,,,,6.14
2024-09-18,,,,,,,,,,,,,,,,,,,,6.34
2024-09-19,,,,,,,,,,,,,,,,,,,,6.18
2024-09-20,,,,,,,,,,,,,,,,,,,,6.18
2024-09-23,,,,,,,,,,,,,,,,,,,,6.2
2024-09-24,,,,,,,,,,,,,,,,,,,,6.16
2024-09-25,,,,,,,,,,,,,,,,,,,,6.08
2024-09-26,,,,,,,,,,,,,,,,,,,,6.32
2024-09-27,,,,,,,,,,,,,,,,,,,,6.32
2024-09-30,,,,,,,,,,,,,,,,,,,,6.34
2024-10-01,,,,,,,,,,,,,,,,,,,,7.08
2024-10-02,,,,,,,,,,,,,,,,,,,,6.38
2024-10-03,,,,,,,,,,,,,,,,,,,,6.34
2024-10-04,,,,,,,,,,,,,,,,,,,,6.36
2024-10-07,,,,,,,,,,,,,,,,,,,,6.36
2024-10-08,,,,,,,,,,,,,,,,,,,,6.34
2024-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,1348.0,0.0,0.0,0.0,0.0,6.74
2024-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,1360.0,0.0,0.0,0.0,0.0,6.8
2024-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,1328.0,0.0,0.0,0.0,0.0,6.64
2024-10-14,,,,,,,,,,,,,,,,,,,,6.68
2024-10-15,,,,,,,,,,,,,,,,,,,,6.64
2024-10-16,,,,,,,,,,,,,,,,,,,,6.6
2024-10-17,,,,,,,,,,,,,,,,,,,,6.9
2024-10-18,,,,,,,,,,,,,,,,,,,,6.86
2024-10-21,,,,,,,,,,,,,,,,,,,,6.9
2024-10-22,,,,,,,,,,,,,,,,,,,,6.48
2024-10-23,,,,,,,,,,,,,,,,,,,,6.28
2024-10-24,,,,,,,,,,,,,,,,,,,,6.34
2024-10-25,,,,,,,,,,,,,,,,,,,,6.36
2024-10-28,,,,,,,,,,,,,,,,,,,,6.36
2024-10-29,,,,,,,,,,,,,,,,,,,,6.38
2024-10-30,,,,,,,,,,,,,,,,,,,,6.34
2024-10-31,,,,,,,,,,,,,,,,,,,,6.3
2024-11-01,,,,,,,,,,,,,,,,,,,,6.26
2024-11-04,,,,,,,,,,,,,,,,,,,,6.2
2024-11-05,,,,,,,,,,,,,,,,,,,,6.2
2024-11-06,,,,,,,,,,,,,,,,,,,,6.34
2024-11-07,,,,,,,,,,,,,,,,,,,,6.32
2024-11-08,,,,,,,,,,,,,,,,,,,,6.28
2024-11-11,,,,,,,,,,,,,,,,,,,,6.34
2024-11-12,,,,,,,,,,,,,,,,,,,,6.32
2024-11-13,,,,,,,,,,,,,,,,,,,,6.34
2024-11-14,,,,,,,,,,,,,,,,,,,,6.1
2024-11-15,,,,,,,,,,,,,,,,,,,,6.18
2024-11-18,,,,,,,,,,,,,,,,,,,,6.08
2024-11-19,,,,,,,,,,,,,,,,,,,,5.84
2024-11-20,,,,,,,,,,,,,,,,,,,,5.8
2024-11-21,,,,,,,,,,,,,,,,,,,,5.92
2024-11-22,,,,,,,,,,,,,,,,,,,,5.92
2024-11-25,,,,,,,,,,,,,,,,,,,,5.86
2024-11-26,,,,,,,,,,,,,,,,,,,,5.84
2024-11-27,,,,,,,,,,,,,,,,,,,,5.7
2024-11-28,,,,,,,,,,,,,,,,,,,,5.48
2024-11-29,,,,,,,,,,,,,,,,,,,,5.48
2024-12-02,,,,,,,,,,,,,,,,,,,,5.5
2024-12-03,,,,,,,,,,,,,,,,,,,,5.3
2024-12-04,,,,,,,,,,,,,,,,,,,,5.2
2024-12-05,,,,,,,,,,,,,,,,,,,,5.1
2024-12-06,,,,,,,,,,,,,,,,,,,,5.08
2024-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,485.0,0.0,0.0,0.0,0.0,4.85
2024-12-10,,,,,,,,,,,,,,,,,,,,4.89
2024-12-11,,,,,,,,,,,,,,,,,,,,5.12
2024-12-12,,,,,,,,,,,,,,,,,,,,5.0
2024-12-13,,,,,,,,,,,,,,,,,,,,5.02
2024-12-16,,,,,,,,,,,,,,,,,,,,5.08
2024-12-17,,,,,,,,,,,,,,,,,,,,5.14
2024-12-18,,,,,,,,,,,,,,,,,,,,5.38
2024-12-19,,,,,,,,,,,,,,,,,,,,5.38
2024-12-20,,,,,,,,,,,,,,,,,,,,5.14
2024-12-23,,,,,,,,,,,,,,,,,,,,5.18
2024-12-24,,,,,,,,,,,,,,,,,,,,5.14
2024-12-27,,,,,,,,,,,,,,,,,,,,5.1
2024-12-30,,,,,,,,,,,,,,,,,,,,5.4
2024-12-31,,,,,,,,,,,,,,,,,,,,5.14
2025-01-02,,,,,,,,,,,,,,,,,,,,5.3
2025-01-03,,,,,,,,,,,,,,,,,,,,5.34
2025-01-06,,,,,,,,,,,,,,,,,,,,5.38
2025-01-07,,,,,,,,,,,,,,,,,,,,5.4
2025-01-08,,,,,,,,,,,,,,,,,,,,5.38
2025-01-09,,,,,,,,,,,,,,,,,,,,5.3
2025-01-10,,,,,,,,,,,,,,,,,,,,5.3
2025-01-13,,,,,,,,,,,,,,,,,,,,5.46
2025-01-14,,,,,,,,,,,,,,,,,,,,5.36
2025-01-15,,,,,,,,,,,,,,,,,,,,5.4
2025-01-16,,,,,,,,,,,,,,,,,,,,5.4
2025-01-17,,,,,,,,,,,,,,,,,,,,5.34
2025-01-20,,,,,,,,,,,,,,,,,,,,5.32
2025-01-21,,,,,,,,,,,,,,,,,,,,5.22
2025-01-22,,,,,,,,,,,,,,,,,,,,5.32
2025-01-23,,,,,,,,,,,,,,,,,,,,5.32
2025-01-24,,,,,,,,,,,,,,,,,,,,5.32
2025-01-27,,,,,,,,,,,,,,,,,,,,5.3
2025-01-28,,,,,,,,,,,,,,,,,,,,5.2
2025-01-29,,,,,,,,,,,,,,,,,,,,5.26
2025-01-30,,,,,,,,,,,,,,,,,,,,5.26
2025-01-31,,,,,,,,,,,,,,,,,,,,5.18
2025-02-03,,,,,,,,,,,,,,,,,,,,5.18
2025-02-04,,,,,,,,,,,,,,,,,,,,5.14
2025-02-05,,,,,,,,,,,,,,,,,,,,5.1
2025-02-06,,,,,,,,,,,,,,,,,,,,4.96
2025-02-07,,,,,,,,,,,,,,,,,,,,5.16
2025-02-10,,,,,,,,,,,,,,,,,,,,5.14
2025-02-11,,,,,,,,,,,,,,,,,,,,5.02
2025-02-12,,,,,,,,,,,,,,,,,,,,5.0
2025-02-13,,,,,,,,,,,,,,,,,,,,5.02
2025-02-14,,,,,,,,,,,,,,,,,,,,4.92
2025-02-17,,,,,,,,,,,,,,,,,,,,4.9
2025-02-18,,,,,,,,,,,,,,,,,,,,4.85
2025-02-19,,,,,,,,,,,,,,,,,,,,4.91
2025-02-20,,,,,,,,,,,,,,,,,,,,4.85
2025-02-21,,,,,,,,,,,,,,,,,,,,4.91
2025-02-24,,,,,,,,,,,,,,,,,,,,4.85
2025-02-25,,,,,,,,,,,,,,,,,,,,4.85
2025-02-26,,,,,,,,,,,,,,,,,,,,4.91
2025-02-27,,,,,,,,,,,,,,,,,,,,4.86
2025-02-28,,,,,,,,,,,,,,,,,,,,4.84
2025-03-03,,,,,,,,,,,,,,,,,,,,4.77
2025-03-04,,,,,,,,,,,,,,,,,,,,4.65
2025-03-05,,,,,,,,,,,,,,,,,,,,4.66
2025-03-06,,,,,,,,,,,,,,,,,,,,4.66
2025-03-07,,,,,,,,,,,,,,,,,,,,4.75
2025-03-10,,,,,,,,,,,,,,,,,,,,4.7
2025-03-11,,,,,,,,,,,,,,,,,,,,4.7
2025-03-12,,,,,,,,,,,,,,,,,,,,4.7
2025-03-13,,,,,,,,,,,,,,,,,,,,4.6
2025-03-14,,,,,,,,,,,,,,,,,,,,4.59
2025-03-17,,,,,,,,,,,,,,,,,,,,4.5
2025-03-18,,,,,,,,,,,,,,,,,,,,4.61
2025-03-19,,,,,,,,,,,,,,,,,,,,4.62
2025-03-20,,,,,,,,,,,,,,,,,,,,4.58
2025-03-21,,,,,,,,,,,,,,,,,,,,4.65
2025-03-24,,,,,,,,,,,,,,,,,,,,4.68
