,BVI FP Equity_DX_SI_QTY,BVI FP Equity_DX_SHORT_INTEREST_VALUE,BVI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,BVI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,BVI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,BVI FP Equity_DX_SI_MV,BVI FP Equity_DX_DSS,BVI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,BVI FP Equity_DX_SUPPLY_SI_QTY,BVI FP Equity_DX_BROKER_SI_QTY,BVI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,BVI FP Equity_DX_BROKER_SI_MV_NEW_x,BVI FP Equity_DX_SUPPLY_SI_QTY_NEW_x,BVI FP Equity_DX_SUPPLY_SI_QTY_INC_x,BVI FP Equity_DX_BROKER_SI_MV_INC_x,BVI FP Equity_DX_SUPPLY_SI_MV_NEW,BVI FP Equity_DX_BROKER_SI_QTY_ADD,BVI FP Equity_DX_BROKER_SI_QTY_NEW,BVI FP Equity_DX_SUPPLY_SI_MV_DEC,BVI FP Equity_DX_BROKER_SI_QTY_INC,BVI FP Equity_DX_SUPPLY_SI_QTY_DEC,BVI FP Equity_DX_BROKER_SI_MV_NEW_y,BVI FP Equity_DX_SUPPLY_SI_QTY_NEW_y,BVI FP Equity_DX_BROKER_SI_MV_INC_y,BVI FP Equity_DX_SUPPLY_SI_QTY_INC_y,BVI FP Equity_DX_BROKER_SI_MV_ADD,BVI FP Equity_DX_SUPPLY_SI_QTY_ADD,BVI FP Equity_DX_BROKER_SI_QTY_DEC,BVI FP Equity_DX_SUPPLY_SI_MV,BVI FP Equity_DX_BROKER_SI_MV_DEC,BVI FP Equity_DX_SUPPLY_SI_MV_RMV,BVI FP Equity_DX_BROKER_SI_MV_RMV,BVI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,BVI FP Equity_DX_UTILIZATION_QUANTITY,BVI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,BVI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,BVI FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,BVI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,BVI FP Equity_DX_ACTIVE_UTILIZATION_MV,BVI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,BVI FP Equity_DX_BROKER_SI_CON_RATIO,BVI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,BVI FP Equity_DX_DEMAND_SUPPLY_RATIO,BVI FP Equity_PX_LAST
2008-02-12,243312.0,7177430.66,0.58,1.11,0.21,8.82,0.0,3873969.47,147031.0,131326.0,4337249.32,,,,0.01,,,,0.09,216.0,2500.0,,,0.01,,,216.0,,5.36,,,,3.09,3.09,4608905.0,135957519.81,,167.89,3.09,24.4,0.2551,41.71,0.0512,36.5
2008-02-13,256417.0,7356780.19,0.61,1.14,0.22,9.32,0.0,3856917.9,147031.0,134431.0,4218420.58,,,,0.49,,,,,13105.0,,,,0.49,,,,10000.0,5.36,0.37,,,3.11,3.11,4581655.0,131450835.0,,165.76,3.13,26.13,0.2473,39.45,0.0542,35.5
2008-02-14,262417.0,7528924.32,0.62,1.15,0.23,9.36,0.0,4315968.92,137031.0,150431.0,3931513.69,,,,0.57,,,,0.38,16000.0,10000.0,,,0.57,,,,,4.86,,,,2.82,2.82,4726388.0,135603324.37,,167.51,2.82,32.12,0.2699,38.19,0.054,35.5
2008-02-15,226865.0,6523580.95,0.54,0.98,0.2,8.18,0.0,3309596.23,136815.0,115095.0,3934162.29,,,,,,,,0.01,,216.0,,,,,,,35336.0,4.85,1.14,,,2.81,2.81,4732361.0,136080664.99,,167.69,2.81,23.97,0.2728,43.74,0.0466,35.58
2008-02-18,206663.0,6012815.01,0.49,0.9,0.18,7.47,0.0,2760891.19,133253.0,94893.0,3876967.04,,,,,,,,0.13,,3562.0,,,,,,,20202.0,4.74,0.72,,,2.74,2.74,4737161.0,137826668.44,,168.68,2.73,20.33,0.2937,48.03,0.0424,36.0
2008-02-19,211345.0,6222483.61,0.5,0.94,0.18,7.69,0.0,2931717.36,133253.0,99575.0,3923275.26,,,,0.25,,,,,7341.0,,,,0.25,,,,2659.0,4.8,0.09,,,2.75,2.75,4712569.0,138748886.3,,169.66,2.75,23.06,0.2949,47.2,0.0436,36.43
2008-02-20,205461.0,6060868.68,0.49,0.89,0.18,7.54,0.0,2763779.25,126053.0,93691.0,3718421.89,,,,,,,,0.26,,7200.0,,,,,,,5884.0,4.59,0.22,,,2.6,2.6,4725600.0,139399891.21,,171.64,2.61,23.52,0.3099,48.73,0.0423,36.5
2008-02-21,189461.0,5588886.66,0.45,0.84,0.16,6.98,0.0,2291797.22,126053.0,77691.0,3718421.89,,,,,,,,,,,,,,,,,16000.0,4.59,0.57,,,2.6,2.6,4730349.0,139539981.38,,172.04,2.6,17.22,0.3284,52.78,0.039,36.5
2008-02-22,192084.0,5666262.21,0.46,0.89,0.17,7.09,0.0,2369172.77,126053.0,80314.0,3718421.89,,,,0.11,,,,,2623.0,,,,0.11,,,,,4.6,,,,2.51,2.51,4901809.0,144597858.76,,178.73,2.51,18.45,0.3235,51.95,0.0382,36.5
2008-02-25,174884.0,5229551.14,0.41,0.86,0.15,6.47,0.0,1887296.1,126053.0,63114.0,3769359.18,,,,,,,,,,,,,,,,,17200.0,4.6,0.63,,,2.52,2.52,4881267.0,145964384.52,,178.68,2.51,14.62,0.3678,56.97,0.0349,37.0
2008-02-26,186444.0,5528518.1,0.44,0.97,0.16,6.94,0.0,2214265.74,126053.0,74674.0,3737778.06,,,,0.09,,8937.0,,,2623.0,,,,0.09,,0.33,,,4.65,,,,2.51,2.51,4901060.0,145328350.27,,180.13,2.52,13.62,0.3322,53.8,0.0371,36.69
2008-02-27,187547.0,5558193.27,0.44,1.06,0.16,6.94,0.0,2245747.53,126053.0,75777.0,3735740.57,,,,0.04,,,,,1103.0,,,,0.04,,,,,4.61,,,,2.49,2.49,4934780.0,146248465.65,,179.59,2.5,13.61,0.3277,53.33,0.0371,36.67
2008-02-28,187547.0,5485438.08,0.44,1.19,0.16,6.94,0.0,2216351.32,126053.0,75777.0,3686840.77,,,,,,,,,,,,,,,,,,4.61,,,,2.49,2.49,4936000.0,144369797.29,,179.81,2.5,13.62,0.3276,53.34,0.0371,36.19
2008-02-29,188721.0,5483170.32,0.45,1.27,0.16,6.94,0.0,2235763.05,126053.0,76951.0,3662390.88,,,,0.04,,,,,1174.0,,,,0.04,,,,,4.56,,,,2.49,2.49,4944799.0,143668034.41,,178.56,2.49,13.63,0.3213,52.65,0.0372,35.95
2008-03-03,188721.0,5391657.05,0.45,1.32,0.16,6.89,0.0,2198448.51,126053.0,76951.0,3601266.13,,,,,,,,,,,,,,,,,,4.53,,,,2.44,2.44,5038344.0,143942767.02,,180.01,2.45,13.72,0.3217,52.68,0.0365,35.35
2008-03-04,179528.0,5063726.4,0.43,1.28,0.15,6.51,0.0,2616311.29,101053.0,92758.0,2850278.2,,,,0.36,,6239.0,,0.94,9568.0,25000.0,,,0.36,,0.23,,,3.57,,,,1.97,1.97,5019012.0,141565123.95,,176.79,1.98,17.51,0.2314,41.1,0.0351,34.9
2008-03-05,183753.0,5095276.65,0.44,1.34,0.16,6.6,0.0,2689236.18,101053.0,96983.0,2802092.98,,,,0.15,,,,,4225.0,,,,0.15,,,,,3.52,,,,1.96,1.96,5052840.0,140109917.37,,175.45,1.97,17.27,0.2237,40.04,0.0357,34.31
2008-03-06,184653.0,5073970.03,0.44,1.39,0.16,6.54,0.0,2677303.49,101503.0,97433.0,2789140.6,,,,0.01,,,,,450.0,,,,0.01,,,450.0,,3.48,,,,1.97,1.97,5045176.0,138633392.4,,172.24,1.98,17.43,0.2221,39.71,0.0359,34.0
2008-03-07,184653.0,5076954.72,0.44,1.44,0.16,6.5,0.0,2678878.38,101503.0,97433.0,2790781.27,,,,,,,,,,,,,,,,,,3.45,,,,1.9,1.9,5241811.0,144121336.1,,178.25,1.9,17.53,0.2214,39.58,0.0346,34.02
2008-03-10,179653.0,4910443.17,0.43,1.39,0.15,6.3,0.0,2526464.87,87220.0,92433.0,2383978.3,,,,,,,,,,,,,,,,,5000.0,2.97,0.2,0.49,,1.66,1.66,5161949.0,141091199.35,14283.0,175.42,1.66,14.88,0.2256,40.91,0.0342,33.82
2008-03-11,165341.0,4663571.07,0.39,1.28,0.14,5.78,0.0,2216155.96,86770.0,78571.0,2447415.11,,,,,,,,0.02,,450.0,,,,,,,13862.0,2.93,0.5,,,1.65,1.65,5185696.0,146266575.37,,175.72,1.64,14.38,0.2514,44.38,0.0314,34.9
2008-03-12,159851.0,4583651.4,0.38,1.27,0.14,5.67,0.0,2095562.92,86770.0,73081.0,2488088.48,,,,,,,,,,,,,,,,,5490.0,3.02,0.2,,,1.7,1.7,5021802.0,143997784.09,,174.73,1.7,14.67,0.2698,46.71,0.0313,35.48
2008-03-13,159586.0,4503826.34,0.38,1.32,0.14,5.72,0.0,2055008.7,86770.0,72816.0,2448817.64,,,,,,2738.0,,,,,,,,,0.1,,3003.0,3.08,0.12,,,1.69,1.69,5051791.0,142571337.03,,177.94,1.7,12.4,0.268,47.05,0.0311,34.92
2008-03-14,175324.0,4959318.8,0.42,1.4,0.15,6.26,0.0,2504891.04,86770.0,88554.0,2454427.76,,,,0.65,,,,,17738.0,,,,0.65,,,,2000.0,3.03,0.05,,,1.7,1.7,5016705.0,141905497.5,,174.86,1.7,20.36,0.2453,42.28,0.0344,35.0
2008-03-17,178812.0,4985725.55,0.42,1.41,0.15,6.39,0.0,2566361.05,86770.0,92042.0,2419364.51,,,,0.24,,,,,6299.0,,,,0.24,,,,2811.0,3.04,0.11,,,1.72,1.72,4955345.0,138167405.92,,172.47,1.73,23.66,0.25,41.47,0.0355,34.5
2008-03-18,184340.0,5074308.17,0.44,1.49,0.16,6.56,0.0,2685799.33,86770.0,97570.0,2388508.84,,,,0.19,,,,,5528.0,,,,0.19,,,,,3.0,,,,1.68,1.68,5070751.0,139582039.95,,175.03,1.68,23.28,0.2364,39.84,0.0357,34.06
2008-03-19,179873.0,4960067.8,0.43,1.51,0.16,6.3,0.0,2567351.37,86770.0,93103.0,2392716.43,,,,0.32,,,,,11586.0,,,,0.32,,,,,2.99,,,0.56,1.63,1.63,5251171.0,144803078.82,,179.9,1.63,25.39,0.2602,41.45,0.0337,34.12
2008-03-20,195926.0,5523077.8,0.46,1.61,0.17,6.86,0.0,3077065.22,94127.0,109156.0,2653403.55,0.57,,7357.0,,,,16053.0,,,,0.57,,,7357.0,,,,3.22,,,,1.77,1.77,5233681.0,147535433.49,,180.75,1.75,23.31,0.2235,37.63,0.0368,34.88
2008-03-21,195926.0,5523077.8,0.46,1.57,0.17,6.86,0.0,3077065.22,94127.0,109156.0,2653403.55,,,,,,,,,,,,,,,,,,3.22,,,,1.77,1.77,5235998.0,147600748.82,,181.31,1.74,23.27,0.2229,37.56,0.0368,
2008-03-24,195926.0,5523077.8,0.46,1.57,0.17,6.88,0.0,3077065.22,94127.0,109156.0,2653403.55,,,,,,,,,,,,,,,,,,3.22,,,,1.76,1.76,5265779.0,148440263.63,,182.64,1.73,23.3,0.223,37.57,0.0366,
2008-03-25,193471.0,5630560.25,0.46,1.55,0.17,6.77,0.0,3105304.72,94127.0,106701.0,2739365.31,,,,,,2545.0,,,,,,,,,0.09,,5000.0,3.21,0.19,,,1.74,1.74,5302650.0,154322303.24,,185.42,1.7,22.17,0.2223,38.05,0.0358,36.01
2008-03-26,403471.0,11614990.32,0.96,3.27,0.35,14.31,0.0,8829207.42,104127.0,306701.0,2997573.8,,,10000.0,7.21,,,,,200000.0,,,,7.21,10000.0,,,,3.52,,,,1.91,1.91,5343060.0,153814252.33,,188.17,1.84,17.69,0.4119,61.03,0.0741,35.62
2008-03-27,398153.0,11616353.16,0.94,3.28,0.34,14.31,0.0,8793030.23,104127.0,301383.0,3037967.83,,,,,,,,,,,,,,,,,5318.0,3.71,0.21,,,1.78,1.78,5738277.0,167417681.5,,204.89,1.78,18.76,0.4067,60.28,0.0681,36.1
2008-03-28,398153.0,11683927.51,0.94,3.27,0.34,14.29,0.0,8844180.82,104127.0,301383.0,3055640.22,,,,,,,,,,,,,,,,,,3.76,,,,1.74,1.74,5877875.0,172488127.46,,211.85,1.74,19.03,0.4028,59.86,0.0666,36.31
2008-03-31,401253.0,11739226.32,0.95,3.3,0.35,14.41,0.0,8908082.55,104127.0,304483.0,3046383.25,,,,0.11,,,,,3100.0,,,,0.11,,,,,3.78,,,,1.73,1.73,5904383.0,172741109.3,,213.98,1.74,18.99,0.3951,59.2,0.0668,36.2
2008-04-01,395670.0,11726182.4,0.94,3.29,0.34,14.35,0.0,8858280.69,106971.0,298900.0,3170221.29,,,,0.34,,,,,5856.0,,,,0.34,,,2844.0,11439.0,3.88,0.4,,,1.82,1.82,5764872.0,170849295.14,,210.1,1.81,19.0,0.4175,61.13,0.0674,36.67
2008-04-02,402658.0,11780331.59,0.95,3.37,0.35,14.61,0.0,8949187.82,106971.0,305888.0,3129588.51,,,,0.23,,,,,6988.0,,,,0.23,,,,,3.92,,,,1.86,1.86,5653814.0,165410357.38,,206.88,1.86,18.9,0.4229,61.63,0.0699,36.2
2008-04-03,396038.0,11618661.42,0.94,3.24,0.34,14.33,0.0,8779696.81,106971.0,299268.0,3138233.78,,,,0.25,,,,,6988.0,,,,0.25,,,,13608.0,3.87,0.49,,,1.83,1.83,5746211.0,168577964.93,,208.16,1.83,19.03,0.4049,60.01,0.0677,36.3
2008-04-04,397357.0,11750487.64,0.94,3.37,0.34,14.39,0.0,8888842.6,106971.0,300587.0,3163305.07,,,,0.06,,,,,1756.0,,,,0.06,,,,437.0,3.88,0.02,,,1.84,1.84,5698143.0,168503282.72,,206.65,1.84,19.01,0.402,59.77,0.0684,36.59
2008-04-07,402557.0,11972581.83,0.95,3.41,0.35,14.63,0.0,9094513.03,106971.0,305787.0,3181460.14,,,,0.2,,,,,5200.0,,,,0.2,,,,,3.92,,,,1.85,1.85,5675003.0,168782154.62,,208.07,1.85,18.84,0.3978,59.43,0.0696,36.8
2008-04-08,402557.0,12105972.01,0.95,3.41,0.35,14.65,0.0,9195837.77,106971.0,305787.0,3216905.76,,,,,,,,,,,,,,,,,,3.94,,,,1.83,1.83,5730936.0,172344663.76,,210.89,1.83,18.92,0.3971,59.35,0.069,37.21
2008-04-09,393449.0,11841609.37,0.93,3.25,0.34,14.38,0.0,8624006.14,117109.0,286541.0,3524622.08,,,,0.02,,,,,377.0,,,,0.02,,,10138.0,19623.0,4.35,0.71,,,2.02,2.02,5671790.0,170703500.67,,210.13,2.03,19.49,0.3562,55.49,0.068,37.24
2008-04-10,407493.0,12224771.01,0.97,3.42,0.35,14.92,0.0,9017535.99,117109.0,300585.0,3513264.54,,,,0.52,,,,,14044.0,,,,0.52,,,,,4.36,,,,2.02,2.02,5671120.0,170133335.71,,210.81,2.03,18.8,0.3524,55.24,0.0704,37.12
2008-04-11,407493.0,12214891.08,0.97,3.38,0.35,14.91,0.0,9010248.11,117109.0,300585.0,3510425.16,,,,,,,,,,,,,,,,,,4.35,,,,2.0,2.0,5746120.0,172244013.79,,213.14,2.0,18.76,0.3527,55.29,0.0695,37.09
2008-04-14,399751.0,11902050.62,0.95,3.11,0.34,14.61,0.0,8705609.96,117559.0,292393.0,3500161.77,,,,0.07,,,,,1808.0,,,,0.07,,,450.0,10000.0,4.35,0.37,,,1.99,1.99,5776792.0,171996244.63,,213.81,2.0,19.13,0.3691,56.61,0.0678,36.84
2008-04-15,399751.0,11856820.24,0.95,3.13,0.34,14.58,0.0,8672526.75,117559.0,292393.0,3486860.4,,,,,,,,,,,,,,,,,,4.33,,,,1.99,1.99,5776792.0,171342621.55,,212.6,2.0,19.04,0.3701,56.72,0.0678,36.7
2008-04-16,420323.0,12568906.39,1.0,3.33,0.36,15.3,0.0,9332806.89,118421.0,312103.0,3541139.7,,,,0.72,,,,0.37,19710.0,10040.0,,,0.72,,,10902.0,,4.34,,,,2.02,2.02,5753686.0,172052304.39,,211.0,2.02,18.07,0.3657,56.41,0.0716,37.0
2008-04-17,420323.0,12674213.44,1.0,3.46,0.36,15.37,0.0,9742689.28,118421.0,323103.0,3570808.71,,,,,,11000.0,,,,,,,,,0.41,,,4.4,,,,2.02,2.02,5738686.0,173041521.06,,213.29,2.02,18.21,0.3635,56.16,0.0718,37.31
2008-04-18,430323.0,13180939.95,1.02,3.64,0.37,15.79,0.0,9896754.86,128421.0,323103.0,3933578.94,,,10000.0,,,,,,,,,,,10000.0,,,,4.8,,,,2.19,2.19,5742115.0,175882936.78,,215.37,2.18,17.8,0.3476,54.65,0.0733,37.9
2008-04-21,430999.0,13097147.54,1.02,3.64,0.37,15.87,0.0,9838958.64,128421.0,323779.0,3902442.43,,,,0.04,,,,,676.0,,,,0.04,,,,,4.86,,,,2.25,2.25,5571940.0,169319465.42,,209.78,2.26,17.98,0.3461,54.44,0.0756,37.6
2008-04-22,420999.0,12769451.45,1.0,3.55,0.36,15.44,0.0,9183683.9,128421.0,302779.0,3895177.24,,,,,,,,,,,,,,,,,,4.82,,,0.8,2.25,2.25,5571940.0,169004243.02,,209.24,2.25,18.34,0.3643,55.96,0.0739,37.53
2008-04-23,430549.0,12968644.64,1.02,3.73,0.37,15.81,0.0,9752606.08,127971.0,323779.0,3854637.74,0.81,,,,,,21000.0,0.02,,450.0,0.81,,,,,,,4.81,,,,2.22,2.22,5642722.0,169965454.41,,211.73,2.22,17.88,0.347,54.55,0.0746,37.27
2008-04-24,330099.0,9694864.51,0.78,2.88,0.28,12.19,0.0,6559075.9,127971.0,223329.0,3758452.79,,,,,,,,,,,,,,,,,100450.0,4.78,3.61,,,2.22,2.22,5631968.0,165408458.4,,209.67,2.23,23.06,0.2525,41.28,0.0573,36.34
2008-04-25,330099.0,9710871.45,0.78,2.78,0.28,12.07,0.0,6569905.42,127971.0,223329.0,3764658.27,,,,,,,,,,,,,,,,,,4.66,,,,2.21,2.21,5655070.0,166361175.84,,206.29,2.21,22.69,0.2541,41.67,0.0571,36.4
2008-04-28,321985.0,9329049.83,0.76,2.68,0.28,11.71,0.0,6154417.5,130771.0,212415.0,3788900.65,,,2800.0,,,,,0.04,,1054.0,,,,2800.0,,1054.0,10914.0,4.75,0.44,,,2.28,2.28,5616543.0,162731212.63,,204.07,2.27,23.66,0.2673,43.41,0.056,35.85
2008-04-29,308753.0,8678674.02,0.73,2.74,0.27,11.14,0.0,5598793.62,130771.0,199183.0,3675814.91,,,,,,2800.0,,,,,,,,,0.1,,16032.0,4.68,0.61,,,2.28,2.28,5599960.0,157408113.89,,199.47,2.29,24.49,0.2552,41.52,0.0539,34.78
2008-04-30,308753.0,8920718.7,0.73,2.46,0.27,10.97,0.0,5754941.69,130771.0,199183.0,3778331.89,,,,,,,,,,,,,,,,,,4.55,,,,2.28,2.28,5600629.0,161817491.15,,195.76,2.27,24.12,0.2581,42.15,0.0539,35.75
2008-05-01,308753.0,8920718.7,0.73,2.35,0.27,11.11,0.0,5754941.69,130771.0,199183.0,3778331.89,,,,,,,,,,,,,,,,,,4.68,,,,2.28,2.28,5600695.0,161819398.08,,200.45,2.28,24.5,0.2562,41.66,0.0539,
2008-05-02,325323.0,9728124.17,0.77,2.48,0.28,12.13,0.0,6535383.97,147971.0,218553.0,4424772.49,,,42.0,,,20000.0,,0.11,,4108.0,,,,42.0,1.11,21266.0,630.0,5.35,0.02,,,2.61,2.61,5531545.0,165409628.56,,200.05,2.6,22.23,0.2198,37.84,0.0573,37.0
2008-05-05,356679.0,10530277.72,0.84,2.57,0.31,13.39,0.0,7378093.96,147971.0,249909.0,4368565.92,,,464.0,1.26,,,,0.02,34156.0,464.0,,,1.26,464.0,,,2800.0,5.46,0.1,,,2.62,2.62,5496968.0,162287658.22,,201.71,2.64,20.83,0.2381,41.03,0.0632,36.53
2008-05-06,377679.0,11293724.1,0.89,2.77,0.33,14.11,0.0,8100983.91,147971.0,270909.0,4424772.49,,,1660.0,0.77,,,,0.06,21000.0,1660.0,,,0.77,1660.0,,,,5.41,,,,2.62,2.62,5490864.0,164193145.8,,201.5,2.61,19.5,0.2587,44.4,0.067,37.0
2008-05-07,518456.0,15876293.63,1.23,3.79,0.45,19.45,0.0,10959981.91,201748.0,357909.0,6177979.4,,,1713.0,3.22,,,,0.06,87000.0,1713.0,,,3.22,1713.0,,53777.0,,7.49,,,,3.63,3.63,5359576.0,164122321.54,,199.1,3.62,15.95,0.337,54.37,0.0932,37.89
2008-05-08,586629.0,18134583.29,1.39,3.96,0.51,22.25,0.0,13073071.29,204934.0,422896.0,6335167.02,,,,,,64987.0,,,,,,,,,2.52,3186.0,,7.72,,,,3.71,3.71,5321842.0,164515199.59,,202.05,3.68,14.07,0.269,46.86,0.1061,38.25
2008-05-09,625829.0,19169355.27,1.48,4.2,0.54,23.86,0.0,14154157.75,214134.0,462096.0,6558997.3,,,,1.51,,,,,39200.0,,,,1.51,,,9200.0,,8.18,,,,3.89,3.89,5283718.0,161842080.65,,201.29,3.9,13.2,0.2418,43.54,0.1138,37.9
2008-05-12,603499.0,18568295.72,1.43,4.12,0.52,22.97,0.0,13628628.59,210948.0,442952.0,6490391.61,,,,,,,,0.12,,3186.0,,,,,,,19144.0,8.02,0.72,,,3.83,3.83,5297794.0,163001107.98,,200.82,3.84,13.72,0.2437,43.71,0.1096,38.07
2008-05-13,613499.0,19069343.93,1.45,4.31,0.53,23.38,0.0,14079073.43,210948.0,452952.0,6556881.04,,,,0.38,,,,,10000.0,,,,0.38,,,,,8.04,,,,3.84,3.84,5284218.0,164248956.29,,201.64,3.84,13.43,0.2502,44.67,0.1116,38.46
2008-05-14,625481.0,19436724.48,1.48,4.33,0.54,24.01,0.0,14447751.51,212148.0,464934.0,6592466.0,,,1200.0,0.52,,,,,11982.0,,,,0.52,1200.0,,,,8.16,,,,3.88,3.88,5254123.0,163271052.42,,202.04,3.88,13.19,0.2432,43.56,0.1144,38.45
2008-05-15,625481.0,19386173.83,1.48,4.23,0.54,24.02,0.0,14410176.08,212148.0,464934.0,6575320.44,,,,,,,,,,,,,,,,,,8.16,,,,3.87,3.87,5272346.0,163411224.41,,201.33,3.89,13.18,0.243,43.53,0.114,38.35
2008-05-16,625481.0,19355843.44,1.48,4.21,0.54,23.94,0.0,14387630.82,212148.0,464934.0,6565033.11,,,,,,,,,,,,,,,,,,8.12,,,,3.94,3.94,5172508.0,160066021.28,,196.48,3.97,13.19,0.244,43.67,0.1162,38.29
2008-05-19,625481.0,19755193.57,1.48,4.13,0.54,23.96,0.0,14684476.69,212148.0,464934.0,6700483.0,,,,,,,,,,,,,,,,,,8.14,,,,3.95,3.95,5162287.0,163045686.35,,197.46,3.96,13.15,0.2436,43.63,0.1164,39.08
2008-05-20,628764.0,19452356.03,1.49,4.05,0.54,24.3,0.0,14485440.94,212148.0,468217.0,6563318.55,,,,0.24,,,,,4890.0,,,,0.24,,,,1607.0,8.27,0.06,,,3.94,3.94,5165645.0,159811893.93,,199.1,3.99,13.24,0.2427,43.49,0.1169,38.28
2008-05-21,628764.0,19244010.53,1.49,3.91,0.54,24.07,0.0,14330293.84,212148.0,468217.0,6493021.78,,,,,,,,,,,,,,,,,,8.1,,,,3.93,3.93,5179718.0,158530939.61,,195.53,3.98,13.08,0.245,43.83,0.1166,37.87
2008-05-22,626925.0,19167458.98,1.49,3.88,0.54,24.01,0.0,14258932.38,212148.0,466378.0,6486163.56,,,,,,,,,,,,,,,,,1839.0,8.04,0.03,,,3.92,3.92,5194440.0,158813599.09,,195.45,3.95,12.96,0.2446,43.77,0.116,37.83
2008-05-23,626925.0,19000256.72,1.49,3.82,0.54,24.02,0.0,14134548.36,212148.0,466378.0,6429583.22,,,,,,,,,,,,,,,,,,8.03,,,,3.71,3.71,5508117.0,166934859.89,,206.54,3.74,12.94,0.2454,43.88,0.1096,37.5
2008-05-26,639324.0,20058070.41,1.51,3.86,0.55,24.31,0.0,15021089.12,212148.0,478777.0,6655904.55,,,,0.36,,,,,12399.0,,,,0.36,,,,,7.97,,,,3.73,3.73,5480831.0,171954899.44,,205.74,3.73,12.66,0.2488,44.36,0.1123,38.82
2008-05-27,639324.0,19954731.57,1.51,4.03,0.55,24.76,0.0,14943700.71,212148.0,478777.0,6621613.44,,,,,,,,,,,,,,,,,,8.24,,,,3.81,3.81,5358607.0,167254106.3,,204.83,3.87,12.88,0.2445,43.75,0.1148,38.62
2008-05-28,645324.0,20267175.39,1.53,3.85,0.56,24.92,0.0,15225004.01,212148.0,484777.0,6662762.77,,,,0.24,,,,,6000.0,,,,0.24,,,,,8.2,,,,3.82,3.82,5343761.0,167827233.2,,205.32,3.84,12.72,0.2416,43.3,0.1162,38.86
2008-05-29,582324.0,18495660.82,1.38,3.4,0.5,22.71,0.0,13396398.45,212148.0,421777.0,6738203.22,,,,0.1,,,,,2500.0,,,,0.1,,,,65500.0,8.26,2.42,,,3.81,3.81,5350195.0,169931845.54,,207.1,3.84,14.18,0.1999,36.21,0.1047,39.3
2008-05-30,608667.0,19184786.74,1.44,3.36,0.52,23.84,0.0,14124450.04,212148.0,448120.0,6686766.55,,,,1.08,,,,,26343.0,,,,1.08,,,,,8.33,,,,3.85,3.85,5291309.0,166778607.57,,205.78,3.89,14.78,0.2037,36.65,0.1106,39.0
2008-06-02,640695.0,19712732.3,1.52,2.66,0.55,24.93,0.0,14773065.17,212148.0,480148.0,6527312.89,,,,1.31,,,,,33798.0,,,,1.31,,,,1770.0,8.23,0.07,,,3.91,3.91,5209745.0,160292039.91,,199.98,3.95,16.88,0.2132,37.79,0.1182,38.07
2008-06-03,1320965.0,40354848.68,3.13,5.51,1.14,50.67,1.0,19258968.25,750148.0,630418.0,22916662.46,,,,5.71,,,,,150270.0,,,,5.71,,,538000.0,,28.68,,,,68.36,12.95,347151.0,10605296.94,,13.22,68.45,17.73,0.2469,41.78,0.228,37.8
2008-06-04,3404628.0,104725167.34,8.07,14.07,2.94,129.14,1.0,52611859.88,1753811.0,1710418.0,53946613.39,,,,,,1080000.0,,,,,,,,,40.83,1003663.0,,66.39,,,,83.48,29.59,347151.0,10678243.43,,13.1,83.52,6.78,0.5873,75.93,0.5745,38.06
2008-06-05,3634754.0,113096291.72,8.61,14.82,3.13,137.94,1.0,51502434.14,2119041.0,1655215.0,65934497.66,,,319431.0,1.19,,,,3.22,29324.0,85201.0,,,1.19,319431.0,,131000.0,84527.0,80.28,3.17,,,83.62,33.34,415015.0,12913296.89,,15.8,83.55,6.62,0.5757,75.15,0.5718,38.5
2008-06-06,3723179.0,114042239.95,8.82,14.82,3.21,142.08,1.0,52251776.89,2200266.0,1705883.0,67394896.44,,,28782.0,2.04,,7200.0,,,43468.0,,,,2.04,28782.0,0.27,52443.0,,83.85,,,,87.9,34.29,302984.0,9280503.04,,11.59,87.86,6.38,0.5765,75.25,0.5803,37.9
2008-06-09,3865619.0,118873847.9,9.16,15.54,3.33,147.55,1.0,55212565.59,2253150.0,1795439.0,69287896.81,,,,3.65,,7627.0,,0.32,100000.0,7116.0,,,3.65,,0.29,60000.0,18071.0,85.78,0.55,,,88.43,35.37,294717.0,9063010.05,,11.22,88.43,5.9,0.578,75.4,0.6068,38.05
2008-06-10,4561774.0,136963610.6,10.81,18.31,3.93,175.47,1.0,74204747.9,2299546.0,2471498.0,69042026.83,,,86671.0,26.64,,,,3.08,676059.0,83700.0,,,26.64,86671.0,,43425.0,,88.3,,,,90.17,36.32,250689.0,7526736.44,,9.49,90.3,4.86,0.6049,77.33,0.7205,37.15
