,BVI FP Equity_DX_SI_QTY,BVI FP Equity_DX_SHORT_INTEREST_VALUE,BVI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,BVI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,BVI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,BVI FP Equity_DX_SI_MV,BVI FP Equity_DX_DSS,BVI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,BVI FP Equity_DX_SUPPLY_SI_QTY,BVI FP Equity_DX_BROKER_SI_QTY,BVI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,BVI FP Equity_DX_BROKER_SI_MV_NEW_x,BVI FP Equity_DX_SUPPLY_SI_QTY_NEW_x,BVI FP Equity_DX_SUPPLY_SI_QTY_INC_x,BVI FP Equity_DX_BROKER_SI_MV_INC_x,BVI FP Equity_DX_SUPPLY_SI_MV_NEW,BVI FP Equity_DX_BROKER_SI_QTY_ADD,BVI FP Equity_DX_BROKER_SI_QTY_NEW,BVI FP Equity_DX_SUPPLY_SI_MV_DEC,BVI FP Equity_DX_BROKER_SI_QTY_INC,BVI FP Equity_DX_SUPPLY_SI_QTY_DEC,BVI FP Equity_DX_BROKER_SI_MV_NEW_y,BVI FP Equity_DX_SUPPLY_SI_QTY_NEW_y,BVI FP Equity_DX_BROKER_SI_MV_INC_y,BVI FP Equity_DX_SUPPLY_SI_QTY_INC_y,BVI FP Equity_DX_BROKER_SI_MV_ADD,BVI FP Equity_DX_SUPPLY_SI_QTY_ADD,BVI FP Equity_DX_BROKER_SI_QTY_DEC,BVI FP Equity_DX_SUPPLY_SI_MV,BVI FP Equity_DX_BROKER_SI_MV_DEC,BVI FP Equity_DX_SUPPLY_SI_MV_RMV,BVI FP Equity_DX_BROKER_SI_MV_RMV,BVI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,BVI FP Equity_DX_UTILIZATION_QUANTITY,BVI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,BVI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,BVI FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,BVI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,BVI FP Equity_DX_ACTIVE_UTILIZATION_MV,BVI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,BVI FP Equity_DX_BROKER_SI_CON_RATIO,BVI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,BVI FP Equity_DX_DEMAND_SUPPLY_RATIO,BVI FP Equity_PX_LAST
2016-07-04,18684864.0,340970923.12,7.91,22.62,4.23,356.19,1.0,264866881.8,13174151.0,14514439.0,240408623.14,,,88803.0,0.12,,,,5.09,6576.0,295798.0,,,0.12,88803.0,,151173.0,160704.0,250.71,2.66,,,21.14,21.14,49133740.0,896617534.08,,936.76,21.11,17.48,0.1179,18.96,0.2999,18.73
2016-07-05,17739968.0,320357613.2,7.51,21.48,4.01,334.77,1.0,264433167.75,13142126.0,14643123.0,237327379.49,,,116856.0,5.93,,86803.0,,3.65,374510.0,183568.0,,,5.93,116856.0,1.76,34687.0,332629.0,246.19,7.25,,,21.09,21.09,49181136.0,888138656.37,,921.86,21.08,18.7,0.1224,18.88,0.2846,18.535
2016-07-06,17485212.0,314649774.33,7.4,21.01,3.96,325.8,1.0,256940142.33,12859714.0,14278265.0,231413042.52,,,82389.0,2.56,,,,8.81,231718.0,436910.0,,,2.56,82389.0,,72109.0,596576.0,238.04,12.61,,,20.68,20.68,49334520.0,887784236.44,,915.71,20.63,18.37,0.1213,19.42,0.2811,18.47
2016-07-07,17868094.0,323802948.91,7.56,21.07,4.04,332.99,1.0,260538314.36,13256491.0,14377025.0,240232163.43,,,106835.0,5.81,,,,1.37,322493.0,74424.0,,,5.81,106835.0,,364366.0,223733.0,245.71,3.87,,,21.32,21.32,48920568.0,886531276.42,,907.74,21.3,17.94,0.1205,19.77,0.2874,18.6
2016-07-08,17896368.0,327802587.72,7.57,20.94,4.05,335.68,1.0,263028875.46,13235404.0,14360050.0,242429060.51,,,75007.0,2.76,,,,3.74,137976.0,209905.0,,,2.76,75007.0,,113811.0,154951.0,247.0,2.35,,,21.29,21.29,48925344.0,896151351.4,,915.08,21.25,17.87,0.1213,19.73,0.2879,18.8
2016-07-11,17448736.0,322323471.36,7.38,20.57,3.95,329.72,1.0,256998511.93,12730205.0,13912419.0,235159948.93,,,173321.0,5.06,,77805.0,,14.06,215523.0,765365.0,,,5.06,173321.0,1.53,86845.0,740959.0,239.92,13.38,,,20.49,20.49,49406924.0,912674204.76,,931.44,20.48,17.32,0.1207,20.44,0.2808,18.96
2016-07-12,16870522.0,311477988.72,7.14,19.6,3.82,320.9,1.0,248756091.06,12569898.0,13473328.0,232076194.65,,,106256.0,4.38,,,,8.8,173181.0,477619.0,,,4.38,106256.0,,211056.0,612272.0,238.18,11.58,,,20.19,20.19,49693856.0,917490420.2,,942.32,20.18,17.93,0.1273,21.44,0.271,18.95
2016-07-13,17140500.0,316379053.83,7.25,20.11,3.88,325.2,1.0,251994121.34,12589171.0,13652311.0,232370701.53,,,58320.0,6.38,,20352.0,,3.56,364631.0,187438.0,,,6.38,58320.0,0.39,148391.0,206000.0,238.46,4.26,,,20.18,20.18,49807260.0,919341547.37,,943.29,20.18,17.16,0.125,21.18,0.2747,18.945
2016-07-14,16937100.0,315677514.57,7.17,19.82,3.83,322.12,1.0,250756320.41,12558509.0,13453872.0,234068341.56,,,2540.0,3.22,,,,4.57,158100.0,244509.0,,,3.22,2540.0,,211307.0,356539.0,238.68,6.56,,,20.15,20.15,49755768.0,927359298.69,,944.92,20.17,17.18,0.1253,21.45,0.2718,19.13
2016-07-15,16850608.0,314311718.51,7.13,19.81,3.81,323.2,1.0,245888806.1,12466962.0,13182378.0,232544264.92,,,193800.0,1.44,,,,5.35,47982.0,285347.0,,,1.44,193800.0,,,319476.0,238.68,4.88,,,20.04,20.04,49750464.0,927987514.54,,953.47,20.02,17.52,0.1248,21.14,0.2708,19.145
2016-07-18,16567447.0,310401992.98,7.01,19.34,3.75,317.85,1.0,241905613.84,12440264.0,12911510.0,233076510.75,,,138633.0,0.9,,,,3.26,48386.0,165331.0,,,0.9,138633.0,,,319254.0,238.5,6.37,,,19.99,19.99,49800288.0,933041080.26,,954.45,19.99,17.77,0.1262,21.06,0.2662,19.23
2016-07-19,16990852.0,318996926.33,7.19,20.0,3.84,327.47,1.0,251004761.09,12364850.0,13369360.0,232145459.48,,,66897.0,11.5,,,,2.68,541234.0,142546.0,,,11.5,66897.0,,235.0,83384.0,237.97,1.47,,,19.85,19.85,49925784.0,937338024.06,,961.75,19.84,17.31,0.1288,20.7,0.2728,19.27
2016-07-20,17398776.0,326994577.85,7.36,20.56,3.94,335.87,1.0,257223892.03,12911993.0,13686407.0,242669467.11,,,557140.0,8.98,,10000.0,,1.47,455574.0,78231.0,,,8.98,557140.0,0.19,68234.0,148527.0,248.85,2.67,,,20.72,20.72,49391736.0,928273912.05,,951.77,20.73,18.29,0.1302,20.51,0.2793,19.29
2016-07-21,17279476.0,324499910.95,7.31,20.18,3.91,333.58,1.0,254415889.23,13173024.0,13547533.0,247382797.65,,,360741.0,6.58,,,,2.07,343430.0,107697.0,,,6.58,360741.0,,7987.0,482304.0,253.79,9.28,,,21.17,21.17,49064904.0,921414340.26,,945.49,21.16,19.32,0.129,20.68,0.2776,19.275
2016-07-22,16656677.0,313534339.28,7.05,19.55,3.77,321.9,1.0,244320305.86,12575469.0,12979645.0,236712362.5,,,1000.0,0.79,,,,11.4,35235.0,598555.0,,,0.79,1000.0,,,603123.0,242.76,11.62,,,20.21,20.21,49639528.0,934381846.61,,958.02,20.22,19.65,0.1331,21.47,0.2677,19.32
2016-07-25,16181298.0,306083823.52,6.85,19.26,3.66,313.15,1.0,239280542.68,13152574.0,12649704.0,248792781.58,,,1038692.0,2.49,,,,12.19,125212.0,626981.0,,,2.49,1038692.0,,165394.0,455153.0,254.27,8.59,,,21.08,21.08,49246288.0,931537885.6,,952.25,21.07,19.95,0.1339,22.16,0.2593,19.415
2016-07-26,17663838.0,336364670.91,7.48,21.64,3.99,343.58,1.0,274953809.41,13679956.0,14438911.0,260501364.32,,,851951.0,36.27,,,,6.55,1830040.0,351036.0,,,36.27,851951.0,,26467.0,40833.0,266.02,0.25,,,21.91,21.91,48753036.0,928382546.88,,948.13,21.91,18.84,0.1254,20.04,0.2829,19.545
2016-07-27,17123810.0,328500279.5,7.25,21.58,3.87,334.42,1.0,272756958.08,13107991.0,14218065.0,251461485.92,,,127447.0,3.61,,,,13.35,175130.0,699412.0,,,3.61,127447.0,,,395976.0,256.1,7.31,,,21.0,21.0,49297656.0,945717908.25,,963.25,21.0,17.9,0.1261,20.69,0.2744,19.69
2016-07-28,17127560.0,325902256.7,7.25,22.39,3.87,336.31,1.0,270065724.74,13142179.0,14193111.0,250068649.24,,,58850.0,2.83,,,,0.21,129489.0,24662.0,,,2.83,58850.0,,,154443.0,257.46,1.93,,,21.01,21.01,49422868.0,940415576.63,,967.79,21.01,17.94,0.1261,20.63,0.2738,19.53
2016-07-29,17240076.0,326363516.16,7.3,22.59,3.9,336.1,1.0,270301269.45,13438378.0,14278601.0,254395415.4,,,229830.0,4.41,,,,1.21,267885.0,43954.0,,,4.41,229830.0,,110323.0,182395.0,261.74,4.63,,,21.56,21.56,48887952.0,925474105.38,,950.93,21.58,16.8,0.1233,20.4,0.2766,19.43
2016-08-01,17121948.0,320207070.28,7.25,22.68,3.87,332.63,1.0,267118925.71,13014811.0,14283246.0,243397217.46,,,91830.0,2.35,,,,10.19,134547.0,515397.0,,,2.35,91830.0,,,129902.0,251.95,2.45,,,20.98,20.98,49031548.0,916966243.36,,949.75,20.97,16.82,0.1239,20.46,0.276,19.195
2016-08-02,17395964.0,322196073.84,7.36,23.15,3.93,334.36,1.0,267412570.87,13121191.0,14438101.0,243021670.11,,,303082.0,3.06,,,,4.64,272955.0,207789.0,,,3.06,303082.0,,11087.0,118100.0,251.23,2.31,,,21.13,21.13,48974660.0,907074949.68,,936.01,21.16,16.77,0.1244,20.74,0.2801,19.01
2016-08-03,17309736.0,321695227.33,7.33,23.38,3.91,331.23,1.0,268501933.67,11846403.0,14447518.0,220161145.5,,,138112.0,2.21,,25685.0,,4.07,138314.0,196841.0,,,2.21,138112.0,0.52,63635.0,154582.0,225.96,3.28,24.44,,19.73,19.73,48196124.0,895707656.47,1279694.0,919.46,19.73,17.36,0.1285,21.38,0.2883,19.075
2016-08-04,17354866.0,325239348.37,7.34,23.47,3.93,332.03,1.0,269803555.36,12534900.0,14396796.0,234910641.65,,,442347.0,3.28,,,,9.29,165203.0,487646.0,,,3.28,442347.0,,733796.0,215925.0,239.74,4.37,,,20.91,20.91,47414856.0,888579425.98,,907.9,20.89,17.96,0.1284,21.42,0.2895,19.235
2016-08-05,18050630.0,341619787.74,7.64,24.72,4.08,348.64,1.0,286596450.69,12698328.0,15143287.0,240324028.36,,,352787.0,16.89,,,,5.68,778458.0,301312.0,,,16.89,352787.0,,111953.0,31967.0,245.05,0.0,,,21.15,21.15,47331172.0,895772886.17,,914.3,21.14,17.31,0.1261,20.44,0.3007,19.425
2016-08-08,17621288.0,332721640.66,7.46,25.09,3.99,341.87,1.0,275090062.28,12692553.0,14569059.0,239658250.76,,,376041.0,2.43,,,,7.16,105446.0,381816.0,,,2.43,376041.0,,,679674.0,246.43,12.4,,,21.54,21.54,46233624.0,872974054.5,,896.96,21.55,17.61,0.1227,19.75,0.299,19.38
2016-08-09,17921388.0,342142116.12,7.58,26.66,4.05,347.1,1.0,283346912.67,12255087.0,14841698.0,233965215.16,,,37101.0,6.89,,7700.0,,10.2,373919.0,528395.0,,,6.89,37101.0,0.15,53828.0,108980.0,238.26,2.29,,,20.71,20.71,46927592.0,895907483.92,,911.34,20.73,17.26,0.1209,18.88,0.3028,19.595
2016-08-10,18245096.0,347611071.17,7.72,27.47,4.13,356.8,1.0,288805970.91,12486656.0,15158587.0,237899535.72,,,124581.0,10.11,,,,1.76,397073.0,96585.0,,,10.11,124581.0,,203573.0,80184.0,244.09,1.18,,,20.94,20.94,47136464.0,898058127.1,,921.26,20.95,18.36,0.1218,18.49,0.306,19.555
2016-08-11,18095336.0,350752053.23,7.66,27.65,4.09,355.0,1.0,290911297.47,11910868.0,15008145.0,230875039.11,,,41786.0,1.5,,,,11.73,79387.0,617574.0,,,1.5,41786.0,,,229829.0,234.32,3.98,,,20.0,20.0,47653140.0,923687556.73,,937.79,19.99,18.18,0.1223,18.48,0.3038,19.895
2016-08-12,16889112.0,328934356.28,7.15,26.39,3.82,333.99,1.0,276104448.45,11564359.0,14176564.0,225228832.84,,,1102522.0,1.32,,,,29.32,29997.0,1502381.0,,,1.32,1102522.0,,53350.0,861578.0,229.96,15.98,,,19.54,19.54,47623144.0,927514022.98,,949.33,19.5,19.61,0.1279,19.61,0.2853,19.99
2016-08-15,16348093.0,317680653.28,6.92,26.1,3.7,326.35,1.0,266458631.48,11314994.0,13712168.0,219876084.98,,,19519.0,3.77,,,,5.26,84966.0,283895.0,,,3.77,19519.0,,15011.0,549362.0,225.91,10.33,,,19.12,19.12,47857656.0,929983174.34,,955.92,19.11,20.01,0.1312,20.97,0.2763,19.945
2016-08-16,16243497.0,311533373.92,6.87,26.53,3.67,323.14,1.0,261302374.37,11274138.0,13624429.0,216226238.06,,,124887.0,5.25,,,,3.86,263537.0,195433.0,,,5.25,124887.0,,29690.0,351276.0,223.99,7.62,,,19.19,19.19,47485624.0,910724867.77,,940.91,19.23,18.61,0.1281,20.67,0.2764,19.685
2016-08-17,16491209.0,314195487.13,6.98,27.43,3.73,324.58,1.0,264646776.11,10909529.0,13890541.0,207851636.5,,,62229.0,9.02,,,,8.7,533331.0,426838.0,,,9.02,62229.0,,,267219.0,214.35,6.31,,,18.66,18.66,47547992.0,905898682.66,,933.49,18.67,17.07,0.1256,20.33,0.2821,19.555
2016-08-18,16479082.0,315971371.85,6.97,28.23,3.73,322.53,1.0,265772841.96,10881808.0,13861042.0,208648746.45,,,33012.0,1.37,,,,1.63,68547.0,76909.0,,,1.37,33012.0,,16176.0,98046.0,213.07,2.73,,,18.61,18.61,47585640.0,912411258.79,,930.12,18.64,16.98,0.1242,20.31,0.2819,19.68
2016-08-19,16282566.0,310141037.82,6.89,28.73,3.68,319.35,1.0,260580119.92,10716237.0,13680592.0,204116775.25,,,55202.0,1.12,,,,4.26,46415.0,220773.0,,,1.12,55202.0,,,226865.0,210.31,3.81,,,18.32,18.32,47778484.0,910057334.51,,938.51,18.31,16.82,0.1248,20.41,0.2784,19.55
2016-08-22,16288981.0,308676202.9,6.89,28.97,3.68,318.87,1.0,257633068.21,10678827.0,13595412.0,202363780.14,,,18381.0,1.3,,,,3.13,88391.0,156015.0,,,1.3,18381.0,,100224.0,173571.0,208.88,3.17,,,18.27,18.27,47783900.0,905504942.99,,933.2,18.29,16.84,0.1249,20.47,0.2786,19.45
2016-08-23,16325260.0,309999913.51,6.91,29.52,3.69,318.49,1.0,258246513.3,10714211.0,13599815.0,203451858.24,,181197.0,220449.0,0.71,3.53,,,3.74,47755.0,190830.0,,181197.0,0.71,220449.0,,5765.0,43352.0,209.26,0.95,3.52,,18.31,18.31,47790644.0,907495225.58,181197.0,931.66,18.34,16.55,0.122,20.21,0.279,19.49
2016-08-24,15993007.0,301976764.02,6.77,29.26,3.62,312.47,1.0,253439132.7,10418089.0,13422403.0,196712275.78,,,24062.0,1.89,,,,7.55,78947.0,380678.0,,,1.89,24062.0,,60494.0,256359.0,203.05,4.85,,,17.67,17.67,48529944.0,916332710.11,,945.64,17.68,17.23,0.1264,20.83,0.2713,19.38
2016-08-25,15934450.0,299163371.72,6.75,29.72,3.6,308.79,1.0,250680617.14,10220114.0,13352095.0,191878838.85,,,10170.0,1.43,,,,4.4,152836.0,213327.0,,,1.43,10170.0,,5182.0,223144.0,197.55,4.65,,,17.35,17.35,48669328.0,913748530.01,,940.79,17.35,17.96,0.128,20.94,0.2706,19.27
2016-08-26,15668573.0,295011247.99,6.64,29.86,3.54,303.47,1.0,247066970.49,10113234.0,13122167.0,190414135.58,,,36927.0,3.43,,,,2.79,184495.0,143807.0,,,3.43,36927.0,,,414423.0,195.54,8.26,,,17.01,17.01,49335896.0,928906815.54,,954.28,17.01,18.46,0.1325,21.14,0.2636,19.325
2016-08-29,15891544.0,298202997.32,6.73,31.36,3.59,307.93,1.0,249949658.21,10263493.0,13320074.0,192593266.93,,,83390.0,4.72,,,,0.71,237830.0,34654.0,,,4.72,83390.0,,101523.0,39923.0,198.27,0.79,,,17.26,17.26,49211924.0,923456099.71,,952.17,17.23,19.38,0.134,20.93,0.2672,19.26
2016-08-30,15691201.0,294902218.81,6.65,32.11,3.55,303.28,1.0,246961347.34,10136054.0,13140356.0,190498153.36,,,33941.0,0.28,,,,3.23,37518.0,167201.0,,,0.28,33941.0,,5821.0,217236.0,195.49,4.37,,,17.05,17.05,49324664.0,927013353.25,,951.22,17.05,19.86,0.137,21.22,0.2639,19.29
2016-08-31,15617349.0,292449124.63,6.56,32.39,3.53,301.78,1.0,246235330.64,10040401.0,13149443.0,188015679.45,,,88853.0,2.42,,,,3.57,126016.0,184506.0,,,2.42,88853.0,,,116929.0,193.48,2.26,,,16.92,16.92,49315220.0,923472538.13,,949.9,16.92,20.27,0.1396,21.3,0.2631,19.22
2016-09-01,15703786.0,295215243.18,6.6,32.76,3.55,302.49,1.0,248456432.89,10035166.0,13216481.0,188650938.76,,,27202.0,1.29,,,,0.71,77720.0,32437.0,,,1.29,27202.0,,,10682.0,193.03,0.52,,,16.97,16.97,49093184.0,922902047.51,,943.0,16.99,20.46,0.1394,21.13,0.2656,19.295
2016-09-02,15852061.0,303022142.67,6.66,33.24,3.59,307.32,1.0,255370182.54,10103425.0,13359234.0,193133340.32,,,113268.0,4.12,,,,0.78,165358.0,45009.0,,,4.12,113268.0,,,22605.0,196.0,0.14,,,16.99,16.99,49368980.0,943719185.86,,958.75,16.97,20.7,0.1392,21.13,0.2665,19.62
2016-09-05,15724608.0,301275215.17,6.61,33.4,3.56,307.99,1.0,254057113.47,9941004.0,13260130.0,190464405.8,,,2359.0,1.22,,5200.0,,3.81,61098.0,206849.0,,,1.22,2359.0,0.1,42069.0,165402.0,195.19,1.44,,,16.71,16.71,49533684.0,949039321.39,,972.42,16.72,20.85,0.1392,21.25,0.2644,19.665
2016-09-06,15879498.0,306176736.74,6.67,34.31,3.59,312.11,1.0,257629993.55,10006895.0,13361678.0,192945548.78,,,50350.0,2.4,,5923.0,,1.44,126066.0,75366.0,,,2.4,50350.0,0.12,90907.0,30441.0,196.77,0.3,,,16.91,16.91,49186028.0,948368616.32,,965.95,16.92,20.73,0.1376,21.13,0.2683,19.79
2016-09-07,15806499.0,305616232.97,6.64,33.99,3.57,313.25,1.0,259070857.44,9932172.0,13399168.0,192037021.72,,,6204.0,1.58,,,,2.67,67419.0,135427.0,,,1.58,6204.0,,54500.0,29929.0,196.61,0.46,,,16.8,16.8,49202984.0,951332146.4,,974.69,16.79,20.86,0.1385,21.27,0.2673,19.845
2016-09-08,16096325.0,309494894.99,6.76,35.41,3.64,319.12,1.0,264277269.41,9975570.0,13744630.0,191807011.2,,,146196.0,10.94,,,,3.19,538354.0,164408.0,,,10.94,146196.0,,61610.0,192892.0,197.54,3.65,,,17.44,17.44,47224032.0,908008307.77,,935.4,17.44,20.35,0.1361,21.02,0.2814,19.735
2016-09-09,16101750.0,303716271.15,6.77,36.19,3.64,317.92,1.0,259744292.88,9952424.0,13770542.0,187725750.69,,,41932.0,2.7,,,,3.23,154763.0,162595.0,,,2.7,41932.0,,97517.0,128851.0,195.54,2.86,,,17.41,17.41,47211976.0,890527135.51,,927.77,17.41,20.68,0.1373,21.06,0.2817,19.36
2016-09-12,16134827.0,300410167.27,6.78,37.3,3.65,312.98,1.0,256977801.58,10001587.0,13802104.0,186216959.35,,,20231.0,0.0,,,,0.38,63900.0,15170.0,,,0.0,20231.0,,44102.0,32338.0,193.06,1.26,,,17.5,17.5,47138908.0,877667125.72,,908.69,17.52,20.83,0.1374,21.08,0.2824,19.11
2016-09-13,16284228.0,302557201.37,6.84,38.75,3.68,312.14,1.0,259062332.76,10061305.0,13943248.0,186936726.93,,,45738.0,4.33,,,,1.93,305338.0,92823.0,,,4.33,45738.0,,106803.0,164194.0,192.13,3.58,,,17.62,17.62,47027684.0,873763524.94,,898.47,17.62,20.66,0.1392,21.93,0.2852,19.07
2016-09-14,16248726.0,303401529.45,6.83,38.86,3.67,311.0,1.0,259748877.3,10227322.0,13910900.0,190967903.39,,,77010.0,3.55,,,,3.39,191451.0,177488.0,,,3.55,77010.0,,266495.0,223799.0,195.25,4.65,,,17.94,17.94,46777032.0,873436049.83,,892.91,17.94,20.33,0.1377,21.88,0.285,19.165
2016-09-15,16035391.0,300667922.18,6.74,38.13,3.63,308.54,1.0,257315477.53,11075517.0,13723294.0,207668942.0,,,650355.0,3.4,,,,0.54,157883.0,32875.0,,,3.4,650355.0,,230715.0,345489.0,212.57,5.98,,,19.42,19.42,45958360.0,861731691.36,,881.86,19.42,21.44,0.1408,22.08,0.2812,19.245
2016-09-16,16416182.0,303169546.39,6.9,39.08,3.71,317.02,1.0,261369031.18,11700301.0,14152746.0,216077949.6,,,793896.0,9.55,,,,3.22,444575.0,169112.0,,,9.55,793896.0,,,15123.0,224.92,0.16,,,20.52,20.52,45330404.0,837149467.42,,871.29,20.52,21.5,0.1421,22.74,0.2878,18.955
2016-09-19,15899187.0,296332656.47,6.68,37.05,3.6,302.72,1.0,255235496.4,11490058.0,13694194.0,214154309.28,,,46979.0,0.0,,,,6.9,105476.0,331082.0,,,0.0,46979.0,,73860.0,564028.0,218.56,12.81,,,20.09,20.09,45692904.0,851634717.18,,867.4,20.13,22.11,0.1435,22.6,0.278,19.13
2016-09-20,16143467.0,299391398.05,6.78,37.53,3.65,310.23,1.0,256630611.58,11664364.0,13837765.0,216323435.69,,,518148.0,5.97,,,,8.42,192718.0,445731.0,,,5.97,518148.0,,101889.0,49147.0,223.0,0.5,,,20.37,20.37,45589604.0,845489712.85,,871.84,20.37,21.79,0.1417,22.37,0.282,19.035
2016-09-21,16251106.0,301466802.04,6.83,38.22,3.68,310.9,1.0,258694783.42,11731900.0,13945404.0,217633087.55,,,10034.0,1.92,,,,0.47,152163.0,22705.0,,,1.92,10034.0,,80207.0,44524.0,223.28,0.91,,,20.4,20.4,45777084.0,849189656.39,,870.76,20.41,21.79,0.143,22.77,0.2826,19.04
2016-09-22,16227244.0,307269135.32,6.82,39.03,3.67,311.03,1.0,263609777.03,11781427.0,13921542.0,223085872.57,,,289119.0,6.52,,,,4.66,324726.0,243524.0,,,6.52,289119.0,,3932.0,348588.0,225.21,6.68,,,20.49,20.49,45712260.0,865579306.25,,873.95,20.49,21.51,0.1421,23.0,0.2822,19.435
2016-09-23,16141354.0,305013718.59,6.78,39.45,3.65,313.96,1.0,261952001.94,11737235.0,13862524.0,221791659.69,,,11466.0,2.8,,,,1.69,29217.0,98592.0,,,2.8,11466.0,,42934.0,88235.0,227.57,0.97,,,20.42,20.42,45737092.0,864267056.44,,888.83,20.38,21.73,0.1443,23.29,0.2808,19.395
2016-09-26,16175355.0,298800817.09,6.8,40.02,3.66,313.37,1.0,256654570.64,11863285.0,13893800.0,219145684.99,,,51172.0,2.98,,,,0.57,166172.0,28170.0,,,2.98,51172.0,,103048.0,134896.0,228.74,2.79,,,20.64,20.64,45621792.0,842752986.06,,879.99,20.63,22.05,0.1445,23.23,0.2814,18.96
2016-09-27,16361711.0,301127419.26,6.88,39.19,3.7,312.41,1.0,258817864.66,11978987.0,14062828.0,220466028.32,,,71275.0,1.26,,,,0.59,198293.0,17636.0,,,1.26,71275.0,,62063.0,29265.0,227.42,1.58,,,20.85,20.85,45484532.0,837115368.78,,862.73,20.86,21.78,0.1425,23.1,0.2847,18.89
2016-09-28,16700881.0,309891729.21,7.02,39.24,3.78,317.35,1.0,258748634.42,12408056.0,13944645.0,230236592.31,,,477970.0,1.24,,,,4.34,75294.0,223282.0,,,1.24,477970.0,,174381.0,193477.0,234.73,4.76,,,21.57,21.57,45127680.0,837362699.04,,853.56,21.57,20.99,0.138,22.63,0.2903,19.045
2016-09-29,16604600.0,307619863.17,6.98,38.85,3.76,317.21,1.0,256525131.31,12338759.0,13846626.0,228590110.89,,,31687.0,3.47,,,,3.22,138810.0,172944.0,,,3.47,31687.0,,71960.0,236829.0,234.71,3.84,,,21.45,21.45,45180860.0,837028893.85,,859.29,21.45,21.93,0.1412,22.8,0.2887,19.015
2016-09-30,16664302.0,310024786.52,7.0,38.62,3.77,318.18,1.0,257685164.21,12334986.0,13850968.0,229481642.94,,,66464.0,1.36,,,,2.66,77846.0,139450.0,,,1.36,66464.0,,69213.0,73504.0,234.65,1.53,,,21.45,21.45,45171344.0,840373409.0,,859.67,21.44,21.94,0.1419,23.06,0.2898,19.095
2016-10-03,16558120.0,308775323.92,6.96,37.67,3.74,318.54,1.0,257498739.92,12230621.0,13808406.0,228076252.68,0.11,,1738.0,1.43,,3089.0,5962.0,0.93,56831.0,110803.0,0.11,,1.43,1738.0,0.07,4700.0,108444.0,234.59,1.55,,,21.32,21.32,45140732.0,841783013.13,,862.47,21.38,22.01,0.1441,23.51,0.2886,19.14
2016-10-04,16422218.0,310881043.08,6.9,37.27,3.71,315.52,1.0,257182536.19,12090939.0,13585607.0,228887701.29,,,118270.0,4.56,,,,6.55,227199.0,346384.0,,,4.56,118270.0,,88432.0,449998.0,231.86,8.65,,0.11,21.08,21.08,45260372.0,856802148.02,,870.36,21.04,22.59,0.1482,23.91,0.2863,19.43
2016-10-05,16969428.0,314957395.45,7.13,38.18,3.84,328.8,1.0,261651852.75,12155553.0,14097406.0,225610510.45,,,235701.0,10.96,,55000.0,,3.62,569332.0,196087.0,,,10.96,235701.0,1.05,25000.0,112533.0,234.97,0.25,,,21.15,21.15,45328048.0,841301423.87,,874.11,21.19,21.98,0.1414,22.97,0.2952,19.05
2016-10-06,16826706.0,306570484.41,7.07,37.27,3.81,321.09,1.0,255399265.3,11976782.0,14018076.0,218208356.37,,,34028.0,0.0,,,,5.19,42965.0,263645.0,,,0.0,34028.0,,50846.0,122295.0,227.39,3.49,,,20.85,20.85,45478296.0,828581852.86,,863.49,20.84,21.97,0.1422,23.17,0.2929,18.7
2016-10-07,16537872.0,300260808.87,6.95,35.8,3.74,309.6,1.0,249390300.8,11725163.0,13736008.0,212881495.66,,,166292.0,2.22,,,,13.16,213071.0,648529.0,,,2.22,166292.0,,230618.0,495139.0,218.45,11.85,,,20.5,20.5,45465420.0,825467979.47,,849.03,20.46,22.92,0.1462,23.07,0.2892,18.635
2016-10-10,16290168.0,298064859.7,6.85,34.31,3.68,305.6,1.0,246701330.45,11566031.0,13482992.0,211626264.83,,,27965.0,0.19,,27000.0,,4.05,3114.0,226628.0,,,0.19,27965.0,0.51,39531.0,283130.0,216.05,5.36,,,20.21,20.21,45675572.0,835736191.3,,854.37,20.18,23.4,0.1499,23.46,0.2846,18.78
2016-10-11,16430971.0,299360477.26,6.91,34.16,3.72,309.83,1.0,246188708.22,11635476.0,13512537.0,211990006.46,,,11986.0,1.64,,,,2.18,32813.0,117944.0,,,1.64,11986.0,,175403.0,3268.0,218.43,0.15,,,20.37,20.37,45497256.0,828927290.43,,856.34,20.32,23.2,0.1496,23.4,0.2876,18.7
