,WAGA FP Equity_DX_SI_QTY,WAGA FP Equity_DX_SHORT_INTEREST_VALUE,WAGA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,WAGA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,WAGA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,WAGA FP Equity_DX_SI_MV,WAGA FP Equity_DX_DSS,WAGA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,WAGA FP Equity_DX_SUPPLY_SI_QTY,WAGA FP Equity_DX_BROKER_SI_QTY,WAGA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,WAGA FP Equity_DX_SUPPLY_SI_QTY_NEW_x,WAGA FP Equity_DX_SUPPLY_SI_QTY_INC_x,WAGA FP Equity_DX_BROKER_SI_MV_INC_x,WAGA FP Equity_DX_SUPPLY_SI_MV_NEW,WAGA FP Equity_DX_BROKER_SI_QTY_ADD,WAGA FP Equity_DX_SUPPLY_SI_MV_DEC,WAGA FP Equity_DX_BROKER_SI_QTY_INC,WAGA FP Equity_DX_SUPPLY_SI_QTY_DEC,WAGA FP Equity_DX_SUPPLY_SI_QTY_NEW_y,WAGA FP Equity_DX_BROKER_SI_MV_INC_y,WAGA FP Equity_DX_SUPPLY_SI_QTY_INC_y,WAGA FP Equity_DX_BROKER_SI_MV_ADD,WAGA FP Equity_DX_SUPPLY_SI_QTY_ADD,WAGA FP Equity_DX_BROKER_SI_QTY_DEC,WAGA FP Equity_DX_SUPPLY_SI_MV,WAGA FP Equity_DX_BROKER_SI_MV_DEC,WAGA FP Equity_DX_SUPPLY_SI_MV_RMV,WAGA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,WAGA FP Equity_DX_UTILIZATION_QUANTITY,WAGA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,WAGA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,WAGA FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,WAGA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,WAGA FP Equity_DX_ACTIVE_UTILIZATION_MV,WAGA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,WAGA FP Equity_DX_BROKER_SI_CON_RATIO,WAGA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,WAGA FP Equity_DX_DEMAND_SUPPLY_RATIO
2024-01-31,108070.0,2588276.5,1.18,25.76,0.53,2.77,0.0,1958175.95,89918.0,81761.0,2153536.1,,,0.03,,,0.0,1100.0,6.0,,0.03,,,,1006.0,2.34,0.03,,20.91,20.91,340137.0,8146281.15,,8.56,21.43,18.62,0.1559,24.34,0.2513
2024-02-01,108386.0,2622941.2,1.19,25.52,0.53,2.63,0.0,1986263.4,91157.0,82077.0,2205999.4,,1179.0,0.03,,,0.01,1240.0,1.0,,0.03,1179.0,,61.0,924.0,2.2,0.04,,21.2,21.2,338851.0,8200194.2,,8.15,21.26,18.67,0.1531,23.57,0.2521
2024-02-02,108325.0,2610632.5,1.19,25.41,0.53,2.64,0.0,1976585.6,91096.0,82016.0,2195413.6,,,,,,0.0,,61.0,,,,,,61.0,2.21,0.0,,21.18,21.18,338927.0,8168140.7,,8.19,21.27,18.64,0.1535,23.8,0.2519
2024-02-05,111948.0,2910648.0,1.23,26.49,0.55,2.77,0.0,2132416.0,94719.0,82016.0,2462694.0,,3623.0,,,,,,,,,3623.0,,,,2.29,,,22.02,22.02,335421.0,8720946.0,,8.37,21.51,18.96,0.144,22.55,0.2603
2024-02-06,116729.0,2894879.2,1.28,25.95,0.57,3.01,0.0,2137933.6,98932.0,86207.0,2453513.6,,2500.0,0.02,,3623.0,0.02,568.0,1355.0,,0.02,2500.0,0.1,3068.0,,2.57,,,23.0,23.0,331208.0,8213958.4,,8.45,23.31,17.09,0.1361,22.3,0.2714
2024-02-07,118829.0,2970725.0,1.3,25.17,0.58,2.98,0.0,2207675.0,101032.0,88307.0,2525800.0,,1360.0,0.05,,,,2100.0,,,0.05,1360.0,,740.0,,2.51,,,23.49,23.49,329108.0,8227700.0,,8.19,23.42,16.98,0.1312,21.52,0.2763
2024-02-08,118113.0,2858334.6,1.29,24.42,0.58,2.95,0.0,2041028.0,100316.0,84340.0,2427647.2,,,,,,0.14,,5527.0,,,,,4811.0,3967.0,2.5,0.1,,23.9,23.9,319405.0,7729601.0,,7.88,24.12,20.5,0.1441,21.93,0.2814
2024-02-09,117045.0,2656921.5,1.28,23.58,0.57,2.84,0.0,2057528.0,97248.0,90640.0,2207529.6,,,0.05,,4300.0,0.08,2000.0,3068.0,,0.05,,0.11,,,2.35,,,23.36,23.36,318989.0,7241050.3,,7.52,23.8,20.82,0.1486,21.99,0.2812
2024-02-12,132193.0,2908246.0,1.45,23.87,0.65,3.05,0.0,2327336.0,113664.0,105788.0,2500608.0,,16213.0,0.29,,3109.0,0.02,12039.0,997.0,,0.29,16213.0,0.07,1200.0,,2.59,,,27.41,27.41,301036.0,6622792.0,,6.74,27.73,18.19,0.1421,21.54,0.3188
2024-02-13,138779.0,2997626.4,1.52,23.1,0.68,3.13,0.0,2286878.4,119050.0,105874.0,2571480.0,,,0.0,,,0.03,86.0,1114.0,,0.0,,,6500.0,,2.63,,,28.15,28.15,303821.0,6562533.6,,6.63,28.41,17.22,0.1309,20.32,0.3282
2024-02-14,162391.0,3678156.15,1.78,25.34,0.79,3.63,0.0,2864907.9,146705.0,126486.0,3322868.25,,43085.0,0.9,,,0.36,41755.0,15641.0,,0.9,43085.0,,211.0,21143.0,3.18,0.45,,34.77,34.77,275169.0,6232577.85,,6.09,34.29,15.42,0.1304,20.05,0.3849
2024-02-15,170951.0,3829302.4,1.87,26.21,0.83,3.92,0.0,2621225.6,169309.0,117019.0,3792521.6,,35027.0,0.16,,,0.27,5676.0,13099.0,,0.16,35027.0,,676.0,15143.0,3.82,0.32,,40.23,40.23,251547.0,5634652.8,,5.66,40.31,14.62,0.1206,19.56,0.4062
2024-02-16,203537.0,4335338.1,2.23,30.5,0.99,4.62,0.0,2679603.9,176979.0,125803.0,3769652.7,,33324.0,0.28,,6027.0,0.57,12239.0,25654.0,,0.28,33324.0,0.14,,9482.0,3.95,0.21,,43.19,43.19,232771.0,4958022.3,,5.08,43.79,16.34,0.1202,18.19,0.4967
2024-02-19,206055.0,4533210.0,2.26,29.09,1.01,4.56,1.0,2819388.0,175923.0,128154.0,3870306.0,,6322.0,0.05,,,0.17,2351.0,7378.0,,0.05,6322.0,,,,3.76,,,42.93,42.93,233827.0,5144194.0,,5.08,42.49,15.74,0.1204,17.81,0.5029
2024-02-20,207167.0,4360865.35,2.27,27.13,1.01,4.62,1.0,2784430.85,179953.0,132277.0,3788010.65,,7424.0,0.22,,2000.0,0.07,8966.0,3394.0,,0.22,7424.0,0.04,,6843.0,3.95,0.16,,43.92,43.92,229797.0,4837226.85,,4.93,44.46,17.87,0.1283,18.46,0.5056
2024-02-21,182814.0,3711124.2,2.0,23.64,0.89,3.96,0.0,2728137.3,173277.0,134391.0,3517523.1,,5356.0,0.11,,,0.36,4977.0,12032.0,,0.11,5356.0,,,2863.0,3.64,0.06,,42.29,42.29,236451.0,4799955.3,,4.89,42.68,20.04,0.1458,20.68,0.4462
2024-02-22,187318.0,3671432.8,2.05,23.44,0.91,3.94,0.0,2722342.0,173781.0,138895.0,3406107.6,,3160.0,0.1,,2000.0,0.06,5051.0,2656.0,,0.1,3160.0,0.04,,2547.0,3.59,0.06,,42.37,42.37,236353.0,4632518.8,,4.75,43.07,19.33,0.1423,19.96,0.4567
2024-02-23,200261.0,4005220.0,2.19,24.43,0.98,4.04,0.0,2936760.0,188558.0,146838.0,3771160.0,,15251.0,0.17,,,0.01,8417.0,474.0,,0.17,15251.0,,,474.0,3.7,0.01,,46.0,46.0,221370.0,4427400.0,,4.39,45.75,18.46,0.1313,18.84,0.4885
2024-02-26,199617.0,3968385.96,2.19,23.75,0.97,4.07,0.0,2906336.72,188414.0,146194.0,3745670.32,,,,,,0.0,,144.0,,,,,,644.0,3.77,0.01,,45.96,45.96,221544.0,4404294.72,,4.41,46.06,18.59,0.132,19.07,0.4869
2024-02-27,197685.0,3827181.6,2.16,23.09,0.96,4.01,0.0,2889712.32,186482.0,149262.0,3610291.52,,1208.0,0.07,,,0.07,3068.0,3140.0,,0.07,1208.0,,,,3.71,,,45.65,45.65,222051.0,4298907.36,,4.35,46.0,18.69,0.1395,19.24,0.4839
2024-02-28,199051.0,3805855.12,2.18,22.93,0.97,3.95,0.0,2880007.36,187848.0,150628.0,3591653.76,,6100.0,0.01,,,0.1,1366.0,4734.0,,0.01,6100.0,,,,3.64,,,45.95,45.95,220951.0,4224583.12,,4.25,46.12,18.64,0.1398,19.03,0.4869
2024-02-29,202227.0,3437859.0,2.21,22.86,0.99,3.92,0.0,2614668.0,187136.0,153804.0,3181312.0,,1388.0,0.05,,,0.04,3176.0,2100.0,,0.05,1388.0,,,,3.58,,,46.89,46.89,211972.0,3603524.0,,3.81,48.46,18.94,0.1402,19.41,0.5067
2024-03-01,209082.0,3474942.84,2.29,14.52,1.02,3.69,1.0,2705536.56,202539.0,162788.0,3366198.18,,26617.0,0.18,,,0.24,12019.0,11214.0,,0.18,26617.0,,,3035.0,3.44,0.16,,53.17,53.17,178353.0,2964226.86,,2.99,53.55,17.5,0.131,19.29,0.5489
2024-03-04,175883.0,2937246.1,1.93,11.84,0.86,3.04,0.0,2216023.2,161848.0,132696.0,2702861.6,,,,,,0.75,,40691.0,,,,,,30092.0,2.69,0.55,,47.31,47.31,180232.0,3009874.4,,3.01,47.23,20.77,0.1546,21.97,0.5142
2024-03-05,169584.0,2832052.8,1.86,11.6,0.83,3.05,0.0,2116057.0,149068.0,126710.0,2489435.6,,1500.0,0.06,,,0.37,6098.0,23019.0,,0.06,1500.0,,8739.0,12084.0,2.49,0.05,,46.9,46.9,168784.0,2818692.8,,2.82,46.88,20.92,0.1617,24.02,0.5335
2024-03-06,147334.0,2445744.4,1.61,10.26,0.72,2.64,0.0,1734036.0,125991.0,104460.0,2091450.6,,6068.0,,,,0.49,,29145.0,,,6068.0,,,22250.0,2.1,0.41,,43.41,43.41,164261.0,2726732.6,,2.73,43.47,21.95,0.1545,24.21,0.5076
2024-03-07,146396.0,2477020.32,1.6,10.13,0.71,2.62,0.0,1751592.24,123239.0,103522.0,2085203.88,,,,,,0.05,,2752.0,,,,,,938.0,2.05,0.02,,42.71,42.71,165303.0,2796926.76,,2.78,42.39,22.1,0.1543,24.24,0.5074
2024-03-08,150899.0,2667894.32,1.65,10.33,0.74,2.76,0.0,1909882.0,129221.0,108025.0,2284627.28,,5982.0,0.11,,,,5982.0,,,0.11,5982.0,,,1479.0,2.2,0.02,,44.46,44.46,161397.0,2853498.96,,2.82,43.78,21.46,0.1547,23.41,0.5192
2024-03-11,117106.0,2100881.64,1.28,7.9,0.57,2.26,0.0,1331722.08,95428.0,74232.0,1711978.32,,280.0,,,,0.53,,34073.0,,,280.0,,,33793.0,1.69,0.55,,32.82,32.82,195290.0,3503502.6,,3.49,32.66,15.39,0.1506,27.21,0.4028
2024-03-12,117182.0,2045997.72,1.28,7.79,0.57,2.27,0.0,1306444.5,95504.0,74825.0,1667499.84,,593.0,0.01,,,0.0,593.0,517.0,,0.01,593.0,,,,1.71,,,32.86,32.86,195114.0,3406690.44,,3.44,33.16,15.88,0.1522,27.24,0.4032
2024-03-13,94073.0,1576663.48,1.03,6.15,0.46,1.82,0.0,1183524.16,77119.0,70616.0,1292514.44,,515.0,0.01,,600.0,0.37,515.0,19500.0,,0.01,515.0,0.01,600.0,5324.0,1.34,0.09,,26.48,26.48,214099.0,3588299.24,,3.65,26.89,18.35,0.1361,20.25,0.323
2024-03-14,109263.0,1693576.5,1.2,7.17,0.53,2.02,0.0,1360993.0,93209.0,87806.0,1444739.5,,386.0,0.28,,1704.0,0.07,16386.0,2000.0,,0.28,386.0,0.03,17704.0,900.0,1.56,0.02,,32.02,32.02,197919.0,3067744.5,,3.16,33.07,15.9,0.1281,18.31,0.3753
2024-03-15,108811.0,1730094.9,1.19,6.99,0.53,1.9,0.0,1388928.6,93957.0,87354.0,1493916.3,,3280.0,0.0,,,0.07,748.0,2532.0,,0.0,3280.0,,,1200.0,1.46,0.02,,32.25,32.25,197338.0,3137674.2,,3.11,31.96,15.63,0.1266,18.09,0.3735
2024-03-18,110681.0,1675710.34,1.21,6.94,0.54,1.95,0.0,1350851.36,90677.0,89224.0,1372849.78,,,0.04,,,0.05,1870.0,3280.0,,0.04,,,,,1.43,,,31.13,31.13,200618.0,3037356.52,,3.19,31.03,15.61,0.13,19.78,0.38
2024-03-19,114524.0,1628531.28,1.25,7.15,0.56,1.92,0.0,1225607.58,102270.0,86189.0,1454279.4,,11593.0,,,,,,,,,11593.0,,,3035.0,1.54,0.06,,35.11,35.11,189025.0,2687935.5,,2.75,35.87,15.08,0.1242,18.8,0.3932
2024-03-20,115025.0,1552837.5,1.26,7.06,0.56,1.84,0.0,1170315.0,102771.0,86690.0,1387408.5,,501.0,0.0,,,,501.0,,,0.0,501.0,,,,1.45,,,35.28,35.28,188524.0,2545074.0,,2.6,35.89,15.3,0.1247,18.93,0.3949
2024-03-21,128425.0,1720895.0,1.41,7.57,0.63,1.97,0.0,1349246.0,107294.0,100690.0,1437739.6,,5123.0,0.09,,6878.0,0.01,7122.0,600.0,,0.09,5123.0,0.1,,,1.46,,,36.91,36.91,183401.0,2457573.4,,2.46,37.13,14.22,0.1291,22.23,0.4418
2024-03-22,141750.0,1871100.0,1.55,7.69,0.69,2.13,0.0,1504998.0,122618.0,114015.0,1618557.6,,15324.0,0.18,,,,13325.0,,,0.18,15324.0,,,,1.64,,,41.33,41.33,174077.0,2297816.4,,2.31,41.56,13.1,0.1508,29.04,0.4778
2024-03-25,142061.0,1903617.4,1.08,7.58,0.58,2.09,0.0,1051819.6,122929.0,78494.0,1647248.6,,7064.0,0.1,,,0.09,8000.0,6753.0,,0.1,7064.0,,,43521.0,1.63,0.62,,41.43,41.43,173766.0,2328464.4,,2.29,41.66,13.34,0.1313,23.1,0.4788
2024-03-26,222383.0,3064437.74,1.69,10.7,0.91,3.19,1.0,1023716.2,161893.0,74290.0,2230885.54,,76000.0,,,500.0,0.5,,37536.0,,,76000.0,0.01,500.0,4704.0,2.17,0.06,,54.48,54.48,135264.0,1863937.92,,1.86,53.87,15.46,0.2408,42.89,0.7484
2024-03-27,105847.0,1587705.0,0.81,4.94,0.43,1.68,0.0,1267350.0,86215.0,84490.0,1293225.0,,,0.15,,,0.99,10200.0,75678.0,,0.15,,,,,1.19,,,29.01,29.01,210942.0,3164130.0,,3.07,28.01,16.71,0.1388,20.68,0.3562
2024-03-28,105847.0,1682967.3,0.81,4.76,0.43,1.75,0.0,1343391.0,86215.0,84490.0,1370818.5,,,,,,,,,,,,,,,1.22,,,29.01,29.01,211018.0,3355186.2,,3.18,27.66,16.36,0.1402,21.53,0.3561
2024-03-29,105847.0,1682967.3,0.81,4.5,0.43,1.79,0.0,1343391.0,86215.0,84490.0,1370818.5,,,,,,,,,,,,,,,1.23,,,28.99,28.99,211168.0,3357571.2,,3.19,27.86,16.97,0.1427,22.33,0.3559
2024-04-01,98969.0,1573607.1,0.75,4.2,0.4,1.72,0.0,1234030.8,86215.0,77612.0,1370818.5,,,,,,,,,,,,,,6878.0,1.24,0.09,,28.99,28.99,211168.0,3357571.2,,3.2,27.82,17.73,0.1549,23.33,0.3328
2024-04-02,112969.0,1796207.1,0.86,4.8,0.46,1.98,0.0,1345330.8,93215.0,84612.0,1482118.5,,7000.0,,,7000.0,,,,,,7000.0,0.11,,,1.48,,,31.35,31.35,204168.0,3246271.2,,3.25,31.35,15.34,0.127,20.19,0.3799
2024-04-03,106065.0,1745829.9,0.81,4.35,0.43,1.88,0.0,1384417.68,90730.0,84108.0,1493415.8,,4515.0,0.01,,3915.0,0.11,600.0,7000.0,,0.01,4515.0,0.06,,5019.0,1.45,0.08,,30.46,30.46,207106.0,3408964.76,,3.37,30.03,16.2,0.1382,21.31,0.3561
2024-04-04,90795.0,1440008.7,0.69,3.68,0.37,1.66,0.0,1105362.7,83317.0,69695.0,1321407.62,,6959.0,0.05,,,0.19,3044.0,14372.0,,0.05,6959.0,,,17457.0,1.36,0.28,,27.96,27.96,214634.0,3404095.24,,3.53,27.89,16.75,0.1431,18.84,0.3047
2024-04-05,83345.0,1275178.5,0.63,3.31,0.34,1.49,0.0,952348.5,75867.0,62245.0,1160765.1,,,,,,0.16,,7450.0,,,,,,7450.0,1.2,0.13,,25.46,25.46,222084.0,3397885.2,,3.59,25.06,18.63,0.1474,20.2,0.2797
2024-04-08,87413.0,1346160.2,0.66,3.46,0.36,1.52,0.0,1004973.2,78880.0,65258.0,1214752.0,,4945.0,0.04,,,0.04,3013.0,2787.0,,0.04,4945.0,,855.0,,1.21,,,26.46,26.46,219271.0,3376773.4,,3.49,25.7,18.46,0.1432,19.31,0.2932
2024-04-09,148455.0,2256516.0,1.13,5.88,0.61,2.46,0.0,1007760.0,132322.0,66300.0,2011294.4,,53442.0,0.03,,7200.0,,1842.0,,,0.03,53442.0,0.11,,8000.0,2.04,0.12,,44.32,44.32,166229.0,2526680.8,,2.68,43.18,11.94,0.1513,30.42,0.4973
2024-04-10,135674.0,2083952.64,1.03,5.42,0.55,2.25,0.0,944931.84,123694.0,61519.0,1899939.84,,,,,,0.15,,8628.0,,,,,,4781.0,1.88,0.08,,41.43,41.43,174857.0,2685803.52,,2.81,40.15,12.93,0.1713,32.94,0.4544
2024-04-11,133276.0,2081771.12,1.01,5.33,0.54,2.23,0.0,940652.02,118243.0,60221.0,1846955.66,,,,,,0.08,,5451.0,,,,,,1298.0,1.82,0.02,,39.75,39.75,179208.0,2799228.96,,2.79,39.47,13.16,0.1671,31.99,0.4481
2024-04-12,135467.0,2186437.38,1.03,5.34,0.55,2.3,0.0,1006038.48,120354.0,62332.0,1942513.56,,2111.0,0.04,,,,2111.0,,,0.04,2111.0,,,,1.88,,,40.45,40.45,177177.0,2859636.78,,2.78,40.43,12.98,0.1643,31.67,0.4553
2024-04-15,145503.0,2319317.82,1.1,5.7,0.59,2.52,0.0,1153545.92,129958.0,72368.0,2071530.52,,14349.0,0.05,,7300.0,0.07,2936.0,4745.0,,0.05,14349.0,0.12,,200.0,2.09,0.0,,43.68,43.68,167573.0,2671113.62,,2.64,44.19,12.25,0.1488,29.77,0.489
2024-04-16,144671.0,2219253.14,1.1,7.09,0.59,2.48,0.0,1100430.24,129758.0,71736.0,1990487.72,,,,,,0.0,,200.0,,,,,,632.0,2.06,0.01,,43.64,43.64,167572.0,2570554.48,,2.63,43.88,12.3,0.1488,29.76,0.4866
2024-04-17,150430.0,2391837.0,1.14,7.46,0.61,2.49,0.0,1238530.5,135917.0,77895.0,2161080.3,,6559.0,0.09,,,0.01,6559.0,400.0,,0.09,6559.0,,,400.0,2.09,0.01,,45.77,45.77,161013.0,2560106.7,,2.51,45.52,11.75,0.1415,27.92,0.5066
2024-04-18,163924.0,2606391.6,1.24,8.11,0.67,2.78,0.0,1539851.4,143868.0,96846.0,2287501.2,,7951.0,0.4,,,,24408.0,,,0.4,7951.0,,,5457.0,2.29,0.08,,48.45,48.45,153062.0,2433685.8,,2.4,48.76,17.5,0.1484,25.93,0.5521
2024-04-19,163384.0,2574931.84,1.24,8.08,0.67,2.77,0.0,1517782.56,143868.0,96306.0,2267359.68,,,,,,,,,,,,,,540.0,2.28,0.01,,48.45,48.45,153062.0,2412257.12,,2.42,48.55,17.27,0.1484,26.04,0.5502
2024-04-22,164424.0,2703130.56,1.25,8.18,0.67,2.78,0.0,1591819.44,143848.0,96826.0,2364861.12,,520.0,0.01,,,0.0,600.0,540.0,,0.01,520.0,,,80.0,2.28,0.0,,48.36,48.36,153602.0,2525216.88,,2.43,48.4,17.09,0.1456,25.67,0.5528
2024-04-23,164333.0,2777227.7,1.25,8.15,0.67,2.88,0.0,1634821.5,143097.0,96735.0,2418339.3,,,,,,0.0,,751.0,,,,,,91.0,2.36,0.0,,48.11,48.11,154353.0,2608565.7,,2.46,48.89,17.13,0.1461,25.82,0.5525
2024-04-24,163386.0,2715475.32,1.24,8.16,0.67,2.93,0.0,1591996.56,143097.0,95788.0,2378272.14,,,,,,,,,,,,,,947.0,2.41,0.0,,48.11,48.11,154353.0,2565346.86,,2.48,49.38,16.77,0.1467,26.11,0.5493
2024-04-25,174924.0,2837267.28,1.33,8.8,0.71,3.07,0.0,1732896.14,152762.0,106837.0,2477799.64,,10489.0,0.18,,489.0,0.02,11000.0,824.0,,0.18,10489.0,0.01,,440.0,2.53,0.02,,51.27,51.27,145177.0,2354770.94,,2.31,52.29,15.48,0.1356,25.0,0.5871
2024-04-26,177418.0,2938042.08,1.35,8.88,0.72,3.06,0.0,1800585.36,152922.0,108731.0,2532388.32,,600.0,0.02,,,0.0,1894.0,440.0,,0.02,600.0,,,,2.49,,,51.22,51.22,145617.0,2411417.52,,2.31,51.82,15.84,0.1363,25.11,0.5943
2024-04-29,182830.0,2998412.0,1.39,9.12,0.75,3.18,0.0,1871945.2,161019.0,114143.0,2640711.6,,8097.0,0.1,,,,5412.0,,,0.1,8097.0,,,,2.63,,,53.94,53.94,137520.0,2255328.0,,2.25,53.85,18.41,0.1384,24.28,0.6124
2024-04-30,183460.0,2931690.8,1.39,9.31,0.75,3.17,0.0,1834072.54,159501.0,114773.0,2548825.98,,,0.07,,,0.02,4122.0,1518.0,,0.07,,,,3492.0,2.61,0.06,,53.43,53.43,139038.0,2221827.24,,2.28,53.38,16.44,0.1327,24.48,0.6145
2024-05-01,183460.0,2931690.8,1.39,9.49,0.75,3.11,0.0,1834072.54,159501.0,114773.0,2548825.98,,,,,,,,,,,,,,,2.55,,,53.43,53.43,139038.0,2221827.24,,2.27,52.88,16.36,0.1321,24.37,0.6145
2024-05-02,181141.0,2880141.9,1.37,9.37,0.74,3.07,0.0,1788018.6,159501.0,112454.0,2536065.9,,,,,,,,,,,,,,2319.0,2.55,0.04,,53.43,53.43,139038.0,2210704.2,,2.27,52.86,15.99,0.1333,24.68,0.6068
2024-05-03,180980.0,2946354.4,1.37,9.5,0.74,3.06,0.0,1828130.04,158222.0,112293.0,2575854.16,,,,,,0.01,,1279.0,,,,,,161.0,2.52,0.01,,53.0,53.0,140317.0,2284360.76,,2.29,52.38,15.86,0.1327,24.61,0.6062
2024-05-06,184313.0,3125948.48,1.4,9.83,0.75,3.19,0.0,1876216.96,163212.0,110626.0,2768075.52,,5000.0,,,,0.0,,10.0,,,5000.0,,,1667.0,2.67,0.02,,54.67,54.67,135327.0,2295145.92,,2.22,54.56,15.29,0.1373,26.19,0.6174
2024-05-07,181424.0,3037037.76,1.38,9.89,0.74,3.24,0.0,1821747.24,161755.0,108826.0,2707778.7,,2000.0,,,,0.06,,3457.0,,,2000.0,,,1800.0,2.74,0.01,,54.38,54.38,135695.0,2271534.3,,2.28,54.6,14.74,0.1371,26.3,0.6099
2024-05-08,179863.0,3003712.1,1.36,10.65,0.73,3.18,0.0,1791325.5,158194.0,107265.0,2641839.8,,,,,2000.0,0.06,,3561.0,,,,0.04,,3561.0,2.65,0.07,,53.18,53.18,139256.0,2325575.2,,2.33,53.15,12.93,0.1342,26.43,0.6047
2024-05-09,165686.0,2727191.56,1.26,10.35,0.68,2.93,0.0,1683281.9,149517.0,102265.0,2461049.82,,500.0,0.01,,,0.16,500.0,9177.0,,0.01,500.0,,,5500.0,2.49,0.09,,50.18,50.18,148433.0,2443207.18,,2.48,50.12,14.3,0.1251,23.38,0.5561
2024-05-10,164728.0,2701539.2,1.25,12.18,0.67,2.88,0.0,1661434.8,148559.0,101307.0,2436367.6,,,,,,0.04,,958.0,,,,,,958.0,2.44,0.02,,49.86,49.86,149391.0,2450012.4,,2.49,49.53,13.77,0.1245,23.42,0.5529
2024-05-13,165228.0,2676693.6,1.25,13.2,0.67,2.88,0.0,1649273.4,149059.0,101807.0,2414755.8,,500.0,0.01,,,,500.0,,,0.01,500.0,,,,2.44,,,49.94,49.94,149391.0,2420134.2,,2.49,49.56,14.03,0.1247,23.36,0.5536
2024-05-14,157655.0,2506714.5,1.2,13.18,0.64,2.72,0.0,1498320.6,143759.0,94234.0,2285768.1,,2000.0,,,,0.12,,7300.0,,,2000.0,,,7573.0,2.33,0.13,,48.17,48.17,154691.0,2459586.9,,2.56,47.58,14.5,0.1311,24.42,0.5282
2024-05-15,155826.0,2483866.44,1.18,14.49,0.64,2.66,0.0,1472935.7,143259.0,92405.0,2283548.46,,,,,,0.01,,500.0,,,,,,1829.0,2.28,0.04,,48.08,48.08,154691.0,2465774.54,,2.46,48.04,14.01,0.1315,24.57,0.523
2024-05-16,212167.0,3364968.62,1.61,21.63,0.87,3.56,1.0,1411095.92,148752.0,88972.0,2359206.72,,5993.0,,,,0.01,,500.0,,,5993.0,,,3433.0,2.37,0.05,,50.0,50.0,148768.0,2359460.48,,2.37,50.02,15.06,0.1138,16.12,0.7131
2024-05-17,146771.0,2330723.48,1.11,16.05,0.6,2.36,0.0,1402998.0,146142.0,88350.0,2320734.96,,,0.03,,,0.04,2000.0,2610.0,,0.03,,,,2622.0,2.32,0.19,,49.12,49.12,151378.0,2403882.64,,2.41,49.03,13.41,0.1364,24.21,0.4933
2024-05-20,150729.0,2354386.98,1.14,17.42,0.62,2.43,0.0,1609922.16,141406.0,103068.0,2208761.72,,700.0,0.23,,1000.0,0.08,14416.0,5436.0,,0.23,700.0,0.02,,698.0,2.25,0.01,,100.0,47.42,0.0,0.0,,0.0,100.0,13.11,0.1362,23.58,0.5054
2024-05-21,159316.0,2463025.36,1.21,18.87,0.65,2.52,0.0,1549014.7,152866.0,100195.0,2363308.36,,11460.0,0.01,,,,700.0,,,0.01,11460.0,,,3573.0,2.39,0.06,,100.0,51.26,0.0,0.0,,0.0,100.0,12.4,0.1275,22.3,0.5342
2024-05-22,154972.0,2460955.36,1.18,18.66,0.63,2.44,0.0,1522113.88,150362.0,95851.0,2387748.56,,,,,,0.06,,2504.0,,,,,,4344.0,2.33,0.07,,100.0,50.51,0.0,0.0,,0.0,100.0,12.69,0.1293,22.83,0.5206
2024-05-23,122427.0,1887824.34,0.93,14.39,0.5,1.96,0.0,1281340.32,113684.0,83096.0,1753007.28,,445.0,0.01,,,0.53,445.0,37123.0,,0.01,445.0,,,13200.0,1.81,0.21,,38.41,38.41,182301.0,2811081.42,,2.83,38.95,15.49,0.1458,25.27,0.4136
2024-05-24,108672.0,1703976.96,0.82,12.44,0.44,1.71,0.0,1087266.88,98346.0,69341.0,1542065.28,,,0.02,,,0.29,1583.0,15338.0,,0.02,,,,15338.0,1.52,0.24,,33.73,33.73,193185.0,3029140.8,,2.99,33.7,17.28,0.1738,28.19,0.3728
2024-05-27,101578.0,1588679.92,0.77,11.91,0.41,1.61,0.0,973543.08,96375.0,62247.0,1507305.0,,,,,,0.01,,1971.0,,,,,,7094.0,1.51,0.12,,33.22,33.22,193704.0,3029530.56,,3.01,33.44,18.72,0.1905,30.53,0.3502
2024-05-28,111518.0,1873502.4,0.85,13.06,0.46,1.77,0.0,1162341.6,90639.0,69187.0,1522735.2,,2764.0,0.13,,,0.13,8176.0,8500.0,,0.13,2764.0,,,1236.0,1.42,0.02,,32.14,32.14,191385.0,3215268.0,,3.0,32.12,16.95,0.1823,30.31,0.3954
2024-05-29,101422.0,1787055.64,0.77,11.79,0.41,1.71,0.0,1212150.28,80543.0,68794.0,1419167.66,,,0.03,,,0.07,607.0,10096.0,,0.03,,,,1000.0,1.35,0.02,,28.56,28.56,201481.0,3550095.22,,3.25,29.39,18.84,0.1671,24.07,0.3596
