,WAGA FP Equity_DX_SI_QTY,WAGA FP Equity_DX_SHORT_INTEREST_VALUE,WAGA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,WAGA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,WAGA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,WAGA FP Equity_DX_SI_MV,WAGA FP Equity_DX_DSS,WAGA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,WAGA FP Equity_DX_SUPPLY_SI_QTY,WAGA FP Equity_DX_BROKER_SI_QTY,WAGA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,WAGA FP Equity_DX_SUPPLY_SI_QTY_NEW_x,WAGA FP Equity_DX_SUPPLY_SI_QTY_INC_x,WAGA FP Equity_DX_BROKER_SI_MV_INC_x,WAGA FP Equity_DX_SUPPLY_SI_MV_NEW,WAGA FP Equity_DX_BROKER_SI_QTY_ADD,WAGA FP Equity_DX_SUPPLY_SI_MV_DEC,WAGA FP Equity_DX_BROKER_SI_QTY_INC,WAGA FP Equity_DX_SUPPLY_SI_QTY_DEC,WAGA FP Equity_DX_SUPPLY_SI_QTY_NEW_y,WAGA FP Equity_DX_BROKER_SI_MV_INC_y,WAGA FP Equity_DX_SUPPLY_SI_QTY_INC_y,WAGA FP Equity_DX_BROKER_SI_MV_ADD,WAGA FP Equity_DX_SUPPLY_SI_QTY_ADD,WAGA FP Equity_DX_BROKER_SI_QTY_DEC,WAGA FP Equity_DX_SUPPLY_SI_MV,WAGA FP Equity_DX_BROKER_SI_MV_DEC,WAGA FP Equity_DX_SUPPLY_SI_MV_RMV,WAGA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,WAGA FP Equity_DX_UTILIZATION_QUANTITY,WAGA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,WAGA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,WAGA FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,WAGA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,WAGA FP Equity_DX_ACTIVE_UTILIZATION_MV,WAGA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,WAGA FP Equity_DX_BROKER_SI_CON_RATIO,WAGA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,WAGA FP Equity_DX_DEMAND_SUPPLY_RATIO
2023-09-25,108930.0,2832180.0,1.22,50.66,0.53,2.86,0.0,2593786.0,104120.0,99761.0,2707120.0,,,,,,0.02,,1685.0,,,,,,1685.0,2.78,0.09,,23.59,23.59,337307.0,8769982.0,,8.92,23.79,11.82,0.4969,68.8,0.2468
2023-09-26,108736.0,2783641.6,1.21,50.51,0.53,2.81,0.0,2548915.2,103926.0,99567.0,2660505.6,,,,,,0.05,,194.0,,,,,,194.0,2.7,0.03,,23.53,23.53,337722.0,8645683.2,,8.73,23.63,11.71,0.4987,68.96,0.2462
2023-09-27,108555.0,2665025.25,1.21,50.11,0.53,2.71,0.0,2439926.3,103745.0,99386.0,2546939.75,,,,,,0.03,,181.0,,,,,,181.0,2.65,0.08,,23.61,23.61,335740.0,8242417.0,,8.46,23.89,11.95,0.4927,68.46,0.247
2023-09-28,108341.0,2567681.7,1.21,46.89,0.53,2.61,0.0,2350376.4,103531.0,99172.0,2453684.7,,,,,,0.07,,214.0,,,,,,214.0,2.53,0.07,,23.56,23.56,335954.0,7962109.8,,8.13,23.74,11.91,0.4935,68.53,0.2465
2023-09-29,109363.0,2635648.3,1.22,40.68,0.53,2.64,0.0,2402360.3,104042.0,99683.0,2507412.2,,,,,511.0,,,,,,,0.01,511.0,,2.47,,,23.55,23.55,337755.0,8139895.5,,8.06,23.45,11.33,0.4934,68.66,0.2475
2023-10-02,158792.0,4001558.4,1.77,55.19,0.78,3.86,0.0,3253496.4,133362.0,129107.0,3360722.4,,1927.0,0.54,,7017.0,0.0,22407.0,307.0,,0.54,1927.0,0.17,27700.0,,3.23,,,30.15,30.15,308993.0,7786623.6,,7.6,29.81,13.67,0.2702,46.4,0.359
2023-10-03,161256.0,3870144.0,1.8,55.83,0.79,3.99,0.0,3183096.0,136947.0,132629.0,3286728.0,,,0.13,,,0.0,5000.0,1415.0,,0.13,,,5000.0,1478.0,3.45,0.03,,30.96,30.96,305408.0,7329792.0,,7.54,31.4,15.03,0.2605,44.47,0.3645
2023-10-04,155306.0,3804997.0,1.73,52.53,0.76,3.79,0.0,3074309.0,130997.0,125482.0,3209426.5,,508.0,,,,0.24,,6458.0,,,508.0,,,7147.0,3.15,0.15,,29.61,29.61,311358.0,7628271.0,,7.55,29.46,13.89,0.2686,45.7,0.3511
2023-10-05,165683.0,4084085.95,1.85,56.01,0.81,4.09,0.0,3065153.55,140357.0,124347.0,3459800.05,,10495.0,,,,0.0,,1135.0,,,10495.0,,,1135.0,3.45,0.02,,31.73,31.73,301974.0,7443659.1,,7.42,31.71,13.09,0.236,41.76,0.3746
2023-10-06,159690.0,3904420.5,1.78,53.1,0.78,3.95,0.0,3040284.15,133871.0,124347.0,3273145.95,,,,,,0.15,,6486.0,,,,,,,3.3,,,30.35,30.35,307231.0,7511797.95,,7.55,30.45,13.64,0.2475,43.23,0.362
2023-10-09,121245.0,3019000.5,1.35,40.43,0.59,3.02,0.0,2595800.1,115524.0,104249.0,2876547.6,,,,,,0.48,,19605.0,,,,,1258.0,20098.0,2.83,0.48,,26.22,26.22,325105.0,8095114.5,,8.02,26.12,17.73,0.3743,57.28,0.2752
2023-10-10,119261.0,2981525.0,1.33,39.44,0.58,2.99,0.0,2556625.0,113540.0,102265.0,2838500.0,,,,,,0.03,,1984.0,,,,,,1984.0,2.83,0.04,,25.85,25.85,325689.0,8142225.0,,8.12,25.83,18.23,0.3661,56.35,0.2715
2023-10-11,118200.0,2955000.0,1.32,39.25,0.58,2.97,0.0,2530100.0,112479.0,101204.0,2811975.0,,,,,,0.02,,1061.0,,,,,,1061.0,2.82,0.03,,25.62,25.62,326582.0,8164550.0,,8.17,25.67,18.41,0.3607,55.76,0.2692
2023-10-12,117838.0,2975409.5,1.32,40.07,0.58,2.98,0.0,2546260.5,112117.0,100842.0,2830954.25,,,,,,0.01,,362.0,,,,,,362.0,2.82,0.0,,25.55,25.55,326758.0,8250639.5,,8.2,25.55,18.37,0.3616,55.87,0.2685
2023-10-13,119417.0,3051104.35,1.33,48.7,0.58,3.05,0.0,2616856.55,113696.0,102421.0,2904932.8,,1123.0,0.06,,,0.01,1579.0,1023.0,,0.06,1123.0,,1479.0,,2.88,,,25.91,25.91,325179.0,8308323.45,,8.26,25.87,18.11,0.3674,56.51,0.2721
2023-10-16,119417.0,3057075.2,1.33,47.78,0.58,3.07,0.0,2621977.6,113696.0,102421.0,2910617.6,,,,,,,,,,,,,,,2.91,,,26.29,26.29,318702.0,8158771.2,,8.15,26.29,18.23,0.3659,56.32,0.2762
2023-10-17,118159.0,2948067.05,1.32,47.52,0.58,3.0,0.0,2555403.95,112438.0,102421.0,2805328.1,,,,,,0.03,,1258.0,,,,,,,2.88,,,25.98,25.98,320286.0,7991135.7,,8.12,26.2,18.73,0.3667,56.34,0.2731
2023-10-18,117583.0,2833750.3,1.31,46.93,0.57,2.89,0.0,2454464.5,111862.0,101845.0,2695874.2,,,,,,0.05,,576.0,,,,,,576.0,2.79,0.07,,25.85,25.85,320862.0,7732774.2,,7.89,26.12,18.94,0.3643,56.06,0.2717
2023-10-19,117247.0,2743579.8,1.31,45.49,0.57,2.8,0.0,2375310.6,111526.0,101509.0,2609708.4,,,,,,0.05,,336.0,,,,,,336.0,2.69,0.05,,25.74,25.74,321738.0,7528669.2,,7.66,25.97,18.89,0.363,55.95,0.2706
2023-10-20,117247.0,2725992.75,1.31,44.99,0.57,2.76,0.0,2360084.25,111526.0,101509.0,2592979.5,,,,,,,,,,,,,,,2.62,,,25.74,25.74,321798.0,7481803.5,,7.51,25.82,18.6,0.3668,56.4,0.2706
2023-10-23,119110.0,2757396.5,1.33,46.57,0.58,2.78,0.0,2393061.8,113389.0,103372.0,2624955.35,,2131.0,0.04,,,0.01,1863.0,268.0,,0.04,2131.0,,,,2.64,,,26.17,26.17,319935.0,7406495.25,,7.43,26.22,18.29,0.3734,57.13,0.2749
2023-10-24,119094.0,2739162.0,1.33,47.17,0.58,2.77,0.0,2377188.0,113373.0,103356.0,2607579.0,,,,,,0.01,,16.0,,,,,,16.0,2.63,0.01,,26.17,26.17,319798.0,7355354.0,,7.38,26.3,18.3,0.3732,57.11,0.2749
2023-10-25,119041.0,2666518.4,1.33,45.81,0.58,2.72,0.0,2313987.2,113320.0,103303.0,2538368.0,,,,,,0.01,,53.0,,,,,,53.0,2.61,0.04,,26.15,26.15,320104.0,7170329.6,,7.28,26.41,18.51,0.3693,56.67,0.2747
2023-10-26,119041.0,2612949.95,1.33,45.81,0.58,2.66,0.0,2267500.85,113320.0,103303.0,2487374.0,,,,,,,,,,,,,,,2.55,,,26.17,26.17,319774.0,7019039.3,,7.1,26.38,18.43,0.3701,56.77,0.2749
2023-10-27,117961.0,2595142.0,1.32,44.27,0.58,2.62,0.0,2248906.0,112240.0,102223.0,2469280.0,,,,,,0.05,,1080.0,,,,,,1080.0,2.47,0.02,,25.96,25.96,320165.0,7043630.0,,7.04,26.0,18.32,0.3701,56.81,0.2728
2023-10-30,120674.0,2654828.0,1.35,44.81,0.59,2.68,0.0,2308592.0,114953.0,104936.0,2528966.0,,,0.07,,,0.02,3296.0,1251.0,,0.07,,,3964.0,583.0,2.53,0.01,,26.61,26.61,317034.0,6974748.0,,6.98,26.64,17.95,0.3491,55.02,0.2793
2023-10-31,115974.0,2528233.2,1.29,42.88,0.57,2.57,0.0,2185144.8,107365.0,100236.0,2340557.0,,,,,,0.17,,7588.0,,,,,,4700.0,2.37,0.1,,24.87,24.87,324304.0,7069827.2,,7.11,25.03,14.61,0.3631,57.11,0.2687
2023-11-01,118586.0,2602962.7,1.32,44.21,0.58,2.63,0.0,2257513.6,112865.0,102848.0,2477386.75,,942.0,0.12,,,,5500.0,,,0.12,942.0,,4558.0,2888.0,2.47,0.06,,26.15,26.15,318728.0,6996079.6,,6.97,26.19,18.86,0.3635,56.05,0.2748
2023-11-02,118586.0,2632609.2,1.32,44.0,0.58,2.65,0.0,2283225.6,112865.0,102848.0,2505603.0,,,,,,,,,,,,,,,2.48,,,26.16,26.16,318627.0,7073519.4,,7.03,26.1,18.81,0.3645,56.16,0.2748
2023-11-03,118586.0,2727478.0,1.32,44.63,0.58,2.72,0.0,2365504.0,112865.0,102848.0,2595895.0,,,,,,,,,,,,,,,2.51,,,26.15,26.15,318689.0,7329847.0,,7.2,25.84,18.57,0.369,56.67,0.2748
2023-11-06,119592.0,2786493.6,1.34,39.34,0.58,2.8,0.0,2419798.2,113871.0,103854.0,2653194.3,,483.0,0.04,,,,1006.0,,,0.04,483.0,,523.0,,2.63,,,26.38,26.38,317842.0,7405718.6,,7.35,26.33,18.69,0.3691,56.64,0.277
2023-11-07,120774.0,2880459.9,1.32,39.64,0.59,2.87,0.0,2505108.6,114117.0,105036.0,2721690.45,,,0.03,,,0.01,1182.0,936.0,,0.03,,,1182.0,,2.67,,,26.44,26.44,317544.0,7573424.4,,7.48,26.29,19.41,0.3676,56.31,0.2798
2023-11-08,118614.0,2923835.1,1.3,39.13,0.58,2.9,0.0,2535893.4,112893.0,102876.0,2782812.45,,,,,,0.0,,1224.0,,,,,,2160.0,2.7,0.0,,26.13,26.13,319214.0,7868625.1,,7.73,25.85,18.67,0.3698,56.72,0.2745
2023-11-09,118560.0,2928432.0,1.3,40.42,0.58,2.95,0.0,2539703.4,112839.0,102822.0,2787123.3,,,,,,0.0,,54.0,,,,,,54.0,2.79,0.0,,26.11,26.11,319274.0,7886067.8,,7.88,26.15,19.03,0.3641,56.05,0.2744
2023-11-10,119668.0,2943832.8,1.31,46.93,0.58,2.97,0.0,2556678.0,113947.0,103930.0,2803096.2,,,,,1330.0,0.0,,222.0,,,,0.03,1330.0,222.0,2.82,0.01,,26.4,26.4,317724.0,7816010.4,,7.84,26.46,18.93,0.354,55.18,0.2772
2023-11-13,121716.0,3085500.6,1.33,51.14,0.59,3.02,0.0,2660583.9,114610.0,104954.0,2905363.5,,,0.02,,,0.01,1024.0,361.0,,0.02,,,1024.0,,2.83,,,26.55,26.55,317121.0,8039017.35,,7.9,26.34,18.47,0.3426,54.26,0.2819
2023-11-14,121355.0,2985333.0,1.33,48.33,0.59,3.03,0.0,2572987.8,114610.0,104593.0,2819406.0,,,,,,,,,,,,,,361.0,2.9,0.02,,26.55,26.55,317099.0,7800635.4,,7.94,26.74,18.98,0.3369,53.53,0.2811
2023-11-15,121355.0,2985333.0,1.33,48.38,0.59,3.0,0.0,2572987.8,114610.0,104593.0,2819406.0,,,,,,,,,,,,,,,2.83,,,26.55,26.55,317099.0,7800635.4,,7.8,26.61,18.61,0.3419,54.16,0.2811
2023-11-16,121355.0,2936791.0,1.33,48.26,0.59,2.98,0.0,2531150.6,114610.0,104593.0,2773562.0,,,,,,,,,,,,,,,2.83,,,26.55,26.55,317099.0,7673795.8,,7.75,26.72,18.79,0.3392,53.83,0.2811
2023-11-17,121355.0,2821503.75,1.33,46.55,0.59,2.89,0.0,2431787.25,114610.0,104593.0,2664682.5,,,,,,,,,,,,,,,2.77,,,26.55,26.55,317094.0,7372435.5,,7.55,26.87,19.06,0.3352,53.34,0.2811
2023-11-20,121355.0,2845774.75,1.33,43.73,0.59,2.86,0.0,2452705.85,117944.0,104593.0,2765786.8,,3334.0,,,,,,,,,3334.0,,,,2.75,,,27.32,27.32,313760.0,7357672.0,,7.33,27.28,18.48,0.3428,54.29,0.2811
2023-11-21,123613.0,2874002.25,1.35,44.67,0.6,2.91,0.0,2484285.75,116868.0,106851.0,2717181.0,,,0.05,,,0.02,2258.0,1076.0,,0.05,,,,,2.75,,,27.14,27.14,313700.0,7293525.0,,7.33,27.29,18.32,0.3283,52.97,0.2871
2023-11-22,142027.0,3287925.05,1.56,45.16,0.69,3.32,0.0,1521603.2,119444.0,65728.0,2765128.6,,4900.0,0.11,,,0.06,4900.0,2324.0,,0.11,4900.0,,,46023.0,2.79,1.07,,27.67,27.67,312200.0,7227430.0,,7.25,27.8,19.34,0.2723,46.0,0.329
2023-11-23,77698.0,1787054.0,0.85,24.42,0.38,1.83,0.0,1425080.0,71977.0,61960.0,1655471.0,,5000.0,,,5000.0,1.22,,52467.0,,,5000.0,0.12,,8768.0,1.67,0.2,,16.68,16.68,359667.0,8272341.0,,8.31,16.76,26.4,0.1825,27.35,0.18
2023-11-24,72198.0,1660554.0,0.79,22.68,0.35,1.69,0.0,1298580.0,66477.0,56460.0,1528971.0,,,,,,0.13,,5500.0,,,,,,5500.0,1.54,0.13,,15.4,15.4,365167.0,8398841.0,,8.4,15.47,21.54,0.1719,28.47,0.1673
2023-11-27,71687.0,1648801.0,0.78,21.89,0.35,1.67,0.0,1298580.0,65966.0,56460.0,1517218.0,,,,,,0.02,,511.0,,,,,,,1.52,,,15.3,15.3,365144.0,8398312.0,,8.4,15.3,21.84,0.1756,28.82,0.1663
2023-11-28,72198.0,1649724.3,0.79,22.45,0.35,1.68,0.0,1290111.0,66477.0,56460.0,1518999.45,,,,,,,,,,,,,511.0,,1.53,,,15.4,15.4,365144.0,8343540.4,,8.35,15.49,21.66,0.1719,28.41,0.1673
2023-11-29,71697.0,1634691.6,0.79,22.34,0.35,1.66,0.0,1275865.2,65976.0,55959.0,1504252.8,,,,,,0.01,,501.0,,,,,,501.0,1.52,0.01,,15.29,15.29,365531.0,8334106.8,,8.34,15.37,21.75,0.1734,28.7,0.1662
2023-11-30,73133.0,1634522.55,0.8,23.27,0.36,1.69,0.0,1254661.95,67234.0,56137.0,1502679.9,,,0.0,,,,178.0,,,0.0,,,1258.0,,1.55,,,15.58,15.58,364273.0,8141501.55,,8.24,15.83,21.36,0.1712,27.81,0.1695
2023-12-01,73128.0,1612472.4,0.8,20.56,0.36,1.66,0.0,1237710.6,67407.0,56132.0,1486324.35,,,,,,,,,,,,,173.0,5.0,1.52,0.0,,15.62,15.62,364100.0,8028405.0,,8.1,15.81,21.29,0.1713,27.87,0.1695
2023-12-04,72420.0,1600482.0,0.79,20.0,0.35,1.63,0.0,1224870.4,66699.0,55424.0,1474047.9,,,,,,0.02,,708.0,,,,,,708.0,1.48,0.02,,15.45,15.45,364919.0,8064709.9,,8.05,15.55,21.38,0.1739,28.46,0.1678
2023-12-05,72420.0,1600482.0,0.79,19.96,0.35,1.64,0.0,1224870.4,66699.0,55424.0,1474047.9,,,,,,,,,,,,,,,1.49,,,15.44,15.44,365299.0,8073107.9,,8.07,15.55,21.39,0.1741,28.45,0.1676
2023-12-06,72420.0,1604103.0,0.79,20.09,0.35,1.64,0.0,1227641.6,66699.0,55424.0,1477382.85,,,,,,,,,,,,,,,1.49,,,15.44,15.44,365299.0,8091372.85,,8.08,15.55,21.36,0.1743,28.51,0.1676
2023-12-07,77720.0,1748700.0,0.85,21.07,0.38,1.76,0.0,1366290.0,71999.0,60724.0,1619977.5,,5300.0,0.12,,,,5300.0,,,0.12,5300.0,,,,1.6,,,16.59,16.59,361999.0,8144977.5,,8.07,16.55,26.73,0.1839,26.88,0.1791
2023-12-08,76462.0,1758626.0,0.84,20.37,0.37,1.76,0.0,1396652.0,70741.0,60724.0,1627043.0,,,,,,0.03,,1258.0,,,,,,,1.6,,,16.3,16.3,363257.0,8354911.0,,8.25,16.23,27.26,0.1858,27.32,0.1762
2023-12-11,71945.0,1611568.0,0.79,18.56,0.35,1.67,0.0,1259036.8,66224.0,56207.0,1483417.6,,,0.02,,,0.11,783.0,5300.0,,0.02,,,783.0,5300.0,1.53,0.11,,15.26,15.26,367774.0,8238137.6,,8.37,15.44,21.86,0.1718,28.25,0.1658
2023-12-12,73381.0,1687763.0,0.8,18.65,0.36,1.69,0.0,1296855.0,67660.0,56385.0,1556180.0,,173.0,0.0,,,,178.0,,,0.0,173.0,,1263.0,,1.52,,,15.59,15.59,366338.0,8425774.0,,8.3,15.49,20.97,0.1721,28.48,0.1691
2023-12-13,73581.0,1696042.05,0.81,18.22,0.36,1.71,0.0,1301979.25,67760.0,56485.0,1561868.0,,,,,100.0,,,,,,,0.0,100.0,,1.55,,,15.61,15.61,366419.0,8445957.95,,8.43,15.55,21.29,0.1711,28.07,0.1695
2023-12-14,73581.0,1714437.3,0.81,18.06,0.36,1.72,0.0,1316100.5,67760.0,56485.0,1578808.0,,,,,,,,,,,,,,,1.56,,,15.59,15.59,366755.0,8545391.5,,8.49,15.52,21.15,0.1716,28.16,0.1693
2023-12-15,72083.0,1827304.05,0.79,16.99,0.35,1.75,0.0,1393920.45,66262.0,54987.0,1679741.7,,,,,,0.03,,1498.0,,,,,,1498.0,1.56,0.03,,15.25,15.25,368253.0,9335213.55,,8.88,14.91,21.01,0.179,29.88,0.1659
2023-12-18,73083.0,1845345.75,0.8,17.7,0.36,1.86,0.0,1388421.75,67262.0,54987.0,1698365.5,,,,,,,,,,,,,1000.0,,1.7,,,15.48,15.48,367132.0,9270083.0,,9.29,15.48,21.57,0.1752,28.02,0.1682
2023-12-19,75753.0,1871099.1,0.83,18.04,0.37,1.91,0.0,1402194.3,69044.0,56769.0,1705386.8,,894.0,0.02,,894.0,,888.0,,,0.02,894.0,0.02,888.0,,1.74,,,15.84,15.84,366906.0,9062578.2,,9.19,15.94,20.84,0.1653,26.67,0.1738
2023-12-20,76983.0,1874536.05,0.84,17.62,0.38,1.92,0.0,1414710.65,70374.0,58099.0,1713606.9,,,0.03,,,,1330.0,,,0.03,,,1330.0,,1.74,,,16.14,16.14,365576.0,8901775.6,,8.98,16.26,20.36,0.1626,26.36,0.1766
2023-12-21,78193.0,1915728.5,0.86,18.3,0.38,1.93,0.0,1453070.5,69766.0,59309.0,1709267.0,,,0.03,,,0.02,1210.0,608.0,,0.03,,,,,1.7,,,16.0,16.0,366184.0,8971508.0,,8.95,15.97,19.92,0.1589,26.21,0.1794
2023-12-22,77585.0,1900832.5,0.85,18.14,0.38,1.92,0.0,1438174.5,69766.0,58701.0,1709267.0,,,,,,,,,,,,,,608.0,1.71,0.01,,16.0,16.0,366184.0,8971508.0,,8.97,16.0,20.17,0.1617,26.4,0.178
2023-12-25,77585.0,1900832.5,0.85,18.23,0.38,1.91,0.0,1438174.5,69766.0,58701.0,1709267.0,,,,,,,,,,,,,,,1.71,,,16.0,16.0,366184.0,8971508.0,,8.97,16.0,20.19,0.1617,26.41,0.178
2023-12-26,77585.0,1900832.5,0.85,18.23,0.38,1.91,0.0,1438174.5,69766.0,58701.0,1709267.0,,,,,,,,,,,,,,,1.71,,,16.0,16.0,366184.0,8971508.0,,8.97,15.97,20.21,0.1617,26.4,0.178
2023-12-27,77585.0,1947383.5,0.85,18.23,0.38,1.93,0.0,1473395.1,69766.0,58701.0,1751126.6,,,,,,,,,,,,,,,1.7,,,16.0,16.0,366184.0,9191218.4,,9.05,15.83,20.03,0.1625,26.76,0.178
2023-12-28,90226.0,2300763.0,0.99,21.78,0.44,2.28,0.0,1600074.0,73813.0,62748.0,1882231.5,,9482.0,0.18,,,0.13,7164.0,5435.0,,0.18,9482.0,,,3117.0,1.85,0.08,,16.94,16.94,362037.0,9231943.5,,9.15,16.79,22.14,0.1621,22.88,0.207
2023-12-29,90226.0,2296251.7,0.99,21.92,0.44,2.31,0.0,1596936.6,76503.0,62748.0,1947001.35,,3584.0,,,,0.02,,894.0,,,3584.0,,,,1.95,,,17.53,17.53,359813.0,9157240.85,,9.17,17.56,22.42,0.1622,22.49,0.2068
2024-01-01,90226.0,2296251.7,0.99,22.02,0.44,2.3,0.0,1589047.1,76503.0,62438.0,1947001.35,,,,,,,,,,,,,,310.0,1.95,0.01,,17.53,17.53,359813.0,9157240.85,,9.16,17.56,22.4,0.1622,22.49,0.2068
2024-01-02,91348.0,2215189.0,1.0,22.29,0.45,2.31,0.0,1579354.0,74935.0,65128.0,1817173.75,,,0.07,,,0.04,2690.0,1568.0,,0.07,,,,,1.91,,,17.17,17.17,361465.0,8765526.25,,9.03,17.47,21.59,0.1541,22.09,0.2093
2024-01-03,91348.0,2201486.8,1.0,22.88,0.45,2.24,0.0,1569584.8,74935.0,65128.0,1805933.5,,,,,,,,,,,,,,,1.83,,,17.17,17.17,361465.0,8711306.5,,8.74,17.32,21.9,0.1544,22.12,0.2093
2024-01-04,90348.0,2168352.0,0.99,23.51,0.44,2.19,0.0,1563072.0,73935.0,65128.0,1774440.0,,,,,,0.02,,1000.0,,,,,,,1.78,,,16.95,16.95,362342.0,8696208.0,,8.72,16.98,21.96,0.1551,22.53,0.2071
2024-01-05,90348.0,2078004.0,0.99,23.27,0.44,2.17,0.0,1497944.0,73935.0,65128.0,1700505.0,,,,,,,,,,,,,,,1.78,,,16.98,16.98,361449.0,8313327.0,,8.53,17.27,21.99,0.1549,22.28,0.2075
2024-01-08,95148.0,2188404.0,1.04,26.73,0.46,2.22,0.0,1608344.0,78735.0,69928.0,1810905.0,,4800.0,0.1,,,,4800.0,,,0.1,4800.0,,,,1.82,,,18.08,18.08,356817.0,8206791.0,,8.35,17.93,21.41,0.1589,21.41,0.2185
2024-01-09,95148.0,2121800.4,1.04,26.7,0.46,2.19,0.0,1559394.4,78735.0,69928.0,1755790.5,,,,,,,,,,,,,,,1.82,,,18.08,18.08,356817.0,7957019.1,,8.25,18.05,21.07,0.1587,21.63,0.2185
2024-01-10,95148.0,2269279.8,1.04,25.9,0.46,2.19,0.0,1667782.8,78735.0,69928.0,1877829.75,,,,,,,,,,,,,,,1.77,,,18.09,18.09,356471.0,8501833.35,,8.41,17.4,21.02,0.159,22.34,0.2186
2024-01-11,100348.0,2523752.2,1.1,27.24,0.49,2.43,0.0,1889469.2,83935.0,75128.0,2110965.25,,5200.0,0.15,,,,5200.0,,,0.15,5200.0,,,,2.0,,,19.28,19.28,351355.0,8836578.25,,8.57,18.96,21.0,0.1667,25.27,0.2305
2024-01-12,108022.0,2554720.3,1.18,27.87,0.53,2.65,0.0,1776777.2,91609.0,75128.0,2166552.85,,7674.0,,,,,,,,,7674.0,,,,2.3,,,21.05,21.05,343681.0,8128055.65,,8.23,21.82,18.82,0.1475,23.22,0.2482
2024-01-15,100350.0,2463592.5,1.1,25.14,0.49,2.42,0.0,1844392.4,83937.0,75128.0,2060653.35,,,,,,0.19,,7672.0,,,,,,,2.0,,,19.28,19.28,351353.0,8625716.15,,8.49,19.06,20.17,0.1667,25.44,0.2305
2024-01-16,101350.0,2467872.5,1.11,24.42,0.49,2.48,0.0,1853765.5,84937.0,76130.0,2068215.95,,596.0,,,1002.0,,,,,,596.0,0.02,404.0,,2.09,,,19.47,19.47,351246.0,8552840.1,,8.52,19.66,20.03,0.1639,25.45,0.2324
2024-01-17,101278.0,2445863.7,1.11,27.12,0.49,2.47,0.0,1836800.7,84865.0,76058.0,2049489.75,,,,,,0.0,,72.0,,,,,,72.0,2.07,0.0,,19.46,19.46,351295.0,8483774.25,,8.49,19.59,19.91,0.1643,25.59,0.2322
2024-01-18,100603.0,2384291.1,1.1,27.18,0.49,2.43,0.0,1786577.1,84415.0,75383.0,2000635.5,,,,,,0.01,,450.0,,,,,,675.0,2.04,0.02,,19.35,19.35,351745.0,8336356.5,,8.43,19.46,19.97,0.1665,25.85,0.2307
2024-01-19,104314.0,2581771.5,1.14,27.96,0.51,2.51,0.0,1957576.5,87901.0,79094.0,2175549.75,,3964.0,0.09,,,0.01,3711.0,478.0,,0.09,3964.0,,,,2.09,,,20.17,20.17,347880.0,8610030.0,,8.46,19.82,20.02,0.1557,24.48,0.2394
2024-01-22,107399.0,2808483.85,1.18,28.2,0.52,2.7,0.0,2148980.85,92097.0,82179.0,2408336.55,,4304.0,0.09,,,0.0,3193.0,108.0,,0.09,4304.0,,,108.0,2.29,0.0,,21.13,21.13,343684.0,8987336.6,,8.71,20.81,19.54,0.1492,23.58,0.2465
2024-01-23,107399.0,2813853.8,1.18,25.89,0.52,2.82,0.0,2153089.8,86905.0,82179.0,2276911.0,,,,,,0.14,,5192.0,,,,,,,2.28,,,19.93,19.93,349044.0,9144952.8,,9.11,20.03,18.71,0.1497,24.03,0.2464
2024-01-24,107409.0,2808745.35,1.18,24.26,0.52,2.82,0.0,2149111.6,86910.0,82184.0,2272696.5,,5.0,0.0,,,,5.0,,,0.0,5.0,,,,2.27,,,20.15,20.15,344423.0,9006661.45,,9.02,20.14,18.76,0.1494,23.96,0.249
2024-01-25,107409.0,2867820.3,1.18,24.55,0.52,2.83,0.0,2194312.8,86910.0,82184.0,2320497.0,,,,,,,,,,,,,,,2.28,,,20.14,20.14,344568.0,9199965.6,,9.09,20.04,18.96,0.1496,23.94,0.2489
2024-01-26,110409.0,2870634.0,1.21,25.11,0.54,2.92,0.0,2136784.0,89910.0,82184.0,2337660.0,,5000.0,,,,0.05,,2000.0,,,5000.0,,,,2.39,,,20.65,20.65,345499.0,8982974.0,,9.12,20.77,17.99,0.1466,23.26,0.2536
2024-01-29,112397.0,2950421.25,1.23,25.62,0.55,2.94,0.0,2222928.75,90509.0,84683.0,2375861.25,,1110.0,0.07,,,0.01,2499.0,511.0,,0.07,1110.0,,,,2.36,,,21.06,21.06,339215.0,8904393.75,,8.85,21.04,17.94,0.1432,22.89,0.2616
2024-01-30,107981.0,2807506.0,1.18,24.58,0.53,2.84,0.0,2123342.0,89924.0,81667.0,2338024.0,,217.0,0.02,,,0.04,815.0,1400.0,,0.02,217.0,,598.0,3831.0,2.36,0.1,,20.92,20.92,339968.0,8839168.0,,8.89,20.98,18.51,0.1542,23.99,0.2512
