,CEC FP Equity_DX_SI_QTY,CEC FP Equity_DX_SHORT_INTEREST_VALUE,CEC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CEC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CEC FP Equity_DX_SI_MV,CEC FP Equity_DX_DSS,CEC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CEC FP Equity_DX_SUPPLY_SI_QTY,CEC FP Equity_DX_BROKER_SI_QTY,CEC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CEC FP Equity_DX_BROKER_SI_MV_NEW_x,CEC FP Equity_DX_SUPPLY_SI_QTY_NEW_x,CEC FP Equity_DX_SUPPLY_SI_QTY_INC_x,CEC FP Equity_DX_BROKER_SI_MV_INC_x,CEC FP Equity_DX_SUPPLY_SI_MV_NEW,CEC FP Equity_DX_BROKER_SI_QTY_ADD,CEC FP Equity_DX_BROKER_SI_QTY_NEW,CEC FP Equity_DX_SUPPLY_SI_MV_DEC,CEC FP Equity_DX_BROKER_SI_QTY_INC,CEC FP Equity_DX_SUPPLY_SI_QTY_DEC,CEC FP Equity_DX_BROKER_SI_MV_NEW_y,CEC FP Equity_DX_SUPPLY_SI_QTY_NEW_y,CEC FP Equity_DX_BROKER_SI_MV_INC_y,CEC FP Equity_DX_SUPPLY_SI_QTY_INC_y,CEC FP Equity_DX_BROKER_SI_MV_ADD,CEC FP Equity_DX_SUPPLY_SI_QTY_ADD,CEC FP Equity_DX_BROKER_SI_QTY_DEC,CEC FP Equity_DX_SUPPLY_SI_MV,CEC FP Equity_DX_BROKER_SI_MV_DEC,CEC FP Equity_DX_SUPPLY_SI_MV_RMV,CEC FP Equity_DX_BROKER_SI_MV_RMV,CEC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CEC FP Equity_DX_UTILIZATION_QUANTITY,CEC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CEC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CEC FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CEC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CEC FP Equity_DX_ACTIVE_UTILIZATION_MV,CEC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CEC FP Equity_DX_BROKER_SI_CON_RATIO,CEC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CEC FP Equity_DX_DEMAND_SUPPLY_RATIO
2018-01-17,10103.0,240097.8,0.46,0.09,0.24,,240097.8,0.0,10103.0,0.0,,,,,,6103.0,,,,,,,,,0.14,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,39.53,0.5219,60.47,0.4503
2018-01-18,10103.0,240602.95,0.48,0.08,0.24,,240602.95,0.0,10103.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,39.56,0.5218,60.44,0.4503
2018-01-19,10103.0,239744.19,0.46,0.08,0.24,,239744.19,0.0,10103.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,39.57,0.5218,60.43,0.4503
2018-01-22,28903.0,691215.25,1.3,0.24,0.69,,662517.25,1200.0,27703.0,28698.0,,,,0.21,,8800.0,,,8800.0,,,,0.21,,0.21,1200.0,,0.03,,,,100.0,5.35,0.0,0.0,,0.0,100.0,31.75,0.363,46.22,1.2881
2018-01-23,28903.0,701764.84,1.18,0.24,0.69,,672628.84,1200.0,27703.0,29136.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,5.35,0.0,0.0,,0.0,100.0,31.73,0.3631,46.26,1.2881
2018-01-24,28903.0,702631.93,1.15,0.24,0.7,,673459.93,1200.0,27703.0,29172.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,5.35,0.0,0.0,,0.0,100.0,31.78,0.3628,46.18,1.2881
2018-01-25,51203.0,1237832.52,2.14,0.42,1.23,,1208822.52,1200.0,50003.0,29010.0,,,,0.54,,,,,22300.0,,,,0.54,,,,,0.03,,,,100.0,5.35,0.0,0.0,,0.0,100.0,17.61,0.5383,70.17,2.282
2018-01-26,51203.0,1240392.68,2.06,0.42,1.24,,1211322.68,1200.0,50003.0,29070.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,5.35,0.0,0.0,,0.0,100.0,17.58,0.539,70.23,2.282
2018-01-29,50003.0,1200072.0,2.02,0.41,1.21,,1200072.0,0.0,50003.0,0.0,,,,,,,,0.03,,1200.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,17.6,0.5385,70.19,2.2285
2018-01-30,32403.0,772001.48,1.3,0.26,0.78,,772001.48,0.0,32403.0,0.0,,,,,,,,,,,,,,,,,17600.0,0.0,0.43,,,0.0,0.0,0.0,0.0,,0.0,0.0,18.79,0.6948,81.21,1.4441
2018-01-31,32403.0,769895.28,1.51,0.26,0.77,,769895.28,0.0,32403.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,18.89,0.6936,81.11,1.4441
2018-02-01,32403.0,768761.18,1.51,0.26,0.77,,768761.18,0.0,32403.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,18.88,0.6937,81.12,1.4441
2018-02-02,4111.0,96546.84,0.2,0.03,0.1,,96546.84,0.0,4111.0,0.0,,,,,,,,,,,,,,,,,28292.0,0.0,0.68,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.73,0.9469,97.27,0.1832
2018-02-05,4111.0,96053.52,0.19,0.03,0.1,,96053.52,0.0,4111.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.71,0.9472,97.29,0.1832
2018-02-06,28111.0,641211.91,1.36,0.22,0.66,,641211.91,0.0,28111.0,0.0,,,,0.28,,12000.0,,,12000.0,,,,0.28,,0.28,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,42.66,0.5063,56.94,1.2528
2018-02-07,28111.0,647536.89,1.34,0.22,0.64,,647536.89,0.0,28111.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,42.72,0.5061,56.89,1.2528
2018-02-08,26511.0,600739.26,1.28,0.21,0.61,,573547.26,1200.0,25311.0,27192.0,,,,0.03,,,,,1200.0,,,,0.03,,,1200.0,4000.0,0.03,0.09,,,100.0,5.35,0.0,0.0,,0.0,100.0,47.42,0.4524,47.42,1.1815
2018-02-09,30511.0,681615.74,1.47,0.24,0.69,,654807.74,1200.0,29311.0,26808.0,,,,0.08,,,,,4000.0,,,,0.08,,,,,0.03,,,,100.0,5.35,0.0,0.0,,0.0,100.0,41.24,0.4659,54.2,1.3598
2018-02-12,30511.0,689853.71,1.36,0.24,0.68,,662721.71,1200.0,29311.0,27132.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,5.35,0.0,0.0,,0.0,100.0,40.9,0.4666,54.52,1.3598
2018-02-13,30511.0,692904.81,1.52,0.24,0.69,,665652.81,1200.0,29311.0,27252.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,5.35,0.0,0.0,,0.0,100.0,40.89,0.4672,54.58,1.3598
2018-02-14,52611.0,1203739.68,2.68,0.41,1.2,,1176283.68,1200.0,51411.0,27456.0,,,,0.51,,,,,22100.0,,,,0.51,,,,,0.03,,,,100.0,5.1,0.0,0.0,,0.0,100.0,23.32,0.6042,74.1,2.2352
2018-02-15,52611.0,1200056.91,2.75,0.41,1.21,,1172684.91,1200.0,51411.0,27372.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,5.1,0.0,0.0,,0.0,100.0,23.33,0.6043,74.11,2.2352
2018-02-16,90011.0,2043249.7,5.17,0.7,2.04,,2016009.7,1200.0,88811.0,27240.0,,,,,,37400.0,,,,,,,,,0.85,,,0.03,,,,100.0,5.1,0.0,0.0,,0.0,100.0,42.1,0.3794,42.85,3.8241
2018-02-19,108711.0,2472631.69,6.25,0.85,2.47,,2445337.69,1200.0,107511.0,27294.0,,,,0.42,,,,,18700.0,,,,0.42,,,,,0.03,,,,100.0,5.1,0.0,0.0,,0.0,100.0,34.85,0.4125,52.77,4.6185
2018-02-20,108711.0,2475349.47,6.11,0.85,2.47,,2448025.47,1200.0,107511.0,27324.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,5.1,0.0,0.0,,0.0,100.0,34.82,0.4126,52.8,4.6185
2018-02-21,108711.0,2463934.82,6.07,0.85,2.46,,2436736.82,1200.0,107511.0,27198.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,5.1,0.0,0.0,,0.0,100.0,34.73,0.4127,52.86,4.6185
2018-02-22,108711.0,2462847.71,5.78,0.84,2.46,,2435661.71,1200.0,107511.0,27186.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,5.1,0.0,0.0,,0.0,100.0,34.8,0.4126,52.81,4.6185
2018-02-23,62611.0,1408747.5,3.43,0.48,1.41,,1381747.5,1200.0,61411.0,27000.0,,,,,,,,,,,,,,,,,46100.0,0.03,1.05,,,100.0,5.1,0.0,0.0,,0.0,100.0,37.15,0.507,60.71,2.66
2018-02-26,62611.0,1405303.9,3.52,0.48,1.41,,1378369.9,1200.0,61411.0,26934.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,5.1,0.0,0.0,,0.0,100.0,36.98,0.5078,60.88,2.66
2018-02-27,62611.0,1413756.38,3.5,0.48,1.41,,1386660.38,1200.0,61411.0,27096.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,5.1,0.0,0.0,,0.0,100.0,36.94,0.5082,60.93,2.66
2018-02-28,62611.0,1409060.56,3.45,0.48,1.41,,1382054.56,1200.0,61411.0,27006.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,5.1,0.0,0.0,,0.0,100.0,37.08,0.5074,60.78,2.66
2018-03-01,62611.0,1393094.75,3.45,0.48,1.41,,1366394.75,1200.0,61411.0,26700.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,5.1,0.0,0.0,,0.0,100.0,37.23,0.5066,60.62,2.66
2018-03-02,62611.0,1373998.4,3.68,0.49,1.38,,1347664.4,1200.0,61411.0,26334.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,5.1,0.0,0.0,,0.0,100.0,37.3,0.5062,60.55,2.66
2018-03-05,62611.0,1380572.55,3.66,0.49,1.38,,1354112.55,1200.0,61411.0,26460.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,5.1,0.0,0.0,,0.0,100.0,36.94,0.5082,60.93,2.66
2018-03-06,62611.0,1384955.32,4.04,0.49,1.39,,1358411.32,1200.0,61411.0,26544.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,5.1,0.0,0.0,,0.0,100.0,37.02,0.5078,60.85,2.66
2018-03-07,25211.0,563087.69,1.56,0.21,0.56,,536285.69,1200.0,24011.0,26802.0,,,,,,,,,,,,,,,,,37400.0,0.03,0.83,,,100.0,5.1,0.0,0.0,,0.0,100.0,5.43,0.8972,94.57,1.0711
2018-03-08,6511.0,144641.87,0.43,0.05,0.15,,117983.87,1200.0,5311.0,26658.0,,,,,,,,,,,,,,,,,18700.0,0.03,0.42,,,100.0,5.1,0.0,0.0,,0.0,100.0,24.68,0.6283,75.32,0.2766
2018-03-09,6511.0,145651.07,0.46,0.05,0.14,,118807.07,1200.0,5311.0,26844.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,6.96,0.0,0.0,,0.0,100.0,24.68,0.6283,75.32,0.3774
2018-03-12,6511.0,147311.38,0.45,0.05,0.15,,120161.38,1200.0,5311.0,27150.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,6.96,0.0,0.0,,0.0,100.0,24.5,0.63,75.5,0.3774
2018-03-13,6511.0,145781.29,0.45,0.05,0.15,,118913.29,1200.0,5311.0,26868.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,6.96,0.0,0.0,,0.0,100.0,24.72,0.6278,75.28,0.3774
2018-03-14,6511.0,145032.53,0.45,0.05,0.15,,118302.53,1200.0,5311.0,26730.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,6.96,0.0,0.0,,0.0,100.0,24.73,0.6277,75.27,0.3774
2018-03-15,6511.0,144609.31,0.45,0.05,0.14,,117957.31,1200.0,5311.0,26652.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,6.96,0.0,0.0,,0.0,100.0,24.66,0.6285,75.34,0.3774
2018-03-16,6511.0,143176.89,0.46,0.05,0.14,,116788.89,1200.0,5311.0,26388.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,6.96,0.0,0.0,,0.0,100.0,24.61,0.629,75.39,0.3774
2018-03-19,6511.0,140865.48,0.48,0.05,0.14,,114903.49,1200.0,5311.0,25962.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,6.96,0.0,0.0,,0.0,100.0,24.66,0.6284,75.34,0.3774
2018-03-20,6511.0,141614.25,0.49,0.05,0.14,,115514.25,1200.0,5311.0,26100.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,6.96,0.0,0.0,,0.0,100.0,24.63,0.6287,75.37,0.3774
2018-03-21,6511.0,144153.54,0.48,0.05,0.14,,117585.54,1200.0,5311.0,26568.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,6.96,0.0,0.0,,0.0,100.0,24.62,0.6288,75.38,0.3774
2018-03-22,6511.0,141939.8,0.45,0.05,0.14,,115779.8,1200.0,5311.0,26160.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,6.96,0.0,0.0,,0.0,100.0,24.7,0.628,75.3,0.3774
2018-03-23,6511.0,140149.28,0.46,0.05,0.14,,114319.28,1200.0,5311.0,25830.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,6.96,0.0,0.0,,0.0,100.0,24.69,0.6281,75.31,0.3774
2018-03-26,26611.0,568943.18,1.98,0.23,0.57,,543287.18,1200.0,25411.0,25656.0,,,,0.24,,9000.0,,,11100.0,,,,0.24,,0.19,,,0.03,,,,100.0,6.96,0.0,0.0,,0.0,100.0,35.39,0.4814,59.46,1.5427
2018-03-27,26611.0,575862.04,2.07,0.23,0.57,,549894.04,1200.0,25411.0,25968.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,6.96,0.0,0.0,,0.0,100.0,35.26,0.4822,59.6,1.5427
2018-03-28,26611.0,572136.5,2.07,0.23,0.58,,546336.5,1200.0,25411.0,25800.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,6.96,0.0,0.0,,0.0,100.0,35.33,0.4817,59.52,1.5427
2018-03-29,26611.0,568144.85,2.14,0.23,0.57,,542524.85,1200.0,25411.0,25620.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,6.96,0.0,0.0,,0.0,100.0,35.47,0.4809,59.36,1.5427
2018-03-30,26611.0,568144.85,2.16,0.23,0.57,,542524.85,1200.0,25411.0,25620.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,6.96,0.0,0.0,,0.0,100.0,35.51,0.481,59.35,1.5427
2018-04-02,26611.0,568144.85,2.16,0.23,0.57,,542524.85,1200.0,25411.0,25620.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,6.96,0.0,0.0,,0.0,100.0,35.51,0.481,59.35,1.5427
2018-04-03,26611.0,570406.79,2.16,0.23,0.57,,544684.79,1200.0,25411.0,25722.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,6.96,0.0,0.0,,0.0,100.0,35.35,0.4816,59.5,1.5427
2018-04-04,6811.0,144869.97,0.55,0.06,0.15,,119345.97,1200.0,5611.0,25524.0,,,,,,,,,,,,,,,,,19800.0,0.03,0.42,,,100.0,6.96,0.0,0.0,,0.0,100.0,23.25,0.5671,71.43,0.3948
2018-04-05,6811.0,148037.09,0.57,0.06,0.15,,121955.09,1200.0,5611.0,26082.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,6.96,0.0,0.0,,0.0,100.0,23.3,0.5665,71.37,0.3948
2018-04-06,6811.0,147696.54,0.63,0.06,0.15,,121674.54,1200.0,5611.0,26022.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,6.96,0.0,0.0,,0.0,100.0,23.36,0.5657,71.29,0.3948
2018-04-09,6811.0,147730.59,0.63,0.06,0.15,,121702.59,1200.0,5611.0,26028.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,6.96,0.0,0.0,,0.0,100.0,23.38,0.5655,71.27,0.3948
2018-04-10,6811.0,147560.32,0.65,0.06,0.15,,121562.32,1200.0,5611.0,25998.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,6.96,0.0,0.0,,0.0,100.0,23.39,0.5653,71.26,0.3948
2018-04-11,6811.0,147526.26,0.63,0.06,0.15,,121534.26,1200.0,5611.0,25992.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,6.96,0.0,0.0,,0.0,100.0,23.31,0.5664,71.36,0.3948
2018-04-12,6811.0,149535.51,0.64,0.06,0.15,,123189.51,1200.0,5611.0,26346.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,6.96,0.0,0.0,,0.0,100.0,23.39,0.5653,71.26,0.3948
2018-04-13,6511.0,143990.77,0.61,0.06,0.14,,117452.77,1200.0,5311.0,26538.0,,,,,,,,,,,,,,,,,300.0,0.03,0.01,,,100.0,6.96,0.0,0.0,,0.0,100.0,24.63,0.6288,75.37,0.3774
2018-04-16,6511.0,143665.22,0.61,0.06,0.14,,117187.22,1200.0,5311.0,26478.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,6.96,0.0,0.0,,0.0,100.0,24.69,0.6281,75.31,0.3774
2018-04-17,6511.0,143990.77,0.61,0.06,0.14,,117452.77,1200.0,5311.0,26538.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,6.96,0.0,0.0,,0.0,100.0,24.65,0.6285,75.35,0.3774
2018-04-18,6511.0,144609.31,0.63,0.06,0.14,,117957.31,1200.0,5311.0,26652.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,6.96,0.0,0.0,,0.0,100.0,24.62,0.6288,75.38,0.3774
2018-04-19,6511.0,144999.97,0.69,0.06,0.14,,118275.97,1200.0,5311.0,26724.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,6.96,0.0,0.0,,0.0,100.0,24.64,0.6286,75.36,0.3774
2018-04-20,6511.0,143274.56,0.8,0.06,0.14,,116868.56,1200.0,5311.0,26406.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,6.96,0.0,0.0,,0.0,100.0,24.69,0.6281,75.31,0.3774
2018-04-23,6511.0,143079.23,0.79,0.06,0.14,,116709.23,1200.0,5311.0,26370.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,6.96,0.0,0.0,,0.0,100.0,24.67,0.6283,75.33,0.3774
2018-04-24,6511.0,141418.92,0.77,0.06,0.14,,115354.92,1200.0,5311.0,26064.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,6.96,0.0,0.0,,0.0,100.0,24.71,0.6279,75.29,0.3774
2018-04-25,6511.0,140605.05,0.77,0.06,0.14,,114691.05,1200.0,5311.0,25914.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,6.96,0.0,0.0,,0.0,100.0,24.6,0.6291,75.4,0.3774
2018-04-26,6511.0,142395.57,0.8,0.06,0.14,,116151.57,1200.0,5311.0,26244.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,6.96,0.0,0.0,,0.0,100.0,24.7,0.628,75.3,0.3774
2018-04-27,6511.0,141549.14,0.8,0.07,0.14,,115461.14,1200.0,5311.0,26088.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,6.96,0.0,0.0,,0.0,100.0,24.77,0.6273,75.23,0.3774
2018-04-30,6511.0,141842.14,0.81,0.07,0.14,,115700.14,1200.0,5311.0,26142.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,6.96,0.0,0.0,,0.0,100.0,24.6,0.629,75.4,0.3774
2018-05-01,6511.0,141842.14,0.81,0.07,0.14,,115700.14,1200.0,5311.0,26142.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,6.96,0.0,0.0,,0.0,100.0,24.64,0.6286,75.36,0.3774
2018-05-02,6511.0,140312.05,0.81,0.07,0.14,,114452.05,1200.0,5311.0,25860.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,6.96,0.0,0.0,,0.0,100.0,24.71,0.628,75.29,0.3774
2018-05-03,6511.0,138065.76,0.84,0.07,0.14,,112619.76,1200.0,5311.0,25446.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,6.96,0.0,0.0,,0.0,100.0,24.68,0.6282,75.32,0.3774
2018-05-04,6511.0,138033.2,0.84,0.07,0.14,,112593.2,1200.0,5311.0,25440.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,6.96,0.0,0.0,,0.0,100.0,24.63,0.6287,75.37,0.3774
2018-05-07,56511.0,1186731.0,8.44,0.58,1.19,,1161531.0,1200.0,55311.0,25200.0,,,,,,50000.0,,,,,,,,,1.05,,,0.03,,,,100.0,6.96,0.0,0.0,,0.0,100.0,7.28,0.8218,90.33,3.276
2018-05-08,130911.0,2736694.46,21.19,1.33,2.74,,2711608.46,1200.0,129711.0,25086.0,,,,1.55,,,,,74400.0,,,,1.55,,,,,0.03,,,,100.0,6.96,0.0,0.0,,0.0,100.0,22.45,0.6364,76.54,7.589
2018-05-09,157611.0,3324804.05,24.55,1.61,3.31,,3299490.05,1200.0,156411.0,25314.0,,,,0.55,,,,,26700.0,,,,0.55,,,,,0.03,,,,100.0,6.96,0.0,0.0,,0.0,100.0,35.28,0.5327,63.89,9.1369
2018-05-10,182611.0,3891440.41,29.42,1.94,3.87,,3865868.41,1200.0,181411.0,25572.0,,,,0.54,,,,,25000.0,,,,0.54,,,,,0.03,,,,100.0,6.96,0.0,0.0,,0.0,100.0,44.06,0.4991,55.22,10.5861
2018-05-11,182611.0,3922484.28,21.39,1.98,3.9,,3896708.28,1200.0,181411.0,25776.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,6.96,0.0,0.0,,0.0,100.0,44.15,0.4989,55.13,10.5861
2018-05-14,106311.0,2293128.27,12.1,1.15,2.28,,2267244.27,1200.0,105111.0,25884.0,,,,,,,,,,,,,,,,,76300.0,0.03,1.62,,,100.0,7.12,0.0,0.0,,0.0,100.0,47.7,0.4883,51.05,6.3093
2018-05-15,81511.0,1721512.32,8.88,0.88,1.73,,1696168.32,1200.0,80311.0,25344.0,,,,,,,,,,,,,,,,,24800.0,0.03,0.54,,,100.0,7.12,0.0,0.0,,0.0,100.0,36.54,0.5158,61.8,4.8374
2018-05-16,81511.0,1728440.76,8.67,0.88,1.72,,1702994.76,1200.0,80311.0,25446.0,,,,,,,,,,,,,,,,,50000.0,0.03,1.06,,,100.0,7.12,0.0,0.0,,0.0,100.0,36.07,0.5185,62.3,4.8374
2018-05-17,2511.0,52768.67,0.26,0.03,0.05,,27550.67,1200.0,1311.0,25218.0,,,,,,,,,,,,,,,,,29000.0,0.03,0.61,,,100.0,7.12,0.0,0.0,,0.0,100.0,,1.0,100.0,0.149
2018-05-18,2511.0,52103.25,0.27,0.03,0.05,,27203.25,1200.0,1311.0,24900.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,7.12,0.0,0.0,,0.0,100.0,,1.0,100.0,0.149
2018-05-21,2511.0,52555.23,0.25,0.03,0.05,,27439.23,1200.0,1311.0,25116.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,7.12,0.0,0.0,,0.0,100.0,,1.0,100.0,0.149
2018-05-22,2511.0,51889.82,0.26,0.03,0.05,,27091.82,1200.0,1311.0,24798.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,7.12,0.0,0.0,,0.0,100.0,,1.0,100.0,0.149
2018-05-23,2511.0,51400.17,0.24,0.03,0.05,,26836.17,1200.0,1311.0,24564.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,7.12,0.0,0.0,,0.0,100.0,,1.0,100.0,0.149
2018-05-24,15511.0,317044.84,1.5,0.17,0.32,,292516.84,1200.0,14311.0,24528.0,,,,,,13000.0,,,,,,,,,0.27,,,0.02,,,,100.0,7.12,0.0,0.0,,0.0,100.0,34.94,0.443,55.9,0.9205
2018-05-25,15511.0,315803.96,1.45,0.17,0.32,,291371.96,1200.0,14311.0,24432.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,7.12,0.0,0.0,,0.0,100.0,34.94,0.443,55.9,0.9205
2018-05-28,15511.0,314407.97,1.45,0.17,0.32,,290083.97,1200.0,14311.0,24324.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,7.12,0.0,0.0,,0.0,100.0,34.94,0.443,55.9,0.9205
2018-05-29,2511.0,50383.22,0.22,0.03,0.05,,26305.22,1200.0,1311.0,24078.0,,,,,,,,,,,,,,,,,13000.0,0.02,0.27,,,100.0,7.12,0.0,0.0,,0.0,100.0,,1.0,100.0,0.149
2018-05-30,2511.0,49838.33,0.21,0.03,0.05,,26020.73,1200.0,1311.0,23817.6,,,,,,,,,,,,,,,,,,0.02,,,,100.0,7.12,0.0,0.0,,0.0,100.0,,1.0,100.0,0.149
2018-05-31,3011.0,60009.23,0.25,0.03,0.06,,36093.23,1200.0,1811.0,23916.0,,,,,,500.0,,,,,,,,,0.01,,,0.02,,,,100.0,7.12,0.0,0.0,,0.0,100.0,27.61,0.6003,72.39,0.1787
2018-06-01,3011.0,60596.38,0.25,0.03,0.06,,36446.38,1200.0,1811.0,24150.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,7.12,0.0,0.0,,0.0,100.0,27.61,0.6003,72.39,0.1787
2018-06-04,3011.0,61620.12,0.25,0.03,0.06,,37062.12,1200.0,1811.0,24558.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,7.12,0.0,0.0,,0.0,100.0,27.61,0.6003,72.39,0.1787
2018-06-05,3011.0,62131.99,0.26,0.03,0.06,,37369.99,1200.0,1811.0,24762.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,7.12,0.0,0.0,,0.0,100.0,27.61,0.6003,72.39,0.1787
2018-06-06,3011.0,62689.02,0.26,0.03,0.06,,37705.02,1200.0,1811.0,24984.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,7.12,0.0,0.0,,0.0,100.0,27.61,0.6003,72.39,0.1787
2018-06-07,3011.0,63306.28,0.27,0.03,0.06,,38076.28,1200.0,1811.0,25230.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,7.12,0.0,0.0,,0.0,100.0,27.61,0.6003,72.39,0.1787
2018-06-08,3011.0,62418.03,0.27,0.03,0.06,,37542.03,1200.0,1811.0,24876.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,7.12,0.0,0.0,,0.0,100.0,27.61,0.6003,72.39,0.1787
2018-06-11,2511.0,52140.92,0.23,0.03,0.05,,27222.92,1200.0,1311.0,24918.0,,,,,,,,,,,,,,,,,500.0,0.02,0.01,,,100.0,7.12,0.0,0.0,,0.0,100.0,,1.0,100.0,0.149
2018-06-12,2511.0,52128.36,0.22,0.03,0.05,,27216.36,1200.0,1311.0,24912.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,7.12,0.0,0.0,,0.0,100.0,,1.0,100.0,0.149
2018-06-13,37411.0,771040.71,3.16,0.43,0.78,,746308.71,1200.0,36211.0,24732.0,,,,,,34900.0,,,,,,,,,0.72,,,0.02,,,,100.0,7.12,0.0,0.0,,0.0,100.0,3.63,0.9301,96.37,2.2202
2018-06-14,37411.0,771414.82,3.12,0.43,0.77,,746670.82,1200.0,36211.0,24744.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,5.02,0.0,0.0,,0.0,100.0,3.62,0.9302,96.38,1.5654
