,ALFUM FP Equity_DX_SI_QTY,ALFUM FP Equity_DX_SHORT_INTEREST_VALUE,ALFUM FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALFUM FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALFUM FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALFUM FP Equity_DX_SI_MV,ALFUM FP Equity_DX_DSS,ALFUM FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALFUM FP Equity_DX_SUPPLY_SI_QTY,ALFUM FP Equity_DX_BROKER_SI_QTY,ALFUM FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALFUM FP Equity_DX_BROKER_SI_QTY_ADD,ALFUM FP Equity_DX_SUPPLY_SI_MV_DEC,ALFUM FP Equity_DX_SUPPLY_SI_QTY_DEC,ALFUM FP Equity_DX_BROKER_SI_MV_ADD,ALFUM FP Equity_DX_SUPPLY_SI_QTY_ADD,ALFUM FP Equity_DX_BROKER_SI_QTY_DEC,ALFUM FP Equity_DX_SUPPLY_SI_MV,ALFUM FP Equity_DX_BROKER_SI_MV_DEC,ALFUM FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALFUM FP Equity_DX_UTILIZATION_QUANTITY,ALFUM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALFUM FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALFUM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALFUM FP Equity_DX_ACTIVE_UTILIZATION_MV,ALFUM FP Equity_DX_BROKER_SI_CON_RATIO,ALFUM FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALFUM FP Equity_DX_DEMAND_SUPPLY_RATIO,ALFUM FP Equity_PX_LAST
2023-11-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,770.0,0.0,0.0,0.0,,0.0,7.7
2023-11-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,772.0,0.0,0.0,0.0,,0.0,7.72
2023-11-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,774.0,0.0,0.0,0.0,,0.0,7.74
2023-11-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,774.0,0.0,0.0,0.0,,0.0,7.74
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,772.0,0.0,0.0,0.0,,0.0,7.72
2023-12-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,776.0,0.0,0.0,0.0,,0.0,7.76
2023-12-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,778.0,0.0,0.0,0.0,,0.0,7.78
2023-12-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,780.0,0.0,0.0,0.0,,0.0,7.8
2023-12-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,784.0,0.0,0.0,0.0,,0.0,7.84
2023-12-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,782.0,0.0,0.0,0.0,,0.0,7.82
2023-12-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,784.0,0.0,0.0,0.0,,0.0,7.84
2023-12-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,784.0,0.0,0.0,0.0,,0.0,7.84
2023-12-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,784.0,0.0,0.0,0.0,,0.0,7.84
2023-12-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,784.0,0.0,0.0,0.0,,0.0,7.84
2023-12-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,782.0,0.0,0.0,0.0,,0.0,7.82
2023-12-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,782.0,0.0,0.0,0.0,,0.0,7.82
2023-12-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,782.0,0.0,0.0,0.0,,0.0,7.82
2023-12-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,782.0,0.0,0.0,0.0,,0.0,7.82
2023-12-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,780.0,0.0,0.0,0.0,,0.0,7.8
2023-12-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,782.0,0.0,0.0,0.0,,0.0,7.82
2023-12-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,782.0,0.0,0.0,0.0,,0.0,
2023-12-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,782.0,0.0,0.0,0.0,,0.0,
2023-12-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,774.0,0.0,0.0,0.0,,0.0,7.74
2023-12-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,754.0,0.0,0.0,0.0,,0.0,7.54
2023-12-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,754.0,0.0,0.0,0.0,,0.0,7.54
2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,754.0,0.0,0.0,0.0,,0.0,
2024-01-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,754.0,0.0,0.0,0.0,,0.0,7.54
2024-01-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,754.0,0.0,0.0,0.0,,0.0,7.54
2024-01-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,760.0,0.0,0.0,0.0,,0.0,7.6
2024-01-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,760.0,0.0,0.0,0.0,,0.0,7.6
2024-01-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,780.0,0.0,0.0,0.0,,0.0,7.8
2024-01-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,782.0,0.0,0.0,0.0,,0.0,7.82
2024-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,780.0,0.0,0.0,0.0,,0.0,7.8
2024-01-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,780.0,0.0,0.0,0.0,,0.0,7.8
2024-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,780.0,0.0,0.0,0.0,,0.0,7.8
2024-01-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,782.0,0.0,0.0,0.0,,0.0,7.82
2024-01-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,780.0,0.0,0.0,0.0,,0.0,7.8
2024-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,780.0,0.0,0.0,0.0,,0.0,7.8
2024-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,778.0,0.0,0.0,0.0,,0.0,7.78
2024-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,776.0,0.0,0.0,0.0,,0.0,7.76
2024-01-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,776.0,0.0,0.0,0.0,,0.0,7.76
2024-01-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,770.0,0.0,0.0,0.0,,0.0,7.7
2024-01-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,772.0,0.0,0.0,0.0,,0.0,7.72
2024-01-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,740.0,0.0,0.0,0.0,,0.0,7.4
2024-01-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,720.0,0.0,0.0,0.0,,0.0,7.2
2024-01-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,710.0,0.0,0.0,0.0,,0.0,7.1
2024-01-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,690.0,0.0,0.0,0.0,,0.0,6.9
2024-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,688.0,0.0,0.0,0.0,,0.0,6.88
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,690.0,0.0,0.0,0.0,,0.0,6.9
2024-02-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,690.0,0.0,0.0,0.0,,0.0,6.9
2024-02-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,670.0,0.0,0.0,0.0,,0.0,6.7
2024-02-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,680.0,0.0,0.0,0.0,,0.0,6.8
2024-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,690.0,0.0,0.0,0.0,,0.0,6.9
2024-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,688.0,0.0,0.0,0.0,,0.0,6.88
2024-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,690.0,0.0,0.0,0.0,,0.0,6.9
2024-02-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,692.0,0.0,0.0,0.0,,0.0,6.92
2024-02-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,694.0,0.0,0.0,0.0,,0.0,6.94
2024-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,696.0,0.0,0.0,0.0,,0.0,6.96
2024-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,698.0,0.0,0.0,0.0,,0.0,6.98
2024-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,698.0,0.0,0.0,0.0,,0.0,6.98
2024-02-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,698.0,0.0,0.0,0.0,,0.0,6.98
2024-02-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,698.0,0.0,0.0,0.0,,0.0,6.98
2024-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,696.0,0.0,0.0,0.0,,0.0,6.96
2024-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,696.0,0.0,0.0,0.0,,0.0,6.96
2024-02-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,694.0,0.0,0.0,0.0,,0.0,6.94
2024-02-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,700.0,0.0,0.0,0.0,,0.0,7.0
2024-02-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,698.0,0.0,0.0,0.0,,0.0,6.98
2024-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,700.0,0.0,0.0,0.0,,0.0,7.0
2024-02-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,678.0,0.0,0.0,0.0,,0.0,6.78
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,640.0,0.0,0.0,0.0,,0.0,6.4
2024-03-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,640.0,0.0,0.0,0.0,,0.0,6.4
2024-03-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,622.0,0.0,0.0,0.0,,0.0,6.22
2024-03-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,618.0,0.0,0.0,0.0,,0.0,6.18
2024-03-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,620.0,0.0,0.0,0.0,,0.0,6.2
2024-03-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,624.0,0.0,0.0,0.0,,0.0,6.24
2024-03-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,628.0,0.0,0.0,0.0,,0.0,6.28
2024-03-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,628.0,0.0,0.0,0.0,,0.0,6.28
2024-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4
2024-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
2024-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.24
2024-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
2024-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.22
2024-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.24
2024-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.12
2024-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.16
2024-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.14
2024-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.14
2024-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.14
2024-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.14
2024-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2024-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2024-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9
2024-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2024-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9
2024-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2024-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15
2024-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15
2024-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2024-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.95
2024-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.85
2024-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.35
2024-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15
2024-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
2024-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.05
2024-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.95
2024-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.95
2024-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.95
2024-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.95
2024-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2024-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2024-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2024-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.05
2024-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2024-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.95
2024-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.05
2024-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.05
2024-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.05
2024-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.05
2024-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2024-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9
2024-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.05
2024-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.05
2024-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.05
2024-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.05
2024-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2024-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2024-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2024-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15
2024-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
2024-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2024-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2024-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.05
2024-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2024-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2024-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2024-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2024-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2024-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15
2024-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2024-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.75
2024-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2024-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.85
2024-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2024-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.65
2024-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7
2024-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.75
2024-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2024-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.85
2024-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.65
2024-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.65
2024-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7
2024-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6
2024-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.55
2024-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6
2024-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4
2024-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5
2024-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.45
2024-07-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,300.0,1980.0,0.0,0.0,0.0,,0.0,6.6
2024-07-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,300.0,1995.0,0.0,0.0,0.0,,0.0,6.65
2024-07-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,300.0,1980.0,0.0,0.0,0.0,,0.0,6.6
2024-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5
2024-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7
2024-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6
2024-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.65
2024-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.65
2024-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.55
2024-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6
2024-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4
2024-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4
2024-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15
2024-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15
2024-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4
2024-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3
2024-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.45
2024-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.45
2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4
2024-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.45
2024-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25
2024-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25
2024-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25
2024-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3
2024-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25
2024-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3
2024-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.35
2024-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25
2024-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3
2024-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.35
2024-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.35
2024-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3
2024-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.35
2024-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.35
2024-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3
2024-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3
2024-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3
2024-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.35
2024-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4
2024-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4
2024-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4
2024-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4
2024-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.45
2024-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4
2024-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4
2024-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3
2024-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3
2024-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3
2024-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25
2024-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3
2024-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25
2024-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
2024-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15
2024-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2024-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15
2024-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15
2024-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
2024-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
2024-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
2024-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15
2024-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2024-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.95
