,CL2 FP Equity_DX_SI_QTY,CL2 FP Equity_DX_SHORT_INTEREST_VALUE,CL2 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CL2 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CL2 FP Equity_DX_SI_MV,CL2 FP Equity_DX_DSS,CL2 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CL2 FP Equity_DX_SUPPLY_SI_QTY,CL2 FP Equity_DX_BROKER_SI_QTY,CL2 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CL2 FP Equity_DX_BROKER_SI_MV_NEW_x,CL2 FP Equity_DX_SUPPLY_SI_QTY_INC_x,CL2 FP Equity_DX_BROKER_SI_MV_INC_x,CL2 FP Equity_DX_BROKER_SI_QTY_ADD,CL2 FP Equity_DX_BROKER_SI_QTY_NEW,CL2 FP Equity_DX_SUPPLY_SI_MV_DEC,CL2 FP Equity_DX_BROKER_SI_QTY_INC,CL2 FP Equity_DX_SUPPLY_SI_QTY_DEC,CL2 FP Equity_DX_BROKER_SI_MV_NEW_y,CL2 FP Equity_DX_BROKER_SI_MV_INC_y,CL2 FP Equity_DX_SUPPLY_SI_QTY_INC_y,CL2 FP Equity_DX_BROKER_SI_MV_ADD,CL2 FP Equity_DX_SUPPLY_SI_QTY_ADD,CL2 FP Equity_DX_BROKER_SI_QTY_DEC,CL2 FP Equity_DX_SUPPLY_SI_MV,CL2 FP Equity_DX_BROKER_SI_MV_DEC,CL2 FP Equity_DX_BROKER_SI_MV_RMV,CL2 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CL2 FP Equity_DX_UTILIZATION_QUANTITY,CL2 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CL2 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CL2 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CL2 FP Equity_DX_ACTIVE_UTILIZATION_MV,CL2 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CL2 FP Equity_DX_BROKER_SI_CON_RATIO,CL2 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CL2 FP Equity_DX_DEMAND_SUPPLY_RATIO,CL2 FP Equity_PX_LAST
2020-02-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,14.0,38647.0,0.0,0.0,,0.0,,0.0,2760.5
2020-02-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,14.0,39060.0,0.0,0.0,,0.0,,0.0,2790.0
2020-02-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,14.0,39144.0,0.0,0.0,,0.0,,0.0,2796.0
2020-02-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8.0,22532.0,0.0,0.0,,0.0,,0.0,2816.5
2020-02-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8.0,22244.0,0.0,0.0,,0.0,,0.0,2780.5
2020-02-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8.0,22760.0,0.0,0.0,,0.0,,0.0,2845.0
2020-02-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8.0,22408.0,0.0,0.0,,0.0,,0.0,2801.0
2020-02-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8.0,21936.0,0.0,0.0,,0.0,,0.0,2742.0
2020-02-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8.0,20520.0,0.0,0.0,,0.0,,0.0,2565.0
2020-02-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8.0,19800.0,0.0,0.0,,0.0,,0.0,2475.0
2020-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2440.0
2020-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2214.0
2020-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980.2
2020-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2084.5
2020-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2164.5
2020-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2161.5
2020-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2141.0
2020-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1939.0
2020-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1705.0
2020-03-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,30.0,50004.0,0.06,0.0,,0.0,,0.0,1666.8
2020-03-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,30.0,50826.0,0.05,0.0,,0.0,,0.0,1694.2
2020-03-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,30.0,42684.0,0.05,0.0,,0.0,,0.0,1422.8
2020-03-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,80.0,116992.0,0.14,0.0,,0.0,,0.0,1462.4
2020-03-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,80.0,110672.0,0.12,0.0,,0.0,,0.0,1383.4
2020-03-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,80.0,110928.0,0.12,0.0,,0.0,,0.0,1386.6
2020-03-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,80.0,101856.0,0.11,0.0,,0.0,,0.0,1273.2
2020-03-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,80.0,106288.0,0.11,0.0,,0.0,,0.0,1328.6
2020-03-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,80.0,106048.0,0.11,0.0,,0.0,,0.0,1325.6
2020-03-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,80.0,91904.0,0.11,0.0,,0.0,,0.0,1148.8
2020-03-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,180.0,242280.0,0.24,0.0,,0.0,,0.0,1346.0
2020-03-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,180.0,256572.0,0.21,0.0,,0.0,,0.0,1425.4
2020-03-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,280.0,411712.0,0.38,0.0,,0.0,,0.0,1470.4
2020-03-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,280.0,393288.0,0.4,0.0,,0.0,,0.0,1404.6
2020-03-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,280.0,411712.0,0.4,0.0,,0.0,,0.0,1470.4
2020-03-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,280.0,426328.0,0.4,0.0,,0.0,,0.0,1522.6
2020-04-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,280.0,386848.0,0.41,0.0,,0.0,,0.0,1381.6
2020-04-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,280.0,393008.0,0.43,0.0,,0.0,,0.0,1403.6
2020-04-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,280.0,393008.0,0.39,0.0,,0.0,,0.0,1403.6
2020-04-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,280.0,425600.0,0.39,0.0,,0.0,,0.0,1520.0
2020-04-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,280.0,458640.0,0.39,0.0,,0.0,,0.0,1638.0
2020-04-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,280.0,454216.0,0.43,0.0,,0.0,,0.0,1622.2
2020-04-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,280.0,477512.0,0.42,0.0,,0.0,,0.0,1705.4
2020-04-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,280.0,477512.0,0.45,0.0,,0.0,,0.0,
2020-04-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,280.0,477512.0,0.48,0.0,,0.0,,0.0,
2020-04-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,280.0,487144.0,0.48,0.0,,0.0,,0.0,1739.8
2020-04-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,280.0,474320.0,0.48,0.0,,0.0,,0.0,1694.0
2020-04-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,280.0,487816.0,0.49,0.0,,0.0,,0.0,1742.2
2020-04-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,280.0,501088.0,0.47,0.0,,0.0,,0.0,1789.6
2020-04-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,280.0,508536.0,0.5,0.0,,0.0,,0.0,1816.2
2020-04-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,280.0,468888.0,0.5,0.0,,0.0,,0.0,1674.6
2020-04-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,280.0,488152.0,0.51,0.0,,0.0,,0.0,1743.4
2020-04-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,280.0,502264.0,0.47,0.0,,0.0,,0.0,1793.8
2020-04-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,280.0,492352.0,0.49,0.0,,0.0,,0.0,1758.4
2020-04-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,280.0,517440.0,0.49,0.0,,0.0,,0.0,1848.0
2020-04-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,280.0,520352.0,0.49,0.0,,0.0,,0.0,1858.4
2020-04-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,280.0,538888.0,0.52,0.0,,0.0,,0.0,1924.6
2020-04-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,280.0,519792.0,0.52,0.0,,0.0,,0.0,1856.4
2020-05-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,280.0,519792.0,0.54,0.0,,0.0,,0.0,
2020-05-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,280.0,487592.0,0.48,0.0,,0.0,,0.0,1741.4
2020-05-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,280.0,522536.0,0.48,0.0,,0.0,,0.0,1866.2
2020-05-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,280.0,518560.0,0.49,0.0,,0.0,,0.0,1852.0
2020-05-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,280.0,529760.0,0.52,0.0,,0.0,,0.0,1892.0
2020-05-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,280.0,534072.0,0.52,0.0,,0.0,,0.0,1907.4
2020-05-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,280.0,539728.0,0.53,0.0,,0.0,,0.0,1927.6
2020-05-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,280.0,537824.0,0.53,0.0,,0.0,,0.0,1920.8
2020-05-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,280.0,506968.0,0.54,0.0,,0.0,,0.0,1810.6
2020-05-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,280.0,498344.0,0.54,0.0,,0.0,,0.0,1779.8
2020-05-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,280.0,509992.0,0.51,0.0,,0.0,,0.0,1821.4
2020-05-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,280.0,544600.0,0.5,0.0,,0.0,,0.0,1945.0
2020-05-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,280.0,541464.0,0.51,0.0,,0.0,,0.0,1933.8
2020-05-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,287.0,555517.2,0.54,0.0,,0.0,,0.0,1935.6
2020-05-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,287.0,547366.4,0.54,0.0,,0.0,,0.0,1907.2
2020-05-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,287.0,550982.6,0.54,0.0,,0.0,,0.0,1919.8
2020-05-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,287.0,571818.8,0.53,0.0,,0.0,,0.0,1992.4
2020-05-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,287.0,567571.2,0.54,0.0,,0.0,,0.0,1977.6
2020-05-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,287.0,562921.8,0.56,0.0,,0.0,,0.0,1961.4
2020-05-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,287.0,576583.0,0.55,0.0,,0.0,,0.0,2009.0
2020-05-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,287.0,555804.2,0.55,0.0,,0.0,,0.0,1936.6
2020-06-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,287.0,570441.2,0.56,0.0,,0.0,,0.0,1987.6
2020-06-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,287.0,570843.0,0.54,0.0,,0.0,,0.0,1989.0
2020-06-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,287.0,585193.0,0.56,0.0,,0.0,,0.0,2039.0
2020-06-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,287.0,574143.5,0.56,0.0,,0.0,,0.0,2000.5
2020-06-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,287.0,608440.0,0.57,0.0,,0.0,,0.0,2120.0
2020-06-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,287.0,610449.0,0.56,0.0,,0.0,,0.0,2127.0
2020-06-09,300.0,630750.0,1.78,0.41,0.64,,420500.0,200.0,200.0,420500.0,,,,200.0,,,,,,,,0.42,200.0,,0.43,,,100.0,41.07,0.0,0.0,0.0,100.0,49.88,0.5,50.12,0.616,2102.5
2020-06-10,300.0,625800.0,1.76,0.41,0.63,,417200.0,200.0,200.0,417200.0,,,,,,,,,,,,,,,0.42,,,100.0,41.07,0.0,0.0,0.0,100.0,49.91,0.5,50.09,0.616,2086.0
2020-06-11,300.0,579960.0,2.53,0.41,0.62,,386640.0,200.0,200.0,386640.0,,,,,,,,,,,,,,,0.41,,,100.0,41.07,0.0,0.0,0.0,100.0,49.98,0.5,50.02,0.616,1933.2
2020-06-12,300.0,573660.0,2.49,0.41,0.58,,382440.0,200.0,200.0,382440.0,,,,,,,,,,,,,,,0.39,,,100.0,41.07,0.0,0.0,0.0,100.0,49.83,0.5,50.17,0.616,1912.2
2020-06-15,300.0,566280.0,2.39,0.41,0.58,,377520.0,200.0,200.0,377520.0,,,,,,,,,,,,,,,0.38,,,100.0,41.07,0.0,0.0,0.0,100.0,49.97,0.5,50.03,0.616,1887.6
2020-06-16,300.0,607950.0,2.46,0.41,0.57,,405300.0,200.0,200.0,405300.0,,,,,,,,,,,,,,,0.38,,,100.0,41.07,0.0,0.0,0.0,100.0,49.82,0.5,50.18,0.616,2026.5
2020-06-17,300.0,613050.0,2.28,0.41,0.61,,408700.0,200.0,200.0,408700.0,,,,,,,,,,,,,,,0.41,,,100.0,41.07,0.0,0.0,0.0,100.0,49.98,0.5,50.02,0.616,2043.5
2020-06-18,500.0,1014750.0,3.86,0.68,1.02,,811800.0,200.0,400.0,405900.0,,,0.41,,,,200.0,,,0.41,,,,,0.41,,,100.0,41.07,0.0,0.0,0.0,100.0,25.0,0.625,75.0,1.0267,2029.5
2020-06-19,500.0,1033250.0,3.87,0.68,1.01,,826600.0,200.0,400.0,413300.0,,,,,,,,,,,,,,,0.41,,,100.0,41.07,0.0,0.0,0.0,100.0,25.03,0.6247,74.97,1.0267,2066.5
2020-06-22,500.0,1003750.0,3.96,0.68,1.03,,803000.0,200.0,400.0,401500.0,,,,,,,,,,,,,,,0.41,,,100.0,41.07,0.0,0.0,0.0,100.0,25.11,0.6239,74.89,1.0267,2007.5
2020-06-23,200.0,408800.0,1.66,0.27,0.4,,408800.0,0.0,200.0,0.0,,,,,,0.41,,200.0,,,,,,200.0,0.0,0.42,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.6969,2044.0
2020-06-24,500.0,971500.0,4.14,0.68,1.02,,777200.0,200.0,400.0,388600.0,,,0.21,100.0,,,100.0,,,0.21,,0.2,200.0,,0.41,,,100.0,41.07,0.0,0.0,0.0,100.0,25.0,0.625,75.0,1.0267,1943.0
2020-06-25,500.0,970600.0,4.25,0.68,0.97,,776480.0,200.0,400.0,388240.0,,,,,,,,,,,,,,,0.39,,,100.0,41.07,0.0,0.0,0.0,100.0,24.99,0.6251,75.01,1.0267,1941.2
2020-06-26,500.0,963200.0,4.46,0.68,0.97,,770560.0,200.0,400.0,385280.0,,,,,,,,,,,,,,,0.39,,,100.0,41.07,0.0,0.0,0.0,100.0,24.97,0.6253,75.03,1.0267,1926.4
2020-06-29,500.0,959800.0,4.53,0.69,0.96,,767840.0,200.0,400.0,383920.0,,,,,,,,,,,,,,,0.39,,,100.0,41.07,0.0,0.0,0.0,100.0,24.99,0.6251,75.01,1.0267,1919.6
2020-06-30,500.0,987400.0,4.57,0.69,0.96,,789920.0,200.0,400.0,394960.0,,,,,,,,,,,,,,,0.38,,,100.0,41.07,0.0,0.0,0.0,100.0,24.96,0.6254,75.04,1.0267,1974.8
2020-07-01,540.0,1085130.0,4.96,0.75,1.07,,743515.0,370.0,370.0,743515.0,,170.0,0.14,,,,70.0,,,0.14,170.0,,,100.0,0.73,0.18,,100.0,63.03,0.0,0.0,0.0,100.0,45.92,0.5033,54.08,0.9199,2009.5
2020-07-02,540.0,1115640.0,5.07,0.75,1.09,,764420.0,370.0,370.0,764420.0,,,,,,,,,,,,,,,0.74,,,100.0,63.03,0.0,0.0,0.0,100.0,45.99,0.5032,54.01,0.9199,2066.0
2020-07-03,240.0,489600.0,2.21,0.33,0.5,,346800.0,170.0,170.0,346800.0,,,,,,0.39,,200.0,,,,,,200.0,0.35,0.39,,100.0,34.91,0.0,0.0,0.0,100.0,41.18,0.5156,58.82,0.4928,2040.0
2020-07-06,240.0,502080.0,2.21,0.33,0.49,,355640.0,170.0,170.0,355640.0,,,,,,,,,,,,,,,0.35,,,100.0,34.91,0.0,0.0,0.0,100.0,41.18,0.5156,58.82,0.4928,2092.0
2020-07-07,240.0,503160.0,2.25,0.34,0.5,,356405.0,170.0,170.0,356405.0,,,,,,,,,,,,,,,0.36,,,100.0,34.91,0.0,0.0,0.0,100.0,41.18,0.5156,58.82,0.4928,2096.5
2020-07-08,240.0,490800.0,2.31,0.34,0.5,,347650.0,170.0,170.0,347650.0,,,,,,,,,,,,,,,0.36,,,100.0,34.91,0.0,0.0,0.0,100.0,41.18,0.5156,58.82,0.4928,2045.0
2020-07-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.36,,170.0,,,,,,170.0,0.0,0.36,,0.0,0.0,287.0,581605.5,0.57,0.0,,0.0,,0.0,2026.5
2020-07-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,295.0,610502.5,0.58,0.0,,0.0,,0.0,2069.5
2020-07-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,287.0,616763.0,0.57,0.0,,0.0,,0.0,2149.0
2020-07-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,287.0,587632.5,0.57,0.0,,0.0,,0.0,2047.5
2020-07-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,287.0,605283.0,0.57,0.0,,0.0,,0.0,2109.0
2020-07-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,287.0,597964.5,0.57,0.0,,0.0,,0.0,2083.5
2020-07-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,287.0,603274.0,0.57,0.0,,0.0,,0.0,2102.0
2020-07-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,287.0,609588.0,0.57,0.0,,0.0,,0.0,2124.0
2020-07-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,287.0,619059.0,0.57,0.0,,0.0,,0.0,2157.0
2020-07-22,300.0,630450.0,1.65,0.43,0.65,,420300.0,200.0,200.0,420300.0,,,,200.0,,,,,,,,0.43,200.0,,0.43,,,100.0,41.07,0.0,0.0,0.0,100.0,49.81,0.5,50.19,0.616,2101.5
2020-07-23,300.0,636450.0,1.72,0.43,0.63,,424300.0,200.0,200.0,424300.0,,,,,,,,,,,,,,,0.42,,,100.0,41.07,0.0,0.0,0.0,100.0,49.89,0.5,50.11,0.616,2121.5
2020-07-24,300.0,609450.0,1.8,0.43,0.64,,406300.0,200.0,200.0,406300.0,,,,,,,,,,,,,,,0.43,,,100.0,41.07,0.0,0.0,0.0,100.0,49.78,0.5,50.22,0.616,2031.5
2020-07-27,300.0,597060.0,1.89,0.43,0.61,,398040.0,200.0,200.0,398040.0,,,,,,,,,,,,,,,0.41,,,100.0,41.07,0.0,0.0,0.0,100.0,49.8,0.5,50.2,0.616,1990.2
2020-07-28,300.0,607350.0,1.91,0.43,0.6,,404900.0,200.0,200.0,404900.0,,,,,,,,,,,,,,,0.4,,,100.0,49.88,0.0,0.0,0.0,100.0,49.97,0.5,50.03,0.7481,2024.5
2020-07-29,400.0,807200.0,2.72,0.58,0.81,,605400.0,200.0,300.0,403600.0,,,0.21,,,,100.0,,,0.21,,,,,0.41,,,100.0,41.07,0.0,0.0,0.0,100.0,33.43,0.5549,66.57,0.8214,2018.0
2020-07-30,500.0,1000000.0,3.41,0.72,1.01,,800000.0,200.0,400.0,400000.0,,,0.2,,,,100.0,,,0.2,,,,,0.41,,,100.0,41.07,0.0,0.0,0.0,100.0,25.09,0.6241,74.91,1.0267,2000.0
2020-07-31,200.0,400100.0,1.38,0.29,0.4,,400100.0,0.0,200.0,0.0,,,,,,0.41,,200.0,,,,,,200.0,0.0,0.41,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.6969,2000.5
2020-08-03,200.0,418700.0,1.38,0.29,0.4,,418700.0,0.0,200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.6969,2093.5
