,ALSPW FP Equity_DX_SI_QTY,ALSPW FP Equity_DX_SHORT_INTEREST_VALUE,ALSPW FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALSPW FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALSPW FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALSPW FP Equity_DX_SI_MV,ALSPW FP Equity_DX_DSS,ALSPW FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALSPW FP Equity_DX_SUPPLY_SI_QTY,ALSPW FP Equity_DX_BROKER_SI_QTY,ALSPW FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALSPW FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALSPW FP Equity_DX_BROKER_SI_MV_INC_x,ALSPW FP Equity_DX_BROKER_SI_QTY_ADD,ALSPW FP Equity_DX_SUPPLY_SI_MV_DEC,ALSPW FP Equity_DX_BROKER_SI_QTY_INC,ALSPW FP Equity_DX_SUPPLY_SI_QTY_DEC,ALSPW FP Equity_DX_BROKER_SI_MV_INC_y,ALSPW FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALSPW FP Equity_DX_BROKER_SI_MV_ADD,ALSPW FP Equity_DX_SUPPLY_SI_QTY_ADD,ALSPW FP Equity_DX_BROKER_SI_QTY_DEC,ALSPW FP Equity_DX_SUPPLY_SI_MV,ALSPW FP Equity_DX_BROKER_SI_MV_DEC,ALSPW FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALSPW FP Equity_DX_UTILIZATION_QUANTITY,ALSPW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALSPW FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALSPW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALSPW FP Equity_DX_ACTIVE_UTILIZATION_MV,ALSPW FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALSPW FP Equity_DX_BROKER_SI_CON_RATIO,ALSPW FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALSPW FP Equity_DX_DEMAND_SUPPLY_RATIO,ALSPW FP Equity_PX_LAST
2014-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.68
2014-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.67
2014-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.68
2014-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.68
2014-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6
2014-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.59
2014-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.59
2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6
2014-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6
2014-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.68
2014-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.59
2014-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.59
2014-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.59
2014-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2
2014-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2
2014-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2
2014-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2
2014-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.49
2014-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.48
2014-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.65
2014-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.65
2014-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.65
2014-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.05
2014-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.15
2014-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.15
2014-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5
2014-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5
2014-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5
2014-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1
2014-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.03
2014-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5
2014-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.51
2014-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.35
2014-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.33
2014-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.34
2014-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.34
2014-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.34
2014-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.34
2014-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2014-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.25
2014-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2014-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2014-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.99
2014-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.75
2014-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6
2014-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6
2014-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6
2014-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6
2014-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2014-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2014-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2014-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2014-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2014-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.51
2014-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7
2014-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.69
2014-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.72
2014-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.72
2014-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2014-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2014-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2014-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.91
2014-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.91
2014-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.91
2014-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2014-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.91
2014-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.91
2014-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.91
2014-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.91
2014-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.91
2014-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2014-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2014-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2014-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2014-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2014-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2014-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6
2014-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6
2014-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6
2014-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2014-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2014-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2014-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.55
2014-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.55
2014-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.55
2014-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.55
2014-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.55
2014-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.55
2014-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.55
2014-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.55
2014-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2014-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2014-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2014-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2014-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2014-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2014-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2014-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.29
2014-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.25
2014-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2
2014-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2
2014-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.19
2014-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.15
2014-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.15
2014-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.15
2014-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.75
2014-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2014-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2014-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2014-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2014-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.29
2014-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2014-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.37
2014-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.37
2014-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.25
2014-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.25
2014-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.25
2014-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2
2014-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2
2014-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2
2014-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2
2014-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2
2014-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.49
2014-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.49
2014-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.49
2014-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.49
2014-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.49
2014-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.49
2014-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.49
2014-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2014-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2014-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4
2014-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.41
2014-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.41
2014-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.41
2014-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.41
2014-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4
2014-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4
2014-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4
2014-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4
2014-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4
2014-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4
2014-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4
2014-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4
2014-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.25
2014-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.25
2014-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.25
2014-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.25
2014-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.22
2014-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.22
2014-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.22
2014-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.22
2014-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.22
2014-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.22
2014-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.22
2014-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35
2014-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35
2014-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.36
2014-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.36
2014-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35
2014-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.36
2014-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.36
2014-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.36
2014-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2014-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2014-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2014-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2014-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2014-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.51
2014-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.51
2014-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.51
2014-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2014-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.15
2014-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.15
2014-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.13
2014-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1
2014-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1
2014-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.11
2014-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.11
2014-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.11
2014-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.11
2014-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.11
2014-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.12
2014-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.12
2014-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.17
2014-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.12
2014-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.12
2014-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2014-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.24
2014-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2014-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25
2014-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25
2014-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25
2014-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25
2014-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.49
2014-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4
2014-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4
2014-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.35
2014-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.35
2014-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.85
2014-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.75
2014-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.75
2014-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.75
2014-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.75
2014-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.75
2014-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.75
2014-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.75
2014-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.76
2014-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.76
2014-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.76
2014-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.76
2014-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.76
2014-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.76
2014-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.49
2014-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.49
2014-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5
2015-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5
2015-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5
2015-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.51
2015-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.51
2015-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.51
2015-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.51
2015-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.51
2015-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5
2015-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5
2015-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5
2015-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5
2015-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5
2015-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5
2015-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4
2015-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.35
2015-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.35
2015-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.35
2015-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.35
2015-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.35
2015-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5
2015-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5
2015-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.75
2015-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.75
2015-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.75
2015-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2015-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2015-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2015-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2015-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.48
2015-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.72
2015-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7
2015-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6
2015-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75
2015-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.55
2015-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5
2015-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.55
2015-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.55
2015-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45
2015-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6
2015-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5
2015-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4
2015-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.42
2015-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6
2015-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5
2015-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.53
2015-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.78
2015-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.55
2015-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5
2015-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.55
2015-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.65
2015-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.65
2015-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6
2015-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.59
2015-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.59
2015-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.59
2015-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5
2015-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.54
2015-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.52
2015-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.44
2015-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.15
2015-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.13
2015-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.09
2015-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2015-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2015-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2015-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7
2015-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7
2015-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.78
2015-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.84
2015-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.83
