,OR FP Equity_DX_SI_QTY,OR FP Equity_DX_SHORT_INTEREST_VALUE,OR FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,OR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,OR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,OR FP Equity_DX_SI_MV,OR FP Equity_DX_DSS,OR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,OR FP Equity_DX_SUPPLY_SI_QTY,OR FP Equity_DX_BROKER_SI_QTY,OR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,OR FP Equity_DX_BROKER_SI_MV_NEW_x,OR FP Equity_DX_SUPPLY_SI_QTY_NEW_x,OR FP Equity_DX_SUPPLY_SI_QTY_INC_x,OR FP Equity_DX_BROKER_SI_MV_INC_x,OR FP Equity_DX_SUPPLY_SI_MV_NEW,OR FP Equity_DX_BROKER_SI_QTY_ADD,OR FP Equity_DX_BROKER_SI_QTY_NEW,OR FP Equity_DX_SUPPLY_SI_MV_DEC,OR FP Equity_DX_BROKER_SI_QTY_INC,OR FP Equity_DX_SUPPLY_SI_QTY_DEC,OR FP Equity_DX_BROKER_SI_MV_NEW_y,OR FP Equity_DX_SUPPLY_SI_QTY_NEW_y,OR FP Equity_DX_BROKER_SI_MV_INC_y,OR FP Equity_DX_SUPPLY_SI_QTY_INC_y,OR FP Equity_DX_BROKER_SI_MV_ADD,OR FP Equity_DX_SUPPLY_SI_QTY_ADD,OR FP Equity_DX_BROKER_SI_QTY_DEC,OR FP Equity_DX_SUPPLY_SI_MV,OR FP Equity_DX_BROKER_SI_MV_DEC,OR FP Equity_DX_SUPPLY_SI_MV_RMV,OR FP Equity_DX_BROKER_SI_MV_RMV,OR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,OR FP Equity_DX_UTILIZATION_QUANTITY,OR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,OR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,OR FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,OR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,OR FP Equity_DX_ACTIVE_UTILIZATION_MV,OR FP Equity_DX_BROKER_SI_MARKET_SHARE_2,OR FP Equity_DX_BROKER_SI_CON_RATIO,OR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,OR FP Equity_DX_DEMAND_SUPPLY_RATIO,OR FP Equity_PX_LAST
2009-05-05,33507862.0,1605300189.54,15.17,28.26,5.6,1861.15,2.0,1161719349.93,16906608.0,24248880.0,809964569.71,,,331828.0,83.63,,,,48.65,1392381.0,913653.0,,,83.63,331828.0,,300255.0,1492975.0,953.94,74.07,,,84.25,51.8,3161458.0,151459652.26,,176.76,84.37,10.98,0.0811,15.73,1.0267,55.75
2009-05-06,32364520.0,1578336875.61,14.65,27.01,5.41,1806.62,2.0,1142612682.49,17406332.0,23429796.0,848863374.61,,,630801.0,51.41,,,,28.42,901748.0,503192.0,,,51.41,630801.0,,372115.0,1720830.0,977.94,84.36,,,85.36,53.3,2986500.0,145644152.27,,168.53,85.3,11.33,0.0843,14.5,0.991,56.75
2009-05-07,34427304.0,1669910359.53,15.59,29.25,5.75,1932.45,2.0,1183143961.25,15744595.0,24392002.0,763697973.48,,,78789.0,71.35,,200000.0,,99.29,1306150.0,1786917.0,,,71.35,78789.0,11.35,46392.0,543945.0,892.35,28.74,,,79.38,48.22,4089145.0,198345638.6,,231.63,79.39,10.51,0.0865,16.01,1.0544,56.445
2009-05-08,31953950.0,1564767333.16,14.47,26.44,5.34,1781.07,2.0,1139124684.32,15085730.0,23261946.0,738739889.77,,,271370.0,7.39,,38000.0,,65.52,177500.0,1112572.0,,,7.39,271370.0,2.14,182337.0,1345556.0,845.81,78.03,,,45.88,45.88,17796914.0,871505077.1,,1012.03,45.53,11.53,0.0856,14.19,0.9718,56.985
2009-05-11,31530380.0,1546328443.55,14.28,26.27,5.27,1781.75,2.0,1168788738.5,14731256.0,23832164.0,722457520.71,62.77,,78371.0,83.51,,,1079025.0,31.02,1422858.0,583927.0,62.77,,83.51,78371.0,,151082.0,1931665.0,840.89,103.69,,,44.74,44.74,18192756.0,892218110.58,,1040.07,44.71,10.36,0.0927,18.69,0.9577,57.07
2009-05-12,30247468.0,1490429306.79,13.69,24.98,5.05,1716.27,2.0,1160830106.94,14923965.0,23558428.0,735371132.87,,403.0,351505.0,4.87,0.02,8135.0,,13.33,31919.0,235337.0,,403.0,4.87,351505.0,0.46,83028.0,313789.0,853.63,16.36,0.39,,43.8,43.8,19148984.0,943556893.72,6890.0,1099.68,43.7,10.4,0.0949,19.71,0.8877,57.34
2009-05-13,31001846.0,1488305287.9,14.04,25.55,5.18,1765.63,2.0,1151504669.66,15341379.0,23986188.0,736493416.86,,27707.0,46002.0,44.36,1.55,,,5.03,659160.0,88242.0,,27707.0,44.36,46002.0,,431947.0,231400.0,879.63,13.3,,,43.82,43.82,19672432.0,944414231.7,,1121.8,43.95,10.92,0.098,20.94,0.8854,55.865
2009-05-14,30502084.0,1457367134.57,13.81,24.48,5.1,1713.6,2.0,1127602870.08,15210719.0,23600256.0,726756964.01,,,69374.0,0.0,,,,13.02,29691.0,209084.0,,,0.0,69374.0,,9050.0,415625.0,851.39,21.61,,,75.76,44.61,4865695.0,232479327.64,,271.44,75.83,10.97,0.0969,20.62,0.8945,55.6
2009-05-15,29559536.0,1414492026.52,13.38,23.74,4.94,1657.19,1.0,1068912610.08,15042486.0,22337744.0,719817675.96,,,63316.0,9.52,,,,13.37,256315.0,232233.0,,,9.52,63316.0,,684.0,1518826.0,843.72,84.89,,,76.14,43.79,4713446.0,225549270.61,,262.77,76.25,11.35,0.1013,21.95,0.8605,55.685
2009-05-18,32055752.0,1565069570.63,14.51,25.75,5.36,1796.62,2.0,1189360230.38,12067321.0,24360474.0,589167176.49,,,161040.0,187.43,,,,195.49,3326413.0,3462367.0,,,187.43,161040.0,,340466.0,1274545.0,676.18,73.85,0.8,1.56,34.51,34.51,22902172.0,1118161024.54,14304.0,1293.38,34.33,15.79,0.0982,18.13,0.9167,56.815
2009-05-19,27001590.0,1329910155.37,12.22,21.7,4.51,1521.11,1.0,1004651313.17,10636381.0,20397756.0,523874005.5,,,27529.0,33.22,,,,83.26,512000.0,1518677.0,,,33.22,27529.0,,60208.0,4474718.0,605.15,256.09,,,30.36,30.36,24399420.0,1201745395.11,,1394.77,30.26,12.42,0.0968,19.46,0.7707,57.315
2009-05-20,26518584.0,1311020164.9,12.01,21.58,4.43,1502.83,1.0,989565574.4,10611449.0,20016380.0,524606578.46,,,129778.0,8.3,,,,8.44,141662.0,154710.0,,,8.3,129778.0,,,523037.0,609.74,27.74,,,30.28,30.28,24433932.0,1207959578.82,,1410.53,30.18,12.03,0.0944,18.87,0.7567,57.53
2009-05-21,25313888.0,1217745169.42,11.46,20.74,4.23,1432.45,1.0,943912544.72,10291884.0,19621590.0,495099449.96,,,138573.0,,,,,26.52,,458708.0,,,,138573.0,,3604.0,394791.0,591.5,20.7,0.17,,29.44,29.44,24665076.0,1186533540.5,3034.0,1414.28,29.49,12.9,0.0996,19.77,0.7241,55.98
2009-05-22,24463242.0,1175773040.53,11.08,20.15,4.09,1339.74,1.0,897103696.36,10130476.0,18665222.0,486899511.05,,,68479.0,0.0,,,,53.33,81659.0,817560.0,,,0.0,68479.0,,587673.0,1038027.0,553.34,66.55,,,29.05,29.05,24743988.0,1189266492.38,,1380.31,28.62,13.32,0.1006,21.08,0.7015,55.93
2009-05-25,23957288.0,1175131005.79,10.85,19.89,4.0,1338.98,1.0,901881137.25,9781057.0,18386568.0,479771472.89,,,50392.0,5.96,,,,26.17,75761.0,475172.0,,,5.96,50392.0,,75361.0,354416.0,552.77,18.12,,,28.09,28.09,25045268.0,1228497606.87,,1417.67,28.05,13.85,0.1,20.07,0.6879,57.08
2009-05-26,22987264.0,1118167191.62,10.41,19.1,3.84,1273.78,1.0,837217279.04,9869182.0,17211500.0,480065636.37,,,21479.0,,,,,17.57,,306619.0,,,,21479.0,,373265.0,1175068.0,548.24,70.49,,,28.72,28.72,24491394.0,1191332437.29,,1385.01,28.36,14.39,0.1028,21.07,0.669,56.605
2009-05-27,22417100.0,1088602691.0,10.15,18.5,3.75,1267.73,1.0,807474303.29,9806389.0,16627951.0,476210636.27,,,79299.0,,,,,5.69,,142092.0,,,,79299.0,,,583548.0,561.34,26.09,,,28.62,28.62,24454476.0,1187540242.96,,1393.05,28.72,14.86,0.1006,21.02,0.6543,56.51
2009-05-28,21277264.0,1017526240.68,9.63,17.63,3.56,1196.58,1.0,755186822.11,9357100.0,15791543.0,447477400.6,,,74530.0,22.53,,,,30.93,394965.0,527960.0,,,22.53,74530.0,,4141.0,1231373.0,530.0,72.34,,,27.36,27.36,24847992.0,1188286421.05,,1399.73,27.47,15.52,0.1046,22.17,0.6221,55.65
2009-05-29,20803464.0,997370880.23,9.42,17.17,3.48,1161.46,1.0,735079503.7,9355734.0,15332511.0,448537640.41,,,13400.0,,,,,0.87,,14766.0,,,,13400.0,,,459032.0,527.91,26.37,,,27.43,27.43,24749514.0,1186554535.51,,1386.25,27.58,15.83,0.1068,22.49,0.61,55.79
2009-06-01,20436684.0,990938414.71,9.25,16.94,3.41,1139.01,1.0,718836201.91,9533467.0,14824966.0,462260838.19,,,160996.0,1.82,,,,0.0,29106.0,73.0,,,1.82,160996.0,,16810.0,536651.0,535.39,30.65,,,27.9,27.9,24636704.0,1194589905.36,,1387.73,27.84,16.08,0.1083,23.06,0.5981,56.425
2009-06-02,20736636.0,1000047512.23,9.39,18.01,3.47,1160.27,1.0,725935401.93,9584844.0,15052743.0,462239844.36,,,111519.0,20.61,,,,5.57,357507.0,98109.0,,,20.61,111519.0,,52657.0,129730.0,540.38,7.26,0.82,,27.49,27.49,25279656.0,1219139743.44,14690.0,1425.64,27.49,15.91,0.1078,22.66,0.5948,56.12
2009-06-03,20838190.0,994917105.51,9.43,18.48,3.48,1168.48,1.0,730044398.28,9403906.0,15290524.0,448988464.83,,,53152.0,27.58,,,,14.12,489472.0,250612.0,,,27.58,53152.0,,16522.0,251691.0,532.05,13.16,,,26.96,26.96,25478146.0,1216451297.93,,1430.41,27.11,17.02,0.1096,22.61,0.5974,55.56
2009-06-04,20337244.0,966280813.41,9.21,18.66,3.4,1129.27,1.0,707038625.99,9257384.0,14880992.0,439844874.83,,,159560.0,0.74,,,,18.36,14200.0,306082.0,,,0.74,159560.0,,,423732.0,515.89,25.41,,,26.45,26.45,25743560.0,1223150398.2,,1408.73,26.8,17.36,0.1089,22.22,0.581,55.29
2009-06-05,20764538.0,985155274.67,9.4,19.2,3.47,1155.07,1.0,710484362.16,9643636.0,14975182.0,457533843.15,,,380071.0,6.43,,,,2.1,112490.0,38007.0,,,6.43,380071.0,,44188.0,18300.0,539.33,1.04,,,27.65,27.65,25235596.0,1197280696.0,,1379.47,28.11,17.16,0.1077,21.87,0.5953,55.21
2009-06-08,21050904.0,993314697.47,9.53,19.84,3.52,1164.62,1.0,739515665.81,8808388.0,15672247.0,415635416.96,,,220835.0,42.33,,15000.0,,61.15,753011.0,1092404.0,,,42.33,220835.0,0.83,36321.0,70946.0,486.31,4.62,,,25.14,25.14,26222788.0,1237356872.13,,1383.45,26.01,17.04,0.106,21.68,0.6009,54.91
2009-06-09,21523656.0,1005819179.44,9.74,20.53,3.6,1177.08,1.0,736097100.41,9588661.0,15751838.0,448086474.66,,,15255.0,3.49,,,,6.95,85865.0,121802.0,,,3.49,15255.0,,1008474.0,6274.0,523.33,1.27,9.58,,27.64,27.64,25105836.0,1173217568.83,121654.0,1370.0,27.64,16.45,0.105,21.43,0.6204,54.38
2009-06-10,21661382.0,1013185959.13,9.81,20.62,3.62,1185.77,1.0,743681750.02,9548726.0,15899524.0,446630557.12,,,30445.0,8.66,,,,4.17,164113.0,70380.0,,,8.66,30445.0,,,16427.0,522.4,0.64,,,27.76,27.76,24853358.0,1162486925.48,,1357.91,27.78,16.27,0.1046,21.28,0.6297,54.43
2009-06-11,21228724.0,997144699.8,9.61,20.24,3.55,1158.7,1.0,727238512.46,9642184.0,15482553.0,452907705.15,,,39790.0,3.61,,,,5.42,66000.0,92046.0,,,3.61,39790.0,,145714.0,482971.0,523.36,27.28,,,28.03,28.03,24758480.0,1162942582.28,,1349.56,27.94,16.72,0.1081,21.79,0.6171,54.66
2009-06-12,20658842.0,957416838.92,9.35,19.92,3.45,1134.24,1.0,722656657.02,8987926.0,15593260.0,416537950.16,,,26397.0,0.2,,115409.0,,36.98,3000.0,683909.0,,,0.2,26397.0,6.31,3254.0,7702.0,490.59,0.38,,,26.18,26.18,25343554.0,1174525917.65,,1378.37,26.25,17.13,0.112,22.28,0.6017,53.93
2009-06-15,20941896.0,940931001.89,9.48,21.05,3.5,1131.44,1.0,701071033.32,9239305.0,15603436.0,415127097.87,,,3061.0,0.0,,40000.0,,7.07,824.0,117774.0,,,0.0,3061.0,2.16,366092.0,30648.0,493.24,1.33,,,26.87,26.87,25141508.0,1129621898.2,,1339.61,26.91,16.8,0.1105,22.24,0.6091,52.285
2009-06-16,20347848.0,929714944.88,9.21,20.47,3.4,1089.88,1.0,686686063.21,9119567.0,15028890.0,416682773.07,,,2897.0,,,,,7.05,,122635.0,,,,2897.0,,,574546.0,485.12,32.39,,,26.9,26.9,24781232.0,1132281003.03,,1314.03,26.96,17.07,0.1156,23.08,0.6002,53.17
2009-06-17,20455048.0,944017164.67,9.26,20.99,3.42,1098.64,1.0,693752271.24,9203224.0,15032286.0,424736301.1,,,24459.0,4.71,,,,4.29,80000.0,88091.0,,,4.71,24459.0,,147593.0,76604.0,491.66,7.22,0.02,,26.94,26.94,24957516.0,1151809738.68,304.0,1335.98,26.9,17.14,0.1151,22.9,0.5988,53.705
2009-06-18,19714192.0,908047231.57,8.93,20.03,3.29,1065.45,1.0,665410199.04,8990375.0,14446412.0,414101938.82,,4395.0,829.0,2.44,0.24,,,11.1,45000.0,214639.0,,4395.0,2.44,829.0,,961.0,630874.0,484.36,30.78,0.23,,26.27,26.27,25238936.0,1162520176.46,4395.0,1356.26,26.32,17.46,0.1145,22.62,0.5759,53.6
2009-06-19,19440820.0,892114305.04,8.8,20.67,3.25,1048.39,1.0,649352754.08,8670814.0,14150597.0,397892537.75,,,244642.0,0.02,,,,35.65,460.0,643436.0,,,0.02,244642.0,,79233.0,296275.0,463.89,15.84,,,25.61,25.61,25183206.0,1155625036.36,,1351.05,25.56,17.75,0.1149,22.8,0.5743,53.4
2009-06-22,19090132.0,852234576.72,8.64,19.64,3.19,1026.52,1.0,629643292.66,8378745.0,14104067.0,374049597.9,,,61297.0,4.61,,5500.0,,19.31,118700.0,357422.0,,,4.61,61297.0,0.3,4056.0,170730.0,445.82,8.82,,,24.71,24.71,25528940.0,1139680195.77,,1349.45,24.83,18.05,0.1164,23.2,0.563,51.95
2009-06-23,19537148.0,887468592.49,8.85,20.17,3.26,1030.72,1.0,640805250.06,8883010.0,14106986.0,403507839.62,,,343247.0,5.24,,,,1.64,154419.0,32121.0,,,5.24,343247.0,,193139.0,151500.0,459.53,7.52,,,26.2,26.2,25016470.0,1136365011.92,,1303.5,26.06,17.58,0.1154,23.38,0.5763,52.86
2009-06-24,19091692.0,878308111.26,8.64,19.73,3.19,1025.34,1.0,628583080.6,8560597.0,13663445.0,393827942.66,,,32903.0,7.76,,,,25.7,103805.0,512489.0,,,7.76,32903.0,,157173.0,547346.0,455.55,24.53,,,24.84,24.84,25896020.0,1191339375.02,,1376.58,24.86,16.46,0.113,23.43,0.5541,53.535
2009-06-25,19110768.0,887232788.0,8.65,20.37,3.19,1029.97,1.0,632553681.88,8379126.0,13625045.0,389007669.5,,,309005.0,4.11,,,,25.79,115945.0,490476.0,,,4.11,309005.0,,700.0,154345.0,448.52,7.13,,,24.51,24.51,25812722.0,1198376397.32,,1387.01,24.44,16.55,0.1124,23.33,0.5589,54.025
2009-06-26,16568590.0,760880874.39,7.5,17.76,2.77,893.56,1.0,512649894.82,7212861.0,11163227.0,331236875.59,,,22131.0,0.65,,,,65.87,8120.0,1228593.0,,,0.65,22131.0,,40197.0,2469938.0,387.56,134.99,,,21.11,21.11,26950120.0,1237632826.36,,1446.67,21.13,19.19,0.1055,19.27,0.485,53.44
2009-06-29,16057010.0,746494496.13,7.27,17.29,2.68,864.07,1.0,495650465.26,6927838.0,10661384.0,322076958.11,,,50404.0,0.78,,,,18.35,7484.0,335427.0,,,0.78,50404.0,,,509327.0,370.82,28.28,,,20.28,20.28,27235458.0,1266183398.81,,1461.93,20.23,19.53,0.1104,19.95,0.47,54.1
2009-06-30,16058064.0,735159053.52,7.27,17.42,2.68,870.32,1.0,487762674.03,7040656.0,10654190.0,322330388.09,,,183128.0,1.04,,,,5.6,22089.0,108217.0,,,1.04,183128.0,,37907.0,29283.0,380.07,0.46,,,20.61,20.61,27120372.0,1241605900.34,,1455.41,20.71,19.59,0.1108,19.84,0.4701,53.275
2009-07-01,16047465.0,758875648.57,7.27,17.2,2.68,861.42,1.0,497635346.54,7141974.0,10523181.0,337739957.76,,37500.0,182477.0,0.73,2.06,,,8.1,33991.0,147311.0,,37500.0,0.73,182477.0,,28652.0,165000.0,380.76,9.02,,,20.82,20.82,27169254.0,1284818832.79,,1465.41,20.62,19.58,0.1122,20.07,0.4677,55.03
2009-07-02,15829074.0,731068789.74,7.17,16.78,2.65,872.02,1.0,474172030.05,7172549.0,10266755.0,331265538.13,,,116845.0,4.87,,,,3.98,51574.0,87902.0,,,4.87,116845.0,,1632.0,308000.0,395.72,16.01,,,21.0,21.0,26982412.0,1246187824.07,,1473.8,21.17,18.16,0.1087,20.12,0.4634,53.745
2009-07-03,15731539.0,729335456.78,7.12,16.57,2.63,858.35,1.0,470570715.54,7188710.0,10150064.0,333278332.88,,,23037.0,3.72,,,,1.02,34735.0,13664.0,,,3.72,23037.0,,6788.0,151426.0,388.4,8.47,,,21.08,21.08,26910314.0,1247598607.7,,1459.12,21.02,18.46,0.1096,20.01,0.4613,53.95
2009-07-06,15497944.0,701858185.99,7.02,16.32,2.59,840.6,1.0,455525995.22,7015199.0,10058608.0,317698582.76,,,287646.0,0.43,,,,28.17,38696.0,524742.0,,,0.43,287646.0,,63585.0,130152.0,377.38,7.23,,,20.53,20.53,27162028.0,1230091662.48,,1452.02,20.63,18.86,0.1132,20.42,0.4535,52.7
2009-07-07,15441552.0,691475327.27,6.99,16.08,2.58,823.75,1.0,450430029.67,6974079.0,10058694.0,312300444.86,,,77011.0,1.09,,,,16.81,20750.0,272974.0,,,1.09,77011.0,,154843.0,20664.0,367.41,3.36,,,20.04,20.04,27835136.0,1246462128.62,,1459.75,20.11,19.18,0.1139,20.25,0.4436,52.11
2009-07-08,15123162.0,670654825.61,6.85,16.0,2.53,800.69,1.0,430411971.12,6982067.0,9705723.0,309628166.8,,,7673.0,0.0,,,,4.55,7029.0,73165.0,,,0.0,7673.0,,73480.0,360000.0,364.2,20.11,,,20.11,20.11,27734832.0,1229934514.9,,1444.18,20.14,17.59,0.1115,20.88,0.4356,51.605
2009-07-09,15101898.0,664131456.6,6.84,15.93,2.52,794.15,1.0,426257769.19,6968314.0,9692812.0,306443370.68,,,,0.0,,,,0.91,6090.0,13753.0,,,0.0,,,,19001.0,364.06,1.08,,,20.11,20.11,27675410.0,1217072870.92,,1440.17,20.18,17.74,0.1112,20.61,0.4359,51.175
2009-07-10,14794210.0,650854622.34,6.7,15.67,2.47,771.14,1.0,419272053.28,6668990.0,9530237.0,293394711.03,,,259675.0,,,,,30.54,,548288.0,,,,259675.0,,27056.0,162575.0,342.5,9.76,1.99,,19.68,19.68,27215302.0,1197306588.52,37767.0,1396.8,19.69,18.2,0.1133,21.14,0.4366,51.195
2009-07-13,14582809.0,650138405.98,6.6,15.54,2.44,758.21,1.0,415800186.19,6661297.0,9326529.0,296977421.38,,,100254.0,0.1,,,,6.99,1954.0,135564.0,,,0.1,100254.0,,27617.0,205662.0,341.16,11.38,,,19.65,19.65,27238004.0,1214338918.02,,1400.63,19.59,17.81,0.1134,21.55,0.4302,51.88
2009-07-14,14481406.0,648604270.35,6.56,15.58,2.42,759.96,1.0,416998662.35,6720930.0,9310341.0,301022145.14,,54131.0,112793.0,1.11,2.81,,,5.79,22121.0,119673.0,,54131.0,1.11,112793.0,,12382.0,38309.0,348.65,1.19,,,19.8,19.8,27225934.0,1219415922.5,,1414.82,19.77,17.79,0.1142,21.79,0.4266,52.12
2009-07-15,14360363.0,658299923.55,6.5,15.63,2.4,753.46,1.0,421643049.23,6714841.0,9197855.0,307818076.53,,18598.0,31290.0,0.98,0.99,,,5.8,14207.0,112879.0,,18598.0,0.98,31290.0,,75500.0,126693.0,348.87,6.82,0.97,,20.06,20.06,26753804.0,1226433282.22,18598.0,1405.65,19.88,17.92,0.1153,21.92,0.4291,53.345
2009-07-16,14547060.0,670046104.88,6.59,15.9,2.43,777.81,1.0,431347436.68,6788270.0,9364784.0,312671692.59,,,207385.0,9.97,,21140.0,,6.53,155789.0,137987.0,,,9.97,207385.0,1.13,4031.0,10000.0,361.86,0.0,,,20.34,20.34,26581348.0,1224352459.53,,1419.02,20.32,17.37,0.113,21.61,0.4359,53.6
2009-07-17,14816890.0,685403161.95,6.71,16.23,2.48,798.26,1.0,434897987.87,7001009.0,9401526.0,323854311.22,,,68641.0,2.43,,14893.0,,5.39,53143.0,105050.0,,,2.43,68641.0,0.84,249148.0,31294.0,375.9,1.64,,,21.03,21.03,26296908.0,1216448518.73,,1411.58,21.03,16.9,0.1098,21.23,0.445,53.83
2009-07-20,14749719.0,691928960.01,6.68,16.05,2.46,799.02,1.0,439811044.66,7033138.0,9375369.0,329933869.38,,,83050.0,,,20000.0,,2.6,,50921.0,,,,83050.0,1.08,,46157.0,380.43,1.39,,,21.07,21.07,26342680.0,1235770198.49,,1426.91,21.05,16.89,0.1101,21.31,0.4419,54.59
2009-07-21,15158019.0,719289161.91,6.86,16.45,2.53,825.99,1.0,458315171.22,7174939.0,9658355.0,340470338.51,,,74552.0,14.29,,33500.0,,5.18,261286.0,101724.0,,,14.29,74552.0,1.79,168973.0,11800.0,391.55,0.58,,,21.65,21.65,25958392.0,1231796188.29,,1416.29,21.66,16.38,0.1062,20.91,0.4575,55.22
2009-07-22,15048922.0,717215924.19,6.81,16.41,2.51,828.29,1.0,457938569.32,7241840.0,9608657.0,345138540.05,,,300500.0,3.42,,,,13.52,59900.0,268027.0,,,3.42,300500.0,,34428.0,109598.0,400.02,5.15,,,21.92,21.92,25798796.0,1229543705.27,,1427.38,21.89,16.35,0.107,21.1,0.4555,55.46
2009-07-23,14908765.0,721938589.63,6.75,16.24,2.49,826.8,1.0,461079117.53,7133513.0,9521752.0,345431584.33,,,6351.0,3.0,,,,8.09,33964.0,151116.0,,,3.0,6351.0,,36438.0,120869.0,397.3,6.55,,,21.61,21.61,25871216.0,1252781782.47,,1444.33,21.57,15.89,0.1064,21.28,0.4517,56.35
2009-07-24,15027204.0,726382505.71,6.8,16.12,2.51,840.69,1.0,466732587.0,7188866.0,9655637.0,347494217.71,,,77906.0,9.53,,,,4.16,166604.0,83459.0,,,9.53,77906.0,,60906.0,32719.0,404.8,1.5,,,21.89,21.89,25650014.0,1239866141.49,,1444.71,21.89,15.68,0.1059,21.25,0.4576,56.25
2009-07-27,14911243.0,716292366.12,6.75,16.12,2.49,832.88,1.0,461436227.23,7128682.0,9605837.0,342440968.68,,1595.0,97509.0,,0.09,,,10.09,,177535.0,,1595.0,,97509.0,,18247.0,49800.0,400.01,2.82,,,21.67,21.67,25773364.0,1238076790.94,,1445.04,21.68,15.78,0.1065,21.31,0.4532,55.9
2009-07-28,15252401.0,730321337.79,6.91,16.78,2.55,851.07,1.0,472890552.75,7177256.0,9876086.0,343664135.48,,10000.0,14432.0,18.2,0.56,,,17.46,320847.0,306029.0,,10000.0,18.2,14432.0,,330171.0,50598.0,401.6,2.94,,,21.79,21.79,25768606.0,1233862314.99,,1439.21,21.82,15.42,0.1037,20.83,0.463,55.72
2009-07-29,15265825.0,751429007.07,6.91,17.05,2.55,854.51,1.0,488606684.83,7142467.0,9926399.0,351573327.08,,1518.0,7096.0,4.77,0.09,,,2.59,79279.0,47633.0,,1518.0,4.77,7096.0,,4230.0,28966.0,401.53,1.69,,,21.41,21.41,26225420.0,1290892651.44,,1478.72,21.36,15.36,0.1041,20.83,0.4575,57.28
2009-07-30,15237073.0,762714749.67,6.9,17.4,2.55,864.16,1.0,492353663.88,7093066.0,9835956.0,355054153.68,,,77669.0,2.29,,,,4.86,24857.0,92012.0,,,2.29,77669.0,,8262.0,115300.0,406.18,6.28,2.44,,21.23,21.23,26320134.0,1317494141.76,43320.0,1513.08,21.16,14.52,0.1029,20.97,0.456,58.25
2009-07-31,15143624.0,791351606.83,6.86,17.14,2.53,866.46,1.0,507681121.01,7126860.0,9715191.0,372424203.92,,19226.0,55945.0,,1.11,,,4.64,,84235.0,,19226.0,,55945.0,,42858.0,120765.0,414.69,5.76,,,21.26,21.26,26401020.0,1379622843.18,,1552.86,21.08,14.54,0.1028,21.06,0.4517,60.81
2009-08-03,14961105.0,776542584.16,6.77,16.57,2.5,879.45,1.0,504305616.78,6982746.0,9716105.0,362433097.25,,,53445.0,3.16,,,,11.47,26429.0,218975.0,,,3.16,53445.0,,21416.0,25515.0,421.51,0.42,,,20.95,20.95,26355404.0,1367953338.26,,1595.03,20.9,14.22,0.1027,21.25,0.4488,60.4
2009-08-04,14854240.0,756188648.14,6.73,16.53,2.48,875.69,1.0,496287846.21,6842288.0,9748862.0,348322129.77,,,67382.0,6.21,,,,11.86,50680.0,193107.0,,,6.21,67382.0,,,17923.0,411.74,1.18,0.89,,20.83,20.83,26001784.0,1323679561.68,14733.0,1559.05,20.89,14.26,0.1031,21.35,0.4523,59.24
2009-08-05,14530734.0,738970634.46,6.58,15.98,2.43,847.82,1.0,494189085.29,6577738.0,9717477.0,334515463.79,,,57069.0,2.52,,,,26.25,55097.0,420133.0,,,2.52,57069.0,,98514.0,86482.0,389.22,5.65,,,19.93,19.93,26419226.0,1343568205.11,,1564.26,19.92,14.81,0.1052,21.9,0.4404,59.18
2009-08-06,14526038.0,739730439.71,6.58,16.01,2.43,846.6,1.0,498307214.37,6372595.0,9785226.0,324520870.83,,,23761.0,4.18,,,,13.68,80452.0,230591.0,,,4.18,23761.0,,1687.0,12703.0,375.82,0.77,,,19.35,19.35,26561952.0,1352652693.91,,1568.18,19.33,14.76,0.1058,21.89,0.4411,59.26
2009-08-07,14202535.0,735461024.91,6.43,15.59,2.37,834.03,1.0,488277442.81,6434062.0,9429157.0,333180086.01,,,165657.0,,,,,14.27,,244190.0,,,,165657.0,,140000.0,356069.0,383.52,18.42,,,19.98,19.98,25773598.0,1334654468.43,,1540.26,19.94,15.0,0.1067,21.71,0.441,60.26
2009-08-10,14016503.0,722214104.23,6.35,15.37,2.34,830.21,1.0,481204304.28,6333060.0,9339061.0,326317145.94,,,15507.0,0.81,,,,6.48,9031.0,118463.0,,,0.81,15507.0,,1954.0,99127.0,381.7,5.99,,,19.18,19.18,26690568.0,1375257770.05,,1605.22,19.21,15.08,0.1081,22.19,0.4244,59.96
2009-08-11,13838746.0,707108910.9,6.27,15.11,2.31,814.28,1.0,474776117.22,6189123.0,9291788.0,316241372.16,,,17392.0,,,,,10.54,,168494.0,,,,17392.0,,7165.0,47273.0,370.32,3.08,,,18.69,18.69,26929264.0,1375986128.98,,1609.38,18.71,15.24,0.1086,22.15,0.4179,59.46
