,C6E FP Equity_DX_SI_QTY,C6E FP Equity_DX_SHORT_INTEREST_VALUE,C6E FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,C6E FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,C6E FP Equity_DX_SI_MV,C6E FP Equity_DX_DSS,C6E FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,C6E FP Equity_DX_SUPPLY_SI_QTY,C6E FP Equity_DX_BROKER_SI_QTY,C6E FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,C6E FP Equity_DX_BROKER_SI_MV_NEW_x,C6E FP Equity_DX_SUPPLY_SI_QTY_NEW_x,C6E FP Equity_DX_SUPPLY_SI_QTY_INC_x,C6E FP Equity_DX_BROKER_SI_MV_INC_x,C6E FP Equity_DX_SUPPLY_SI_MV_NEW,C6E FP Equity_DX_BROKER_SI_QTY_ADD,C6E FP Equity_DX_BROKER_SI_QTY_NEW,C6E FP Equity_DX_SUPPLY_SI_MV_DEC,C6E FP Equity_DX_BROKER_SI_QTY_INC,C6E FP Equity_DX_SUPPLY_SI_QTY_DEC,C6E FP Equity_DX_BROKER_SI_MV_NEW_y,C6E FP Equity_DX_SUPPLY_SI_QTY_NEW_y,C6E FP Equity_DX_BROKER_SI_MV_INC_y,C6E FP Equity_DX_SUPPLY_SI_QTY_INC_y,C6E FP Equity_DX_BROKER_SI_MV_ADD,C6E FP Equity_DX_SUPPLY_SI_QTY_ADD,C6E FP Equity_DX_BROKER_SI_QTY_DEC,C6E FP Equity_DX_SUPPLY_SI_MV,C6E FP Equity_DX_BROKER_SI_MV_DEC,C6E FP Equity_DX_SUPPLY_SI_MV_RMV,C6E FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,C6E FP Equity_DX_UTILIZATION_QUANTITY,C6E FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,C6E FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,C6E FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,C6E FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,C6E FP Equity_DX_ACTIVE_UTILIZATION_MV,C6E FP Equity_DX_BROKER_SI_MARKET_SHARE_2,C6E FP Equity_DX_BROKER_SI_CON_RATIO,C6E FP Equity_DX_BROKER_SI_MARKET_SHARE_1,C6E FP Equity_DX_DEMAND_SUPPLY_RATIO,C6E FP Equity_PX_LAST
2019-01-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,746283.0,56221005.92,,56.24,0.0,,0.0,,0.0,75.3347
2019-01-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,746283.0,56017494.55,,55.96,0.0,,0.0,,0.0,75.062
2019-01-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,746283.0,55941373.68,,55.89,0.0,,0.0,,0.0,74.96
2019-01-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,746283.0,56093540.78,,56.12,0.0,,0.0,,0.0,75.1639
2019-01-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,729230.0,55135767.69,,55.13,0.0,,0.0,,0.0,75.6082
2019-01-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,729230.0,54611743.01,,54.62,0.0,,0.0,,0.0,74.8896
2019-01-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,729230.0,55023466.27,,55.03,0.0,,0.0,,0.0,75.4542
2019-01-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,729230.0,55265789.4,,55.56,0.0,,0.0,,0.0,75.7865
2019-01-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,729230.0,55351546.84,,55.31,0.0,,0.0,,0.0,75.9041
2019-02-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,729230.0,55454951.66,,55.4,0.0,,0.0,,0.0,76.0459
2019-02-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,729230.0,55535750.34,,55.56,0.0,,0.0,,0.0,76.1567
2019-02-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,729230.0,56261552.96,,56.16,0.0,,0.0,,0.0,77.152
2019-02-06,3543.0,273707.73,0.38,0.07,0.27,,273707.73,3543.0,3543.0,273707.73,,,,,,3543.0,,,,,,,,,0.27,3543.0,,0.27,,,100.0,0.62,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0062,77.2531
2019-02-07,3543.0,269858.26,0.39,0.07,0.27,,269858.26,3543.0,3543.0,269858.26,,,,,,,,,,,,,,,,,,0.27,,,100.0,0.62,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0062,76.1666
2019-02-08,3543.0,268201.2,0.39,0.07,0.27,,268201.2,3543.0,3543.0,268201.2,,,,,,,,,,,,,,,,,,0.27,,,100.0,0.62,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0062,75.6989
2019-02-11,3543.0,270375.54,0.34,0.08,0.27,,270375.54,0.0,3543.0,0.0,,,,,,,,0.27,,3543.0,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0062,76.3126
2019-02-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,3543.0,0.0,0.27,,0.0,0.0,572037.0,43845205.96,,43.86,0.0,,0.0,,0.0,76.6475
2019-02-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,572037.0,44126705.37,,44.05,0.0,,0.0,,0.0,77.1396
2019-02-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,572037.0,44021393.35,,44.03,0.0,,0.0,,0.0,76.9555
2019-02-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,572037.0,44639136.11,,44.69,0.0,,0.0,,0.0,78.0354
2019-02-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,572037.0,44748051.95,,44.7,0.0,,0.0,,0.0,78.2258
2019-02-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,572037.0,44674659.61,,44.62,0.0,,0.0,,0.0,78.0975
2019-02-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,572037.0,44933735.16,,44.79,0.0,,0.0,,0.0,78.5504
2019-02-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,569283.0,44641351.15,,44.72,0.0,,0.0,,0.0,78.4168
2019-02-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,569283.0,44741203.39,,44.68,0.0,,0.0,,0.0,78.5922
2019-02-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,569283.0,44846179.18,,44.88,0.0,,0.0,,0.0,78.7766
2019-02-26,11980.0,947447.88,1.2,0.25,0.94,,0.0,11980.0,0.0,947447.88,,,,,,,,,,,,,,,,11980.0,,0.94,,,38.7,2.1,18973.0,1500494.88,,1.5,38.7,,1.0,100.0,0.021,79.0858
2019-02-27,11980.0,944625.4,1.08,0.25,0.95,,0.0,11980.0,0.0,944625.4,,,,,,,,,,,,,,,,,,0.95,,,38.7,2.1,18973.0,1496024.84,,1.5,38.7,,1.0,100.0,0.021,78.8502
2019-02-28,11980.0,945811.42,1.14,0.25,0.94,,0.0,11980.0,0.0,945811.42,,,,,,,,,,,,,,,,,,0.94,,,38.7,5.64,18973.0,1497903.17,,1.5,38.7,,1.0,100.0,0.0564,78.9492
2019-03-01,11980.0,950019.99,1.04,0.25,0.95,,0.0,11980.0,0.0,950019.99,,,,,,,,,,,,,,,,,,0.95,,,39.21,2.11,18573.0,1472848.19,,1.47,39.21,,1.0,100.0,0.0211,79.3005
2019-03-04,11980.0,952085.34,1.01,0.25,0.95,,0.0,11980.0,0.0,952085.34,,,,,,,,,,,,,,,,,,0.95,,,39.21,2.11,18573.0,1476050.17,,1.47,39.21,,1.0,100.0,0.0211,79.4729
2019-03-05,11980.0,954927.0,1.03,0.25,0.95,,0.0,11980.0,0.0,954927.0,,,,,,,,,,,,,,,,,,0.95,,,39.21,2.11,18573.0,1480455.69,,1.48,39.21,,1.0,100.0,0.0211,79.7101
2019-03-06,11980.0,953718.22,1.03,0.25,0.95,,0.0,11980.0,0.0,953718.22,,,,,,,,,,,,,,,,,,0.95,,,39.21,2.11,18573.0,1478581.67,,1.48,39.21,,1.0,100.0,0.0211,79.6092
2019-03-07,11980.0,950666.91,1.05,0.25,0.95,,0.0,11980.0,0.0,950666.91,,,,,,,,,,,,,,,,,,0.95,,,39.21,2.11,18573.0,1473851.13,,1.47,39.21,,1.0,100.0,0.0211,79.3545
2019-03-08,11980.0,942316.85,1.06,0.25,0.95,,0.0,11980.0,0.0,942316.85,,,,,,,,,,,,,,,,,,0.95,,,39.21,2.14,18573.0,1460905.75,,1.47,39.21,,1.0,100.0,0.0214,78.6575
2019-03-11,11980.0,948778.86,1.05,0.25,0.94,,0.0,11980.0,0.0,948778.86,,,,,,,,,,,,,,,,,,0.94,,,39.21,2.14,18573.0,1470924.02,,1.46,39.21,,1.0,100.0,0.0214,79.1969
2019-03-12,11980.0,948562.02,1.07,0.25,0.95,,0.0,11980.0,0.0,948562.02,,,,,,,,,,,,,,,,,,0.95,,,39.21,2.14,18573.0,1470587.85,,1.47,39.21,,1.0,100.0,0.0214,79.1788
2019-03-13,11980.0,954730.53,1.11,0.26,0.95,,0.0,11980.0,0.0,954730.53,,,,,,,,,,,,,,,,,,0.95,,,39.21,2.14,18573.0,1480151.09,,1.47,39.21,,1.0,100.0,0.0214,79.6937
2019-03-14,11980.0,963037.46,1.08,0.26,0.96,,0.0,11980.0,0.0,963037.46,,,,,,,,,,,,,,,,,,0.96,,,39.21,2.14,18573.0,1493029.61,,1.48,39.21,,1.0,100.0,0.0214,80.3871
2019-03-15,11980.0,970284.16,1.06,0.26,0.96,,0.0,11980.0,0.0,970284.16,,,,,,,,,,,,,,,,,,0.96,,,39.21,2.14,18573.0,1504264.42,,1.49,39.21,,1.0,100.0,0.0214,80.992
2019-03-18,11980.0,971809.21,1.04,0.26,0.97,,0.0,11980.0,0.0,971809.21,,,,,,,,,,,,,,,,,,0.97,,,39.21,2.14,18573.0,1506628.76,,1.51,39.21,,1.0,100.0,0.0214,81.1193
2019-03-19,11980.0,977875.89,1.05,0.26,0.97,,0.0,11980.0,0.0,977875.89,,,,,,,,,,,,,,,,,,0.97,,,39.21,2.14,18573.0,1516034.13,,1.51,39.21,,1.0,100.0,0.0214,81.6257
2019-03-20,11980.0,969470.72,1.05,0.25,0.98,,0.0,11980.0,0.0,969470.72,,,,,,,,,,,,,,,,,,0.98,,,39.21,2.14,18573.0,1503003.31,,1.52,39.21,,1.0,100.0,0.0214,80.9241
2019-03-21,11980.0,968121.77,1.06,0.25,0.97,,0.0,11980.0,0.0,968121.77,,,,,,,,,,,,,,,,,,0.97,,,39.21,2.14,18573.0,1500911.99,,1.51,39.21,,1.0,100.0,0.0214,80.8115
2019-03-22,11980.0,956591.02,1.02,0.25,0.97,,0.0,11980.0,0.0,956591.02,,,,,,,,,,,,,,,,,,0.97,,,39.21,3.1,18573.0,1483035.48,,1.5,39.21,,1.0,100.0,0.031,79.849
2019-03-25,11980.0,952209.93,1.11,0.25,0.97,,0.0,11980.0,0.0,952209.93,,,,,,,,,,,,,,,,,,0.97,,,39.21,3.1,18573.0,1476243.33,,1.5,39.21,,1.0,100.0,0.031,79.4833
2019-03-26,11980.0,959792.08,1.04,0.25,0.95,,0.0,11980.0,0.0,959792.08,,,,,,,,,,,,,,,,,,0.95,,,39.21,3.1,18573.0,1487998.18,,1.47,39.21,,1.0,100.0,0.031,80.1162
2019-03-27,11980.0,961450.11,1.05,0.27,0.96,,0.0,11980.0,0.0,961450.11,,,,,,,,,,,,,,,,,,0.96,,,39.21,3.1,18573.0,1490568.69,,1.49,39.21,,1.0,100.0,0.031,80.2546
2019-03-28,11980.0,959732.18,1.05,0.27,0.96,,0.0,11980.0,0.0,959732.18,,,,,,,,,,,,,,,,,,0.96,,,100.0,3.1,0.0,0.0,,0.0,100.0,,1.0,100.0,0.031,80.1112
2019-03-29,11980.0,966163.04,1.09,0.27,0.96,,0.0,11980.0,0.0,966163.04,,,,,,,,,,,,,,,,,,0.96,,,100.0,3.1,0.0,0.0,,0.0,100.0,,1.0,100.0,0.031,80.648
2019-04-01,11980.0,977544.04,1.12,0.27,0.97,,0.0,11980.0,0.0,977544.04,,,,,,,,,,,,,,,,,,0.97,,,100.0,3.1,0.0,0.0,,0.0,100.0,,1.0,100.0,0.031,81.598
2019-04-02,11980.0,981006.26,1.04,0.27,0.98,,0.0,11980.0,0.0,981006.26,,,,,,,,,,,,,,,,,,0.98,,,100.0,3.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0308,81.887
2019-04-03,11980.0,990726.83,1.03,0.27,0.98,,0.0,11980.0,0.0,990726.83,,,,,,,,,,,,,,,,,,0.98,,,100.0,3.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0308,82.6984
2019-04-04,11980.0,989266.47,1.03,0.28,0.99,,0.0,11980.0,0.0,989266.47,,,,,,,,,,,,,,,,,,0.99,,,100.0,3.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0308,82.5765
2019-04-05,11980.0,991022.74,1.01,0.28,0.99,,0.0,11980.0,0.0,991022.74,,,,,,,,,,,,,,,,,,0.99,,,100.0,3.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0308,82.7231
2019-04-08,11980.0,988857.95,0.84,0.28,0.99,,0.0,11980.0,0.0,988857.95,,,,,,,,,,,,,,,,,,0.99,,,100.0,3.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0308,82.5424
2019-04-09,11980.0,983644.26,0.84,0.28,0.99,,0.0,11980.0,0.0,983644.26,,,,,,,,,,,,,,,,,,0.99,,,100.0,3.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0308,82.1072
2019-04-10,11980.0,986754.26,0.9,0.28,0.98,,0.0,11980.0,0.0,986754.26,,,,,,,,,,,,,,,,,,0.98,,,100.0,3.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0308,82.3668
2019-04-11,11980.0,988142.75,0.9,0.28,0.99,,0.0,11980.0,0.0,988142.75,,,,,,,,,,,,,,,,,,0.99,,,100.0,3.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0308,82.4827
2019-04-12,11980.0,989767.23,0.96,0.3,0.99,,0.0,11980.0,0.0,989767.23,,,,,,,,,,,,,,,,,,0.99,,,100.0,3.13,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0313,82.6183
2019-04-15,11980.0,991983.53,0.96,0.3,0.99,,0.0,11980.0,0.0,991983.53,,,,,,,,,,,,,,,,,,0.99,,,100.0,3.13,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0313,82.8033
2019-04-16,11980.0,995068.38,0.95,0.3,0.99,,0.0,11980.0,0.0,995068.38,,,,,,,,,,,,,,,,,,0.99,,,100.0,3.13,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0313,83.0608
2019-04-17,11980.0,995385.85,0.9,0.3,1.0,,0.0,11980.0,0.0,995385.85,,,,,,,,,,,,,,,,,,1.0,,,100.0,3.13,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0313,83.0873
2019-04-18,11980.0,998489.87,0.88,0.3,1.0,,0.0,11980.0,0.0,998489.87,,,,,,,,,,,,,,,,,,1.0,,,100.0,3.13,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0313,83.3464
2019-04-19,11980.0,998489.87,0.88,0.3,1.0,,0.0,11980.0,0.0,998489.87,,,,,,,,,,,,,,,,,,1.0,,,100.0,3.13,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0313,
2019-04-22,11980.0,998489.87,0.88,0.3,1.0,,0.0,11980.0,0.0,998489.87,,,,,,,,,,,,,,,,,,1.0,,,100.0,3.13,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0313,
2019-04-23,11980.0,1000751.7,0.88,0.3,1.0,,0.0,11980.0,0.0,1000751.7,,,,,,,,,,,,,,,,,,1.0,,,100.0,3.13,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0313,83.5352
2019-04-24,11980.0,1000839.15,0.9,0.3,1.0,,0.0,11980.0,0.0,1000839.15,,,,,,,,,,,,,,,,,,1.0,,,100.0,3.13,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0313,83.5425
2019-04-25,11980.0,998965.48,0.9,0.3,1.0,,0.0,11980.0,0.0,998965.48,,,,,,,,,,,,,,,,,,1.0,,,100.0,3.13,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0313,83.3861
2019-04-26,11980.0,1001409.4,0.89,0.31,1.0,,0.0,11980.0,0.0,1001409.4,,,,,,,,,,,,,,,,,,1.0,,,100.0,3.13,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0313,83.5901
2019-04-29,11980.0,1002621.77,0.88,0.31,1.0,,0.0,11980.0,0.0,1002621.77,,,,,,,,,,,,,,,,,,1.0,,,100.0,3.13,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0313,83.6913
2019-04-30,11980.0,1003062.64,0.92,0.31,1.0,,0.0,11980.0,0.0,1003062.64,,,,,,,,,,,,,,,,,,1.0,,,100.0,3.13,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0313,83.7281
2019-05-01,11980.0,1003062.64,0.97,0.31,1.0,,0.0,11980.0,0.0,1003062.64,,,,,,,,,,,,,,,,,,1.0,,,100.0,3.13,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0313,
2019-05-02,11980.0,997724.35,0.97,0.31,1.0,,0.0,11980.0,0.0,997724.35,,,,,,,,,,,,,,,,,,1.0,,,100.0,3.13,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0313,83.2825
2019-05-03,11980.0,1002591.82,0.96,0.31,1.0,,0.0,11980.0,0.0,1002591.82,,,,,,,,,,,,,,,,,,1.0,,,100.0,3.13,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0313,83.6888
2019-05-06,11980.0,990701.67,0.96,0.31,1.0,,0.0,11980.0,0.0,990701.67,,,,,,,,,,,,,,,,,,1.0,,,100.0,3.13,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0313,82.6963
2019-05-07,11980.0,979451.26,0.89,0.31,0.99,,0.0,11980.0,0.0,979451.26,,,,,,,,,,,,,,,,,,0.99,,,100.0,3.13,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0313,81.7572
2019-05-08,11980.0,981173.98,0.89,0.31,0.98,,0.0,11980.0,0.0,981173.98,,,,,,,,,,,,,,,,,,0.98,,,100.0,3.13,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0313,81.901
2019-05-09,11980.0,966892.62,0.86,0.31,0.98,,0.0,11980.0,0.0,966892.62,,,,,,,,,,,,,,,,,,0.98,,,100.0,3.13,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0313,80.7089
2019-05-10,11980.0,969658.8,0.9,0.31,0.97,,0.0,11980.0,0.0,969658.8,,,,,,,,,,,,,,,,,,0.97,,,100.0,3.13,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0313,80.9398
2019-05-13,11980.0,957482.33,0.89,0.31,0.97,,0.0,11980.0,0.0,957482.33,,,,,,,,,,,,,,,,,,0.97,,,100.0,3.13,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0313,79.9234
2019-05-14,11980.0,968035.51,0.83,0.32,0.96,,0.0,11980.0,0.0,968035.51,,,,,,,,,,,,,,,,,,0.96,,,100.0,3.13,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0313,80.8043
2019-05-15,11980.0,973589.44,0.82,0.32,0.97,,0.0,11980.0,0.0,973589.44,,,,,,,,,,,,,,,,,,0.97,,,100.0,3.13,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0313,81.2679
2019-05-16,11980.0,986987.87,0.81,0.32,0.97,,0.0,11980.0,0.0,986987.87,,,,,,,,,,,,,,,,,,0.97,,,100.0,3.13,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0313,82.3863
2019-05-17,11980.0,983298.03,0.84,0.32,0.99,,0.0,11980.0,0.0,983298.03,,,,,,,,,,,,,,,,,,0.99,,,100.0,3.13,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0313,82.0783
2019-05-20,11980.0,974141.72,0.86,0.32,0.98,,0.0,11980.0,0.0,974141.72,,,,,,,,,,,,,,,,,,0.98,,,100.0,3.13,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0313,81.314
2019-05-21,11980.0,980155.68,0.85,0.32,0.97,,0.0,11980.0,0.0,980155.68,,,,,,,,,,,,,,,,,,0.97,,,100.0,3.13,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0313,81.816
2019-05-22,11980.0,978984.04,0.88,0.32,0.98,,0.0,11980.0,0.0,978984.04,,,,,,,,,,,,,,,,,,0.98,,,100.0,3.13,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0313,81.7182
2019-05-23,11980.0,965192.66,1.09,0.32,0.98,,0.0,11980.0,0.0,965192.66,,,,,,,,,,,,,,,,,,0.98,,,100.0,3.13,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0313,80.567
2019-05-24,11980.0,971774.47,1.02,0.32,0.97,,0.0,11980.0,0.0,971774.47,,,,,,,,,,,,,,,,,,0.97,,,100.0,3.13,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0313,81.1164
2019-05-27,11980.0,974504.71,1.01,0.32,0.97,,0.0,11980.0,0.0,974504.71,,,,,,,,,,,,,,,,,,0.97,,,100.0,3.13,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0313,81.3443
2019-05-28,11980.0,969743.86,1.01,0.32,0.97,,0.0,11980.0,0.0,969743.86,,,,,,,,,,,,,,,,,,0.97,,,100.0,3.13,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0313,80.9469
2019-05-29,11980.0,958198.74,0.97,0.32,0.97,,0.0,11980.0,0.0,958198.74,,,,,,,,,,,,,,,,,,0.97,,,100.0,3.13,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0313,79.9832
2019-05-30,11980.0,964204.31,0.94,0.32,0.96,,0.0,11980.0,0.0,964204.31,,,,,,,,,,,,,,,,,,0.96,,,100.0,2.93,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0293,80.4845
2019-05-31,11980.0,954647.86,0.95,0.32,0.97,,0.0,11980.0,0.0,954647.86,,,,,,,,,,,,,,,,,,0.97,,,100.0,2.93,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0293,79.6868
2019-06-03,11980.0,957343.36,1.0,0.32,0.96,,0.0,11980.0,0.0,957343.36,,,,,,,,,,,,,,,,,,0.96,,,100.0,2.93,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0293,79.9118
2019-06-04,11980.0,963478.32,1.0,0.32,0.96,,0.0,11980.0,0.0,963478.32,,,,,,,,,,,,,,,,,,0.96,,,100.0,2.93,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0293,80.4239
2019-06-05,11980.0,966576.35,0.99,0.32,0.96,,0.0,11980.0,0.0,966576.35,,,,,,,,,,,,,,,,,,0.96,,,100.0,2.93,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0293,80.6825
2019-06-06,17380.0,1402604.24,1.4,0.47,1.4,,435791.88,14680.0,5400.0,1184708.3,,,,,,5400.0,,,,,,,,,0.44,2700.0,,1.18,,,37.66,3.59,24300.0,1961063.46,,1.96,37.66,15.54,0.5234,68.93,0.0425,80.7022
2019-06-07,17380.0,1416725.49,1.3,0.47,1.4,,440179.38,14680.0,5400.0,1196635.8,,,,,,,,,,,,,,,,,,1.18,,,37.66,3.59,24300.0,1980807.21,,1.96,37.66,15.67,0.5223,68.82,0.0425,81.5147
2019-06-10,17380.0,1422219.3,1.3,0.47,1.42,,441886.32,14680.0,5400.0,1201276.14,,,,,,,,,,,,,,,,,,1.2,,,37.66,3.59,24300.0,1988488.44,,1.98,37.66,15.59,0.523,68.89,0.0425,81.8308
2019-06-11,17380.0,1428815.01,1.36,0.47,1.42,,443935.62,14680.0,5400.0,1206847.2,,,,,,,,,,,,,,,,,,1.2,,,37.66,3.59,24300.0,1997710.29,,1.99,37.66,15.6,0.5229,68.88,0.0425,82.2103
2019-06-12,17380.0,1425782.2,1.35,0.47,1.43,,442993.32,14680.0,5400.0,1204285.54,,,,,,,,,,,,,,,,,,1.21,,,37.66,3.59,24300.0,1993469.94,,2.0,37.66,15.54,0.5236,68.95,0.0425,82.0358
2019-06-13,17380.0,1428827.18,1.36,0.46,1.43,,443939.4,14680.0,5400.0,1206857.48,,,,,,,,,,,,,,,,,,1.2,,,37.66,3.59,24300.0,1997727.3,,1.99,37.66,15.54,0.5234,68.93,0.0425,82.211
2019-06-14,14680.0,1201886.83,1.16,0.39,1.21,,0.0,14680.0,0.0,1201886.83,,,,,,,,,,,,,,,,,5400.0,1.21,0.45,,37.66,3.59,24300.0,1989499.32,,2.0,37.66,18.39,0.6998,81.61,0.0359,81.8724
2019-06-17,11980.0,980049.06,0.94,0.32,0.98,,0.0,11980.0,0.0,980049.06,,,,,,,,0.22,,2700.0,,,,,,,,0.98,,,100.0,2.93,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0293,81.8071
2019-06-18,11980.0,996404.15,0.96,0.32,0.98,,0.0,11980.0,0.0,996404.15,,,,,,,,,,,,,,,,,,0.98,,,100.0,2.93,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0293,83.1723
2019-06-19,11980.0,996135.8,0.99,0.32,1.0,,0.0,11980.0,0.0,996135.8,,,,,,,,,,,,,,,,,,1.0,,,100.0,2.93,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0293,83.1499
2019-06-20,18380.0,1534661.99,1.59,0.49,1.53,,534376.32,15180.0,6400.0,1267473.83,,,,,,6400.0,,,,,,,,,0.53,3200.0,,1.26,,,38.94,3.71,23800.0,1987211.94,,1.98,38.94,17.47,0.485,65.13,0.0449,83.4963
2019-06-21,37980.0,3161075.4,3.29,1.02,3.18,,2163980.0,24980.0,26000.0,2079085.4,,,9800.0,1.64,,,,,19600.0,,,,1.64,9800.0,,,,2.09,,,64.08,6.1,14000.0,1165220.0,,1.17,64.08,34.16,0.3338,34.27,0.0928,83.23
