,JPN FP Equity_DX_SI_QTY,JPN FP Equity_DX_SHORT_INTEREST_VALUE,JPN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,JPN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,JPN FP Equity_DX_SI_MV,JPN FP Equity_DX_DSS,JPN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,JPN FP Equity_DX_SUPPLY_SI_QTY,JPN FP Equity_DX_BROKER_SI_QTY,JPN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,JPN FP Equity_DX_BROKER_SI_MV_NEW_x,JPN FP Equity_DX_SUPPLY_SI_QTY_NEW_x,JPN FP Equity_DX_SUPPLY_SI_QTY_INC_x,JPN FP Equity_DX_BROKER_SI_MV_INC_x,JPN FP Equity_DX_SUPPLY_SI_MV_NEW,JPN FP Equity_DX_BROKER_SI_QTY_ADD,JPN FP Equity_DX_BROKER_SI_QTY_NEW,JPN FP Equity_DX_SUPPLY_SI_MV_DEC,JPN FP Equity_DX_BROKER_SI_QTY_INC,JPN FP Equity_DX_SUPPLY_SI_QTY_DEC,JPN FP Equity_DX_BROKER_SI_MV_NEW_y,JPN FP Equity_DX_SUPPLY_SI_QTY_NEW_y,JPN FP Equity_DX_BROKER_SI_MV_INC_y,JPN FP Equity_DX_SUPPLY_SI_QTY_INC_y,JPN FP Equity_DX_BROKER_SI_MV_ADD,JPN FP Equity_DX_SUPPLY_SI_QTY_ADD,JPN FP Equity_DX_BROKER_SI_QTY_DEC,JPN FP Equity_DX_SUPPLY_SI_MV,JPN FP Equity_DX_BROKER_SI_MV_DEC,JPN FP Equity_DX_SUPPLY_SI_MV_RMV,JPN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,JPN FP Equity_DX_UTILIZATION_QUANTITY,JPN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,JPN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,JPN FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,JPN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,JPN FP Equity_DX_ACTIVE_UTILIZATION_MV,JPN FP Equity_DX_BROKER_SI_MARKET_SHARE_2,JPN FP Equity_DX_BROKER_SI_CON_RATIO,JPN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,JPN FP Equity_DX_DEMAND_SUPPLY_RATIO
2017-07-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,455.0,54250.67,,0.05,0.0,,0.0,,0.0
2017-07-10,16200.0,1933158.23,0.83,0.26,1.96,,1933158.23,0.0,16200.0,0.0,,,,,,16200.0,,,,,,,,,1.96,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.31,0.5557,66.69,35.6044
2017-07-11,16200.0,1930604.73,0.79,0.25,1.97,,1930604.73,0.0,16200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.35,0.5554,66.65,35.6044
2017-07-12,16200.0,1952025.54,0.87,0.25,1.96,,1952025.54,0.0,16200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.29,0.5558,66.71,35.6044
2017-07-13,16200.0,1952991.89,0.87,0.25,1.97,,1952991.89,0.0,16200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.34,0.5555,66.66,35.6044
2017-07-14,16200.0,1946066.39,0.88,0.25,1.96,,1946066.39,0.0,16200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.33,0.5556,66.67,35.6044
2017-07-17,5400.0,649225.66,0.3,0.08,0.65,,649225.66,0.0,5400.0,0.0,,,,,,,,,,,,,,,,,10800.0,0.0,1.3,,0.0,0.0,0.0,0.0,,0.0,0.0,33.43,1.0,100.0,11.8681
2017-07-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,5400.0,0.0,0.65,,0.0,0.0,455.0,54404.72,,0.05,0.0,,0.0,,0.0
2017-07-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,455.0,54943.02,,0.05,0.0,,0.0,,0.0
2017-07-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,455.0,54608.28,,0.05,0.0,,0.0,,0.0
2017-07-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,455.0,54517.81,,0.05,0.0,,0.0,,0.0
2017-07-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,455.0,54472.57,,0.05,0.0,,0.0,,0.0
2017-07-25,13800.0,1651311.96,0.7,0.21,1.66,,1651311.96,0.0,13800.0,0.0,,,,,,13800.0,,,,,,,,,1.66,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.33,0.5556,66.67,30.3297
2017-07-26,13800.0,1647882.02,0.7,0.21,1.67,,1647882.02,0.0,13800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.36,0.5554,66.64,30.3297
2017-07-27,13800.0,1653918.72,0.7,0.21,1.66,,1653918.72,0.0,13800.0,0.0,1.66,,,,,,13800.0,,,,1.66,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.24,0.5561,66.76,30.3297
2017-07-28,58500.0,6976281.23,2.87,0.91,7.02,,6976281.23,0.0,58500.0,0.0,,,,5.37,,,,,44700.0,,,,5.37,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.33,0.5556,66.67,128.5714
2017-07-31,58500.0,6973373.24,2.87,0.9,7.03,,6973373.24,0.0,58500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.35,0.5555,66.65,128.5714
2017-08-01,49300.0,5922288.45,2.32,0.76,5.93,,5922288.45,0.0,49300.0,0.0,,,,,,,,,,,,,,,,,9200.0,0.0,1.09,,0.0,0.0,0.0,0.0,,0.0,0.0,39.36,0.5226,60.64,108.3516
2017-08-02,44700.0,5336816.0,2.76,0.69,5.37,,5336816.0,0.0,44700.0,0.0,,,,,,,,,,,,,,,,,4600.0,0.0,0.53,,0.0,0.0,0.0,0.0,,0.0,0.0,33.48,0.5546,66.52,98.2418
2017-08-03,44700.0,5337260.4,2.9,0.69,5.38,,5337260.4,0.0,44700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.46,0.5547,66.54,98.2418
2017-08-04,14900.0,1801010.6,1.14,0.23,1.81,,1801010.6,0.0,14900.0,0.0,,,,,,,,,,,,,,,,,29800.0,0.0,3.61,,0.0,0.0,0.0,0.0,,0.0,0.0,33.56,1.0,100.0,32.7473
2017-08-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,14900.0,0.0,1.81,,0.0,0.0,455.0,54748.51,,0.05,0.0,,0.0,,0.0
2017-08-08,40000.0,4830553.37,2.8,0.61,4.86,,4830553.37,0.0,40000.0,0.0,,,,,,40000.0,,,,,,,,,4.86,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,87.9121
2017-08-09,40000.0,4799932.42,2.71,0.61,4.86,,4799932.42,0.0,40000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,87.9121
2017-08-10,40000.0,4769709.15,3.36,0.61,4.8,,4769709.15,0.0,40000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,87.9121
2017-08-11,40000.0,4725169.6,3.14,0.61,4.75,,4725169.6,0.0,40000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,87.9121
2017-08-14,40000.0,4760164.96,3.23,0.61,4.78,,4760164.96,0.0,40000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,87.9121
2017-08-15,40000.0,4770106.83,3.26,0.61,4.8,,4770106.83,0.0,40000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,87.9121
2017-08-16,40000.0,4786809.16,3.17,0.61,4.84,,4786809.16,0.0,40000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,87.9121
2017-08-17,40000.0,4770504.5,3.33,0.61,4.8,,4770504.5,0.0,40000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,87.9121
2017-08-18,40000.0,4780446.37,3.31,0.61,4.81,,4780446.37,0.0,40000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,87.9121
2017-08-21,40000.0,4739485.88,3.32,0.61,4.76,,4739485.88,0.0,40000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,87.9121
2017-08-22,40000.0,4769709.15,3.55,0.61,4.8,,4769709.15,0.0,40000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,87.9121
2017-08-23,40000.0,4755392.87,3.67,0.61,4.78,,4755392.87,0.0,40000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,87.9121
2017-08-24,40000.0,4733520.76,3.55,0.6,4.76,,4733520.76,0.0,40000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,87.9121
2017-08-25,70000.0,8266263.07,5.27,1.05,8.34,,8266263.07,0.0,70000.0,0.0,,,,3.61,,,,,30000.0,,,,3.61,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,153.8462
2017-08-28,70000.0,8208500.84,4.94,1.05,8.26,,8208500.84,0.0,70000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,153.8462
2017-08-29,30000.0,3500033.57,2.44,0.45,3.51,,3500033.57,0.0,30000.0,0.0,,,,,,,,,,,,,,,,,40000.0,0.0,4.72,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,65.9341
2017-08-30,42000.0,4928858.53,3.15,0.62,4.94,,4928858.53,0.0,42000.0,0.0,,,,,,12000.0,,,,,,,,,1.41,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,9.49,0.5388,71.54,92.3077
2017-08-31,57000.0,6761134.3,3.79,0.85,6.78,,6761134.3,0.0,57000.0,0.0,,,,1.79,,,,,15000.0,,,,1.79,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,15.72,0.3536,52.88,125.2747
2017-09-01,57000.0,6763401.05,3.71,0.85,6.8,,6763401.05,0.0,57000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,15.79,0.3519,52.64,125.2747
2017-09-04,57000.0,6695398.69,3.71,0.84,6.77,,6695398.69,0.0,57000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,15.88,0.3499,52.38,125.2747
2017-09-05,49500.0,5800645.76,2.96,0.73,5.85,,5800645.76,0.0,49500.0,0.0,,,,2.63,,,,,22500.0,,,,2.63,,,,30000.0,0.0,3.54,,0.0,0.0,0.0,0.0,,0.0,0.0,33.33,0.3333,33.34,108.7912
2017-09-06,49500.0,5814917.3,2.93,0.73,5.83,,5814917.3,0.0,49500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.33,0.3333,33.34,108.7912
2017-09-07,49500.0,5822299.14,2.93,0.73,5.87,,5822299.14,0.0,49500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.32,0.3333,33.36,108.7912
2017-09-08,34500.0,4066197.93,2.03,0.51,4.09,,4066197.93,0.0,34500.0,0.0,,,,,,,,,,,,,,,,,15000.0,0.0,1.76,,0.0,0.0,0.0,0.0,,0.0,0.0,33.32,0.3333,33.37,75.8242
2017-09-11,34500.0,4103927.31,2.04,0.51,4.08,,4103927.31,0.0,34500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.34,0.3333,33.34,75.8242
2017-09-12,34500.0,4106671.26,2.19,0.51,4.13,,4106671.26,0.0,34500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.33,0.3333,33.34,75.8242
2017-09-13,34500.0,4114560.13,2.15,0.51,4.13,,4114560.13,0.0,34500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.33,0.3333,33.33,75.8242
2017-09-14,23000.0,2748299.34,1.42,0.33,2.77,,2748299.34,0.0,23000.0,0.0,,,,,,,,,,,,,,,,,11500.0,0.0,1.38,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,50.5495
2017-09-15,23000.0,2729091.65,1.17,0.33,2.75,,2729091.65,0.0,23000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.82,0.5,50.18,50.5495
2017-09-18,23000.0,2739152.82,1.26,0.33,2.75,,2739152.82,0.0,23000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,50.5495
2017-09-19,23000.0,2743040.09,1.27,0.33,2.76,,2743040.09,0.0,23000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,50.5495
2017-09-20,23000.0,2745326.72,1.33,0.33,2.73,,2745326.72,0.0,23000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,50.5495
2017-09-21,23000.0,2746241.37,1.34,0.33,2.76,,2746241.37,0.0,23000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,50.5495
2017-09-22,23000.0,2735722.88,1.14,0.33,2.76,,2735722.88,0.0,23000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,50.5495
2017-09-25,23000.0,2769107.66,1.15,0.33,2.75,,2769107.66,0.0,23000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,50.5495
2017-09-26,23000.0,2792431.27,1.15,0.33,2.79,,2792431.27,0.0,23000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,50.5495
2017-09-27,34500.0,4195506.8,1.7,0.49,4.21,,2797004.53,11500.0,23000.0,1398502.27,,,,,,,,,,,,,,,,11500.0,,1.4,,,96.19,96.19,455.0,55332.05,,0.05,96.43,33.33,0.5556,66.67,2.8858
2017-09-28,34500.0,4194820.81,1.7,0.49,4.22,,2796547.21,11500.0,23000.0,1398273.6,,,,,,,,,,,,,,,,,,1.41,,,96.19,96.19,455.0,55323.0,,0.05,96.43,33.33,0.5556,66.67,2.8858
2017-09-29,34500.0,4190361.88,1.59,0.49,4.22,,2793574.59,11500.0,23000.0,1396787.29,,,,,,,,,,,,,,,,,,1.41,,,96.19,96.19,455.0,55264.19,,0.05,96.44,33.33,0.5556,66.67,2.8858
2017-10-02,36500.0,4459771.51,1.67,0.52,4.46,,2932452.5,12500.0,24000.0,1527319.01,,12500.0,,,1.53,1000.0,,,,,,12500.0,,,0.13,,,1.53,,1.42,100.0,96.49,0.0,0.0,11500.0,0.0,100.0,31.46,0.4964,62.91,2.8174
2017-10-03,36500.0,4465577.56,1.67,0.52,4.49,,2936270.18,12500.0,24000.0,1529307.38,,,,,,,,,,,,,,,,,,1.53,,,100.0,96.49,0.0,0.0,,0.0,100.0,31.46,0.4966,62.93,2.8174
2017-10-04,36500.0,4478641.17,1.58,0.51,4.5,,2944859.95,12500.0,24000.0,1533781.22,,,,,,,,,,,,,,,,,,1.54,,,100.0,96.49,0.0,0.0,,0.0,100.0,31.46,0.4966,62.93,2.8174
2017-10-05,36500.0,4489164.63,1.2,0.5,4.51,,2951779.49,12500.0,24000.0,1537385.15,,,,,,,,,,,,,,,,,,1.54,,,100.0,96.49,0.0,0.0,,0.0,100.0,31.46,0.4964,62.92,2.8174
2017-10-06,35500.0,4359115.1,1.11,0.49,4.39,,2824215.42,12500.0,23000.0,1534899.68,,,,,,,,,,,,,,,,,1000.0,1.55,0.13,,96.49,96.49,455.0,55870.35,,0.05,96.71,32.39,0.5255,64.79,2.7403
2017-10-09,35500.0,4366879.7,1.13,0.49,4.39,,2829246.0,12500.0,23000.0,1537633.7,,,,,,,,,,,,,,,,,,1.55,,,96.49,96.49,455.0,55969.87,,0.05,96.72,32.32,0.5258,64.85,2.7403
2017-10-10,34500.0,4249699.9,1.11,0.47,4.27,,2833133.27,11500.0,23000.0,1416566.63,,,,,,,,0.12,,1000.0,,,,,,,,1.42,,,88.77,88.77,1455.0,179226.47,,0.18,88.97,33.33,0.5556,66.67,2.6631
2017-10-11,55800.0,6879529.99,1.85,0.76,6.92,,4586353.32,18600.0,37200.0,2293176.66,,,7100.0,1.78,,,,,14200.0,,,,1.78,7100.0,,,,2.31,,,100.0,97.61,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,2.9284
2017-10-12,33300.0,4111485.11,1.12,0.45,4.13,,2740990.08,11100.0,22200.0,1370495.04,,,,,,,,0.93,,7500.0,,,,,,,15000.0,1.38,1.87,,100.0,96.06,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,2.8819
2017-10-13,21300.0,2653797.93,0.72,0.29,2.65,,1769198.62,7100.0,14200.0,884599.31,,,,,,,,0.5,,4000.0,,,,,,,8000.0,0.88,0.99,,100.0,93.98,0.0,0.0,,0.0,100.0,33.4,0.5551,66.6,2.8193
2017-10-16,21300.0,2678574.05,0.72,0.29,2.66,,1785716.04,7100.0,14200.0,892858.02,,,,,,,,,,,,,,,,,,0.88,,,100.0,93.98,0.0,0.0,,0.0,100.0,33.47,0.5547,66.53,2.8193
2017-10-17,21300.0,2679421.1,0.74,0.29,2.68,,1786280.73,7100.0,14200.0,893140.37,,,,,,,,,,,,,,,,,,0.88,,,100.0,93.98,0.0,0.0,,0.0,100.0,33.56,0.5541,66.44,2.8193
2017-10-18,14200.0,1780633.75,0.47,0.19,1.8,,1780633.75,0.0,14200.0,0.0,,,,,,,,0.88,,7100.0,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,31.2088
2017-10-19,14200.0,1765528.08,0.44,0.19,1.79,,1765528.08,0.0,14200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.98,0.5,50.02,31.2088
2017-10-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,14200.0,0.0,1.8,,0.0,0.0,455.0,56874.58,,0.05,0.0,,0.0,,0.0
2017-10-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,455.0,57480.73,,0.05,0.0,,0.0,,0.0
2017-10-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,455.0,57652.63,,0.05,0.0,,0.0,,0.0
2017-10-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,455.0,57114.32,,0.05,0.0,,0.0,,0.0
2017-10-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,455.0,58019.03,,0.05,0.0,,0.0,,0.0
2017-10-27,4000.0,518050.7,0.12,0.05,0.51,,518050.7,0.0,4000.0,0.0,,,,,,4000.0,,,,,,,,,0.51,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,8.7912
2017-10-30,4000.0,515704.42,0.12,0.05,0.52,,515704.42,0.0,4000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,8.7912
2017-10-31,4000.0,518010.93,0.12,0.05,0.52,,518010.93,0.0,4000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,8.7912
2017-11-01,18400.0,2401875.05,0.55,0.24,2.4,,2401875.05,0.0,18400.0,0.0,,,,1.88,,,,,14400.0,,,,1.88,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,40.4396
2017-11-02,18400.0,2385960.11,0.55,0.24,2.42,,2385960.11,0.0,18400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,40.4396
2017-11-03,18400.0,2406082.45,0.6,0.24,2.41,,2406082.45,0.0,18400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.79,0.5,50.21,40.4396
2017-11-06,14400.0,1881016.76,0.46,0.19,1.89,,1881016.76,0.0,14400.0,0.0,,,,,,,,,,,,,,,,,4000.0,0.0,0.52,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,31.6484
2017-11-07,14400.0,1902204.87,0.45,0.19,1.89,,1902204.87,0.0,14400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,31.6484
2017-11-08,14400.0,1918525.43,0.39,0.19,1.91,,1918525.43,0.0,14400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,31.6484
2017-11-09,7200.0,941009.45,0.18,0.09,0.96,,941009.45,0.0,7200.0,0.0,,,,,,,,,,,,,,,,,7200.0,0.0,0.95,,0.0,0.0,455.0,59466.57,,0.06,0.0,,1.0,100.0,15.8242
2017-11-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,7200.0,0.0,0.96,,0.0,0.0,455.0,59217.77,,0.06,0.0,,0.0,,0.0
2017-11-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,455.0,58932.79,,0.06,0.0,,0.0,,0.0
2017-11-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,455.0,58195.45,,0.05,0.0,,0.0,,0.0
2017-11-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,455.0,57412.88,,0.05,0.0,,0.0,,0.0
2017-11-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,455.0,58448.77,,0.05,0.0,,0.0,,0.0
2017-11-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,455.0,58227.12,,0.05,0.0,,0.0,,0.0
2017-11-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,455.0,58833.27,,0.06,0.0,,0.0,,0.0
2017-11-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,455.0,59258.49,,0.06,0.0,,0.0,,0.0
2017-11-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,455.0,59027.79,,0.06,0.0,,0.0,,0.0
2017-11-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,455.0,58873.98,,0.06,0.0,,0.0,,0.0
2017-11-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,455.0,58837.8,,0.06,0.0,,0.0,,0.0
2017-11-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,455.0,58819.7,,0.06,0.0,,0.0,,0.0
2017-11-28,2800.0,362830.35,0.06,0.04,0.36,,362830.35,0.0,2800.0,0.0,,,,,,2800.0,,,,,,,,,0.36,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,6.1538
2017-11-29,2800.0,363804.65,0.06,0.04,0.36,,363804.65,0.0,2800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,6.1538
2017-11-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2800.0,0.0,0.36,,0.0,0.0,455.0,59059.45,,0.06,0.0,,0.0,,0.0
2017-12-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,455.0,58475.91,,0.05,0.0,,0.0,,0.0
2017-12-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,455.0,58602.57,,0.06,0.0,,0.0,,0.0
2017-12-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,455.0,58919.22,,0.06,0.0,,0.0,,0.0
2017-12-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,455.0,58756.37,,0.06,0.0,,0.0,,0.0
2017-12-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,455.0,59145.4,,0.06,0.0,,0.0,,0.0
2017-12-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,455.0,59258.49,,0.06,0.0,,0.0,,0.0
