,JPN FP Equity_DX_SI_QTY,JPN FP Equity_DX_SHORT_INTEREST_VALUE,JPN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,JPN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,JPN FP Equity_DX_SI_MV,JPN FP Equity_DX_DSS,JPN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,JPN FP Equity_DX_SUPPLY_SI_QTY,JPN FP Equity_DX_BROKER_SI_QTY,JPN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,JPN FP Equity_DX_BROKER_SI_MV_NEW_x,JPN FP Equity_DX_SUPPLY_SI_QTY_NEW_x,JPN FP Equity_DX_SUPPLY_SI_QTY_INC_x,JPN FP Equity_DX_BROKER_SI_MV_INC_x,JPN FP Equity_DX_SUPPLY_SI_MV_NEW,JPN FP Equity_DX_BROKER_SI_QTY_ADD,JPN FP Equity_DX_BROKER_SI_QTY_NEW,JPN FP Equity_DX_SUPPLY_SI_MV_DEC,JPN FP Equity_DX_BROKER_SI_QTY_INC,JPN FP Equity_DX_SUPPLY_SI_QTY_DEC,JPN FP Equity_DX_BROKER_SI_MV_NEW_y,JPN FP Equity_DX_SUPPLY_SI_QTY_NEW_y,JPN FP Equity_DX_BROKER_SI_MV_INC_y,JPN FP Equity_DX_SUPPLY_SI_QTY_INC_y,JPN FP Equity_DX_BROKER_SI_MV_ADD,JPN FP Equity_DX_SUPPLY_SI_QTY_ADD,JPN FP Equity_DX_BROKER_SI_QTY_DEC,JPN FP Equity_DX_SUPPLY_SI_MV,JPN FP Equity_DX_BROKER_SI_MV_DEC,JPN FP Equity_DX_SUPPLY_SI_MV_RMV,JPN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,JPN FP Equity_DX_UTILIZATION_QUANTITY,JPN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,JPN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,JPN FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,JPN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,JPN FP Equity_DX_ACTIVE_UTILIZATION_MV,JPN FP Equity_DX_BROKER_SI_MARKET_SHARE_2,JPN FP Equity_DX_BROKER_SI_CON_RATIO,JPN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,JPN FP Equity_DX_DEMAND_SUPPLY_RATIO
2017-12-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,455.0,59285.63,,0.06,0.0,,0.0,,0.0
2017-12-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,455.0,59914.4,,0.06,0.0,,0.0,,0.0
2017-12-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,455.0,59878.0,,0.06,0.0,,0.0,,0.0
2017-12-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,455.0,59641.4,,0.06,0.0,,0.0,,0.0
2017-12-15,47700.0,6255855.0,0.92,0.67,6.24,,6255855.0,0.0,47700.0,0.0,,,,,,47700.0,,,,,,,,,6.24,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.54,0.3334,33.55,104.8352
2017-12-18,47700.0,6308802.0,0.91,0.68,6.25,,6308802.0,0.0,47700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.55,0.3334,33.55,104.8352
2017-12-19,47700.0,6233436.0,0.88,0.68,6.31,,6233436.0,0.0,47700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.53,0.3334,33.55,104.8352
2017-12-20,47700.0,6211971.0,0.92,0.68,6.23,,6211971.0,0.0,47700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.53,0.3334,33.57,104.8352
2017-12-21,47700.0,6237252.0,0.97,0.68,6.21,,6237252.0,0.0,47700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.53,0.3334,33.55,104.8352
2017-12-22,47700.0,6258240.0,0.98,0.69,6.24,,6258240.0,0.0,47700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.5,0.3334,33.51,104.8352
2017-12-25,47700.0,6258240.0,1.04,0.69,6.23,,6258240.0,0.0,47700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.51,0.3334,33.52,104.8352
2017-12-26,47700.0,6258240.0,1.04,0.69,6.23,,6258240.0,0.0,47700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.51,0.3334,33.52,104.8352
2017-12-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,47700.0,0.0,6.22,,0.0,0.0,455.0,59568.6,,0.06,0.0,,0.0,,0.0
2017-12-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,455.0,59145.45,,0.06,0.0,,0.0,,0.0
2017-12-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,455.0,59031.7,,0.06,0.0,,0.0,,0.0
2018-01-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,455.0,59031.7,,0.06,0.0,,0.0,,0.0
2018-01-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,455.0,59036.25,,0.06,0.0,,0.0,,0.0
2018-01-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,455.0,59814.3,,0.06,0.0,,0.0,,0.0
2018-01-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,455.0,60419.45,,0.06,0.0,,0.0,,0.0
2018-01-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,455.0,60619.65,,0.06,0.0,,0.0,,0.0
2018-01-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,505.0,68124.5,,0.06,0.0,,0.0,,0.0
2018-01-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,575.0,77912.5,,0.07,0.0,,0.0,,0.0
2018-01-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,575.0,78171.25,,0.07,0.0,,0.0,,0.0
2018-01-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,575.0,77682.5,,0.07,0.0,,0.0,,0.0
2018-01-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,575.0,77676.75,,0.07,0.0,,0.0,,0.0
2018-01-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,575.0,76998.25,,0.07,0.0,,0.0,,0.0
2018-01-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,575.0,77418.0,,0.07,0.0,,0.0,,0.0
2018-01-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,575.0,77556.0,,0.07,0.0,,0.0,,0.0
2018-01-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,575.0,76860.25,,0.07,0.0,,0.0,,0.0
2018-01-19,10800.0,1453032.0,0.59,0.15,1.44,,1453032.0,0.0,10800.0,0.0,,,,,,10800.0,,,,,,,,,1.44,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.51,0.5544,66.49,18.7826
2018-01-22,33300.0,4484844.0,1.86,0.48,4.49,,4484844.0,0.0,33300.0,0.0,,,,3.05,,,,,22500.0,,,,3.05,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.32,0.5556,66.68,57.913
2018-01-23,46600.0,6322688.0,2.62,0.67,6.29,,6322688.0,0.0,46600.0,0.0,,,,0.87,,6900.0,,,6400.0,,,,0.87,,0.93,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,37.54,0.3899,47.65,81.0435
2018-01-24,52200.0,7017768.0,2.86,0.75,7.07,,7017768.0,0.0,52200.0,0.0,,,,0.81,,,,,5600.0,,,,0.81,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,39.03,0.3662,42.32,90.7826
2018-01-25,52200.0,6948342.0,2.7,0.75,6.94,,6948342.0,0.0,52200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,39.06,0.3661,42.27,90.7826
2018-01-26,30000.0,4033200.0,1.59,0.43,4.02,,4033200.0,0.0,30000.0,0.0,,,,,,,,,,,,,,,,,22200.0,0.0,2.94,,0.0,0.0,0.0,0.0,,0.0,0.0,32.14,0.5638,67.86,52.1739
2018-01-29,18900.0,2540916.0,1.02,0.27,2.54,,2540916.0,0.0,18900.0,0.0,,,,,,,,,,,,,,,,,11100.0,0.0,1.51,,0.0,0.0,0.0,0.0,,0.0,0.0,48.67,0.5004,51.33,32.8696
2018-01-30,18900.0,2497635.0,1.04,0.27,2.54,,2497635.0,0.0,18900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,48.67,0.5004,51.33,32.8696
2018-01-31,500.0,65510.0,0.03,0.01,0.07,,65510.0,0.0,500.0,0.0,,,,,,,,,,,,,,,,,18400.0,0.0,2.47,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.8696
2018-02-01,500.0,65680.0,0.03,0.01,0.07,,65680.0,0.0,500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.8696
2018-02-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,500.0,0.0,0.07,,0.0,0.0,575.0,75066.25,,0.07,0.0,,0.0,,0.0
2018-02-05,6500.0,829595.0,0.58,0.09,0.84,,829595.0,0.0,6500.0,0.0,,,,,,6500.0,,,,,,,,,0.84,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,11.3043
2018-02-06,13000.0,1624090.0,1.23,0.19,1.66,,1624090.0,0.0,13000.0,0.0,,,,,,6500.0,,,,,,,,,0.83,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,22.6087
2018-02-07,13000.0,1666860.0,1.17,0.19,1.62,,1666860.0,0.0,13000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,22.6087
2018-02-08,13000.0,1631890.0,1.06,0.19,1.67,,1631890.0,0.0,13000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,22.6087
2018-02-09,13000.0,1613040.0,1.16,0.19,1.63,,1613040.0,0.0,13000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.71,0.5,50.29,22.6087
2018-02-12,13000.0,1637480.0,1.12,0.19,1.62,,1637480.0,0.0,13000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,27.3684
2018-02-13,13000.0,1611480.0,1.04,0.19,1.64,,1611480.0,0.0,13000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,25.7426
2018-02-14,6500.0,803595.0,0.52,0.09,0.81,,803595.0,0.0,6500.0,0.0,,,,,,,,,,,,,,,,,6500.0,0.0,0.81,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,12.8713
2018-02-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,6500.0,0.0,0.8,,0.0,0.0,455.0,56761.25,,0.05,0.0,,0.0,,0.0
2018-02-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,455.0,58158.1,,0.05,0.0,,0.0,,0.0
2018-02-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,455.0,58394.7,,0.05,0.0,,0.0,,0.0
2018-02-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,505.0,65129.85,,0.05,0.0,,0.0,,0.0
2018-02-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,505.0,64943.0,,0.05,0.0,,0.0,,0.0
2018-02-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,505.0,64847.05,,0.05,0.0,,0.0,,0.0
2018-02-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,475.0,61446.0,,0.06,0.0,,0.0,,0.0
2018-02-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,475.0,62054.0,,0.06,0.0,,0.0,,0.0
2018-02-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,475.0,62134.75,,0.06,0.0,,0.0,,0.0
2018-02-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,491.0,63957.66,,0.06,0.0,,0.0,,0.0
2018-03-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,491.0,62671.24,,0.06,0.0,,0.0,,0.0
2018-03-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,491.0,61227.7,,0.05,0.0,,0.0,,0.0
2018-03-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,491.0,61920.01,,0.06,0.0,,0.0,,0.0
2018-03-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,521.0,65963.81,,0.06,0.0,,0.0,,0.0
2018-03-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,536.0,67348.4,,0.06,0.0,,0.0,,0.0
2018-03-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,536.0,68173.84,,0.06,0.0,,0.0,,0.0
2018-03-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,506.0,64368.26,,0.06,0.0,,0.0,,0.0
2018-03-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,521.0,66620.27,,0.06,0.0,,0.0,,0.0
2018-03-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,521.0,66177.42,,0.06,0.0,,0.0,,0.0
2018-03-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,521.0,66417.08,,0.06,0.0,,0.0,,0.0
2018-03-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,521.0,66984.97,,0.06,0.0,,0.0,,0.0
2018-03-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,521.0,66714.05,,0.06,0.0,,0.0,,0.0
2018-03-19,45.0,5662.8,0.0,0.0,0.01,,5662.8,0.0,45.0,0.0,,,,,,45.0,,,,,,,,,0.01,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0864
2018-03-20,45.0,5708.7,0.0,0.0,0.01,,5708.7,0.0,45.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0827
2018-03-21,181.0,23015.96,0.01,0.0,0.02,,23015.96,0.0,181.0,0.0,,,,0.02,,,,,136.0,,,,0.02,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3327
2018-03-22,181.0,22842.2,0.01,0.0,0.02,,22842.2,0.0,181.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3238
2018-03-23,181.0,22331.78,0.01,0.0,0.02,,22331.78,0.0,181.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3238
2018-03-26,218.0,26622.16,0.02,0.0,0.03,,26622.16,0.0,218.0,0.0,,,,0.0,,,,,37.0,,,,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.39
2018-03-27,218.0,27343.74,0.02,0.0,0.03,,27343.74,0.0,218.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3603
2018-03-28,218.0,27380.8,0.02,0.0,0.03,,27380.8,0.0,218.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3516
2018-03-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,218.0,0.0,0.03,,0.0,0.0,620.0,79242.2,,0.07,0.0,,0.0,,0.0
2018-03-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,620.0,79242.2,,0.07,0.0,,0.0,,0.0
2018-04-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,620.0,79242.2,,0.07,0.0,,0.0,,0.0
2018-04-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,620.0,78640.8,,0.07,0.0,,0.0,,0.0
2018-04-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,590.0,74576.0,,0.07,0.0,,0.0,,0.0
2018-04-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,590.0,76074.6,,0.07,0.0,,0.0,,0.0
2018-04-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,590.0,74871.0,,0.07,0.0,,0.0,,0.0
2018-04-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,590.0,75337.1,,0.07,0.0,,0.0,,0.0
2018-04-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,606.0,77319.54,,0.07,0.0,,0.0,,0.0
2018-04-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,606.0,77071.08,,0.07,0.0,,0.0,,0.0
2018-04-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,606.0,76949.88,,0.07,0.0,,0.0,,0.0
2018-04-13,12400.0,1572568.0,1.47,0.17,1.57,,1572568.0,0.0,12400.0,0.0,,,,,,12400.0,,,,,,,,,1.57,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,20.462
2018-04-16,12400.0,1571700.0,1.51,0.17,1.57,,1571700.0,0.0,12400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,20.462
2018-04-17,24928.0,3179317.12,2.96,0.33,3.17,,3179317.12,0.0,24928.0,0.0,,,,,,12528.0,,,,,,,,,1.59,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.72,0.4949,49.76,41.1353
2018-04-18,37328.0,4779850.4,4.76,0.5,4.76,,4779850.4,0.0,37328.0,0.0,,,,,,12400.0,,,,,,,,,1.58,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.18,0.3311,33.3,61.5974
2018-04-19,37328.0,4770145.12,4.47,0.5,4.77,,4770145.12,0.0,37328.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.31,0.3311,33.35,61.5974
2018-04-20,37328.0,4792915.2,4.93,0.5,4.75,,4792915.2,0.0,37328.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.31,0.3311,33.31,61.5974
2018-04-23,37328.0,4808219.68,4.91,0.5,4.78,,4808219.68,0.0,37328.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.23,0.3311,33.26,61.5974
2018-04-24,37328.0,4816431.84,5.1,0.5,4.8,,4816431.84,0.0,37328.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.22,0.3311,33.23,60.1095
2018-04-25,128.0,16499.2,0.02,0.0,0.02,,16499.2,0.0,128.0,0.0,,,,,,,,,,,,,,,,,37200.0,0.0,4.81,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2013
2018-04-26,158.0,20634.8,0.02,0.0,0.02,,20634.8,0.0,158.0,0.0,,,,0.0,,,,,30.0,,,,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2484
2018-04-27,158.0,20623.74,0.02,0.0,0.02,,20623.74,0.0,158.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2427
2018-04-30,172.0,22556.08,0.02,0.0,0.02,,22556.08,0.0,172.0,0.0,,,,0.0,,,,,14.0,,,,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2642
2018-05-01,172.0,22556.08,0.02,0.0,0.02,,22556.08,0.0,172.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2642
2018-05-02,172.0,22518.24,0.02,0.0,0.02,,22518.24,0.0,172.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2583
2018-05-03,187.0,24330.57,0.02,0.0,0.02,,24330.57,0.0,187.0,0.0,,,,0.0,,,,,15.0,,,,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2808
2018-05-04,187.0,24670.91,0.03,0.0,0.02,,24670.91,0.0,187.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2808
2018-05-07,187.0,24766.28,0.03,0.0,0.02,,24766.28,0.0,187.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2742
2018-05-08,187.0,24923.36,0.03,0.0,0.02,,24923.36,0.0,187.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2683
2018-05-09,15000.0,1979400.0,2.06,0.2,1.99,,1979400.0,0.0,15000.0,0.0,,,,,,15000.0,,,,,,,,,1.99,,187.0,0.0,0.02,,0.0,0.0,0.0,0.0,,0.0,0.0,33.56,0.554,66.44,21.0674
2018-05-10,30060.0,3988661.4,4.11,0.39,3.98,,3988661.4,0.0,30060.0,0.0,,,,2.0,,60.0,,,15000.0,,,,2.0,,0.01,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.16,0.5541,66.64,42.2191
2018-05-11,30000.0,3999600.0,5.04,0.39,3.99,,3999600.0,0.0,30000.0,0.0,,,,,,,,,,,,,,,,,60.0,0.0,0.01,,0.0,0.0,0.0,0.0,,0.0,0.0,33.23,0.5563,66.77,41.2655
2018-05-14,30000.0,4007700.0,5.41,0.39,3.99,,4007700.0,0.0,30000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.28,0.5559,66.72,41.2655
2018-05-15,30000.0,4011000.0,5.6,0.39,4.0,,4011000.0,0.0,30000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.32,0.5556,66.68,41.2655
2018-05-16,30000.0,4041000.0,6.21,0.39,4.01,,4041000.0,0.0,30000.0,0.0,,,,,,,,,,,,,,,,,20000.0,0.0,2.68,,0.0,0.0,0.0,0.0,,0.0,0.0,33.29,0.5558,66.71,41.2655
2018-05-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,10000.0,0.0,1.34,,0.0,0.0,741.0,99857.16,,0.09,0.0,,0.0,,0.0
2018-05-18,261.0,35174.97,0.05,0.0,0.04,,35174.97,0.0,261.0,0.0,,,,,,261.0,,,,,,,,,0.04,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3522
2018-05-21,261.0,35135.82,0.05,0.0,0.04,,35135.82,0.0,261.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3522
