,BX4 FP Equity_DX_SI_QTY,BX4 FP Equity_DX_SHORT_INTEREST_VALUE,BX4 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,BX4 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,BX4 FP Equity_DX_SI_MV,BX4 FP Equity_DX_DSS,BX4 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,BX4 FP Equity_DX_SUPPLY_SI_QTY,BX4 FP Equity_DX_BROKER_SI_QTY,BX4 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,BX4 FP Equity_DX_BROKER_SI_MV_NEW_x,BX4 FP Equity_DX_SUPPLY_SI_QTY_INC_x,BX4 FP Equity_DX_BROKER_SI_MV_INC_x,BX4 FP Equity_DX_BROKER_SI_QTY_ADD,BX4 FP Equity_DX_BROKER_SI_QTY_NEW,BX4 FP Equity_DX_SUPPLY_SI_MV_DEC,BX4 FP Equity_DX_BROKER_SI_QTY_INC,BX4 FP Equity_DX_SUPPLY_SI_QTY_DEC,BX4 FP Equity_DX_BROKER_SI_MV_NEW_y,BX4 FP Equity_DX_BROKER_SI_MV_INC_y,BX4 FP Equity_DX_SUPPLY_SI_QTY_INC_y,BX4 FP Equity_DX_BROKER_SI_MV_ADD,BX4 FP Equity_DX_SUPPLY_SI_QTY_ADD,BX4 FP Equity_DX_BROKER_SI_QTY_DEC,BX4 FP Equity_DX_SUPPLY_SI_MV,BX4 FP Equity_DX_BROKER_SI_MV_DEC,BX4 FP Equity_DX_BROKER_SI_MV_RMV,BX4 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,BX4 FP Equity_DX_UTILIZATION_QUANTITY,BX4 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,BX4 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,BX4 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,BX4 FP Equity_DX_ACTIVE_UTILIZATION_MV,BX4 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,BX4 FP Equity_DX_BROKER_SI_CON_RATIO,BX4 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,BX4 FP Equity_DX_DEMAND_SUPPLY_RATIO,BX4 FP Equity_PX_LAST
2007-08-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,475.0,26220.0,0.03,0.0,,0.0,,0.0,55.2
2007-08-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,475.0,25555.0,0.03,0.0,,0.0,,0.0,53.8
2007-08-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,475.0,26728.25,0.03,0.0,,0.0,,0.0,56.27
2007-08-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,475.0,27179.5,0.03,0.0,,0.0,,0.0,57.22
2007-08-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,475.0,26490.75,0.03,0.0,,0.0,,0.0,55.77
2007-08-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,475.0,25327.0,0.03,0.0,,0.0,,0.0,53.32
2007-08-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,475.0,26395.75,0.03,0.0,,0.0,,0.0,55.57
2007-08-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,475.0,27835.0,0.03,0.0,,0.0,,0.0,58.6
2007-08-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,475.0,27198.5,0.03,0.0,,0.0,,0.0,57.26
2007-08-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,475.0,27782.75,0.03,0.0,,0.0,,0.0,58.49
2007-08-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,475.0,27939.5,0.03,0.0,,0.0,,0.0,58.82
2007-08-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,475.0,29545.0,0.03,0.0,,0.0,,0.0,62.2
2007-08-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,475.0,28642.5,0.03,0.0,,0.0,,0.0,60.3
2007-08-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,475.0,28500.0,0.03,0.0,,0.0,,0.0,60.0
2007-08-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,475.0,28229.25,0.03,0.0,,0.0,,0.0,59.43
2007-08-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,475.0,27250.75,0.03,0.0,,0.0,,0.0,57.37
2007-08-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,475.0,27170.0,0.03,0.0,,0.0,,0.0,57.2
2007-08-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13475.0,761472.25,0.77,0.0,,0.0,,0.0,56.51
2007-08-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13475.0,757025.5,0.76,0.0,,0.0,,0.0,56.18
2007-08-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13475.0,781280.5,0.76,0.0,,0.0,,0.0,57.98
2007-08-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13475.0,775351.5,0.78,0.0,,0.0,,0.0,57.54
2007-08-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13475.0,748671.0,0.77,0.0,,0.0,,0.0,55.56
2007-08-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13475.0,736004.5,0.75,0.0,,0.0,,0.0,54.62
2007-09-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13475.0,736408.75,0.74,0.0,,0.0,,0.0,54.65
2007-09-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13475.0,731423.0,0.74,0.0,,0.0,,0.0,54.28
2007-09-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13475.0,762685.0,0.73,0.0,,0.0,,0.0,56.6
2007-09-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13475.0,755408.5,0.76,0.0,,0.0,,0.0,56.06
2007-09-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13475.0,795025.0,0.76,0.0,,0.0,,0.0,59.0
2007-09-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13475.0,808500.0,0.8,0.0,,0.0,,0.0,60.0
2007-09-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13475.0,779528.75,0.81,0.0,,0.0,,0.0,57.85
2007-09-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13475.0,772521.75,0.78,0.0,,0.0,,0.0,57.33
2007-09-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13475.0,756621.25,0.77,0.0,,0.0,,0.0,56.15
2007-09-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13475.0,765919.0,0.77,0.0,,0.0,,0.0,56.84
2007-09-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13475.0,790308.75,0.76,0.0,,0.0,,0.0,58.65
2007-09-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13475.0,762280.75,0.77,0.0,,0.0,,0.0,56.57
2007-09-19,10000.0,531300.0,0.07,0.69,0.57,,531300.0,10000.0,10000.0,531300.0,,,,10000.0,,,,,,,,0.57,10000.0,,0.57,,,100.0,74.21,0.0,0.0,0.0,100.0,,1.0,100.0,0.7421,53.13
2007-09-20,10000.0,537800.0,0.07,0.69,0.56,,537800.0,0.0,10000.0,0.0,,,,,,0.56,,10000.0,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.7421,53.78
2007-09-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,10000.0,0.0,0.56,,0.0,0.0,475.0,25502.75,0.03,0.0,,0.0,,0.0,53.69
2007-09-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,475.0,25517.0,0.03,0.0,,0.0,,0.0,53.72
2007-09-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,475.0,25920.75,0.03,0.0,,0.0,,0.0,54.57
2007-09-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,475.0,25906.5,0.03,0.0,,0.0,,0.0,54.54
2007-09-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,475.0,25270.0,0.03,0.0,,0.0,,0.0,53.2
2007-09-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,475.0,25365.0,0.03,0.0,,0.0,,0.0,53.4
2007-10-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,475.0,24985.0,0.03,0.0,,0.0,,0.0,52.6
2007-10-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,475.0,24728.5,0.03,0.0,,0.0,,0.0,52.06
2007-10-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,475.0,24652.5,0.03,0.0,,0.0,,0.0,51.9
2007-10-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,475.0,24685.75,0.03,0.0,,0.0,,0.0,51.97
2007-10-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,475.0,24424.5,0.03,0.0,,0.0,,0.0,51.42
2007-10-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,475.0,24538.5,0.03,0.0,,0.0,,0.0,51.66
2007-10-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,475.0,24272.5,0.03,0.0,,0.0,,0.0,51.1
2007-10-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,475.0,24481.5,0.03,0.0,,0.0,,0.0,51.54
2007-10-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,475.0,24310.5,0.03,0.0,,0.0,,0.0,51.18
2007-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5
2007-10-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,475.0,24581.25,0.02,0.0,,0.0,,0.0,51.75
2007-10-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,475.0,24747.5,0.02,0.0,,0.0,,0.0,52.1
2007-10-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,475.0,24690.5,0.02,0.0,,0.0,,0.0,51.98
2007-10-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,475.0,25056.25,0.02,0.0,,0.0,,0.0,52.75
2007-10-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,475.0,25317.5,0.03,0.0,,0.0,,0.0,53.3
2007-10-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,475.0,25973.0,0.03,0.0,,0.0,,0.0,54.68
2007-10-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,475.0,25631.0,0.03,0.0,,0.0,,0.0,53.96
2007-10-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,475.0,25887.5,0.03,0.0,,0.0,,0.0,54.5
2007-10-25,1000.0,53020.0,0.01,0.06,0.05,,53020.0,0.0,1000.0,0.0,,,,1000.0,,,,,,,,0.05,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,2.1053,53.02
2007-10-26,1000.0,52300.0,0.01,0.06,0.05,,52300.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,2.1053,52.3
2007-10-29,1000.0,51700.0,0.01,0.06,0.05,,51700.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,2.1053,51.7
2007-10-30,1000.0,52220.0,0.01,0.06,0.05,,52220.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,2.1053,52.22
2007-10-31,1000.0,51500.0,0.01,0.06,0.05,,51500.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,2.1053,51.5
2007-11-01,1000.0,53410.0,0.02,0.06,0.05,,53410.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,2.1053,53.41
2007-11-02,1000.0,53550.0,0.02,0.06,0.05,,53550.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,2.1053,53.55
2007-11-05,1000.0,54300.0,0.01,0.06,0.05,,54300.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,2.1053,54.3
2007-11-06,1000.0,53850.0,0.01,0.06,0.05,,53850.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,2.1053,53.85
2007-11-07,1000.0,54410.0,0.01,0.06,0.05,,54410.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,2.1053,54.41
2007-11-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1000.0,0.0,0.05,,0.0,0.0,475.0,26262.75,0.03,0.0,,0.0,,0.0,55.29
2007-11-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,475.0,27098.75,0.03,0.0,,0.0,,0.0,57.05
2007-11-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,475.0,27051.25,0.03,0.0,,0.0,,0.0,56.95
2007-11-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,475.0,27003.75,0.03,0.0,,0.0,,0.0,56.85
2007-11-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,475.0,26433.75,0.03,0.0,,0.0,,0.0,55.65
2007-11-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,475.0,26747.25,0.03,0.0,,0.0,,0.0,56.31
2007-11-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,475.0,26961.0,0.03,0.0,,0.0,,0.0,56.76
2007-11-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,475.0,27873.0,0.03,0.0,,0.0,,0.0,58.68
2007-11-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,475.0,27236.5,0.03,0.0,,0.0,,0.0,57.34
2007-11-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,475.0,28248.25,0.03,0.0,,0.0,,0.0,59.47
2007-11-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,475.0,28048.75,0.03,0.0,,0.0,,0.0,59.05
2007-11-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70.0,3984.4,0.0,0.0,,0.0,,0.0,56.92
2007-11-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70.0,4071.9,0.0,0.0,,0.0,,0.0,58.17
2007-11-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70.0,4093.6,0.0,0.0,,0.0,,0.0,58.48
2007-11-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70.0,3938.2,0.0,0.0,,0.0,,0.0,56.26
2007-11-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70.0,3910.9,0.0,0.0,,0.0,,0.0,55.87
2007-11-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70.0,3802.4,0.0,0.0,,0.0,,0.0,54.32
2007-12-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70.0,3836.0,0.0,0.0,,0.0,,0.0,54.8
2007-12-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70.0,3948.0,0.0,0.0,,0.0,,0.0,56.4
2007-12-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70.0,3805.9,0.0,0.0,,0.0,,0.0,54.37
2007-12-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70.0,3793.3,0.0,0.0,,0.0,,0.0,54.19
2007-12-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70.0,3735.2,0.0,0.0,,0.0,,0.0,53.36
2007-12-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70.0,3703.0,0.0,0.0,,0.0,,0.0,52.9
2007-12-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70.0,3731.0,0.0,0.0,,0.0,,0.0,53.3
2007-12-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70.0,3709.3,0.0,0.0,,0.0,,0.0,52.99
2007-12-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70.0,3894.8,0.0,0.0,,0.0,,0.0,55.64
2007-12-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70.0,3878.7,0.0,0.0,,0.0,,0.0,55.41
2007-12-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70.0,3988.6,0.0,0.0,,0.0,,0.0,56.98
2007-12-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70.0,3990.7,0.0,0.0,,0.0,,0.0,57.01
2007-12-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70.0,4004.0,0.0,0.0,,0.0,,0.0,57.2
2007-12-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70.0,3996.3,0.0,0.0,,0.0,,0.0,57.09
2007-12-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70.0,3878.0,0.0,0.0,,0.0,,0.0,55.4
2007-12-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70.0,3878.0,0.0,0.0,,0.0,,0.0,55.4
2007-12-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70.0,3878.0,0.0,0.0,,0.0,,0.0,
2007-12-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70.0,3878.0,0.0,0.0,,0.0,,0.0,
2007-12-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70.0,3873.8,0.0,0.0,,0.0,,0.0,55.34
2007-12-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70.0,3860.5,0.0,0.0,,0.0,,0.0,55.15
2007-12-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70.0,3893.4,0.0,0.0,,0.0,,0.0,55.62
2008-01-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70.0,3893.4,0.0,0.0,,0.0,,0.0,
2008-01-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70.0,3972.5,0.0,0.0,,0.0,,0.0,56.75
2008-01-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70.0,3966.9,0.0,0.0,,0.0,,0.0,56.67
2008-01-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70.0,4090.1,0.0,0.0,,0.0,,0.0,58.43
2008-01-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70.0,4090.1,0.0,0.0,,0.0,,0.0,58.43
2008-01-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70.0,4025.0,0.0,0.0,,0.0,,0.0,57.5
2008-01-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70.0,4111.8,0.0,0.0,,0.0,,0.0,58.74
2008-01-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70.0,4172.0,0.0,0.0,,0.0,,0.0,59.6
2008-01-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70.0,4204.2,0.0,0.0,,0.0,,0.0,60.06
2008-01-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70.0,4158.7,0.0,0.0,,0.0,,0.0,59.41
2008-01-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70.0,4362.4,0.0,0.0,,0.0,,0.0,62.32
2008-01-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70.0,4417.7,0.0,0.0,,0.0,,0.0,63.11
2008-01-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70.0,4515.0,0.0,0.0,,0.0,,0.0,64.5
2008-01-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70.0,4618.6,0.0,0.0,,0.0,,0.0,65.98
2008-01-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70.0,5175.8,0.0,0.0,,0.0,,0.0,73.94
