,BX4 FP Equity_DX_SI_QTY,BX4 FP Equity_DX_SHORT_INTEREST_VALUE,BX4 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,BX4 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,BX4 FP Equity_DX_SI_MV,BX4 FP Equity_DX_DSS,BX4 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,BX4 FP Equity_DX_SUPPLY_SI_QTY,BX4 FP Equity_DX_BROKER_SI_QTY,BX4 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,BX4 FP Equity_DX_BROKER_SI_MV_NEW_x,BX4 FP Equity_DX_SUPPLY_SI_QTY_INC_x,BX4 FP Equity_DX_BROKER_SI_MV_INC_x,BX4 FP Equity_DX_BROKER_SI_QTY_ADD,BX4 FP Equity_DX_BROKER_SI_QTY_NEW,BX4 FP Equity_DX_SUPPLY_SI_MV_DEC,BX4 FP Equity_DX_BROKER_SI_QTY_INC,BX4 FP Equity_DX_SUPPLY_SI_QTY_DEC,BX4 FP Equity_DX_BROKER_SI_MV_NEW_y,BX4 FP Equity_DX_BROKER_SI_MV_INC_y,BX4 FP Equity_DX_SUPPLY_SI_QTY_INC_y,BX4 FP Equity_DX_BROKER_SI_MV_ADD,BX4 FP Equity_DX_SUPPLY_SI_QTY_ADD,BX4 FP Equity_DX_BROKER_SI_QTY_DEC,BX4 FP Equity_DX_SUPPLY_SI_MV,BX4 FP Equity_DX_BROKER_SI_MV_DEC,BX4 FP Equity_DX_BROKER_SI_MV_RMV,BX4 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,BX4 FP Equity_DX_UTILIZATION_QUANTITY,BX4 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,BX4 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,BX4 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,BX4 FP Equity_DX_ACTIVE_UTILIZATION_MV,BX4 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,BX4 FP Equity_DX_BROKER_SI_CON_RATIO,BX4 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,BX4 FP Equity_DX_DEMAND_SUPPLY_RATIO,BX4 FP Equity_PX_LAST
2016-07-25,232185.0,1975894.35,0.09,1.38,1.98,,1975894.35,0.0,232185.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.82,0.4984,50.02,10.5014,8.51
2016-07-26,232185.0,1964285.1,0.09,1.34,1.97,,1964285.1,0.0,232185.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.73,0.4984,50.11,10.5014,8.46
2016-07-27,80185.0,663129.95,0.03,0.46,0.67,,663129.95,0.0,80185.0,0.0,,,,,,,,,,,,,,152000.0,0.0,1.29,,0.0,0.0,0.0,0.0,0.0,0.0,49.07,0.4954,50.45,3.6266,8.27
2016-07-28,80185.0,669544.75,0.03,0.45,0.67,,669544.75,0.0,80185.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.64,0.4952,49.87,3.6266,8.35
2016-07-29,80185.0,664733.65,0.03,0.44,0.67,,664733.65,0.0,80185.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.46,0.4953,50.06,3.6266,8.29
2016-08-01,80185.0,673554.0,0.03,0.44,0.67,,673554.0,0.0,80185.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.56,0.4952,49.96,3.6266,8.4
2016-08-02,10385.0,90401.43,0.0,0.06,0.09,,90401.43,0.0,10385.0,0.0,,,,,,,,,,,,,,69800.0,0.0,0.58,,0.0,0.0,0.0,0.0,0.0,0.0,47.26,0.4646,48.97,0.4697,8.705
2016-08-03,10385.0,90712.98,0.0,0.06,0.09,,90712.98,0.0,10385.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,48.06,0.4649,48.23,0.4697,8.735
2016-08-04,115485.0,996635.55,0.05,0.64,1.0,,996635.55,0.0,115485.0,0.0,,,0.91,,,,105100.0,,,0.91,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.14,0.4968,50.53,5.2232,8.63
2016-08-05,105485.0,883964.3,0.04,0.58,0.9,,883964.3,0.0,105485.0,0.0,,,,,,,,,,,,,,10000.0,0.0,0.11,,0.0,0.0,0.0,0.0,0.0,0.0,48.66,0.4967,50.98,4.7709,8.38
2016-08-08,105485.0,881327.18,0.05,0.58,0.88,,881327.18,0.0,105485.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.32,0.4964,50.32,4.7709,8.355
2016-08-09,360285.0,2939925.6,0.18,2.1,2.98,,2939925.6,0.0,360285.0,0.0,,,2.1,,,,254800.0,,,2.1,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.34,0.499,50.55,16.2951,8.16
2016-08-10,359900.0,2958378.0,0.19,2.04,2.95,,2958378.0,0.0,359900.0,0.0,,,,,,,,,,,,,,385.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.83,0.5,50.17,16.2777,8.22
2016-08-11,359900.0,2888197.5,0.19,2.0,2.92,,2888197.5,0.0,359900.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.39,0.5001,50.61,16.2777,8.025
2016-08-12,359900.0,2891796.5,0.19,1.96,2.89,,2891796.5,0.0,359900.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.98,0.5,50.02,16.2777,8.035
2016-08-15,359900.0,2895395.5,0.2,1.88,2.89,,2895395.5,0.0,359900.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.98,0.5,50.02,16.2777,8.045
2016-08-16,359900.0,2942182.5,0.2,1.88,2.92,,2942182.5,0.0,359900.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.61,0.5,50.39,16.2777,8.175
2016-08-17,359900.0,2996167.5,0.2,1.86,2.97,,2996167.5,0.0,359900.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.56,0.5,50.44,16.2777,8.325
2016-08-18,359900.0,2970974.5,0.21,1.84,2.99,,2970974.5,0.0,359900.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.78,0.5,50.22,16.2777,8.255
2016-08-19,359900.0,3021360.5,0.21,1.84,3.0,,3021360.5,0.0,359900.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.59,0.5,50.41,16.2777,8.395
2016-08-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,359900.0,0.0,3.0,,0.0,0.0,22110.0,186276.75,0.19,0.0,,0.0,,0.0,8.425
2016-08-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,183623.55,0.19,0.0,,0.0,,0.0,8.305
2016-08-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,182407.5,0.18,0.0,,0.0,,0.0,8.25
2016-08-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,184729.05,0.18,0.0,,0.0,,0.0,8.355
2016-08-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,181633.65,0.19,0.0,,0.0,,0.0,8.215
2016-08-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,183402.45,0.18,0.0,,0.0,,0.0,8.295
2016-08-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,180417.6,0.18,0.0,,0.0,,0.0,8.16
2016-08-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,181854.75,0.18,0.0,,0.0,,0.0,8.225
2016-09-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,181854.75,0.18,0.0,,0.0,,0.0,8.225
2016-09-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,173784.6,0.18,0.0,,0.0,,0.0,7.86
2016-09-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,173674.05,0.17,0.0,,0.0,,0.0,7.855
2016-09-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,174447.9,0.17,0.0,,0.0,,0.0,7.89
2016-09-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,172458.0,0.17,0.0,,0.0,,0.0,7.8
2016-09-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,173342.4,0.17,0.0,,0.0,,0.0,7.84
2016-09-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,177211.65,0.17,0.0,,0.0,,0.0,8.015
2016-09-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,181412.55,0.18,0.0,,0.0,,0.0,8.205
2016-09-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,185613.45,0.18,0.0,,0.0,,0.0,8.395
2016-09-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,187050.6,0.19,0.0,,0.0,,0.0,8.46
2016-09-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,186718.95,0.19,0.0,,0.0,,0.0,8.445
2016-09-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,190367.1,0.19,0.0,,0.0,,0.0,8.61
2016-09-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,184729.05,0.19,0.0,,0.0,,0.0,8.355
2016-09-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,185171.25,0.19,0.0,,0.0,,0.0,8.375
2016-09-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,183513.0,0.19,0.0,,0.0,,0.0,8.3
2016-09-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,175111.2,0.18,0.0,,0.0,,0.0,7.92
2016-09-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,176769.45,0.18,0.0,,0.0,,0.0,7.995
2016-09-26,399700.0,3311514.5,0.2,2.08,3.2,,3311514.5,0.0,399700.0,0.0,,,,399700.0,,,,,,,,3.2,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.96,0.5,50.04,18.0778,8.285
2016-09-27,399700.0,3313513.0,0.19,2.08,3.31,,3313513.0,0.0,399700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.96,0.5,50.04,18.0778,8.29
2016-09-28,400700.0,3271715.5,0.19,2.11,3.33,,3271715.5,0.0,400700.0,0.0,,,0.01,,,,1000.0,,,0.01,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.84,0.5,50.16,18.123,8.165
2016-09-29,400700.0,3253684.0,0.19,2.13,3.27,,3253684.0,0.0,400700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.84,0.5,50.16,18.123,8.12
2016-09-30,400700.0,3249677.0,0.18,2.13,3.26,,3249677.0,0.0,400700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.84,0.5,50.16,18.123,8.11
2016-10-03,1000.0,8095.0,0.0,0.01,0.01,,8095.0,0.0,1000.0,0.0,,,,,,,,,,,,,,399700.0,0.0,3.25,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0452,8.095
2016-10-04,1000.0,7915.0,0.0,0.01,0.01,,7915.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0452,7.915
2016-10-05,1000.0,7945.0,0.0,0.01,0.01,,7945.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0452,7.945
2016-10-06,1000.0,7985.0,0.0,0.0,0.01,,7985.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0452,7.985
2016-10-07,1000.0,8090.0,0.0,0.0,0.01,,8090.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0452,8.09
2016-10-10,1000.0,7925.0,0.0,0.0,0.01,,7925.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0452,7.925
2016-10-11,1000.0,8010.0,0.0,0.01,0.01,,8010.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0452,8.01
2016-10-12,1000.0,8070.0,0.0,0.0,0.01,,8070.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0452,8.07
2016-10-13,1000.0,8225.0,0.0,0.0,0.01,,8225.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0452,8.225
2016-10-14,1000.0,7990.0,0.0,0.0,0.01,,7990.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0452,7.99
2016-10-17,1000.0,8060.0,0.0,0.0,0.01,,8060.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0452,8.06
2016-10-18,1000.0,7855.0,0.0,0.0,0.01,,7855.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0452,7.855
2016-10-19,1000.0,7805.0,0.0,0.0,0.01,,7805.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0452,7.805
2016-10-20,1285400.0,9948996.0,0.5,5.91,9.96,,9948996.0,0.0,1285400.0,0.0,,,,1284400.0,,,,,,,,9.95,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,33.42,0.5539,66.5,58.1366,7.74
2016-10-21,1285400.0,9961850.0,0.5,5.8,9.97,,9961850.0,0.0,1285400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,33.21,0.5554,66.72,58.1366,7.75
2016-10-24,1285400.0,9871872.0,0.5,5.82,9.9,,9871872.0,0.0,1285400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,33.44,0.5538,66.49,58.1366,7.68
2016-10-25,1285400.0,9936142.0,0.51,5.78,9.91,,9936142.0,0.0,1285400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,33.09,0.5561,66.83,58.1366,7.73
2016-10-26,428200.0,3316409.0,0.17,1.89,3.31,,3316409.0,0.0,428200.0,0.0,,,,,,,,,,,,,,857200.0,0.0,6.61,,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.9953,99.77,19.3668,7.745
2016-10-27,1000.0,7750.0,0.0,0.0,0.01,,7750.0,0.0,1000.0,0.0,,,,,,,,,,,,,,427200.0,0.0,3.31,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0452,7.75
2016-10-28,1000.0,7715.0,0.0,0.0,0.01,,7715.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0452,7.715
2016-10-31,1000.0,7830.0,0.0,0.0,0.01,,7830.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0452,7.83
2016-11-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1000.0,0.0,0.01,,0.0,0.0,22110.0,176106.15,0.17,0.0,,0.0,,0.0,7.965
2016-11-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,180528.15,0.18,0.0,,0.0,,0.0,8.165
2016-11-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,180638.7,0.18,0.0,,0.0,,0.0,8.17
2016-11-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,183513.0,0.18,0.0,,0.0,,0.0,8.3
2016-11-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,176548.35,0.18,0.0,,0.0,,0.0,7.985
2016-11-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,175221.75,0.18,0.0,,0.0,,0.0,7.925
2016-11-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,170247.0,0.18,0.0,,0.0,,0.0,7.7
2016-11-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,170799.75,0.17,0.0,,0.0,,0.0,7.725
2016-11-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,174005.7,0.17,0.0,,0.0,,0.0,7.87
2016-11-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,172568.55,0.18,0.0,,0.0,,0.0,7.805
2016-11-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,170468.1,0.17,0.0,,0.0,,0.0,7.71
2016-11-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,172789.65,0.17,0.0,,0.0,,0.0,7.815
2016-11-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,170910.3,0.17,0.0,,0.0,,0.0,7.73
2016-11-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,172900.2,0.17,0.0,,0.0,,0.0,7.82
2016-11-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,170910.3,0.17,0.0,,0.0,,0.0,7.73
2016-11-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,169252.05,0.17,0.0,,0.0,,0.0,7.655
2016-11-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,170468.1,0.17,0.0,,0.0,,0.0,7.71
2016-11-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,169804.8,0.17,0.0,,0.0,,0.0,7.68
2016-11-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,169141.5,0.17,0.0,,0.0,,0.0,7.65
2016-11-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,172126.35,0.17,0.0,,0.0,,0.0,7.785
2016-11-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,168588.75,0.17,0.0,,0.0,,0.0,7.625
2016-11-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,166709.4,0.17,0.0,,0.0,,0.0,7.54
2016-12-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,167814.9,0.17,0.0,,0.0,,0.0,7.59
2016-12-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,170247.0,0.17,0.0,,0.0,,0.0,7.7
2016-12-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,166930.5,0.17,0.0,,0.0,,0.0,7.55
2016-12-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,162619.05,0.17,0.0,,0.0,,0.0,7.355
2016-12-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,158086.5,0.16,0.0,,0.0,,0.0,7.15
2016-12-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,155543.85,0.16,0.0,,0.0,,0.0,7.035
2016-12-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,153332.85,0.16,0.0,,0.0,,0.0,6.935
2016-12-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,153775.05,0.15,0.0,,0.0,,0.0,6.955
2016-12-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,150900.75,0.15,0.0,,0.0,,0.0,6.825
2016-12-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,152890.65,0.15,0.0,,0.0,,0.0,6.915
2016-12-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,150016.35,0.16,0.0,,0.0,,0.0,6.785
2016-12-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,148910.85,0.15,0.0,,0.0,,0.0,6.735
2016-12-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,149353.05,0.15,0.0,,0.0,,0.0,6.755
2016-12-20,99800.0,667163.0,0.04,0.39,0.67,,667163.0,0.0,99800.0,0.0,,,,99800.0,,,,,,,,0.67,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.9,0.5,50.1,4.5138,6.685
2016-12-21,99800.0,670157.0,0.04,0.38,0.67,,670157.0,0.0,99800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.76,0.5,50.24,4.5138,6.715
2016-12-22,99800.0,670157.0,0.04,0.38,0.67,,670157.0,0.0,99800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.96,0.5,50.04,4.5138,6.715
2016-12-23,99800.0,667662.0,0.05,0.38,0.67,,667662.0,0.0,99800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,4.5138,6.69
2016-12-26,99800.0,667662.0,0.05,0.38,0.67,,667662.0,0.0,99800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.81,0.5,50.19,4.5138,
2016-12-27,99800.0,665167.0,0.05,0.38,0.67,,665167.0,0.0,99800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.9,0.5,50.1,4.5138,6.665
2016-12-28,99800.0,665167.0,0.05,0.38,0.67,,665167.0,0.0,99800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.9,0.5,50.1,4.5138,6.665
2016-12-29,99800.0,668660.0,0.05,0.38,0.67,,668660.0,0.0,99800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.9,0.5,50.1,4.5138,6.7
2016-12-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,99800.0,0.0,0.66,,0.0,0.0,22110.0,146589.3,0.15,0.0,,0.0,,0.0,6.63
2017-01-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,145373.25,0.15,0.0,,0.0,,0.0,6.575
2017-01-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22110.0,144157.2,0.15,0.0,,0.0,,0.0,6.52
