,ALINS FP Equity_DX_SI_QTY,ALINS FP Equity_DX_SHORT_INTEREST_VALUE,ALINS FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALINS FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALINS FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALINS FP Equity_DX_SI_MV,ALINS FP Equity_DX_DSS,ALINS FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALINS FP Equity_DX_SUPPLY_SI_QTY,ALINS FP Equity_DX_BROKER_SI_QTY,ALINS FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALINS FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALINS FP Equity_DX_BROKER_SI_MV_INC_x,ALINS FP Equity_DX_BROKER_SI_QTY_ADD,ALINS FP Equity_DX_SUPPLY_SI_MV_DEC,ALINS FP Equity_DX_BROKER_SI_QTY_INC,ALINS FP Equity_DX_SUPPLY_SI_QTY_DEC,ALINS FP Equity_DX_BROKER_SI_MV_INC_y,ALINS FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALINS FP Equity_DX_BROKER_SI_MV_ADD,ALINS FP Equity_DX_SUPPLY_SI_QTY_ADD,ALINS FP Equity_DX_BROKER_SI_QTY_DEC,ALINS FP Equity_DX_SUPPLY_SI_MV,ALINS FP Equity_DX_BROKER_SI_MV_DEC,ALINS FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALINS FP Equity_DX_UTILIZATION_QUANTITY,ALINS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALINS FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALINS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALINS FP Equity_DX_ACTIVE_UTILIZATION_MV,ALINS FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALINS FP Equity_DX_BROKER_SI_CON_RATIO,ALINS FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALINS FP Equity_DX_DEMAND_SUPPLY_RATIO,ALINS FP Equity_PX_LAST
2021-02-19,280662.0,346617.57,1.45,0.29,1.43,0.33,2.0,343159.57,2800.0,277862.0,3458.0,,0.02,,,13000.0,,0.02,,,,10411.0,0.0,0.01,100.0,50.0,0.0,0.0,0.0,100.0,34.99,0.3799,49.9,50.1182,1.235
2021-02-22,268600.0,329035.0,1.39,0.28,1.37,0.33,2.0,324380.0,3800.0,264800.0,4655.0,1000.0,0.0,,,1000.0,,0.0,1000.0,,,14062.0,0.0,0.01,100.0,50.0,0.0,0.0,0.0,100.0,36.52,0.3985,50.67,35.3421,1.225
2021-02-23,268600.0,306204.0,1.39,0.28,1.37,0.33,2.0,301872.0,3800.0,264800.0,4332.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,36.79,0.4004,50.7,35.3421,1.14
2021-02-24,265600.0,304112.0,1.37,0.3,1.35,0.3,2.0,299761.0,3800.0,261800.0,4351.0,,,,,,,,,,,3000.0,0.0,0.01,100.0,50.0,0.0,0.0,0.0,100.0,36.81,0.4061,51.34,34.9474,1.145
2021-02-25,259600.0,302434.0,1.34,0.31,1.32,0.29,2.0,298007.0,3800.0,255800.0,4427.0,,,,,,,,,,,6000.0,0.0,0.01,100.0,50.0,0.0,0.0,0.0,100.0,37.53,0.4221,52.55,34.1579,1.165
2021-02-26,208460.0,242855.9,1.08,0.25,1.06,0.24,1.0,238428.9,3800.0,204660.0,4427.0,,,,,,,,,,,51140.0,0.0,0.05,100.0,50.0,0.0,0.0,0.0,100.0,23.58,0.4773,64.36,27.4289,1.165
2021-03-01,193094.0,223023.57,1.0,0.26,0.98,0.23,1.0,221868.57,1000.0,192094.0,1155.0,,,,0.0,,2800.0,,,,,12566.0,0.0,0.01,100.0,50.0,0.0,0.0,0.0,100.0,22.57,0.4758,64.52,96.547,1.155
2021-03-02,194185.0,236905.7,1.0,0.28,0.99,0.23,1.0,235685.7,2091.0,193185.0,2551.02,1091.0,0.0,,,1091.0,,0.0,1091.0,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,22.39,0.4737,64.37,46.4335,1.22
2021-03-03,193985.0,230842.15,1.0,0.29,0.99,0.24,1.0,230842.15,2891.0,193985.0,3440.29,800.0,0.01,,,1800.0,,0.01,800.0,,,1000.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,100.0,20.89,0.4913,66.27,33.5498,1.19
2021-03-04,194585.0,225718.6,1.01,0.3,0.99,0.23,1.0,225718.6,3491.0,194585.0,4049.56,600.0,0.0,,,600.0,,0.0,600.0,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,21.14,0.4894,66.05,27.8695,1.16
2021-03-05,200185.0,236218.3,1.04,0.33,1.02,0.23,1.0,236218.3,3591.0,200185.0,4237.38,100.0,0.0,,,5600.0,,0.0,100.0,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,20.77,0.4617,63.77,27.8732,1.18
2021-03-08,202360.0,246879.2,1.05,0.35,1.03,0.24,1.0,246879.2,3591.0,202360.0,4381.02,,0.0,,,2175.0,,0.0,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,20.32,0.4546,63.22,28.176,1.22
2021-03-09,202360.0,261044.4,1.05,0.39,1.03,0.25,1.0,261044.4,3591.0,202360.0,4632.39,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,19.88,0.4564,63.48,28.176,1.29
2021-03-10,202360.0,251938.2,1.05,0.4,1.03,0.26,1.0,251938.2,3591.0,202360.0,4470.8,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,20.29,0.4598,63.69,28.176,1.245
2021-03-11,232360.0,296259.0,1.2,0.45,1.18,0.29,2.0,296259.0,3591.0,232360.0,4578.52,,0.04,,,30000.0,,0.04,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,20.66,0.3854,55.58,32.3531,1.275
2021-03-12,232360.0,289288.2,1.2,0.47,1.18,0.3,2.0,289288.2,3591.0,232360.0,4470.8,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,20.64,0.384,55.3,32.3531,1.245
2021-03-15,232360.0,290450.0,1.2,0.48,1.18,0.29,2.0,290450.0,3591.0,232360.0,4488.75,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,20.74,0.3857,55.59,32.3531,1.25
2021-03-16,232360.0,285802.8,1.2,0.49,1.18,0.29,2.0,285802.8,3591.0,232360.0,4416.93,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,20.63,0.3823,55.09,32.3531,1.23
2021-03-17,232360.0,284641.0,1.2,0.5,1.18,0.28,2.0,284641.0,3591.0,232360.0,4398.98,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,20.67,0.3861,55.62,32.3531,1.225
2021-03-18,232360.0,302068.0,1.2,0.51,1.18,0.29,2.0,302068.0,3591.0,232360.0,4668.3,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,20.6,0.3826,55.28,32.3531,1.3
2021-03-19,232360.0,302068.0,1.2,0.5,1.18,0.3,2.0,302068.0,3591.0,232360.0,4668.3,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,20.69,0.3838,55.32,32.3531,1.3
2021-03-22,232360.0,316009.6,1.2,0.56,1.18,0.3,2.0,316009.6,3591.0,232360.0,4883.76,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,20.54,0.3824,55.23,32.3531,1.36
2021-03-23,220360.0,256719.4,1.14,0.55,1.12,0.3,2.0,256719.4,3591.0,220360.0,4183.52,,,,,,,,,,,12000.0,0.0,0.01,100.0,50.0,0.0,0.0,0.0,100.0,19.02,0.4106,58.63,30.6823,1.165
2021-03-24,218366.0,244569.92,1.13,0.47,1.11,0.25,2.0,244569.92,3591.0,218366.0,4021.92,,0.0,,,1000.0,,0.0,,,,2994.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,100.0,19.13,0.4148,58.98,30.4046,1.12
2021-03-25,218366.0,234743.45,1.13,0.47,1.11,0.24,2.0,234743.45,3591.0,218366.0,3860.33,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,18.62,0.4178,59.37,30.4046,1.075
2021-03-26,218366.0,235835.28,1.13,0.48,1.11,0.23,2.0,235835.28,3591.0,218366.0,3878.28,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,19.0,0.4142,58.97,30.4046,1.08
2021-03-29,218366.0,232559.79,1.13,0.5,1.11,0.24,2.0,232559.79,3591.0,218366.0,3824.42,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,19.01,0.4154,59.09,30.4046,1.065
2021-03-30,207691.0,226383.19,1.07,0.49,1.06,0.22,1.0,226383.19,3591.0,207691.0,3914.19,,,,,,,,,,,10675.0,0.0,0.01,100.0,50.0,0.0,0.0,0.0,100.0,20.1,0.4412,61.85,28.9183,1.09
2021-03-31,207691.0,227421.65,1.07,0.51,1.06,0.23,1.0,227421.65,3591.0,207691.0,3932.15,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,19.85,0.4444,62.2,28.9183,1.095
2021-04-01,207691.0,228667.79,1.07,0.53,1.06,0.23,1.0,228667.79,3591.0,207691.0,3953.69,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,19.81,0.4453,62.3,28.9183,1.101
2021-04-02,207691.0,228667.79,1.07,0.54,1.06,0.23,1.0,228667.79,3591.0,207691.0,3953.69,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,19.84,0.445,62.26,28.9183,
2021-04-05,207691.0,228667.79,1.07,0.54,1.06,0.23,1.0,228667.79,3591.0,207691.0,3953.69,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,19.81,0.4446,62.23,28.9183,
2021-04-06,202491.0,219702.74,1.05,0.53,1.03,0.22,1.0,219702.74,3591.0,202491.0,3896.24,,,,,,,,,,,5200.0,0.0,0.01,100.0,50.0,0.0,0.0,0.0,100.0,20.27,0.4644,64.05,28.1942,1.085
2021-04-07,202491.0,220715.19,1.05,0.53,1.03,0.22,1.0,220715.19,3591.0,202491.0,3914.19,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,20.42,0.4616,63.77,28.1942,1.09
2021-04-08,190779.0,212146.25,0.99,0.5,0.97,0.21,1.0,212146.25,3591.0,190779.0,3993.19,,,,,,,,,,,11712.0,0.0,0.01,100.0,50.0,0.0,0.0,0.0,100.0,16.35,0.4985,67.72,26.5635,1.112
2021-04-09,201779.0,213683.96,1.04,0.54,1.03,0.22,1.0,213683.96,3591.0,201779.0,3802.87,,0.0,10000.0,,1000.0,,0.0,,0.01,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,15.35,0.4524,64.33,28.0951,1.059
2021-04-12,201779.0,211666.17,1.04,0.53,1.03,0.21,1.0,211666.17,3591.0,201779.0,3766.96,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,15.71,0.4483,63.93,28.0951,1.049
2021-04-13,211779.0,214320.35,1.1,0.55,1.08,0.22,1.0,214320.35,3591.0,211779.0,3634.09,,0.01,,,10000.0,,0.01,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,14.33,0.4193,61.5,29.4875,1.012
2021-04-14,206979.0,201908.01,1.07,0.53,1.05,0.21,1.0,201908.01,3591.0,206979.0,3503.02,,,,,,,,,,,4800.0,0.0,0.01,100.0,50.0,0.0,0.0,0.0,100.0,12.61,0.4305,62.71,28.8191,0.9755
2021-04-15,224979.0,220929.38,1.16,0.56,1.14,0.22,2.0,220929.38,3591.0,224979.0,3526.36,,0.02,,,18000.0,,0.02,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,16.52,0.3808,57.32,31.3254,0.982
2021-04-16,215679.0,216757.4,1.12,0.56,1.1,0.21,2.0,216757.4,3591.0,215679.0,3608.96,,,,,,,,,,,9300.0,0.0,0.01,100.0,50.0,0.0,0.0,0.0,100.0,17.25,0.4057,59.81,30.0305,1.005
2021-04-19,215679.0,222149.37,1.12,0.56,1.1,0.22,2.0,222149.37,3591.0,215679.0,3698.73,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,17.25,0.4067,59.9,30.0305,1.03
2021-04-20,215679.0,213522.21,1.12,0.56,1.1,0.22,2.0,213522.21,3591.0,215679.0,3555.09,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,17.33,0.4097,60.17,30.0305,0.99
2021-04-21,200949.0,202154.69,1.04,0.53,1.02,0.2,1.0,202154.69,3591.0,200949.0,3612.55,,,,,,,,,,,14730.0,0.0,0.02,100.0,50.0,0.0,0.0,0.0,100.0,18.56,0.379,56.9,27.9795,1.006
2021-04-22,197949.0,198146.95,1.02,0.53,1.01,0.2,1.0,198146.95,3591.0,197949.0,3594.59,,,,,,,,,,,3000.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,100.0,18.9,0.3893,57.84,27.5618,1.001
2021-04-23,197949.0,194979.77,1.02,0.54,1.01,0.2,1.0,194979.77,3591.0,197949.0,3537.14,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,18.83,0.3898,57.91,27.5618,0.985
2021-04-26,197949.0,195969.51,1.02,0.61,1.01,0.19,1.0,195969.51,3591.0,197949.0,3555.09,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,18.78,0.3879,57.74,27.5618,0.99
2021-04-27,197949.0,198938.75,1.02,0.62,1.01,0.2,1.0,198938.75,3591.0,197949.0,3608.96,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,18.81,0.3884,57.79,27.5618,1.005
2021-04-28,187949.0,193587.47,0.97,0.59,0.96,0.19,1.0,193587.47,3591.0,187949.0,3698.73,,,,,,,,,,,10000.0,0.0,0.01,100.0,50.0,0.0,0.0,0.0,100.0,19.79,0.4219,60.83,26.1695,1.03
2021-04-29,187949.0,196406.71,0.97,0.58,0.96,0.19,1.0,196406.71,3591.0,187949.0,3752.6,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,19.83,0.4234,60.96,26.1695,1.045
2021-04-30,187949.0,191332.08,0.97,0.58,0.96,0.2,1.0,191332.08,3591.0,187949.0,3655.64,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,19.97,0.425,61.07,26.1695,1.018
2021-05-03,187949.0,183438.22,0.97,0.59,0.96,0.19,1.0,183438.22,3591.0,187949.0,3504.82,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,19.59,0.4313,61.74,26.1695,0.976
2021-05-04,183749.0,179063.4,0.95,0.61,0.93,0.18,1.0,179063.4,3591.0,183749.0,3499.43,,,,,,,,,,,4200.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,100.0,20.31,0.4392,62.27,25.5847,0.9745
2021-05-05,183749.0,176399.04,0.95,0.61,0.93,0.18,1.0,176399.04,3591.0,183749.0,3447.36,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,20.35,0.4398,62.32,25.5847,0.96
2021-05-06,183749.0,175112.8,0.95,0.66,0.93,0.18,1.0,175112.8,3591.0,183749.0,3422.22,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,20.27,0.4392,62.28,25.5847,0.953
2021-05-07,183749.0,175112.8,0.95,0.9,0.93,0.17,1.0,175112.8,3591.0,183749.0,3422.22,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,20.18,0.4389,62.28,25.5847,0.953
2021-05-10,183749.0,178420.28,0.95,0.97,0.93,0.18,1.0,178420.28,3591.0,183749.0,3486.86,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,20.23,0.4372,62.11,25.5847,0.971
2021-05-11,185749.0,177018.8,0.96,1.05,0.94,0.18,1.0,177018.8,3591.0,185749.0,3422.22,,0.0,,,2000.0,,0.0,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,20.12,0.4313,61.62,25.8631,0.953
2021-05-12,185749.0,171817.83,0.96,1.04,0.94,0.18,1.0,171817.83,3591.0,185749.0,3321.68,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,20.11,0.4311,61.6,25.8631,0.925
2021-05-13,185749.0,169031.59,0.96,1.04,0.94,0.17,1.0,169031.59,3591.0,185749.0,3267.81,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,20.13,0.4339,61.84,25.8631,0.91
2021-05-14,167749.0,154329.08,0.87,0.93,0.85,0.15,1.0,154329.08,3591.0,167749.0,3303.72,,,,,,,,,,,18000.0,0.0,0.02,100.0,50.0,0.0,0.0,0.0,100.0,11.44,0.4943,68.38,23.3569,0.92
2021-05-17,197749.0,176392.11,1.02,1.1,1.01,0.18,1.0,176392.11,3591.0,197749.0,3203.17,,0.03,,,30000.0,,0.03,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,25.26,0.409,57.94,27.534,0.892
2021-05-18,179749.0,161234.85,0.93,1.03,0.91,0.16,1.0,161234.85,3591.0,179749.0,3221.13,,,,,,,,,,,18000.0,0.0,0.02,100.0,50.0,0.0,0.0,0.0,100.0,17.64,0.4463,63.5,25.0277,0.897
2021-05-19,205149.0,189352.53,1.06,1.21,1.04,0.18,1.0,189352.53,3591.0,205149.0,3314.49,,0.02,,,25400.0,,0.02,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,18.1,0.3714,55.57,28.5643,0.923
2021-05-20,205149.0,184634.1,1.06,1.26,1.04,0.19,1.0,184634.1,3591.0,205149.0,3231.9,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,17.83,0.3769,56.23,28.5643,0.9
2021-05-21,203949.0,187429.13,1.06,1.33,1.04,0.18,1.0,187429.13,3591.0,203949.0,3300.13,,,,,,,,,,,1200.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,100.0,18.18,0.3698,55.37,28.3972,0.919
2021-05-24,198325.0,179484.13,1.03,1.43,1.01,0.18,1.0,179484.13,3591.0,198325.0,3249.86,,,,,,,,,,,5624.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,100.0,18.5,0.3637,54.63,27.6142,0.905
2021-05-25,198325.0,161337.39,1.03,1.49,1.01,0.18,1.0,161337.39,3591.0,198325.0,2921.28,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,18.77,0.365,54.65,27.6142,0.8135
2021-05-26,202091.0,156620.53,1.05,1.5,1.03,0.17,1.0,156620.53,3591.0,202091.0,2783.03,,0.0,,,3766.0,,0.0,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,17.85,0.364,54.53,28.1385,0.775
2021-05-27,202091.0,151669.3,1.05,1.57,1.03,0.16,1.0,151669.3,3591.0,202091.0,2695.05,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,18.37,0.3563,53.44,28.1385,0.7505
2021-05-28,202091.0,152376.61,1.05,1.6,1.03,0.16,1.0,152376.61,3591.0,202091.0,2707.61,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,18.69,0.3514,52.75,28.1385,0.754
2021-05-31,202091.0,149547.34,1.05,1.62,1.03,0.16,1.0,149547.34,3591.0,202091.0,2657.34,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,18.7,0.3518,52.79,28.1385,0.74
2021-06-01,202091.0,153387.07,1.05,1.66,1.03,0.15,1.0,153387.07,3591.0,202091.0,2725.57,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,17.57,0.3697,55.45,28.1385,0.759
2021-06-02,198091.0,150648.21,1.02,1.69,1.01,0.16,1.0,150648.21,3591.0,198091.0,2730.96,,,,,,,,,,,4000.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,100.0,18.94,0.3655,54.04,27.5816,0.7605
2021-06-03,198091.0,146290.2,1.02,1.7,1.01,0.16,1.0,146290.2,3591.0,198091.0,2651.95,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,19.0,0.3665,54.12,27.5816,0.7385
2021-06-04,198091.0,151539.62,1.02,1.73,1.01,0.15,1.0,151539.62,3591.0,198091.0,2747.12,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,17.98,0.3825,56.5,27.5816,0.765
2021-06-07,198091.0,149756.8,1.02,1.72,1.01,0.15,1.0,149756.8,3591.0,198091.0,2714.8,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,19.43,0.3776,55.69,27.5816,0.756
2021-06-08,198091.0,147775.89,1.02,1.73,1.01,0.15,1.0,147775.89,3591.0,198091.0,2678.89,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,19.61,0.3769,55.57,27.5816,0.746
2021-06-09,201994.0,149879.55,1.05,1.84,1.03,0.15,1.0,149879.55,3591.0,201994.0,2664.52,,0.0,,,3903.0,,0.0,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,17.54,0.3917,57.56,28.125,0.742
2021-06-10,201994.0,151293.51,1.05,1.99,1.03,0.15,1.0,151293.51,3591.0,201994.0,2689.66,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,17.61,0.3913,57.5,28.125,0.749
2021-06-11,200794.0,150595.5,1.04,2.04,1.02,0.15,1.0,150595.5,3591.0,200794.0,2693.25,,,,,,,,,,,1200.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,100.0,17.59,0.3898,57.33,27.958,0.75
2021-06-14,200794.0,156820.11,1.04,2.06,1.02,0.15,1.0,156820.11,3591.0,200794.0,2804.57,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,19.4,0.3793,55.92,27.958,0.781
2021-06-15,200794.0,153607.41,1.04,2.11,1.02,0.16,1.0,153607.41,3591.0,200794.0,2747.12,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,18.89,0.3844,56.53,27.958,0.765
2021-06-16,199401.0,149750.15,1.03,2.15,1.01,0.15,1.0,149750.15,3591.0,199401.0,2696.84,,,,,,,,,,,1393.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,100.0,19.32,0.3802,55.99,27.764,0.751
2021-06-17,199401.0,149351.35,1.03,2.19,1.01,0.15,1.0,149351.35,3591.0,199401.0,2689.66,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,19.58,0.3784,55.75,27.764,0.749
2021-06-18,199401.0,155532.78,1.03,2.21,1.01,0.15,1.0,155532.78,3591.0,199401.0,2800.98,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,17.67,0.3856,56.89,27.764,0.78
2021-06-21,199401.0,148055.24,1.03,2.14,1.01,0.16,1.0,148055.24,3591.0,199401.0,2666.32,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,19.07,0.3829,56.31,27.764,0.7425
2021-06-22,204922.0,151129.98,1.06,2.21,1.04,0.15,1.0,151129.98,3591.0,204922.0,2648.36,,0.0,,,5521.0,,0.0,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,17.33,0.3977,58.22,28.5327,0.7375
2021-06-23,204922.0,136375.59,1.06,2.36,1.04,0.15,1.0,136375.59,3591.0,204922.0,2389.81,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,17.54,0.4003,58.4,28.5327,0.6655
2021-06-24,212606.0,136811.96,1.1,1.84,1.08,0.14,2.0,136811.96,3591.0,212606.0,2310.81,,0.0,,,7684.0,,0.0,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,18.18,0.4042,58.78,29.6026,0.6435
2021-06-25,210717.0,141180.39,1.09,1.59,1.07,0.13,1.0,141180.39,3591.0,210717.0,2405.97,,,,,,,,,,,1889.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,100.0,15.87,0.4131,60.03,29.3396,0.67
2021-06-28,210717.0,143076.84,1.09,1.39,1.07,0.14,1.0,143076.84,3591.0,210717.0,2438.29,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,17.29,0.4072,59.24,29.3396,0.679
2021-06-29,210717.0,149503.71,1.09,1.3,1.07,0.14,1.0,149503.71,3591.0,210717.0,2547.81,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,17.09,0.4067,59.24,29.3396,0.7095
2021-06-30,210717.0,143287.56,1.09,1.12,1.07,0.15,1.0,143287.56,3591.0,210717.0,2441.88,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,16.63,0.4129,59.88,29.3396,0.68
2021-07-01,180717.0,114574.58,0.94,0.9,0.92,0.12,1.0,114574.58,3591.0,180717.0,2276.69,,,,,,,,,,,30000.0,0.0,0.02,100.0,50.0,0.0,0.0,0.0,100.0,20.1,0.532,69.76,25.1625,0.634
2021-07-02,313671.0,200749.44,1.62,1.43,1.6,0.2,2.0,200749.44,0.0,313671.0,0.0,,0.08,,0.0,132954.0,3591.0,0.08,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10.44,0.7103,83.52,0.0,0.64
2021-07-05,305987.0,195219.71,1.58,1.36,1.56,0.19,2.0,195219.71,0.0,305987.0,0.0,,,,,,,,,,,7684.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,10.96,0.6984,82.73,0.0,0.638
2021-07-06,303987.0,190751.84,1.57,1.35,1.55,0.19,2.0,190751.84,0.0,303987.0,0.0,,,,,,,,,,,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.04,0.7041,83.07,0.0,0.6275
2021-07-07,302276.0,194363.47,1.56,1.4,1.54,0.19,2.0,194363.47,0.0,302276.0,0.0,,,,,,,,,,,1711.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.23,0.6984,82.69,0.0,0.643
2021-07-08,302276.0,191945.26,1.56,1.37,1.54,0.19,2.0,191945.26,0.0,302276.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,11.02,0.7035,83.03,0.0,0.635
2021-07-09,308276.0,199454.57,1.6,1.39,1.57,0.19,2.0,197513.57,3000.0,305276.0,1941.0,,0.0,,,3000.0,,0.0,,,3000.0,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,10.9,0.6747,81.17,51.3793,0.647
2021-07-12,302276.0,197386.23,1.56,1.37,1.54,0.19,2.0,195427.23,3000.0,299276.0,1959.0,,,,,,,,,,,6000.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,100.0,10.96,0.7045,83.0,50.3793,0.653
2021-07-13,302276.0,202222.64,1.56,1.37,1.54,0.2,2.0,200215.64,3000.0,299276.0,2007.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,12.34,0.6854,81.64,50.3793,0.669
2021-07-14,302276.0,202524.92,1.56,1.37,1.54,0.2,2.0,200514.92,3000.0,299276.0,2010.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,12.1,0.69,81.97,50.3793,0.67
2021-07-15,302276.0,192549.81,1.56,1.36,1.54,0.2,2.0,190638.81,3000.0,299276.0,1911.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,12.12,0.6933,82.18,50.3793,0.637
