,ALNN6 FP Equity_DX_SI_QTY,ALNN6 FP Equity_DX_SHORT_INTEREST_VALUE,ALNN6 FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALNN6 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALNN6 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALNN6 FP Equity_DX_SI_MV,ALNN6 FP Equity_DX_DSS,ALNN6 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALNN6 FP Equity_DX_SUPPLY_SI_QTY,ALNN6 FP Equity_DX_BROKER_SI_QTY,ALNN6 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALNN6 FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALNN6 FP Equity_DX_BROKER_SI_MV_INC_x,ALNN6 FP Equity_DX_BROKER_SI_QTY_ADD,ALNN6 FP Equity_DX_SUPPLY_SI_MV_DEC,ALNN6 FP Equity_DX_BROKER_SI_QTY_INC,ALNN6 FP Equity_DX_SUPPLY_SI_QTY_DEC,ALNN6 FP Equity_DX_BROKER_SI_MV_INC_y,ALNN6 FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALNN6 FP Equity_DX_BROKER_SI_MV_ADD,ALNN6 FP Equity_DX_SUPPLY_SI_QTY_ADD,ALNN6 FP Equity_DX_BROKER_SI_QTY_DEC,ALNN6 FP Equity_DX_SUPPLY_SI_MV,ALNN6 FP Equity_DX_BROKER_SI_MV_DEC,ALNN6 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALNN6 FP Equity_DX_UTILIZATION_QUANTITY,ALNN6 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALNN6 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALNN6 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALNN6 FP Equity_DX_ACTIVE_UTILIZATION_MV,ALNN6 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALNN6 FP Equity_DX_BROKER_SI_CON_RATIO,ALNN6 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALNN6 FP Equity_DX_DEMAND_SUPPLY_RATIO
2025-06-19,2310.0,3095.4,0.04,0.24,0.04,0.0,0.0,1547.7,1155.0,1155.0,1547.7,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2025-06-20,1155.0,1461.08,0.02,0.09,0.02,0.0,0.0,1461.08,1155.0,1155.0,1461.08,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2025-06-23,1155.0,1443.75,0.02,0.09,0.02,0.0,0.0,1443.75,1155.0,1155.0,1443.75,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2025-06-24,1155.0,1495.73,0.02,0.09,0.02,0.0,0.0,1495.73,1155.0,1155.0,1495.73,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2025-06-25,1155.0,1507.28,0.02,0.09,0.02,0.0,0.0,1507.28,1155.0,1155.0,1507.28,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2025-06-26,1155.0,1432.2,0.02,0.09,0.02,0.0,0.0,1432.2,1155.0,1155.0,1432.2,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2025-06-27,1991.0,2389.2,0.03,0.15,0.03,0.0,0.0,2389.2,1991.0,1991.0,2389.2,836.0,0.0,,,836.0,,0.0,836.0,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2025-06-30,1991.0,2429.02,0.03,0.15,0.03,0.0,0.0,2429.02,1991.0,1991.0,2429.02,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2025-07-01,1991.0,2200.05,0.03,0.15,0.03,0.0,0.0,2200.05,1991.0,1991.0,2200.05,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2025-07-02,1991.0,2468.84,0.03,0.15,0.03,0.0,0.0,2468.84,1991.0,1991.0,2468.84,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2025-07-03,3982.0,5375.7,0.07,0.31,0.06,0.0,0.0,2687.85,1991.0,1991.0,2687.85,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2025-07-04,3982.0,4997.41,0.07,0.29,0.06,0.01,0.0,2498.71,1991.0,1991.0,2498.71,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2025-07-07,1991.0,2548.48,0.03,0.15,0.03,0.0,0.0,0.0,1991.0,0.0,2548.48,,,,,,,,,,,1991.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2025-07-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1300.0,1690.0,0.0,0.0,,0.0,,0.0
2025-07-11,2000.0,2660.0,0.03,0.14,0.03,0.0,0.0,1330.0,1000.0,1000.0,1330.0,,,1000.0,,,,,,0.0,1000.0,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2025-07-14,2863.0,3865.05,0.05,0.2,0.04,0.0,0.0,2515.05,1863.0,1863.0,2515.05,863.0,,863.0,,,,,863.0,0.0,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,31.37,0.5694,68.63,1.5368
2025-07-15,2863.0,3721.9,0.05,0.2,0.04,0.0,0.0,2421.9,1863.0,1863.0,2421.9,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,31.06,0.5717,68.94,1.5368
2025-07-16,2863.0,4036.83,0.05,0.2,0.04,0.0,0.0,2626.83,1863.0,1863.0,2626.83,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,30.8,0.5737,69.2,1.5368
2025-07-17,2863.0,4394.71,0.05,0.2,0.04,0.0,0.0,2859.71,1863.0,1863.0,2859.71,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,31.11,0.5714,68.89,1.5368
2025-07-18,2863.0,4409.02,0.05,0.17,0.04,0.0,0.0,1540.0,1863.0,1000.0,2869.02,,,,,,,,,,,863.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,30.18,0.5785,69.82,1.5368
2025-07-21,2000.0,2960.0,0.03,0.11,0.03,0.0,0.0,1480.0,1000.0,1000.0,1480.0,,,,0.0,,863.0,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2025-07-24,640.0,864.0,0.01,0.03,0.01,0.0,0.0,864.0,640.0,640.0,864.0,,,640.0,,,,,,0.0,640.0,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2025-07-25,640.0,710.4,0.01,0.03,0.01,0.0,0.0,710.4,640.0,640.0,710.4,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2025-07-28,1763.0,1895.23,0.03,0.07,0.03,0.0,0.0,1895.23,640.0,1763.0,688.0,,,1123.0,,,,,,0.0,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,37.44,0.5316,62.56,2.7547
2025-07-29,1763.0,1685.43,0.03,0.07,0.03,0.0,0.0,1685.43,640.0,1763.0,611.84,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,37.44,0.5316,62.56,2.7547
2025-07-30,1763.0,1798.26,0.03,0.07,0.03,0.0,0.0,1145.46,640.0,1123.0,652.8,,,,,,,,,,,640.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,36.3,0.5375,63.7,2.7547
2025-07-31,1123.0,1167.92,0.02,0.04,0.02,0.0,0.0,1167.92,0.0,1123.0,0.0,,,,0.0,,640.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.8717
2025-08-01,1123.0,1111.77,0.02,0.04,0.02,0.0,0.0,1111.77,0.0,1123.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.8717
2025-08-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,1123.0,0.0,0.0,0.0,0.0,600.0,600.0,0.0,0.0,,0.0,,0.0
2025-08-07,981.0,1000.62,0.02,0.04,0.02,0.0,0.0,1000.62,981.0,981.0,1000.62,,,981.0,,,,,,0.0,981.0,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2025-08-08,981.0,990.81,0.02,0.04,0.02,0.0,0.0,990.81,981.0,981.0,990.81,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2025-08-11,981.0,951.57,0.02,0.04,0.02,0.0,0.0,951.57,981.0,981.0,951.57,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2025-08-12,981.0,1010.43,0.02,0.04,0.02,0.0,0.0,1010.43,981.0,981.0,1010.43,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2025-08-13,981.0,955.49,0.02,0.04,0.02,0.0,0.0,955.49,981.0,981.0,955.49,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2025-08-14,981.0,1010.43,0.02,0.04,0.02,0.0,0.0,1010.43,981.0,981.0,1010.43,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2025-08-15,981.0,1010.43,0.02,0.04,0.02,0.0,0.0,1010.43,981.0,981.0,1010.43,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2025-08-18,981.0,1020.24,0.02,0.04,0.02,0.0,0.0,1020.24,981.0,981.0,1020.24,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2025-08-19,981.0,1020.24,0.02,0.04,0.02,0.0,0.0,1020.24,981.0,981.0,1020.24,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2025-08-20,981.0,981.0,0.02,0.04,0.02,0.0,0.0,981.0,981.0,981.0,981.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2025-08-21,981.0,1000.62,0.02,0.04,0.02,0.0,0.0,1000.62,981.0,981.0,1000.62,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2025-08-22,981.0,981.0,0.02,0.04,0.02,0.0,0.0,981.0,981.0,981.0,981.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2025-08-25,981.0,981.0,0.02,0.04,0.02,0.0,0.0,981.0,981.0,981.0,981.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2025-08-26,981.0,1142.87,0.02,0.04,0.02,0.0,0.0,0.0,981.0,0.0,1142.87,,,,,,,,,,,981.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
