,MLCHE FP Equity_DX_SI_QTY,MLCHE FP Equity_DX_SHORT_INTEREST_VALUE,MLCHE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MLCHE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MLCHE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MLCHE FP Equity_DX_SI_MV,MLCHE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MLCHE FP Equity_DX_SUPPLY_SI_QTY,MLCHE FP Equity_DX_BROKER_SI_QTY,MLCHE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MLCHE FP Equity_DX_SUPPLY_SI_MV,MLCHE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MLCHE FP Equity_DX_UTILIZATION_QUANTITY,MLCHE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MLCHE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MLCHE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MLCHE FP Equity_DX_ACTIVE_UTILIZATION_MV,MLCHE FP Equity_DX_BROKER_SI_CON_RATIO,MLCHE FP Equity_DX_DEMAND_SUPPLY_RATIO,MLCHE FP Equity_PX_LAST
2015-12-11,,,,,,,,,,,,,,,,,,,,12.5
2015-12-14,,,,,,,,,,,,,,,,,,,,13.0
2015-12-15,,,,,,,,,,,,,,,,,,,,13.45
2016-01-05,,,,,,,,,,,,,,,,,,,,13.21
2016-01-13,,,,,,,,,,,,,,,,,,,,12.5
2016-01-25,,,,,,,,,,,,,,,,,,,,11.3
2016-01-28,,,,,,,,,,,,,,,,,,,,12.5
2016-01-29,,,,,,,,,,,,,,,,,,,,13.75
2016-02-04,,,,,,,,,,,,,,,,,,,,10.11
2016-02-05,,,,,,,,,,,,,,,,,,,,9.8
2016-02-10,,,,,,,,,,,,,,,,,,,,10.5
2016-02-11,,,,,,,,,,,,,,,,,,,,10.5
2016-02-15,,,,,,,,,,,,,,,,,,,,10.9
2016-02-18,,,,,,,,,,,,,,,,,,,,10.28
2016-02-19,,,,,,,,,,,,,,,,,,,,11.0
2016-02-22,,,,,,,,,,,,,,,,,,,,10.2
2016-02-24,,,,,,,,,,,,,,,,,,,,11.0
2016-02-25,,,,,,,,,,,,,,,,,,,,11.5
2016-03-04,,,,,,,,,,,,,,,,,,,,11.55
2016-03-07,,,,,,,,,,,,,,,,,,,,11.55
2016-03-10,,,,,,,,,,,,,,,,,,,,10.5
2016-03-16,,,,,,,,,,,,,,,,,,,,10.69
2016-03-30,,,,,,,,,,,,,,,,,,,,10.7
2016-04-04,,,,,,,,,,,,,,,,,,,,10.5
2016-04-06,,,,,,,,,,,,,,,,,,,,10.5
2016-04-07,,,,,,,,,,,,,,,,,,,,10.5
2016-04-08,,,,,,,,,,,,,,,,,,,,10.5
2016-04-11,,,,,,,,,,,,,,,,,,,,10.5
2016-04-12,,,,,,,,,,,,,,,,,,,,10.5
2016-04-13,,,,,,,,,,,,,,,,,,,,10.5
2016-04-15,,,,,,,,,,,,,,,,,,,,10.68
2016-04-19,,,,,,,,,,,,,,,,,,,,10.75
2016-04-22,,,,,,,,,,,,,,,,,,,,11.0
2016-04-28,,,,,,,,,,,,,,,,,,,,12.0
2016-05-02,,,,,,,,,,,,,,,,,,,,12.0
2016-05-03,,,,,,,,,,,,,,,,,,,,13.0
2016-05-04,,,,,,,,,,,,,,,,,,,,14.3
2016-05-05,,,,,,,,,,,,,,,,,,,,15.7
2016-05-13,,,,,,,,,,,,,,,,,,,,15.0
2016-05-30,,,,,,,,,,,,,,,,,,,,14.0
2016-05-31,,,,,,,,,,,,,,,,,,,,14.0
2016-06-01,,,,,,,,,,,,,,,,,,,,14.5
2016-06-02,,,,,,,,,,,,,,,,,,,,14.5
2016-06-07,,,,,,,,,,,,,,,,,,,,14.0
2016-06-13,,,,,,,,,,,,,,,,,,,,13.0
2016-06-14,,,,,,,,,,,,,,,,,,,,13.0
2016-06-21,,,,,,,,,,,,,,,,,,,,13.49
2016-06-24,,,,,,,,,,,,,,,,,,,,13.5
2016-07-06,,,,,,,,,,,,,,,,,,,,13.0
2016-07-07,,,,,,,,,,,,,,,,,,,,13.4
2016-07-12,,,,,,,,,,,,,,,,,,,,13.5
2016-07-13,,,,,,,,,,,,,,,,,,,,14.0
2016-07-14,,,,,,,,,,,,,,,,,,,,14.0
2016-07-15,,,,,,,,,,,,,,,,,,,,15.4
2016-07-18,,,,,,,,,,,,,,,,,,,,15.6
2016-07-29,,,,,,,,,,,,,,,,,,,,15.6
2016-08-02,,,,,,,,,,,,,,,,,,,,16.0
2016-09-22,,,,,,,,,,,,,,,,,,,,14.4
2016-09-23,,,,,,,,,,,,,,,,,,,,15.84
2016-10-06,,,,,,,,,,,,,,,,,,,,16.0
2016-10-13,,,,,,,,,,,,,,,,,,,,16.0
2016-10-19,,,,,,,,,,,,,,,,,,,,16.32
2016-11-01,,,,,,,,,,,,,,,,,,,,17.95
2016-11-03,,,,,,,,,,,,,,,,,,,,17.6
2016-12-01,,,,,,,,,,,,,,,,,,,,16.0
2016-12-02,,,,,,,,,,,,,,,,,,,,17.5
2016-12-12,,,,,,,,,,,,,,,,,,,,17.49
2016-12-20,,,,,,,,,,,,,,,,,,,,17.5
2016-12-23,,,,,,,,,,,,,,,,,,,,17.96
2016-12-27,,,,,,,,,,,,,,,,,,,,16.5
2016-12-28,,,,,,,,,,,,,,,,,,,,17.99
2017-01-03,,,,,,,,,,,,,,,,,,,,17.0
2017-01-04,,,,,,,,,,,,,,,,,,,,17.0
2017-01-17,,,,,,,,,,,,,,,,,,,,17.5
2017-01-18,,,,,,,,,,,,,,,,,,,,17.0
2017-01-20,,,,,,,,,,,,,,,,,,,,17.2
2017-01-25,,,,,,,,,,,,,,,,,,,,17.2
2017-01-26,,,,,,,,,,,,,,,,,,,,17.2
2017-01-27,,,,,,,,,,,,,,,,,,,,17.5
2017-01-30,,,,,,,,,,,,,,,,,,,,17.5
2017-01-31,,,,,,,,,,,,,,,,,,,,17.5
2017-02-06,,,,,,,,,,,,,,,,,,,,17.0
2017-02-07,,,,,,,,,,,,,,,,,,,,17.5
2017-02-09,,,,,,,,,,,,,,,,,,,,18.0
2017-02-10,,,,,,,,,,,,,,,,,,,,18.5
2017-02-13,,,,,,,,,,,,,,,,,,,,20.0
2017-02-14,,,,,,,,,,,,,,,,,,,,22.0
2017-02-15,,,,,,,,,,,,,,,,,,,,23.8
2017-02-16,,,,,,,,,,,,,,,,,,,,21.51
2017-02-21,,,,,,,,,,,,,,,,,,,,22.0
2017-02-22,,,,,,,,,,,,,,,,,,,,22.41
2017-02-23,,,,,,,,,,,,,,,,,,,,22.41
2017-02-24,,,,,,,,,,,,,,,,,,,,22.41
2017-02-27,,,,,,,,,,,,,,,,,,,,22.49
2017-02-28,,,,,,,,,,,,,,,,,,,,22.48
2017-03-06,,,,,,,,,,,,,,,,,,,,22.48
2017-03-08,,,,,,,,,,,,,,,,,,,,23.0
2017-03-09,,,,,,,,,,,,,,,,,,,,25.25
2017-03-13,,,,,,,,,,,,,,,,,,,,27.75
2017-03-14,,,,,,,,,,,,,,,,,,,,30.4
2017-03-15,,,,,,,,,,,,,,,,,,,,29.9
2017-03-16,,,,,,,,,,,,,,,,,,,,29.1
2017-03-17,,,,,,,,,,,,,,,,,,,,30.1
2017-03-20,,,,,,,,,,,,,,,,,,,,27.95
2017-03-29,,,,,,,,,,,,,,,,,,,,28.0
2017-03-30,,,,,,,,,,,,,,,,,,,,30.0
2017-03-31,,,,,,,,,,,,,,,,,,,,29.0
2017-04-03,,,,,,,,,,,,,,,,,,,,27.27
2017-04-10,,,,,,,,,,,,,,,,,,,,27.35
2017-04-11,,,,,,,,,,,,,,,,,,,,30.0
2017-04-19,,,,,,,,,,,,,,,,,,,,28.0
2017-04-21,,,,,,,,,,,,,,,,,,,,28.0
2017-04-25,,,,,,,,,,,,,,,,,,,,26.5
2017-05-03,,,,,,,,,,,,,,,,,,,,27.79
2017-05-23,,,,,,,,,,,,,,,,,,,,27.79
2017-05-25,,,,,,,,,,,,,,,,,,,,27.81
2017-05-29,,,,,,,,,,,,,,,,,,,,28.0
2017-06-01,,,,,,,,,,,,,,,,,,,,27.01
2017-06-02,,,,,,,,,,,,,,,,,,,,27.01
2017-06-05,,,,,,,,,,,,,,,,,,,,29.69
2017-06-09,,,,,,,,,,,,,,,,,,,,29.79
2017-06-12,,,,,,,,,,,,,,,,,,,,32.5
2017-06-13,,,,,,,,,,,,,,,,,,,,34.88
2017-06-14,,,,,,,,,,,,,,,,,,,,34.97
2017-06-21,,,,,,,,,,,,,,,,,,,,34.99
2017-06-27,,,,,,,,,,,,,,,,,,,,34.99
2017-06-28,,,,,,,,,,,,,,,,,,,,35.0
2017-07-03,,,,,,,,,,,,,,,,,,,,38.5
2017-07-04,,,,,,,,,,,,,,,,,,,,35.0
2017-07-11,,,,,,,,,,,,,,,,,,,,37.99
2017-07-17,,,,,,,,,,,,,,,,,,,,36.0
2017-07-24,,,,,,,,,,,,,,,,,,,,36.0
2017-07-26,,,,,,,,,,,,,,,,,,,,35.99
2017-07-28,,,,,,,,,,,,,,,,,,,,37.99
2017-07-31,,,,,,,,,,,,,,,,,,,,37.99
2017-08-04,,,,,,,,,,,,,,,,,,,,37.9
2017-08-25,,,,,,,,,,,,,,,,,,,,37.95
2017-08-29,,,,,,,,,,,,,,,,,,,,37.9
2017-08-30,,,,,,,,,,,,,,,,,,,,37.9
2017-08-31,,,,,,,,,,,,,,,,,,,,37.9
2017-09-01,,,,,,,,,,,,,,,,,,,,37.95
2017-09-04,,,,,,,,,,,,,,,,,,,,37.95
2017-09-05,,,,,,,,,,,,,,,,,,,,34.2
2017-09-06,,,,,,,,,,,,,,,,,,,,37.6
2017-09-07,,,,,,,,,,,,,,,,,,,,35.21
2017-09-08,,,,,,,,,,,,,,,,,,,,37.99
2017-09-13,,,,,,,,,,,,,,,,,,,,37.95
2017-09-14,,,,,,,,,,,,,,,,,,,,37.94
2017-09-15,,,,,,,,,,,,,,,,,,,,37.94
2017-09-18,,,,,,,,,,,,,,,,,,,,34.15
2017-09-19,,,,,,,,,,,,,,,,,,,,36.49
2017-09-20,,,,,,,,,,,,,,,,,,,,36.01
2017-09-21,,,,,,,,,,,,,,,,,,,,36.39
2017-09-26,,,,,,,,,,,,,,,,,,,,34.0
2017-10-03,,,,,,,,,,,,,,,,,,,,35.49
2017-10-04,,,,,,,,,,,,,,,,,,,,35.49
2017-10-05,,,,,,,,,,,,,,,,,,,,35.49
2017-10-06,,,,,,,,,,,,,,,,,,,,35.49
2017-10-11,,,,,,,,,,,,,,,,,,,,35.45
2017-10-16,,,,,,,,,,,,,,,,,,,,35.45
2017-10-17,,,,,,,,,,,,,,,,,,,,32.0
2017-10-20,,,,,,,,,,,,,,,,,,,,34.84
2017-10-23,,,,,,,,,,,,,,,,,,,,32.1
2017-10-24,,,,,,,,,,,,,,,,,,,,34.0
2017-10-27,,,,,,,,,,,,,,,,,,,,34.27
2017-11-17,,,,,,,,,,,,,,,,,,,,33.48
2017-11-20,,,,,,,,,,,,,,,,,,,,32.5
2017-11-21,,,,,,,,,,,,,,,,,,,,31.01
2017-11-22,,,,,,,,,,,,,,,,,,,,29.25
2017-11-24,,,,,,,,,,,,,,,,,,,,29.24
2017-11-29,,,,,,,,,,,,,,,,,,,,29.22
2017-11-30,,,,,,,,,,,,,,,,,,,,30.98
2017-12-04,,,,,,,,,,,,,,,,,,,,30.99
2017-12-05,,,,,,,,,,,,,,,,,,,,30.0
2017-12-06,,,,,,,,,,,,,,,,,,,,30.97
2017-12-08,,,,,,,,,,,,,,,,,,,,30.0
2017-12-15,,,,,,,,,,,,,,,,,,,,28.0
2017-12-18,,,,,,,,,,,,,,,,,,,,30.0
2017-12-19,,,,,,,,,,,,,,,,,,,,32.97
2017-12-21,,,,,,,,,,,,,,,,,,,,32.97
2017-12-28,,,,,,,,,,,,,,,,,,,,30.01
2018-01-10,,,,,,,,,,,,,,,,,,,,30.0
2018-01-11,,,,,,,,,,,,,,,,,,,,30.0
2018-01-12,,,,,,,,,,,,,,,,,,,,30.0
2018-01-16,,,,,,,,,,,,,,,,,,,,30.0
2018-01-18,,,,,,,,,,,,,,,,,,,,30.0
2018-01-22,,,,,,,,,,,,,,,,,,,,32.6
2018-01-24,,,,,,,,,,,,,,,,,,,,30.0
2018-01-25,,,,,,,,,,,,,,,,,,,,30.0
2018-01-26,,,,,,,,,,,,,,,,,,,,27.4
2018-01-29,,,,,,,,,,,,,,,,,,,,27.4
2018-01-31,,,,,,,,,,,,,,,,,,,,27.4
2018-02-05,,,,,,,,,,,,,,,,,,,,29.0
2018-02-06,,,,,,,,,,,,,,,,,,,,28.0
2018-02-19,,,,,,,,,,,,,,,,,,,,30.0
2018-02-20,,,,,,,,,,,,,,,,,,,,31.8
2018-02-22,,,,,,,,,,,,,,,,,,,,31.8
2018-02-23,,,,,,,,,,,,,,,,,,,,31.0
2018-02-27,,,,,,,,,,,,,,,,,,,,30.8
2018-03-08,,,,,,,,,,,,,,,,,,,,30.8
2018-03-23,,,,,,,,,,,,,,,,,,,,30.8
2018-04-03,,,,,,,,,,,,,,,,,,,,27.4
2018-04-04,,,,,,,,,,,,,,,,,,,,27.4
2018-04-06,,,,,,,,,,,,,,,,,,,,27.4
2018-05-04,,,,,,,,,,,,,,,,,,,,27.8
2018-05-07,,,,,,,,,,,,,,,,,,,,30.8
2018-05-16,,,,,,,,,,,,,,,,,,,,31.0
2018-05-21,,,,,,,,,,,,,,,,,,,,31.0
2018-05-25,,,,,,,,,,,,,,,,,,,,31.0
2018-05-28,,,,,,,,,,,,,,,,,,,,31.6
2018-06-01,,,,,,,,,,,,,,,,,,,,31.6
2018-06-04,,,,,,,,,,,,,,,,,,,,33.6
2018-06-05,,,,,,,,,,,,,,,,,,,,35.0
2018-06-06,,,,,,,,,,,,,,,,,,,,29.4
2018-06-07,,,,,,,,,,,,,,,,,,,,31.0
2018-06-15,,,,,,,,,,,,,,,,,,,,33.0
2018-06-18,,,,,,,,,,,,,,,,,,,,33.0
2018-07-02,,,,,,,,,,,,,,,,,,,,31.6
2018-07-03,,,,,,,,,,,,,,,,,,,,31.6
2018-07-09,,,,,,,,,,,,,,,,,,,,31.0
2018-07-17,,,,,,,,,,,,,,,,,,,,30.8
2018-07-19,,,,,,,,,,,,,,,,,,,,29.0
2018-07-20,,,,,,,,,,,,,,,,,,,,31.0
2018-07-25,,,,,,,,,,,,,,,,,,,,29.0
2018-07-30,,,,,,,,,,,,,,,,,,,,30.0
2018-08-01,,,,,,,,,,,,,,,,,,,,30.0
2018-08-21,,,,,,,,,,,,,,,,,,,,29.0
2018-08-24,,,,,,,,,,,,,,,,,,,,29.0
2018-08-27,,,,,,,,,,,,,,,,,,,,29.0
2018-09-03,,,,,,,,,,,,,,,,,,,,29.0
2018-09-04,,,,,,,,,,,,,,,,,,,,28.2
2018-09-05,,,,,,,,,,,,,,,,,,,,30.0
2018-09-11,,,,,,,,,,,,,,,,,,,,29.8
2018-09-24,,,,,,,,,,,,,,,,,,,,30.0
2018-09-25,,,,,,,,,,,,,,,,,,,,30.0
2018-10-03,,,,,,,,,,,,,,,,,,,,30.0
2018-10-04,,,,,,,,,,,,,,,,,,,,30.0
2018-10-11,,,,,,,,,,,,,,,,,,,,29.0
2018-10-16,,,,,,,,,,,,,,,,,,,,29.0
2018-10-17,,,,,,,,,,,,,,,,,,,,29.0
2018-10-18,,,,,,,,,,,,,,,,,,,,29.0
2018-10-19,,,,,,,,,,,,,,,,,,,,30.0
2018-10-22,,,,,,,,,,,,,,,,,,,,30.0
2018-10-25,,,,,,,,,,,,,,,,,,,,29.8
2018-10-29,,,,,,,,,,,,,,,,,,,,30.0
2018-10-30,,,,,,,,,,,,,,,,,,,,31.0
2018-10-31,,,,,,,,,,,,,,,,,,,,35.0
2018-11-09,,,,,,,,,,,,,,,,,,,,34.8
2018-12-28,,,,,,,,,,,,,,,,,,,,31.4
2018-12-31,,,,,,,,,,,,,,,,,,,,34.6
2019-02-01,,,,,,,,,,,,,,,,,,,,36.8
2019-02-05,,,,,,,,,,,,,,,,,,,,38.4
2019-02-12,,,,,,,,,,,,,,,,,,,,38.4
2019-02-27,,,,,,,,,,,,,,,,,,,,38.4
2019-02-28,,,,,,,,,,,,,,,,,,,,39.6
2019-03-04,,,,,,,,,,,,,,,,,,,,39.6
2019-03-06,,,,,,,,,,,,,,,,,,,,39.6
2019-03-18,,,,,,,,,,,,,,,,,,,,39.6
2019-03-19,,,,,,,,,,,,,,,,,,,,39.8
2019-03-20,,,,,,,,,,,,,,,,,,,,39.8
2019-04-03,,,,,,,,,,,,,,,,,,,,39.8
2019-04-05,,,,,,,,,,,,,,,,,,,,43.0
2019-04-10,,,,,,,,,,,,,,,,,,,,43.0
2019-05-07,,,,,,,,,,,,,,,,,,,,45.4
2019-05-16,,,,,,,,,,,,,,,,,,,,45.0
2019-05-17,,,,,,,,,,,,,,,,,,,,45.0
2019-05-27,,,,,,,,,,,,,,,,,,,,45.0
2019-06-06,,,,,,,,,,,,,,,,,,,,45.4
2019-06-11,,,,,,,,,,,,,,,,,,,,45.4
2019-06-12,,,,,,,,,,,,,,,,,,,,41.0
2019-06-13,,,,,,,,,,,,,,,,,,,,40.8
2019-06-17,,,,,,,,,,,,,,,,,,,,43.0
2019-06-18,,,,,,,,,,,,,,,,,,,,37.6
2019-06-21,,,,,,,,,,,,,,,,,,,,37.2
2019-06-26,,,,,,,,,,,,,,,,,,,,37.2
2019-06-28,,,,,,,,,,,,,,,,,,,,38.0
2019-07-02,,,,,,,,,,,,,,,,,,,,37.0
2019-07-03,,,,,,,,,,,,,,,,,,,,37.0
2019-07-05,,,,,,,,,,,,,,,,,,,,37.8
2019-07-30,,,,,,,,,,,,,,,,,,,,35.2
2019-07-31,,,,,,,,,,,,,,,,,,,,37.6
2019-08-05,,,,,,,,,,,,,,,,,,,,37.4
2019-08-08,,,,,,,,,,,,,,,,,,,,37.8
2019-08-09,,,,,,,,,,,,,,,,,,,,38.2
2019-08-12,,,,,,,,,,,,,,,,,,,,39.2
2019-08-13,,,,,,,,,,,,,,,,,,,,39.2
2019-08-14,,,,,,,,,,,,,,,,,,,,39.2
2019-08-23,,,,,,,,,,,,,,,,,,,,34.6
2019-08-26,,,,,,,,,,,,,,,,,,,,38.0
2019-09-11,,,,,,,,,,,,,,,,,,,,35.2
2019-09-16,,,,,,,,,,,,,,,,,,,,34.6
2019-09-23,,,,,,,,,,,,,,,,,,,,36.0
2019-09-25,,,,,,,,,,,,,,,,,,,,37.4
2019-10-07,,,,,,,,,,,,,,,,,,,,34.2
2019-10-08,,,,,,,,,,,,,,,,,,,,33.8
2019-10-09,,,,,,,,,,,,,,,,,,,,34.6
2019-10-14,,,,,,,,,,,,,,,,,,,,34.0
2019-10-16,,,,,,,,,,,,,,,,,,,,34.0
2019-10-18,,,,,,,,,,,,,,,,,,,,31.0
2019-10-21,,,,,,,,,,,,,,,,,,,,32.0
2019-10-23,,,,,,,,,,,,,,,,,,,,34.0
2019-10-25,,,,,,,,,,,,,,,,,,,,34.0
2019-10-28,,,,,,,,,,,,,,,,,,,,34.0
2019-10-29,,,,,,,,,,,,,,,,,,,,34.0
2019-10-30,,,,,,,,,,,,,,,,,,,,34.0
2019-10-31,,,,,,,,,,,,,,,,,,,,35.8
2019-11-04,,,,,,,,,,,,,,,,,,,,34.0
2019-11-26,,,,,,,,,,,,,,,,,,,,34.0
2019-12-02,,,,,,,,,,,,,,,,,,,,35.0
2019-12-03,,,,,,,,,,,,,,,,,,,,35.0
2019-12-04,,,,,,,,,,,,,,,,,,,,38.2
2019-12-24,,,,,,,,,,,,,,,,,,,,38.2
2020-01-02,,,,,,,,,,,,,,,,,,,,38.2
2020-01-03,,,,,,,,,,,,,,,,,,,,33.0
2020-01-06,,,,,,,,,,,,,,,,,,,,34.0
2020-01-07,,,,,,,,,,,,,,,,,,,,34.0
2020-01-13,,,,,,,,,,,,,,,,,,,,34.0
2020-01-20,,,,,,,,,,,,,,,,,,,,34.0
2020-01-21,,,,,,,,,,,,,,,,,,,,34.4
2020-01-22,,,,,,,,,,,,,,,,,,,,33.4
2020-01-27,,,,,,,,,,,,,,,,,,,,36.4
2020-01-31,,,,,,,,,,,,,,,,,,,,36.4
2020-02-04,,,,,,,,,,,,,,,,,,,,34.0
2020-02-05,,,,,,,,,,,,,,,,,,,,35.0
2020-02-06,,,,,,,,,,,,,,,,,,,,34.0
2020-02-07,,,,,,,,,,,,,,,,,,,,34.0
2020-02-10,,,,,,,,,,,,,,,,,,,,34.0
2020-02-11,,,,,,,,,,,,,,,,,,,,34.0
2020-02-12,,,,,,,,,,,,,,,,,,,,35.0
2020-02-17,,,,,,,,,,,,,,,,,,,,37.0
2020-03-09,,,,,,,,,,,,,,,,,,,,32.6
2020-03-11,,,,,,,,,,,,,,,,,,,,32.6
2020-03-12,,,,,,,,,,,,,,,,,,,,32.8
2020-03-13,,,,,,,,,,,,,,,,,,,,29.6
2020-03-20,,,,,,,,,,,,,,,,,,,,32.4
2020-03-30,,,,,,,,,,,,,,,,,,,,32.0
2020-04-06,,,,,,,,,,,,,,,,,,,,33.0
2020-05-07,,,,,,,,,,,,,,,,,,,,34.0
2020-05-11,,,,,,,,,,,,,,,,,,,,34.0
2020-05-29,,,,,,,,,,,,,,,,,,,,34.6
2020-06-01,,,,,,,,,,,,,,,,,,,,34.6
2020-06-09,,,,,,,,,,,,,,,,,,,,35.6
2020-06-15,,,,,,,,,,,,,,,,,,,,35.6
2020-06-17,,,,,,,,,,,,,,,,,,,,36.0
2020-07-03,,,,,,,,,,,,,,,,,,,,37.0
2020-07-09,,,,,,,,,,,,,,,,,,,,37.0
2020-07-21,,,,,,,,,,,,,,,,,,,,37.0
2020-07-23,,,,,,,,,,,,,,,,,,,,37.0
2020-07-27,,,,,,,,,,,,,,,,,,,,37.0
2020-07-31,,,,,,,,,,,,,,,,,,,,37.0
2020-08-03,,,,,,,,,,,,,,,,,,,,37.0
2020-08-04,,,,,,,,,,,,,,,,,,,,37.0
2020-08-05,,,,,,,,,,,,,,,,,,,,37.0
2020-08-11,,,,,,,,,,,,,,,,,,,,37.6
2020-08-12,,,,,,,,,,,,,,,,,,,,37.8
2020-08-18,,,,,,,,,,,,,,,,,,,,38.4
2020-08-20,,,,,,,,,,,,,,,,,,,,37.0
2020-08-24,,,,,,,,,,,,,,,,,,,,38.4
2020-08-31,,,,,,,,,,,,,,,,,,,,38.4
2020-09-01,,,,,,,,,,,,,,,,,,,,38.4
2020-09-09,,,,,,,,,,,,,,,,,,,,37.0
2020-09-16,,,,,,,,,,,,,,,,,,,,37.0
2020-09-18,,,,,,,,,,,,,,,,,,,,37.0
2020-09-23,,,,,,,,,,,,,,,,,,,,38.0
2020-09-28,,,,,,,,,,,,,,,,,,,,34.4
2020-09-29,,,,,,,,,,,,,,,,,,,,34.0
2020-10-01,,,,,,,,,,,,,,,,,,,,37.8
2020-10-02,,,,,,,,,,,,,,,,,,,,37.6
2020-10-08,,,,,,,,,,,,,,,,,,,,37.8
2020-10-19,,,,,,,,,,,,,,,,,,,,38.0
2020-10-23,,,,,,,,,,,,,,,,,,,,41.0
2020-10-28,,,,,,,,,,,,,,,,,,,,37.4
2020-11-06,,,,,,,,,,,,,,,,,,,,37.8
2020-11-09,,,,,,,,,,,,,,,,,,,,38.0
2020-11-10,,,,,,,,,,,,,,,,,,,,39.0
2020-11-11,,,,,,,,,,,,,,,,,,,,40.0
2020-11-12,,,,,,,,,,,,,,,,,,,,39.6
2020-11-18,,,,,,,,,,,,,,,,,,,,37.6
2020-11-19,,,,,,,,,,,,,,,,,,,,39.8
2020-11-20,,,,,,,,,,,,,,,,,,,,39.6
2020-11-23,,,,,,,,,,,,,,,,,,,,39.6
2020-11-27,,,,,,,,,,,,,,,,,,,,39.8
2020-12-01,,,,,,,,,,,,,,,,,,,,39.4
2020-12-03,,,,,,,,,,,,,,,,,,,,39.4
2020-12-07,,,,,,,,,,,,,,,,,,,,39.8
2020-12-08,,,,,,,,,,,,,,,,,,,,39.6
2020-12-14,,,,,,,,,,,,,,,,,,,,39.0
2020-12-15,,,,,,,,,,,,,,,,,,,,39.6
2020-12-22,,,,,,,,,,,,,,,,,,,,39.0
2020-12-28,,,,,,,,,,,,,,,,,,,,39.2
2020-12-29,,,,,,,,,,,,,,,,,,,,39.2
2020-12-30,,,,,,,,,,,,,,,,,,,,39.2
2021-01-04,,,,,,,,,,,,,,,,,,,,39.4
2021-01-05,,,,,,,,,,,,,,,,,,,,39.4
2021-01-06,,,,,,,,,,,,,,,,,,,,39.4
2021-01-08,,,,,,,,,,,,,,,,,,,,40.4
2021-01-11,,,,,,,,,,,,,,,,,,,,40.8
2021-01-12,,,,,,,,,,,,,,,,,,,,40.8
2021-01-13,,,,,,,,,,,,,,,,,,,,42.0
2021-01-14,,,,,,,,,,,,,,,,,,,,44.8
2021-01-18,,,,,,,,,,,,,,,,,,,,45.2
2021-01-20,,,,,,,,,,,,,,,,,,,,45.2
2021-01-21,,,,,,,,,,,,,,,,,,,,45.2
2021-01-26,,,,,,,,,,,,,,,,,,,,40.2
2021-01-27,,,,,,,,,,,,,,,,,,,,43.2
2021-01-28,,,,,,,,,,,,,,,,,,,,45.2
2021-01-29,,,,,,,,,,,,,,,,,,,,45.2
2021-02-03,,,,,,,,,,,,,,,,,,,,44.8
2021-02-11,,,,,,,,,,,,,,,,,,,,44.8
2021-02-24,,,,,,,,,,,,,,,,,,,,42.4
2021-03-02,,,,,,,,,,,,,,,,,,,,45.4
2021-03-10,,,,,,,,,,,,,,,,,,,,45.0
2021-03-19,,,,,,,,,,,,,,,,,,,,41.8
2021-03-22,,,,,,,,,,,,,,,,,,,,40.8
2021-03-23,,,,,,,,,,,,,,,,,,,,42.0
2021-03-25,,,,,,,,,,,,,,,,,,,,42.6
2021-03-29,,,,,,,,,,,,,,,,,,,,44.6
2021-04-06,,,,,,,,,,,,,,,,,,,,44.2
2021-04-07,,,,,,,,,,,,,,,,,,,,44.2
2021-04-09,,,,,,,,,,,,,,,,,,,,45.2
2021-04-16,,,,,,,,,,,,,,,,,,,,45.2
2021-04-21,,,,,,,,,,,,,,,,,,,,44.0
2021-04-26,,,,,,,,,,,,,,,,,,,,44.0
2021-04-30,,,,,,,,,,,,,,,,,,,,44.4
2021-05-03,,,,,,,,,,,,,,,,,,,,44.2
2021-05-05,,,,,,,,,,,,,,,,,,,,44.4
2021-05-06,,,,,,,,,,,,,,,,,,,,44.4
2021-05-10,,,,,,,,,,,,,,,,,,,,44.4
2021-05-12,,,,,,,,,,,,,,,,,,,,43.4
2021-05-21,,,,,,,,,,,,,,,,,,,,42.2
2021-05-24,,,,,,,,,,,,,,,,,,,,42.4
2021-05-27,,,,,,,,,,,,,,,,,,,,42.4
2021-05-31,,,,,,,,,,,,,,,,,,,,44.0
2021-06-01,,,,,,,,,,,,,,,,,,,,44.0
2021-06-07,,,,,,,,,,,,,,,,,,,,44.8
2021-06-17,,,,,,,,,,,,,,,,,,,,40.0
2021-06-18,,,,,,,,,,,,,,,,,,,,44.6
2021-06-23,,,,,,,,,,,,,,,,,,,,44.8
2021-06-24,,,,,,,,,,,,,,,,,,,,44.8
2021-06-29,,,,,,,,,,,,,,,,,,,,42.0
2021-06-30,,,,,,,,,,,,,,,,,,,,40.4
2021-07-01,,,,,,,,,,,,,,,,,,,,42.0
2021-07-02,,,,,,,,,,,,,,,,,,,,43.8
2021-07-05,,,,,,,,,,,,,,,,,,,,43.8
2021-07-06,,,,,,,,,,,,,,,,,,,,44.8
