,SMC FP Equity_DX_SI_QTY,SMC FP Equity_DX_SHORT_INTEREST_VALUE,SMC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SMC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SMC FP Equity_DX_SI_MV,SMC FP Equity_DX_DSS,SMC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SMC FP Equity_DX_SUPPLY_SI_QTY,SMC FP Equity_DX_BROKER_SI_QTY,SMC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SMC FP Equity_DX_SUPPLY_SI_QTY_NEW_x,SMC FP Equity_DX_SUPPLY_SI_QTY_INC_x,SMC FP Equity_DX_BROKER_SI_MV_INC_x,SMC FP Equity_DX_SUPPLY_SI_MV_NEW,SMC FP Equity_DX_BROKER_SI_QTY_ADD,SMC FP Equity_DX_SUPPLY_SI_MV_DEC,SMC FP Equity_DX_BROKER_SI_QTY_INC,SMC FP Equity_DX_SUPPLY_SI_QTY_DEC,SMC FP Equity_DX_SUPPLY_SI_QTY_NEW_y,SMC FP Equity_DX_BROKER_SI_MV_INC_y,SMC FP Equity_DX_SUPPLY_SI_QTY_INC_y,SMC FP Equity_DX_BROKER_SI_MV_ADD,SMC FP Equity_DX_SUPPLY_SI_QTY_ADD,SMC FP Equity_DX_BROKER_SI_QTY_DEC,SMC FP Equity_DX_SUPPLY_SI_MV,SMC FP Equity_DX_BROKER_SI_MV_DEC,SMC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SMC FP Equity_DX_UTILIZATION_QUANTITY,SMC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SMC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SMC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SMC FP Equity_DX_ACTIVE_UTILIZATION_MV,SMC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SMC FP Equity_DX_BROKER_SI_CON_RATIO,SMC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SMC FP Equity_DX_DEMAND_SUPPLY_RATIO,SMC FP Equity_PX_LAST
2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.6
2019-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.5
2019-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.95
2019-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.3
2019-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.55
2019-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.3
2019-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.2
2019-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.9
2019-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.8
2019-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.6
2019-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.2
2019-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.05
2019-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.4
2019-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.2
2019-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.9
2019-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.1
2019-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.65
2019-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.25
2019-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.65
2019-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.6
2019-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.7
2019-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.55
2019-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.1
2019-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.9
2019-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.4
2019-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.8
2019-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.65
2019-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.25
2019-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.05
2019-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.05
2019-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.3
2019-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.2
2019-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.1
2019-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.45
2019-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.45
2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.7
2019-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.15
2019-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.35
2019-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.4
2019-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.1
2019-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.2
2019-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.7
2019-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.85
2019-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.9
2019-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.45
2019-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.5
2019-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.25
2019-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.6
2019-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.7
2019-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.15
2019-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.4
2019-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.05
2019-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.0
2019-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.6
2019-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.6
2019-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.3
2019-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.15
2019-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.9
2019-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.35
2019-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.05
2019-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.5
2019-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.15
2019-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.55
2019-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.65
2019-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.8
2019-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.6
2019-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.3
2019-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.05
2019-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.2
2019-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.65
2019-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.55
2019-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.3
2019-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.45
2019-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.85
2019-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.65
2019-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.15
2019-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.75
2019-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.2
2019-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.6
2019-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.3
2019-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.85
2019-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.3
2019-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.55
2019-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.8
2019-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.95
2019-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.5
2019-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.8
2019-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.1
2019-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.5
2019-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.35
2019-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.1
2019-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.1
2019-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.4
2019-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.3
2019-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.3
2019-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.8
2019-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.95
2019-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.75
2019-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.8
2019-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.15
2019-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.65
2019-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.65
2019-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.95
2019-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.4
2019-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.1
2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.5
2020-01-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,59.0,15248.55,0.02,0.0,,0.0,,0.0,258.45
2020-01-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,59.0,15168.9,0.02,0.0,,0.0,,0.0,257.1
2020-01-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,59.0,15053.85,0.02,0.0,,0.0,,0.0,255.15
2020-01-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,59.0,15109.9,0.02,0.0,,0.0,,0.0,256.1
2020-01-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,59.0,15098.1,0.02,0.0,,0.0,,0.0,255.9
2020-01-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,59.0,15139.4,0.02,0.0,,0.0,,0.0,256.6
2020-01-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,59.0,15098.1,0.02,0.0,,0.0,,0.0,255.9
2020-01-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,59.0,15101.05,0.02,0.0,,0.0,,0.0,255.95
2020-01-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,59.0,15104.0,0.02,0.0,,0.0,,0.0,256.0
2020-01-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,59.0,15118.75,0.02,0.0,,0.0,,0.0,256.25
2020-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.1
2020-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.8
2020-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.8
2020-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.3
2020-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.6
2020-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.55
2020-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.45
2020-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.5
2020-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.6
2020-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.65
2020-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.65
2020-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.5
2020-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.15
2020-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.8
2020-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.25
2020-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.3
2020-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.9
2020-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.7
2020-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.5
2020-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.4
2020-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.7
2020-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.0
2020-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.8
2020-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.7
2020-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.55
2020-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.1
2020-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.65
2020-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.15
2020-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.5
2020-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.2
2020-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.25
2020-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.45
2020-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.8
2020-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.1
2020-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.55
2020-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.7
2020-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.05
2020-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.15
2020-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.85
2020-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.85
2020-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.54
2020-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.4
2020-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.42
2020-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.52
2020-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.94
2020-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.96
2020-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.9
2020-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.78
2020-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.12
2020-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.58
2020-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.42
2020-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.56
2020-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.0
2020-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.34
2020-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.16
2020-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.48
2020-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.98
2020-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.7
2020-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.34
2020-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.14
2020-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.68
2020-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.92
2020-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.14
2020-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.34
2020-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.9
2020-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.2
2020-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.32
2020-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.06
2020-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.12
2020-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.86
2020-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.04
2020-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.9
2020-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.25
2020-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.5
2020-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.48
2020-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.15
2020-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.08
2020-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.3
2020-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.5
2020-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.75
2020-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.1
2020-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.96
2020-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.0
2020-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.22
2020-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.1
2020-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.7
2020-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.3
2020-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.35
2020-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.7
2020-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.85
2020-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.95
2020-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.1
2020-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.25
2020-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.45
2020-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.15
2020-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.55
2020-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.15
2020-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.45
2020-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.8
2020-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.4
2020-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.3
2020-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.05
2020-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.25
2020-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.05
2020-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.15
2020-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.2
2020-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.75
2020-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.0
2020-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.15
2020-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.85
2020-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.85
2020-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.45
2020-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.5
2020-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.3
2020-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.0
2020-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.85
2020-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.2
2020-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.25
2020-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.35
2020-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.35
2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.1
2020-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.75
2020-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.15
2020-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.85
2020-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.45
2020-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.6
2020-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.8
2020-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.65
2020-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.7
2020-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.4
2020-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.85
2020-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.2
2020-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.0
2020-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.5
2020-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.8
2020-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.7
2020-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.75
2020-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.0
2020-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.65
2020-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.65
2020-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.95
2020-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.4
2020-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.25
2020-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.4
2020-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.6
2020-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.35
2020-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.6
