,ALOSM FP Equity_DX_SI_QTY,ALOSM FP Equity_DX_SHORT_INTEREST_VALUE,ALOSM FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALOSM FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALOSM FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALOSM FP Equity_DX_SI_MV,ALOSM FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALOSM FP Equity_DX_SUPPLY_SI_QTY,ALOSM FP Equity_DX_BROKER_SI_QTY,ALOSM FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALOSM FP Equity_DX_SUPPLY_SI_MV,ALOSM FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALOSM FP Equity_DX_UTILIZATION_QUANTITY,ALOSM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALOSM FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALOSM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALOSM FP Equity_DX_ACTIVE_UTILIZATION_MV,ALOSM FP Equity_DX_BROKER_SI_CON_RATIO,ALOSM FP Equity_DX_DEMAND_SUPPLY_RATIO,ALOSM FP Equity_PX_LAST
2020-11-05,,,,,,,,,,,,,,,,,,,,5.3
2020-11-06,,,,,,,,,,,,,,,,,,,,5.9
2020-11-09,,,,,,,,,,,,,,,,,,,,5.2
2020-11-10,,,,,,,,,,,,,,,,,,,,5.75
2020-11-11,,,,,,,,,,,,,,,,,,,,5.7
2020-11-12,,,,,,,,,,,,,,,,,,,,5.2
2020-11-13,,,,,,,,,,,,,,,,,,,,5.75
2020-11-16,,,,,,,,,,,,,,,,,,,,5.6
2020-11-17,,,,,,,,,,,,,,,,,,,,5.45
2020-11-18,,,,,,,,,,,,,,,,,,,,5.5
2020-11-19,,,,,,,,,,,,,,,,,,,,5.9
2020-11-20,,,,,,,,,,,,,,,,,,,,6.35
2020-11-23,,,,,,,,,,,,,,,,,,,,6.3
2020-11-24,,,,,,,,,,,,,,,,,,,,5.8
2020-11-25,,,,,,,,,,,,,,,,,,,,5.35
2020-11-26,,,,,,,,,,,,,,,,,,,,5.5
2020-11-27,,,,,,,,,,,,,,,,,,,,5.85
2020-12-02,,,,,,,,,,,,,,,,,,,,5.85
2020-12-03,,,,,,,,,,,,,,,,,,,,5.8
2020-12-04,,,,,,,,,,,,,,,,,,,,5.75
2020-12-07,,,,,,,,,,,,,,,,,,,,5.5
2020-12-08,,,,,,,,,,,,,,,,,,,,5.9
2020-12-09,,,,,,,,,,,,,,,,,,,,5.65
2020-12-10,,,,,,,,,,,,,,,,,,,,5.4
2020-12-11,,,,,,,,,,,,,,,,,,,,5.5
2020-12-14,,,,,,,,,,,,,,,,,,,,5.45
2020-12-15,,,,,,,,,,,,,,,,,,,,5.2
2020-12-16,,,,,,,,,,,,,,,,,,,,5.2
2020-12-17,,,,,,,,,,,,,,,,,,,,5.05
2020-12-18,,,,,,,,,,,,,,,,,,,,5.4
2020-12-21,,,,,,,,,,,,,,,,,,,,5.45
2020-12-22,,,,,,,,,,,,,,,,,,,,5.25
2020-12-23,,,,,,,,,,,,,,,,,,,,5.5
2020-12-24,,,,,,,,,,,,,,,,,,,,5.65
2020-12-28,,,,,,,,,,,,,,,,,,,,5.6
2020-12-29,,,,,,,,,,,,,,,,,,,,5.25
2020-12-30,,,,,,,,,,,,,,,,,,,,5.2
2020-12-31,,,,,,,,,,,,,,,,,,,,6.5
2021-01-04,,,,,,,,,,,,,,,,,,,,5.8
2021-01-05,,,,,,,,,,,,,,,,,,,,5.8
2021-01-06,,,,,,,,,,,,,,,,,,,,6.0
2021-01-07,,,,,,,,,,,,,,,,,,,,5.9
2021-01-08,,,,,,,,,,,,,,,,,,,,6.05
2021-01-11,,,,,,,,,,,,,,,,,,,,5.9
2021-01-12,,,,,,,,,,,,,,,,,,,,5.85
2021-01-13,,,,,,,,,,,,,,,,,,,,5.8
2021-01-14,,,,,,,,,,,,,,,,,,,,5.5
2021-01-15,,,,,,,,,,,,,,,,,,,,5.5
2021-01-18,,,,,,,,,,,,,,,,,,,,5.3
2021-01-19,,,,,,,,,,,,,,,,,,,,5.3
2021-01-20,,,,,,,,,,,,,,,,,,,,5.5
2021-01-21,,,,,,,,,,,,,,,,,,,,5.4
2021-01-22,,,,,,,,,,,,,,,,,,,,5.2
2021-01-25,,,,,,,,,,,,,,,,,,,,5.2
2021-01-26,,,,,,,,,,,,,,,,,,,,5.45
2021-01-27,,,,,,,,,,,,,,,,,,,,5.35
2021-01-28,,,,,,,,,,,,,,,,,,,,5.35
2021-01-29,,,,,,,,,,,,,,,,,,,,5.3
2021-02-01,,,,,,,,,,,,,,,,,,,,5.4
2021-02-02,,,,,,,,,,,,,,,,,,,,5.7
2021-02-03,,,,,,,,,,,,,,,,,,,,5.8
2021-02-04,,,,,,,,,,,,,,,,,,,,5.75
2021-02-05,,,,,,,,,,,,,,,,,,,,5.75
2021-02-08,,,,,,,,,,,,,,,,,,,,5.95
2021-02-09,,,,,,,,,,,,,,,,,,,,5.9
2021-02-10,,,,,,,,,,,,,,,,,,,,5.8
2021-02-11,,,,,,,,,,,,,,,,,,,,5.5
2021-02-12,,,,,,,,,,,,,,,,,,,,5.7
2021-02-15,,,,,,,,,,,,,,,,,,,,5.8
2021-02-16,,,,,,,,,,,,,,,,,,,,5.75
2021-02-17,,,,,,,,,,,,,,,,,,,,5.6
2021-02-18,,,,,,,,,,,,,,,,,,,,5.8
2021-02-19,,,,,,,,,,,,,,,,,,,,5.8
2021-02-22,,,,,,,,,,,,,,,,,,,,5.85
2021-02-23,,,,,,,,,,,,,,,,,,,,5.9
2021-02-24,,,,,,,,,,,,,,,,,,,,5.8
2021-02-25,,,,,,,,,,,,,,,,,,,,5.75
2021-02-26,,,,,,,,,,,,,,,,,,,,5.9
2021-03-01,,,,,,,,,,,,,,,,,,,,6.05
2021-03-02,,,,,,,,,,,,,,,,,,,,6.2
2021-03-03,,,,,,,,,,,,,,,,,,,,5.95
2021-03-04,,,,,,,,,,,,,,,,,,,,5.8
2021-03-05,,,,,,,,,,,,,,,,,,,,5.8
2021-03-08,,,,,,,,,,,,,,,,,,,,5.7
2021-03-09,,,,,,,,,,,,,,,,,,,,5.65
2021-03-10,,,,,,,,,,,,,,,,,,,,5.6
2021-03-11,,,,,,,,,,,,,,,,,,,,5.75
2021-03-12,,,,,,,,,,,,,,,,,,,,5.7
2021-03-15,,,,,,,,,,,,,,,,,,,,5.7
2021-03-16,,,,,,,,,,,,,,,,,,,,5.7
2021-03-17,,,,,,,,,,,,,,,,,,,,5.55
2021-03-18,,,,,,,,,,,,,,,,,,,,5.7
2021-03-19,,,,,,,,,,,,,,,,,,,,5.7
2021-03-22,,,,,,,,,,,,,,,,,,,,5.7
2021-03-23,,,,,,,,,,,,,,,,,,,,5.7
2021-03-24,,,,,,,,,,,,,,,,,,,,5.8
2021-03-25,,,,,,,,,,,,,,,,,,,,5.7
2021-03-26,,,,,,,,,,,,,,,,,,,,5.8
2021-03-29,,,,,,,,,,,,,,,,,,,,5.7
2021-03-30,,,,,,,,,,,,,,,,,,,,5.75
2021-03-31,,,,,,,,,,,,,,,,,,,,5.75
2021-04-01,,,,,,,,,,,,,,,,,,,,5.8
2021-04-06,,,,,,,,,,,,,,,,,,,,5.75
2021-04-07,,,,,,,,,,,,,,,,,,,,5.7
2021-04-08,,,,,,,,,,,,,,,,,,,,5.7
2021-04-09,,,,,,,,,,,,,,,,,,,,5.8
2021-04-12,,,,,,,,,,,,,,,,,,,,5.5
2021-04-13,,,,,,,,,,,,,,,,,,,,5.45
2021-04-14,,,,,,,,,,,,,,,,,,,,5.45
2021-04-15,,,,,,,,,,,,,,,,,,,,5.45
2021-04-16,,,,,,,,,,,,,,,,,,,,5.4
2021-04-19,,,,,,,,,,,,,,,,,,,,5.4
2021-04-20,,,,,,,,,,,,,,,,,,,,5.2
2021-04-21,,,,,,,,,,,,,,,,,,,,5.1
2021-04-22,,,,,,,,,,,,,,,,,,,,4.94
2021-04-23,,,,,,,,,,,,,,,,,,,,4.98
2021-04-26,,,,,,,,,,,,,,,,,,,,4.98
2021-04-27,,,,,,,,,,,,,,,,,,,,5.0
2021-04-28,,,,,,,,,,,,,,,,,,,,5.2
2021-04-29,,,,,,,,,,,,,,,,,,,,5.25
2021-04-30,,,,,,,,,,,,,,,,,,,,5.25
2021-05-03,,,,,,,,,,,,,,,,,,,,5.2
2021-05-04,,,,,,,,,,,,,,,,,,,,5.05
2021-05-05,,,,,,,,,,,,,,,,,,,,5.05
2021-05-06,,,,,,,,,,,,,,,,,,,,5.15
2021-05-07,,,,,,,,,,,,,,,,,,,,5.15
2021-05-10,,,,,,,,,,,,,,,,,,,,5.15
2021-05-11,,,,,,,,,,,,,,,,,,,,5.15
2021-05-12,,,,,,,,,,,,,,,,,,,,5.1
2021-05-13,,,,,,,,,,,,,,,,,,,,5.1
2021-05-14,,,,,,,,,,,,,,,,,,,,4.9
2021-05-17,,,,,,,,,,,,,,,,,,,,4.94
2021-05-18,,,,,,,,,,,,,,,,,,,,4.94
2021-05-19,,,,,,,,,,,,,,,,,,,,4.76
2021-05-20,,,,,,,,,,,,,,,,,,,,4.76
2021-05-21,,,,,,,,,,,,,,,,,,,,4.9
2021-05-24,,,,,,,,,,,,,,,,,,,,4.8
2021-05-25,,,,,,,,,,,,,,,,,,,,4.76
2021-05-26,,,,,,,,,,,,,,,,,,,,4.72
2021-05-27,,,,,,,,,,,,,,,,,,,,4.96
2021-05-28,,,,,,,,,,,,,,,,,,,,5.25
2021-05-31,,,,,,,,,,,,,,,,,,,,5.45
2021-06-01,,,,,,,,,,,,,,,,,,,,5.3
2021-06-02,,,,,,,,,,,,,,,,,,,,5.3
2021-06-03,,,,,,,,,,,,,,,,,,,,5.25
2021-06-04,,,,,,,,,,,,,,,,,,,,5.2
2021-06-07,,,,,,,,,,,,,,,,,,,,5.1
2021-06-08,,,,,,,,,,,,,,,,,,,,5.0
2021-06-09,,,,,,,,,,,,,,,,,,,,5.35
2021-06-10,,,,,,,,,,,,,,,,,,,,5.1
2021-06-11,,,,,,,,,,,,,,,,,,,,5.3
2021-06-14,,,,,,,,,,,,,,,,,,,,5.45
2021-06-15,,,,,,,,,,,,,,,,,,,,5.3
2021-06-16,,,,,,,,,,,,,,,,,,,,5.3
2021-06-17,,,,,,,,,,,,,,,,,,,,5.25
2021-06-18,,,,,,,,,,,,,,,,,,,,5.25
2021-06-21,,,,,,,,,,,,,,,,,,,,5.55
2021-06-22,,,,,,,,,,,,,,,,,,,,5.4
2021-06-23,,,,,,,,,,,,,,,,,,,,5.25
2021-06-24,,,,,,,,,,,,,,,,,,,,5.3
2021-06-25,,,,,,,,,,,,,,,,,,,,5.25
2021-06-28,,,,,,,,,,,,,,,,,,,,5.3
2021-06-29,,,,,,,,,,,,,,,,,,,,5.35
2021-06-30,,,,,,,,,,,,,,,,,,,,5.45
2021-07-01,,,,,,,,,,,,,,,,,,,,5.65
2021-07-02,,,,,,,,,,,,,,,,,,,,5.65
2021-07-05,,,,,,,,,,,,,,,,,,,,5.9
2021-07-06,,,,,,,,,,,,,,,,,,,,5.9
2021-07-07,,,,,,,,,,,,,,,,,,,,6.3
2021-07-08,,,,,,,,,,,,,,,,,,,,5.9
2021-07-09,,,,,,,,,,,,,,,,,,,,6.1
2021-07-12,,,,,,,,,,,,,,,,,,,,6.0
2021-07-13,,,,,,,,,,,,,,,,,,,,5.95
2021-07-14,,,,,,,,,,,,,,,,,,,,5.95
2021-07-15,,,,,,,,,,,,,,,,,,,,5.8
2021-07-16,,,,,,,,,,,,,,,,,,,,5.8
2021-07-19,,,,,,,,,,,,,,,,,,,,5.85
2021-07-20,,,,,,,,,,,,,,,,,,,,5.8
2021-07-21,,,,,,,,,,,,,,,,,,,,5.7
2021-07-22,,,,,,,,,,,,,,,,,,,,5.8
2021-07-23,,,,,,,,,,,,,,,,,,,,5.7
2021-07-26,,,,,,,,,,,,,,,,,,,,5.85
2021-07-27,,,,,,,,,,,,,,,,,,,,5.85
2021-07-28,,,,,,,,,,,,,,,,,,,,6.3
2021-07-29,,,,,,,,,,,,,,,,,,,,5.85
2021-07-30,,,,,,,,,,,,,,,,,,,,5.85
2021-08-02,,,,,,,,,,,,,,,,,,,,5.75
2021-08-03,,,,,,,,,,,,,,,,,,,,5.8
2021-08-04,,,,,,,,,,,,,,,,,,,,5.85
2021-08-05,,,,,,,,,,,,,,,,,,,,5.8
2021-08-06,,,,,,,,,,,,,,,,,,,,6.0
2021-08-09,,,,,,,,,,,,,,,,,,,,5.7
2021-08-10,,,,,,,,,,,,,,,,,,,,5.85
2021-08-11,,,,,,,,,,,,,,,,,,,,5.75
2021-08-12,,,,,,,,,,,,,,,,,,,,5.95
2021-08-13,,,,,,,,,,,,,,,,,,,,5.85
2021-08-16,,,,,,,,,,,,,,,,,,,,5.9
2021-08-17,,,,,,,,,,,,,,,,,,,,6.0
2021-08-18,,,,,,,,,,,,,,,,,,,,6.0
2021-08-19,,,,,,,,,,,,,,,,,,,,6.05
2021-08-20,,,,,,,,,,,,,,,,,,,,6.05
2021-08-23,,,,,,,,,,,,,,,,,,,,5.85
2021-08-24,,,,,,,,,,,,,,,,,,,,5.7
2021-08-25,,,,,,,,,,,,,,,,,,,,5.8
2021-08-26,,,,,,,,,,,,,,,,,,,,5.95
2021-08-27,,,,,,,,,,,,,,,,,,,,5.95
2021-08-30,,,,,,,,,,,,,,,,,,,,6.0
2021-08-31,,,,,,,,,,,,,,,,,,,,5.7
2021-09-01,,,,,,,,,,,,,,,,,,,,5.8
2021-09-02,,,,,,,,,,,,,,,,,,,,5.8
2021-09-03,,,,,,,,,,,,,,,,,,,,5.85
2021-09-06,,,,,,,,,,,,,,,,,,,,6.0
2021-09-07,,,,,,,,,,,,,,,,,,,,5.95
2021-09-08,,,,,,,,,,,,,,,,,,,,5.9
2021-09-09,,,,,,,,,,,,,,,,,,,,6.0
2021-09-10,,,,,,,,,,,,,,,,,,,,5.95
2021-09-13,,,,,,,,,,,,,,,,,,,,5.9
2021-09-14,,,,,,,,,,,,,,,,,,,,5.95
2021-09-15,,,,,,,,,,,,,,,,,,,,5.9
2021-09-16,,,,,,,,,,,,,,,,,,,,5.85
2021-09-17,,,,,,,,,,,,,,,,,,,,6.0
2021-09-20,,,,,,,,,,,,,,,,,,,,5.9
2021-09-21,,,,,,,,,,,,,,,,,,,,5.7
2021-09-22,,,,,,,,,,,,,,,,,,,,5.6
2021-09-23,,,,,,,,,,,,,,,,,,,,5.6
2021-09-24,,,,,,,,,,,,,,,,,,,,5.65
2021-09-27,,,,,,,,,,,,,,,,,,,,5.65
2021-09-28,,,,,,,,,,,,,,,,,,,,5.8
2021-09-29,,,,,,,,,,,,,,,,,,,,5.8
2021-09-30,,,,,,,,,,,,,,,,,,,,5.7
2021-10-01,,,,,,,,,,,,,,,,,,,,5.7
2021-10-04,,,,,,,,,,,,,,,,,,,,5.75
2021-10-05,,,,,,,,,,,,,,,,,,,,5.75
2021-10-06,,,,,,,,,,,,,,,,,,,,5.55
2021-10-07,,,,,,,,,,,,,,,,,,,,5.6
2021-10-08,,,,,,,,,,,,,,,,,,,,5.8
2021-10-11,,,,,,,,,,,,,,,,,,,,5.8
2021-10-12,,,,,,,,,,,,,,,,,,,,5.95
2021-10-13,,,,,,,,,,,,,,,,,,,,5.7
2021-10-14,,,,,,,,,,,,,,,,,,,,5.9
2021-10-15,,,,,,,,,,,,,,,,,,,,5.95
2021-10-18,,,,,,,,,,,,,,,,,,,,5.85
2021-10-19,,,,,,,,,,,,,,,,,,,,5.75
2021-10-20,,,,,,,,,,,,,,,,,,,,5.8
2021-10-21,,,,,,,,,,,,,,,,,,,,5.8
2021-10-22,,,,,,,,,,,,,,,,,,,,5.8
2021-10-25,,,,,,,,,,,,,,,,,,,,5.7
2021-10-26,,,,,,,,,,,,,,,,,,,,5.7
2021-10-27,,,,,,,,,,,,,,,,,,,,5.7
2021-10-28,,,,,,,,,,,,,,,,,,,,5.8
2021-10-29,,,,,,,,,,,,,,,,,,,,5.85
2021-11-01,,,,,,,,,,,,,,,,,,,,5.9
2021-11-02,,,,,,,,,,,,,,,,,,,,5.45
2021-11-03,,,,,,,,,,,,,,,,,,,,5.7
2021-11-04,,,,,,,,,,,,,,,,,,,,5.7
2021-11-05,,,,,,,,,,,,,,,,,,,,5.7
2021-11-08,,,,,,,,,,,,,,,,,,,,5.7
2021-11-09,,,,,,,,,,,,,,,,,,,,5.7
2021-11-10,,,,,,,,,,,,,,,,,,,,5.7
2021-11-11,,,,,,,,,,,,,,,,,,,,5.65
2021-11-12,,,,,,,,,,,,,,,,,,,,5.8
2021-11-15,,,,,,,,,,,,,,,,,,,,5.6
2021-11-16,,,,,,,,,,,,,,,,,,,,5.55
2021-11-17,,,,,,,,,,,,,,,,,,,,5.55
2021-11-18,,,,,,,,,,,,,,,,,,,,5.6
2021-11-19,,,,,,,,,,,,,,,,,,,,5.75
2021-11-22,,,,,,,,,,,,,,,,,,,,5.65
2021-11-23,,,,,,,,,,,,,,,,,,,,5.6
2021-11-24,,,,,,,,,,,,,,,,,,,,5.5
2021-11-25,,,,,,,,,,,,,,,,,,,,5.5
2021-11-26,,,,,,,,,,,,,,,,,,,,5.4
2021-11-29,,,,,,,,,,,,,,,,,,,,5.75
2021-11-30,,,,,,,,,,,,,,,,,,,,5.5
2021-12-01,,,,,,,,,,,,,,,,,,,,5.45
2021-12-02,,,,,,,,,,,,,,,,,,,,5.4
2021-12-03,,,,,,,,,,,,,,,,,,,,5.05
2021-12-06,,,,,,,,,,,,,,,,,,,,5.15
2021-12-07,,,,,,,,,,,,,,,,,,,,5.35
2021-12-08,,,,,,,,,,,,,,,,,,,,5.35
2021-12-09,,,,,,,,,,,,,,,,,,,,5.4
2021-12-10,,,,,,,,,,,,,,,,,,,,5.5
2021-12-13,,,,,,,,,,,,,,,,,,,,5.8
2021-12-14,,,,,,,,,,,,,,,,,,,,5.75
2021-12-15,,,,,,,,,,,,,,,,,,,,6.1
2021-12-16,,,,,,,,,,,,,,,,,,,,6.6
2021-12-17,,,,,,,,,,,,,,,,,,,,6.6
2021-12-20,,,,,,,,,,,,,,,,,,,,6.9
2021-12-21,,,,,,,,,,,,,,,,,,,,6.7
2021-12-22,,,,,,,,,,,,,,,,,,,,7.4
2021-12-23,,,,,,,,,,,,,,,,,,,,7.6
2021-12-24,,,,,,,,,,,,,,,,,,,,7.95
2021-12-27,,,,,,,,,,,,,,,,,,,,7.9
2021-12-28,,,,,,,,,,,,,,,,,,,,7.75
2021-12-29,,,,,,,,,,,,,,,,,,,,7.15
2021-12-30,,,,,,,,,,,,,,,,,,,,6.7
2021-12-31,,,,,,,,,,,,,,,,,,,,7.15
2022-01-03,,,,,,,,,,,,,,,,,,,,7.6
2022-01-04,,,,,,,,,,,,,,,,,,,,8.0
2022-01-05,,,,,,,,,,,,,,,,,,,,8.2
2022-01-06,,,,,,,,,,,,,,,,,,,,8.2
2022-01-07,,,,,,,,,,,,,,,,,,,,8.25
2022-01-10,,,,,,,,,,,,,,,,,,,,7.8
2022-01-11,,,,,,,,,,,,,,,,,,,,7.45
2022-01-12,,,,,,,,,,,,,,,,,,,,8.0
2022-01-13,,,,,,,,,,,,,,,,,,,,7.8
2022-01-14,,,,,,,,,,,,,,,,,,,,7.65
2022-01-17,,,,,,,,,,,,,,,,,,,,7.65
2022-01-18,,,,,,,,,,,,,,,,,,,,7.5
2022-01-19,,,,,,,,,,,,,,,,,,,,7.55
2022-01-20,,,,,,,,,,,,,,,,,,,,7.55
2022-01-21,,,,,,,,,,,,,,,,,,,,7.35
2022-01-24,,,,,,,,,,,,,,,,,,,,6.85
2022-01-25,,,,,,,,,,,,,,,,,,,,7.2
2022-01-26,,,,,,,,,,,,,,,,,,,,7.45
2022-01-27,,,,,,,,,,,,,,,,,,,,7.4
2022-01-28,,,,,,,,,,,,,,,,,,,,7.5
2022-01-31,,,,,,,,,,,,,,,,,,,,7.4
2022-02-01,,,,,,,,,,,,,,,,,,,,7.45
2022-02-02,,,,,,,,,,,,,,,,,,,,7.6
2022-02-03,,,,,,,,,,,,,,,,,,,,7.45
2022-02-04,,,,,,,,,,,,,,,,,,,,7.2
2022-02-07,,,,,,,,,,,,,,,,,,,,7.3
2022-02-08,,,,,,,,,,,,,,,,,,,,7.8
2022-02-09,,,,,,,,,,,,,,,,,,,,7.55
2022-02-10,,,,,,,,,,,,,,,,,,,,7.6
2022-02-11,,,,,,,,,,,,,,,,,,,,7.65
2022-02-14,,,,,,,,,,,,,,,,,,,,7.6
2022-02-15,,,,,,,,,,,,,,,,,,,,7.4
2022-02-16,,,,,,,,,,,,,,,,,,,,7.4
2022-02-17,,,,,,,,,,,,,,,,,,,,7.9
2022-02-18,,,,,,,,,,,,,,,,,,,,7.4
2022-02-21,,,,,,,,,,,,,,,,,,,,7.4
2022-02-22,,,,,,,,,,,,,,,,,,,,8.05
2022-02-23,,,,,,,,,,,,,,,,,,,,7.8
2022-02-24,,,,,,,,,,,,,,,,,,,,7.3
2022-02-25,,,,,,,,,,,,,,,,,,,,7.45
2022-02-28,,,,,,,,,,,,,,,,,,,,7.8
2022-03-01,,,,,,,,,,,,,,,,,,,,7.6
2022-03-02,,,,,,,,,,,,,,,,,,,,7.55
2022-03-03,,,,,,,,,,,,,,,,,,,,7.65
2022-03-04,,,,,,,,,,,,,,,,,,,,7.5
2022-03-07,,,,,,,,,,,,,,,,,,,,7.25
2022-03-08,,,,,,,,,,,,,,,,,,,,7.4
2022-03-09,,,,,,,,,,,,,,,,,,,,7.6
2022-03-10,,,,,,,,,,,,,,,,,,,,7.7
2022-03-11,,,,,,,,,,,,,,,,,,,,7.9
2022-03-14,,,,,,,,,,,,,,,,,,,,7.95
2022-03-15,,,,,,,,,,,,,,,,,,,,7.8
2022-03-16,,,,,,,,,,,,,,,,,,,,7.8
2022-03-17,,,,,,,,,,,,,,,,,,,,8.0
2022-03-18,,,,,,,,,,,,,,,,,,,,7.8
2022-03-21,,,,,,,,,,,,,,,,,,,,7.85
2022-03-22,,,,,,,,,,,,,,,,,,,,7.8
2022-03-23,,,,,,,,,,,,,,,,,,,,7.95
2022-03-24,,,,,,,,,,,,,,,,,,,,7.75
2022-03-25,,,,,,,,,,,,,,,,,,,,7.8
2022-03-28,,,,,,,,,,,,,,,,,,,,7.8
2022-03-29,,,,,,,,,,,,,,,,,,,,7.8
2022-03-30,,,,,,,,,,,,,,,,,,,,7.8
2022-03-31,,,,,,,,,,,,,,,,,,,,7.7
2022-04-01,,,,,,,,,,,,,,,,,,,,7.6
2022-04-04,,,,,,,,,,,,,,,,,,,,7.6
2022-04-05,,,,,,,,,,,,,,,,,,,,7.56
2022-04-06,,,,,,,,,,,,,,,,,,,,7.5
2022-04-07,,,,,,,,,,,,,,,,,,,,7.58
2022-04-08,,,,,,,,,,,,,,,,,,,,8.08
2022-04-11,,,,,,,,,,,,,,,,,,,,8.2
2022-04-12,,,,,,,,,,,,,,,,,,,,8.04
2022-04-13,,,,,,,,,,,,,,,,,,,,8.24
2022-04-14,,,,,,,,,,,,,,,,,,,,8.56
2022-04-19,,,,,,,,,,,,,,,,,,,,8.12
2022-04-20,,,,,,,,,,,,,,,,,,,,8.0
2022-04-21,,,,,,,,,,,,,,,,,,,,8.26
2022-04-22,,,,,,,,,,,,,,,,,,,,8.12
2022-04-25,,,,,,,,,,,,,,,,,,,,8.2
2022-04-26,,,,,,,,,,,,,,,,,,,,8.28
2022-04-27,,,,,,,,,,,,,,,,,,,,8.06
2022-04-28,,,,,,,,,,,,,,,,,,,,8.22
2022-04-29,,,,,,,,,,,,,,,,,,,,8.3
2022-05-02,,,,,,,,,,,,,,,,,,,,8.2
2022-05-03,,,,,,,,,,,,,,,,,,,,8.56
2022-05-04,,,,,,,,,,,,,,,,,,,,8.7
2022-05-05,,,,,,,,,,,,,,,,,,,,9.12
2022-05-06,,,,,,,,,,,,,,,,,,,,8.86
2022-05-09,,,,,,,,,,,,,,,,,,,,8.4
2022-05-10,,,,,,,,,,,,,,,,,,,,8.4
2022-05-11,,,,,,,,,,,,,,,,,,,,8.4
2022-05-12,,,,,,,,,,,,,,,,,,,,8.38
2022-05-13,,,,,,,,,,,,,,,,,,,,8.38
2022-05-16,,,,,,,,,,,,,,,,,,,,8.2
2022-05-17,,,,,,,,,,,,,,,,,,,,8.5
2022-05-18,,,,,,,,,,,,,,,,,,,,8.5
2022-05-19,,,,,,,,,,,,,,,,,,,,8.5
2022-05-20,,,,,,,,,,,,,,,,,,,,8.52
2022-05-23,,,,,,,,,,,,,,,,,,,,8.52
2022-05-24,,,,,,,,,,,,,,,,,,,,8.5
2022-05-25,,,,,,,,,,,,,,,,,,,,8.8
2022-05-26,,,,,,,,,,,,,,,,,,,,8.56
2022-05-27,,,,,,,,,,,,,,,,,,,,8.5
2022-05-30,,,,,,,,,,,,,,,,,,,,8.6
2022-05-31,,,,,,,,,,,,,,,,,,,,8.64
2022-06-01,,,,,,,,,,,,,,,,,,,,8.76
2022-06-02,,,,,,,,,,,,,,,,,,,,8.94
2022-06-03,,,,,,,,,,,,,,,,,,,,9.0
2022-06-06,,,,,,,,,,,,,,,,,,,,8.98
2022-06-07,,,,,,,,,,,,,,,,,,,,9.08
2022-06-08,,,,,,,,,,,,,,,,,,,,9.0
2022-06-09,,,,,,,,,,,,,,,,,,,,8.94
2022-06-10,,,,,,,,,,,,,,,,,,,,9.0
2022-06-13,,,,,,,,,,,,,,,,,,,,8.56
2022-06-14,,,,,,,,,,,,,,,,,,,,8.9
2022-06-15,,,,,,,,,,,,,,,,,,,,8.88
2022-06-16,,,,,,,,,,,,,,,,,,,,8.9
2022-06-17,,,,,,,,,,,,,,,,,,,,8.9
2022-06-20,,,,,,,,,,,,,,,,,,,,8.88
2022-06-21,,,,,,,,,,,,,,,,,,,,8.9
2022-06-22,,,,,,,,,,,,,,,,,,,,8.9
2022-06-23,,,,,,,,,,,,,,,,,,,,8.9
2022-06-24,,,,,,,,,,,,,,,,,,,,8.9
2022-06-27,,,,,,,,,,,,,,,,,,,,9.14
2022-06-28,,,,,,,,,,,,,,,,,,,,8.98
2022-06-29,,,,,,,,,,,,,,,,,,,,8.92
2022-06-30,,,,,,,,,,,,,,,,,,,,9.18
2022-07-01,,,,,,,,,,,,,,,,,,,,9.6
2022-07-04,,,,,,,,,,,,,,,,,,,,9.78
2022-07-05,,,,,,,,,,,,,,,,,,,,9.36
2022-07-06,,,,,,,,,,,,,,,,,,,,9.26
2022-07-07,,,,,,,,,,,,,,,,,,,,9.12
2022-07-08,,,,,,,,,,,,,,,,,,,,9.2
2022-07-11,,,,,,,,,,,,,,,,,,,,9.14
2022-07-12,,,,,,,,,,,,,,,,,,,,9.22
2022-07-13,,,,,,,,,,,,,,,,,,,,9.48
2022-07-14,,,,,,,,,,,,,,,,,,,,9.5
2022-07-15,,,,,,,,,,,,,,,,,,,,9.2
2022-07-18,,,,,,,,,,,,,,,,,,,,9.4
2022-07-19,,,,,,,,,,,,,,,,,,,,9.44
2022-07-20,,,,,,,,,,,,,,,,,,,,9.52
2022-07-21,,,,,,,,,,,,,,,,,,,,9.78
2022-07-22,,,,,,,,,,,,,,,,,,,,9.78
2022-07-25,,,,,,,,,,,,,,,,,,,,9.42
2022-07-26,,,,,,,,,,,,,,,,,,,,9.44
2022-07-27,,,,,,,,,,,,,,,,,,,,9.44
2022-07-28,,,,,,,,,,,,,,,,,,,,9.42
2022-07-29,,,,,,,,,,,,,,,,,,,,9.4
2022-08-01,,,,,,,,,,,,,,,,,,,,9.38
