,C5E FP Equity_DX_SI_QTY,C5E FP Equity_DX_SHORT_INTEREST_VALUE,C5E FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,C5E FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,C5E FP Equity_DX_SI_MV,C5E FP Equity_DX_DSS,C5E FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,C5E FP Equity_DX_SUPPLY_SI_QTY,C5E FP Equity_DX_BROKER_SI_QTY,C5E FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,C5E FP Equity_DX_BROKER_SI_MV_NEW_x,C5E FP Equity_DX_SUPPLY_SI_QTY_NEW_x,C5E FP Equity_DX_SUPPLY_SI_QTY_INC_x,C5E FP Equity_DX_BROKER_SI_MV_INC_x,C5E FP Equity_DX_SUPPLY_SI_MV_NEW,C5E FP Equity_DX_BROKER_SI_QTY_ADD,C5E FP Equity_DX_BROKER_SI_QTY_NEW,C5E FP Equity_DX_SUPPLY_SI_MV_DEC,C5E FP Equity_DX_BROKER_SI_QTY_INC,C5E FP Equity_DX_SUPPLY_SI_QTY_DEC,C5E FP Equity_DX_BROKER_SI_MV_NEW_y,C5E FP Equity_DX_SUPPLY_SI_QTY_NEW_y,C5E FP Equity_DX_BROKER_SI_MV_INC_y,C5E FP Equity_DX_SUPPLY_SI_QTY_INC_y,C5E FP Equity_DX_BROKER_SI_MV_ADD,C5E FP Equity_DX_SUPPLY_SI_QTY_ADD,C5E FP Equity_DX_BROKER_SI_QTY_DEC,C5E FP Equity_DX_SUPPLY_SI_MV,C5E FP Equity_DX_BROKER_SI_MV_DEC,C5E FP Equity_DX_SUPPLY_SI_MV_RMV,C5E FP Equity_DX_BROKER_SI_MV_RMV,C5E FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,C5E FP Equity_DX_UTILIZATION_QUANTITY,C5E FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,C5E FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,C5E FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,C5E FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,C5E FP Equity_DX_ACTIVE_UTILIZATION_MV,C5E FP Equity_DX_BROKER_SI_MARKET_SHARE_2,C5E FP Equity_DX_BROKER_SI_CON_RATIO,C5E FP Equity_DX_BROKER_SI_MARKET_SHARE_1,C5E FP Equity_DX_DEMAND_SUPPLY_RATIO,C5E FP Equity_PX_LAST
2019-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.99
2019-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.08
2019-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.68
2019-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.72
2019-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.39
2019-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.24
2019-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.94
2019-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.7
2019-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.92
2019-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.02
2019-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.85
2019-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.72
2019-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.83
2019-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.92
2019-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.64
2019-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.51
2019-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.03
2019-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.51
2019-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.59
2019-07-30,12200.0,898896.0,0.14,0.41,0.9,,898896.0,6100.0,12200.0,449448.0,,,,,,12200.0,,,,,,,,,0.9,6100.0,,0.46,,,,100.0,50.0,0.0,0.0,,0.0,100.0,49.69,0.5,50.31,1.0,73.68
2019-07-31,15000.0,1105050.0,0.22,0.51,1.1,,1105050.0,7500.0,15000.0,552525.0,,,1400.0,0.19,,,,,2800.0,,,,0.19,1400.0,,,,0.55,,,,50.0,50.0,7500.0,552525.0,,0.61,47.62,50.0,0.5,50.0,1.0,73.67
2019-08-01,15000.0,1110000.0,0.4,0.51,1.11,,1110000.0,7500.0,15000.0,555000.0,,,,,,,,,,,,,,,,,,0.55,,,,50.0,50.0,7500.0,555000.0,,0.61,47.62,50.0,0.5,50.0,1.0,74.0
2019-08-02,15000.0,1081350.0,3.12,0.51,1.11,,1081350.0,7500.0,15000.0,540675.0,,,,,,,,,,,,,,,,,,0.56,,,,50.0,50.0,7500.0,540675.0,,0.61,47.62,50.0,0.5,50.0,1.0,72.09
2019-08-05,15000.0,1056900.0,3.19,0.51,1.08,,1056900.0,7500.0,15000.0,528450.0,,,,,,,,,,,,,,,,,,0.54,,,,50.0,50.0,7500.0,528450.0,,0.59,47.62,50.0,0.5,50.0,1.0,70.46
2019-08-06,15000.0,1049250.0,2.81,0.51,1.06,,1049250.0,7500.0,15000.0,524625.0,,,,,,,,,,,,,,,,,,0.53,,,,50.0,50.0,7500.0,524625.0,,0.58,47.62,50.0,0.5,50.0,1.0,69.95
2019-08-07,10000.0,700600.0,1.86,0.34,0.7,,700600.0,5000.0,10000.0,350300.0,,,,,,,,0.18,,2500.0,,,,,,,5000.0,0.35,0.36,,,100.0,50.0,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,1.0,70.06
2019-08-08,10000.0,716100.0,1.79,0.33,0.7,,716100.0,5000.0,10000.0,358050.0,,,,,,,,,,,,,,,,,,0.35,,,,100.0,50.0,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,1.0,71.61
2019-08-09,10000.0,710800.0,1.77,0.33,0.72,,710800.0,5000.0,10000.0,355400.0,,,,,,,,,,,,,,,,,,0.36,,,,100.0,50.0,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,1.0,71.08
2019-08-12,10000.0,709700.0,1.8,0.33,0.71,,709700.0,5000.0,10000.0,354850.0,,,,,,,,,,,,,,,,,,0.36,,,,100.0,50.0,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,1.0,70.97
2019-08-13,7200.0,514800.0,1.15,0.24,0.51,,514800.0,3600.0,7200.0,257400.0,,,,,,,,0.1,,1400.0,,,,,,,2800.0,0.26,0.2,,,100.0,50.0,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,1.0,71.5
2019-08-14,7200.0,507528.0,1.14,0.24,0.51,,507528.0,3600.0,7200.0,253764.0,,,,,,,,,,,,,,,,,,0.26,,,,100.0,50.0,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,1.0,70.49
2019-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.44
2019-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.24
2019-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.95
2019-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.57
2019-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.32
2019-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.97
2019-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.33
2019-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.42
2019-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.76
2019-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.8
2019-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.59
2019-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.08
2019-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.26
2019-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.1
2019-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.64
2019-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.96
2019-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.18
2019-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.91
2019-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.04
2019-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.52
2019-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.64
2019-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.66
2019-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.26
2019-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.35
2019-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.35
2019-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.95
2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.26
2019-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.98
2019-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.91
2019-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.59
2019-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.17
2019-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.48
2019-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.78
2019-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.72
2019-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.52
2019-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.63
2019-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.22
2019-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.84
2019-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.98
2019-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.45
2019-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.93
2019-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.12
2019-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.85
2019-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.33
2019-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.3
2019-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.15
2019-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.89
2019-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.33
2019-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.59
2019-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.71
2019-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.54
2019-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.55
2019-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.5
2019-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.42
2019-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.63
2019-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.22
2019-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.53
2019-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.31
2019-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.42
2019-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.75
2019-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.91
2019-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.85
2019-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.78
2019-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.23
2019-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.12
2019-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.76
2019-11-15,4400.0,342584.0,0.4,0.14,0.34,,342584.0,2200.0,4400.0,171292.0,,,,,,4400.0,,,,,,,,,0.34,2200.0,,0.17,,,,100.0,50.0,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,1.0,77.86
2019-11-18,4400.0,342980.0,0.35,0.14,0.34,,342980.0,2200.0,4400.0,171490.0,,,,,,,,,,,,,,,,,,0.17,,,,100.0,49.85,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.9971,77.95
2019-11-19,4400.0,342276.0,0.35,0.14,0.34,,342276.0,2200.0,4400.0,171138.0,,,,,,,,,,,,,,,,,,0.17,,,,100.0,49.85,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.9971,77.79
2019-11-20,4400.0,340692.0,0.36,0.14,0.34,,340692.0,2200.0,4400.0,170346.0,,,,,,,,,,,,,,,,,,0.17,,,,100.0,49.77,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.9955,77.43
2019-11-21,4400.0,340032.0,0.34,0.14,0.34,,340032.0,2200.0,4400.0,170016.0,,,,,,,,,,,,,,,,,,0.17,,,,100.0,49.77,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.9955,77.28
2019-11-22,4400.0,341352.0,0.35,0.14,0.34,,341352.0,2200.0,4400.0,170676.0,,,,,,,,,,,,,,,,,,0.17,,,,100.0,49.77,0.0,0.0,,0.0,100.0,49.9,0.5,50.1,0.9955,77.58
2019-11-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.17,,2200.0,,,,,,,4400.0,0.0,0.34,,,0.0,0.0,20.0,1566.8,,0.0,0.0,,0.0,,0.0,78.34
2019-11-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,20.0,1565.6,,0.0,0.0,,0.0,,0.0,78.28
2019-11-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,20.0,1569.8,,0.0,0.0,,0.0,,0.0,78.49
2019-11-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,20.0,1568.4,,0.0,0.0,,0.0,,0.0,78.42
2019-11-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,20.0,1561.8,,0.0,0.0,,0.0,,0.0,78.09
2019-12-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,20.0,1536.2,,0.0,0.0,,0.0,,0.0,76.81
2019-12-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,20.0,1525.6,,0.0,0.0,,0.0,,0.0,76.28
2019-12-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,20.0,1543.2,,0.0,0.0,,0.0,,0.0,77.16
2019-12-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,20.0,1539.0,,0.0,0.0,,0.0,,0.0,76.95
2019-12-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,20.0,1558.6,,0.0,0.0,,0.0,,0.0,77.93
2019-12-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,20.0,1553.6,,0.0,0.0,,0.0,,0.0,77.68
2019-12-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,20.0,1552.6,,0.0,0.0,,0.0,,0.0,77.63
2019-12-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,20.0,1555.4,,0.0,0.0,,0.0,,0.0,77.77
2019-12-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,20.0,1560.2,,0.0,0.0,,0.0,,0.0,78.01
2019-12-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,20.0,1572.8,,0.0,0.0,,0.0,,0.0,78.64
2019-12-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,20.0,1592.8,,0.0,0.0,,0.0,,0.0,79.64
2019-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.99
2019-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.1
2019-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.25
2019-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.06
2019-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.02
2019-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.13
2019-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.27
2019-12-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,25.0,1983.5,,0.0,0.0,,0.0,,0.0,79.34
2019-12-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,25.0,1984.0,,0.0,0.0,,0.0,,0.0,79.36
2020-01-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,25.0,1984.0,,0.0,0.0,,0.0,,0.0,
2020-01-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,25.0,2008.0,,0.0,0.0,,0.0,,0.0,80.32
2020-01-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,25.0,2001.0,,0.0,0.0,,0.0,,0.0,80.04
2020-01-06,5000.0,399350.0,0.42,0.15,0.42,,399350.0,0.0,5000.0,0.0,,,,,,5000.0,,,,,,,,,0.42,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,200.0,79.87
2020-01-07,5000.0,399400.0,0.47,0.15,0.42,,399400.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,200.0,79.88
2020-01-08,5000.0,400100.0,0.5,0.15,0.42,,400100.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,200.0,80.02
2020-01-09,5000.0,401550.0,0.46,0.14,0.42,,401550.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,200.0,80.31
2020-01-10,5000.0,401200.0,0.52,0.14,0.42,,401200.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,200.0,80.24
2020-01-13,7600.0,608608.0,0.67,0.22,0.63,,608608.0,1300.0,7600.0,104104.0,,,,,,2600.0,,,,,,,,,0.21,1300.0,,0.1,,,,100.0,49.52,0.0,0.0,,0.0,100.0,16.56,0.5021,66.88,2.8952,80.08
2020-01-14,7600.0,608988.0,0.68,0.22,0.63,,608988.0,1300.0,7600.0,104169.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,49.52,0.0,0.0,,0.0,100.0,16.56,0.5021,66.88,2.8952,80.13
2020-01-15,7600.0,610280.0,0.69,0.22,0.63,,610280.0,1300.0,7600.0,104390.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,49.52,0.0,0.0,,0.0,100.0,16.56,0.5021,66.88,2.8952,80.3
2020-01-16,7600.0,610888.0,0.66,0.22,0.63,,610888.0,1300.0,7600.0,104494.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,49.52,0.0,0.0,,0.0,100.0,16.56,0.5021,66.88,2.8952,80.38
2020-01-17,7600.0,617348.0,0.65,0.22,0.63,,617348.0,1300.0,7600.0,105599.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,49.52,0.0,0.0,,0.0,100.0,16.58,0.5016,66.83,2.8952,81.23
2020-01-20,7600.0,616284.0,0.77,0.22,0.63,,616284.0,1300.0,7600.0,105417.0,,,,,,,,,,,,,,,,,,0.11,,,,100.0,49.52,0.0,0.0,,0.0,100.0,16.7,0.4992,66.59,2.8952,81.09
2020-01-21,7600.0,614992.0,0.87,0.22,0.64,,614992.0,1300.0,7600.0,105196.0,,,,,,,,,,,,,,,,,,0.11,,,,100.0,49.52,0.0,0.0,,0.0,100.0,16.56,0.5021,66.88,2.8952,80.92
2020-01-22,7600.0,613472.0,0.89,0.22,0.64,,613472.0,1300.0,7600.0,104936.0,,,,,,,,,,,,,,,,,,0.11,,,,100.0,49.52,0.0,0.0,,0.0,100.0,16.56,0.5021,66.88,2.8952,80.72
2020-01-23,5000.0,401350.0,0.58,0.14,0.42,,401350.0,0.0,5000.0,0.0,,,,,,,,0.11,,1300.0,,,,,,,2600.0,0.0,0.21,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,200.0,80.27
2020-01-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,5000.0,0.0,0.42,,,0.0,0.0,25.0,2025.5,,0.0,0.0,,0.0,100.0,0.0,81.02
2020-01-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,25.0,1979.75,,0.0,0.0,,0.0,,0.0,79.19
2020-01-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,25.0,1999.75,,0.0,0.0,,0.0,,0.0,79.99
2020-01-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,25.0,2008.0,,0.0,0.0,,0.0,,0.0,80.32
2020-01-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,25.0,1989.75,,0.0,0.0,,0.0,,0.0,79.59
2020-01-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,25.0,1964.25,,0.0,0.0,,0.0,,0.0,78.57
2020-02-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,25.0,1969.0,,0.0,0.0,,0.0,,0.0,78.76
2020-02-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,25.0,2003.75,,0.0,0.0,,0.0,,0.0,80.15
2020-02-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,25.0,2029.75,,0.0,0.0,,0.0,,0.0,81.19
2020-02-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,25.0,2038.75,,0.0,0.0,,0.0,,0.0,81.55
2020-02-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,25.0,2036.75,,0.0,0.0,,0.0,,0.0,81.47
2020-02-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,25.0,2038.0,,0.0,0.0,,0.0,,0.0,81.52
2020-02-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,25.0,2050.25,,0.0,0.0,,0.0,,0.0,82.01
2020-02-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,25.0,2060.0,,0.0,0.0,,0.0,,0.0,82.4
2020-02-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,25.0,2058.0,,0.0,0.0,,0.0,,0.0,82.32
