,LOUP FP Equity_DX_SI_QTY,LOUP FP Equity_DX_SHORT_INTEREST_VALUE,LOUP FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,LOUP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,LOUP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,LOUP FP Equity_DX_SI_MV,LOUP FP Equity_DX_DSS,LOUP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,LOUP FP Equity_DX_SUPPLY_SI_QTY,LOUP FP Equity_DX_BROKER_SI_QTY,LOUP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,LOUP FP Equity_DX_BROKER_SI_MV_NEW_x,LOUP FP Equity_DX_SUPPLY_SI_QTY_NEW_x,LOUP FP Equity_DX_SUPPLY_SI_QTY_INC_x,LOUP FP Equity_DX_BROKER_SI_MV_INC_x,LOUP FP Equity_DX_SUPPLY_SI_MV_NEW,LOUP FP Equity_DX_BROKER_SI_QTY_ADD,LOUP FP Equity_DX_BROKER_SI_QTY_NEW,LOUP FP Equity_DX_SUPPLY_SI_MV_DEC,LOUP FP Equity_DX_BROKER_SI_QTY_INC,LOUP FP Equity_DX_SUPPLY_SI_QTY_DEC,LOUP FP Equity_DX_BROKER_SI_MV_NEW_y,LOUP FP Equity_DX_SUPPLY_SI_QTY_NEW_y,LOUP FP Equity_DX_BROKER_SI_MV_INC_y,LOUP FP Equity_DX_SUPPLY_SI_QTY_INC_y,LOUP FP Equity_DX_BROKER_SI_MV_ADD,LOUP FP Equity_DX_SUPPLY_SI_QTY_ADD,LOUP FP Equity_DX_BROKER_SI_QTY_DEC,LOUP FP Equity_DX_SUPPLY_SI_MV,LOUP FP Equity_DX_BROKER_SI_MV_DEC,LOUP FP Equity_DX_SUPPLY_SI_MV_RMV,LOUP FP Equity_DX_BROKER_SI_MV_RMV,LOUP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,LOUP FP Equity_DX_UTILIZATION_QUANTITY,LOUP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,LOUP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,LOUP FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,LOUP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,LOUP FP Equity_DX_ACTIVE_UTILIZATION_MV,LOUP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,LOUP FP Equity_DX_BROKER_SI_CON_RATIO,LOUP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,LOUP FP Equity_DX_DEMAND_SUPPLY_RATIO
2017-01-24,472.0,44683.15,0.02,0.6,0.0,0.05,0.0,44683.15,472.0,472.0,44683.15,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.3,0.0,0.0,,0.0,100.0,,1.0,100.0,0.013
2017-01-25,472.0,44678.49,0.02,0.63,0.0,0.05,0.0,44678.49,472.0,472.0,44678.49,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.3,0.0,0.0,,0.0,100.0,,1.0,100.0,0.013
2017-01-26,472.0,44580.65,0.02,0.86,0.0,0.05,0.0,44580.65,472.0,472.0,44580.65,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.3,0.0,0.0,,0.0,100.0,,1.0,100.0,0.013
2017-01-27,472.0,44524.73,0.02,0.89,0.0,0.05,0.0,44524.73,472.0,472.0,44524.73,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.3,0.0,0.0,,0.0,100.0,,1.0,100.0,0.013
2017-01-30,472.0,44520.07,0.02,0.9,0.0,0.05,0.0,44520.07,472.0,472.0,44520.07,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.33,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133
2017-01-31,472.0,44524.73,0.02,0.91,0.0,0.05,0.0,44524.73,472.0,472.0,44524.73,,,,,,,,,,,,,,,,,,0.04,,,,100.0,1.3,0.0,0.0,,0.0,100.0,,1.0,100.0,0.013
2017-02-01,472.0,44529.39,0.02,0.94,0.0,0.05,0.0,44529.39,472.0,472.0,44529.39,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.3,0.0,0.0,,0.0,100.0,,1.0,100.0,0.013
2017-02-02,472.0,44287.11,0.02,0.97,0.0,0.05,0.0,44287.11,472.0,472.0,44287.11,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.3,0.0,0.0,,0.0,100.0,,1.0,100.0,0.013
2017-02-03,472.0,44492.12,0.02,0.96,0.0,0.05,0.0,44492.12,472.0,472.0,44492.12,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.3,0.0,0.0,,0.0,100.0,,1.0,100.0,0.013
2017-02-06,472.0,44496.78,0.02,0.87,0.0,0.05,0.0,44496.78,472.0,472.0,44496.78,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.3,0.0,0.0,,0.0,100.0,,1.0,100.0,0.013
2017-02-07,472.0,44450.18,0.02,0.88,0.0,0.05,0.0,44450.18,472.0,472.0,44450.18,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.3,0.0,0.0,,0.0,100.0,,1.0,100.0,0.013
2017-02-08,472.0,44473.48,0.02,0.86,0.0,0.05,0.0,44473.48,472.0,472.0,44473.48,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.3,0.0,0.0,,0.0,100.0,,1.0,100.0,0.013
2017-02-09,472.0,44380.29,0.02,0.88,0.0,0.05,0.0,44380.29,472.0,472.0,44380.29,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.3,0.0,0.0,,0.0,100.0,,1.0,100.0,0.013
2017-02-10,472.0,44179.94,0.02,0.91,0.0,0.05,0.0,44179.94,472.0,472.0,44179.94,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.3,0.0,0.0,,0.0,100.0,,1.0,100.0,0.013
2017-02-13,472.0,44259.15,0.02,0.89,0.0,0.05,0.0,44259.15,472.0,472.0,44259.15,,,,,,,,,,,,,,,,,,0.04,,,,100.0,1.3,0.0,0.0,,0.0,100.0,,1.0,100.0,0.013
2017-02-14,472.0,44259.15,0.02,0.9,0.0,0.05,0.0,44259.15,472.0,472.0,44259.15,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.3,0.0,0.0,,0.0,100.0,,1.0,100.0,0.013
2017-02-15,472.0,44179.94,0.02,0.96,0.0,0.05,0.0,44179.94,472.0,472.0,44179.94,,,,,,,,,,,,,,,,,,0.04,,,,100.0,1.3,0.0,0.0,,0.0,100.0,,1.0,100.0,0.013
2017-02-16,472.0,44026.18,0.02,1.01,0.0,0.05,0.0,44026.18,472.0,472.0,44026.18,,,,,,,,,,,,,,,,,,0.04,,,,100.0,1.3,0.0,0.0,,0.0,100.0,,1.0,100.0,0.013
2017-02-17,472.0,42819.41,0.02,1.1,0.0,0.05,0.0,42819.41,472.0,472.0,42819.41,,,,,,,,,,,,,,,,,,0.04,,,,100.0,1.3,0.0,0.0,,0.0,100.0,,1.0,100.0,0.013
2017-02-20,472.0,42637.7,0.02,1.02,0.0,0.05,0.0,42637.7,472.0,472.0,42637.7,,,,,,,,,,,,,,,,,,0.04,,,,100.0,1.31,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0131
2017-02-21,472.0,42400.07,0.02,1.01,0.0,0.05,0.0,42400.07,472.0,472.0,42400.07,,,,,,,,,,,,,,,,,,0.04,,,,100.0,1.31,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0131
2017-02-22,472.0,42344.16,0.02,1.0,0.0,0.05,0.0,42344.16,472.0,472.0,42344.16,,,,,,,,,,,,,,,,,,0.04,,,,100.0,1.31,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0131
2017-02-23,1472.0,133887.25,0.05,3.05,0.01,0.14,0.0,133887.25,1472.0,1472.0,133887.25,,,,,,1000.0,,,,,,,,,0.09,1000.0,,0.13,,,,9.3,4.09,14359.0,1306037.35,,1.3,9.3,33.19,0.5565,66.81,0.0409
2017-02-24,62.0,5691.91,0.0,0.13,0.0,0.01,0.0,5691.91,62.0,62.0,5691.91,,,,,,,,0.13,,1410.0,,,,,,,1410.0,0.01,0.13,,,0.4,0.17,15297.0,1404340.46,,1.41,0.4,,1.0,100.0,0.0017
2017-02-27,62.0,5753.11,0.0,0.12,0.0,0.01,0.0,5753.11,62.0,62.0,5753.11,,,,,,,,,,,,,,,,,,0.01,,,,0.4,0.17,15297.0,1419440.9,,1.42,0.4,,1.0,100.0,0.0017
2017-02-28,62.0,5753.11,0.0,0.12,0.0,0.01,0.0,5753.11,62.0,62.0,5753.11,,,,,,,,,,,,,,,,,,0.01,,,,0.4,0.17,15297.0,1419440.9,,1.44,0.4,,1.0,100.0,0.0017
2017-03-01,62.0,5753.11,0.0,0.12,0.0,0.01,0.0,5753.11,62.0,62.0,5753.11,,,,,,,,,,,,,,,,,,0.01,,,,0.4,0.17,15297.0,1419440.9,,1.45,0.4,,1.0,100.0,0.0017
2017-03-02,62.0,5740.87,0.0,0.12,0.0,0.01,0.0,5740.87,62.0,62.0,5740.87,,,,,,,,,,,,,,,,,,0.01,,,,0.4,0.17,15297.0,1416420.81,,1.44,0.4,,1.0,100.0,0.0017
2017-03-03,62.0,5743.93,0.0,0.12,0.0,0.01,0.0,5743.93,62.0,62.0,5743.93,,,,,,,,,,,,,,,,,,0.01,,,,0.4,0.17,15297.0,1417175.83,,1.42,0.4,,1.0,100.0,0.0017
2017-03-06,62.0,5744.54,0.0,0.12,0.0,0.01,0.0,5744.54,62.0,62.0,5744.54,,,,,,,,,,,,,,,,,,0.01,,,,0.4,0.17,15297.0,1417326.84,,1.43,0.4,,1.0,100.0,0.0017
2017-03-07,62.0,5734.75,0.0,0.12,0.0,0.01,0.0,5734.75,62.0,62.0,5734.75,,,,,,,,,,,,,,,,,,0.01,,,,0.4,0.17,15297.0,1414910.77,,1.44,0.4,,1.0,100.0,0.0017
2017-03-08,62.0,5734.14,0.0,0.12,0.0,0.01,0.0,5734.14,62.0,62.0,5734.14,,,,,,,,,,,,,,,,,,0.01,,,,0.4,0.17,15297.0,1414759.76,,1.44,0.4,,1.0,100.0,0.0017
2017-03-09,62.0,5731.69,0.0,0.12,0.0,0.01,0.0,5731.69,62.0,62.0,5731.69,,,,,,,,,,,,,,,,,,0.01,,,,0.4,0.17,15297.0,1414155.75,,1.43,0.4,,1.0,100.0,0.0017
2017-03-10,62.0,5732.3,0.0,0.12,0.0,0.01,0.0,5732.3,62.0,62.0,5732.3,,,,,,,,,,,,,,,,,,0.01,,,,0.4,0.17,15297.0,1414306.75,,1.42,0.4,,1.0,100.0,0.0017
2017-03-13,62.0,5745.15,0.0,0.12,0.0,0.01,0.0,5745.15,62.0,62.0,5745.15,,,,,,,,,,,,,,,,,,0.01,,,,0.4,0.17,15297.0,1417477.84,,1.43,0.4,,1.0,100.0,0.0017
2017-03-14,62.0,5745.15,0.0,0.12,0.0,0.01,0.0,5745.15,62.0,62.0,5745.15,,,,,,,,,,,,,,,,,,0.01,,,,0.4,0.17,15297.0,1417477.84,,1.44,0.4,,1.0,100.0,0.0017
2017-03-15,62.0,5745.77,0.0,0.12,0.0,0.01,0.0,5745.77,62.0,62.0,5745.77,,,,,,,,,,,,,,,,,,0.01,,,,0.4,0.17,15297.0,1417628.85,,1.42,0.4,,1.0,100.0,0.0017
2017-03-16,62.0,5746.38,0.0,0.12,0.0,0.01,0.0,5746.38,62.0,62.0,5746.38,,,,,,,,,,,,,,,,,,0.01,,,,0.4,0.17,15297.0,1417779.85,,1.42,0.4,,1.0,100.0,0.0017
2017-03-17,62.0,5739.65,0.0,0.12,0.0,0.01,0.0,5739.65,62.0,62.0,5739.65,,,,,,,,,,,,,,,,,,0.01,,,,0.4,0.17,15297.0,1416118.8,,1.44,0.4,,1.0,100.0,0.0017
2017-03-20,62.0,5737.81,0.0,0.13,0.0,0.01,0.0,5737.81,62.0,62.0,5737.81,,,,,,,,,,,,,,,,,,0.01,,,,0.4,0.17,15297.0,1415665.79,,1.43,0.4,,1.0,100.0,0.0017
2017-03-21,62.0,5737.2,0.0,0.12,0.0,0.01,0.0,5737.2,62.0,62.0,5737.2,,,,,,,,,,,,,,,,,,0.01,,,,0.4,0.18,15297.0,1415514.78,,1.43,0.4,,1.0,100.0,0.0018
2017-03-22,62.0,5737.81,0.0,0.09,0.0,0.01,0.0,5737.81,62.0,62.0,5737.81,,,,,,,,,,,,,,,,,,0.01,,,,0.4,0.18,15297.0,1415665.79,,1.44,0.4,,1.0,100.0,0.0018
2017-03-23,62.0,5737.2,0.0,0.09,0.0,0.01,0.0,5737.2,62.0,62.0,5737.2,,,,,,,,,,,,,,,,,,0.01,,,,0.4,0.18,15297.0,1415514.78,,1.44,0.4,,1.0,100.0,0.0018
2017-03-24,62.0,5736.59,0.0,0.09,0.0,0.01,0.0,5736.59,62.0,62.0,5736.59,,,,,,,,,,,,,,,,,,0.01,,,,0.4,0.18,15297.0,1415363.78,,1.43,0.4,,1.0,100.0,0.0018
2017-03-27,62.0,5737.2,0.0,0.09,0.0,0.01,0.0,5737.2,62.0,62.0,5737.2,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0018
2017-03-28,62.0,5734.14,0.0,0.09,0.0,0.01,0.0,5734.14,62.0,62.0,5734.14,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.17,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0017
2017-03-29,62.0,5737.2,0.0,0.09,0.0,0.01,0.0,5737.2,62.0,62.0,5737.2,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.17,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0017
2017-03-30,62.0,5735.97,0.0,0.09,0.0,0.01,0.0,5735.97,62.0,62.0,5735.97,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.17,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0017
2017-03-31,62.0,5735.97,0.0,0.09,0.0,0.01,0.0,5735.97,62.0,62.0,5735.97,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.17,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0017
2017-04-03,62.0,5739.03,0.0,0.1,0.0,0.01,0.0,5739.03,62.0,62.0,5739.03,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.17,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0017
2017-04-04,62.0,5739.03,0.0,0.1,0.0,0.01,0.0,5739.03,62.0,62.0,5739.03,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.17,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0017
2017-04-05,62.0,5740.87,0.0,0.1,0.0,0.01,0.0,5740.87,62.0,62.0,5740.87,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0018
2017-04-06,62.0,5746.38,0.0,0.1,0.0,0.01,0.0,5746.38,62.0,62.0,5746.38,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0018
2017-04-07,62.0,5920.81,0.0,0.1,0.0,0.01,0.0,5920.81,62.0,62.0,5920.81,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0018
2017-04-10,62.0,5967.32,0.0,0.09,0.0,0.01,0.0,5967.32,62.0,62.0,5967.32,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0018
2017-04-11,62.0,5955.69,0.0,0.09,0.0,0.01,0.0,5955.69,62.0,62.0,5955.69,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0018
2017-04-12,62.0,5956.92,0.0,0.09,0.0,0.01,0.0,5956.92,62.0,62.0,5956.92,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0018
2017-04-13,62.0,5937.94,0.0,0.09,0.0,0.01,0.0,5937.94,62.0,62.0,5937.94,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0018
2017-04-14,62.0,5937.94,0.0,0.09,0.0,0.01,0.0,5937.94,62.0,62.0,5937.94,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0018
2017-04-17,62.0,5937.94,0.0,0.09,0.0,0.01,0.0,5937.94,62.0,62.0,5937.94,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0018
2017-04-18,62.0,5950.19,0.0,0.09,0.0,0.01,0.0,5950.19,62.0,62.0,5950.19,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0018
2017-04-19,62.0,5942.23,0.0,0.09,0.0,0.01,0.0,5942.23,62.0,62.0,5942.23,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0018
2017-04-20,62.0,5939.78,0.0,0.09,0.0,0.01,0.0,5939.78,62.0,62.0,5939.78,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0018
2017-04-21,62.0,5871.23,0.0,0.09,0.0,0.01,0.0,5871.23,62.0,62.0,5871.23,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0018
2017-04-24,62.0,5924.48,0.0,0.09,0.0,0.01,0.0,5924.48,62.0,62.0,5924.48,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0018
2017-04-25,62.0,5922.03,0.0,0.09,0.0,0.01,0.0,5922.03,62.0,62.0,5922.03,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0018
2017-04-26,62.0,5920.81,0.0,0.09,0.0,0.01,0.0,5920.81,62.0,62.0,5920.81,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0018
2017-04-27,62.0,5920.81,0.0,0.09,0.0,0.01,0.0,5920.81,62.0,62.0,5920.81,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0018
2017-04-28,62.0,5917.14,0.0,0.08,0.0,0.01,0.0,5917.14,62.0,62.0,5917.14,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0018
2017-05-01,62.0,5917.14,0.0,0.08,0.0,0.01,0.0,5917.14,62.0,62.0,5917.14,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0018
2017-05-02,62.0,5912.85,0.0,0.08,0.0,0.01,0.0,5912.85,62.0,62.0,5912.85,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0018
2017-05-03,62.0,5929.38,0.0,0.08,0.0,0.01,0.0,5929.38,62.0,62.0,5929.38,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0018
2017-05-04,62.0,6067.7,0.0,0.08,0.0,0.01,0.0,6067.7,62.0,62.0,6067.7,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0018
2017-05-05,62.0,6181.53,0.0,0.08,0.0,0.01,0.0,6181.53,62.0,62.0,6181.53,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0018
2017-05-08,62.0,6307.0,0.0,0.09,0.0,0.01,0.0,6307.0,62.0,62.0,6307.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0018
2017-05-09,62.0,6542.63,0.0,0.09,0.0,0.01,0.0,6542.63,62.0,62.0,6542.63,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0018
2017-05-10,62.0,6542.63,0.0,0.09,0.0,0.01,0.0,6542.63,62.0,62.0,6542.63,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0018
2017-05-11,62.0,6518.15,0.0,0.09,0.0,0.01,0.0,6518.15,62.0,62.0,6518.15,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0018
2017-05-12,62.0,6441.65,0.0,0.09,0.0,0.01,0.0,6441.65,62.0,62.0,6441.65,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0018
2017-05-15,62.0,6518.15,0.0,0.09,0.0,0.01,0.0,6518.15,62.0,62.0,6518.15,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0018
2017-05-16,62.0,6579.36,0.0,0.09,0.0,0.01,0.0,6579.36,62.0,62.0,6579.36,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0018
2017-05-17,62.0,6579.36,0.0,0.09,0.0,0.01,0.0,6579.36,62.0,62.0,6579.36,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0018
2017-05-18,62.0,6567.11,0.0,0.09,0.0,0.01,0.0,6567.11,62.0,62.0,6567.11,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0018
2017-05-19,62.0,6594.66,0.0,0.09,0.0,0.01,0.0,6594.66,62.0,62.0,6594.66,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0018
2017-05-22,62.0,6594.66,0.0,0.09,0.0,0.01,0.0,6594.66,62.0,62.0,6594.66,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0018
2017-05-23,62.0,6579.36,0.0,0.09,0.0,0.01,0.0,6579.36,62.0,62.0,6579.36,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0018
2017-05-24,62.0,6557.93,0.0,0.09,0.0,0.01,0.0,6557.93,62.0,62.0,6557.93,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0018
2017-05-25,62.0,6557.93,0.0,0.11,0.0,0.01,0.0,6557.93,62.0,62.0,6557.93,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0018
2017-05-26,62.0,6557.93,0.0,0.11,0.0,0.01,0.0,6557.93,62.0,62.0,6557.93,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0018
2017-05-29,62.0,6564.05,0.0,0.11,0.0,0.01,0.0,6564.05,62.0,62.0,6564.05,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0018
2017-05-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.01,,62.0,,,,,,,62.0,0.0,0.01,,,0.0,0.0,33851.0,3670749.58,,3.66,0.0,,0.0,,0.0
2017-05-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,33673.0,3631503.36,,3.68,0.0,,0.0,,0.0
2017-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,33461.0,3765537.36,,3.71,0.0,,0.0,,0.0
2017-06-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,31481.0,3573794.31,,3.59,0.0,,0.0,,0.0
2017-06-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,31481.0,3573794.31,,3.62,0.0,,0.0,,0.0
2017-06-06,925.0,105008.09,0.03,1.23,0.01,0.11,0.0,0.0,925.0,0.0,105008.09,,,,,,,,,,,,,,,,925.0,,0.11,,,,2.94,2.94,30556.0,3468786.22,,3.51,2.94,,1.0,100.0,0.0294
2017-06-07,925.0,104551.53,0.03,1.22,0.01,0.11,0.0,0.0,925.0,0.0,104551.53,,,,,,,,,,,,,,,,,,0.11,,,,2.94,2.94,30556.0,3453704.54,,3.51,2.94,,1.0,100.0,0.0294
2017-06-08,925.0,104551.53,0.03,0.83,0.01,0.11,0.0,0.0,925.0,0.0,104551.53,,,,,,,,,,,,,,,,,,0.11,,,,2.94,2.94,30556.0,3453704.54,,3.51,2.94,,1.0,100.0,0.0294
2017-06-09,925.0,104094.98,0.03,0.86,0.01,0.11,0.0,0.0,925.0,0.0,104094.98,,,,,,,,,,,,,,,,,,0.11,,,,2.94,2.94,30556.0,3438622.86,,3.5,2.95,,1.0,100.0,0.0294
2017-06-12,925.0,104460.22,0.03,0.85,0.01,0.11,0.0,0.0,925.0,0.0,104460.22,,,,,,,,,,,,,,,,,,0.11,,,,2.94,2.94,30556.0,3450688.21,,3.48,2.93,,1.0,100.0,0.0294
2017-06-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.11,,925.0,,,,,,,,0.0,,,,0.0,0.0,31481.0,3542717.84,,3.6,0.0,,0.0,,0.0
2017-06-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,31481.0,3542717.84,,3.59,0.0,,0.0,,0.0
2017-06-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,31481.0,3542717.84,,3.62,0.0,,0.0,,0.0
2017-06-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,31481.0,3544271.67,,3.58,0.0,,0.0,,0.0
2017-06-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,31481.0,3544271.67,,3.6,0.0,,0.0,,0.0
2017-06-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,31470.0,3546139.8,,3.6,0.0,,0.0,,0.0
2017-06-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,30813.0,3473627.8,,3.51,0.0,,0.0,,0.0
2017-06-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,30813.0,3469065.24,,3.52,0.0,,0.0,,0.0
