,BYBE FP Equity_DX_SI_QTY,BYBE FP Equity_DX_SHORT_INTEREST_VALUE,BYBE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,BYBE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,BYBE FP Equity_DX_SI_MV,BYBE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,BYBE FP Equity_DX_SUPPLY_SI_QTY,BYBE FP Equity_DX_BROKER_SI_QTY,BYBE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,BYBE FP Equity_DX_BROKER_SI_QTY_ADD,BYBE FP Equity_DX_BROKER_SI_MV_ADD,BYBE FP Equity_DX_BROKER_SI_QTY_DEC,BYBE FP Equity_DX_SUPPLY_SI_MV,BYBE FP Equity_DX_BROKER_SI_MV_DEC,BYBE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,BYBE FP Equity_DX_UTILIZATION_QUANTITY,BYBE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,BYBE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,BYBE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,BYBE FP Equity_DX_ACTIVE_UTILIZATION_MV,BYBE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,BYBE FP Equity_DX_BROKER_SI_CON_RATIO,BYBE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,BYBE FP Equity_DX_DEMAND_SUPPLY_RATIO,BYBE FP Equity_PX_LAST
2017-03-16,,,,,,,,,,,,,,,,,,,,,,,,,127.67
2017-03-17,,,,,,,,,,,,,,,,,,,,,,,,,127.46
2017-03-20,,,,,,,,,,,,,,,,,,,,,,,,,127.04
2017-03-21,,,,,,,,,,,,,,,,,,,,,,,,,124.37
2017-03-22,,,,,,,,,,,,,,,,,,,,,,,,,124.0
2017-03-23,,,,,,,,,,,,,,,,,,,,,,,,,125.38
2017-03-24,,,,,,,,,,,,,,,,,,,,,,,,,124.67
2017-03-27,,,,,,,,,,,,,,,,,,,,,,,,,123.2
2017-03-28,,,,,,,,,,,,,,,,,,,,,,,,,124.45
2017-03-29,,,,,,,,,,,,,,,,,,,,,,,,,126.02
2017-03-30,,,,,,,,,,,,,,,,,,,,,,,,,127.13
2017-03-31,,,,,,,,,,,,,,,,,,,,,,,,,127.65
2017-04-03,,,,,,,,,,,,,,,,,,,,,,,,,126.48
2017-04-04,,,,,,,,,,,,,,,,,,,,,,,,,126.5
2017-04-05,,,,,,,,,,,,,,,,,,,,,,,,,127.18
2017-04-06,,,,,,,,,,,,,,,,,,,,,,,,,126.98
2017-04-07,,,,,,,,,,,,,,,,,,,,,,,,,127.04
2017-04-10,,,,,,,,,,,,,,,,,,,,,,,,,127.55
2017-04-11,,,,,,,,,,,,,,,,,,,,,,,,,126.56
2017-04-12,,,,,,,,,,,,,,,,,,,,,,,,,126.76
2017-04-13,,,,,,,,,,,,,,,,,,,,,,,,,126.58
2017-04-18,,,,,,,,,,,,,,,,,,,,,,,,,125.1
2017-04-19,,,,,,,,,,,,,,,,,,,,,,,,,126.16
2017-04-20,,,,,,,,,,,,,,,,,,,,,,,,,125.6
2017-04-21,,,,,,,,,,,,,,,,,,,,,,,,,126.46
2017-04-24,,,,,,,,,,,,,,,,,,,,,,,,,125.47
2017-04-25,,,,,,,,,,,,,,,,,,,,,,,,,125.47
2017-04-26,,,,,,,,,,,,,,,,,,,,,,,,,127.12
2017-04-27,,,,,,,,,,,,,,,,,,,,,,,,,126.31
2017-04-28,,,,,,,,,,,,,,,,,,,,,,,,,125.16
2017-05-02,,,,,,,,,,,,,,,,,,,,,,,,,125.34
2017-05-03,,,,,,,,,,,,,,,,,,,,,,,,,125.03
2017-05-04,,,,,,,,,,,,,,,,,,,,,,,,,125.37
2017-05-05,,,,,,,,,,,,,,,,,,,,,,,,,124.94
2017-05-08,,,,,,,,,,,,,,,,,,,,,,,,,125.84
2017-05-09,,,,,,,,,,,,,,,,,,,,,,,,,126.51
2017-05-10,,,,,,,,,,,,,,,,,,,,,,,,,127.0
2017-05-11,,,,,,,,,,,,,,,,,,,,,,,,,126.14
2017-05-12,,,,,,,,,,,,,,,,,,,,,,,,,125.12
2017-05-15,,,,,,,,,,,,,,,,,,,,,,,,,125.22
2017-05-16,,,,,,,,,,,,,,,,,,,,,,,,,123.52
2017-05-17,,,,,,,,,,,,,,,,,,,,,,,,,120.97
2017-05-18,,,,,,,,,,,,,,,,,,,,,,,,,121.13
2017-05-19,,,,,,,,,,,,,,,,,,,,,,,,,121.04
2017-05-22,,,,,,,,,,,,,,,,,,,,,,,,,121.15
2017-05-23,,,,,,,,,,,,,,,,,,,,,,,,,121.11
2017-05-24,,,,,,,,,,,,,,,,,,,,,,,,,121.68
2017-05-25,,,,,,,,,,,,,,,,,,,,,,,,,122.44
2017-05-26,,,,,,,,,,,,,,,,,,,,,,,,,122.85
2017-05-29,,,,,,,,,,,,,,,,,,,,,,,,,122.77
2017-05-30,,,,,,,,,,,,,,,,,,,,,,,,,122.53
2017-05-31,,,,,,,,,,,,,,,,,,,,,,,,,121.19
2017-06-01,,,,,,,,,,,,,,,,,,,,,,,,,122.85
2017-06-02,,,,,,,,,,,,,,,,,,,,,,,,,122.92
2017-06-05,,,,,,,,,,,,,,,,,,,,,,,,,122.66
2017-06-06,,,,,,,,,,,,,,,,,,,,,,,,,121.81
2017-06-07,,,,,,,,,,,,,,,,,,,,,,,,,122.26
2017-06-08,,,,,,,,,,,,,,,,,,,,,,,,,122.89
2017-06-09,,,,,,,,,,,,,,,,,,,,,,,,,124.2
2017-06-12,,,,,,,,,,,,,,,,,,,,,,,,,123.92
2017-06-13,,,,,,,,,,,,,,,,,,,,,,,,,124.37
2017-06-14,,,,,,,,,,,,,,,,,,,,,,,,,123.33
2017-06-15,,,,,,,,,,,,,,,,,,,,,,,,,124.73
2017-06-16,,,,,,,,,,,,,,,,,,,,,,,,,123.71
2017-06-19,,,,,,,,,,,,,,,,,,,,,,,,,125.22
2017-06-20,,,,,,,,,,,,,,,,,,,,,,,,,125.39
2017-06-21,,,,,,,,,,,,,,,,,,,,,,,,,124.51
2017-06-22,,,,,,,,,,,,,,,,,,,,,,,,,124.57
2017-06-23,,,,,,,,,,,,,,,,,,,,,,,,,124.03
2017-06-26,,,,,,,,,,,,,,,,,,,,,,,,,124.31
2017-06-27,,,,,,,,,,,,,,,,,,,,,,,,,123.78
2017-06-28,,,,,,,,,,,,,,,,,,,,,,,,,123.54
2017-06-29,,,,,,,,,,,,,,,,,,,,,,,,,122.09
2017-06-30,,,,,,,,,,,,,,,,,,,,,,,,,122.28
2017-07-03,,,,,,,,,,,,,,,,,,,,,,,,,124.12
2017-07-04,,,,,,,,,,,,,,,,,,,,,,,,,123.89
2017-07-05,,,,,,,,,,,,,,,,,,,,,,,,,123.39
2017-07-06,,,,,,,,,,,,,,,,,,,,,,,,,122.31
2017-07-07,,,,,,,,,,,,,,,,,,,,,,,,,122.5
2017-07-10,,,,,,,,,,,,,,,,,,,,,,,,,122.2
2017-07-11,,,,,,,,,,,,,,,,,,,,,,,,,121.36
2017-07-12,,,,,,,,,,,,,,,,,,,,,,,,,122.65
2017-07-13,,,,,,,,,,,,,,,,,,,,,,,,,123.36
2017-07-14,,,,,,,,,,,,,,,,,,,,,,,,,122.83
2017-07-17,,,,,,,,,,,,,,,,,,,,,,,,,123.46
2017-07-18,,,,,,,,,,,,,,,,,,,,,,,,,121.64
2017-07-19,,,,,,,,,,,,,,,,,,,,,,,,,122.5
2017-07-20,,,,,,,,,,,,,,,,,,,,,,,,,121.13
2017-07-21,,,,,,,,,,,,,,,,,,,,,,,,,121.19
2017-07-24,,,,,,,,,,,,,,,,,,,,,,,,,121.38
2017-07-25,,,,,,,,,,,,,,,,,,,,,,,,,122.46
2017-07-26,,,,,,,,,,,,,,,,,,,,,,,,,122.33
2017-07-27,,,,,,,,,,,,,,,,,,,,,,,,,121.78
2017-07-28,,,,,,,,,,,,,,,,,,,,,,,,,120.44
2017-07-31,,,,,,,,,,,,,,,,,,,,,,,,,120.4
2017-08-01,,,,,,,,,,,,,,,,,,,,,,,,,120.58
2017-08-02,,,,,,,,,,,,,,,,,,,,,,,,,119.44
2017-08-03,,,,,,,,,,,,,,,,,,,,,,,,,119.21
2017-08-04,,,,,,,,,,,,,,,,,,,,,,,,,120.92
2017-08-07,,,,,,,,,,,,,,,,,,,,,,,,,120.46
2017-08-08,,,,,,,,,,,,,,,,,,,,,,,,,121.93
2017-08-09,,,,,,,,,,,,,,,,,,,,,,,,,120.45
2017-08-10,,,,,,,,,,,,,,,,,,,,,,,,,119.26
2017-08-11,,,,,,,,,,,,,,,,,,,,,,,,,118.29
2017-08-14,,,,,,,,,,,,,,,,,,,,,,,,,119.79
2017-08-15,,,,,,,,,,,,,,,,,,,,,,,,,120.07
2017-08-16,,,,,,,,,,,,,,,,,,,,,,,,,120.55
2017-08-17,,,,,,,,,,,,,,,,,,,,,,,,,119.29
2017-08-18,,,,,,,,,,,,,,,,,,,,,,,,,117.93
2017-08-21,,,,,,,,,,,,,,,,,,,,,,,,,116.71
2017-08-22,,,,,,,,,,,,,,,,,,,,,,,,,117.76
2017-08-23,,,,,,,,,,,,,,,,,,,,,,,,,117.37
2017-08-24,,,,,,,,,,,,,,,,,,,,,,,,,117.34
2017-08-25,,,,,,,,,,,,,,,,,,,,,,,,,116.95
2017-08-28,,,,,,,,,,,,,,,,,,,,,,,,,115.88
2017-08-29,,,,,,,,,,,,,,,,,,,,,,,,,114.54
2017-08-30,,,,,,,,,,,,,,,,,,,,,,,,,116.31
2017-08-31,,,,,,,,,,,,,,,,,,,,,,,,,117.18
2017-09-01,,,,,,,,,,,,,,,,,,,,,,,,,117.98
2017-09-04,,,,,,,,,,,,,,,,,,,,,,,,,117.02
2017-09-05,,,,,,,,,,,,,,,,,,,,,,,,,116.53
2017-09-06,,,,,,,,,,,,,,,,,,,,,,,,,116.13
2017-09-07,,,,,,,,,,,,,,,,,,,,,,,,,114.71
2017-09-08,,,,,,,,,,,,,,,,,,,,,,,,,115.33
2017-09-11,,,,,,,,,,,,,,,,,,,,,,,,,117.26
2017-09-12,,,,,,,,,,,,,,,,,,,,,,,,,117.88
2017-09-13,,,,,,,,,,,,,,,,,,,,,,,,,119.29
2017-09-14,,,,,,,,,,,,,,,,,,,,,,,,,119.44
2017-09-15,,,,,,,,,,,,,,,,,,,,,,,,,118.24
2017-09-18,,,,,,,,,,,,,,,,,,,,,,,,,119.06
2017-09-19,,,,,,,,,,,,,,,,,,,,,,,,,118.5
2017-09-20,,,,,,,,,,,,,,,,,,,,,,,,,118.47
2017-09-21,,,,,,,,,,,,,,,,,,,,,,,,,119.13
2017-09-22,,,,,,,,,,,,,,,,,,,,,,,,,119.0
2017-09-25,,,,,,,,,,,,,,,,,,,,,,,,,120.41
2017-09-26,,,,,,,,,,,,,,,,,,,,,,,,,121.41
2017-09-27,,,,,,,,,,,,,,,,,,,,,,,,,122.08
2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,122.06
2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,122.42
2017-10-02,,,,,,,,,,,,,,,,,,,,,,,,,123.63
2017-10-03,,,,,,,,,,,,,,,,,,,,,,,,,123.71
2017-10-04,,,,,,,,,,,,,,,,,,,,,,,,,124.06
2017-10-05,,,,,,,,,,,,,,,,,,,,,,,,,124.81
2017-10-06,,,,,,,,,,,,,,,,,,,,,,,,,124.59
2017-10-09,,,,,,,,,,,,,,,,,,,,,,,,,123.92
2017-10-10,,,,,,,,,,,,,,,,,,,,,,,,,123.24
2017-10-11,,,,,,,,,,,,,,,,,,,,,,,,,122.69
2017-10-12,,,,,,,,,,,,,,,,,,,,,,,,,122.82
2017-10-13,,,,,,,,,,,,,,,,,,,,,,,,,122.93
2017-10-16,,,,,,,,,,,,,,,,,,,,,,,,,123.33
2017-10-17,,,,,,,,,,,,,,,,,,,,,,,,,123.94
2017-10-18,,,,,,,,,,,,,,,,,,,,,,,,,124.34
2017-10-19,,,,,,,,,,,,,,,,,,,,,,,,,123.09
2017-10-20,,,,,,,,,,,,,,,,,,,,,,,,,125.29
2017-10-23,,,,,,,,,,,,,,,,,,,,,,,,,126.16
2017-10-24,,,,,,,,,,,,,,,,,,,,,,,,,125.84
2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,124.51
2017-10-26,,,,,,,,,,,,,,,,,,,,,,,,,126.65
2017-10-27,,,,,,,,,,,,,,,,,,,,,,,,,127.09
2017-10-30,,,,,,,,,,,,,,,,,,,,,,,,,126.12
2017-10-31,,,,,,,,,,,,,,,,,,,,,,,,,126.17
2017-11-01,,,,,,,,,,,,,,,,,,,,,,,,,126.44
2017-11-02,,,,,,,,,,,,,,,,,,,,,,,,,126.45
2017-11-03,,,,,,,,,,,,,,,,,,,,,,,,,126.72
2017-11-06,,,,,,,,,,,,,,,,,,,,,,,,,127.43
2017-11-07,,,,,,,,,,,,,,,,,,,,,,,,,127.36
2017-11-08,,,,,,,,,,,,,,,,,,,,,,,,,126.25
2017-11-09,,,,,,,,,,,,,,,,,,,,,,,,,125.67
2017-11-10,,,,,,,,,,,,,,,,,,,,,,,,,125.51
2017-11-13,,,,,,,,,,,,,,,,,,,,,,,,,125.14
2017-11-14,,,,,,,,,,,,,,,,,,,,,,,,,124.2
2017-11-15,,,,,,,,,,,,,,,,,,,,,,,,,124.08
2017-11-16,,,,,,,,,,,,,,,,,,,,,,,,,125.28
2017-11-17,,,,,,,,,,,,,,,,,,,,,,,,,125.45
2017-11-20,,,,,,,,,,,,,,,,,,,,,,,,,126.29
2017-11-21,,,,,,,,,,,,,,,,,,,,,,,,,126.25
2017-11-22,,,,,,,,,,,,,,,,,,,,,,,,,125.81
2017-11-23,,,,,,,,,,,,,,,,,,,,,,,,,125.2
2017-11-24,,,,,,,,,,,,,,,,,,,,,,,,,124.17
2017-11-27,,,,,,,,,,,,,,,,,,,,,,,,,124.04
2017-11-28,,,,,,,,,,,,,,,,,,,,,,,,,125.31
2017-11-29,,,,,,,,,,,,,,,,,,,,,,,,,128.41
2017-11-30,,,,,,,,,,,,,,,,,,,,,,,,,128.98
2017-12-01,,,,,,,,,,,,,,,,,,,,,,,,,126.37
2017-12-04,,,,,,,,,,,,,,,,,,,,,,,,,131.14
2017-12-05,,,,,,,,,,,,,,,,,,,,,,,,,130.63
2017-12-06,,,,,,,,,,,,,,,,,,,,,,,,,130.17
2017-12-07,,,,,,,,,,,,,,,,,,,,,,,,,130.72
2017-12-08,,,,,,,,,,,,,,,,,,,,,,,,,131.85
2017-12-11,,,,,,,,,,,,,,,,,,,,,,,,,131.45
2017-12-12,,,,,,,,,,,,,,,,,,,,,,,,,132.87
2017-12-13,,,,,,,,,,,,,,,,,,,,,,,,,132.24
2017-12-14,,,,,,,,,,,,,,,,,,,,,,,,,131.61
2017-12-15,,,,,,,,,,,,,,,,,,,,,,,,,132.53
2017-12-18,,,,,,,,,,,,,,,,,,,,,,,,,133.28
2017-12-19,,,,,,,,,,,,,,,,,,,,,,,,,133.14
2017-12-20,,,,,,,,,,,,,,,,,,,,,,,,,132.35
2017-12-21,,,,,,,,,,,,,,,,,,,,,,,,,132.98
2017-12-22,,,,,,,,,,,,,,,,,,,,,,,,,132.69
2017-12-27,,,,,,,,,,,,,,,,,,,,,,,,,132.6
2017-12-28,,,,,,,,,,,,,,,,,,,,,,,,,131.73
2017-12-29,,,,,,,,,,,,,,,,,,,,,,,,,131.2
2018-01-02,,,,,,,,,,,,,,,,,,,,,,,,,131.04
2018-01-03,,,,,,,,,,,,,,,,,,,,,,,,,131.74
2018-01-04,,,,,,,,,,,,,,,,,,,,,,,,,131.91
2018-01-05,,,,,,,,,,,,,,,,,,,,,,,,,133.15
2018-01-08,,,,,,,,,,,,,,,,,,,,,,,,,134.41
2018-01-09,,,,,,,,,,,,,,,,,,,,,,,,,136.01
2018-01-10,,,,,,,,,,,,,,,,,,,,,,,,,135.7
2018-01-11,,,,,,,,,,,,,,,,,,,,,,,,,135.62
2018-01-12,,,,,,,,,,,,,,,,,,,,,,,,,136.7
2018-01-15,,,,,,,,,,,,,,,,,,,,,,,,,136.03
2018-01-16,,,,,,,,,,,,,,,,,,,,,,,,,136.27
2018-01-17,,,,,,,,,,,,,,,,,,,,,,,,,135.8
2018-01-18,,,,,,,,,,,,,,,,,,,,,,,,,136.01
2018-01-19,,,,,,,,,,,,,,,,,,,,,,,,,136.75
2018-01-22,,,,,,,,,,,,,,,,,,,,,,,,,137.15
2018-01-23,,,,,,,,,,,,,,,,,,,,,,,,,137.82
2018-01-24,,,,,,,,,,,,,,,,,,,,,,,,,136.78
2018-01-25,,,,,,,,,,,,,,,,,,,,,,,,,135.36
2018-01-26,,,,,,,,,,,,,,,,,,,,,,,,,136.4
2018-01-29,,,,,,,,,,,,,,,,,,,,,,,,,137.86
2018-01-30,,,,,,,,,,,,,,,,,,,,,,,,,135.6
2018-01-31,,,,,,,,,,,,,,,,,,,,,,,,,135.0343
2018-02-01,,,,,,,,,,,,,,,,,,,,,,,,,134.16
2018-02-02,,,,,,,,,,,,,,,,,,,,,,,,,133.4
2018-02-05,,,,,,,,,,,,,,,,,,,,,,,,,131.4
2018-02-06,,,,,,,,,,,,,,,,,,,,,,,,,126.1
2018-02-07,,,,,,,,,,,,,,,,,,,,,,,,,131.26
2018-02-08,,,,,,,,,,,,,,,,,,,,,,,,,128.76
2018-02-09,,,,,,,,,,,,,,,,,,,,,,,,,125.64
2018-02-12,,,,,,,,,,,,,,,,,,,,,,,,,127.7
2018-02-13,,,,,,,,,,,,,,,,,,,,,,,,,127.04
2018-02-14,,,,,,,,,,,,,,,,,,,,,,,,,128.48
2018-02-15,,,,,,,,,,,,,,,,,,,,,,,,,128.54
2018-02-16,,,,,,,,,,,,,,,,,,,,,,,,,130.46
2018-02-19,,,,,,,,,,,,,,,,,,,,,,,,,130.16
2018-02-20,,,,,,,,,,,,,,,,,,,,,,,,,131.14
2018-02-21,,,,,,,,,,,,,,,,,,,,,,,,,131.8
2018-02-22,,,,,,,,,,,,,,,,,,,,,,,,,131.08
2018-02-23,,,,,,,,,,,,,,,,,,,,,,,,,131.08
2018-02-26,,,,,,,,,,,,,,,,,,,,,,,,,132.06
2018-02-27,,,,,,,,,,,,,,,,,,,,,,,,,133.36
2018-02-28,,,,,,,,,,,,,,,,,,,,,,,,,132.08
2018-03-01,,,,,,,,,,,,,,,,,,,,,,,,,131.02
2018-03-02,,,,,,,,,,,,,,,,,,,,,,,,,127.22
2018-03-05,,,,,,,,,,,,,,,,,,,,,,,,,129.44
2018-03-06,,,,,,,,,,,,,,,,,,,,,,,,,129.24
2018-03-07,,,,,,,,,,,,,,,,,,,,,,,,,129.76
2018-03-08,,,,,,,,,,,,,,,,,,,,,,,,,130.4
2018-03-09,,,,,,,,,,,,,,,,,,,,,,,,,132.42
2018-03-12,,,,,,,,,,,,,,,,,,,,,,,,,132.96
2018-03-13,,,,,,,,,,,,,,,,,,,,,,,,,131.88
2018-03-14,,,,,,,,,,,,,,,,,,,,,,,,,130.44
2018-03-15,,,,,,,,,,,,,,,,,,,,,,,,,130.78
2018-03-16,,,,,,,,,,,,,,,,,,,,,,,,,131.72
2018-03-19,,,,,,,,,,,,,,,,,,,,,,,,,129.62
2018-03-20,,,,,,,,,,,,,,,,,,,,,,,,,130.84
2018-03-21,,,,,,,,,,,,,,,,,,,,,,,,,131.04
2018-03-22,,,,,,,,,,,,,,,,,,,,,,,,,128.56
2018-03-23,,,,,,,,,,,,,,,,,,,,,,,,,125.7
2018-03-26,,,,,,,,,,,,,,,,,,,,,,,,,123.94
2018-03-27,,,,,,,,,,,,,,,,,,,,,,,,,126.52
2018-03-28,,,,,,,,,,,,,,,,,,,,,,,,,124.68
2018-03-29,,,,,,,,,,,,,,,,,,,,,,,,,126.36
2018-04-03,,,,,,,,,,,,,,,,,,,,,,,,,124.94
2018-04-04,,,,,,,,,,,,,,,,,,,,,,,,,125.7
2018-04-05,,,,,,,,,,,,,,,,,,,,,,,,,129.2
2018-04-06,,,,,,,,,,,,,,,,,,,,,,,,,126.7
2018-04-09,,,,,,,,,,,,,,,,,,,,,,,,,126.52
2018-04-10,,,,,,,,,,,,,,,,,,,,,,,,,126.84
2018-04-11,,,,,,,,,,,,,,,,,,,,,,,,,125.52
2018-04-12,50.0,6359.0,0.05,0.01,0.01,6359.0,0.0,50.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,127.18
2018-04-13,50.0,6329.0,0.06,0.01,0.01,6329.0,0.0,50.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,126.58
2018-04-16,50.0,6332.0,0.06,0.01,0.01,6332.0,0.0,50.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,126.64
2018-04-17,50.0,6403.0,0.05,0.01,0.01,6403.0,0.0,50.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,128.06
2018-04-18,50.0,6423.0,0.05,0.01,0.01,6423.0,0.0,50.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,128.46
2018-04-19,50.0,6384.0,0.06,0.01,0.01,6384.0,0.0,50.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,127.68
2018-04-20,50.0,6398.0,0.02,0.01,0.01,6398.0,0.0,50.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,127.96
2018-04-23,50.0,6459.0,0.02,0.02,0.01,6459.0,0.0,50.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,129.18
2018-04-24,50.0,6490.0,0.02,0.01,0.01,6490.0,0.0,50.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,129.8
2018-04-25,50.0,6413.0,0.02,0.02,0.01,6413.0,0.0,50.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,128.26
2018-04-26,50.0,6489.0,0.02,0.02,0.01,6489.0,0.0,50.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,129.78
2018-04-27,50.0,6519.0,0.02,0.02,0.01,6519.0,0.0,50.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,130.38
2018-04-30,50.0,6564.0,0.02,0.02,0.01,6564.0,0.0,50.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,131.28
2018-05-01,50.0,6564.0,0.02,0.02,0.01,6564.0,0.0,50.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,
2018-05-02,50.0,6521.0,0.02,0.02,0.01,6521.0,0.0,50.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,130.42
2018-05-03,50.0,6395.0,0.02,0.02,0.01,6395.0,0.0,50.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,127.9
2018-05-04,50.0,6534.0,0.02,0.02,0.01,6534.0,0.0,50.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,130.68
2018-05-07,50.0,6567.0,0.02,0.02,0.01,6567.0,0.0,50.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,131.34
2018-05-08,50.0,6624.0,0.02,0.02,0.01,6624.0,0.0,50.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,132.48
2018-05-09,50.0,6620.0,0.02,0.02,0.01,6620.0,0.0,50.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,132.4
2018-05-10,50.0,6678.0,0.02,0.02,0.01,6678.0,0.0,50.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,133.56
2018-05-11,50.0,6698.0,0.02,0.02,0.01,6698.0,0.0,50.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,133.96
2018-05-14,,,,,,,,,,,,,,,,,,,,,,,,,134.08
2018-05-15,,,,,,,,,,,,,,,,,,,,,,,,,134.76
2018-05-16,,,,,,,,,,,,,,,,,,,,,,,,,135.8
2018-05-17,,,,,,,,,,,,,,,,,,,,,,,,,136.7
2018-05-18,,,,,,,,,,,,,,,,,,,,,,,,,136.24
2018-05-21,,,,,,,,,,,,,,,,,,,,,,,,,136.92
2018-05-22,,,,,,,,,,,,,,,,,,,,,,,,,136.9
2018-05-23,,,,,,,,,,,,,,,,,,,,,,,,,136.48
2018-05-24,,,,,,,,,,,,,,,,,,,,,,,,,136.14
2018-05-25,,,,,,,,,,,,,,,,,,,,,,,,,137.72
2018-05-28,,,,,,,,,,,,,,,,,,,,,,,,,137.94
2018-05-29,,,,,,,,,,,,,,,,,,,,,,,,,137.32
2018-05-30,,,,,,,,,,,,,,,,,,,,,,,,,136.56
2018-05-31,,,,,,,,,,,,,,,,,,,,,,,,,135.94
2018-06-01,,,,,,,,,,,,,,,,,,,,,,,,,136.62
2018-06-04,,,,,,,,,,,,,,,,,,,,,,,,,137.34
2018-06-05,,,,,,,,,,,,,,,,,,,,,,,,,137.54
2018-06-06,,,,,,,,,,,,,,,,,,,,,,,,,137.56
2018-06-07,,,,,,,,,,,,,,,,,,,,,,,,,137.7
2018-06-08,,,,,,,,,,,,,,,,,,,,,,,,,138.36
2018-06-11,,,,,,,,,,,,,,,,,,,,,,,,,139.12
2018-06-12,,,,,,,,,,,,,,,,,,,,,,,,,139.14
2018-06-13,,,,,,,,,,,,,,,,,,,,,,,,,139.54
2018-06-14,,,,,,,,,,,,,,,,,,,,,,,,,140.74
2018-06-15,,,,,,,,,,,,,,,,,,,,,,,,,140.36
2018-06-18,,,,,,,,,,,,,,,,,,,,,,,,,141.08
2018-06-19,,,,,,,,,,,,,,,,,,,,,,,,,140.46
2018-06-20,,,,,,,,,,,,,,,,,,,,,,,,,141.18
2018-06-21,,,,,,,,,,,,,,,,,,,,,,,,,140.42
2018-06-22,,,,,,,,,,,,,,,,,,,,,,,,,140.44
2018-06-25,,,,,,,,,,,,,,,,,,,,,,,,,136.8
2018-06-26,,,,,,,,,,,,,,,,,,,,,,,,,137.22
2018-06-27,,,,,,,,,,,,,,,,,,,,,,,,,138.26
2018-06-28,,,,,,,,,,,,,,,,,,,,,,,,,136.62
2018-06-29,,,,,,,,,,,,,,,,,,,,,,,,,137.28
2018-07-02,,,,,,,,,,,,,,,,,,,,,,,,,136.34
2018-07-03,,,,,,,,,,,,,,,,,,,,,,,,,137.08
2018-07-04,,,,,,,,,,,,,,,,,,,,,,,,,136.56
2018-07-05,,,,,,,,,,,,,,,,,,,,,,,,,135.92
2018-07-06,,,,,,,,,,,,,,,,,,,,,,,,,136.6
2018-07-09,,,,,,,,,,,,,,,,,,,,,,,,,138.08
2018-07-10,,,,,,,,,,,,,,,,,,,,,,,,,138.78
2018-07-11,,,,,,,,,,,,,,,,,,,,,,,,,137.9
2018-07-12,,,,,,,,,,,,,,,,,,,,,,,,,138.62
2018-07-13,,,,,,,,,,,,,,,,,,,,,,,,,139.46
2018-07-16,,,,,,,,,,,,,,,,,,,,,,,,,138.78
2018-07-17,,,,,,,,,,,,,,,,,,,,,,,,,139.62
