,EFG FP Equity_DX_SI_QTY,EFG FP Equity_DX_SHORT_INTEREST_VALUE,EFG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,EFG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EFG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EFG FP Equity_DX_SI_MV,EFG FP Equity_DX_DSS,EFG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EFG FP Equity_DX_SUPPLY_SI_QTY,EFG FP Equity_DX_BROKER_SI_QTY,EFG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EFG FP Equity_DX_BROKER_SI_MV_NEW_x,EFG FP Equity_DX_SUPPLY_SI_QTY_NEW_x,EFG FP Equity_DX_SUPPLY_SI_QTY_INC_x,EFG FP Equity_DX_BROKER_SI_MV_INC_x,EFG FP Equity_DX_SUPPLY_SI_MV_NEW,EFG FP Equity_DX_BROKER_SI_QTY_ADD,EFG FP Equity_DX_BROKER_SI_QTY_NEW,EFG FP Equity_DX_SUPPLY_SI_MV_DEC,EFG FP Equity_DX_BROKER_SI_QTY_INC,EFG FP Equity_DX_SUPPLY_SI_QTY_DEC,EFG FP Equity_DX_BROKER_SI_MV_NEW_y,EFG FP Equity_DX_SUPPLY_SI_QTY_NEW_y,EFG FP Equity_DX_BROKER_SI_MV_INC_y,EFG FP Equity_DX_SUPPLY_SI_QTY_INC_y,EFG FP Equity_DX_BROKER_SI_MV_ADD,EFG FP Equity_DX_SUPPLY_SI_QTY_ADD,EFG FP Equity_DX_BROKER_SI_QTY_DEC,EFG FP Equity_DX_SUPPLY_SI_MV,EFG FP Equity_DX_BROKER_SI_MV_DEC,EFG FP Equity_DX_SUPPLY_SI_MV_RMV,EFG FP Equity_DX_BROKER_SI_MV_RMV,EFG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EFG FP Equity_DX_UTILIZATION_QUANTITY,EFG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EFG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EFG FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,EFG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EFG FP Equity_DX_ACTIVE_UTILIZATION_MV,EFG FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EFG FP Equity_DX_BROKER_SI_CON_RATIO,EFG FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EFG FP Equity_DX_DEMAND_SUPPLY_RATIO
2022-09-22,25900.0,72261.0,0.14,1.02,0.04,0.07,0.0,46035.0,16500.0,16500.0,46035.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,3.26,0.0,0.0,,0.0,100.0,27.06,0.2755,39.2,0.0512
2022-09-23,25900.0,73038.0,0.14,1.0,0.04,0.07,0.0,46530.0,16500.0,16500.0,46530.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,3.26,0.0,0.0,,0.0,100.0,27.09,0.2752,39.1,0.0512
2022-09-26,25900.0,70966.0,0.14,0.98,0.04,0.07,0.0,45210.0,16500.0,16500.0,45210.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,3.26,0.0,0.0,,0.0,100.0,27.06,0.2751,39.07,0.0512
2022-09-27,31900.0,89320.0,0.18,1.2,0.05,0.09,0.0,54600.0,19500.0,19500.0,54600.0,,,3000.0,0.01,,,,,3000.0,,,,0.01,3000.0,,,,0.05,,,,100.0,3.83,0.0,0.0,,0.0,100.0,27.97,0.2519,31.86,0.0626
2022-09-28,31900.0,87087.0,0.18,1.22,0.05,0.09,0.0,53235.0,19500.0,19500.0,53235.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,3.83,0.0,0.0,,0.0,100.0,28.05,0.2524,31.94,0.0626
2022-09-29,27100.0,76693.0,0.15,1.03,0.05,0.07,0.0,48393.0,17100.0,17100.0,48393.0,,,,,,,,0.01,,2400.0,,,,,,,2400.0,0.05,0.01,,,100.0,3.36,0.0,0.0,,0.0,100.0,32.91,0.3175,37.48,0.0532
2022-09-30,29100.0,82062.0,0.16,1.03,0.05,0.08,0.0,51042.0,18100.0,18100.0,51042.0,,,1000.0,0.0,,,,,1000.0,,,,0.0,1000.0,,,,0.05,,,,100.0,3.55,0.0,0.0,,0.0,100.0,34.92,0.3221,37.48,0.057
2022-10-03,29100.0,80898.0,0.16,0.97,0.05,0.08,0.0,50318.0,18100.0,18100.0,50318.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,3.55,0.0,0.0,,0.0,100.0,34.92,0.3221,37.48,0.057
2022-10-04,29100.0,81480.0,0.16,0.96,0.05,0.08,0.0,50680.0,18100.0,18100.0,50680.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,3.55,0.0,0.0,,0.0,100.0,34.86,0.3218,37.41,0.057
2022-10-05,29100.0,82062.0,0.16,0.95,0.05,0.08,0.0,51042.0,18100.0,18100.0,51042.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,3.55,0.0,0.0,,0.0,100.0,34.86,0.3218,37.41,0.057
2022-10-06,29100.0,81771.0,0.16,0.94,0.05,0.08,0.0,50861.0,18100.0,18100.0,50861.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,3.55,0.0,0.0,,0.0,100.0,34.92,0.3221,37.48,0.057
2022-10-07,29100.0,81771.0,0.16,0.94,0.05,0.08,0.0,50861.0,18100.0,18100.0,50861.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,3.55,0.0,0.0,,0.0,100.0,34.92,0.3221,37.48,0.057
2022-10-10,29100.0,82644.0,0.16,1.07,0.05,0.08,0.0,51404.0,18100.0,18100.0,51404.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,3.55,0.0,0.0,,0.0,100.0,34.92,0.3221,37.48,0.057
2022-10-11,29100.0,83226.0,0.16,1.07,0.05,0.08,0.0,51766.0,18100.0,18100.0,51766.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,3.55,0.0,0.0,,0.0,100.0,34.92,0.3221,37.48,0.057
2022-10-12,29100.0,82062.0,0.16,1.08,0.05,0.08,0.0,51042.0,18100.0,18100.0,51042.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,3.55,0.0,0.0,,0.0,100.0,34.92,0.3221,37.48,0.057
2022-10-13,29100.0,82935.0,0.16,1.08,0.05,0.08,0.0,51585.0,18100.0,18100.0,51585.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,3.55,0.0,0.0,,0.0,100.0,34.83,0.3217,37.38,0.057
2022-10-14,29100.0,82062.0,0.16,1.08,0.05,0.08,0.0,51042.0,18100.0,18100.0,51042.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,3.55,0.0,0.0,,0.0,100.0,34.92,0.3221,37.48,0.057
2022-10-17,29100.0,82644.0,0.16,1.08,0.05,0.08,0.0,51404.0,18100.0,18100.0,51404.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,3.55,0.0,0.0,,0.0,100.0,34.86,0.3218,37.41,0.057
2022-10-18,29100.0,81480.0,0.16,1.09,0.05,0.08,0.0,50680.0,18100.0,18100.0,50680.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,3.55,0.0,0.0,,0.0,100.0,34.92,0.3221,37.48,0.057
2022-10-19,29100.0,81480.0,0.16,1.07,0.05,0.08,0.0,50680.0,18100.0,18100.0,50680.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,3.55,0.0,0.0,,0.0,100.0,34.92,0.3221,37.48,0.057
2022-10-20,29100.0,81480.0,0.16,1.07,0.05,0.08,0.0,50680.0,18100.0,18100.0,50680.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,3.55,0.0,0.0,,0.0,100.0,34.92,0.3221,37.48,0.057
2022-10-21,29100.0,81480.0,0.16,1.12,0.05,0.08,0.0,50680.0,18100.0,18100.0,50680.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,3.55,0.0,0.0,,0.0,100.0,34.92,0.3221,37.48,0.057
2022-10-24,29100.0,81480.0,0.16,1.12,0.05,0.08,0.0,50680.0,18100.0,18100.0,50680.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,3.55,0.0,0.0,,0.0,100.0,34.92,0.3221,37.48,0.057
2022-10-25,29100.0,77406.0,0.16,1.14,0.05,0.08,0.0,48146.0,18100.0,18100.0,48146.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,3.55,0.0,0.0,,0.0,100.0,35.35,0.3242,37.94,0.057
2022-10-26,29100.0,79152.0,0.16,1.09,0.05,0.08,0.0,49232.0,18100.0,18100.0,49232.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,3.55,0.0,0.0,,0.0,100.0,34.73,0.3213,37.28,0.057
2022-10-27,29100.0,80025.0,0.17,1.51,0.05,0.08,0.0,49775.0,18100.0,18100.0,49775.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,3.55,0.0,0.0,,0.0,100.0,34.92,0.3221,37.48,0.057
2022-10-28,29100.0,80025.0,0.17,1.53,0.05,0.08,0.0,49775.0,18100.0,18100.0,49775.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,3.55,0.0,0.0,,0.0,100.0,34.92,0.3221,37.48,0.057
2022-10-31,29100.0,80316.0,0.17,1.66,0.05,0.08,0.0,49956.0,18100.0,18100.0,49956.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,3.55,0.0,0.0,,0.0,100.0,34.92,0.3221,37.48,0.057
2022-11-01,29100.0,80607.0,0.17,1.67,0.05,0.08,0.0,50137.0,18100.0,18100.0,50137.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,3.55,0.0,0.0,,0.0,100.0,34.92,0.3221,37.48,0.057
2022-11-02,23100.0,63294.0,0.13,1.46,0.04,0.06,0.0,41374.0,15100.0,15100.0,41374.0,,,,,,,,0.01,,3000.0,,,,,,,3000.0,0.04,0.01,,,100.0,2.98,0.0,0.0,,0.0,100.0,30.41,0.3328,43.9,0.0455
2022-11-03,23100.0,62601.0,0.13,1.73,0.04,0.06,0.0,40921.0,15100.0,15100.0,40921.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,2.98,0.0,0.0,,0.0,100.0,30.41,0.3329,43.9,0.0455
2022-11-04,23100.0,61677.0,0.13,1.8,0.04,0.06,0.0,40317.0,15100.0,15100.0,40317.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,2.98,0.0,0.0,,0.0,100.0,30.09,0.333,44.08,0.0455
2022-11-07,23100.0,61215.0,0.13,1.74,0.04,0.06,0.0,40015.0,15100.0,15100.0,40015.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,2.98,0.0,0.0,,0.0,100.0,30.41,0.3328,43.9,0.0455
2022-11-08,23100.0,60984.0,0.13,1.76,0.04,0.06,0.0,39864.0,15100.0,15100.0,39864.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,2.98,0.0,0.0,,0.0,100.0,30.33,0.3329,43.95,0.0455
2022-11-09,23100.0,61446.0,0.13,1.75,0.04,0.06,0.0,40166.0,15100.0,15100.0,40166.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,2.98,0.0,0.0,,0.0,100.0,30.57,0.3327,43.8,0.0455
2022-11-10,23100.0,64680.0,0.13,1.8,0.04,0.06,0.0,42280.0,15100.0,15100.0,42280.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,2.98,0.0,0.0,,0.0,100.0,30.41,0.3328,43.9,0.0455
2022-11-11,23100.0,65604.0,0.13,1.99,0.04,0.07,0.0,42884.0,15100.0,15100.0,42884.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,2.98,0.0,0.0,,0.0,100.0,30.41,0.3328,43.9,0.0455
2022-11-14,23100.0,64680.0,0.13,2.23,0.04,0.07,0.0,42280.0,15100.0,15100.0,42280.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,2.98,0.0,0.0,,0.0,100.0,30.41,0.3328,43.9,0.0455
2022-11-15,23100.0,64911.0,0.13,2.36,0.04,0.07,0.0,42431.0,15100.0,15100.0,42431.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,2.98,0.0,0.0,,0.0,100.0,30.41,0.3328,43.9,0.0455
2022-11-16,23100.0,64449.0,0.13,2.46,0.04,0.07,0.0,42129.0,15100.0,15100.0,42129.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,2.98,0.0,0.0,,0.0,100.0,30.41,0.3328,43.9,0.0455
2022-11-17,23100.0,64449.0,0.13,2.48,0.04,0.07,0.0,42129.0,15100.0,15100.0,42129.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,2.98,0.0,0.0,,0.0,100.0,30.36,0.333,43.94,0.0455
2022-11-18,23100.0,64449.0,0.13,2.53,0.04,0.07,0.0,42129.0,15100.0,15100.0,42129.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,2.98,0.0,0.0,,0.0,100.0,30.31,0.3331,43.99,0.0455
2022-11-21,23100.0,64449.0,0.13,2.59,0.04,0.07,0.0,42129.0,15100.0,15100.0,42129.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,2.98,0.0,0.0,,0.0,100.0,30.41,0.3328,43.9,0.0455
2022-11-22,23100.0,64449.0,0.13,2.76,0.04,0.07,0.0,42129.0,15100.0,15100.0,42129.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,2.98,0.0,0.0,,0.0,100.0,30.41,0.3328,43.9,0.0455
2022-11-23,23100.0,64449.0,0.13,2.78,0.04,0.07,0.0,42129.0,15100.0,15100.0,42129.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,2.98,0.0,0.0,,0.0,100.0,30.41,0.3328,43.9,0.0455
2022-11-24,23100.0,64449.0,0.13,2.79,0.04,0.07,0.0,42129.0,15100.0,15100.0,42129.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,2.98,0.0,0.0,,0.0,100.0,30.38,0.333,43.95,0.0455
2022-11-25,23100.0,64449.0,0.13,2.83,0.04,0.07,0.0,42129.0,15100.0,15100.0,42129.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,2.98,0.0,0.0,,0.0,100.0,30.41,0.3328,43.9,0.0455
2022-11-28,23100.0,64449.0,0.13,2.9,0.04,0.07,0.0,42129.0,15100.0,15100.0,42129.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,2.98,0.0,0.0,,0.0,100.0,30.41,0.3328,43.9,0.0455
2022-11-29,23100.0,64449.0,0.13,3.04,0.04,0.07,0.0,42129.0,15100.0,15100.0,42129.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,2.98,0.0,0.0,,0.0,100.0,30.41,0.3328,43.9,0.0455
2022-11-30,23100.0,64449.0,0.13,3.24,0.04,0.07,0.0,42129.0,15100.0,15100.0,42129.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,2.98,0.0,0.0,,0.0,100.0,30.41,0.3328,43.9,0.0455
2022-12-01,23100.0,64449.0,0.13,3.24,0.04,0.07,0.0,42129.0,15100.0,15100.0,42129.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,2.98,0.0,0.0,,0.0,100.0,30.41,0.3328,43.9,0.0455
2022-12-02,23100.0,64449.0,0.13,3.24,0.04,0.07,0.0,42129.0,15100.0,15100.0,42129.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,2.98,0.0,0.0,,0.0,100.0,30.41,0.3328,43.9,0.0455
2022-12-05,23100.0,64449.0,0.13,3.24,0.04,0.07,0.0,42129.0,15100.0,15100.0,42129.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,2.98,0.0,0.0,,0.0,100.0,30.41,0.3328,43.9,0.0455
2022-12-06,23100.0,56595.0,0.13,3.24,0.04,0.07,0.0,36995.0,15100.0,15100.0,36995.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,2.98,0.0,0.0,,0.0,100.0,30.48,0.3328,43.85,0.0455
2022-12-07,23100.0,50358.0,0.13,2.33,0.04,0.06,0.0,32918.0,15100.0,15100.0,32918.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,2.98,0.0,0.0,,0.0,100.0,30.41,0.3328,43.9,0.0455
2022-12-08,23100.0,53823.0,0.13,1.46,0.04,0.05,0.0,35183.0,15100.0,15100.0,35183.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,2.98,0.0,0.0,,0.0,100.0,31.83,0.332,43.0,0.0455
2022-12-09,23100.0,59598.0,0.13,0.83,0.04,0.05,0.0,38958.0,15100.0,15100.0,38958.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,2.98,0.0,0.0,,0.0,100.0,30.41,0.3328,43.9,0.0455
2022-12-12,23100.0,66990.0,0.13,0.7,0.04,0.06,0.0,43790.0,15100.0,15100.0,43790.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,2.98,0.0,0.0,,0.0,100.0,30.41,0.3328,43.9,0.0455
2022-12-13,23100.0,66759.0,0.13,0.54,0.04,0.07,0.0,43639.0,15100.0,15100.0,43639.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,2.98,0.0,0.0,,0.0,100.0,30.41,0.3328,43.9,0.0455
2022-12-14,23100.0,66759.0,0.13,0.5,0.04,0.07,0.0,43639.0,15100.0,15100.0,43639.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,2.98,0.0,0.0,,0.0,100.0,30.41,0.3328,43.9,0.0455
2022-12-15,23100.0,66990.0,0.13,0.48,0.04,0.07,0.0,43790.0,15100.0,15100.0,43790.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,2.98,0.0,0.0,,0.0,100.0,30.41,0.3328,43.9,0.0455
2022-12-16,23100.0,66990.0,0.13,0.47,0.04,0.07,0.0,43790.0,15100.0,15100.0,43790.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,2.98,0.0,0.0,,0.0,100.0,30.41,0.3328,43.9,0.0455
2022-12-19,23100.0,68145.0,0.13,0.46,0.04,0.07,0.0,44545.0,15100.0,15100.0,44545.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,2.98,0.0,0.0,,0.0,100.0,30.77,0.3326,43.67,0.0455
2022-12-20,37717.0,112396.66,0.22,0.03,0.06,0.11,0.0,62878.0,23717.0,21100.0,70676.66,,,6000.0,0.02,,,,,6000.0,,,,0.02,6000.0,,2617.0,,0.07,,,,100.0,4.62,0.0,0.0,,0.0,100.0,26.95,0.2557,28.93,0.0735
2022-12-21,30617.0,90932.49,0.17,0.02,0.05,0.09,0.0,41580.0,16617.0,14000.0,49352.49,,,,,,,,0.02,,7100.0,,,,,,,7100.0,0.05,0.02,,,100.0,3.28,0.0,0.0,,0.0,100.0,33.2,0.3343,35.63,0.0605
2022-12-22,28000.0,83160.0,0.1,0.02,0.05,0.08,0.0,41580.0,14000.0,14000.0,41580.0,,,,,,,,0.01,,2617.0,,,,,,,,0.04,,,,100.0,2.77,0.0,0.0,,0.0,100.0,36.28,0.3447,38.94,0.0553
2022-12-23,28000.0,83160.0,0.1,0.02,0.05,0.08,0.0,41580.0,14000.0,14000.0,41580.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,2.77,0.0,0.0,,0.0,100.0,36.29,0.3447,38.94,0.0553
2022-12-26,28000.0,83160.0,0.1,0.02,0.05,0.08,0.0,41580.0,14000.0,14000.0,41580.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,2.77,0.0,0.0,,0.0,100.0,36.28,0.3447,38.94,0.0553
2022-12-27,28000.0,83440.0,0.1,0.02,0.05,0.08,0.0,41720.0,14000.0,14000.0,41720.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,2.77,0.0,0.0,,0.0,100.0,36.29,0.3447,38.94,0.0553
2022-12-28,22000.0,65340.0,0.05,0.02,0.04,0.07,0.0,23760.0,14000.0,8000.0,41580.0,,,,,,,,,,,,,,,,,6000.0,0.04,0.02,,,100.0,2.77,0.0,0.0,,0.0,100.0,31.47,0.3617,46.06,0.0435
2022-12-29,22000.0,65560.0,0.05,0.02,0.04,0.07,0.0,23840.0,14000.0,8000.0,41720.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,2.77,0.0,0.0,,0.0,100.0,31.45,0.3617,46.08,0.0435
2022-12-30,10700.0,31779.0,0.03,0.01,0.02,0.03,0.0,0.0,10700.0,0.0,31779.0,,,,,,,,0.02,,6000.0,,,,,,2700.0,8000.0,0.03,0.02,,,3.2,2.11,324150.0,962725.5,,0.97,3.2,25.23,0.413,56.07,0.0211
2023-01-02,2700.0,8019.0,0.01,0.0,0.0,0.01,0.0,0.0,2700.0,0.0,8019.0,,,,,,,,0.02,,8000.0,,,,,,,,0.01,,,,0.83,0.55,324150.0,962725.5,,0.96,0.83,,1.0,100.0,0.0055
2023-01-03,2700.0,8019.0,0.02,0.0,0.0,0.01,0.0,8019.0,2700.0,2700.0,8019.0,,,,,,2700.0,,,,,,,,,0.01,,,0.01,,,,0.83,0.55,324150.0,962725.5,,0.96,0.83,,1.0,100.0,0.0055
2023-01-04,2700.0,8019.0,0.02,0.0,0.0,0.01,0.0,8019.0,2700.0,2700.0,8019.0,,,,,,,,,,,,,,,,,,0.01,,,,0.83,0.55,324150.0,962725.5,,0.96,0.83,,1.0,100.0,0.0055
2023-01-05,2700.0,8019.0,0.02,0.0,0.0,0.01,0.0,8019.0,2700.0,2700.0,8019.0,,,,,,,,,,,,,,,,,,0.01,,,,0.83,0.55,324150.0,962725.5,,0.96,0.83,,1.0,100.0,0.0055
2023-01-06,2700.0,8019.0,0.02,0.0,0.0,0.01,0.0,8019.0,2700.0,2700.0,8019.0,,,,,,,,,,,,,,,,,,0.01,,,,0.83,0.55,324150.0,962725.5,,0.96,0.83,,1.0,100.0,0.0055
2023-01-09,2678.0,7953.66,0.02,0.0,0.0,0.01,0.0,7953.66,2678.0,2678.0,7953.66,,,2267.0,,,,,0.01,,2289.0,,,,2267.0,,,22.0,0.01,0.0,,,100.0,0.54,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0054
2023-01-10,2672.0,7935.84,0.02,0.0,0.0,0.01,0.0,7935.84,2671.0,2672.0,7932.87,,,,,,,,0.0,,7.0,,,,,,,6.0,0.01,0.0,,,100.0,0.54,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0054
2023-01-11,2671.0,7932.87,0.02,0.0,0.0,0.01,0.0,7932.87,2671.0,2671.0,7932.87,,,,,,,,,,,,,,,,,1.0,0.01,0.0,,,100.0,1.6,0.0,0.0,,0.0,100.0,,1.0,100.0,0.016
2023-01-12,2671.0,7959.58,0.02,0.0,0.0,0.01,0.0,7959.58,2671.0,2671.0,7959.58,,,,,,,,,,,,,,,,,,0.01,,,,100.0,1.6,0.0,0.0,,0.0,100.0,,1.0,100.0,0.016
2023-01-13,2671.0,7959.58,0.02,0.0,0.0,0.01,0.0,7959.58,2671.0,2671.0,7959.58,,,,,,,,,,,,,,,,,,0.01,,,,100.0,1.6,0.0,0.0,,0.0,100.0,,1.0,100.0,0.016
2023-01-16,2671.0,7932.87,0.02,0.0,0.0,0.01,0.0,7932.87,2671.0,2671.0,7932.87,,,,,,,,,,,,,,,,,,0.01,,,,100.0,1.6,0.0,0.0,,0.0,100.0,,1.0,100.0,0.016
2023-01-17,2671.0,7932.87,0.02,0.0,0.0,0.01,0.0,7932.87,2671.0,2671.0,7932.87,,,,,,,,,,,,,,,,,,0.01,,,,100.0,1.6,0.0,0.0,,0.0,100.0,,1.0,100.0,0.016
2023-01-18,2671.0,7932.87,0.02,0.0,0.0,0.01,0.0,7932.87,2671.0,2671.0,7932.87,,,,,,,,,,,,,,,,,,0.01,,,,100.0,1.6,0.0,0.0,,0.0,100.0,,1.0,100.0,0.016
2023-01-19,2671.0,7932.87,0.02,0.0,0.0,0.01,0.0,7932.87,2671.0,2671.0,7932.87,,,,,,,,,,,,,,,,,,0.01,,,,100.0,1.6,0.0,0.0,,0.0,100.0,,1.0,100.0,0.016
2023-01-20,5288.0,15758.24,0.03,0.0,0.01,0.02,0.0,7959.58,5288.0,2671.0,15758.24,,,,,,,,,,,,,,,,2617.0,,0.02,,,,100.0,3.17,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0317
2023-01-23,3613.0,10730.61,0.02,0.0,0.0,0.01,0.0,10730.61,3613.0,3613.0,10730.61,,,,,,2198.0,,0.0,,1675.0,,,,,0.01,,1256.0,0.01,0.0,,,100.0,2.17,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0217
2023-01-24,2670.0,7929.9,0.02,0.0,0.0,0.01,0.0,7929.9,2670.0,2670.0,7929.9,,,,,,,,0.0,,943.0,,,,,,,943.0,0.01,0.0,,,100.0,1.6,0.0,0.0,,0.0,100.0,,1.0,100.0,0.016
2023-01-25,2670.0,7929.9,0.02,0.0,0.0,0.01,0.0,7929.9,2670.0,2670.0,7929.9,,,,,,,,,,,,,,,,,,0.01,,,,100.0,1.6,0.0,0.0,,0.0,100.0,,1.0,100.0,0.016
2023-01-26,2670.0,7929.9,0.02,0.0,0.0,0.01,0.0,7929.9,2670.0,2670.0,7929.9,,,,,,,,,,,,,,,,,,0.01,,,,100.0,1.6,0.0,0.0,,0.0,100.0,,1.0,100.0,0.016
2023-01-27,2670.0,7956.6,0.02,0.0,0.0,0.01,0.0,7956.6,2670.0,2670.0,7956.6,,,,,,,,,,,,,,,,,,0.01,,,,100.0,1.6,0.0,0.0,,0.0,100.0,,1.0,100.0,0.016
2023-01-30,2670.0,7929.9,0.02,0.0,0.0,0.01,0.0,7929.9,2670.0,2670.0,7929.9,,,,,,,,,,,,,,,,,,0.01,,,,100.0,1.6,0.0,0.0,,0.0,100.0,,1.0,100.0,0.016
2023-01-31,2670.0,7929.9,0.02,0.0,0.0,0.01,0.0,7929.9,2670.0,2670.0,7929.9,,,,,,,,,,,,,,,,,,0.01,,,,100.0,1.6,0.0,0.0,,0.0,100.0,,1.0,100.0,0.016
2023-02-01,2670.0,7929.9,0.02,0.06,0.0,0.01,0.0,7929.9,2670.0,2670.0,7929.9,,,,,,,,,,,,,,,,,,0.01,,,,100.0,1.6,0.0,0.0,,0.0,100.0,,1.0,100.0,0.016
2023-02-02,2670.0,7929.9,0.02,0.06,0.0,0.01,0.0,7929.9,2670.0,2670.0,7929.9,,,,,,,,,,,,,,,,,,0.01,,,,100.0,1.6,0.0,0.0,,0.0,100.0,,1.0,100.0,0.016
2023-02-03,2670.0,7956.6,0.02,0.07,0.0,0.01,0.0,7956.6,2670.0,2670.0,7956.6,,,,,,,,,,,,,,,,,,0.01,,,,100.0,1.63,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0163
2023-02-06,2670.0,7956.6,0.02,0.07,0.0,0.01,0.0,7956.6,2670.0,2670.0,7956.6,,,,,,,,,,,,,,,,,,0.01,,,,100.0,1.63,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0163
2023-02-07,2670.0,7929.9,0.02,0.07,0.0,0.01,0.0,7929.9,2670.0,2670.0,7929.9,,,,,,,,,,,,,,,,,,0.01,,,,100.0,1.63,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0163
2023-02-08,2670.0,7956.6,0.02,0.07,0.0,0.01,0.0,7956.6,2670.0,2670.0,7956.6,,,,,,,,,,,,,,,,,,0.01,,,,100.0,1.63,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0163
2023-02-09,2670.0,7929.9,0.02,0.07,0.0,0.01,0.0,7929.9,2670.0,2670.0,7929.9,,,,,,,,,,,,,,,,,,0.01,,,,100.0,1.63,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0163
2023-02-10,2670.0,7929.9,0.02,0.07,0.0,0.01,0.0,7929.9,2670.0,2670.0,7929.9,,,,,,,,,,,,,,,,,,0.01,,,,100.0,1.63,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0163
