,AEEM FP Equity_DX_SI_QTY,AEEM FP Equity_DX_SHORT_INTEREST_VALUE,AEEM FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,AEEM FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,AEEM FP Equity_DX_SI_MV,AEEM FP Equity_DX_DSS,AEEM FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,AEEM FP Equity_DX_SUPPLY_SI_QTY,AEEM FP Equity_DX_BROKER_SI_QTY,AEEM FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,AEEM FP Equity_DX_BROKER_SI_MV_NEW_x,AEEM FP Equity_DX_SUPPLY_SI_QTY_NEW_x,AEEM FP Equity_DX_SUPPLY_SI_QTY_INC_x,AEEM FP Equity_DX_BROKER_SI_MV_INC_x,AEEM FP Equity_DX_SUPPLY_SI_MV_NEW,AEEM FP Equity_DX_BROKER_SI_QTY_ADD,AEEM FP Equity_DX_BROKER_SI_QTY_NEW,AEEM FP Equity_DX_SUPPLY_SI_MV_DEC,AEEM FP Equity_DX_BROKER_SI_QTY_INC,AEEM FP Equity_DX_SUPPLY_SI_QTY_DEC,AEEM FP Equity_DX_BROKER_SI_MV_NEW_y,AEEM FP Equity_DX_SUPPLY_SI_QTY_NEW_y,AEEM FP Equity_DX_BROKER_SI_MV_INC_y,AEEM FP Equity_DX_SUPPLY_SI_QTY_INC_y,AEEM FP Equity_DX_BROKER_SI_MV_ADD,AEEM FP Equity_DX_SUPPLY_SI_QTY_ADD,AEEM FP Equity_DX_BROKER_SI_QTY_DEC,AEEM FP Equity_DX_SUPPLY_SI_MV,AEEM FP Equity_DX_BROKER_SI_MV_DEC,AEEM FP Equity_DX_SUPPLY_SI_MV_RMV,AEEM FP Equity_DX_BROKER_SI_MV_RMV,AEEM FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,AEEM FP Equity_DX_UTILIZATION_QUANTITY,AEEM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,AEEM FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,AEEM FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,AEEM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,AEEM FP Equity_DX_ACTIVE_UTILIZATION_MV,AEEM FP Equity_DX_BROKER_SI_MARKET_SHARE_2,AEEM FP Equity_DX_BROKER_SI_CON_RATIO,AEEM FP Equity_DX_BROKER_SI_MARKET_SHARE_1,AEEM FP Equity_DX_DEMAND_SUPPLY_RATIO,AEEM FP Equity_PX_LAST
2018-02-16,22492038.0,95843072.33,7.61,2.67,96.19,,91607439.53,12020286.0,21498038.0,51220842.7,,,,14.48,,,,,3324376.0,,,,14.48,,,,,50.85,,,,85.44,78.03,2048911.0,8730819.55,,8.77,85.28,17.82,0.1679,25.97,1.4601,4.2612
2018-02-19,21712038.0,91570520.27,7.44,2.58,92.65,,90667975.27,11020286.0,21498038.0,46478056.21,,,,,,,,4.56,,1000000.0,,,,,,,,46.69,,,,78.33,71.54,3048911.0,12858782.14,,12.77,78.53,18.32,0.1766,27.07,1.4094,4.2175
2018-02-20,26828038.0,112921894.75,9.22,3.19,114.84,,105707497.35,9640286.0,25114038.0,40576927.8,,,,19.07,,,,6.08,4396000.0,1380000.0,,,19.07,,,,780000.0,40.64,3.28,,,66.73,59.97,4806560.0,20231291.7,,20.21,66.79,20.53,0.194,27.3,1.6688,4.2091
2018-02-21,29204038.0,124712923.88,10.16,3.44,126.29,,123799058.28,10082900.0,28990038.0,43058016.16,,,1879864.0,16.65,,38000.0,,6.36,3838000.0,1500000.0,,,16.65,1879864.0,0.16,62750.0,,42.78,,,,70.3,21.91,4260402.0,18193620.7,,18.06,70.31,20.38,0.1921,25.98,0.6347,4.2704
2018-02-22,30404038.0,129138111.0,10.16,3.52,131.05,,128229167.4,9873672.0,30190038.0,41937434.45,,,,27.9,,,,0.84,6500000.0,209228.0,,,27.9,,,,5300000.0,41.98,23.46,,,69.86,21.51,4260402.0,18095631.45,,18.13,69.84,26.07,0.273,39.86,0.6622,4.2474
2018-02-23,24676038.0,105593701.81,9.55,2.86,106.01,,105593701.81,11159672.0,24676038.0,47754468.42,,,1500000.0,,,,,0.94,,214000.0,,,,1500000.0,,,5514000.0,47.6,24.74,,,78.38,24.31,3079016.0,13175725.27,,13.16,78.34,32.45,0.37,49.44,0.5375,4.2792
2018-02-26,41176040.0,177201088.14,17.03,4.71,177.14,,177201088.14,9159672.0,41176040.0,39418648.45,,,,70.73,,,,8.39,16500000.0,2000000.0,,,70.73,,,,,39.35,,,,63.49,19.87,5268016.0,22670906.86,,22.7,63.41,19.56,0.5289,69.51,0.8932,4.3035
2018-02-27,38896184.0,165977796.36,13.8,4.43,167.19,,165977796.36,9159672.0,38896184.0,39086152.36,,,,,,,,,,,,,,,,,2279854.0,39.26,10.07,,,63.49,19.87,5268016.0,22479677.88,,22.46,63.61,20.53,0.5125,67.99,0.8437,4.2672
2018-02-28,26295958.0,111005757.1,8.41,3.01,112.0,,111005757.1,9159672.0,26295958.0,38666639.38,,,,,,,,,,,,,,,,,12600226.0,38.81,54.89,,,62.24,19.75,5558016.0,23462608.74,,23.42,62.36,30.28,0.3882,52.8,0.5669,4.2214
2018-03-01,26338458.0,111393240.42,8.4,3.01,111.85,,97736441.62,10621672.0,23109366.0,44922237.39,,,,0.5,,,,0.16,118500.0,38000.0,,,0.5,,,1500000.0,3305092.0,45.06,14.61,,,23.72,22.9,34163460.0,144487521.38,,144.95,23.72,30.56,0.3937,53.28,0.5678,4.2293
2018-03-02,19338458.0,79368899.32,5.99,2.21,80.64,,66116059.94,10621672.0,16109366.0,43593466.22,,,,,,,,,,,,,,,,,7000000.0,44.3,29.38,,,23.72,22.9,34163460.0,140213672.53,,143.96,23.53,36.87,0.3339,40.97,0.4169,4.1042
2018-03-05,16009366.0,66486897.0,5.02,1.83,66.54,,63579797.0,4799580.0,15309366.0,19932655.74,,,,,,,,24.17,,5822092.0,,,,,,,800000.0,19.71,3.72,,,10.72,10.3,39960804.0,165957219.01,,164.62,10.69,43.33,0.4441,50.24,0.3435,4.153
2018-03-06,13689446.0,57043921.48,4.35,1.56,57.15,,57043921.48,4099580.0,13689446.0,17082949.86,,,,,,,,2.79,,700000.0,,,,,,,1619920.0,17.01,6.53,,,9.19,8.82,40521804.0,168854357.27,,168.54,9.17,33.77,0.4638,58.69,0.2946,4.167
2018-03-07,14113946.0,58763414.17,4.46,1.61,58.95,,57662168.42,4722187.0,13849446.0,19660825.57,,,622607.0,0.68,,,,,160000.0,,,,0.68,622607.0,,,,19.73,,,,10.58,10.16,39899196.0,166120302.55,,166.37,10.6,32.81,0.4495,58.01,0.3037,4.1635
2018-03-08,16215646.0,68173818.91,5.56,1.86,68.0,,65091719.89,5694573.0,15482546.0,23941123.81,,,972386.0,6.63,,,,,1633100.0,,,,6.63,972386.0,,,,23.73,,,,12.42,11.54,40152488.0,168809090.05,,167.52,12.41,33.9,0.38,50.7,0.3285,4.2042
2018-03-09,25113264.0,107394362.17,8.69,2.88,106.63,,91867959.71,14592190.0,21482546.0,62402041.32,,,8897617.0,26.16,,,,,6000000.0,,,,26.16,8897617.0,,,,61.51,,,,33.98,31.41,28357250.0,121266943.9,,119.52,33.98,29.56,0.3436,48.93,0.5405,4.2764
2018-03-12,26693164.0,114753912.04,9.27,3.03,114.42,,92628171.35,16708190.0,21546446.0,71828508.81,,,2390438.0,0.75,,1600000.0,,1.11,75400.0,274438.0,,,0.75,2390438.0,6.84,,1611500.0,71.58,6.39,,,39.06,35.96,26065430.0,112055283.57,,111.69,39.06,25.66,0.298,46.03,0.5745,4.299
2018-03-13,27790864.0,118389080.64,9.78,3.15,118.82,,87784737.96,19165690.0,20606746.0,81645839.4,,,2720100.0,11.71,,840200.0,,1.07,2720100.0,262600.0,,,11.71,2720100.0,3.61,,4500000.0,82.1,19.42,,,44.09,40.74,24307950.0,103551867.0,,104.34,44.04,24.96,0.1818,27.76,0.5908,4.26
2018-03-14,32191488.0,136794509.11,10.29,3.64,137.53,,94113034.08,22865690.0,22147370.0,97165463.09,,,3700000.0,28.46,,2300000.0,,,6700000.0,,,,28.46,3700000.0,10.28,,7459376.0,97.29,32.16,,,53.46,49.3,19907950.0,84596842.73,,84.7,53.46,15.51,0.1353,22.68,0.6941,4.2494
2018-03-15,41815364.0,178509788.92,13.23,4.73,178.28,,157659480.64,31789566.0,36931244.0,135709657.25,,,9923876.0,62.62,,,,4.27,14783876.0,1000000.0,,,62.62,9923876.0,,,,134.95,,,,76.1,68.54,9984074.0,42622011.91,,42.35,76.11,19.07,0.1771,32.32,0.9016,4.269
2018-03-16,43983040.0,187767996.06,13.84,5.02,188.58,,154533496.55,30663186.0,36198144.0,130904207.35,,,,,,,,4.79,,1126379.0,,,,,,,733100.0,130.94,3.11,,,70.84,62.22,12619070.0,53872071.74,,53.88,70.85,21.54,0.1845,30.74,0.8925,4.2691
2018-03-19,33243794.0,139474337.73,10.71,3.79,142.32,,134089833.03,23280894.0,31960394.0,97674990.78,,,,,,,,31.51,,7419993.0,,,,,,37700.0,4237752.0,98.95,18.04,,,57.59,50.19,17141446.0,71916936.69,,72.7,57.65,24.03,0.2545,40.64,0.7168,4.1955
2018-03-20,30798094.0,131708048.99,9.96,3.54,129.85,,131579753.99,23927494.0,30768094.0,102325928.09,,,2600000.0,6.34,,,,8.13,1807700.0,1953400.0,,,6.34,2600000.0,,,3000000.0,100.49,13.42,,,59.19,51.59,16494846.0,70540208.92,,69.68,59.05,16.18,0.302,49.07,0.664,4.2765
2018-03-21,26798664.0,114631285.26,9.0,3.08,115.18,,114502960.26,22627494.0,26768664.0,96789105.59,,,1000000.0,,,,,9.81,,2300000.0,,,,1000000.0,,,3999430.0,97.18,15.9,,,55.98,48.79,17794846.0,76117453.77,,76.52,55.95,18.72,0.3477,52.87,0.5778,4.2775
2018-03-22,25237946.0,105222044.46,8.29,2.86,107.83,,96325488.64,22518570.0,23104070.0,93884422.04,,,,5.17,,,,0.71,1246976.0,108924.0,,,5.17,,,,4911570.0,96.34,21.09,,,55.76,48.55,17866070.0,74487219.04,,75.29,56.13,19.88,0.3791,56.17,0.5441,4.1692
2018-03-23,24168452.0,98986728.86,7.73,2.73,101.96,,97266125.29,21906972.0,23748352.0,89724385.22,,,,6.15,,,,6.19,1522376.0,1031697.0,,,6.15,,,420100.0,878094.0,91.25,3.87,,,52.44,47.23,19866668.0,81367912.13,,82.05,52.66,20.48,0.4101,59.28,0.5211,4.0957
2018-03-26,22069570.0,90264541.3,7.27,2.5,92.88,,82272779.46,21612970.0,20115594.0,88397047.3,,,,,,,,2.07,,294003.0,,,,,,,3632758.0,88.47,14.84,,,51.74,46.64,20160670.0,82457140.3,,82.55,51.73,22.15,0.4783,65.08,0.4762,4.09
2018-03-27,26417838.0,109686863.38,8.85,2.99,110.61,,94274224.18,20742362.0,22705738.0,86122287.02,,,,,,2644752.0,,3.89,,870608.0,,,,,10.98,,54608.0,84.83,0.3,,,60.71,43.29,13424214.0,55737336.53,,55.03,60.66,18.33,0.4888,66.67,0.5513,4.152
2018-03-28,18037342.0,73480523.84,6.29,2.04,74.72,,64109333.57,14600242.0,15736986.0,59478465.86,,,557880.0,,,,,27.19,,6700000.0,,,,557880.0,,,6968752.0,60.5,30.92,,,42.73,29.13,19566334.0,79709331.45,,80.75,42.83,27.46,0.3812,54.55,0.3599,4.0738
2018-03-29,16760252.0,69529905.42,5.84,1.9,69.0,,60396194.46,8372625.0,14558562.0,34733834.81,,,,,,,,26.55,,6227617.0,,,,,,,1178424.0,34.14,5.25,,,25.55,16.71,24391456.0,101187955.22,,99.55,25.54,25.29,0.4206,59.08,0.3344,4.1485
2018-03-30,16760252.0,69529905.42,5.92,1.9,69.09,,60396194.46,8372625.0,14558562.0,34733834.81,,,,,,,,,,,,,,,,,,34.04,,,,25.55,16.71,24391456.0,101187955.22,,99.26,25.53,25.55,0.4189,58.83,0.3344,
2018-04-02,12168252.0,50479993.42,4.3,1.37,50.34,,41346282.46,8372625.0,9966562.0,34733834.81,,,,,,,,,,,,,,,,,4592000.0,34.26,18.99,,,25.55,16.71,24391456.0,101187955.22,,99.74,25.57,35.1,0.3246,43.23,0.2428,
2018-04-03,11117725.0,45945110.34,3.92,1.25,46.06,,41903510.19,7774229.0,10139745.0,32127778.77,,,18289.0,,,1223710.0,,2.13,,616685.0,,,,18289.0,5.08,,1050527.0,32.27,4.41,,,23.73,15.51,24989852.0,103273062.38,,103.72,23.73,37.78,0.3076,38.36,0.2218,4.1326
2018-04-04,8817725.0,36064495.25,3.0,0.99,36.35,,32064557.05,7774229.0,7839745.0,31796596.61,,,,,,,,,,,,,,,,,2300000.0,32.11,9.55,,,23.73,15.51,24989852.0,102208494.68,,103.16,23.74,21.49,0.3089,48.42,0.1759,4.09
2018-04-05,6730597.0,28244950.31,2.3,0.75,27.51,,24140857.24,5687101.0,5752617.0,23865919.35,,,,,,,,8.94,,2087128.0,,,,,,,2087128.0,23.26,8.72,,,17.36,11.52,27076980.0,113628546.57,,110.87,17.34,15.29,0.4424,63.55,0.1364,4.1965
2018-04-06,5890397.0,24208353.59,2.01,0.66,24.57,,21915578.37,5267001.0,5332517.0,21646320.71,,,,,,,,1.64,,420100.0,,,,,,,420100.0,22.11,1.71,,,16.08,10.72,27497080.0,113007499.38,,115.31,16.09,17.56,0.5652,72.47,0.1199,4.1098
2018-04-09,5890397.0,24196572.8,2.01,0.66,24.16,,21904913.33,5267001.0,5332517.0,21635786.71,,,,,,,,,,,,,,,,,,21.65,,,,16.08,10.72,27497080.0,112952505.22,,113.01,16.08,17.49,0.5666,72.6,0.1199,4.1078
2018-04-10,15343517.0,63357984.75,5.27,1.7,63.1,,63357984.75,14720121.0,15343517.0,60783795.65,,,10011000.0,0.13,,10000000.0,,2.29,11000.0,557880.0,,,0.13,10011000.0,41.12,,,60.53,,,,29.96,29.96,34414836.0,142109182.29,,141.74,29.93,27.96,0.5074,65.17,0.3123,4.1293
2018-04-11,15343517.0,63238305.32,5.31,1.7,63.31,,63238305.32,15336806.0,15343517.0,63210645.93,,,616685.0,,,,,,,,,,,616685.0,,,,63.28,,,,31.21,31.21,33798152.0,139299083.47,,139.32,31.23,27.96,0.5074,65.17,0.3123,4.1215
2018-04-12,15926816.0,66121769.31,5.78,1.78,65.71,,66121769.31,15308605.0,15926816.0,63555204.52,,,,2.42,,,,0.44,583299.0,28201.0,,,2.42,,,,,63.06,,,,31.16,31.16,33826352.0,140433482.96,,139.65,31.11,30.71,0.4914,62.69,0.3241,4.1516
2018-04-13,15926816.0,65516550.3,6.19,1.79,66.16,,65516550.3,15308605.0,15926816.0,62973477.53,,,,,,,,,,,,,,,,,,63.52,,,,31.16,31.16,33826352.0,139148081.59,,139.82,31.24,30.68,0.4916,62.71,0.3241,4.1136
2018-04-16,15926816.0,64928850.79,5.71,1.79,66.16,,64928850.79,15308605.0,15926816.0,62408590.0,,,,,,,,,,,,,,,,,,62.96,,,,31.16,31.16,33826352.0,137899889.2,,139.22,31.14,30.45,0.4929,62.93,0.3241,4.0767
2018-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1098
2018-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1322
2018-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.129
2018-04-20,4287261.0,17584200.99,1.56,0.48,17.59,,17583405.3,194.0,4287067.0,795.69,,,,,,4287067.0,,,,,,,,,17.59,194.0,,0.0,,,,100.0,0.0,0.0,0.0,,0.0,100.02,0.0,1.0,100.0,0.3605,4.1015
2018-04-23,10315462.0,42443999.95,3.9,1.15,42.29,,17680349.79,10279462.0,4296979.0,42295874.35,,,,0.0,,,,,9912.0,,,,0.0,,,10279268.0,,42.37,,,,82.25,73.45,2217843.0,9125536.81,,9.14,82.26,39.04,0.3628,41.58,0.7371,4.1146
2018-04-24,28154516.0,115644674.47,9.98,3.14,115.55,,42705591.24,24118516.0,10396979.0,99066804.47,,,1994007.0,,,6100000.0,,0.1,,24750.0,,,,1994007.0,25.06,11869798.0,,99.06,,,,53.98,47.82,20561796.0,84457577.07,,84.45,53.98,15.29,0.5765,73.94,0.5582,4.1075
2018-04-25,28197004.0,114031503.88,9.94,3.14,115.56,,42046422.77,24161004.0,10396979.0,97709516.28,,,42486.0,,,,,,,,,,,42486.0,,,,99.16,,,,54.02,47.86,20561796.0,83153959.2,,84.19,54.08,15.26,0.575,73.85,0.5586,4.0441
2018-04-26,27897004.0,114712480.45,9.66,3.13,112.54,,42752377.65,23861004.0,10396979.0,98116448.45,,,,,,,,2.14,,300000.0,,,,,,,,96.35,,,,53.35,47.27,20861796.0,85783705.15,,84.27,53.34,15.42,0.5715,73.56,0.5526,4.112
2018-04-27,23897004.0,99148669.6,8.98,2.67,98.03,,43137065.87,19861004.0,10396979.0,82403305.6,,,,,,,,15.64,,4000000.0,,,,,,,,81.22,,,,43.73,38.41,25552628.0,106017853.57,,105.18,43.57,18.07,0.5181,69.03,0.4621,4.149
2018-04-30,27858142.0,116380174.02,10.51,3.12,115.43,,72260665.75,19221948.0,17297172.0,80301609.96,,,1260945.0,9.53,,4600194.0,,7.81,2300000.0,1900000.0,,,9.53,1260945.0,19.15,,,79.66,,,,44.17,38.59,24291684.0,101480939.08,,100.67,44.18,16.59,0.409,59.24,0.5593,4.1776
2018-05-01,27858142.0,116380174.02,10.27,3.12,115.85,,72260665.75,19221948.0,17297172.0,80301609.96,,,,,,,,,,,,,,,,,,79.92,,,,44.17,38.59,24291684.0,101480939.08,,101.13,44.14,16.54,0.4096,59.3,0.5593,
2018-05-02,27858142.0,115875941.65,10.27,3.11,115.97,,71947586.93,19221948.0,17297172.0,79953692.71,,,,,,,,,,,,,,,,,,80.0,,,,44.17,38.39,24291684.0,101041259.6,,101.28,44.13,16.48,0.4094,59.3,0.5564,4.1595
2018-05-03,27815656.0,113384958.55,10.22,3.09,115.29,,70508462.22,19179462.0,17297172.0,78181240.95,,,,,,,,0.18,,42486.0,,,,,,,,79.78,,,,44.12,38.34,24291682.0,99020183.34,,100.95,44.15,16.27,0.4118,59.52,0.556,4.0763
2018-05-04,29446656.0,121938602.5,10.66,3.26,121.44,,71772524.25,20810462.0,17332172.0,86176123.14,,,1631000.0,0.1,,,,,35000.0,,,,0.1,1631000.0,,,,85.65,,,,47.87,41.6,22660682.0,93837884.16,,92.41,48.1,15.68,0.4296,61.39,0.5886,4.141
2018-05-07,27842656.0,115246321.72,9.7,3.09,115.28,,71741326.34,19206462.0,17332172.0,79499387.51,,,,,,,,6.86,,1604000.0,,,,,,,,79.49,,,,44.28,38.46,24164682.0,100022451.73,,99.96,44.3,16.5,0.4148,59.72,0.5575,4.1392
2018-05-08,25380368.0,105424972.6,9.22,2.81,105.4,,92979373.65,22206462.0,22384172.0,92241201.86,,,3000000.0,20.86,,,,,5052000.0,,,,20.86,3000000.0,,,,92.0,,,,50.39,43.85,21864682.0,90821516.09,,90.4,50.44,31.39,0.2819,36.12,0.5012,4.1538
2018-05-09,23980368.0,99998134.56,9.05,2.66,99.85,,93341997.24,20806462.0,22384172.0,86762946.54,,,,,,,,5.95,,1400000.0,,,,,,,,86.39,,,,48.76,42.25,21864682.0,91175723.94,,90.79,48.76,32.26,0.2743,33.29,0.487,4.17
2018-05-10,21680368.0,92156740.26,8.15,2.41,90.57,,75595179.92,20806462.0,17784172.0,88442028.02,,,,,,,,,,,,,,,,,4600000.0,86.64,18.73,,,48.76,42.3,21864682.0,92940203.78,,91.28,48.7,26.44,0.2682,35.41,0.4408,4.2507
2018-05-11,15473367.0,65438416.38,5.68,1.72,64.98,,65437595.93,14810462.0,15473173.0,62634924.84,,,,,,,,24.14,,5996000.0,,,,,,,2311000.0,62.23,9.06,,,35.89,30.45,26458370.0,111895092.57,,112.02,35.71,28.07,0.2913,39.03,0.3181,4.2291
2018-05-14,15949367.0,67657214.81,5.87,1.77,66.76,,67657214.81,13035462.0,15949367.0,55296429.8,,,,0.83,,238000.0,,7.11,238194.0,1800000.0,,,0.83,,1.0,25000.0,,54.91,,,,33.01,27.83,26458370.0,112236405.54,,111.46,33.0,27.17,0.2782,37.97,0.3405,4.242
2018-05-15,16549367.0,69250826.21,6.08,1.83,69.41,,66740126.21,13035462.0,15949367.0,54546890.74,,,,,,,,,,,,,,,,,,55.1,,,,33.58,28.68,25786430.0,107903316.34,,109.06,33.57,26.26,0.2869,40.38,0.3641,4.1845
2018-05-16,16762367.0,71349015.14,6.22,1.85,70.09,,68795115.14,13035462.0,16162367.0,55485444.0,,,,6.53,,213000.0,,,1596000.0,,,,6.53,,0.89,,,55.27,,,,33.58,28.68,25786430.0,109759939.3,,109.43,33.56,25.69,0.2808,40.11,0.3688,4.2565
2018-05-17,21433828.0,90446467.39,8.05,2.37,90.8,,45398157.07,12648462.0,10758367.0,53373979.95,,,,,,,,1.6,,387000.0,,,,,,,7000000.0,53.5,29.2,,,32.58,27.83,26173430.0,110446639.91,,111.11,32.5,33.17,0.3029,39.94,0.4716,4.2198
2018-05-18,17171828.0,71611674.31,6.36,1.91,72.12,,23797262.3,11738462.0,5706367.0,48952908.08,,,,,,790000.0,,4.17,,910000.0,,,,,3.29,,1676000.0,49.29,7.16,,,30.24,25.83,27083430.0,112946028.13,,114.08,30.17,41.46,0.4242,49.96,0.3778,4.1703
2018-05-21,10100367.0,42358919.12,3.73,1.12,42.11,,24325579.12,9642462.0,5800367.0,40438557.14,,,,,,,,9.06,,2096000.0,,,,,,,696000.0,40.49,2.94,,,28.02,21.21,24767442.0,103869698.26,,103.47,28.13,42.66,0.3722,42.73,0.2222,4.1938
2018-05-22,14256184.0,60089815.56,5.62,1.58,59.82,,22593946.91,9168817.0,5360367.0,38646563.66,,,,,,,,1.87,,473645.0,,,,,,,440000.0,38.57,1.84,,,20.17,20.17,36282460.0,152930568.9,,152.22,20.22,26.83,0.4493,60.39,0.3137,4.215
2018-05-23,14056148.0,59087829.35,5.53,1.56,59.17,,21591670.29,8979799.0,5136349.0,37748381.06,,,23982.0,,,,,0.95,,213000.0,,,,23982.0,,,224018.0,37.87,0.99,,,22.44,19.01,31044592.0,130502151.39,,130.91,22.44,27.27,0.4627,61.29,0.2976,4.2037
2018-05-24,8161704.0,34099599.31,3.2,0.91,34.16,,18154868.12,8119817.0,4345349.0,33924595.43,,,,0.08,,,,3.6,24000.0,859982.0,,,0.08,,,,815000.0,34.14,3.43,,,17.19,17.19,39109424.0,163399173.47,,164.13,17.22,37.19,0.4296,53.09,0.1728,4.178
2018-05-25,12395184.0,52572933.42,5.39,1.38,51.69,,18281990.59,8119817.0,4310367.0,34439391.82,,,,,,,,,,,,,,,,,34982.0,33.93,0.34,,,20.29,17.21,31903576.0,135315827.25,,133.32,20.29,24.46,0.542,69.14,0.2627,4.2414
2018-05-28,12244753.0,51941017.75,5.62,1.36,51.81,,18182340.18,7993386.0,4286367.0,33907144.07,,,49669.0,,,,,0.56,,176100.0,,,,49669.0,,,24000.0,33.89,0.0,,,19.98,16.95,32006006.0,135766276.85,,135.7,19.98,24.77,0.5484,69.6,0.2596,4.2419
2018-05-29,7860291.0,33042305.28,4.01,0.87,33.21,,20010734.39,7853386.0,4760267.0,33013278.73,,,,,,473900.0,,0.7,,140000.0,,,,,1.99,,,33.14,,,,19.63,16.65,32146006.0,135132165.42,,136.12,19.58,38.65,0.4492,54.42,0.1666,4.2037
2018-05-30,7860291.0,32683089.98,4.14,0.88,32.92,,19793190.19,7853386.0,4760267.0,32654378.99,,,,,,,,,,,,,,,,,,32.82,,,,19.63,16.65,32146006.0,133663092.95,,134.9,19.57,38.65,0.4493,54.42,0.1666,4.158
2018-05-31,12104753.0,50283143.96,6.32,1.35,50.32,,17805568.52,7853386.0,4286367.0,32622965.44,,,,,,,,,,,,,,,,,473900.0,32.71,1.97,,,19.16,16.3,33144666.0,137682942.56,,138.1,19.15,25.06,0.56,70.4,0.2513,4.154
2018-06-01,12275191.0,51678554.11,6.54,1.37,51.14,,19401936.56,7701655.0,4608536.0,32423967.55,,,,,,322169.0,,0.68,,151731.0,,,,,1.34,,,32.24,,,,18.79,15.99,33296396.0,140177827.16,,138.66,18.87,24.59,0.5471,69.56,0.2548,4.21
2018-06-04,10868438.0,46276722.16,5.62,1.21,45.85,,19622685.43,6294902.0,4608536.0,26803063.23,,,,,,,,5.71,,1406753.0,,,,,,,,26.71,,,,15.35,13.19,34703152.0,147762550.9,,146.4,15.43,14.87,0.6427,78.55,0.2277,4.2579
2018-06-05,10868438.0,46146300.9,5.58,1.21,46.15,,19567383.0,6294902.0,4608536.0,26727524.4,,,,,,,,,,,,,,,,,,26.77,,,,15.35,13.19,34703152.0,147346113.08,,147.8,15.34,14.95,0.6409,78.42,0.2277,4.2459
2018-06-06,10868438.0,46204990.47,5.92,1.22,46.05,,19592269.1,6294902.0,4608536.0,26761516.87,,,,,,,,,,,,,,,,,,26.74,,,,15.35,13.19,34703152.0,147533510.1,,147.33,15.36,14.93,0.6413,78.45,0.2277,4.2513
2018-06-07,6301807.0,26546361.99,3.36,0.71,26.65,,19413457.9,6294902.0,4608536.0,26517274.68,,,,,,,,,,,,,,,,,,26.58,,,,53.03,13.19,5575814.0,23488116.48,,23.47,53.1,25.82,0.5307,67.92,0.132,4.2125
2018-06-08,6301807.0,26382515.01,3.46,0.72,26.44,,17944875.45,6294902.0,4286367.0,26353607.22,,,,,,,,,,,,,,,,,322169.0,26.41,1.36,,,13.19,13.19,41446904.0,173517463.6,,174.36,13.16,25.8,0.5303,67.89,0.132,4.1865
2018-06-11,10224100.0,42850225.51,5.96,1.16,42.71,,17964592.73,5972733.0,4286367.0,25032321.28,,,,,,,,1.39,,322169.0,,,,,,,,25.02,,,,51.72,12.51,5575815.0,23368798.25,,23.36,51.71,15.87,0.7208,83.4,0.2142,4.1911
2018-06-12,10224100.0,42860449.61,4.85,1.16,42.65,,17968879.1,5972733.0,4286367.0,25038294.01,,,,,,,,,,,,,,,,,,24.98,,,,51.72,12.51,5575815.0,23374374.06,,23.32,51.72,15.88,0.7207,83.39,0.2142,4.1921
2018-06-13,10224100.0,42836934.18,5.08,1.17,42.75,,17959020.46,5972733.0,4286367.0,25024556.72,,,,,,,,,,,,,,,,,,25.03,,,,51.72,12.51,5575815.0,23361549.69,,23.36,51.72,15.88,0.7206,83.39,0.2142,4.1898
2018-06-14,10205811.0,42826644.7,5.03,1.17,42.45,,17986881.84,5954444.0,4286367.0,24986633.36,,,,,,,,0.08,,18289.0,,,,,,,,24.84,,,,51.64,12.48,5575815.0,23397792.48,,23.27,51.63,15.9,0.7204,83.37,0.2139,4.1963
2018-06-15,8979638.0,36958394.08,4.52,1.03,37.42,,29989229.3,6954444.0,7286367.0,28623100.62,,,1000000.0,4.2,,2000000.0,,,1000000.0,,,,4.2,1000000.0,8.23,,,28.85,,,,16.97,14.57,34025320.0,140041412.06,,142.38,16.85,22.0,0.3225,47.8,0.1882,4.1158
2018-06-18,8979638.0,36636025.08,4.67,1.03,36.93,,29727648.72,6954444.0,7286367.0,28373436.08,,,,,,,,,,,,,,,,,,28.51,,,,16.97,14.57,34025320.0,138819903.07,,140.02,16.91,22.12,0.3208,47.55,0.1882,4.0799
2018-06-19,8014638.0,32395166.8,4.15,0.92,32.76,,21367495.41,6954444.0,5286367.0,28109862.65,,,,,,,,,,,,,,,,,2000000.0,28.27,8.19,,,16.97,14.6,34025320.0,137530343.44,,138.9,16.91,20.21,0.3602,53.61,0.1683,4.042
