,MFED FP Equity_PX_LAST
2023-04-13,229.1
2023-04-14,230.8
2023-04-17,230.8
2023-04-18,231.8
2023-04-19,231.9
2023-04-20,231.5
2023-04-21,231.95
2023-04-24,232.4
2023-04-25,231.0
2023-04-26,229.0
2023-04-27,230.9
2023-04-28,229.5
2023-05-02,229.5
2023-05-03,229.7
2023-05-04,228.4
2023-05-05,229.35
2023-05-08,231.9
2023-05-09,230.25
2023-05-10,230.25
2023-05-11,229.3
2023-05-12,230.55
2023-05-15,231.15
2023-05-16,231.1
2023-05-17,230.8
2023-05-18,233.05
2023-05-19,234.4
2023-05-22,234.35
2023-05-23,232.75
2023-05-24,228.5
2023-05-25,228.7
2023-05-26,231.45
2023-05-29,230.85
2023-05-30,229.65
2023-05-31,227.05
2023-06-01,228.5
2023-06-02,232.35
2023-06-05,230.7
2023-06-06,231.5
2023-06-07,231.1
2023-06-08,231.25
2023-06-09,230.9
2023-06-12,232.35
2023-06-13,234.0
2023-06-14,235.6
2023-06-15,234.6
2023-06-16,236.05
2023-06-19,233.2
2023-06-20,232.45
2023-06-21,231.6
2023-06-22,230.85
2023-06-23,229.1
2023-06-26,229.45
2023-06-27,230.65
2023-06-28,232.8
2023-06-29,233.05
2023-06-30,235.7
2023-07-03,235.5
2023-07-04,235.45
2023-07-05,233.25
2023-07-06,226.9
2023-07-07,227.85
2023-07-10,228.4
2023-07-11,230.4
2023-07-12,234.35
2023-07-13,235.8
2023-07-14,236.1
2023-07-17,234.3
2023-07-18,235.15
2023-07-19,235.3
2023-07-20,235.7
2023-07-21,236.55
2023-07-24,236.35
2023-07-25,236.55
2023-07-26,235.1
2023-07-27,239.55
2023-07-28,239.8
2023-07-31,239.7
2023-08-01,236.85
2023-08-02,233.75
2023-08-03,231.7
2023-08-04,233.25
2023-08-07,233.1
2023-08-08,230.95
2023-08-09,231.85
2023-08-10,235.1
2023-08-11,231.95
2023-08-14,232.3
2023-08-15,230.2
2023-08-16,230.25
2023-08-17,227.55
2023-08-18,226.7
2023-08-21,226.9
2023-08-22,228.9
2023-08-23,229.7
2023-08-24,228.05
2023-08-25,228.15
2023-08-28,231.25
2023-08-29,233.35
2023-08-30,232.65
2023-08-31,231.95
2023-09-01,231.15
2023-09-04,230.6
2023-09-05,229.85
2023-09-06,228.55
2023-09-07,227.45
2023-09-08,228.1
2023-09-11,228.8
2023-09-12,227.75
2023-09-13,227.15
2023-09-14,230.15
2023-09-15,230.45
2023-09-18,227.55
2023-09-19,227.25
2023-09-20,229.65
2023-09-21,226.8
2023-09-22,225.9
2023-09-25,223.35
2023-09-26,221.65
2023-09-27,221.05
2023-09-28,222.05
2023-09-29,224.0
2023-10-02,221.15
2023-10-03,218.7
2023-10-04,218.95
2023-10-05,218.95
2023-10-06,221.0
2023-10-09,219.55
2023-10-10,224.4
2023-10-11,223.85
2023-10-12,223.3
2023-10-13,219.65
2023-10-16,220.65
2023-10-17,220.15
2023-10-18,217.7
2023-10-19,216.65
2023-10-20,213.15
2023-10-23,213.6
2023-10-24,214.9
2023-10-25,215.2
2023-10-26,214.3
2023-10-27,213.15
2023-10-30,213.45
2023-10-31,215.65
2023-11-01,216.9
2023-11-02,221.05
2023-11-03,222.55
2023-11-06,221.35
2023-11-07,221.2
2023-11-08,222.15
2023-11-09,224.85
2023-11-10,222.85
2023-11-13,224.25
2023-11-14,228.25
2023-11-15,229.45
2023-11-16,228.7
2023-11-17,231.15
2023-11-20,231.15
2023-11-21,230.25
2023-11-22,231.55
2023-11-23,231.85
2023-11-24,232.5
2023-11-27,231.7
2023-11-28,231.45
2023-11-29,233.05
2023-11-30,234.05
2023-12-01,235.85
2023-12-04,236.0
2023-12-05,237.7
2023-12-06,239.25
2023-12-07,238.6
2023-12-08,240.75
2023-12-11,241.4
2023-12-12,240.8
2023-12-13,240.65
2023-12-14,242.3
2023-12-15,242.35
2023-12-18,240.85
2023-12-19,241.95
2023-12-20,242.1
2023-12-21,241.45
2023-12-22,241.3
2023-12-27,242.2
2023-12-28,241.0
2023-12-29,240.9
2024-01-02,241.1
2024-01-03,237.5
2024-01-04,239.0
2024-01-05,238.3
2024-01-08,239.55
2024-01-09,238.85
2024-01-10,238.75
2024-01-11,237.2
2024-01-12,238.95
2024-01-15,238.0
2024-01-16,237.35
2024-01-17,235.35
2024-01-18,237.65
2024-01-19,237.5
2024-01-22,239.55
2024-01-23,238.9
2024-01-24,242.95
2024-01-25,244.15
2024-01-26,246.5
2024-01-29,246.2
2024-01-30,247.0
2024-01-31,246.85
2024-02-01,245.0
2024-02-02,245.8
2024-02-05,245.55
2024-02-06,247.1
2024-02-07,246.5
2024-02-08,247.55
2024-02-09,247.45
2024-02-12,248.95
2024-02-13,246.0
2024-02-14,246.9
2024-02-15,248.4
2024-02-16,249.75
2024-02-19,249.65
2024-02-20,249.65
2024-02-21,250.2
2024-02-22,253.7
2024-02-23,254.1
2024-02-26,253.55
2024-02-27,254.65
2024-02-28,253.95
2024-02-29,254.35
2024-03-01,255.15
2024-03-04,255.3
2024-03-05,254.65
2024-03-06,255.85
2024-03-07,259.0
2024-03-08,258.5
2024-03-11,257.15
2024-03-12,259.85
2024-03-13,260.75
2024-03-14,260.1
2024-03-15,259.55
2024-03-18,259.55
2024-03-19,260.05
2024-03-20,260.05
2024-03-21,262.6
2024-03-22,262.3
2024-03-25,262.65
2024-03-26,264.25
2024-03-27,265.0
2024-03-28,265.15
2024-04-02,262.8
2024-04-03,264.15
2024-04-04,264.3
2024-04-05,261.15
2024-04-08,262.8
2024-04-09,260.65
2024-04-10,260.65
2024-04-11,259.3
2024-04-12,258.9
2024-04-15,259.7
2024-04-16,256.5
2024-04-17,256.4
2024-04-18,257.75
2024-04-19,256.95
2024-04-22,258.85
2024-04-23,262.5
2024-04-24,262.0
2024-04-25,259.65
2024-04-26,262.75
2024-04-29,262.75
2024-04-30,260.55
2024-05-02,260.3
2024-05-03,261.55
2024-05-06,263.55
2024-05-07,266.95
2024-05-08,268.1
2024-05-09,269.25
2024-05-10,271.15
2024-05-13,271.35
2024-05-14,271.9
2024-05-15,273.4
2024-05-16,272.45
2024-05-17,271.9
2024-05-20,272.85
2024-05-21,272.1
2024-05-22,271.55
2024-05-23,271.5
2024-05-24,271.75
2024-05-27,272.55
2024-05-28,271.6
2024-05-29,268.4
2024-05-30,269.4
2024-05-31,268.95
2024-06-03,270.65
2024-06-04,268.75
2024-06-05,272.0
2024-06-06,273.65
2024-06-07,272.7
2024-06-10,270.65
2024-06-11,267.9
2024-06-12,271.8
2024-06-13,266.85
2024-06-14,261.9
2024-06-17,263.45
2024-06-18,265.3
2024-06-19,263.8
2024-06-20,267.05
2024-06-21,265.05
2024-06-24,267.0
2024-06-25,266.2
2024-06-26,265.45
2024-06-27,264.6
2024-06-28,264.15
2024-07-01,265.65
2024-07-02,264.6
2024-07-03,268.05
2024-07-04,269.2
2024-07-05,268.85
2024-07-08,268.65
2024-07-09,265.55
2024-07-10,268.35
2024-07-11,269.85
2024-07-12,273.1
2024-07-15,270.15
2024-07-16,269.1
2024-07-17,266.4
2024-07-18,265.75
2024-07-19,263.2
2024-07-22,267.0
2024-07-23,267.8
2024-07-24,265.0
2024-07-25,262.75
2024-07-26,265.35
2024-07-29,263.5
2024-07-30,265.05
2024-07-31,265.9
2024-08-01,261.05
2024-08-02,253.9
2024-08-05,249.85
2024-08-06,250.25
2024-08-07,255.2
2024-08-08,254.9
2024-08-09,255.35
2024-08-12,255.25
2024-08-13,257.05
2024-08-14,258.35
2024-08-15,262.45
2024-08-16,263.3
2024-08-19,265.1
2024-08-20,264.35
2024-08-21,265.95
2024-08-22,266.1
2024-08-23,267.65
2024-08-26,267.2
2024-08-27,267.3
2024-08-28,268.45
2024-08-29,270.9
2024-08-30,270.9
2024-09-02,271.65
2024-09-03,268.95
2024-09-04,265.85
2024-09-05,265.3
2024-09-06,261.6
2024-09-09,263.75
2024-09-10,262.3
2024-09-11,262.8
2024-09-12,265.0
2024-09-13,267.05
2024-09-16,266.35
2024-09-17,268.25
2024-09-18,267.0
2024-09-19,270.9
2024-09-20,267.65
2024-09-23,268.4
2024-09-24,270.25
2024-09-25,270.15
2024-09-26,275.5
2024-09-27,277.7
2024-09-30,274.75
2024-10-01,272.1
2024-10-02,271.7
2024-10-03,268.95
2024-10-04,271.15
2024-10-07,271.8
2024-10-08,270.8
2024-10-09,273.0
2024-10-10,272.25
2024-10-11,273.65
2024-10-14,275.4
2024-10-15,272.6
2024-10-16,271.1
2024-10-17,272.65
2024-10-18,274.25
2024-10-21,271.75
2024-10-22,271.2
2024-10-23,270.2
2024-10-24,270.35
2024-10-25,270.75
2024-10-28,272.2
2024-10-29,270.8
2024-10-30,267.4
2024-10-31,264.95
2024-11-01,267.6
2024-11-04,266.35
2024-11-05,267.05
2024-11-06,263.8
2024-11-07,265.75
2024-11-08,264.05
2024-11-11,266.4
2024-11-12,261.6
2024-11-13,260.85
2024-11-14,265.25
2024-11-15,263.7
2024-11-18,263.2
2024-11-19,261.55
2024-11-20,260.95
2024-11-21,262.05
2024-11-22,264.05
2024-11-25,265.3
2024-11-26,263.4
2024-11-27,261.8
2024-11-28,262.95
2024-11-29,264.9
2024-12-02,266.7
2024-12-03,268.15
2024-12-04,269.95
2024-12-05,272.25
2024-12-06,273.25
2024-12-09,273.15
2024-12-10,271.95
2024-12-11,272.7
2024-12-12,272.5
2024-12-13,273.5
2024-12-16,271.8
2024-12-17,270.85
2024-12-18,271.65
2024-12-19,267.7
2024-12-20,267.4
2024-12-23,266.3
2024-12-24,267.9
2024-12-27,269.0
2024-12-30,267.7
2024-12-31,269.4
2025-01-02,270.0
2025-01-03,267.9
2025-01-06,273.25
2025-01-07,274.15
2025-01-08,273.05
2025-01-09,274.3
2025-01-10,271.9
2025-01-13,270.75
2025-01-14,271.8
2025-01-15,275.1
2025-01-16,277.7
2025-01-17,280.5
2025-01-20,281.45
2025-01-21,281.5
2025-01-22,282.85
2025-01-23,283.65
2025-01-24,283.45
2025-01-27,282.0
2025-01-28,282.45
2025-01-29,284.0
2025-01-30,286.7
2025-01-31,286.45
2025-02-03,282.75
2025-02-04,285.1
2025-02-05,284.95
2025-02-06,289.65
2025-02-07,287.8
2025-02-10,290.2
2025-02-11,291.35
2025-02-12,292.2
2025-02-13,296.65
2025-02-14,296.45
2025-02-17,297.65
2025-02-18,298.4
2025-02-19,294.4
2025-02-20,294.45
2025-02-21,295.75
2025-02-24,294.8
2025-02-25,294.65
2025-02-26,298.6
2025-02-27,296.15
2025-02-28,295.05
2025-03-03,298.8
2025-03-04,291.0
2025-03-05,296.85
2025-03-06,299.0
2025-03-07,296.05
2025-03-10,291.8
2025-03-11,287.65
2025-03-12,290.0
2025-03-13,288.5
2025-03-14,292.0
2025-03-17,294.35
2025-03-18,297.15
2025-03-19,298.05
2025-03-20,295.6
2025-03-21,294.35
2025-03-24,293.95
2025-03-25,296.4
2025-03-26,293.45
2025-03-27,292.2
2025-03-28,289.95
2025-03-31,285.6
2025-04-01,289.2
2025-04-02,288.5
2025-04-03,280.55
2025-04-04,267.65
2025-04-07,256.0
2025-04-08,262.55
2025-04-09,254.15
2025-04-10,264.5
2025-04-11,263.95
2025-04-14,270.45
2025-04-15,274.6
2025-04-16,274.7
2025-04-17,273.6
2025-04-22,275.3
2025-04-23,281.45
2025-04-24,283.5
2025-04-25,285.3
2025-04-28,286.0
2025-04-29,286.75
2025-04-30,287.35
2025-05-02,293.7
2025-05-05,295.0
2025-05-06,294.0
2025-05-07,292.9
2025-05-08,295.05
2025-05-09,296.9
2025-05-12,301.3
2025-05-13,302.45
2025-05-14,301.9
2025-05-15,304.35
2025-05-16,303.85
2025-05-19,304.5
2025-05-20,306.85
2025-05-21,307.0
2025-05-22,305.45
2025-05-23,300.95
2025-05-26,304.8
2025-05-27,305.85
2025-05-28,303.9
2025-05-29,304.05
2025-05-30,303.85
2025-06-02,303.3
2025-06-03,305.0
2025-06-04,305.65
2025-06-05,305.8
2025-06-06,306.95
2025-06-09,306.65
2025-06-10,306.2
2025-06-11,305.55
2025-06-12,303.55
2025-06-13,300.0
2025-06-16,302.6
2025-06-17,299.4
2025-06-18,298.75
2025-06-19,295.05
2025-06-20,296.95
2025-06-23,296.2
2025-06-24,301.05
2025-06-25,298.4
2025-06-26,298.05
2025-06-27,302.55
2025-06-30,301.2
2025-07-01,300.6
2025-07-02,302.05
2025-07-03,303.4
2025-07-04,300.8
2025-07-07,303.4
2025-07-08,304.35
2025-07-09,307.9
2025-07-10,307.65
2025-07-11,304.7
2025-07-14,304.2
2025-07-15,303.45
2025-07-16,300.4
2025-07-17,304.9
2025-07-18,304.15
2025-07-21,304.2
2025-07-22,302.35
2025-07-23,304.2
2025-07-24,305.5
2025-07-25,304.95
2025-07-28,304.45
2025-07-29,306.9
2025-07-30,307.35
2025-07-31,304.5
2025-08-01,296.4
2025-08-04,300.8
2025-08-05,301.0
2025-08-06,301.55
2025-08-07,306.1
2025-08-08,307.55
2025-08-11,307.4
2025-08-12,307.7
2025-08-13,309.75
2025-08-14,312.45
2025-08-15,313.15
2025-08-18,312.05
2025-08-19,315.0
2025-08-20,314.35
2025-08-21,313.85
2025-08-22,315.15
2025-08-25,312.5
2025-08-26,309.0
2025-08-27,308.65
2025-08-28,308.75
2025-08-29,306.2
