,UBI FP Equity_DX_SI_QTY,UBI FP Equity_DX_SHORT_INTEREST_VALUE,UBI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,UBI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,UBI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,UBI FP Equity_DX_SI_MV,UBI FP Equity_DX_DSS,UBI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,UBI FP Equity_DX_SUPPLY_SI_QTY,UBI FP Equity_DX_BROKER_SI_QTY,UBI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,UBI FP Equity_DX_BROKER_SI_MV_NEW_x,UBI FP Equity_DX_SUPPLY_SI_QTY_NEW_x,UBI FP Equity_DX_SUPPLY_SI_QTY_INC_x,UBI FP Equity_DX_BROKER_SI_MV_INC_x,UBI FP Equity_DX_SUPPLY_SI_MV_NEW,UBI FP Equity_DX_BROKER_SI_QTY_ADD,UBI FP Equity_DX_BROKER_SI_QTY_NEW,UBI FP Equity_DX_SUPPLY_SI_MV_DEC,UBI FP Equity_DX_BROKER_SI_QTY_INC,UBI FP Equity_DX_SUPPLY_SI_QTY_DEC,UBI FP Equity_DX_BROKER_SI_MV_NEW_y,UBI FP Equity_DX_SUPPLY_SI_QTY_NEW_y,UBI FP Equity_DX_BROKER_SI_MV_INC_y,UBI FP Equity_DX_SUPPLY_SI_QTY_INC_y,UBI FP Equity_DX_BROKER_SI_MV_ADD,UBI FP Equity_DX_SUPPLY_SI_QTY_ADD,UBI FP Equity_DX_BROKER_SI_QTY_DEC,UBI FP Equity_DX_SUPPLY_SI_MV,UBI FP Equity_DX_BROKER_SI_MV_DEC,UBI FP Equity_DX_SUPPLY_SI_MV_RMV,UBI FP Equity_DX_BROKER_SI_MV_RMV,UBI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,UBI FP Equity_DX_UTILIZATION_QUANTITY,UBI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,UBI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,UBI FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,UBI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,UBI FP Equity_DX_ACTIVE_UTILIZATION_MV,UBI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,UBI FP Equity_DX_BROKER_SI_CON_RATIO,UBI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,UBI FP Equity_DX_DEMAND_SUPPLY_RATIO
2014-03-19,1471930.0,19061493.5,1.79,3.51,1.4,16.97,1.0,18379740.75,950110.0,1419285.0,12303924.5,,,,0.18,,,,,13000.0,,,,0.18,,,,4980.0,12.11,0.07,,,3.92,3.92,23310058.0,301865251.1,,296.68,3.92,9.86,0.4982,68.67,0.0607
2014-03-20,1489378.0,19019357.06,1.81,3.53,1.41,17.47,1.0,18347718.91,958249.0,1436783.0,12236839.73,,,12000.0,0.26,,,,0.01,17498.0,3861.0,,,0.26,12000.0,,,,12.48,,,,4.0,4.0,23022284.0,293994566.68,,298.14,4.02,10.27,0.4875,67.74,0.0621
2014-03-21,1487833.0,18724378.31,1.81,3.51,1.41,17.22,1.0,18081914.06,956704.0,1436783.0,12040119.84,,,,,,,,0.12,,1545.0,,,,,,,,12.19,,,,3.99,3.99,23011824.0,289603805.04,,293.1,3.99,10.23,0.4878,67.76,0.0621
2014-03-24,1527641.0,18530285.33,1.86,3.64,1.45,17.58,1.0,18114929.87,975500.0,1493399.0,11832815.0,,,45604.0,0.55,,10996.0,,0.34,45620.0,26808.0,,,0.55,45604.0,0.14,,,12.2,,,,4.08,4.08,22948640.0,278367003.2,,286.72,4.08,13.01,0.4571,65.06,0.0639
2014-03-25,1537857.0,18977155.38,1.87,3.62,1.46,17.36,1.0,18631018.38,979308.0,1509807.0,12084660.72,,,,0.19,,,,0.08,16408.0,6192.0,,,0.19,,,10000.0,,11.88,,,,4.11,4.11,22845158.0,281909249.72,,277.84,4.1,12.71,0.4479,64.42,0.0645
2014-03-26,1607391.0,20333496.15,1.96,4.11,1.52,18.41,1.0,19982762.25,1006586.0,1579665.0,12733312.9,,,11635.0,0.82,,8000.0,,0.09,61858.0,14332.0,,,0.82,11635.0,0.1,29975.0,,12.46,,,,4.28,4.28,22536966.0,285092619.9,,279.13,4.27,13.62,0.4111,61.35,0.0683
2014-03-27,1622479.0,20427010.61,1.98,4.18,1.54,18.89,1.0,20077940.27,1028157.0,1594753.0,12944496.63,,,13383.0,0.26,,,,0.05,15088.0,3966.0,,,0.26,13383.0,,12154.0,,13.03,,,,4.38,4.38,22458368.0,282750853.12,,283.99,4.39,14.31,0.405,60.71,0.0691
2014-03-28,1223528.0,15667276.04,1.49,3.14,1.16,14.68,1.0,15314088.53,943976.0,1195946.0,12087612.68,,,,0.3,,,,1.23,23783.0,93041.0,,,0.3,,,8860.0,422590.0,11.9,4.48,,,4.02,4.02,22519180.0,288358099.9,,284.3,4.02,18.26,0.2887,47.65,0.0521
2014-03-31,1269591.0,16504683.0,1.54,3.25,1.2,15.4,1.0,16146117.0,978657.0,1242009.0,12722541.0,,,34681.0,1.11,,,,,82571.0,,,,1.11,34681.0,,,36508.0,12.54,0.44,,,4.17,4.17,22502144.0,292527872.0,,288.64,4.16,19.91,0.2803,45.52,0.0541
2014-04-01,1309428.0,16983281.16,1.59,3.34,1.24,16.1,1.0,16651482.62,1008391.0,1283846.0,13078831.27,,,31734.0,0.38,,35369.0,,0.0,27468.0,2000.0,,,0.38,31734.0,0.45,,21000.0,13.09,0.27,,,4.24,4.24,22787984.0,295560152.48,,296.0,4.23,19.36,0.2646,44.09,0.055
2014-04-02,1339292.0,17250080.96,1.63,3.32,1.27,16.47,1.0,16922336.48,1003989.0,1313846.0,12931378.32,,,6793.0,0.39,,,,0.14,30000.0,11195.0,,,0.39,6793.0,,,,13.03,,,,4.25,4.25,22625928.0,291421952.64,,293.32,4.25,18.92,0.2574,43.01,0.0567
2014-04-03,1401316.0,18210101.42,1.7,3.47,1.33,17.22,1.0,17879391.67,1054219.0,1375867.0,13699575.91,,,3.0,0.77,,,,0.14,62021.0,10822.0,,,0.77,3.0,,61049.0,,13.63,,,,4.44,4.44,22669448.0,294589476.76,,292.78,4.45,19.92,0.2493,41.12,0.0591
2014-04-04,1070582.0,13864036.9,1.3,2.64,1.01,12.99,1.0,13524177.1,700120.0,1044338.0,9066554.0,,,2976.0,0.05,,,,4.6,2181.0,357075.0,,,0.05,2976.0,,,333710.0,9.1,4.31,,,2.94,2.94,23128606.0,299515447.7,,299.94,2.94,23.77,0.1958,26.58,0.0449
2014-04-07,1013293.0,12889086.96,1.23,2.51,0.96,12.5,1.0,11627212.08,699080.0,914089.0,8892297.6,,,,0.13,,,,0.01,11751.0,1040.0,,,0.13,,,,142000.0,9.01,1.53,,,2.95,2.95,22989468.0,292426032.96,,295.9,2.96,24.65,0.207,28.64,0.0428
2014-04-08,1013293.0,12569899.67,1.23,2.5,0.96,12.32,1.0,11339274.05,699080.0,914089.0,8672087.4,,,,,,,,,,,,,,,,,,8.84,,,,2.95,2.95,23010362.0,285443540.61,,291.1,2.95,24.87,0.207,28.52,0.0427
2014-04-09,1013293.0,13041080.91,1.23,2.5,0.96,12.08,1.0,11764325.43,699080.0,914089.0,8997159.6,,,,,,,,,,,,,,,,,,8.68,,,,2.93,2.93,23128224.0,297660242.88,,288.49,2.92,25.19,0.2071,28.37,0.0425
2014-04-10,1051222.0,13508202.7,1.28,2.58,0.99,12.9,1.0,11718017.8,699280.0,911908.0,8985748.0,,,200.0,,,,,,,,,,,200.0,,,2181.0,8.97,0.0,,,2.93,2.93,23195884.0,298067109.4,,297.63,2.93,27.57,0.2111,27.66,0.044
2014-04-11,720393.0,9080553.77,0.88,1.76,0.68,9.14,0.0,7827566.35,478329.0,620989.0,6029337.05,,,,,,,,2.82,,220951.0,,,,,,,290919.0,6.13,3.14,,,2.02,2.02,23240776.0,292949981.48,,297.57,2.02,26.63,0.2612,38.97,0.0304
2014-04-14,667953.0,8209142.37,0.81,1.64,0.63,8.44,0.0,6987467.21,477830.0,568549.0,5872530.7,,,,,,,,0.01,,499.0,,,,,,,52440.0,6.01,0.64,,,2.02,2.02,23126842.0,284228888.18,,290.47,2.03,23.91,0.2565,39.49,0.0283
2014-04-15,586105.0,7185647.3,0.71,1.45,0.55,7.21,0.0,6850777.66,395985.0,558791.0,4854776.1,,,,,,,,1.04,,81845.0,,,,,,,9758.0,4.87,0.22,,,1.64,1.64,23795328.0,291730721.28,,292.56,1.64,27.15,0.3014,43.23,0.0242
2014-04-16,578839.0,7084989.36,0.7,1.43,0.55,7.11,0.0,6750543.6,388719.0,551515.0,4757920.56,,,7979.0,0.1,,,,0.19,7969.0,15245.0,,,0.1,7979.0,,,15245.0,4.76,0.2,,,1.61,1.61,23692540.0,289996689.6,,290.45,1.61,28.93,0.2943,41.1,0.024
2014-04-17,581327.0,7289840.58,0.71,1.46,0.55,7.13,0.0,6947197.62,402702.0,554003.0,5049883.08,,,23495.0,0.03,,,,0.11,2488.0,9512.0,,,0.03,23495.0,,,,4.95,,,,1.67,1.67,23643530.0,296489866.2,,290.58,1.67,28.83,0.2952,41.32,0.0242
2014-04-18,581327.0,7289840.58,0.71,1.49,0.55,7.23,0.0,6947197.62,402702.0,554003.0,5049883.08,,,,,,,,,,,,,,,,,,5.06,,,,1.67,1.67,23643530.0,296489866.2,,296.48,1.68,28.46,0.2955,41.53,0.0242
2014-04-21,593149.0,7438088.46,0.72,1.52,0.56,7.41,0.0,7095445.5,402702.0,565825.0,5049883.08,,,,0.16,,,,,11822.0,,,,0.16,,,,,5.06,,,,1.68,1.68,23595526.0,295887896.04,,296.24,1.68,29.87,0.296,40.83,0.0247
2014-04-22,589545.0,7557966.9,0.72,1.52,0.56,7.44,0.0,7207032.22,406404.0,562171.0,5210099.28,,,4962.0,0.1,,,,0.01,4912.0,1260.0,,,0.1,4962.0,,,8566.0,5.12,0.07,,,1.73,1.73,23114114.0,296322941.48,,290.93,1.73,31.06,0.2941,39.73,0.0251
2014-04-23,587488.0,7746029.28,0.71,1.62,0.56,7.52,0.0,7384641.62,406439.0,560079.0,5358898.22,,,35.0,,,,,,,,,,,35.0,,,2092.0,5.23,0.01,,,1.69,1.69,23663316.0,312000821.46,,304.48,1.69,31.35,0.2926,39.21,0.0244
2014-04-24,572807.0,7649837.49,0.7,1.55,0.54,7.52,0.0,7283790.29,426439.0,545398.0,5695092.85,,,20000.0,0.35,,,,,20000.0,,,,0.35,20000.0,,,34681.0,5.62,0.39,,,1.78,1.78,23508920.0,313961626.6,,310.37,1.78,26.18,0.3032,43.81,0.0239
2014-04-25,612803.0,8036911.35,0.74,1.64,0.58,8.15,0.0,7677442.31,431754.0,585394.0,5662453.71,,,,0.58,,,,0.45,39996.0,34681.0,,,0.58,,,39996.0,,5.74,,,,1.8,1.8,23559898.0,308988062.27,,313.36,1.8,24.45,0.3229,47.52,0.0255
2014-04-28,950274.0,12652898.31,1.15,2.69,0.9,12.43,0.0,12211253.08,768898.0,917105.0,10237876.87,,,330506.0,4.27,,,,,331711.0,,,,4.27,330506.0,,6638.0,,10.09,,,,3.15,3.15,23657282.0,314996709.83,,310.98,3.14,15.75,0.4697,65.51,0.0389
2014-04-29,972110.0,13259580.4,1.18,2.78,0.92,12.95,0.0,12910860.16,784544.0,946544.0,10701180.16,,,15646.0,0.04,,29100.0,,,339.0,,,,0.04,15646.0,0.38,,,10.49,,,,3.21,3.21,23644836.0,322515563.04,,316.29,3.21,15.44,0.4508,64.14,0.0398
2014-04-30,1131457.0,15195467.51,1.37,3.25,1.07,15.38,1.0,14852116.13,782061.0,1105891.0,10503079.23,,,,2.84,,,,0.02,207990.0,2483.0,,,2.84,,,,48643.0,10.62,0.49,,,3.21,3.21,23605632.0,317023637.76,,320.47,3.21,20.94,0.3529,53.01,0.0464
2014-05-01,1159126.0,15567062.18,1.41,3.32,1.1,15.59,1.0,15223710.8,782061.0,1133560.0,10503079.23,,,,,,28008.0,,0.14,,10000.0,,,,,0.37,10000.0,339.0,10.5,0.03,,,3.2,3.2,23625752.0,317293849.36,,317.35,3.2,20.66,0.3367,51.68,0.0475
2014-05-02,945149.0,12759511.5,1.15,2.71,0.89,12.62,0.0,12418150.5,773970.0,919863.0,10448595.0,,,,,,,,0.11,,8091.0,,,,,,,213697.0,10.39,2.95,,,3.16,3.16,23757096.0,320720796.0,,319.41,3.15,15.37,0.4359,62.86,0.0385
2014-05-05,943097.0,12778964.35,1.15,2.7,0.89,12.7,0.0,12436339.05,773432.0,917811.0,10480003.6,,,6000.0,,,6000.0,,0.08,,6538.0,,,,6000.0,0.08,,8052.0,10.43,0.02,,,3.15,3.15,23793578.0,322402981.9,,321.21,3.15,15.3,0.4292,62.34,0.0384
2014-05-06,896709.0,12168341.13,1.09,2.64,0.85,12.08,0.0,11825210.11,729474.0,871423.0,9898962.18,,,9000.0,0.12,,,,0.71,9000.0,52958.0,,,0.12,9000.0,,,55388.0,9.85,0.74,,,2.97,2.97,23835634.0,323449553.38,,322.57,2.96,12.59,0.4354,63.36,0.0365
2014-05-07,883611.0,12282192.9,1.07,2.65,0.84,11.97,0.0,11934887.5,723501.0,858625.0,10056663.9,,,6050.0,0.09,,,,0.13,6000.0,12023.0,,,0.09,6050.0,,,18798.0,9.85,0.21,,,2.98,2.98,23589500.0,327894050.0,,321.58,2.97,12.73,0.422,62.2,0.0363
2014-05-08,823807.0,11590964.49,1.0,2.44,0.78,11.42,0.0,11235893.97,687515.0,798571.0,9673336.05,,,250.0,0.17,,,,0.32,12000.0,36236.0,,,0.17,250.0,,,72054.0,9.61,0.77,,,2.83,2.83,23631960.0,332501677.2,,329.7,2.83,13.66,0.4051,60.84,0.0339
2014-05-09,766619.0,10897489.09,0.93,2.35,0.72,10.75,0.0,10538759.35,612535.0,741383.0,8707185.03,,,,0.09,,,,0.96,6000.0,74980.0,,,0.09,,,,63188.0,8.67,0.79,,,2.52,2.52,23678816.0,336594369.44,,334.47,2.53,14.7,0.41,61.38,0.0316
2014-05-12,723287.0,10277908.27,0.88,2.19,0.68,10.2,0.0,9920853.6,569218.0,698160.0,8088587.78,,,,,,,,0.59,,43317.0,,,,,,,43223.0,8.09,0.57,,,2.35,2.35,23698426.0,336754633.46,,336.62,2.35,15.64,0.3869,59.11,0.0298
2014-05-13,713342.0,9936854.06,0.87,2.19,0.67,10.07,0.0,9585567.32,595741.0,688124.0,8298672.13,,,50286.0,0.38,,,,0.33,27629.0,23763.0,,,0.38,50286.0,,,37665.0,8.47,0.51,,,2.43,2.43,23871428.0,332528992.04,,338.56,2.44,13.89,0.3607,56.77,0.0292
2014-05-14,784860.0,10764354.9,0.95,2.46,0.74,10.98,0.0,10423482.29,617624.0,760006.0,8470713.16,,,17000.0,0.97,,,,0.02,72442.0,364.0,,,0.97,17000.0,,5247.0,560.0,8.59,0.0,,,2.53,2.53,23840112.0,326967136.08,,331.32,2.53,15.35,0.3186,51.89,0.0321
2014-05-15,738597.0,9993217.41,0.9,2.37,0.7,10.2,0.0,9437175.0,550361.0,697500.0,7446384.33,,,26551.0,0.96,,,,1.98,71115.0,138378.0,,,0.96,26551.0,,44564.0,133621.0,7.53,1.91,,,2.25,2.25,23907376.0,323466797.28,,327.49,2.25,16.28,0.2055,37.1,0.0302
2014-05-16,696293.0,9786398.12,0.84,2.23,0.66,9.58,0.0,9208779.78,526057.0,655196.0,7393731.14,,,,,,,,0.37,,24304.0,,,,,,,42304.0,7.17,0.56,,,2.13,2.13,24130932.0,339160249.26,,329.33,2.13,17.12,0.2075,37.16,0.0282
2014-05-19,662122.0,9438549.11,0.8,2.09,0.63,9.08,0.0,8978825.36,479886.0,629872.0,6840774.93,,,,,,,,0.89,,72722.0,,,,,,26551.0,25324.0,6.74,0.38,,,1.96,1.96,23945906.0,341348890.03,,337.31,1.96,18.74,0.2026,35.05,0.0271
2014-05-20,620803.0,8768842.38,0.75,1.92,0.59,8.74,0.0,8417779.63,422295.0,595949.0,5964916.88,,,,,,,,0.79,,57591.0,,,,,,,33923.0,6.0,0.29,,,1.73,1.73,24015664.0,339221254.0,,340.56,1.73,16.04,0.2075,36.52,0.0254
2014-05-21,354505.0,5032198.47,0.43,1.1,0.33,4.94,0.0,4679395.95,234247.0,329651.0,3325136.17,,,,,,,,2.68,,188048.0,,,,,,,266298.0,3.32,3.78,,,0.96,0.96,24230732.0,343955240.74,,342.62,0.96,28.15,0.2178,31.96,0.0145
2014-05-22,292625.0,4169906.25,0.35,0.89,0.28,4.1,0.0,2840680.5,183479.0,199346.0,2614575.75,,,15038.0,,,,,1.68,,119193.0,,,,15038.0,,53387.0,130305.0,2.61,1.82,,,0.75,0.75,24299452.0,346267191.0,,345.18,0.75,19.51,0.2102,35.95,0.012
2014-05-23,302559.0,4359875.19,0.37,0.91,0.29,4.25,0.0,2930763.44,178375.0,203384.0,2570383.75,,,5896.0,0.21,,,,0.16,15038.0,11000.0,,,0.21,5896.0,,,11000.0,2.55,0.15,,,0.75,0.75,23702272.0,341549739.52,,338.58,0.75,20.66,0.2024,34.73,0.0127
2014-05-26,286469.0,4132315.33,0.35,0.86,0.27,4.05,0.0,2701715.95,178375.0,187294.0,2573059.38,,,,,,,,,,,,,,,,,16090.0,2.57,0.23,,,0.75,0.75,23731584.0,342328099.2,,341.71,0.75,22.01,0.2251,37.0,0.012
2014-05-27,286469.0,4066427.46,0.35,0.87,0.27,4.02,0.0,2658638.33,178375.0,187294.0,2532033.13,,,,,,,,,,,,,,,,,,2.56,,,,0.74,0.74,23764740.0,337340484.3,,341.93,0.74,22.21,0.2286,37.33,0.012
2014-05-28,240495.0,3318831.0,0.29,0.7,0.23,3.38,0.0,2539669.2,135661.0,184034.0,1872121.8,,,,,,,,0.63,,42714.0,,,,,,,3260.0,1.91,0.0,,,0.57,0.57,23824296.0,328775284.8,,336.89,0.56,17.55,0.2612,44.65,0.01
2014-05-29,222602.0,3293396.59,0.27,0.62,0.21,3.06,0.0,2694524.58,117768.0,182124.0,1742377.56,,,,,,,,0.25,,17893.0,,,,,,,1910.0,1.68,0.02,,,0.49,0.49,23855940.0,352948632.3,,333.48,0.5,19.48,0.2954,47.55,0.0093
2014-05-30,594164.0,8707473.42,0.72,1.55,0.56,8.73,0.0,4608587.16,356982.0,314472.0,5231571.21,,,50012.0,2.11,,,,0.0,142356.0,586.0,,,2.11,50012.0,,189788.0,10008.0,5.27,0.13,,,1.49,1.49,23648202.0,346564400.31,,346.64,1.5,34.28,0.2876,36.15,0.0248
2014-06-02,557497.0,8211930.81,0.68,1.43,0.53,8.11,0.0,2768017.41,446870.0,187917.0,6582395.1,,,92521.0,,,15801.0,,0.13,,8405.0,,,,92521.0,0.22,5772.0,142356.0,6.55,2.11,,,1.87,1.87,23511348.0,346322156.04,,344.52,1.87,19.82,0.3875,58.03,0.0233
2014-06-03,352833.0,5165475.12,0.43,0.88,0.33,5.14,0.0,3358035.36,200749.0,229374.0,2938965.36,,,,,,41607.0,,3.6,,246121.0,,,,,0.62,,150.0,2.95,0.0,,,0.84,0.84,23821308.0,348743949.12,,350.42,0.84,25.02,0.1907,29.46,0.0147
2014-06-04,338907.0,5103939.42,0.41,0.85,0.32,4.91,0.0,3454372.44,186823.0,229374.0,2813554.38,,,,,,,,0.21,,13926.0,,,,,,,,2.76,,,,0.78,0.78,23881904.0,359661474.24,,351.66,0.78,21.74,0.1868,30.72,0.0141
2014-06-05,280267.0,4211011.68,0.34,0.68,0.26,4.13,0.0,2814888.68,170210.0,187347.0,2557405.25,,,,,,,,0.22,,16613.0,,,,,,,42027.0,2.55,0.62,,,0.7,0.7,24308732.0,365238698.3,,364.4,0.69,20.48,0.2266,37.99,0.0114
2014-06-06,260330.0,3919268.15,0.32,0.64,0.25,3.83,0.0,2820509.09,150273.0,187347.0,2262360.02,,,,,,,,0.31,,20437.0,,,,,,500.0,,2.26,,,,0.62,0.62,23945820.0,360504320.1,,359.64,0.62,15.45,0.2346,41.04,0.0108
2014-06-09,270030.0,4081503.45,0.33,0.68,0.25,3.98,0.0,2933020.41,262302.0,194047.0,3964694.73,,,3000.0,0.1,,,,,6700.0,,,,0.1,3000.0,,109029.0,,3.96,,,,1.07,1.07,24312196.0,367478842.54,,366.72,1.07,14.82,0.2412,42.14,0.011
2014-06-10,245450.0,3725931.0,0.3,0.62,0.23,3.62,0.0,2945633.46,237722.0,194047.0,3608619.96,,,,,,,,0.37,,24580.0,,,,,,,,3.6,,,,0.95,0.95,24670750.0,374501985.0,,373.26,0.96,16.39,0.2773,46.79,0.0099
2014-06-11,438087.0,6501211.08,0.53,1.13,0.41,6.56,0.0,4497647.84,321330.0,303076.0,4768537.2,,,91619.0,1.66,,,,0.12,109029.0,8011.0,,,1.66,91619.0,,,,4.82,,,,1.29,1.29,24530706.0,364035677.04,,371.07,1.28,32.3,0.2849,39.65,0.0176
2014-06-12,438087.0,6494639.78,0.53,1.15,0.41,6.43,0.0,4493101.7,321330.0,303076.0,4763717.25,,,,,,,,,,,,,,,,,,4.78,,,,1.29,1.29,24531642.0,363681592.65,,370.04,1.27,32.19,0.2837,39.51,0.0176
2014-06-13,420663.0,6105923.45,0.51,1.11,0.4,6.16,0.0,4317936.72,309501.0,297481.0,4492407.01,,,,,,,,0.19,,11829.0,,,,,,,5595.0,4.54,0.08,,,1.25,1.25,24543436.0,356247973.54,,362.68,1.24,32.76,0.2813,38.68,0.0169
2014-06-16,512382.0,7455158.1,0.62,1.36,0.48,7.38,0.0,5661405.0,309601.0,389100.0,4504694.55,,,100.0,1.29,,,,,91619.0,,,,1.29,100.0,,,,4.5,,,,1.25,1.25,24521272.0,356784507.6,,355.78,1.25,25.41,0.3517,52.16,0.0206
2014-06-17,363991.0,5332468.15,0.44,0.95,0.34,5.29,0.0,4919294.2,214522.0,335788.0,3142747.3,,,,,,,,1.38,,95079.0,,,,,,,53312.0,3.14,0.72,,,0.87,0.87,24513262.0,359119288.3,,357.3,0.87,28.9,0.407,56.13,0.0147
2014-06-18,471491.0,6827189.68,0.57,1.23,0.45,6.9,0.0,6426050.24,214022.0,443788.0,3099038.56,,,,1.6,,,,0.01,108000.0,500.0,,,1.6,,,,,3.11,,,,0.86,0.86,24548644.0,355464365.12,,358.29,0.86,22.31,0.4939,66.27,0.019
2014-06-19,376412.0,5335640.1,0.46,1.0,0.36,5.45,0.0,4942950.08,214022.0,348709.0,3033761.85,,,,,,,,,,,,,,,,,95079.0,3.05,1.43,,,0.86,0.86,24572862.0,348320318.85,,354.31,0.85,27.94,0.419,57.71,0.0152
2014-06-20,465412.0,6694951.62,0.56,1.25,0.44,6.6,0.0,6296443.97,214022.0,437709.0,3078706.47,,,,1.2,,,,,89000.0,,,,1.2,,,,,3.07,,,,0.86,0.86,24546774.0,353105343.99,,349.38,0.87,22.58,0.4884,65.75,0.0188
2014-06-23,379008.0,5349697.92,0.46,1.0,0.36,5.44,0.0,4922027.54,216618.0,348709.0,3057563.07,,,,,,,,,,,,,,,,2596.0,89000.0,3.07,1.22,,,0.86,0.86,24885206.0,351254682.69,,356.52,0.85,27.77,0.4138,57.36,0.0151
2014-06-24,478008.0,6620410.8,0.58,1.26,0.45,6.75,0.0,6200769.65,315618.0,447709.0,4371309.3,,,,1.34,,,,,99000.0,,,,1.34,,,99000.0,,4.44,,,,1.27,1.27,24468002.0,338881827.7,,344.19,1.27,21.98,0.4903,66.1,0.0193
2014-06-25,478008.0,6553489.68,0.58,1.24,0.45,6.63,0.0,6138090.39,315618.0,447709.0,4327122.78,,,,,,,,,,,,,,,,,,4.38,,,,1.28,1.28,24275478.0,332816803.38,,335.46,1.29,21.97,0.4898,66.07,0.0194
2014-06-26,369908.0,5126924.88,0.45,0.94,0.35,5.08,0.0,4708366.74,315518.0,339709.0,4373079.48,,,,,,,,0.01,,100.0,,,,,,,108000.0,4.35,1.52,,,1.28,1.28,24247562.0,336071209.32,,333.32,1.29,28.37,0.4041,56.16,0.0151
2014-06-27,369708.0,5046514.2,0.45,0.96,0.35,5.13,0.0,4637027.85,315318.0,339709.0,4304090.7,,,,,,,,0.0,,200.0,,,,,,,,4.32,,,,1.29,1.29,24136014.0,329456591.1,,332.94,1.28,28.4,0.405,56.22,0.0151
2014-06-30,522121.0,7022527.45,0.63,1.41,0.49,7.13,0.0,6647097.6,313232.0,494208.0,4212970.4,,,,,,169090.0,,0.03,,2086.0,,,,,2.31,,14591.0,4.25,0.21,,,1.27,1.27,24305468.0,326908544.6,,330.59,1.27,32.39,0.3075,39.85,0.0212
2014-07-01,354179.0,4786729.18,0.43,0.96,0.33,4.77,0.0,4443934.72,310683.0,328815.0,4198880.75,,,,,,25692.0,,0.04,,2549.0,,,,,0.35,,191085.0,4.21,2.65,,,1.26,1.26,24341940.0,328981319.1,,327.88,1.27,29.63,0.4099,55.83,0.0144
2014-07-02,362785.0,4952015.25,0.44,0.96,0.34,4.91,0.0,4488324.75,319289.0,328815.0,4358294.85,,,8606.0,,,,,,,,,,,8606.0,,,,4.33,,,,1.29,1.29,24338248.0,332217085.2,,329.61,1.3,28.94,0.3947,54.53,0.0147
2014-07-03,354646.0,4954404.62,0.43,0.95,0.33,4.84,0.0,4593545.55,311150.0,328815.0,4346765.5,,,,,,,,0.11,,8139.0,,,,,,,,4.29,,,,1.25,1.25,24601954.0,343689297.38,,337.46,1.25,29.62,0.4097,55.82,0.0142
2014-07-04,354179.0,4887670.2,0.43,0.95,0.33,4.88,0.0,4537647.0,310683.0,328815.0,4287425.4,,,,,,,,0.0,,467.0,,,,,,,,4.28,,,,1.38,1.38,22231732.0,306797901.6,,309.83,1.36,30.08,0.4082,55.45,0.0157
2014-07-07,354179.0,4774332.92,0.43,0.96,0.33,4.92,0.0,4432426.2,310683.0,328815.0,4188006.84,,,,,,,,,,,,,,,,,,4.24,,,,1.38,1.38,22136728.0,298403093.44,,304.02,1.37,29.5,0.4135,56.26,0.0158
2014-07-08,354038.0,4735258.25,0.43,0.97,0.33,4.84,0.0,4396014.75,200683.0,328674.0,2684135.13,,,,,,,,0.18,,110000.0,,,,,,,141.0,4.04,0.0,,,0.88,0.88,22632144.0,302704926.0,,303.16,1.31,29.26,0.4142,56.44,0.0155
2014-07-09,364038.0,4919973.57,0.44,1.05,0.34,4.89,0.0,4577179.11,289683.0,338674.0,3915065.75,,,89000.0,0.07,,,,,10000.0,,,,0.07,89000.0,,,,3.95,,,,1.25,1.25,22828472.0,308526799.08,,305.61,1.28,28.76,0.4212,57.37,0.0157
2014-07-10,264223.0,3556441.58,0.32,0.79,0.25,3.56,0.0,3215042.14,111683.0,238859.0,1503253.18,,,,,,,,2.45,,178000.0,,,,,,,99815.0,1.51,1.35,,,0.48,0.48,22941276.0,308789574.96,,310.02,0.48,39.89,0.3448,40.96,0.0115
2014-07-11,264223.0,3452073.5,0.32,0.84,0.25,3.57,0.0,3120692.84,111683.0,238859.0,1459138.4,,,,,,,,,,,,,,,,,,1.48,,,,0.49,0.49,22897060.0,299150088.9,,306.36,0.48,39.64,0.3454,41.29,0.0115
2014-07-14,164223.0,2201409.32,0.2,0.5,0.15,2.17,0.0,1861404.9,111683.0,138859.0,1497110.62,,,,,,,,,,,,,,,,,100000.0,1.48,1.35,,,0.49,0.49,22888520.0,306820610.6,,300.59,0.49,15.66,0.4524,63.42,0.0071
2014-07-15,166847.0,2214059.69,0.2,0.52,0.16,2.24,0.0,1842658.93,114307.0,138859.0,1516853.89,,,2624.0,,,,,,,,,,,2624.0,,,,1.53,,,,0.5,0.5,22880300.0,303621581.0,,306.3,0.5,15.11,0.4422,62.77,0.0073
