,SOP FP Equity_DX_SI_QTY,SOP FP Equity_DX_SHORT_INTEREST_VALUE,SOP FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,SOP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SOP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SOP FP Equity_DX_SI_MV,SOP FP Equity_DX_DSS,SOP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SOP FP Equity_DX_SUPPLY_SI_QTY,SOP FP Equity_DX_BROKER_SI_QTY,SOP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SOP FP Equity_DX_BROKER_SI_MV_NEW_x,SOP FP Equity_DX_SUPPLY_SI_QTY_NEW_x,SOP FP Equity_DX_SUPPLY_SI_QTY_INC_x,SOP FP Equity_DX_BROKER_SI_MV_INC_x,SOP FP Equity_DX_SUPPLY_SI_MV_NEW,SOP FP Equity_DX_BROKER_SI_QTY_ADD,SOP FP Equity_DX_BROKER_SI_QTY_NEW,SOP FP Equity_DX_SUPPLY_SI_MV_DEC,SOP FP Equity_DX_BROKER_SI_QTY_INC,SOP FP Equity_DX_SUPPLY_SI_QTY_DEC,SOP FP Equity_DX_BROKER_SI_MV_NEW_y,SOP FP Equity_DX_SUPPLY_SI_QTY_NEW_y,SOP FP Equity_DX_BROKER_SI_MV_INC_y,SOP FP Equity_DX_SUPPLY_SI_QTY_INC_y,SOP FP Equity_DX_BROKER_SI_MV_ADD,SOP FP Equity_DX_SUPPLY_SI_QTY_ADD,SOP FP Equity_DX_BROKER_SI_QTY_DEC,SOP FP Equity_DX_SUPPLY_SI_MV,SOP FP Equity_DX_BROKER_SI_MV_DEC,SOP FP Equity_DX_SUPPLY_SI_MV_RMV,SOP FP Equity_DX_BROKER_SI_MV_RMV,SOP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SOP FP Equity_DX_UTILIZATION_QUANTITY,SOP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SOP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SOP FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,SOP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SOP FP Equity_DX_ACTIVE_UTILIZATION_MV,SOP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SOP FP Equity_DX_BROKER_SI_CON_RATIO,SOP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SOP FP Equity_DX_DEMAND_SUPPLY_RATIO
2018-01-23,17831.0,2990258.7,0.12,0.68,0.09,3.01,0.0,2731665.3,7716.0,16289.0,1293973.2,,,,,,,,0.18,,1069.0,,,,,,,1069.0,1.29,0.18,,,0.29,0.29,2698943.0,452612741.1,,448.08,0.29,21.59,0.3724,55.04,0.0066
2018-01-24,15999.0,2639835.0,0.11,0.61,0.08,2.67,0.0,2368905.0,6634.0,14357.0,1094610.0,,,,,,,,0.2,,1182.0,,,,,,100.0,1932.0,1.11,0.32,,,0.24,0.24,2739802.0,452067330.0,,456.29,0.24,24.11,0.4436,61.37,0.0058
2018-01-25,15335.0,2502672.0,0.1,0.59,0.07,2.55,0.0,2234697.6,6324.0,13693.0,1032076.8,,,,0.08,,,,0.05,467.0,310.0,,,0.08,,,,1131.0,1.04,0.19,,,0.23,0.23,2741856.0,447470899.2,,451.44,0.23,25.01,0.3978,56.44,0.0056
2018-01-26,15335.0,2513406.5,0.1,0.59,0.07,2.54,0.0,2244282.7,6324.0,13693.0,1036503.6,,,,,,,,,,,,,,,,,,1.03,,,,0.24,0.24,2647658.0,433951146.2,,433.28,0.24,25.16,0.3986,56.47,0.0058
2018-01-29,15335.0,2511873.0,0.1,0.59,0.07,2.55,0.0,2242913.4,3269.0,13693.0,535462.2,,,,,,,,0.5,,3055.0,,,,,,,,0.54,,,,0.12,0.12,2730434.0,447245089.2,,448.28,0.12,25.08,0.3984,56.48,0.0056
2018-01-30,11075.0,1794150.0,0.07,0.44,0.05,1.84,0.0,1528146.0,3269.0,9433.0,529578.0,,,,,,,,,,,,,,,,,4260.0,0.53,0.7,,,0.12,0.12,2735682.0,443180484.0,,446.52,0.12,35.36,0.3065,38.52,0.004
2018-01-31,6027.0,985414.5,0.04,0.24,0.03,1.01,0.0,869656.5,2335.0,5319.0,381772.5,,,,,,,,0.15,,934.0,,,,,,,4114.0,0.38,0.67,,,0.09,0.09,2736511.0,447419548.5,,444.02,0.09,15.05,0.3943,58.88,0.0022
2018-02-01,6027.0,983606.4,0.04,0.25,0.03,1.02,0.0,868060.8,2335.0,5319.0,381072.0,,,,,,,,,,,,,,,,,,0.38,,,,0.09,0.09,2735561.0,446443555.2,,446.29,0.09,15.12,0.3943,58.87,0.0022
2018-02-02,15419.0,2482459.0,0.1,0.66,0.08,2.54,0.0,856359.0,11727.0,5319.0,1888047.0,,,9392.0,,,,,,,,,,,9392.0,,,,1.91,,,,0.43,0.43,2720789.0,438047029.0,,443.06,0.43,23.25,0.4725,64.25,0.0056
2018-02-05,16719.0,2628226.8,0.11,0.72,0.08,2.71,0.0,1040506.8,11727.0,6619.0,1843484.4,,,,,,1300.0,,,,,,,,,0.21,,,1.88,,,,0.43,0.43,2732023.0,429474015.6,,439.12,0.43,21.32,0.4088,59.38,0.0061
2018-02-06,17219.0,2653447.9,0.11,0.75,0.08,2.73,0.0,1097037.9,13027.0,7119.0,2007460.7,,,,,,500.0,,,,,,,,,0.08,1300.0,,2.04,,,,0.47,0.47,2730746.0,420807958.6,,428.34,0.47,20.75,0.385,57.51,0.0063
2018-02-07,17219.0,2720602.0,0.11,0.71,0.08,2.7,0.0,1124802.0,13027.0,7119.0,2058266.0,,,,,,,,,,,,,,,,,,2.02,,,,0.47,0.47,2730681.0,431447598.0,,423.83,0.47,21.5,0.3818,56.99,0.0063
2018-02-08,17219.0,2558743.4,0.11,0.7,0.08,2.71,0.0,1057883.4,13027.0,7119.0,1935812.2,,,,,,,,,,,,,,,,,,2.04,,,,0.48,0.48,2728604.0,405470554.4,,427.12,0.48,20.06,0.3908,58.27,0.0063
2018-02-09,18562.0,2741607.4,0.12,0.74,0.09,2.79,0.0,954437.4,15027.0,6462.0,2219487.9,,,2000.0,,,,,,,,,,,2000.0,,,657.0,2.23,0.1,,,0.55,0.55,2741390.0,404903303.0,,407.03,0.55,19.51,0.343,53.32,0.0067
2018-02-12,18562.0,2756457.0,0.12,0.73,0.09,2.77,0.0,959607.0,15027.0,6462.0,2231509.5,,,,,,,,,,,,,,,,,,2.22,,,,0.55,0.55,2733378.0,405906633.0,,403.38,0.55,19.65,0.3426,53.24,0.0068
2018-02-13,16562.0,2466081.8,0.11,0.65,0.08,2.49,0.0,962191.8,13027.0,6462.0,1939720.3,,,,,,,,0.29,,2000.0,,,,,,,,1.93,,,,0.47,0.47,2736763.0,407504010.7,,405.55,0.47,21.97,0.4135,59.59,0.006
2018-02-14,16562.0,2500862.0,0.11,0.64,0.08,2.5,0.0,975762.0,13027.0,6462.0,1967077.0,,,,,,,,,,,,,,,,,,1.94,,,,0.48,0.48,2697898.0,407382598.0,,401.38,0.48,22.18,0.4127,59.45,0.0061
2018-02-15,16562.0,2533986.0,0.11,0.63,0.08,2.54,0.0,988686.0,13027.0,6462.0,1993131.0,,,,,,,,,,,,,,,,,,1.97,,,,0.47,0.47,2729725.0,417647925.0,,411.75,0.48,22.14,0.4126,59.45,0.006
2018-02-16,16562.0,2547235.6,0.11,0.63,0.08,2.57,0.0,993855.6,13027.0,6462.0,2003552.6,,,,,,,,,,,,,,,,,,2.0,,,,0.47,0.47,2731699.0,420135306.2,,418.83,0.47,22.0,0.4126,59.49,0.006
2018-02-19,16562.0,2480987.6,0.11,0.62,0.08,2.57,0.0,968007.6,13027.0,6462.0,1951444.6,,,,,,,,,,,,,,,,,,2.0,,,,0.48,0.48,2696767.0,403975696.6,,413.38,0.48,21.47,0.4159,59.96,0.0061
2018-02-20,16562.0,2596921.6,0.11,0.59,0.08,2.54,0.0,1013241.6,13027.0,6462.0,2042633.6,,,,,,,,,,,,,,,,,,1.96,,,,0.48,0.48,2724172.0,427150169.6,,412.11,0.47,22.69,0.4092,58.96,0.0061
2018-02-21,16562.0,2671450.6,0.11,0.56,0.08,2.65,0.0,1042320.6,13027.0,6462.0,2101255.1,,,,,,,,,,,,,,,,,,2.05,,,,0.48,0.48,2707696.0,436751364.8,,427.45,0.48,22.4,0.4108,59.2,0.0061
2018-02-22,18031.0,2994949.1,0.12,0.58,0.09,2.97,0.0,1317339.1,14506.0,7931.0,2409446.6,,,,,,1479.0,,,,,,,,,0.25,1479.0,10.0,2.35,0.0,,,0.53,0.53,2697509.0,448056244.9,,436.92,0.53,20.59,0.3531,54.35,0.0066
2018-02-23,18179.0,2994081.3,0.12,0.55,0.09,3.05,0.0,1306235.7,14654.0,7931.0,2413513.8,,,,,,,,,,,,,,,,148.0,,2.43,,,,0.54,0.54,2684159.0,442080987.3,,445.61,0.54,20.02,0.3571,54.94,0.0067
2018-02-26,20053.0,3246580.7,0.13,0.59,0.1,3.32,0.0,1425529.5,15528.0,8805.0,2513983.2,,,,,,1000.0,,0.02,,126.0,,,,,0.16,1000.0,126.0,2.55,0.02,,,0.58,0.58,2684499.0,434620388.1,,440.53,0.58,18.98,0.3282,52.57,0.0074
2018-02-27,20053.0,3224522.4,0.13,0.59,0.1,3.28,0.0,1415844.0,15528.0,8805.0,2496902.4,,,,,,,,,,,,,,,,,,2.51,,,,0.58,0.58,2669361.0,429233248.8,,432.28,0.58,19.15,0.3268,52.36,0.0075
2018-02-28,20053.0,3202464.1,0.13,0.59,0.1,3.25,0.0,1406158.5,15528.0,8805.0,2479821.6,,,,,,,,,,,,,,,,,,2.5,,,,0.58,0.58,2677379.0,427577426.3,,430.77,0.58,19.11,0.3271,52.41,0.0074
2018-03-01,20053.0,3114230.9,0.13,0.59,0.1,3.21,0.0,1367416.5,15528.0,8805.0,2411498.4,,,,,,,,,,,,,,,,,,2.47,,,,0.58,0.58,2680527.0,416285843.1,,424.91,0.58,18.81,0.3296,52.77,0.0074
2018-03-02,20053.0,3128268.0,0.13,0.57,0.1,3.15,0.0,1373580.0,15528.0,8805.0,2422368.0,,,,,,,,0.02,,100.0,,,,,,100.0,,2.41,,,,0.58,0.58,2681020.0,418239120.0,,414.72,0.58,19.31,0.3261,52.24,0.0074
2018-03-05,17905.0,2864800.0,0.12,0.5,0.09,2.85,0.0,1248800.0,14380.0,7805.0,2300800.0,,,,,,,,0.18,,1148.0,,,,,,,1000.0,2.25,0.16,,,0.54,0.54,2668512.0,426961920.0,,417.72,0.54,20.66,0.3577,54.79,0.0067
2018-03-06,18737.0,2999793.7,0.12,0.51,0.09,3.03,0.0,1382783.7,15212.0,8637.0,2435441.2,,,,0.14,,,,,832.0,,,,0.14,,,832.0,,2.43,,,,0.57,0.57,2674847.0,428243004.7,,426.95,0.57,19.41,0.3355,52.8,0.007
2018-03-07,19549.0,3198216.4,0.13,0.53,0.1,3.18,0.0,1545856.4,15795.0,9449.0,2584062.0,,,583.0,0.13,,,,,812.0,,,,0.13,583.0,,,,2.53,,,,0.59,0.59,2676332.0,437847915.2,,429.83,0.59,18.91,0.315,50.32,0.0073
2018-03-08,21380.0,3574736.0,0.14,0.58,0.1,3.55,0.0,1902736.0,15695.0,11380.0,2624204.0,,,,0.33,,,,0.02,2031.0,100.0,,,0.33,,,,100.0,2.58,0.02,,,0.59,0.59,2658148.0,444442345.6,,437.9,0.58,17.28,0.2737,46.02,0.008
2018-03-09,22169.0,3759862.4,0.15,0.59,0.11,3.75,0.0,2063862.4,16484.0,12169.0,2795686.4,,,,0.14,,,,,789.0,,,,0.14,,,789.0,,2.76,,,,0.62,0.62,2649670.0,449384032.0,,444.07,0.62,16.6,0.2646,44.54,0.0083
2018-03-12,22169.0,3766513.1,0.15,0.59,0.11,3.79,0.0,2067513.1,16484.0,12169.0,2800631.6,,,,,,,,,,,,,,,,,,2.8,,,,0.62,0.62,2651125.0,450426137.5,,449.46,0.62,16.47,0.2658,44.73,0.0083
2018-03-13,22427.0,3810347.3,0.15,0.59,0.11,3.84,0.0,2111347.3,15652.0,12427.0,2659274.8,,,,0.19,,,,0.14,1090.0,832.0,,,0.19,,,,832.0,2.65,0.14,,,0.59,0.59,2653246.0,450786495.4,,449.67,0.59,16.25,0.2616,44.15,0.0084
2018-03-14,21919.0,3699927.2,0.14,0.56,0.11,3.76,0.0,2011927.2,15069.0,11919.0,2543647.2,,,,0.05,,,,0.1,304.0,583.0,,,0.05,,,,812.0,2.56,0.14,,,0.57,0.57,2645886.0,446625556.8,,449.5,0.57,16.52,0.2716,45.22,0.0082
2018-03-15,42995.0,7266155.0,0.28,1.08,0.21,7.3,0.0,1947725.0,32949.0,11525.0,5568381.0,,,1490.0,,,,,,,,,,,1490.0,,16390.0,394.0,5.57,0.07,,,1.25,1.25,2605564.0,440340316.0,,440.75,1.25,23.11,0.2404,39.61,0.0163
2018-03-16,40337.0,6788717.1,0.27,1.01,0.2,6.86,0.0,4854950.1,32279.0,28847.0,5432555.7,,,,2.93,,,,0.11,17322.0,670.0,,,2.93,,,,,5.44,,,,1.22,1.22,2606493.0,438672771.9,,440.63,1.22,24.65,0.2655,42.24,0.0153
2018-03-19,47216.0,7908680.0,0.31,1.17,0.23,5.93,0.0,5282950.0,34095.0,31540.0,5710912.5,,,1816.0,0.0,,500.0,,,2193.0,,,,0.0,1816.0,0.08,,,5.72,,,,1.29,1.29,2600286.0,435547905.0,,436.68,1.29,17.79,0.1729,28.39,0.0179
2018-03-20,50857.0,8523633.2,0.33,1.26,0.25,6.54,0.0,5551414.8,36153.0,33123.0,6059242.8,,,2058.0,0.26,,,,,1583.0,,,,0.26,2058.0,,,,6.07,,,,1.37,1.37,2603377.0,436325985.2,,437.53,1.37,21.53,0.1753,25.63,0.0193
2018-03-21,53094.0,8978195.4,0.35,1.35,0.26,6.91,0.0,6102480.8,37483.0,36088.0,6338375.3,,,1330.0,0.49,,,,,2965.0,,,,0.49,1330.0,,,,6.29,,,,1.41,1.41,2615473.0,442276484.3,,437.89,1.42,23.5,0.1791,24.25,0.02
2018-03-22,50063.0,8270407.6,0.33,1.28,0.24,6.42,0.0,5895492.4,36183.0,35687.0,5977431.6,,,,0.39,,,,0.22,2176.0,1300.0,,,0.39,,,,2577.0,6.04,0.44,,,1.37,1.37,2612791.0,431633073.2,,439.56,1.36,25.47,0.2126,26.35,0.0189
2018-03-23,48820.0,8045536.0,0.32,1.25,0.24,6.09,0.0,5676371.2,36183.0,34444.0,5962958.4,,,,,,,,,,,,,,,,,1243.0,5.97,0.24,,,1.37,1.37,2611859.0,430434363.2,,432.16,1.36,26.27,0.2112,27.14,0.0184
2018-03-26,51468.0,8384137.2,0.34,1.33,0.25,6.48,0.0,6143121.9,37452.0,37711.0,6100930.8,,,1888.0,0.62,,,,0.1,3886.0,619.0,,,0.62,1888.0,,,619.0,6.13,0.1,,,1.41,1.41,2611494.0,425412372.6,,430.31,1.41,25.42,0.2307,29.14,0.0194
2018-03-27,50903.0,8439717.4,0.33,1.3,0.25,6.37,0.0,6158806.8,37452.0,37146.0,6209541.6,,,,,,,,,,,,,,,,,565.0,6.16,0.11,,,1.41,1.41,2616259.0,433775742.2,,429.99,1.41,25.58,0.2299,29.68,0.0192
2018-03-28,48494.0,7938467.8,0.32,1.25,0.24,6.06,0.0,5930359.9,35962.0,36227.0,5886979.4,,,,,,,,0.21,,1490.0,,,,,,,919.0,5.93,0.13,,,1.36,1.36,2614036.0,427917693.2,,433.89,1.35,27.37,0.2488,31.84,0.0183
2018-03-29,58317.0,9663126.9,0.38,1.5,0.28,7.61,0.0,5973485.0,45962.0,36050.0,7615903.4,,,,,,800.0,,,,,,,,,0.13,10000.0,977.0,7.53,0.18,,,1.78,1.78,2535432.0,420121082.4,,416.96,1.77,21.52,0.1937,24.99,0.0226
2018-03-30,58317.0,9663126.9,0.38,1.5,0.28,7.61,0.0,5973485.0,45962.0,36050.0,7615903.4,,,,,,,,,,,,,,,,,,7.56,,,,1.78,1.78,2532934.0,419707163.8,,419.12,1.77,21.5,0.1935,24.92,0.0226
2018-04-02,58317.0,9663126.9,0.38,1.5,0.28,7.67,0.0,5973485.0,45962.0,36050.0,7615903.4,,,,,,,,,,,,,,,,,,7.6,,,,1.72,1.72,2622279.0,434511630.3,,434.4,1.72,21.6,0.1938,25.04,0.0219
2018-04-03,58317.0,9517334.4,0.38,1.5,0.28,7.64,0.0,5883360.0,45962.0,36050.0,7500998.4,,,,,,,,,,,,,,,,,,7.53,,,,1.74,1.74,2590822.0,422822150.4,,428.79,1.73,21.54,0.1942,25.21,0.0221
2018-04-04,57655.0,9195972.5,0.38,1.49,0.28,7.47,0.0,5644386.0,45962.0,35388.0,7330939.0,,,,,,,,,,,,,,,,,662.0,7.45,0.13,,,1.7,1.7,2664748.0,425027306.0,,433.72,1.69,22.04,0.1955,25.37,0.0213
2018-04-05,57280.0,9319456.0,0.38,1.53,0.28,7.35,0.0,5696615.1,45962.0,35013.0,7478017.4,,,,,,,,,,,,,,,,,375.0,7.47,0.08,,,1.72,1.72,2633965.0,428546105.5,,423.0,1.74,22.37,0.1961,25.3,0.0214
2018-04-06,57280.0,9479840.0,0.38,1.58,0.28,7.45,0.0,5794651.5,45962.0,35013.0,7606711.0,,,,,,,,,,,,,,,,,,7.58,,,,1.71,1.71,2637988.0,436587014.0,,429.54,1.73,22.22,0.196,25.36,0.0213
2018-04-09,48155.0,7988914.5,0.32,1.39,0.23,6.0,0.0,4137546.0,39227.0,24940.0,6507759.3,,,,,,,,1.25,,7683.0,,,,,,948.0,10073.0,6.5,1.62,,,1.46,1.46,2644722.0,438759379.8,,436.83,1.47,28.31,0.2089,28.38,0.0179
2018-04-10,48027.0,8015706.3,0.32,1.46,0.23,6.0,0.0,4141122.8,40711.0,24812.0,6794665.9,,,,0.25,,,,0.18,1484.0,1106.0,,,0.25,,,2590.0,1612.0,6.77,0.27,,,1.52,1.52,2642463.0,441027074.7,,436.41,1.53,28.31,0.2135,28.54,0.0179
2018-04-11,51295.0,8361085.0,0.34,1.61,0.25,6.48,0.0,4577040.0,42065.0,28080.0,6856595.0,,,,0.53,,,,,3268.0,,,,0.53,,,1354.0,,6.92,,,,1.57,1.57,2639767.0,430282021.0,,438.71,1.55,25.77,0.1983,26.39,0.0191
2018-04-12,53832.0,8849980.8,0.35,1.66,0.26,6.86,0.0,5033434.8,43411.0,30617.0,7136768.4,,,1346.0,0.41,,,,,2537.0,,,,0.41,1346.0,,,,7.11,,,,1.62,1.62,2628936.0,432197078.4,,429.91,1.63,24.3,0.1932,24.5,0.0201
2018-04-13,60282.0,9976671.0,0.4,1.85,0.29,7.97,0.0,5377922.5,43411.0,32495.0,7184520.5,,,,0.32,,,,,1878.0,,,,0.32,,,,,7.16,,,,1.65,1.65,2589229.0,428517399.5,,425.71,1.65,21.17,0.1969,26.73,0.0229
2018-04-16,45120.0,7417728.0,0.3,1.39,0.22,5.47,0.0,3757033.2,36701.0,22853.0,6033644.4,,,,,,,,1.11,,6710.0,,,,,,,9642.0,6.04,1.59,,,1.37,1.37,2637209.0,433557159.6,,435.21,1.37,30.04,0.2237,30.24,0.0169
2018-04-17,44353.0,7420256.9,0.29,1.41,0.22,5.38,0.0,3694987.8,36701.0,22086.0,6140077.3,,,,,,,,,,,,,,,,,767.0,6.1,0.13,,,1.39,1.39,2611943.0,436978063.9,,430.37,1.4,30.56,0.2302,31.1,0.0167
2018-04-18,45206.0,7585566.8,0.3,1.51,0.22,5.57,0.0,3849164.2,36701.0,22939.0,6158427.8,,,,0.15,,,,,853.0,,,,0.15,,,,,6.15,,,,1.39,1.39,2611385.0,438190403.0,,436.75,1.39,30.02,0.2233,30.11,0.0171
2018-04-19,46053.0,7741509.3,0.3,1.56,0.22,5.72,0.0,3998426.6,36701.0,23786.0,6169438.1,,,,0.14,,,,,847.0,,,,0.14,,,,,6.17,,,,1.39,1.39,2612186.0,439108466.6,,438.86,1.39,29.32,0.2181,29.37,0.0174
2018-04-20,41986.0,7049449.4,0.28,1.43,0.2,5.61,0.0,3310820.1,33093.0,19719.0,5556314.7,,,,0.14,,,,0.61,847.0,3608.0,,,0.14,,,,4914.0,5.56,0.26,,,1.23,1.23,2648209.0,444634291.1,,446.08,1.23,29.95,0.2305,29.99,0.0157
2018-04-23,41914.0,7104423.0,0.28,1.45,0.2,5.62,0.0,3105918.0,33110.0,18324.0,5612145.0,,,17.0,,,,,,,,,,,17.0,,,1395.0,5.6,0.24,,,1.23,1.23,2652089.0,449529085.5,,446.95,1.24,29.89,0.2237,30.17,0.0156
2018-04-24,48979.0,8238267.8,0.32,1.72,0.24,6.81,0.0,4061525.4,37610.0,24147.0,6326002.0,,,4001.0,0.99,,,,,5823.0,,,,0.99,4001.0,,499.0,,6.34,,,,1.41,1.41,2635162.0,443234248.4,,446.11,1.4,24.7,0.1991,24.89,0.0183
2018-04-25,52849.0,8952620.6,0.35,1.87,0.26,7.47,0.0,4746079.8,40685.0,28017.0,6892039.0,,,3075.0,0.66,,,,,3870.0,,,,0.66,3075.0,,,,6.87,,,,1.52,1.52,2631921.0,445847417.4,,444.02,1.52,22.5,0.1906,22.66,0.0198
2018-04-26,50714.0,8697451.0,0.33,1.8,0.25,7.19,0.0,4438763.0,40685.0,25882.0,6977477.5,,,,,,,,,,,,,,,,,2135.0,6.94,0.35,,,1.52,1.52,2636081.0,452087891.5,,448.48,1.52,23.57,0.1964,23.87,0.0189
2018-04-27,54086.0,9486684.4,0.36,1.8,0.26,7.89,0.0,4952594.4,41703.0,28236.0,7314706.2,,,1018.0,0.43,,,,,2354.0,,,,0.43,1018.0,,,,7.23,,,,1.55,1.55,2645798.0,464072969.2,,453.8,1.57,22.23,0.1966,22.61,0.0201
2018-04-30,56235.0,9947971.5,0.37,1.84,0.27,8.4,0.0,5375106.5,45188.0,30385.0,7993757.2,,,3485.0,0.46,,,,,2149.0,,,,0.46,3485.0,,,,7.94,,,,1.61,1.61,2755773.0,487496243.7,,483.67,1.62,20.87,0.1981,23.77,0.0201
2018-05-01,56235.0,9947971.5,0.37,1.84,0.27,8.46,0.0,5375106.5,45188.0,30385.0,7993757.2,,,,,,,,,,,,,,,,,,7.99,,,,1.61,1.61,2756332.0,487595130.8,,488.54,1.61,20.91,0.1983,23.82,0.0201
2018-05-02,55466.0,9606711.2,0.36,1.81,0.27,8.21,0.0,5129491.2,45188.0,29616.0,7826561.6,,,,,,,,,,,,,,,,,769.0,7.9,0.13,,,1.61,1.61,2758587.0,477787268.4,,486.16,1.6,21.54,0.1974,22.72,0.0198
2018-05-03,61304.0,10673026.4,0.4,1.97,0.3,9.2,0.0,5228048.9,44697.0,30029.0,7781747.7,,,,0.14,,,,0.08,904.0,491.0,,,0.14,,,,491.0,7.76,0.09,,,1.59,1.59,2766553.0,481656877.3,,478.58,1.6,21.87,0.216,29.53,0.0218
2018-05-04,53708.0,9329079.6,0.35,1.69,0.26,7.88,0.0,4694589.9,39180.0,27027.0,6805566.0,,,,0.44,,,,0.95,2515.0,5517.0,,,0.44,,,,5517.0,6.81,0.96,,,1.4,1.4,2752975.0,478191757.5,,478.57,1.4,22.08,0.222,31.11,0.0192
2018-05-07,43355.0,7526428.0,0.29,1.35,0.21,6.04,0.0,3768161.6,33732.0,21706.0,5855875.2,,,,,,,,0.97,,5596.0,,,,,,148.0,5321.0,5.86,0.97,,,1.21,1.21,2765426.0,480077953.6,,480.0,1.21,28.89,0.2292,28.9,0.0155
2018-05-08,43579.0,7630682.9,0.29,1.35,0.21,6.1,0.0,3927668.1,34321.0,22431.0,6009607.1,,,,,,1000.0,,0.07,,411.0,,,,,0.17,1000.0,275.0,5.99,0.05,,,1.22,1.22,2770776.0,485162877.6,,482.1,1.23,29.44,0.229,29.7,0.0155
2018-05-09,44008.0,7683796.8,0.29,1.39,0.21,6.17,0.0,3991356.0,35168.0,22860.0,6140332.8,,,,0.08,,,,,429.0,,,,0.08,,,847.0,,6.14,,,,1.25,1.25,2777184.0,484896326.4,,485.4,1.25,29.1,0.2279,29.23,0.0156
2018-05-10,33671.0,5872222.4,0.22,1.07,0.16,5.46,0.0,2184011.2,26129.0,12523.0,4556897.6,,,,,,,,1.87,,10703.0,,,,,,1664.0,10337.0,4.54,0.7,,,0.93,0.93,2786496.0,485964902.4,,484.6,0.93,32.8,0.2654,33.16,0.012
2018-05-11,36891.0,6419034.0,0.24,1.2,0.18,6.01,0.0,2739282.0,29349.0,15743.0,5106726.0,,,,0.56,,,,,3220.0,,,,0.56,,,3220.0,,5.09,,,,1.04,1.04,2798458.0,486931692.0,,485.99,1.04,29.67,0.2272,29.94,0.013
2018-05-14,35697.0,6211278.0,0.23,1.17,0.17,5.81,0.0,2531526.0,29349.0,14549.0,5106726.0,,,,,,,,,,,,,,,,,1194.0,5.1,0.21,,,1.03,1.03,2807940.0,488581560.0,,488.33,1.03,30.82,0.2335,31.03,0.0126
2018-05-15,38648.0,6697698.4,0.25,1.27,0.19,6.32,0.0,3231698.4,33300.0,18648.0,5770890.0,,,5099.0,0.89,,,,0.2,5099.0,1148.0,,,0.89,5099.0,,,1000.0,5.78,0.17,,,1.17,1.17,2805423.0,486179805.9,,489.73,1.17,27.44,0.2292,27.46,0.0136
2018-05-16,39520.0,6817200.0,0.26,1.31,0.19,6.45,0.0,3367200.0,35354.0,19520.0,6098565.0,,,2054.0,0.34,,,,0.15,2054.0,847.0,,,0.34,2054.0,,,1182.0,6.13,0.21,,,1.25,1.25,2803849.0,483663952.5,,486.27,1.24,26.92,0.2409,28.27,0.0139
2018-05-17,38775.0,6688687.5,0.25,1.28,0.19,6.31,0.0,3238687.5,36378.0,18775.0,6275205.0,,,1871.0,0.33,,,,,1871.0,,,,0.33,1871.0,,,2616.0,6.28,0.45,,,1.28,1.28,2797601.0,482586172.5,,482.41,1.29,27.43,0.2764,34.06,0.0137
2018-05-18,40027.0,6892649.4,0.26,1.32,0.19,6.51,0.0,3190177.2,36378.0,18526.0,6264291.6,,,,,,,,,,,,,,,,,249.0,6.27,0.04,,,1.29,1.29,2788926.0,480253057.2,,480.85,1.29,26.51,0.2676,32.93,0.0142
2018-05-21,43952.0,7572929.6,0.29,1.46,0.21,7.18,0.0,2637223.8,36378.0,15306.0,6267929.4,,,,,,,,,,,,,,,,,3220.0,6.26,0.56,,,1.3,1.3,2760464.0,475627947.2,,474.51,1.3,24.0,0.2846,39.24,0.0157
2018-05-22,31772.0,5407594.4,0.21,1.07,0.15,5.05,0.0,2003594.4,28624.0,11772.0,4871804.8,,,,,,1000.0,,1.33,,7754.0,,,,,0.17,,4534.0,4.9,0.79,,,1.02,1.02,2784799.0,473972789.8,,477.81,1.02,33.72,0.2719,34.14,0.0113
2018-05-23,31772.0,5407594.4,0.21,1.06,0.15,5.03,0.0,2003594.4,28624.0,11772.0,4871804.8,,,,,,,,,,,,,,,,,,4.87,,,,1.02,1.02,2785766.0,474137373.2,,475.27,1.01,33.86,0.2714,33.86,0.0113
2018-05-24,84232.0,14353132.8,0.55,2.79,0.41,14.11,0.0,1076928.0,81084.0,6320.0,13816713.6,,,,,,,,0.93,,5452.0,,,,,,57912.0,5452.0,13.8,0.78,,,2.9,2.9,2716014.0,462808785.6,,461.91,2.9,12.08,0.5194,69.87,0.0301
2018-05-25,129320.0,22462884.0,0.85,4.32,0.63,23.15,0.0,20725884.0,72181.0,119320.0,12537839.7,,,,,,113000.0,,1.7,,10000.0,,,,,20.55,1097.0,,12.34,,,,2.57,2.57,2741457.0,476191080.9,,469.41,2.56,7.5,0.7949,88.8,0.046
