,SOP FP Equity_DX_SI_QTY,SOP FP Equity_DX_SHORT_INTEREST_VALUE,SOP FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,SOP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SOP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SOP FP Equity_DX_SI_MV,SOP FP Equity_DX_DSS,SOP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SOP FP Equity_DX_SUPPLY_SI_QTY,SOP FP Equity_DX_BROKER_SI_QTY,SOP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SOP FP Equity_DX_BROKER_SI_MV_NEW_x,SOP FP Equity_DX_SUPPLY_SI_QTY_NEW_x,SOP FP Equity_DX_SUPPLY_SI_QTY_INC_x,SOP FP Equity_DX_BROKER_SI_MV_INC_x,SOP FP Equity_DX_SUPPLY_SI_MV_NEW,SOP FP Equity_DX_BROKER_SI_QTY_ADD,SOP FP Equity_DX_BROKER_SI_QTY_NEW,SOP FP Equity_DX_SUPPLY_SI_MV_DEC,SOP FP Equity_DX_BROKER_SI_QTY_INC,SOP FP Equity_DX_SUPPLY_SI_QTY_DEC,SOP FP Equity_DX_BROKER_SI_MV_NEW_y,SOP FP Equity_DX_SUPPLY_SI_QTY_NEW_y,SOP FP Equity_DX_BROKER_SI_MV_INC_y,SOP FP Equity_DX_SUPPLY_SI_QTY_INC_y,SOP FP Equity_DX_BROKER_SI_MV_ADD,SOP FP Equity_DX_SUPPLY_SI_QTY_ADD,SOP FP Equity_DX_BROKER_SI_QTY_DEC,SOP FP Equity_DX_SUPPLY_SI_MV,SOP FP Equity_DX_BROKER_SI_MV_DEC,SOP FP Equity_DX_SUPPLY_SI_MV_RMV,SOP FP Equity_DX_BROKER_SI_MV_RMV,SOP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SOP FP Equity_DX_UTILIZATION_QUANTITY,SOP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SOP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SOP FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,SOP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SOP FP Equity_DX_ACTIVE_UTILIZATION_MV,SOP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SOP FP Equity_DX_BROKER_SI_CON_RATIO,SOP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SOP FP Equity_DX_DEMAND_SUPPLY_RATIO
2023-02-20,41531.0,6865074.3,0.28,1.57,0.2,7.0,0.0,6369174.3,37736.0,38531.0,6237760.8,,,,,,,,0.42,,2577.0,,,,,,,1782.0,6.22,0.29,,,1.13,1.13,3291181.0,544032219.3,,542.0,1.13,30.8,0.3085,43.78,0.0125
2023-02-21,64609.0,10460197.1,0.43,2.44,0.31,10.71,0.0,6109458.4,42983.0,37736.0,6958947.7,,,5247.0,,,,,,,,,,,5247.0,,,795.0,7.08,0.13,,,1.29,1.29,3300187.0,534300275.3,,543.13,1.29,21.67,0.2834,42.72,0.0193
2023-02-22,47093.0,7619647.4,0.31,1.79,0.23,7.82,0.0,7134247.4,44093.0,44093.0,7134247.4,,,1110.0,1.07,,,,,6357.0,,,,1.07,1110.0,,,,7.16,,,,1.32,1.32,3296363.0,533351533.4,,535.01,1.32,26.72,0.2814,37.98,0.0141
2023-02-23,49871.0,8687528.2,0.33,1.91,0.24,8.64,0.0,8164928.2,46871.0,46871.0,8164928.2,,,1305.0,0.46,,,,,2778.0,,,,0.46,1305.0,,1473.0,,7.71,,,,1.39,1.39,3320774.0,578478830.8,,549.19,1.39,27.32,0.2829,36.78,0.0148
2023-02-24,54015.0,9684889.5,0.36,1.96,0.26,9.78,0.0,9146989.5,51015.0,51015.0,9146989.5,,,3016.0,0.68,,1128.0,,,3016.0,,,,0.68,3016.0,0.2,1128.0,,8.96,,,,1.51,1.51,3318041.0,594924751.3,,583.63,1.51,31.46,0.2715,33.37,0.016
2023-02-27,50251.0,9065280.4,0.33,1.78,0.24,9.24,0.0,8524080.4,47251.0,47251.0,8524080.4,,,,,,,,0.63,,3764.0,,,,,,,3764.0,8.46,0.61,,,1.49,1.49,3124905.0,563732862.0,,559.98,1.49,26.44,0.2679,35.7,0.0158
2023-02-28,32678.0,6114053.8,0.22,1.14,0.16,6.17,0.0,5552753.8,29678.0,29678.0,5552753.8,,,,,,,,3.12,,17573.0,,,,,,,17573.0,5.42,3.19,,,0.93,0.93,3151645.0,589672779.5,,575.29,0.93,32.69,0.4394,57.21,0.0103
2023-03-01,35684.0,6815644.0,0.24,1.16,0.17,6.9,0.0,6242644.0,27841.0,32684.0,5317631.0,,,,,,4843.0,,0.28,,1837.0,,,,,0.93,,1837.0,5.24,0.34,,,0.87,0.87,3181112.0,607592392.0,,597.5,0.87,29.81,0.3801,51.83,0.0111
2023-03-02,46484.0,8985357.2,0.31,1.44,0.23,9.04,0.0,7775879.1,35444.0,40227.0,6851325.2,,,,0.5,,5023.0,,,2520.0,,,,0.5,,0.92,7603.0,,6.8,,,,1.1,1.1,3188324.0,616303029.2,,612.69,1.1,23.22,0.2705,40.45,0.0144
2023-03-03,54773.0,10658825.8,0.36,1.7,0.27,10.72,0.0,9627445.8,46100.0,49473.0,8971060.0,,,8245.0,1.83,,,,,9246.0,,,,1.83,8245.0,,2411.0,,8.93,,,,1.4,1.4,3251387.0,632719910.2,,629.05,1.4,19.86,0.2266,34.55,0.0166
2023-03-06,60419.0,11860249.7,0.4,1.87,0.29,11.96,0.0,10607070.5,51525.0,54035.0,10114357.5,,,7620.0,1.59,,,,0.67,7783.0,3384.0,,,1.59,7620.0,,1189.0,3221.0,10.03,0.62,,,1.55,1.55,3276938.0,643262929.4,,637.62,1.55,21.31,0.2051,30.92,0.0182
2023-03-07,74613.0,14609225.4,0.49,2.26,0.36,14.81,0.0,13571485.4,62990.0,69313.0,12333442.0,,,10363.0,2.18,,6246.0,,0.5,10900.0,2554.0,,,2.18,10363.0,1.23,3656.0,1868.0,12.41,0.37,,,1.88,1.88,3294905.0,645142399.0,,649.34,1.88,25.57,0.1957,27.36,0.0222
2023-03-08,96959.0,19091227.1,0.64,2.89,0.47,19.26,0.0,16028841.4,76503.0,81406.0,15063440.7,,,7626.0,2.42,,,,0.01,12093.0,13.0,,,2.42,7626.0,,5900.0,,15.03,,,,2.26,2.26,3305351.0,650823611.9,,649.21,2.26,20.77,0.1508,22.58,0.0287
2023-03-09,118740.0,23451150.0,0.79,3.47,0.58,23.82,0.0,21295240.0,100213.0,107824.0,19792067.5,,,3220.0,4.98,,3164.0,,0.09,24210.0,521.0,,,4.98,3220.0,0.65,21011.0,956.0,19.73,0.18,,,2.94,2.94,3306221.0,652978647.5,,650.79,2.94,22.53,0.1712,25.33,0.0349
2023-03-10,127725.0,24983010.0,0.85,3.67,0.62,25.69,0.0,22601188.8,111900.0,115548.0,21887640.0,,,12984.0,2.74,,,,0.29,13497.0,1482.0,,,2.74,12984.0,,185.0,5773.0,22.1,1.14,,,3.07,3.07,3530095.0,690486582.0,,694.04,3.09,21.62,0.2055,33.46,0.0351
2023-03-13,161761.0,30572829.0,1.07,4.56,0.79,32.19,0.0,28271376.0,147335.0,149584.0,27846315.0,,,23101.0,7.23,,,,0.2,36536.0,1000.0,,,7.23,23101.0,,13334.0,2500.0,28.75,0.6,,,4.04,4.04,3500648.0,661622472.0,,677.36,4.07,27.91,0.2509,38.5,0.0443
2023-03-14,185032.0,36284775.2,1.23,5.07,0.9,35.7,0.0,34014525.5,176193.0,173455.0,34551447.3,,,8339.0,3.73,,,,0.43,24471.0,2100.0,,,3.73,8339.0,,22619.0,600.0,33.53,0.13,,,4.82,4.82,3479210.0,682273081.0,,664.52,4.8,33.0,0.2588,35.87,0.0506
2023-03-15,159646.0,30093271.0,1.06,4.24,0.78,31.56,0.0,28137206.5,146780.0,149269.0,27668030.0,,,10512.0,2.75,,1261.0,,7.85,10439.0,42346.0,,,2.75,10512.0,0.25,2421.0,35886.0,28.76,6.84,,,4.0,4.0,3523421.0,664164858.5,,686.9,4.02,15.85,0.2759,47.18,0.0435
2023-03-16,173619.0,33317486.1,1.15,4.53,0.84,33.26,0.0,31326139.8,165850.0,163242.0,31826615.0,,,15516.0,1.07,,4440.0,,,9533.0,,,,1.07,15516.0,0.85,3554.0,,31.45,,,,4.49,4.49,3524757.0,676400868.3,,665.78,4.51,14.47,0.2395,43.23,0.047
2023-03-17,162818.0,30528375.0,1.08,4.19,0.79,31.45,0.0,28318312.5,155859.0,151031.0,29223562.5,,,5971.0,2.49,,,,4.89,12695.0,26082.0,,,2.49,5971.0,,10120.0,24906.0,29.72,4.54,,,4.21,4.21,3548840.0,665407500.0,,675.62,4.21,20.65,0.1942,34.03,0.0439
2023-03-20,141330.0,26810301.0,0.94,3.51,0.69,26.98,0.0,24841784.1,140091.0,130953.0,26575262.7,,,2353.0,0.47,,,,3.6,2564.0,18121.0,,,0.47,2353.0,,,22642.0,26.45,4.43,,,3.78,3.78,3570612.0,677345096.4,,669.66,3.8,23.46,0.1934,31.88,0.0381
2023-03-21,164782.0,31094363.4,1.09,4.06,0.8,31.42,0.0,22152813.9,140111.0,117397.0,26438945.7,,,4808.0,0.38,,,,2.14,2043.0,11430.0,,,0.38,4808.0,,6642.0,15599.0,26.5,2.94,,,3.76,3.76,3586823.0,676833500.1,,678.31,3.76,23.93,0.1779,25.79,0.0442
2023-03-22,154876.0,29395464.8,1.03,3.71,0.75,29.52,0.0,21555016.6,130997.0,113567.0,24863230.6,,,1090.0,1.73,,1000.0,,2.1,8848.0,11054.0,,,1.73,1090.0,0.19,850.0,13678.0,24.67,2.62,,,3.52,3.52,3595014.0,682333657.2,,677.21,3.51,22.96,0.1689,23.39,0.0416
2023-03-23,156535.0,30383443.5,1.04,3.7,0.76,30.3,0.0,23003179.2,123944.0,118512.0,24057530.4,,,4749.0,2.38,,850.0,,3.24,11340.0,17305.0,,,2.38,4749.0,0.16,5503.0,7245.0,23.57,1.37,,,3.33,3.33,3601041.0,698962058.1,,686.84,3.32,22.13,0.1614,22.75,0.042
2023-03-24,131423.0,25036081.5,0.87,3.07,0.64,25.72,0.0,17122902.0,108879.0,89884.0,20741449.5,,,45.0,0.02,,,,2.89,45.0,15110.0,,,0.02,45.0,,,28673.0,21.05,5.36,,,2.93,2.93,3610301.0,687762340.5,,700.46,2.92,18.52,0.1637,26.04,0.0353
2023-03-27,134177.0,25547300.8,0.89,3.08,0.65,25.96,0.0,16768147.2,113539.0,88068.0,21617825.6,,,4664.0,0.01,,,,0.02,94.0,4.0,,,0.01,4664.0,,,1910.0,21.57,0.38,,,3.05,3.05,3615055.0,688306472.0,,687.92,3.04,17.51,0.1715,28.47,0.036
2023-03-28,134698.0,25457922.0,0.89,3.05,0.66,25.84,0.0,15714027.0,109773.0,83143.0,20747097.0,,,2583.0,0.81,,,,1.43,4249.0,7453.0,,,0.81,2583.0,,1104.0,9174.0,20.81,1.88,,,2.94,2.94,3622420.0,684637380.0,,686.84,2.94,19.98,0.1821,29.68,0.0361
2023-03-29,114492.0,21971014.8,0.76,2.56,0.56,21.97,0.0,13111951.3,88282.0,68327.0,16941315.8,,,5483.0,1.06,,,,5.14,5483.0,26974.0,,,1.06,5483.0,,,20299.0,16.73,3.92,,,2.37,2.37,3629449.0,696491263.1,,688.45,2.37,20.29,0.1709,25.68,0.0308
2023-03-30,105645.0,20674726.5,0.7,2.36,0.51,20.57,0.0,12083300.8,81819.0,61744.0,16011978.3,,,23.0,0.2,,,,1.19,1023.0,6486.0,,,0.2,23.0,,,7606.0,15.66,1.45,,,2.21,2.21,3613314.0,707125549.8,,695.37,2.2,22.29,0.175,26.17,0.0286
2023-03-31,52169.0,10084267.7,0.35,1.16,0.25,10.38,0.0,9329624.5,48454.0,48265.0,9366158.2,,,481.0,0.02,,,,6.38,57.0,33846.0,,,0.02,481.0,,,13536.0,9.49,2.6,,,1.31,1.31,3641738.0,703947955.4,,712.06,1.31,24.01,0.1854,27.38,0.0141
2023-04-03,53261.0,10215459.8,0.35,1.17,0.26,10.48,0.0,9745933.4,47468.0,50813.0,9104362.4,,,469.0,0.8,,,,0.38,4194.0,1842.0,,,0.8,469.0,,387.0,1646.0,9.16,0.34,,,1.31,1.31,3582253.0,687076125.4,,690.58,1.31,23.81,0.1759,27.01,0.0147
2023-04-04,54581.0,10534133.0,0.36,1.19,0.27,10.71,0.0,10061669.0,48435.0,52133.0,9347955.0,,,1380.0,0.33,,,,0.1,1733.0,413.0,,,0.33,1380.0,,,413.0,9.3,0.09,,,1.33,1.33,3585006.0,691906158.0,,687.25,1.33,23.41,0.1754,26.18,0.015
2023-04-05,66512.0,12537512.0,0.44,1.45,0.32,12.97,0.0,11572392.0,56998.0,61392.0,10744123.0,,,1089.0,1.96,,809.0,,0.35,10148.0,1861.0,,,1.96,1089.0,0.16,9335.0,1698.0,10.98,0.33,,,1.58,1.58,3542424.0,667746924.0,,681.17,1.59,21.69,0.1779,27.28,0.0185
2023-04-06,53152.0,10088249.6,0.35,1.15,0.26,10.27,0.0,9374601.6,45351.0,49392.0,8607619.8,,,,,,,,2.36,,11647.0,,,,,,,12000.0,8.55,2.37,,,1.27,1.27,3523966.0,668848746.8,,665.35,1.27,23.88,0.185,27.45,0.0149
2023-04-07,53152.0,10088249.6,0.35,1.2,0.26,10.27,0.0,9374601.6,45351.0,49392.0,8607619.8,,,,,,,,,,,,,,,,,,8.6,,,,1.27,1.27,3523279.0,668718354.2,,669.01,1.27,23.88,0.1847,27.42,0.0149
2023-04-10,53152.0,10088249.6,0.35,1.2,0.26,10.25,0.0,9374601.6,45351.0,49392.0,8607619.8,,,,,,,,,,,,,,,,,,8.63,,,,1.27,1.27,3523279.0,668718354.2,,670.27,1.27,24.08,0.1836,26.95,0.0149
2023-04-11,48119.0,9267719.4,0.32,1.09,0.23,9.4,0.0,8833021.2,45807.0,45862.0,8822428.2,,,2995.0,0.27,,,,0.72,1260.0,3799.0,,,0.27,2995.0,,1260.0,4790.0,8.71,0.89,,,1.33,1.33,3401347.0,655099432.2,,646.5,1.33,26.73,0.2137,29.65,0.014
2023-04-12,42647.0,8218076.9,0.28,0.98,0.21,8.39,0.0,7692391.3,40055.0,39919.0,7718598.5,,,,,,,,1.06,,5752.0,,,,,,,5943.0,7.69,1.15,,,1.14,1.14,3486550.0,671858185.0,,669.74,1.14,30.07,0.2402,33.81,0.0121
2023-04-13,43356.0,8519454.0,0.29,0.99,0.21,8.64,0.0,7874934.0,40955.0,40076.0,8047657.5,,,1917.0,0.56,,,,0.32,2626.0,1660.0,,,0.56,1917.0,,643.0,2469.0,7.92,0.47,,,1.16,1.16,3491313.0,686043004.5,,674.64,1.16,29.75,0.2399,32.82,0.0123
2023-04-14,45065.0,8774155.5,0.3,1.08,0.22,9.03,0.0,8260731.6,41866.0,42428.0,8151310.2,,,967.0,0.47,,,,0.13,2352.0,643.0,,,0.47,967.0,,587.0,,8.22,,,,1.18,1.18,3496025.0,680676067.5,,686.65,1.18,28.17,0.2315,32.02,0.0127
2023-04-17,59414.0,11276777.2,0.39,1.48,0.29,11.67,0.0,8901430.2,59113.0,46899.0,11219647.4,,,3167.0,1.16,,23.0,,,6157.0,,,,1.16,3167.0,0.0,14080.0,1709.0,11.46,0.37,,,1.67,1.67,3484084.0,661279143.2,,677.47,1.66,21.1,0.1597,21.31,0.0168
2023-04-18,55708.0,10846347.6,0.37,1.38,0.27,10.85,0.0,9980322.0,53698.0,51260.0,10455000.6,,,1127.0,0.21,,8067.0,,1.33,1293.0,6542.0,,,0.21,1127.0,1.53,,4999.0,10.25,1.06,,,1.51,1.51,3503389.0,682109838.3,,666.3,1.52,17.18,0.1573,23.3,0.0157
2023-04-19,53609.0,10421589.6,0.36,1.34,0.26,10.61,0.0,9556898.4,51599.0,49161.0,10030845.6,,,,0.02,,,,0.36,112.0,2099.0,,,0.02,,,,2211.0,10.05,0.37,,,1.44,1.44,3535549.0,687310725.6,,688.34,1.44,16.56,0.1557,23.83,0.0149
2023-04-20,52857.0,10153829.7,0.35,1.35,0.26,10.39,0.0,9070962.0,49658.0,47220.0,9539301.8,,,,,,,,0.38,,1941.0,,,,,,,1941.0,9.61,0.38,,,1.39,1.39,3533838.0,678850279.8,,685.19,1.38,16.73,0.1522,24.07,0.0148
2023-04-21,56094.0,10685907.0,0.37,1.46,0.27,10.89,0.0,9612058.5,52895.0,50457.0,10076497.5,,,3313.0,0.62,,,,0.02,3313.0,76.0,,,0.62,3313.0,,,76.0,10.13,0.03,,,1.48,1.48,3532785.0,672995542.5,,677.46,1.47,15.79,0.1476,22.72,0.0156
2023-04-24,45514.0,8711379.6,0.3,1.21,0.22,8.85,0.0,8434232.4,43504.0,44066.0,8326665.6,,,1677.0,0.3,,81.0,,2.12,1596.0,11068.0,,,0.3,1677.0,0.02,,8068.0,8.28,1.55,,,1.21,1.21,3551962.0,679845526.8,,675.79,1.21,19.62,0.1986,28.24,0.0127
2023-04-25,36378.0,6777221.4,0.24,0.98,0.18,7.04,0.0,6507459.0,36119.0,34930.0,6728969.7,,,,0.23,,,,1.41,1148.0,7385.0,,,0.23,,,,10284.0,6.87,1.96,,,1.01,1.01,3549846.0,661336309.8,,675.93,1.01,24.29,0.2389,34.9,0.0101
2023-04-26,36777.0,7028084.7,0.24,0.99,0.18,7.14,0.0,6751371.9,34491.0,35329.0,6591230.1,,,,0.14,,,,0.38,838.0,1628.0,,,0.14,,,,439.0,6.46,0.08,,,0.97,0.97,3538771.0,676259138.1,,662.26,0.97,24.52,0.243,35.23,0.0103
2023-04-27,32777.0,6276795.5,0.22,0.88,0.16,6.41,0.0,5565947.5,30491.0,29065.0,5839026.5,,,,,,,,1.11,,6264.0,,,,,,2264.0,6264.0,5.84,1.21,,,0.85,0.85,3542094.0,678311001.0,,677.59,0.85,22.44,0.2525,39.5,0.0092
2023-04-28,30615.0,6000540.0,0.2,0.84,0.15,6.08,0.0,5716732.0,29167.0,29167.0,5716732.0,,,2902.0,0.51,,612.0,,0.81,2290.0,4226.0,,,0.51,2902.0,0.12,,2800.0,5.63,0.54,,,0.82,0.82,3533166.0,692500536.0,,680.47,0.82,27.5,0.3097,41.8,0.0086
2023-05-01,30615.0,6000540.0,0.2,0.84,0.15,6.16,0.0,5716732.0,29167.0,29167.0,5716732.0,,,,,,,,,,,,,,,,,,5.73,,,,0.82,0.82,3538505.0,693546980.0,,694.63,0.82,27.22,0.311,42.24,0.0086
2023-05-02,32284.0,6305065.2,0.21,0.89,0.16,6.51,0.0,6022270.8,30836.0,30836.0,6022270.8,,,1669.0,0.33,,,,,1669.0,,,,0.33,1669.0,,,,6.03,,,,0.86,0.86,3555195.0,694329583.5,,695.49,0.86,28.75,0.2959,39.73,0.009
2023-05-03,33748.0,6594359.2,0.22,0.96,0.16,6.79,0.0,6311420.0,30300.0,32300.0,5920620.0,,,,0.39,,,,0.12,2000.0,536.0,,,0.39,,,,536.0,5.9,0.11,,,0.84,0.84,3564609.0,696524598.6,,694.03,0.84,27.58,0.3192,44.04,0.0094
2023-05-04,34036.0,6398768.0,0.23,1.02,0.17,6.68,0.0,6126544.0,33287.0,32588.0,6257956.0,,,987.0,0.06,,,,,288.0,,,,0.06,987.0,,2000.0,,6.44,,,,0.93,0.93,3562010.0,669657880.0,,689.88,0.92,27.01,0.3105,43.11,0.0095
2023-05-05,34235.0,6484109.0,0.23,1.03,0.17,6.66,0.0,6117051.8,32787.0,32297.0,6209857.8,,,,,,,,0.16,,500.0,,,,,,,291.0,6.17,0.06,,,0.91,0.91,3564338.0,675085617.2,,670.42,0.91,27.17,0.3103,43.46,0.0095
2023-05-08,36354.0,6830916.6,0.24,1.13,0.18,7.09,0.0,6558837.4,34906.0,34906.0,6558837.4,,,2119.0,0.48,,130.0,,,2479.0,,,,0.48,2119.0,0.03,,,6.6,,,,0.97,0.97,3560678.0,669051396.2,,673.05,0.97,25.34,0.281,40.75,0.0101
2023-05-09,35733.0,6746390.4,0.24,1.14,0.17,6.95,0.0,6473008.0,34285.0,34285.0,6473008.0,,,,,,,,0.12,,621.0,,,,,,,621.0,6.46,0.12,,,0.95,0.95,3566608.0,673375590.4,,672.04,0.95,25.98,0.2883,41.45,0.0099
2023-05-10,35519.0,6748610.0,0.24,1.13,0.17,6.94,0.0,6473490.0,34071.0,34071.0,6473490.0,,,,,,,,0.04,,214.0,,,,,,,214.0,6.44,0.04,,,0.95,0.95,3563312.0,677029280.0,,673.18,0.95,26.18,0.2917,41.77,0.0099
2023-05-11,34251.0,6535090.8,0.23,1.12,0.17,6.73,0.0,6258812.4,32803.0,32803.0,6258812.4,,,,,,,,0.22,,1268.0,,,,,,,1268.0,6.26,0.25,,,0.91,0.91,3561562.0,679546029.6,,678.76,0.91,27.16,0.3102,43.37,0.0095
2023-05-12,32993.0,6278567.9,0.22,1.08,0.16,6.48,0.0,6003013.5,31545.0,31545.0,6003013.5,,,,,,,,0.23,,1258.0,,,,,,,1258.0,6.03,0.25,,,0.88,0.88,3561383.0,677731184.9,,680.59,0.88,28.25,0.3336,45.0,0.0092
2023-05-15,46435.0,8887659.0,0.31,1.52,0.23,9.07,0.0,5958090.6,32854.0,31129.0,6288255.6,,,1309.0,,,1319.0,,,,,,,,1309.0,0.26,,1735.0,6.26,0.32,,,0.91,0.91,3568434.0,682998267.6,,679.83,0.91,19.99,0.3848,55.67,0.0129
2023-05-16,32670.0,6236703.0,0.22,1.06,0.16,6.44,0.0,5960279.8,31222.0,31222.0,5960279.8,,,,,,93.0,,0.33,,1725.0,,,,,0.02,93.0,,5.97,,,,0.86,0.86,3597695.0,686799975.5,,688.14,0.86,28.45,0.2955,40.04,0.009
2023-05-17,35236.0,6673698.4,0.23,1.16,0.17,6.93,0.0,6399447.2,33788.0,33788.0,6399447.2,,,3978.0,0.8,,,,0.27,3978.0,1412.0,,,0.8,3978.0,,,1412.0,6.44,0.28,,,0.93,0.93,3613565.0,684409211.0,,688.89,0.93,36.8,0.3268,38.33,0.0097
2023-05-18,33914.0,6436877.2,0.22,1.14,0.17,6.7,0.0,6162046.8,32466.0,32466.0,6162046.8,,,678.0,0.11,,188.0,,0.38,490.0,2000.0,,,0.11,678.0,0.04,,2000.0,6.17,0.37,,,0.9,0.9,3576082.0,678740363.6,,678.79,0.9,32.33,0.3237,41.47,0.0094
2023-05-19,36983.0,7104434.3,0.25,1.27,0.18,7.34,0.0,6826273.5,35535.0,35535.0,6826273.5,,,3069.0,0.62,,,,,3069.0,,,,0.62,3069.0,,,,6.76,,,,0.99,0.99,3566753.0,685173251.3,,678.29,0.99,35.15,0.3086,38.06,0.0103
2023-05-22,35726.0,6852246.8,0.24,1.23,0.17,7.11,0.0,6574520.4,34278.0,34278.0,6574520.4,,,,,,,,0.22,,1257.0,,,,,,,1257.0,6.58,0.25,,,0.95,0.95,3580553.0,686750065.4,,686.58,0.95,36.32,0.3293,39.33,0.0099
2023-05-23,33016.0,6236722.4,0.22,1.15,0.16,6.42,0.0,5963195.2,31568.0,31568.0,5963195.2,,,,,,,,0.51,,2710.0,,,,,,,2710.0,6.03,0.59,,,0.87,0.87,3615423.0,682953404.7,,691.37,0.87,34.17,0.3233,39.81,0.0091
2023-05-24,33016.0,6051832.8,0.22,1.15,0.16,6.26,0.0,3415612.2,31568.0,18634.0,5786414.4,,,,,,,,,,,,,,,,,12934.0,5.91,2.44,,,0.86,0.86,3637347.0,666725705.1,,682.54,0.86,33.99,0.3226,39.79,0.009
2023-05-25,57016.0,10205864.0,0.38,2.0,0.28,10.89,0.0,7989486.0,31498.0,44634.0,5638142.0,,,,,,26000.0,,0.38,,2000.0,,,,,5.04,1930.0,,5.78,,,,0.86,0.86,3643054.0,652106666.0,,664.65,0.86,24.38,0.2866,41.97,0.0155
2023-05-26,46730.0,8000179.48,0.31,1.64,0.23,8.84,0.0,7752281.77,31634.0,45282.0,5415743.16,,,6930.0,,,648.0,,2.0,,10934.0,,,,6930.0,0.12,4140.0,,5.65,,,,0.86,0.86,3634622.0,622247557.18,,647.26,0.87,28.61,0.2416,28.89,0.0127
2023-05-29,47378.0,8172705.0,0.32,1.64,0.23,8.89,0.0,7922925.0,25435.0,45930.0,4387537.5,,,,0.09,,,,1.23,648.0,6601.0,,,0.09,,,402.0,,4.47,,,,0.69,0.69,3642345.0,628304512.5,,637.8,0.7,28.44,0.2431,29.72,0.0129
2023-05-30,40531.0,6918641.7,0.27,1.4,0.2,7.46,0.0,6671468.1,25435.0,39083.0,4341754.5,,,,,,,,,,,,,,,,,6847.0,4.37,1.33,,,55.22,0.7,20624.0,3520516.8,,3.52,55.38,34.05,0.3065,34.71,0.0111
2023-05-31,63224.0,11102134.4,0.42,2.18,0.31,11.59,0.0,10847865.6,26178.0,61776.0,4596856.8,,1448.0,743.0,,0.25,22693.0,,,,,,1448.0,,743.0,4.08,,,4.48,,0.25,,0.72,0.72,3614178.0,634649656.8,1448.0,622.14,0.71,21.99,0.2468,34.84,0.0174
2023-06-01,73070.0,12948004.0,0.49,2.41,0.36,13.46,0.0,12691418.4,19024.0,71622.0,3371052.8,,,,3.16,,,,1.19,17000.0,7154.0,,,3.16,,,,7154.0,3.33,1.33,,,0.52,0.52,3622396.0,641888571.2,,635.25,0.52,19.2,0.3508,52.48,0.0201
2023-06-02,79039.0,14147981.0,0.53,2.59,0.38,14.8,0.0,13888789.0,24993.0,77591.0,4473747.0,,,3288.0,0.49,,3405.0,,,2574.0,,,,0.49,3288.0,0.63,2681.0,10.0,4.45,0.0,,,0.68,0.68,3638029.0,651207191.0,,646.99,0.68,17.82,0.3071,48.68,0.0216
2023-06-05,81618.0,14495356.8,0.54,2.68,0.4,15.35,0.0,14238192.0,27572.0,80170.0,4896787.2,,,2579.0,0.48,,,,,2579.0,,,,0.48,2579.0,,,,4.93,,,,0.76,0.76,3622187.0,643300411.2,,647.24,0.76,17.26,0.2929,47.32,0.0224
2023-06-06,82348.0,14666178.8,0.55,2.72,0.4,15.42,0.0,14408290.0,28950.0,80900.0,5155995.0,,,1735.0,0.53,,,,0.26,2805.0,1427.0,,,0.53,1735.0,,1070.0,2075.0,5.15,0.4,,,0.79,0.79,3628026.0,646151430.6,,645.16,0.79,16.26,0.2883,46.74,0.0225
2023-06-07,72124.0,12564000.8,0.48,2.39,0.35,13.46,0.0,12311759.2,31726.0,70676.0,5526669.2,,,3159.0,0.6,,,,0.11,3424.0,648.0,,,0.6,3159.0,,265.0,13648.0,5.63,2.57,,,0.87,0.87,3626907.0,631807199.4,,642.05,0.87,18.68,0.3539,53.72,0.0197
2023-06-08,77874.0,13511139.0,0.52,2.6,0.38,14.07,0.0,13259911.0,45406.0,76426.0,7877941.0,,,1680.0,0.28,,12000.0,,,1680.0,,,,0.28,1680.0,2.08,12000.0,7930.0,7.87,1.54,,,1.25,1.25,3594733.0,623686175.5,,624.17,1.25,15.07,0.3104,49.91,0.0214
2023-06-09,74040.0,12868152.0,0.49,2.45,0.36,13.38,0.0,12281055.6,34642.0,70662.0,6020779.6,,,306.0,0.04,,,,1.91,306.0,11070.0,,,0.04,306.0,,,6070.0,6.02,1.1,,,0.95,0.95,3593816.0,624605220.8,,624.23,0.96,15.88,0.3407,52.75,0.0204
2023-06-12,70924.0,12525178.4,0.47,2.37,0.35,12.88,0.0,11928623.6,31526.0,67546.0,5567491.6,,,,,,,,0.54,,3116.0,,,,,,,3116.0,5.51,0.57,,,0.87,0.87,3596791.0,635193290.6,,627.71,0.87,16.79,0.3594,54.86,0.0195
