,ALTUV FP Equity_DX_SI_QTY,ALTUV FP Equity_DX_SHORT_INTEREST_VALUE,ALTUV FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALTUV FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALTUV FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALTUV FP Equity_DX_SI_MV,ALTUV FP Equity_DX_DSS,ALTUV FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALTUV FP Equity_DX_SUPPLY_SI_QTY,ALTUV FP Equity_DX_BROKER_SI_QTY,ALTUV FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALTUV FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALTUV FP Equity_DX_BROKER_SI_MV_INC_x,ALTUV FP Equity_DX_BROKER_SI_QTY_ADD,ALTUV FP Equity_DX_SUPPLY_SI_MV_DEC,ALTUV FP Equity_DX_BROKER_SI_QTY_INC,ALTUV FP Equity_DX_SUPPLY_SI_QTY_DEC,ALTUV FP Equity_DX_BROKER_SI_MV_INC_y,ALTUV FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALTUV FP Equity_DX_BROKER_SI_MV_ADD,ALTUV FP Equity_DX_SUPPLY_SI_QTY_ADD,ALTUV FP Equity_DX_BROKER_SI_QTY_DEC,ALTUV FP Equity_DX_SUPPLY_SI_MV,ALTUV FP Equity_DX_BROKER_SI_MV_DEC,ALTUV FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALTUV FP Equity_DX_UTILIZATION_QUANTITY,ALTUV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALTUV FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALTUV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALTUV FP Equity_DX_ACTIVE_UTILIZATION_MV,ALTUV FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALTUV FP Equity_DX_BROKER_SI_CON_RATIO,ALTUV FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALTUV FP Equity_DX_DEMAND_SUPPLY_RATIO,ALTUV FP Equity_PX_LAST
2022-07-22,6451.0,31609.9,0.2,0.92,0.06,0.03,0.0,31609.9,6451.0,6451.0,31609.9,,,,,,,,,,,,0.03,,100.0,24.46,0.0,0.0,0.0,100.0,8.11,0.851,91.89,0.2446,4.9
2022-07-25,6451.0,32125.98,0.2,0.94,0.06,0.03,0.0,32125.98,6451.0,6451.0,32125.98,,,,,,,,,,,,0.03,,100.0,24.46,0.0,0.0,0.0,100.0,8.19,0.8496,91.81,0.2446,4.98
2022-07-26,6451.0,32093.73,0.2,0.95,0.06,0.03,0.0,32093.73,6451.0,6451.0,32093.73,,,,,,,,,,,,0.03,,100.0,24.46,0.0,0.0,0.0,100.0,8.07,0.8516,91.93,0.2446,4.975
2022-07-27,6251.0,31067.47,0.19,0.87,0.06,0.03,0.0,31067.47,6251.0,6251.0,31067.47,,,,0.0,,200.0,,,,,200.0,0.03,0.0,100.0,23.89,0.0,0.0,0.0,100.0,8.33,0.8472,91.67,0.2389,4.97
2022-07-28,6251.0,31192.49,0.19,0.85,0.06,0.03,0.0,31192.49,6251.0,6251.0,31192.49,,,,,,,,,,,,0.03,,100.0,23.89,0.0,0.0,0.0,100.0,8.34,0.8471,91.66,0.2389,4.99
2022-07-29,6251.0,31067.47,0.19,0.86,0.06,0.03,0.0,31067.47,6251.0,6251.0,31067.47,,,,,,,,,,,,0.03,,100.0,23.89,0.0,0.0,0.0,100.0,8.31,0.8476,91.69,0.2389,4.97
2022-08-01,6251.0,31880.1,0.19,0.81,0.06,0.03,0.0,31880.1,6251.0,6251.0,31880.1,,,,,,,,,,,,0.03,,100.0,23.89,0.0,0.0,0.0,100.0,8.34,0.8471,91.66,0.2389,5.1
2022-08-02,6251.0,31567.55,0.19,0.79,0.06,0.03,0.0,31567.55,6251.0,6251.0,31567.55,,,,,,,,,,,,0.03,,100.0,23.89,0.0,0.0,0.0,100.0,8.15,0.8503,91.85,0.2389,5.05
2022-08-03,12251.0,62235.08,0.38,1.52,0.12,0.06,0.0,46995.08,9251.0,9251.0,46995.08,3000.0,,3000.0,,,,,3000.0,0.02,,,0.05,,100.0,31.71,0.0,0.0,0.0,100.0,47.0,0.4607,48.79,0.42,5.08
2022-08-04,12251.0,62357.59,0.38,1.44,0.12,0.06,0.0,47087.59,9251.0,9251.0,47087.59,,,,,,,,,,,,0.05,,100.0,31.71,0.0,0.0,0.0,100.0,47.02,0.4609,48.8,0.42,5.09
2022-08-05,12251.0,63460.18,0.38,1.44,0.12,0.06,0.0,47920.18,9251.0,9251.0,47920.18,,,,,,,,,,,,0.05,,100.0,31.71,0.0,0.0,0.0,100.0,47.02,0.461,48.8,0.42,5.18
2022-08-08,12486.0,64053.18,0.39,1.39,0.12,0.06,0.0,48663.18,9486.0,9486.0,48663.18,235.0,0.0,,,235.0,,0.0,235.0,,,,0.05,,100.0,32.26,0.0,0.0,0.0,100.0,47.92,0.4621,48.05,0.4246,5.13
2022-08-09,12486.0,63803.46,0.39,1.38,0.12,0.06,0.0,48473.46,9486.0,9486.0,48473.46,,,,,,,,,,,,0.05,,100.0,32.26,0.0,0.0,0.0,100.0,47.9,0.4618,48.03,0.4246,5.11
2022-08-10,9680.0,49271.2,0.3,1.06,0.09,0.05,0.0,34001.2,9680.0,6680.0,49271.2,194.0,0.0,,,194.0,,0.0,194.0,,,3000.0,0.05,0.02,100.0,32.7,0.0,0.0,0.0,100.0,30.86,0.506,63.88,0.327,5.09
2022-08-11,6486.0,33467.76,0.2,0.7,0.06,0.03,0.0,33467.76,6486.0,6486.0,33467.76,,,,0.02,,3194.0,,,,,194.0,0.03,0.0,100.0,24.56,0.0,0.0,0.0,100.0,7.87,0.855,92.13,0.2456,5.16
2022-08-12,6486.0,33986.64,0.2,0.64,0.06,0.03,0.0,33986.64,6486.0,6486.0,33986.64,,,,,,,,,,,,0.03,,100.0,24.56,0.0,0.0,0.0,100.0,7.77,0.8567,92.23,0.2456,5.24
2022-08-15,6486.0,35024.4,0.2,0.59,0.06,0.03,0.0,35024.4,6486.0,6486.0,35024.4,,,,,,,,,,,,0.03,,100.0,24.56,0.0,0.0,0.0,100.0,7.66,0.8585,92.34,0.2456,5.4
2022-08-16,6251.0,34005.44,0.19,0.51,0.06,0.03,0.0,34005.44,6251.0,6251.0,34005.44,,,,0.0,,235.0,,,,,235.0,0.03,0.0,100.0,23.89,0.0,0.0,0.0,100.0,7.73,0.8574,92.27,0.2389,5.44
2022-08-17,6251.0,33317.83,0.19,0.48,0.06,0.03,0.0,33317.83,6251.0,6251.0,33317.83,,,,,,,,,,,,0.03,,100.0,23.89,0.0,0.0,0.0,100.0,7.68,0.8583,92.32,0.2389,5.33
2022-08-18,6251.0,33005.28,0.19,0.44,0.06,0.03,0.0,33005.28,6251.0,6251.0,33005.28,,,,,,,,,,,,0.03,,100.0,23.89,0.0,0.0,0.0,100.0,7.82,0.8558,92.18,0.2389,5.28
2022-08-19,6251.0,32255.16,0.19,0.42,0.06,0.03,0.0,32255.16,6251.0,6251.0,32255.16,,,,,,,,,,,,0.03,,100.0,23.89,0.0,0.0,0.0,100.0,7.89,0.8546,92.11,0.2389,5.16
2022-08-22,6251.0,31880.1,0.19,0.4,0.06,0.03,0.0,31880.1,6251.0,6251.0,31880.1,,,,,,,,,,,,0.03,,100.0,23.89,0.0,0.0,0.0,100.0,8.06,0.8518,91.94,0.2389,5.1
2022-08-23,6251.0,32005.12,0.19,0.39,0.06,0.03,0.0,32005.12,6251.0,6251.0,32005.12,,,,,,,,,,,,0.03,,100.0,23.89,0.0,0.0,0.0,100.0,8.15,0.8503,91.85,0.2389,5.12
2022-08-24,6251.0,32380.18,0.19,0.38,0.06,0.03,0.0,32380.18,6251.0,6251.0,32380.18,,,,,,,,,,,,0.03,,100.0,23.89,0.0,0.0,0.0,100.0,8.12,0.8508,91.88,0.2389,5.18
2022-08-25,5470.0,28553.4,0.17,0.31,0.05,0.03,0.0,28553.4,5470.0,5470.0,28553.4,,,,0.0,,781.0,,,,,781.0,0.03,0.0,100.0,21.54,0.0,0.0,0.0,100.0,9.17,0.8334,90.83,0.2154,5.22
2022-08-26,4470.0,23780.4,0.14,0.25,0.04,0.02,0.0,23780.4,4470.0,4470.0,23780.4,,,,0.01,,1000.0,,,,,1000.0,0.02,0.01,100.0,17.61,0.0,0.0,0.0,100.0,11.13,0.8022,88.87,0.1761,5.32
2022-08-29,4470.0,23333.4,0.14,0.24,0.04,0.02,0.0,23333.4,4470.0,4470.0,23333.4,,,,,,,,,,,,0.02,,100.0,18.33,0.0,0.0,0.0,100.0,10.94,0.8051,89.06,0.1833,5.22
2022-08-30,4470.0,23020.5,0.14,0.23,0.04,0.02,0.0,23020.5,4470.0,4470.0,23020.5,,,,,,,,,,,,0.02,,100.0,18.33,0.0,0.0,0.0,100.0,11.13,0.8022,88.87,0.1833,5.15
2022-08-31,470.0,2439.3,0.01,0.02,0.0,0.0,0.0,2439.3,470.0,470.0,2439.3,,,,0.02,,4000.0,,,,,4000.0,0.0,0.02,100.0,2.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0231,5.19
2022-09-01,8770.0,45604.0,0.27,0.44,0.08,0.05,0.0,45604.0,8770.0,8770.0,45604.0,,,8300.0,,,,,,0.04,8300.0,,0.05,,100.0,30.57,0.0,0.0,0.0,100.0,5.72,0.8921,94.28,0.3057,5.2
2022-09-02,8770.0,48235.0,0.27,0.45,0.08,0.05,0.0,48235.0,8770.0,8770.0,48235.0,,,,,,,,,,,,0.05,,100.0,30.57,0.0,0.0,0.0,100.0,5.71,0.8923,94.29,0.3057,5.5
2022-09-05,6370.0,34843.9,0.2,0.28,0.06,0.04,0.0,34843.9,6370.0,6370.0,34843.9,,,,0.01,,2400.0,,,,,2400.0,0.04,0.01,100.0,24.23,0.0,0.0,0.0,100.0,7.46,0.862,92.54,0.2423,5.47
2022-09-06,6370.0,34716.5,0.2,0.28,0.06,0.03,0.0,34716.5,6370.0,6370.0,34716.5,,,,,,,,,,,,0.03,,100.0,24.23,0.0,0.0,0.0,100.0,7.5,0.8613,92.5,0.2423,5.45
2022-09-07,6370.0,34589.1,0.2,0.27,0.06,0.03,0.0,34589.1,6370.0,6370.0,34589.1,,,,,,,,,,,,0.03,,100.0,24.23,0.0,0.0,0.0,100.0,7.52,0.8609,92.48,0.2423,5.43
2022-09-08,470.0,2552.1,0.01,0.02,0.0,0.0,0.0,2552.1,470.0,470.0,2552.1,,,,0.03,,5900.0,,,,,5900.0,0.0,0.03,100.0,2.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0231,5.43
2022-09-09,470.0,2528.6,0.01,0.02,0.0,0.0,0.0,2528.6,470.0,470.0,2528.6,,,,,,,,,,,,0.0,,100.0,2.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0231,5.38
2022-09-12,470.0,2523.9,0.01,0.02,0.0,0.0,0.0,2523.9,470.0,470.0,2523.9,,,,,,,,,,,,0.0,,100.0,2.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0231,5.37
2022-09-13,470.0,2509.8,0.01,0.02,0.0,0.0,0.0,2509.8,470.0,470.0,2509.8,,,,,,,,,,,,0.0,,100.0,2.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0231,5.34
2022-09-14,470.0,2495.7,0.01,0.02,0.0,0.0,0.0,2495.7,470.0,470.0,2495.7,,,,,,,,,,,,0.0,,100.0,2.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0231,5.31
2022-09-15,470.0,2444.0,0.01,0.02,0.0,0.0,0.0,2444.0,470.0,470.0,2444.0,,,,,,,,,,,,0.0,,100.0,2.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0231,5.2
2022-09-16,470.0,2444.0,0.01,0.02,0.0,0.0,0.0,2444.0,470.0,470.0,2444.0,,,,,,,,,,,,0.0,,100.0,2.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0231,5.2
2022-09-19,470.0,2425.2,0.01,0.02,0.0,0.0,0.0,2425.2,470.0,470.0,2425.2,,,,,,,,,,,,0.0,,100.0,2.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0231,5.16
2022-09-20,470.0,2434.6,0.01,0.02,0.0,0.0,0.0,2434.6,470.0,470.0,2434.6,,,,,,,,,,,,0.0,,100.0,2.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0231,5.18
2022-09-21,470.0,2439.3,0.01,0.02,0.0,0.0,0.0,2439.3,470.0,470.0,2439.3,,,,,,,,,,,,0.0,,100.0,2.22,0.0,0.0,0.0,100.0,,1.0,100.0,0.0222,5.19
2022-09-22,470.0,2491.0,0.01,0.02,0.0,0.0,0.0,2491.0,470.0,470.0,2491.0,,,,,,,,,,,,0.0,,100.0,1.42,0.0,0.0,0.0,100.0,,1.0,100.0,0.0142,5.3
2022-09-23,470.0,2425.2,0.01,0.02,0.0,0.0,0.0,2425.2,470.0,470.0,2425.2,,,,,,,,,,,,0.0,,100.0,1.42,0.0,0.0,0.0,100.0,,1.0,100.0,0.0142,5.16
2022-09-26,470.0,2303.0,0.01,0.02,0.0,0.0,0.0,2303.0,470.0,470.0,2303.0,,,,,,,,,,,,0.0,,100.0,3.11,0.0,0.0,0.0,100.0,,1.0,100.0,0.0311,4.9
2022-09-27,470.0,2333.55,0.01,0.02,0.0,0.0,0.0,2333.55,470.0,470.0,2333.55,,,,,,,,,,,,0.0,,100.0,3.11,0.0,0.0,0.0,100.0,,1.0,100.0,0.0311,4.965
2022-09-28,470.0,2274.8,0.01,0.02,0.0,0.0,0.0,2274.8,470.0,470.0,2274.8,,,,,,,,,,,,0.0,,100.0,3.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0331,4.84
2022-09-29,470.0,2265.4,0.01,0.02,0.0,0.0,0.0,2265.4,470.0,470.0,2265.4,,,,,,,,,,,,0.0,,100.0,3.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0331,4.82
2022-09-30,470.0,2333.55,0.01,0.02,0.0,0.0,0.0,2333.55,470.0,470.0,2333.55,,,,,,,,,,,,0.0,,100.0,3.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0331,4.965
2022-10-03,470.0,2397.0,0.01,0.02,0.0,0.0,0.0,2397.0,470.0,470.0,2397.0,,,,,,,,,,,,0.0,,100.0,3.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0331,5.1
2022-10-04,470.0,2382.9,0.01,0.02,0.0,0.0,0.0,2382.9,470.0,470.0,2382.9,,,,,,,,,,,,0.0,,100.0,3.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0331,5.07
2022-10-05,470.0,2378.2,0.01,0.02,0.0,0.0,0.0,2378.2,470.0,470.0,2378.2,,,,,,,,,,,,0.0,,100.0,3.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0331,5.06
2022-10-06,470.0,2373.5,0.01,0.02,0.0,0.0,0.0,2373.5,470.0,470.0,2373.5,,,,,,,,,,,,0.0,,100.0,3.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0331,5.05
2022-10-07,470.0,2359.4,0.01,0.02,0.0,0.0,0.0,2359.4,470.0,470.0,2359.4,,,,,,,,,,,,0.0,,100.0,3.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0331,5.02
2022-10-10,470.0,2354.7,0.01,0.02,0.0,0.0,0.0,2354.7,470.0,470.0,2354.7,,,,,,,,,,,,0.0,,100.0,3.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0331,5.01
2022-10-11,470.0,2354.7,0.01,0.02,0.0,0.0,0.0,2354.7,470.0,470.0,2354.7,,,,,,,,,,,,0.0,,100.0,3.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0331,5.01
2022-10-12,470.0,2354.7,0.01,0.02,0.0,0.0,0.0,2354.7,470.0,470.0,2354.7,,,,,,,,,,,,0.0,,100.0,3.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0331,5.01
2022-10-13,470.0,2368.8,0.01,0.02,0.0,0.0,0.0,2368.8,470.0,470.0,2368.8,,,,,,,,,,,,0.0,,100.0,3.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0331,5.04
2022-10-14,470.0,2373.5,0.01,0.02,0.0,0.0,0.0,2373.5,470.0,470.0,2373.5,,,,,,,,,,,,0.0,,100.0,3.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0331,5.05
2022-10-17,470.0,2434.6,0.01,0.03,0.0,0.0,0.0,2434.6,470.0,470.0,2434.6,,,,,,,,,,,,0.0,,100.0,3.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0331,5.18
2022-10-18,470.0,2472.2,0.01,0.03,0.0,0.0,0.0,2472.2,470.0,470.0,2472.2,,,,,,,,,,,,0.0,,100.0,3.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0331,5.26
2022-10-19,470.0,2439.3,0.01,0.03,0.0,0.0,0.0,2439.3,470.0,470.0,2439.3,,,,,,,,,,,,0.0,,100.0,3.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0331,5.19
2022-10-20,470.0,2439.3,0.01,0.03,0.0,0.0,0.0,2439.3,470.0,470.0,2439.3,,,,,,,,,,,,0.0,,100.0,3.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0331,5.19
2022-10-21,470.0,2500.4,0.01,0.03,0.0,0.0,0.0,2500.4,470.0,470.0,2500.4,,,,,,,,,,,,0.0,,100.0,3.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0331,5.32
2022-10-24,470.0,2509.8,0.01,0.03,0.0,0.0,0.0,2509.8,470.0,470.0,2509.8,,,,,,,,,,,,0.0,,100.0,3.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0331,5.34
2022-10-25,470.0,2509.8,0.01,0.03,0.0,0.0,0.0,2509.8,470.0,470.0,2509.8,,,,,,,,,,,,0.0,,100.0,3.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0331,5.34
2022-10-26,470.0,2500.4,0.01,0.03,0.0,0.0,0.0,2500.4,470.0,470.0,2500.4,,,,,,,,,,,,0.0,,100.0,3.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0331,5.32
2022-10-27,470.0,2458.1,0.01,0.03,0.0,0.0,0.0,2458.1,470.0,470.0,2458.1,,,,,,,,,,,,0.0,,100.0,3.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0331,5.23
2022-10-28,470.0,2462.8,0.01,0.03,0.0,0.0,0.0,2462.8,470.0,470.0,2462.8,,,,,,,,,,,,0.0,,100.0,3.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0331,5.24
2022-10-31,470.0,2486.3,0.01,0.03,0.0,0.0,0.0,2486.3,470.0,470.0,2486.3,,,,,,,,,,,,0.0,,100.0,3.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0331,5.29
2022-11-01,470.0,2462.8,0.01,0.03,0.0,0.0,0.0,2462.8,470.0,470.0,2462.8,,,,,,,,,,,,0.0,,100.0,3.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0331,5.24
2022-11-02,470.0,2467.5,0.01,0.03,0.0,0.0,0.0,2467.5,470.0,470.0,2467.5,,,,,,,,,,,,0.0,,100.0,3.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0331,5.25
2022-11-03,470.0,2467.5,0.01,0.03,0.0,0.0,0.0,2467.5,470.0,470.0,2467.5,,,,,,,,,,,,0.0,,100.0,3.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0331,5.25
2022-11-04,470.0,2491.0,0.01,0.04,0.0,0.0,0.0,2491.0,470.0,470.0,2491.0,,,,,,,,,,,,0.0,,100.0,3.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0331,5.3
2022-11-07,470.0,2453.4,0.01,0.04,0.0,0.0,0.0,2453.4,470.0,470.0,2453.4,,,,,,,,,,,,0.0,,100.0,3.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0331,5.22
2022-11-08,470.0,2458.1,0.01,0.05,0.0,0.0,0.0,2458.1,470.0,470.0,2458.1,,,,,,,,,,,,0.0,,100.0,3.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0331,5.23
2022-11-09,470.0,2444.0,0.01,0.05,0.0,0.0,0.0,2444.0,470.0,470.0,2444.0,,,,,,,,,,,,0.0,,100.0,3.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0331,5.2
2022-11-10,470.0,2453.4,0.01,0.05,0.0,0.0,0.0,2453.4,470.0,470.0,2453.4,,,,,,,,,,,,0.0,,100.0,3.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0331,5.22
2022-11-11,470.0,2462.8,0.01,0.05,0.0,0.0,0.0,2462.8,470.0,470.0,2462.8,,,,,,,,,,,,0.0,,100.0,3.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0331,5.24
2022-11-14,470.0,2444.0,0.01,0.05,0.0,0.0,0.0,2444.0,470.0,470.0,2444.0,,,,,,,,,,,,0.0,,100.0,3.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0331,5.2
2022-11-15,8470.0,43366.4,0.26,0.86,0.08,0.05,0.0,43366.4,8470.0,8470.0,43366.4,,,8000.0,,,,,,0.04,8000.0,,0.04,,100.0,38.17,0.0,0.0,0.0,100.0,5.56,0.8949,94.44,0.3817,5.12
2022-11-16,690.0,3553.5,0.02,0.07,0.01,0.0,0.0,3553.5,690.0,690.0,3553.5,,,,0.04,,7780.0,,,,,7780.0,0.0,0.04,100.0,4.86,0.0,0.0,0.0,100.0,30.15,0.5788,69.85,0.0486,5.15
2022-11-17,690.0,3588.0,0.02,0.07,0.01,0.0,0.0,3588.0,690.0,690.0,3588.0,,,,,,,,,,,,0.0,,100.0,4.86,0.0,0.0,0.0,100.0,30.27,0.5779,69.73,0.0486,5.2
2022-11-18,1039.0,5340.46,0.03,0.1,0.01,0.01,0.0,5340.46,690.0,1039.0,3546.6,,0.0,,,349.0,,0.0,,,,,0.0,,100.0,4.86,0.0,0.0,0.0,100.0,46.9,0.5019,53.1,0.0732,5.14
2022-11-21,1538.0,7874.56,0.05,0.15,0.01,0.01,0.0,7874.56,1538.0,1538.0,7874.56,299.0,0.0,,,499.0,,0.0,299.0,,549.0,,0.01,,100.0,10.43,0.0,0.0,0.0,100.0,31.95,0.5652,68.05,0.1043,5.12
2022-11-22,1538.0,7859.18,0.05,0.15,0.01,0.01,0.0,7859.18,1538.0,1538.0,7859.18,,,,,,,,,,,,0.01,,100.0,10.43,0.0,0.0,0.0,100.0,32.33,0.5624,67.67,0.1043,5.11
2022-11-23,1538.0,7766.9,0.05,0.16,0.01,0.01,0.0,7766.9,1538.0,1538.0,7766.9,,,,,,,,,,,,0.01,,100.0,10.43,0.0,0.0,0.0,100.0,32.37,0.5621,67.63,0.1043,5.05
2022-11-24,1538.0,7782.28,0.05,0.16,0.01,0.01,0.0,7782.28,1538.0,1538.0,7782.28,,,,,,,,,,,,0.01,,100.0,10.43,0.0,0.0,0.0,100.0,32.63,0.5603,67.37,0.1043,5.06
2022-11-25,1568.0,7902.72,0.05,0.16,0.02,0.01,0.0,5135.76,1019.0,1019.0,5135.76,,,,0.0,,519.0,,,,,519.0,0.01,0.0,100.0,6.91,0.0,0.0,0.0,100.0,32.0,0.5648,68.0,0.1064,5.04
2022-11-28,1568.0,7996.8,0.05,0.17,0.02,0.01,0.0,5196.9,1019.0,1019.0,5196.9,,,,,,,,,,,,0.01,,100.0,6.91,0.0,0.0,0.0,100.0,32.09,0.5642,67.91,0.1064,5.1
2022-11-29,1568.0,7965.44,0.05,0.17,0.02,0.01,0.0,5176.52,1019.0,1019.0,5176.52,,,,,,,,,,,,0.01,,100.0,6.91,0.0,0.0,0.0,100.0,31.83,0.566,68.17,0.1064,5.08
2022-11-30,1568.0,7934.08,0.05,0.18,0.02,0.01,0.0,5156.14,1019.0,1019.0,5156.14,,,,,,,,,,,,0.01,,100.0,6.91,0.0,0.0,0.0,100.0,31.92,0.5654,68.08,0.1064,5.06
2022-12-01,470.0,2373.5,0.01,0.05,0.0,0.0,0.0,2373.5,470.0,470.0,2373.5,,,,0.0,,549.0,,,,,549.0,0.0,0.0,100.0,3.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0331,5.05
2022-12-02,470.0,2373.5,0.01,0.05,0.0,0.0,0.0,2373.5,470.0,470.0,2373.5,,,,,,,,,,,,0.0,,100.0,3.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0331,5.05
2022-12-05,470.0,2359.4,0.01,0.06,0.0,0.0,0.0,2359.4,470.0,470.0,2359.4,,,,,,,,,,,,0.0,,100.0,3.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0331,5.02
2022-12-06,470.0,2317.1,0.01,0.06,0.0,0.0,0.0,2317.1,470.0,470.0,2317.1,,,,,,,,,,,,0.0,,100.0,3.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0331,4.93
2022-12-07,470.0,2277.15,0.01,0.06,0.0,0.0,0.0,2277.15,470.0,470.0,2277.15,,,,,,,,,,,,0.0,,100.0,3.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0331,4.845
2022-12-08,470.0,2246.6,0.01,0.06,0.0,0.0,0.0,2246.6,470.0,470.0,2246.6,,,,,,,,,,,,0.0,,100.0,3.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0331,4.78
2022-12-09,470.0,2194.9,0.01,0.05,0.0,0.0,0.0,2194.9,470.0,470.0,2194.9,,,,,,,,,,,,0.0,,100.0,3.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0331,4.67
2022-12-12,470.0,2209.0,0.01,0.05,0.0,0.0,0.0,2209.0,470.0,470.0,2209.0,,,,,,,,,,,,0.0,,100.0,3.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0331,4.7
2022-12-13,470.0,2220.75,0.01,0.05,0.0,0.0,0.0,2220.75,470.0,470.0,2220.75,,,,,,,,,,,,0.0,,100.0,3.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0331,4.725
2022-12-14,470.0,2171.4,0.01,0.05,0.0,0.0,0.0,2171.4,470.0,470.0,2171.4,,,,,,,,,,,,0.0,,100.0,3.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0331,4.62
2022-12-15,1524.0,7170.42,0.05,0.15,0.01,0.01,0.0,4690.89,997.0,997.0,4690.89,,,527.0,,,,,,0.0,527.0,,0.0,,100.0,6.77,0.0,0.0,0.0,100.0,34.94,0.5454,65.06,0.1035,4.705
2022-12-16,1524.0,6964.68,0.05,0.14,0.01,0.01,0.0,4556.29,997.0,997.0,4556.29,,,,,,,,,,,,0.0,,100.0,6.77,0.0,0.0,0.0,100.0,34.51,0.548,65.49,0.1035,4.57
2022-12-19,1524.0,7010.4,0.05,0.14,0.01,0.01,0.0,4586.2,997.0,997.0,4586.2,,,,,,,,,,,,0.0,,100.0,6.77,0.0,0.0,0.0,100.0,35.19,0.5439,64.81,0.1035,4.6
2022-12-20,1524.0,6957.06,0.05,0.15,0.01,0.01,0.0,4551.31,997.0,997.0,4551.31,,,,,,,,,,,,0.0,,100.0,6.77,0.0,0.0,0.0,100.0,35.04,0.5448,64.96,0.1035,4.565
2022-12-21,2496.0,11506.56,0.08,0.24,0.02,0.01,0.0,6836.63,1483.0,1483.0,6836.63,486.0,0.0,,,486.0,,0.0,486.0,,,,0.01,,100.0,9.75,0.0,0.0,0.0,100.0,22.03,0.6565,77.97,0.1642,4.61
