,SADU FP Equity_DX_SI_QTY,SADU FP Equity_DX_SHORT_INTEREST_VALUE,SADU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SADU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SADU FP Equity_DX_SI_MV,SADU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SADU FP Equity_DX_SUPPLY_SI_QTY,SADU FP Equity_DX_BROKER_SI_QTY,SADU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SADU FP Equity_DX_SUPPLY_SI_MV_DEC,SADU FP Equity_DX_SUPPLY_SI_QTY_DEC,SADU FP Equity_DX_SUPPLY_SI_QTY_ADD,SADU FP Equity_DX_SUPPLY_SI_MV,SADU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SADU FP Equity_DX_UTILIZATION_QUANTITY,SADU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SADU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SADU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SADU FP Equity_DX_ACTIVE_UTILIZATION_MV,SADU FP Equity_DX_BROKER_SI_CON_RATIO,SADU FP Equity_DX_DEMAND_SUPPLY_RATIO,SADU FP Equity_PX_LAST
2023-11-08,,,,,,,,,,,,,,,,,,,,,,79.284
2023-11-09,,,,,,,,,,,,,,,,,,,,,,79.455
2023-11-10,,,,,,,,,,,,,,,,,,,,,,78.985
2023-11-13,,,,,,,,,,,,,,,,,,,,,,79.816
2023-11-14,,,,,,,,,,,,,,,,,,,,,,81.638
2023-11-15,,,,,,,,,,,,,,,,,,,,,,82.043
2023-11-16,,,,,,,,,,,,,,,,,,,,,,81.593
2023-11-17,,,,,,,,,,,,,,,,,,,,,,81.761
2023-11-20,,,,,,,,,,,,,,,,,,,,,,82.164
2023-11-21,,,,,,,,,,,,,,,,,,,,,,82.431
2023-11-22,,,,,,,,,,,,,,,,,,,,,,82.688
2023-11-23,,,,,,,,,,,,,,,,,,,,,,82.88
2023-11-24,,,,,,,,,,,,,,,,,,,,,,82.777
2023-11-27,,,,,,,,,,,,,,,,,,,,,,82.71
2023-11-28,,,,,,,,,,,,,,,,,,,,,,82.883
2023-11-29,,,,,,,,,,,,,,,,,,,,,,83.046
2023-11-30,,,,,,,,,,,,,,,,,,,,,,83.002
2023-12-01,,,,,,,,,,,,,,,,,,,,,,83.532
2023-12-04,,,,,,,,,,,,,,,,,,,,,,83.248
2023-12-05,,,,,,,,,,,,,,,,,,,,,,83.28
2023-12-06,,,,,,,,,,,,,,,,,,,,,,83.526
2023-12-07,,,,,,,,,,,,,,,,,,,,,,83.461
2023-12-08,,,,,,,,,,,,,,,,,,,,,,83.747
2023-12-11,,,,,,,,,,,,,,,,,,,,,,84.248
2023-12-12,,,,,,,,,,,,,,,,,,,,,,84.583
2023-12-13,,,,,,,,,,,,,,,,,,,,,,84.922
2023-12-14,,,,,,,,,,,,,,,,,,,,,,86.487
2023-12-15,,,,,,,,,,,,,,,,,,,,,,86.486
2023-12-18,,,,,,,,,,,,,,,,,,,,,,86.761
2023-12-19,,,,,,,,,,,,,,,,,,,,,,87.142
2023-12-20,,,,,,,,,,,,,,,,,,,,,,87.34
2023-12-21,,,,,,,,,,,,,,,,,,,,,,86.636
2023-12-22,,,,,,,,,,,,,,,,,,,,,,87.237
2023-12-27,,,,,,,,,,,,,,,,,,,,,,87.612
2023-12-28,,,,,,,,,,,,,,,,,,,,,,87.737
2023-12-29,,,,,,,,,,,,,,,,,,,,,,87.245
2024-01-02,,,,,,,,,,,,,,,,,,,,,,87.096
2024-01-03,,,,,,,,,,,,,,,,,,,,,,86.389
2024-01-04,,,,,,,,,,,,,,,,,,,,,,86.709
2024-01-05,,,,,,,,,,,,,,,,,,,,,,86.409
2024-01-08,,,,,,,,,,,,,,,,,,,,,,86.702
2024-01-09,,,,,,,,,,,,,,,,,,,,,,87.288
2024-01-10,,,,,,,,,,,,,,,,,,,,,,87.45
2024-01-11,,,,,,,,,,,,,,,,,,,,,,87.085
2024-01-12,,,,,,,,,,,,,,,,,,,,,,87.706
2024-01-15,,,,,,,,,,,,,,,,,,,,,,87.721
2024-01-16,,,,,,,,,,,,,,,,,,,,,,87.841
2024-01-17,,,,,,,,,,,,,,,,,,,,,,87.187
2024-01-18,,,,,,,,,,,,,,,,,,,,,,87.341
2024-01-19,,,,,,,,,,,,,,,,,,,,,,88.065
2024-01-22,,,,,,,,,,,,,,,,,,,,,,89.014
2024-01-23,,,,,,,,,,,,,,,,,,,,,,88.773
2024-01-24,,,,,,,,,,,,,,,,,,,,,,89.553
2024-01-25,,,,,,,,,,,,,,,,,,,,,,89.364
2024-01-26,,,,,,,,,,,,,,,,,,,,,,89.524
2024-01-29,,,,,,,,,,,,,,,,,,,,,,89.465
2024-01-30,,,,,,,,,,,,,,,,,,,,,,90.218
2024-01-31,,,,,,,,,,,,,,,,,,,,,,89.448
2024-02-01,,,,,,,,,,,,,,,,,,,,,,89.09
2024-02-02,,,,,,,,,,,,,,,,,,,,,,89.994
2024-02-05,,,,,,,,,,,,,,,,,,,,,,89.94
2024-02-06,,,,,,,,,,,,,,,,,,,,,,90.359
2024-02-07,,,,,,,,,,,,,,,,,,,,,,91.104
2024-02-08,,,,,,,,,,,,,,,,,,,,,,91.214
2024-02-09,,,,,,,,,,,,,,,,,,,,,,91.699
2024-02-12,,,,,,,,,,,,,,,,,,,,,,92.462
2024-02-13,,,,,,,,,,,,,,,,,,,,,,91.043
2024-02-14,,,,,,,,,,,,,,,,,,,,,,91.251
2024-02-15,,,,,,,,,,,,,,,,,,,,,,91.893
2024-02-16,,,,,,,,,,,,,,,,,,,,,,92.377
2024-02-19,,,,,,,,,,,,,,,,,,,,,,91.908
2024-02-20,,,,,,,,,,,,,,,,,,,,,,91.198
2024-02-21,,,,,,,,,,,,,,,,,,,,,,90.875
2024-02-22,,,,,,,,,,,,,,,,,,,,,,92.972
2024-02-23,,,,,,,,,,,,,,,,,,,,,,93.407
2024-02-26,,,,,,,,,,,,,,,,,,,,,,93.442
2024-02-27,,,,,,,,,,,,,,,,,,,,,,93.108
2024-02-28,,,,,,,,,,,,,,,,,,,,,,93.245
2024-02-29,,,,,,,,,,,,,,,,,,,,,,93.368
2024-03-01,,,,,,,,,,,,,,,,,,,,,,94.066
2024-03-04,,,,,,,,,,,,,,,,,,,,,,94.356
2024-03-05,,,,,,,,,,,,,,,,,,,,,,93.656
2024-03-06,,,,,,,,,,,,,,,,,,,,,,94.212
2024-03-07,,,,,,,,,,,,,,,,,,,,,,94.788
2024-03-08,,,,,,,,,,,,,,,,,,,,,,94.819
2024-03-11,,,,,,,,,,,,,,,,,,,,,,94.12
2024-03-12,,,,,,,,,,,,,,,,,,,,,,94.963
2024-03-13,,,,,,,,,,,,,,,,,,,,,,95.233
2024-03-14,,,,,,,,,,,,,,,,,,,,,,94.631
2024-03-15,,,,,,,,,,,,,,,,,,,,,,93.866
2024-03-18,,,,,,,,,,,,,,,,,,,,,,94.943
2024-03-19,,,,,,,,,,,,,,,,,,,,,,94.879
2024-03-20,,,,,,,,,,,,,,,,,,,,,,95.176
2024-03-21,,,,,,,,,,,,,,,,,,,,,,96.752
2024-03-22,,,,,,,,,,,,,,,,,,,,,,96.171
2024-03-25,,,,,,,,,,,,,,,,,,,,,,95.986
2024-03-26,,,,,,,,,,,,,,,,,,,,,,96.107
2024-03-27,,,,,,,,,,,,,,,,,,,,,,96.006
2024-03-28,,,,,,,,,,,,,,,,,,,,,,96.691
2024-04-02,,,,,,,,,,,,,,,,,,,,,,95.369
2024-04-03,,,,,,,,,,,,,,,,,,,,,,95.737
2024-04-04,,,,,,,,,,,,,,,,,,,,,,95.906
2024-04-05,,,,,,,,,,,,,,,,,,,,,,94.848
2024-04-08,,,,,,,,,,,,,,,,,,,,,,95.304
2024-04-09,,,,,,,,,,,,,,,,,,,,,,94.67
2024-04-10,,,,,,,,,,,,,,,,,,,,,,94.12
2024-04-11,,,,,,,,,,,,,,,,,,,,,,93.847
2024-04-12,,,,,,,,,,,,,,,,,,,,,,93.563
2024-04-15,,,,,,,,,,,,,,,,,,,,,,93.121
2024-04-16,,,,,,,,,,,,,,,,,,,,,,91.892
2024-04-17,,,,,,,,,,,,,,,,,,,,,,91.516
2024-04-18,,,,,,,,,,,,,,,,,,,,,,91.655
2024-04-19,,,,,,,,,,,,,,,,,,,,,,90.867
2024-04-22,,,,,,,,,,,,,,,,,,,,,,90.536
2024-04-23,,,,,,,,,,,,,,,,,,,,,,92.138
2024-04-24,,,,,,,,,,,,,,,,,,,,,,92.213
2024-04-25,,,,,,,,,,,,,,,,,,,,,,91.449
2024-04-26,,,,,,,,,,,,,,,,,,,,,,92.993
2024-04-29,,,,,,,,,,,,,,,,,,,,,,93.249
2024-04-30,,,,,,,,,,,,,,,,,,,,,,92.711
2024-05-02,,,,,,,,,,,,,,,,,,,,,,91.733
2024-05-03,,,,,,,,,,,,,,,,,,,,,,92.777
2024-05-06,,,,,,,,,,,,,,,,,,,,,,93.597
2024-05-07,,,,,,,,,,,,,,,,,,,,,,94.271
2024-05-08,,,,,,,,,,,,,,,,,,,,,,94.024
2024-05-09,,,,,,,,,,,,,,,,,,,,,,94.377
2024-05-10,,,,,,,,,,,,,,,,,,,,,,94.675
2024-05-13,,,,,,,,,,,,,,,,,,,,,,94.7
2024-05-14,,,,,,,,,,,,,,,,,,,,,,94.844
2024-05-15,,,,,,,,,,,,,,,,,,,,,,95.982
2024-05-16,,,,,,,,,,,,,,,,,,,,,,96.373
2024-05-17,,,,,,,,,,,,,,,,,,,,,,95.987
2024-05-20,,,,,,,,,,,,,,,,,,,,,,96.427
2024-05-21,,,,,,,,,,,,,,,,,,,,,,96.311
2024-05-22,,,,,,,,,,,,,,,,,,,,,,96.309
2024-05-23,,,,,,,,,,,,,,,,,,,,,,96.312
2024-05-24,,,,,,,,,,,,,,,,,,,,,,95.922
2024-05-27,,,,,,,,,,,,,,,,,,,,,,96.017
2024-05-28,,,,,,,,,,,,,,,,,,,,,,95.77
2024-05-29,,,,,,,,,,,,,,,,,,,,,,95.119
2024-05-30,,,,,,,,,,,,,,,,,,,,,,94.588
2024-05-31,,,,,,,,,,,,,,,,,,,,,,94.105
2024-06-03,,,,,,,,,,,,,,,,,,,,,,95.085
2024-06-04,,,,,,,,,,,,,,,,,,,,,,94.921
2024-06-05,,,,,,,,,,,,,,,,,,,,,,95.842
2024-06-06,,,,,,,,,,,,,,,,,,,,,,96.308
2024-06-07,,,,,,,,,,,,,,,,,,,,,,96.35
2024-06-10,,,,,,,,,,,,,,,,,,,,,,96.041
2024-06-11,,,,,,,,,,,,,,,,,,,,,,95.769
2024-06-12,,,,,,,,,,,,,,,,,,,,,,97.123
2024-06-13,,,,,,,,,,,,,,,,,,,,,,96.648
2024-06-14,,,,,,,,,,,,,,,,,,,,,,96.719
2024-06-17,,,,,,,,,,,,,,,,,,,,,,97.164
2024-06-18,,,,,,,,,,,,,,,,,,,,,,97.761
2024-06-19,,,,,,,,,,,,,,,,,,,,,,98.009
2024-06-20,,,,,,,,,,,,,,,,,,,,,,98.334
2024-06-21,,,,,,,,,,,,,,,,,,,,,,97.868
2024-06-24,,,,,,,,,,,,,,,,,,,,,,98.404
2024-06-25,1300.0,127225.8,0.43,0.02,0.13,0.0,1300.0,0.0,127225.8,,,1300.0,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,97.866
2024-06-26,1300.0,126999.6,0.43,0.02,0.13,0.0,1300.0,0.0,126999.6,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,97.692
2024-06-27,1300.0,127366.2,0.43,0.02,0.13,0.0,1300.0,0.0,127366.2,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,97.974
2024-06-28,1300.0,127914.8,0.43,0.02,0.13,0.0,1300.0,0.0,127914.8,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,98.396
2024-07-01,1300.0,126843.6,0.43,0.02,0.13,0.0,1300.0,0.0,126843.6,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,97.572
2024-07-02,1300.0,127159.5,0.43,0.02,0.13,0.0,1300.0,0.0,127159.5,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,97.815
2024-07-03,1300.0,128217.7,0.42,0.02,0.13,0.0,1300.0,0.0,128217.7,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,98.629
2024-07-04,1300.0,128395.8,0.37,0.02,0.13,0.0,1300.0,0.0,128395.8,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,98.766
2024-07-05,1300.0,128677.9,0.38,0.02,0.13,0.0,1300.0,0.0,128677.9,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,98.983
2024-07-08,1300.0,129288.9,0.38,0.02,0.13,0.0,1300.0,0.0,129288.9,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,99.453
2024-07-09,1300.0,129223.9,0.38,0.02,0.13,0.0,1300.0,0.0,129223.9,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,99.403
2024-07-10,1300.0,129594.4,0.38,0.02,0.13,0.0,1300.0,0.0,129594.4,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,99.688
2024-07-11,1300.0,130508.3,0.37,0.02,0.13,0.0,1300.0,0.0,130508.3,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,100.391
2024-07-12,1300.0,131623.7,0.38,0.02,0.13,0.0,1300.0,0.0,131623.7,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,101.249
2024-07-15,1300.0,132138.5,0.36,0.02,0.13,0.0,1300.0,0.0,132138.5,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,101.645
2024-07-16,1300.0,132252.9,0.37,0.02,0.13,0.0,1300.0,0.0,132252.9,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,101.733
2024-07-17,1300.0,131294.8,0.4,0.02,0.13,0.0,1300.0,0.0,131294.8,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,100.996
2024-07-18,1300.0,130440.7,0.4,0.02,0.13,0.0,1300.0,0.0,130440.7,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,100.339
2024-07-19,1300.0,128690.9,0.41,0.02,0.13,0.0,1300.0,0.0,128690.9,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,98.993
2024-07-22,1300.0,129478.7,0.41,0.02,0.13,0.0,1300.0,0.0,129478.7,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,99.599
2024-07-23,1300.0,130447.2,0.41,0.02,0.13,0.0,1300.0,0.0,130447.2,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,100.344
2024-07-24,1300.0,127943.4,0.4,0.02,0.13,0.0,1300.0,0.0,127943.4,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,98.418
2024-07-25,1300.0,127726.3,0.35,0.02,0.13,0.0,1300.0,0.0,127726.3,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,98.251
2024-07-26,1300.0,127691.2,0.36,0.02,0.13,0.0,1300.0,0.0,127691.2,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,98.224
2024-07-29,1300.0,128009.7,0.36,0.02,0.13,0.0,1300.0,0.0,128009.7,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,98.469
2024-07-30,1300.0,127708.1,0.66,0.02,0.13,0.0,1300.0,0.0,127708.1,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,98.237
2024-07-31,1300.0,129724.4,0.66,0.02,0.13,0.0,1300.0,0.0,129724.4,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,99.788
2024-08-01,1300.0,128529.7,0.58,0.02,0.13,0.0,1300.0,0.0,128529.7,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,98.869
2024-08-02,1300.0,124202.0,0.52,0.02,0.13,0.0,1300.0,0.0,124202.0,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,95.54
2024-08-05,1300.0,122535.4,0.38,0.02,0.12,0.0,1300.0,0.0,122535.4,,,,0.12,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,94.258
2024-08-06,1300.0,123331.0,0.34,0.02,0.12,0.0,1300.0,0.0,123331.0,,,,0.12,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,94.87
2024-08-07,1300.0,124581.6,0.34,0.02,0.12,0.0,1300.0,0.0,124581.6,,,,0.12,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,95.832
2024-08-08,1300.0,124351.5,0.3,0.02,0.12,0.0,1300.0,0.0,124351.5,,,,0.12,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,95.655
2024-08-09,1300.0,125369.4,0.28,0.02,0.12,0.0,1300.0,0.0,125369.4,,,,0.12,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,96.438
2024-08-12,1300.0,125095.1,0.2,0.02,0.13,0.0,1300.0,0.0,125095.1,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,96.227
2024-08-13,1300.0,126575.8,0.2,0.02,0.13,0.0,1300.0,0.0,126575.8,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,97.366
2024-08-14,1300.0,127418.2,0.19,0.02,0.13,0.0,1300.0,0.0,127418.2,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,98.014
2024-08-15,1300.0,129426.7,0.2,0.02,0.13,0.0,1300.0,0.0,129426.7,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,99.559
2024-08-16,1300.0,129740.0,0.19,0.02,0.13,0.0,1300.0,0.0,129740.0,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,99.8
2024-08-19,1300.0,130809.9,0.19,0.02,0.13,0.0,1300.0,0.0,130809.9,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,100.623
2024-08-20,1300.0,131203.8,0.18,0.02,0.13,0.0,1300.0,0.0,131203.8,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,100.926
2024-08-21,1300.0,131719.9,0.19,0.02,0.13,0.0,1300.0,0.0,131719.9,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,101.323
2024-08-22,1300.0,131570.4,0.18,0.02,0.13,0.0,1300.0,0.0,131570.4,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,101.208
2024-08-23,1300.0,132428.4,0.18,0.02,0.13,0.0,1300.0,0.0,132428.4,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,101.868
2024-08-26,1300.0,132177.5,0.18,0.02,0.13,0.0,1300.0,0.0,132177.5,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,101.675
2024-08-27,1300.0,132083.9,0.17,0.02,0.13,0.0,1300.0,0.0,132083.9,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,101.603
2024-08-28,1300.0,131492.4,0.17,0.02,0.13,0.0,1300.0,0.0,131492.4,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,101.148
2024-08-29,1300.0,132294.5,0.17,0.02,0.13,0.0,1300.0,0.0,132294.5,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,101.765
2024-08-30,1300.0,131601.6,0.16,0.02,0.13,0.0,1300.0,0.0,131601.6,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,101.232
2024-09-02,1300.0,132693.6,0.16,0.02,0.13,0.0,1300.0,0.0,132693.6,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,102.072
2024-09-03,1300.0,131417.0,0.16,0.02,0.13,0.0,1300.0,0.0,131417.0,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,101.09
2024-09-04,1300.0,130464.1,0.14,0.02,0.13,0.0,1300.0,0.0,130464.1,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,100.357
2024-09-05,1300.0,129070.5,0.14,0.02,0.13,0.0,1300.0,0.0,129070.5,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,99.285
2024-09-06,1300.0,127962.9,0.14,0.02,0.13,0.0,1300.0,0.0,127962.9,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,98.433
2024-09-09,1300.0,129041.9,0.14,0.02,0.13,0.0,1300.0,0.0,129041.9,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,99.263
2024-09-10,1300.0,129508.6,0.13,0.02,0.13,0.0,1300.0,0.0,129508.6,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,99.622
2024-09-11,1300.0,128147.5,0.13,0.02,0.13,0.0,1300.0,0.0,128147.5,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,98.575
2024-09-12,1300.0,130893.1,0.13,0.02,0.13,0.0,1300.0,0.0,130893.1,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,100.687
2024-09-13,1300.0,132540.2,0.14,0.02,0.13,0.0,1300.0,0.0,132540.2,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,101.954
2024-09-16,1300.0,132831.4,0.15,0.02,0.13,0.0,1300.0,0.0,132831.4,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,102.178
2024-09-17,1300.0,133719.3,0.16,0.02,0.13,0.0,1300.0,0.0,133719.3,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,102.861
2024-09-18,1300.0,132879.5,0.15,0.02,0.13,0.0,1300.0,0.0,132879.5,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,102.215
2024-09-19,1300.0,134604.6,0.16,0.02,0.13,0.0,1300.0,0.0,134604.6,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,103.542
2024-09-20,1300.0,133695.9,0.17,0.02,0.13,0.0,1300.0,0.0,133695.9,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,102.843
2024-09-23,1300.0,134607.2,0.21,0.02,0.13,0.0,1300.0,0.0,134607.2,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,103.544
2024-09-24,1300.0,134733.3,0.22,0.02,0.14,0.0,1300.0,0.0,134733.3,,,,0.14,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,103.641
2024-09-25,1300.0,134769.7,0.23,0.02,0.13,0.0,1300.0,0.0,134769.7,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,103.669
2024-09-26,1300.0,135175.3,0.23,0.02,0.14,0.0,1300.0,0.0,135175.3,,,,0.14,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,103.981
2024-09-27,1300.0,135757.7,0.23,0.02,0.14,0.0,1300.0,0.0,135757.7,,,,0.14,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,104.429
2024-09-30,1300.0,135016.7,0.24,0.02,0.14,0.0,1300.0,0.0,135016.7,,,,0.14,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,103.859
2024-10-01,1300.0,134277.0,0.25,0.02,0.13,0.0,1300.0,0.0,134277.0,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,103.29
2024-10-02,1300.0,134409.6,0.24,0.02,0.13,0.0,1300.0,0.0,134409.6,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,103.392
2024-10-03,1300.0,133837.6,0.24,0.02,0.13,0.0,1300.0,0.0,133837.6,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,102.952
2024-10-04,1300.0,133939.0,0.23,0.02,0.13,0.0,1300.0,0.0,133939.0,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,103.03
2024-10-07,1300.0,134342.0,0.25,0.02,0.13,0.0,1300.0,0.0,134342.0,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,103.34
2024-10-08,1300.0,134591.6,0.24,0.02,0.13,0.0,1300.0,0.0,134591.6,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,103.532
2024-10-09,1300.0,135460.0,0.25,0.02,0.13,0.0,1300.0,0.0,135460.0,,,,0.13,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,104.2
2024-10-10,1300.0,135452.2,0.25,0.02,0.14,0.0,1300.0,0.0,135452.2,,,,0.14,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,104.194
2024-10-11,1300.0,135889.0,0.27,0.02,0.14,0.0,1300.0,0.0,135889.0,,,,0.14,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,104.53
2024-10-14,1300.0,136792.5,0.27,0.02,0.14,0.0,1300.0,0.0,136792.5,,,,0.14,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,105.225
2024-10-15,1300.0,137092.8,0.27,0.02,0.14,0.0,1300.0,0.0,137092.8,,,,0.14,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,105.456
2024-10-16,1300.0,136685.9,0.36,0.02,0.14,0.0,1300.0,0.0,136685.9,,,,0.14,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,105.143
2024-10-17,1300.0,137126.6,0.38,0.02,0.14,0.0,1300.0,0.0,137126.6,,,,0.14,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,105.482
2024-10-18,1300.0,136944.6,0.42,0.02,0.14,0.0,1300.0,0.0,136944.6,,,,0.14,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,105.342
2024-10-21,1300.0,135785.0,0.42,0.02,0.14,0.0,1300.0,0.0,135785.0,,,,0.14,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,104.45
2024-10-22,1300.0,135727.8,0.47,0.02,0.14,0.0,1300.0,0.0,135727.8,,,,0.14,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,104.406
2024-10-23,1300.0,134959.5,0.47,0.02,0.14,0.0,1300.0,0.0,134959.5,,,,0.14,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,103.815
2024-10-24,1300.0,135597.8,0.49,0.02,0.14,0.0,1300.0,0.0,135597.8,,,,0.14,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,104.306
2024-10-25,1300.0,136253.0,0.5,0.02,0.14,0.0,1300.0,0.0,136253.0,,,,0.14,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,104.81
2024-10-28,1300.0,136164.6,0.5,0.02,0.14,0.0,1300.0,0.0,136164.6,,,,0.14,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,104.742
2024-10-29,1300.0,135848.7,0.52,0.02,0.14,0.0,1300.0,0.0,135848.7,,,,0.14,100.0,57.78,0.0,0.0,0.0,100.0,0.0,0.5778,104.499
