,LHYFE FP Equity_DX_SI_QTY,LHYFE FP Equity_DX_SHORT_INTEREST_VALUE,LHYFE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,LHYFE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,LHYFE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,LHYFE FP Equity_DX_SI_MV,LHYFE FP Equity_DX_DSS,LHYFE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,LHYFE FP Equity_DX_SUPPLY_SI_QTY,LHYFE FP Equity_DX_BROKER_SI_QTY,LHYFE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,LHYFE FP Equity_DX_BROKER_SI_MV_NEW_x,LHYFE FP Equity_DX_SUPPLY_SI_QTY_INC_x,LHYFE FP Equity_DX_BROKER_SI_MV_INC_x,LHYFE FP Equity_DX_BROKER_SI_QTY_ADD,LHYFE FP Equity_DX_BROKER_SI_QTY_NEW,LHYFE FP Equity_DX_SUPPLY_SI_MV_DEC,LHYFE FP Equity_DX_BROKER_SI_QTY_INC,LHYFE FP Equity_DX_SUPPLY_SI_QTY_DEC,LHYFE FP Equity_DX_BROKER_SI_MV_NEW_y,LHYFE FP Equity_DX_BROKER_SI_MV_INC_y,LHYFE FP Equity_DX_SUPPLY_SI_QTY_INC_y,LHYFE FP Equity_DX_BROKER_SI_MV_ADD,LHYFE FP Equity_DX_SUPPLY_SI_QTY_ADD,LHYFE FP Equity_DX_BROKER_SI_QTY_DEC,LHYFE FP Equity_DX_SUPPLY_SI_MV,LHYFE FP Equity_DX_BROKER_SI_MV_DEC,LHYFE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,LHYFE FP Equity_DX_UTILIZATION_QUANTITY,LHYFE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,LHYFE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,LHYFE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,LHYFE FP Equity_DX_ACTIVE_UTILIZATION_MV,LHYFE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,LHYFE FP Equity_DX_BROKER_SI_CON_RATIO,LHYFE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,LHYFE FP Equity_DX_DEMAND_SUPPLY_RATIO,LHYFE FP Equity_PX_LAST
2023-07-03,56341.0,394387.0,0.27,8.82,0.12,0.4,0.0,175931.0,40341.0,25133.0,282387.0,,,,,,,,,,,,,,,0.28,,100.0,28.45,0.0,0.0,0.0,100.0,26.76,0.2258,27.44,0.3973,7.0
2023-07-04,42305.0,294442.8,0.21,6.48,0.09,0.3,0.0,174925.68,26305.0,25133.0,183082.8,,,,,,0.1,,14036.0,,,,,,,0.18,,100.0,18.55,0.0,0.0,0.0,100.0,35.34,0.2865,36.61,0.2983,6.96
2023-07-05,28269.0,195056.1,0.14,4.23,0.06,0.2,0.0,76569.3,26305.0,11097.0,181504.5,,,,,,,,,,,,,,14036.0,0.18,0.1,100.0,18.55,0.0,0.0,0.0,100.0,18.75,0.342,52.72,0.1993,6.9
2023-07-06,28269.0,195056.1,0.14,4.18,0.06,0.2,0.0,76569.3,26305.0,11097.0,181504.5,,,,,,,,,,,,,,,0.18,,100.0,19.25,0.0,0.0,0.0,100.0,18.74,0.343,52.84,0.2069,6.9
2023-07-07,28269.0,195056.1,0.14,4.18,0.06,0.2,0.0,76569.3,26305.0,11097.0,181504.5,,,,,,,,,,,,,,,0.18,,100.0,19.27,0.0,0.0,0.0,100.0,18.74,0.343,52.84,0.2071,6.9
2023-07-10,28269.0,193359.96,0.14,4.18,0.06,0.2,0.0,75903.48,26305.0,11097.0,179926.2,,,,,,,,,,,,,,,0.18,,100.0,19.35,0.0,0.0,0.0,100.0,18.74,0.3417,52.68,0.2079,6.84
2023-07-11,28269.0,193642.65,0.14,3.84,0.06,0.2,0.0,76014.45,26305.0,11097.0,180189.25,,,,,,,,,,,,,,,0.18,,100.0,20.02,0.0,0.0,0.0,100.0,18.73,0.3428,52.83,0.2151,6.85
2023-07-12,28269.0,192229.2,0.14,3.66,0.06,0.2,0.0,75459.6,26305.0,11097.0,178874.0,,,,,,,,,,,,,,,0.18,,100.0,20.02,0.0,0.0,0.0,100.0,18.73,0.3415,52.67,0.2151,6.8
2023-07-13,28269.0,193642.65,0.14,3.49,0.06,0.2,0.0,76014.45,26305.0,11097.0,180189.25,,,,,,,,,,,,,,,0.18,,100.0,20.02,0.0,0.0,0.0,100.0,18.73,0.3435,52.9,0.2151,6.85
2023-07-14,28269.0,193077.27,0.14,3.41,0.06,0.2,0.0,75792.51,26305.0,11097.0,179663.15,,,,,,,,,,,,,,,0.18,,100.0,19.98,0.0,0.0,0.0,100.0,18.73,0.3422,52.75,0.2147,6.83
2023-07-17,30269.0,208250.72,0.15,3.65,0.06,0.21,0.0,83227.36,27305.0,12097.0,187858.4,,1000.0,0.01,,,,1000.0,,,0.01,1000.0,,,,0.19,,100.0,20.74,0.0,0.0,0.0,100.0,17.52,0.3066,49.5,0.2299,6.88
2023-07-18,30269.0,208250.72,0.15,3.62,0.06,0.21,0.0,83227.36,27305.0,12097.0,187858.4,,,,,,,,,,,,,,,0.19,,100.0,21.24,0.0,0.0,0.0,100.0,17.52,0.3057,49.39,0.2354,6.88
2023-07-19,30269.0,208553.41,0.15,3.6,0.06,0.21,0.0,83348.33,27305.0,12097.0,188131.45,,,,,,,,,,,,,,,0.19,,100.0,21.24,0.0,0.0,0.0,100.0,17.52,0.3059,49.42,0.2354,6.89
2023-07-20,30269.0,208856.1,0.15,3.48,0.06,0.21,0.0,83469.3,27305.0,12097.0,188404.5,,,,,,,,,,,,,,,0.19,,100.0,21.93,0.0,0.0,0.0,100.0,17.52,0.3059,49.42,0.2431,6.9
2023-07-21,30269.0,208856.1,0.15,3.4,0.06,0.21,0.0,83469.3,27305.0,12097.0,188404.5,,,,,,,,,,,,,,,0.19,,100.0,22.96,0.0,0.0,0.0,100.0,17.53,0.3058,49.41,0.2545,6.9
2023-07-24,28269.0,195056.1,0.14,3.17,0.06,0.2,0.0,83469.3,25305.0,12097.0,174604.5,,,,,,0.01,,2000.0,,,,,,,0.17,,100.0,21.49,0.0,0.0,0.0,100.0,18.74,0.2812,45.89,0.24,6.9
2023-07-25,28269.0,193642.65,0.14,3.3,0.06,0.2,0.0,82864.45,25305.0,12097.0,173339.25,,,,,,,,,,,,,,,0.17,,100.0,21.61,0.0,0.0,0.0,100.0,18.73,0.2802,45.75,0.2414,6.85
2023-07-26,28269.0,195056.1,0.14,3.32,0.06,0.2,0.0,83469.3,25305.0,12097.0,174604.5,,,,,,,,,,,,,,,0.17,,100.0,21.73,0.0,0.0,0.0,100.0,18.75,0.282,46.0,0.2427,6.9
2023-07-27,28269.0,195056.1,0.14,3.34,0.06,0.2,0.0,83469.3,25305.0,12097.0,174604.5,,,,,,,,,,,,,,,0.17,,100.0,21.73,0.0,0.0,0.0,100.0,18.74,0.2812,45.89,0.2427,6.9
2023-07-28,28269.0,193359.96,0.14,3.27,0.06,0.2,0.0,82743.48,25305.0,12097.0,173086.2,,,,,,,,,,,,,,,0.17,,100.0,21.61,0.0,0.0,0.0,100.0,18.73,0.28,45.73,0.2414,6.84
2023-07-31,28269.0,193642.65,0.14,3.3,0.06,0.2,0.0,82864.45,25305.0,12097.0,173339.25,,,,,,,,,,,,,,,0.17,,100.0,22.67,0.0,0.0,0.0,100.0,18.73,0.2811,45.88,0.2532,6.85
2023-08-01,27305.0,188404.5,0.13,3.14,0.06,0.19,0.0,76817.7,25305.0,11133.0,174604.5,,,,,,,,,,,,,,964.0,0.17,0.01,100.0,23.06,0.0,0.0,0.0,100.0,19.37,0.2963,47.54,0.2489,6.9
2023-08-02,26341.0,180962.67,0.13,2.92,0.05,0.18,0.0,76483.71,24341.0,11133.0,167222.67,,,,,,0.01,,964.0,,,,,,,0.17,,100.0,22.19,0.0,0.0,0.0,100.0,20.08,0.3148,49.11,0.2401,6.87
2023-08-03,29519.0,202205.15,0.14,3.14,0.06,0.21,0.0,76261.05,27519.0,11133.0,188505.15,,3178.0,,,,,,,,,3178.0,,,,0.19,,100.0,25.18,0.0,0.0,0.0,100.0,17.96,0.3558,54.49,0.2701,6.85
2023-08-04,21312.0,139806.72,0.1,2.26,0.04,0.15,0.0,73688.48,19212.0,11233.0,126030.72,,100.0,0.0,,,0.06,100.0,8407.0,,0.0,100.0,,,,0.13,,100.0,17.64,0.0,0.0,0.0,100.0,24.52,0.2424,35.8,0.1957,6.56
2023-08-07,21512.0,144130.4,0.1,2.14,0.04,0.15,0.0,75931.1,19312.0,11333.0,129390.4,,100.0,0.0,,,,100.0,,,0.0,100.0,,,,0.13,,100.0,17.72,0.0,0.0,0.0,100.0,24.36,0.2415,36.06,0.1973,6.7
2023-08-08,18724.0,125263.56,0.09,1.88,0.04,0.13,0.0,75811.08,16524.0,11332.0,110545.56,,,,,,0.02,,2788.0,,,,,,1.0,0.11,0.0,100.0,15.17,0.0,0.0,0.0,100.0,26.87,0.2183,27.92,0.1719,6.69
2023-08-09,18724.0,125450.8,0.09,1.92,0.04,0.13,0.0,75924.4,16524.0,11332.0,110710.8,,,,,,,,,,,,,,,0.11,,100.0,15.18,0.0,0.0,0.0,100.0,26.9,0.2184,27.94,0.1721,6.7
2023-08-10,18788.0,124000.8,0.09,1.99,0.04,0.13,0.0,74791.2,16588.0,11332.0,109480.8,,64.0,,,,,,,,,64.0,,,,0.11,,100.0,15.25,0.0,0.0,0.0,100.0,26.92,0.2179,27.74,0.1727,6.6
2023-08-11,18788.0,123249.28,0.09,2.03,0.04,0.13,0.0,74337.92,16588.0,11332.0,108817.28,,,,,,,,,,,,,,,0.11,,100.0,15.29,0.0,0.0,0.0,100.0,26.93,0.2183,27.91,0.1732,6.56
2023-08-14,21688.0,140972.0,0.11,2.44,0.05,0.15,0.0,73008.0,19588.0,11232.0,127322.0,,3000.0,,,,,,,,,3000.0,,,100.0,0.13,0.0,100.0,18.21,0.0,0.0,0.0,100.0,23.67,0.2435,36.82,0.2016,6.5
2023-08-15,21588.0,125210.4,0.1,2.4,0.05,0.14,0.0,65145.6,19488.0,11232.0,113030.4,,,,,,0.0,,100.0,,,,,,,0.12,,100.0,18.19,0.0,0.0,0.0,100.0,22.87,0.2345,35.16,0.2015,5.8
2023-08-16,21788.0,130728.0,0.11,2.37,0.05,0.13,0.0,67992.0,19588.0,11332.0,117528.0,,100.0,0.0,,,,100.0,,,0.0,100.0,,,,0.12,,100.0,18.26,0.0,0.0,0.0,100.0,22.96,0.2411,36.84,0.2031,6.0
2023-08-17,21788.0,126370.4,0.11,2.36,0.05,0.13,0.0,65725.6,19588.0,11332.0,113610.4,,,,,,,,,,,,,,,0.12,,100.0,18.26,0.0,0.0,0.0,100.0,22.77,0.2362,35.84,0.2031,5.8
2023-08-18,21724.0,125999.2,0.11,2.26,0.05,0.13,0.0,65725.6,19524.0,11332.0,113239.2,,,,,,0.0,,64.0,,,,,,,0.11,,100.0,18.21,0.0,0.0,0.0,100.0,22.88,0.2375,36.08,0.2027,5.8
2023-08-21,21724.0,128606.08,0.11,2.21,0.05,0.13,0.0,67085.44,19524.0,11332.0,115582.08,,,,,,,,,,,,,,,0.11,,100.0,18.21,0.0,0.0,0.0,100.0,22.97,0.2392,36.43,0.2027,5.92
2023-08-22,21724.0,125564.72,0.11,2.28,0.05,0.13,0.0,65498.96,19524.0,11332.0,112848.72,,,,,,,,,,,,,,,0.11,,100.0,18.21,0.0,0.0,0.0,100.0,22.84,0.236,35.77,0.2027,5.78
2023-08-23,21724.0,125564.72,0.11,2.32,0.05,0.13,0.0,65498.96,19524.0,11332.0,112848.72,,,,,,,,,,,,,,,0.11,,100.0,18.21,0.0,0.0,0.0,100.0,22.87,0.2374,36.07,0.2027,5.78
2023-08-24,21724.0,125999.2,0.11,2.43,0.05,0.13,0.0,65725.6,19524.0,11332.0,113239.2,,,,,,,,,,,,,,,0.11,,100.0,18.21,0.0,0.0,0.0,100.0,22.88,0.2377,36.13,0.2027,5.8
2023-08-25,21724.0,123175.08,0.11,2.44,0.05,0.13,0.0,64252.44,19524.0,11332.0,110701.08,,,,,,,,,,,,,,,0.11,,100.0,18.21,0.0,0.0,0.0,100.0,22.78,0.2355,35.69,0.2027,5.67
2023-08-28,22724.0,124527.52,0.11,2.51,0.05,0.13,0.0,67579.36,20524.0,12332.0,112471.52,,1000.0,0.01,,,,1000.0,,,0.01,1000.0,,,,0.11,,100.0,19.15,0.0,0.0,0.0,100.0,21.65,0.2235,33.8,0.212,5.48
2023-08-29,22724.0,123618.56,0.11,2.39,0.05,0.13,0.0,67086.08,20524.0,12332.0,111650.56,,,,,,,,,,,,,,,0.11,,100.0,19.15,0.0,0.0,0.0,100.0,21.68,0.2247,34.11,0.212,5.44
2023-08-30,19724.0,110454.4,0.1,2.02,0.04,0.12,0.0,69059.2,17524.0,12332.0,98134.4,,,,,,0.01,,3000.0,,,,,,,0.1,,100.0,16.35,0.0,0.0,0.0,100.0,25.0,0.2038,25.2,0.184,5.6
2023-08-31,14927.0,86576.6,0.07,1.52,0.03,0.09,0.0,64020.4,14021.0,11038.0,81321.8,,,,,,0.02,,3503.0,,,,,,1294.0,0.08,0.01,100.0,13.08,0.0,0.0,0.0,100.0,24.03,0.2117,29.02,0.1393,5.8
2023-09-01,14227.0,86357.89,0.07,1.44,0.03,0.09,0.0,67000.66,13321.0,11038.0,80858.47,,,,,,0.0,,700.0,,,,,,,0.08,,100.0,12.43,0.0,0.0,0.0,100.0,25.32,0.2262,30.8,0.1327,6.07
2023-09-04,14227.0,87353.78,0.07,1.39,0.03,0.09,0.0,67773.32,13321.0,11038.0,81790.94,,,,,,,,,,,,,,,0.08,,100.0,12.46,0.0,0.0,0.0,100.0,26.02,0.2274,30.75,0.1331,6.14
2023-09-05,14227.0,88065.13,0.07,1.31,0.03,0.09,0.0,68325.22,13321.0,11038.0,82456.99,,,,,,,,,,,,,,,0.08,,100.0,12.46,0.0,0.0,0.0,100.0,25.77,0.2259,30.56,0.1331,6.19
2023-09-06,25639.0,155885.12,0.12,2.34,0.05,0.16,0.0,67111.04,24139.0,11038.0,146765.12,,10818.0,,,,,,,,,10818.0,,,,0.15,,100.0,22.58,0.0,0.0,0.0,100.0,17.35,0.3112,49.12,0.2399,6.08
2023-09-07,30639.0,186591.51,0.15,2.79,0.06,0.19,0.0,73311.42,28139.0,12038.0,171366.51,,1000.0,0.01,,,,1000.0,,,0.01,1000.0,,3000.0,,0.17,,100.0,25.37,0.0,0.0,0.0,100.0,14.59,0.2435,41.58,0.2763,6.09
2023-09-08,32339.0,194034.0,0.16,2.97,0.07,0.2,0.0,72228.0,29839.0,12038.0,179034.0,,1700.0,,,,,,,,,1700.0,,,,0.18,,100.0,27.23,0.0,0.0,0.0,100.0,13.8,0.2603,44.28,0.2951,6.0
2023-09-11,32339.0,199531.63,0.16,2.97,0.07,0.2,0.0,74274.46,29839.0,12038.0,184106.63,,,,,,,,,,,,,,,0.18,,100.0,27.23,0.0,0.0,0.0,100.0,13.9,0.265,44.98,0.2951,6.17
2023-09-12,32339.0,201795.36,0.16,3.02,0.07,0.21,0.0,75117.12,29839.0,12038.0,186195.36,,,,,,,,,,,,,,,0.19,,100.0,27.23,0.0,0.0,0.0,100.0,13.89,0.2638,44.79,0.2951,6.24
2023-09-13,32339.0,203735.7,0.16,3.08,0.07,0.21,0.0,75839.4,29839.0,12038.0,187985.7,,,,,,,,,,,,,,,0.19,,100.0,27.23,0.0,0.0,0.0,100.0,13.9,0.2639,44.8,0.2951,6.3
2023-09-14,32339.0,207616.38,0.16,3.18,0.07,0.21,0.0,77283.96,29839.0,12038.0,191566.38,,,,,,,,,,,,,,,0.19,,100.0,27.23,0.0,0.0,0.0,100.0,13.93,0.2654,45.0,0.2951,6.42
2023-09-15,32339.0,210203.5,0.16,3.11,0.07,0.21,0.0,78247.0,29839.0,12038.0,193953.5,,,,,,,,,,,,,,,0.19,,100.0,27.23,0.0,0.0,0.0,100.0,13.93,0.2651,44.95,0.2951,6.5
2023-09-18,30639.0,197927.94,0.15,3.14,0.06,0.2,0.0,77765.48,28139.0,12038.0,181777.94,,,,,,0.01,,1700.0,,,,,,,0.18,,100.0,26.08,0.0,0.0,0.0,100.0,14.66,0.2444,41.66,0.284,6.46
2023-09-19,30639.0,196089.6,0.15,3.05,0.06,0.2,0.0,77043.2,28139.0,12038.0,180089.6,,,,,,,,,,,,,,,0.18,,100.0,26.51,0.0,0.0,0.0,100.0,14.64,0.2438,41.58,0.2886,6.4
2023-09-20,30639.0,196089.6,0.15,3.05,0.06,0.2,0.0,77043.2,28139.0,12038.0,180089.6,,,,,,,,,,,,,,,0.18,,100.0,26.66,0.0,0.0,0.0,100.0,14.65,0.2447,41.73,0.2903,6.4
2023-09-21,30639.0,193025.7,0.15,3.04,0.06,0.2,0.0,75839.4,28139.0,12038.0,177275.7,,,,,,,,,,,,,,,0.18,,100.0,27.55,0.0,0.0,0.0,100.0,14.62,0.2428,41.41,0.3,6.3
2023-09-22,30639.0,186285.12,0.15,2.99,0.06,0.19,0.0,73191.04,28139.0,12038.0,171085.12,,,,,,,,,,,,,,,0.17,,100.0,27.79,0.0,0.0,0.0,100.0,14.55,0.2399,40.96,0.3026,6.08
2023-09-25,30639.0,183834.0,0.15,2.97,0.06,0.19,0.0,72228.0,28139.0,12038.0,168834.0,,,,,,,,,,,,,,,0.17,,100.0,27.79,0.0,0.0,0.0,100.0,14.56,0.2417,41.28,0.3026,6.0
2023-09-26,30639.0,172191.18,0.15,3.03,0.06,0.18,0.0,67653.56,28139.0,12038.0,158141.18,,,,,,,,,,,,,,,0.16,,100.0,28.33,0.0,0.0,0.0,100.0,14.42,0.2351,40.17,0.3084,5.62
2023-09-27,30639.0,170046.45,0.15,3.01,0.06,0.18,0.0,66810.9,28139.0,12038.0,156171.45,,,,,,,,,,,,,,,0.16,,100.0,28.33,0.0,0.0,0.0,100.0,14.45,0.2396,40.99,0.3084,5.55
2023-09-28,30639.0,166982.55,0.15,3.04,0.06,0.17,0.0,65607.1,28139.0,12038.0,153357.55,,,,,,,,,,,,,,,0.15,,100.0,29.12,0.0,0.0,0.0,100.0,14.42,0.2386,40.83,0.317,5.45
2023-09-29,30639.0,168514.5,0.15,3.08,0.06,0.17,0.0,66209.0,28139.0,12038.0,154764.5,,,,,,,,,,,,,,,0.15,,100.0,29.12,0.0,0.0,0.0,100.0,14.46,0.2414,41.31,0.317,5.5
2023-10-02,30639.0,167595.33,0.15,3.02,0.06,0.17,0.0,65847.86,28139.0,12038.0,153920.33,,,,,,,,,,,,,,,0.15,,100.0,29.71,0.0,0.0,0.0,100.0,14.48,0.2398,41.03,0.3235,5.47
2023-10-03,30639.0,167901.72,0.15,2.95,0.06,0.17,0.0,65968.24,28139.0,12038.0,154201.72,,,,,,,,,,,,,,,0.15,,100.0,29.71,0.0,0.0,0.0,100.0,14.45,0.2406,41.18,0.3235,5.48
2023-10-04,30639.0,167288.94,0.15,2.95,0.06,0.17,0.0,65727.48,28139.0,12038.0,153638.94,,,,,,,,,,,,,,,0.15,,100.0,29.95,0.0,0.0,0.0,100.0,14.44,0.24,41.07,0.3261,5.46
2023-10-05,30639.0,159322.8,0.15,2.87,0.06,0.17,0.0,62597.6,28139.0,12038.0,146322.8,,,,,,,,,,,,,,,0.15,,100.0,30.83,0.0,0.0,0.0,100.0,14.33,0.2345,40.15,0.3356,5.2
2023-10-06,30639.0,153195.0,0.15,2.82,0.06,0.16,0.0,60190.0,28139.0,12038.0,140695.0,,,,,,,,,,,,,,,0.14,,100.0,30.83,0.0,0.0,0.0,100.0,14.6,0.2336,39.99,0.3356,5.0
2023-10-09,30639.0,155033.34,0.15,2.74,0.06,0.16,0.0,60912.28,28139.0,12038.0,142383.34,,,,,,,,,,,,,,,0.14,,100.0,31.75,0.0,0.0,0.0,100.0,14.34,0.2393,41.01,0.3457,5.06
2023-10-10,31239.0,158694.12,0.15,2.85,0.07,0.16,0.0,54041.04,28739.0,10638.0,145994.12,,600.0,,600.0,,,,,,,600.0,0.0,,2000.0,0.15,0.02,100.0,33.64,0.0,0.0,0.0,100.0,14.67,0.2429,41.84,0.3657,5.08
2023-10-11,31239.0,151509.15,0.15,2.84,0.07,0.16,0.0,61294.3,28739.0,12638.0,139384.15,,,,2000.0,,,,,,,,0.02,,,0.14,,100.0,34.59,0.0,0.0,0.0,100.0,14.04,0.2257,39.36,0.376,4.85
2023-10-12,31240.0,143391.6,0.15,2.87,0.07,0.16,0.0,58013.01,28740.0,12639.0,131916.6,,1.0,0.0,,,,1.0,,,0.0,1.0,,,,0.14,,100.0,35.49,0.0,0.0,0.0,100.0,13.87,0.2224,38.78,0.3858,4.59
2023-10-13,33640.0,144652.0,0.16,2.99,0.07,0.16,0.0,54347.7,31140.0,12639.0,133902.0,,2400.0,,,,,,,,,2400.0,,,,0.14,,100.0,38.27,0.0,0.0,0.0,100.0,12.84,0.2435,42.42,0.4134,4.3
2023-10-16,47360.0,166707.2,0.23,3.97,0.1,0.2,0.0,103343.68,44860.0,29359.0,157907.2,,16720.0,0.07,,,0.01,16720.0,3000.0,,0.07,16720.0,,,,0.16,,100.0,62.14,0.0,0.0,0.0,100.0,27.68,0.2479,37.57,0.6561,3.52
2023-10-17,63481.0,185681.93,0.31,4.4,0.13,0.21,0.0,84120.08,44260.0,28759.0,129460.5,,,,,,0.0,,600.0,,,,,,600.0,0.13,0.02,100.0,65.87,0.0,0.0,0.0,100.0,21.4,0.3216,50.6,0.9448,2.925
2023-10-18,33093.0,93653.19,0.16,1.81,0.07,0.11,0.0,38388.95,29066.0,13565.0,82256.78,,,,,,0.05,,15194.0,,,,,,15194.0,0.08,0.05,100.0,43.26,0.0,0.0,0.0,100.0,15.97,0.2425,41.28,0.4925,2.83
2023-10-19,36393.0,106631.49,0.18,1.61,0.08,0.12,0.0,39745.45,32366.0,13565.0,94832.38,,3300.0,,,,,,,,,3300.0,,,,0.09,,100.0,45.92,0.0,0.0,0.0,100.0,14.57,0.2793,46.93,0.5163,2.93
2023-10-20,32491.0,97797.91,0.16,1.26,0.07,0.11,0.0,29088.64,28465.0,9664.0,85679.65,,,,,,0.01,,3901.0,,,,,,3901.0,0.09,0.01,100.0,42.58,0.0,0.0,0.0,100.0,15.69,0.331,52.03,0.486,3.01
2023-10-23,34491.0,103473.0,0.17,1.18,0.07,0.11,0.0,28992.0,28465.0,9664.0,85395.0,,,,,,,,,,,,,,,0.09,,100.0,45.21,0.0,0.0,0.0,100.0,20.01,0.314,49.13,0.5479,3.0
2023-10-24,39491.0,131505.03,0.19,1.26,0.08,0.13,0.0,55491.12,35465.0,16664.0,118098.45,,7000.0,0.01,,,,7000.0,,,0.01,7000.0,,,,0.12,,100.0,61.19,0.0,0.0,0.0,100.0,21.6,0.3162,48.96,0.6814,3.33
2023-10-25,39491.0,126963.57,0.19,1.11,0.08,0.13,0.0,53574.76,35465.0,16664.0,114019.98,,,,,,,,,,,,,,,0.11,,100.0,61.19,0.0,0.0,0.0,100.0,21.38,0.3086,48.05,0.6814,3.215
2023-10-26,40645.0,126202.73,0.2,1.09,0.08,0.13,0.0,56172.56,36492.0,18091.0,113307.66,,6027.0,0.0,1300.0,,0.02,127.0,5000.0,,0.0,6027.0,0.0,,,0.11,,100.0,57.03,0.0,0.0,0.0,100.0,21.24,0.2838,45.52,0.6352,3.105
2023-10-27,40645.0,126609.18,0.2,1.08,0.08,0.13,0.0,56353.47,36492.0,18091.0,113672.58,,,,,,,,,,,,,,,0.11,,100.0,57.03,0.0,0.0,0.0,100.0,21.53,0.2844,45.49,0.6352,3.115
2023-10-30,40645.0,127422.08,0.2,1.06,0.08,0.13,0.0,56715.29,36492.0,18091.0,114402.42,,,,,,,,,,,,,,,0.11,,100.0,57.03,0.0,0.0,0.0,100.0,21.46,0.2847,45.55,0.6352,3.135
2023-10-31,33646.0,105311.98,0.16,0.86,0.07,0.11,0.0,34717.96,29493.0,11092.0,92313.09,,,,,,0.02,,6999.0,,,,,,6999.0,0.09,0.02,100.0,46.1,0.0,0.0,0.0,100.0,13.66,0.3468,54.65,0.5259,3.13
2023-11-01,33646.0,106321.36,0.16,0.85,0.07,0.11,0.0,35050.72,29493.0,11092.0,93197.88,,,,,,,,,,,,,,,0.09,,100.0,46.1,0.0,0.0,0.0,100.0,13.69,0.3474,54.71,0.5259,3.16
2023-11-02,32219.0,122593.3,0.16,0.78,0.07,0.11,0.0,36775.32,28193.0,9665.0,107274.37,,,,,,0.0,,1300.0,,,,,,1427.0,0.1,0.0,100.0,44.98,0.0,0.0,0.0,100.0,14.86,0.3859,58.07,0.514,3.805
2023-11-03,31692.0,148001.64,0.15,0.72,0.07,0.13,0.0,45135.55,27666.0,9665.0,129200.22,,,,,,0.0,,527.0,,,,,,,0.12,,100.0,77.81,0.0,0.0,0.0,100.0,15.28,0.3908,58.44,0.8913,4.67
2023-11-06,31894.0,168719.26,0.15,0.65,0.07,0.16,0.0,58010.14,26567.0,10966.0,140539.43,,,0.01,,,0.0,1301.0,1099.0,,0.01,,,,,0.13,,100.0,74.71,0.0,0.0,0.0,100.0,17.62,0.3306,50.97,0.897,5.29
2023-11-07,28842.0,142191.06,0.14,0.54,0.06,0.14,0.0,46539.2,25041.0,9440.0,123452.13,,,,,,0.01,,1526.0,,,,,,1526.0,0.13,0.01,100.0,73.8,0.0,0.0,0.0,100.0,16.14,0.3612,54.87,0.85,4.93
2023-11-08,32322.0,165811.86,0.16,0.58,0.07,0.16,0.0,57353.4,26781.0,11180.0,137386.53,,1740.0,0.01,,,,1740.0,,,0.01,1740.0,,,,0.13,,100.0,75.08,0.0,0.0,0.0,100.0,18.9,0.3228,49.75,0.9061,5.13
2023-11-09,32322.0,168074.4,0.16,0.56,0.07,0.16,0.0,58136.0,26781.0,11180.0,139261.2,,,,,,,,,,,,,,,0.14,,100.0,75.08,0.0,0.0,0.0,100.0,19.14,0.3217,49.53,0.9061,5.2
2023-11-10,32522.0,180171.88,0.16,0.56,0.07,0.17,0.0,68031.2,26881.0,12280.0,148920.74,,1000.0,0.01,,,0.0,1100.0,900.0,,0.01,1000.0,,,,0.14,,100.0,75.36,0.0,0.0,0.0,100.0,18.64,0.2992,47.07,0.9117,5.54
2023-11-13,38843.0,211305.92,0.19,0.65,0.08,0.21,0.0,101189.44,32981.0,18601.0,179416.64,,6000.0,0.0,6221.0,,,100.0,,,0.0,6000.0,0.03,100.0,,0.18,,100.0,92.2,0.0,0.0,0.0,100.0,16.1,0.2297,38.42,1.0858,5.44
2023-11-14,38843.0,197710.87,0.19,0.63,0.08,0.2,0.0,94679.09,32981.0,18601.0,167873.29,,,,,,,,,,,,,,,0.17,,100.0,92.2,0.0,0.0,0.0,100.0,16.37,0.2266,37.81,1.0858,5.09
2023-11-15,39371.0,197248.71,0.19,0.61,0.08,0.2,0.0,95836.29,28781.0,19129.0,144192.81,,,0.03,,,0.02,4728.0,4200.0,,0.03,,,,4200.0,0.15,0.02,100.0,80.46,0.0,0.0,0.0,100.0,15.71,0.2156,37.57,1.1006,5.01
2023-11-16,27778.0,133889.96,0.13,0.43,0.06,0.13,0.0,50981.14,23940.0,10577.0,115390.8,,,,,,0.03,,4841.0,,,,,,8552.0,0.12,0.04,100.0,73.14,0.0,0.0,0.0,100.0,16.8,0.3522,53.68,0.8487,4.82
2023-11-17,26850.0,128074.5,0.13,0.42,0.06,0.13,0.0,46025.73,23940.0,9649.0,114193.8,,,,,,,,,,,,,,928.0,0.11,0.01,100.0,73.14,0.0,0.0,0.0,100.0,17.47,0.3777,55.82,0.8203,4.77
