,BALYO FP Equity_DX_SI_QTY,BALYO FP Equity_DX_SHORT_INTEREST_VALUE,BALYO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,BALYO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,BALYO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,BALYO FP Equity_DX_SI_MV,BALYO FP Equity_DX_DSS,BALYO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,BALYO FP Equity_DX_SUPPLY_SI_QTY,BALYO FP Equity_DX_BROKER_SI_QTY,BALYO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,BALYO FP Equity_DX_BROKER_SI_MV_NEW_x,BALYO FP Equity_DX_SUPPLY_SI_QTY_NEW_x,BALYO FP Equity_DX_SUPPLY_SI_QTY_INC_x,BALYO FP Equity_DX_BROKER_SI_MV_INC_x,BALYO FP Equity_DX_SUPPLY_SI_MV_NEW,BALYO FP Equity_DX_BROKER_SI_QTY_ADD,BALYO FP Equity_DX_BROKER_SI_QTY_NEW,BALYO FP Equity_DX_SUPPLY_SI_MV_DEC,BALYO FP Equity_DX_BROKER_SI_QTY_INC,BALYO FP Equity_DX_SUPPLY_SI_QTY_DEC,BALYO FP Equity_DX_BROKER_SI_MV_NEW_y,BALYO FP Equity_DX_SUPPLY_SI_QTY_NEW_y,BALYO FP Equity_DX_BROKER_SI_MV_INC_y,BALYO FP Equity_DX_SUPPLY_SI_QTY_INC_y,BALYO FP Equity_DX_BROKER_SI_MV_ADD,BALYO FP Equity_DX_SUPPLY_SI_QTY_ADD,BALYO FP Equity_DX_BROKER_SI_QTY_DEC,BALYO FP Equity_DX_SUPPLY_SI_MV,BALYO FP Equity_DX_BROKER_SI_MV_DEC,BALYO FP Equity_DX_SUPPLY_SI_MV_RMV,BALYO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,BALYO FP Equity_DX_UTILIZATION_QUANTITY,BALYO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,BALYO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,BALYO FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,BALYO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,BALYO FP Equity_DX_ACTIVE_UTILIZATION_MV,BALYO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,BALYO FP Equity_DX_BROKER_SI_CON_RATIO,BALYO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,BALYO FP Equity_DX_DEMAND_SUPPLY_RATIO
2023-07-13,229584.0,188947.63,0.83,1.32,0.68,0.19,0.0,159996.14,205181.0,194406.0,168863.96,,,,,,,,,,,,,,,,,,0.17,,,100.0,46.05,0.0,0.0,,0.0,100.0,21.15,0.2894,43.56,0.5153
2023-07-14,229584.0,189177.22,0.83,1.31,0.68,0.19,0.0,160190.54,205181.0,194406.0,169069.14,,,,,,,,,,,,,,,,,,0.17,,,100.0,46.05,0.0,0.0,,0.0,100.0,21.15,0.2894,43.56,0.5153
2023-07-17,229584.0,189177.22,0.83,1.31,0.68,0.19,0.0,160190.54,205181.0,194406.0,169069.14,,,,,,,,,,,,,,,,,,0.17,,,100.0,46.05,0.0,0.0,,0.0,100.0,21.16,0.2893,43.54,0.5153
2023-07-18,233213.0,192167.51,0.84,1.33,0.69,0.19,0.0,121006.05,194856.0,146852.0,160561.34,,,,,,,,0.01,,10325.0,,,,,,,47554.0,0.16,0.04,,100.0,43.73,0.0,0.0,,0.0,100.0,20.57,0.2699,41.63,0.5234
2023-07-19,182030.0,150720.84,0.66,1.07,0.54,0.15,0.0,121593.46,117014.0,146852.0,96887.59,,,,,,,,0.06,,77842.0,,,,,,,,0.1,,,100.0,26.26,0.0,0.0,,0.0,100.0,27.92,0.2385,28.05,0.4086
2023-07-20,141417.0,116527.61,0.51,0.86,0.42,0.12,0.0,87540.94,117014.0,106239.0,96419.54,,,,,,,,,,,,,,,,,40613.0,0.1,0.03,,100.0,26.26,0.0,0.0,,0.0,100.0,34.68,0.3089,39.07,0.3174
2023-07-21,141417.0,116386.19,0.51,0.85,0.42,0.12,0.0,87434.7,117014.0,106239.0,96302.52,,,,,,,,,,,,,,,,,,0.1,,,100.0,26.26,0.0,0.0,,0.0,100.0,34.75,0.3088,39.0,0.3174
2023-07-24,141417.0,116386.19,0.51,0.84,0.42,0.11,0.0,87434.7,117014.0,106239.0,96302.52,,,,,,,,,,,,,,,,,,0.1,,,100.0,26.26,0.0,0.0,,0.0,100.0,34.77,0.3088,38.98,0.3174
2023-07-25,141417.0,116103.36,0.51,0.84,0.42,0.11,0.0,87222.22,117014.0,106239.0,96068.49,,,,,,,,,,,,,,,,,,0.1,,,100.0,26.26,0.0,0.0,,0.0,100.0,34.72,0.3087,39.02,0.3174
2023-07-26,141417.0,116527.61,0.51,0.78,0.42,0.11,0.0,87540.94,117014.0,106239.0,96419.54,,,,,,,,,,,,,,,,,,0.1,,,100.0,26.26,0.0,0.0,,0.0,100.0,34.85,0.3088,38.93,0.3174
2023-07-27,141417.0,116244.77,0.51,0.77,0.42,0.12,0.0,87328.46,117014.0,106239.0,96185.51,,,,,,,,,,,,,,,,,,0.1,,,100.0,26.26,0.0,0.0,,0.0,100.0,34.72,0.3088,39.02,0.3174
2023-07-28,141417.0,116951.86,0.51,1.09,0.42,0.12,0.0,87859.65,117014.0,106239.0,96770.58,,,,,,,,,,,,,,,,,,0.1,,,100.0,26.32,0.0,0.0,,0.0,100.0,34.91,0.3089,38.9,0.318
2023-07-31,141417.0,116244.77,0.51,1.31,0.42,0.12,0.0,87328.46,117014.0,106239.0,96185.51,,,,,,,,,,,,,,,,,,0.1,,,100.0,26.32,0.0,0.0,,0.0,100.0,34.65,0.3088,39.08,0.318
2023-08-01,141417.0,116244.77,0.51,1.39,0.42,0.11,0.0,87328.46,117014.0,106239.0,96185.51,,,,,,,,,,,,,,,,,,0.1,,,100.0,26.32,0.0,0.0,,0.0,100.0,34.77,0.3087,38.98,0.318
2023-08-02,141417.0,116386.19,0.51,1.56,0.42,0.11,0.0,87434.7,117014.0,106239.0,96302.52,,,,,,,,,,,,,,,,,,0.1,,,100.0,26.32,0.0,0.0,,0.0,100.0,34.8,0.3088,38.96,0.318
2023-08-03,141417.0,116386.19,0.51,1.71,0.42,0.11,0.0,87434.7,117014.0,106239.0,96302.52,,,,,,,,,,,,,,,,,,0.1,,,100.0,26.32,0.0,0.0,,0.0,100.0,34.77,0.3088,38.98,0.318
2023-08-04,136017.0,111941.99,0.49,1.79,0.4,0.11,0.0,82990.5,117014.0,100839.0,96302.52,,,,,,,,,,,,,,,,,5400.0,0.1,0.0,,100.0,26.32,0.0,0.0,,0.0,100.0,35.97,0.3292,40.32,0.3059
2023-08-07,136017.0,111805.97,0.49,1.98,0.4,0.11,0.0,82889.66,117014.0,100839.0,96185.51,,,,,,,,,,,,,,,,,,0.1,,,100.0,26.32,0.0,0.0,,0.0,100.0,36.03,0.3292,40.29,0.3059
2023-08-08,136017.0,111805.97,0.49,1.99,0.4,0.11,0.0,82889.66,117014.0,100839.0,96185.51,,,,,,,,,,,,,,,,,,0.1,,,100.0,26.32,0.0,0.0,,0.0,100.0,35.96,0.3292,40.32,0.3059
2023-08-09,141861.0,116609.74,0.51,2.12,0.42,0.12,0.0,87693.43,122858.0,106683.0,100989.28,,,5844.0,,,5844.0,,,,,,,,5844.0,0.01,,,0.1,,,100.0,27.63,0.0,0.0,,0.0,100.0,33.83,0.2947,37.92,0.319
2023-08-10,141861.0,116751.6,0.51,2.1,0.42,0.12,0.0,87800.11,122858.0,106683.0,101112.13,,,,,,,,,,,,,,,,,,0.1,,,100.0,27.63,0.0,0.0,,0.0,100.0,34.01,0.2969,38.08,0.319
2023-08-11,141861.0,117319.05,0.51,2.12,0.42,0.12,0.0,88226.84,122858.0,106683.0,101603.57,,,,,,,,,,,,,,,,,,0.1,,,100.0,27.63,0.0,0.0,,0.0,100.0,34.11,0.2971,38.03,0.319
2023-08-14,140961.0,115869.94,0.51,2.14,0.42,0.12,0.0,86953.63,121958.0,105783.0,100249.48,,,,,,,,0.0,,900.0,,,,,,,900.0,0.1,0.0,,100.0,27.48,0.0,0.0,,0.0,100.0,34.16,0.2956,37.68,0.3177
2023-08-15,140961.0,116010.9,0.51,2.24,0.42,0.12,0.0,87059.41,121958.0,105783.0,100371.43,,,,,,,,,,,,,,,,,,0.1,,,100.0,27.48,0.0,0.0,,0.0,100.0,34.3,0.2956,37.56,0.3177
2023-08-16,140961.0,116574.75,0.51,2.31,0.42,0.12,0.0,87482.54,121958.0,105783.0,100859.27,,,,,,,,,,,,,,,,,,0.1,,,100.0,27.48,0.0,0.0,,0.0,100.0,34.38,0.2957,37.52,0.3177
2023-08-17,150961.0,125901.47,0.54,2.46,0.45,0.13,0.0,96563.02,131958.0,115783.0,110052.97,,,10000.0,0.01,,,,,10000.0,,,,0.01,10000.0,,,,0.11,,,100.0,29.74,0.0,0.0,,0.0,100.0,31.28,0.2616,34.01,0.3402
2023-08-18,145117.0,121317.81,0.52,2.4,0.43,0.12,0.0,91909.0,126114.0,109939.0,105431.3,,,,,,,,0.0,,5844.0,,,,,,,5844.0,0.11,0.01,,100.0,28.42,0.0,0.0,,0.0,100.0,33.05,0.2795,36.15,0.327
2023-08-21,145117.0,121462.93,0.52,2.5,0.43,0.12,0.0,92018.94,126114.0,109939.0,105557.42,,,,,,,,,,,,,,,,,,0.11,,,100.0,28.42,0.0,0.0,,0.0,100.0,33.04,0.2796,36.18,0.327
2023-08-22,145117.0,121753.16,0.52,2.51,0.43,0.12,0.0,92238.82,126114.0,109939.0,105809.65,,,,,,,,,,,,,,,,,,0.11,,,100.0,28.42,0.0,0.0,,0.0,100.0,33.07,0.2797,36.17,0.327
2023-08-23,265271.0,222562.37,0.96,4.71,0.79,0.22,0.0,142643.42,186191.0,170016.0,156214.25,,,60077.0,,,60077.0,,,,,,,,60077.0,0.05,,,0.16,,,100.0,36.96,0.0,0.0,,0.0,100.0,17.27,0.3372,52.31,0.5265
2023-08-24,145117.0,121898.28,0.52,2.6,0.43,0.12,0.0,92348.76,126114.0,109939.0,105935.76,,,,,,,,0.05,,60077.0,,,,,,,60077.0,0.11,0.05,,100.0,28.42,0.0,0.0,,0.0,100.0,33.05,0.2798,36.19,0.327
2023-08-25,150117.0,125948.16,0.54,2.77,0.44,0.13,0.0,96433.82,131114.0,114939.0,110004.65,,,5000.0,0.0,,,,,5000.0,,,,0.0,5000.0,,,,0.11,,,100.0,29.22,0.0,0.0,,0.0,100.0,31.47,0.2646,34.55,0.3345
2023-08-28,150117.0,126098.28,0.54,2.82,0.44,0.13,0.0,96548.76,131114.0,114939.0,110135.76,,,,,,,,,,,,,,,,,,0.11,,,100.0,29.55,0.0,0.0,,0.0,100.0,31.62,0.2654,34.62,0.3383
2023-08-29,150117.0,126098.28,0.54,2.83,0.44,0.13,0.0,96548.76,131114.0,114939.0,110135.76,,,,,,,,,,,,,,,,,,0.11,,,100.0,29.55,0.0,0.0,,0.0,100.0,31.6,0.2655,34.64,0.3383
2023-08-30,150117.0,125948.16,0.54,2.94,0.44,0.13,0.0,96433.82,131114.0,114939.0,110004.65,,,,,,,,,,,,,,,,,,0.11,,,100.0,29.55,0.0,0.0,,0.0,100.0,31.57,0.2654,34.66,0.3383
2023-08-31,150117.0,126098.28,0.54,2.91,0.44,0.13,0.0,96548.76,131114.0,114939.0,110135.76,,,,,,,,,,,,,,,,,,0.11,,,100.0,29.55,0.0,0.0,,0.0,100.0,31.62,0.2654,34.62,0.3383
2023-09-01,150117.0,125948.16,0.54,2.89,0.44,0.13,0.0,96433.82,131114.0,114939.0,110004.65,,,,,,,,,,,,,,,,,,0.11,,,100.0,29.55,0.0,0.0,,0.0,100.0,31.59,0.2655,34.67,0.3383
2023-09-04,150117.0,126098.28,0.54,3.1,0.44,0.13,0.0,96548.76,131114.0,114939.0,110135.76,,,,,,,,,,,,,,,,,,0.11,,,100.0,29.55,0.0,0.0,,0.0,100.0,31.65,0.2654,34.6,0.3383
2023-09-05,150117.0,126098.28,0.54,3.14,0.44,0.13,0.0,96548.76,131114.0,114939.0,110135.76,,,,,,,,,,,,,,,,,,0.11,,,100.0,29.55,0.0,0.0,,0.0,100.0,31.6,0.2655,34.64,0.3383
2023-09-06,150117.0,126098.28,0.54,4.18,0.44,0.13,0.0,96548.76,131114.0,114939.0,110135.76,,,,,,,,,,,,,,,,,,0.11,,,100.0,29.55,0.0,0.0,,0.0,100.0,31.6,0.2655,34.64,0.3383
2023-09-07,150117.0,125798.05,0.54,3.88,0.44,0.13,0.0,96318.88,131114.0,114939.0,109873.53,,,,,,,,,,,,,,,,,,0.11,,,100.0,29.55,0.0,0.0,,0.0,100.0,31.55,0.2654,34.67,0.3383
2023-09-08,150117.0,125948.16,0.54,2.98,0.44,0.13,0.0,96433.82,131114.0,114939.0,110004.65,,,,,,,,,,,,,,,,,,0.11,,,100.0,29.55,0.0,0.0,,0.0,100.0,31.61,0.2654,34.62,0.3383
2023-09-11,150117.0,126098.28,0.54,2.53,0.44,0.13,0.0,96548.76,131114.0,114939.0,110135.76,,,,,,,,,,,,,,,,,,0.11,,,100.0,29.55,0.0,0.0,,0.0,100.0,31.62,0.2654,34.62,0.3383
2023-09-12,150117.0,125948.16,0.54,2.42,0.44,0.13,0.0,96433.82,131114.0,114939.0,110004.65,,,,,,,,,,,,,,,,,,0.11,,,100.0,29.55,0.0,0.0,,0.0,100.0,31.57,0.2654,34.66,0.3383
2023-09-13,150117.0,125948.16,0.54,2.24,0.44,0.13,0.0,96433.82,131114.0,114939.0,110004.65,,,,,,,,,,,,,,,,,,0.11,,,100.0,29.55,0.0,0.0,,0.0,100.0,31.59,0.2654,34.64,0.3383
2023-09-14,150117.0,125948.16,0.54,2.09,0.44,0.13,0.0,96433.82,131114.0,114939.0,110004.65,,,,,,,,,,,,,,,,,,0.11,,,100.0,29.55,0.0,0.0,,0.0,100.0,31.59,0.2654,34.64,0.3383
2023-09-15,150117.0,125948.16,0.54,1.93,0.44,0.13,0.0,96433.82,131114.0,114939.0,110004.65,,,,,,,,,,,,,,,,,,0.11,,,100.0,29.55,0.0,0.0,,0.0,100.0,31.59,0.2654,34.64,0.3383
2023-09-18,150117.0,125948.16,0.53,1.94,0.44,0.13,0.0,96433.82,131114.0,114939.0,110004.65,,,,,,,,,,,,,,,,,,0.11,,,100.0,29.55,0.0,0.0,,0.0,100.0,31.59,0.2654,34.64,0.3383
2023-09-19,150117.0,126098.28,0.53,1.97,0.44,0.13,0.0,96548.76,131114.0,114939.0,110135.76,,,,,,,,,,,,,,,,,,0.11,,,100.0,29.55,0.0,0.0,,0.0,100.0,31.62,0.2654,34.62,0.3383
2023-09-20,150117.0,126398.51,0.53,1.82,0.44,0.13,0.0,96778.64,131114.0,114939.0,110397.99,,,,,,,,,,,,,,,,,,0.11,,,100.0,29.55,0.0,0.0,,0.0,100.0,31.65,0.2655,34.62,0.3383
2023-09-21,150117.0,126548.63,0.53,1.75,0.44,0.13,0.0,96893.58,131114.0,114939.0,110529.1,,,,,,,,,,,,,,,,,,0.11,,,100.0,29.55,0.0,0.0,,0.0,100.0,31.59,0.2652,34.59,0.3383
2023-09-22,154472.0,129447.54,0.55,1.74,0.45,0.13,0.0,99968.37,135469.0,119294.0,113523.02,,,4355.0,0.0,,,,,4355.0,,,,0.0,4355.0,,,,0.11,,,100.0,33.2,0.0,0.0,,0.0,100.0,30.29,0.2566,33.41,0.3785
2023-09-25,119472.0,100475.95,0.42,1.27,0.35,0.1,0.0,100326.25,100469.0,119294.0,84494.43,,,,,,,,0.03,,35000.0,,,,,,,,0.08,,,100.0,34.87,0.0,0.0,,0.0,100.0,30.51,0.2569,33.33,0.4147
2023-09-26,132751.0,111643.59,0.47,1.32,0.39,0.11,0.0,111493.89,113748.0,132573.0,95662.07,,,13279.0,0.01,,,,,13279.0,,,,0.01,13279.0,,,,0.1,,,100.0,39.48,0.0,0.0,,0.0,100.0,27.18,0.2473,29.8,0.4608
2023-09-27,133926.0,112631.77,0.47,1.27,0.39,0.11,0.0,112482.07,133748.0,133748.0,112482.07,,,20000.0,0.0,,,,,1175.0,,,,0.0,20000.0,,,,0.11,,,100.0,46.42,0.0,0.0,,0.0,100.0,27.1,0.2455,29.71,0.4649
2023-09-28,128926.0,108426.77,0.46,1.24,0.38,0.11,0.0,108277.07,128748.0,128748.0,108277.07,,,,,,,,0.0,,5000.0,,,,,,,5000.0,0.11,0.0,,100.0,44.69,0.0,0.0,,0.0,100.0,28.16,0.2467,30.88,0.4475
2023-09-29,128326.0,107793.84,0.45,1.21,0.37,0.11,0.0,107644.32,128148.0,128148.0,107644.32,,,,,,,,0.0,,600.0,,,,,,,600.0,0.11,0.0,,100.0,44.48,0.0,0.0,,0.0,100.0,28.27,0.2461,30.56,0.4454
2023-10-02,137925.0,116132.85,0.49,1.28,0.4,0.12,0.0,104233.71,123793.0,123793.0,104233.71,,,,,,,,0.0,,4355.0,,,,,,,4355.0,0.1,0.0,,100.0,43.72,0.0,0.0,,0.0,100.0,28.45,0.2439,32.89,0.4871
2023-10-03,123971.0,104383.58,0.44,1.13,0.36,0.1,0.0,104233.71,123793.0,123793.0,104233.71,,,,,,,,,,,,,,,,,,0.1,,,100.0,43.72,0.0,0.0,,0.0,100.0,29.29,0.2492,31.63,0.4378
2023-10-04,123971.0,104383.58,0.44,1.13,0.36,0.1,0.0,104233.71,123793.0,123793.0,104233.71,,,,,,,,,,,,,,,,,,0.1,,,100.0,43.72,0.0,0.0,,0.0,100.0,29.29,0.2492,31.63,0.4378
2023-10-05,123971.0,104383.58,0.44,1.13,0.36,0.1,0.0,104233.71,123793.0,123793.0,104233.71,,,,,,,,,,,,,,,,,,0.1,,,100.0,43.72,0.0,0.0,,0.0,100.0,29.29,0.2492,31.63,0.4378
2023-10-06,128971.0,108464.61,0.46,1.17,0.38,0.11,0.0,104109.91,123793.0,123793.0,104109.91,,,,,,,,,,,,,,,,,,0.1,,,100.0,43.72,0.0,0.0,,0.0,100.0,28.15,0.2349,30.42,0.4555
2023-10-09,128971.0,108593.58,0.46,1.17,0.38,0.11,0.0,96694.44,123793.0,114839.0,104233.71,,,,,,,,,,,,,,,,,8954.0,0.1,0.01,,100.0,43.72,0.0,0.0,,0.0,100.0,28.16,0.2348,30.4,0.4555
2023-10-10,100739.0,84922.98,0.36,0.91,0.29,0.09,0.0,84772.92,100561.0,100561.0,84772.92,,,6100.0,,,,,0.02,,29332.0,,,,6100.0,,,14278.0,0.08,0.01,,100.0,34.41,0.0,0.0,,0.0,100.0,27.16,0.2773,38.86,0.3447
2023-10-11,100739.0,84721.5,0.36,0.93,0.29,0.08,0.0,84571.8,100561.0,100561.0,84571.8,,,,,,,,,,,,,,,,,,0.08,,,100.0,34.77,0.0,0.0,,0.0,100.0,27.2,0.2781,38.95,0.3483
2023-10-12,103739.0,87348.24,0.37,0.95,0.3,0.09,0.0,84672.36,100561.0,100561.0,84672.36,,,,,,,,,,,,,,,,,,0.08,,,100.0,34.77,0.0,0.0,,0.0,100.0,26.44,0.2648,37.83,0.3587
2023-10-13,103739.0,87244.5,0.37,0.96,0.3,0.09,0.0,84571.8,100561.0,100561.0,84571.8,,,,,,,,,,,,,,,,,,0.08,,,100.0,34.77,0.0,0.0,,0.0,100.0,26.4,0.2649,37.86,0.3587
2023-10-16,100739.0,84922.98,0.36,0.94,0.29,0.08,0.0,82243.92,100561.0,97561.0,84772.92,,,,,,,,,,,,,,,,,3000.0,0.08,0.0,,100.0,48.19,0.0,0.0,,0.0,100.0,27.27,0.2785,38.97,0.4827
2023-10-17,98938.0,83602.61,0.35,0.91,0.29,0.08,0.0,78297.7,92660.0,92660.0,78297.7,,,,,,,,0.01,,7901.0,,,,,,,4901.0,0.08,0.0,,100.0,46.15,0.0,0.0,,0.0,100.0,27.78,0.2907,39.7,0.4927
2023-10-18,98938.0,83404.73,0.35,0.9,0.29,0.08,0.0,78112.38,92660.0,92660.0,78112.38,,,,,,,,,,,,,,,,,,0.08,,,100.0,46.15,0.0,0.0,,0.0,100.0,27.69,0.2908,39.75,0.4927
2023-10-19,98938.0,83602.61,0.35,0.94,0.29,0.08,0.0,78297.7,92660.0,92660.0,78297.7,,,,,,,,,,,,,,,,,,0.08,,,100.0,46.15,0.0,0.0,,0.0,100.0,27.78,0.2907,39.7,0.4927
2023-10-20,93938.0,79095.8,0.33,1.0,0.27,0.08,0.0,73809.72,87660.0,87660.0,73809.72,,,,,,,,0.0,,5000.0,,,,,,,5000.0,0.07,0.0,,100.0,43.66,0.0,0.0,,0.0,100.0,29.14,0.2808,36.55,0.4678
2023-10-23,64163.0,54153.57,0.23,0.75,0.19,0.05,0.0,48854.94,53470.0,57885.0,45128.68,,,,0.0,,,,0.03,4415.0,34190.0,,,0.0,,,,34190.0,0.05,0.03,,100.0,21.21,0.0,0.0,,0.0,100.0,31.16,0.3474,42.85,0.2545
2023-10-24,64163.0,54089.41,0.23,0.76,0.19,0.05,0.0,48797.06,53470.0,57885.0,45075.21,,,,,,,,,,,,,,,,,,0.05,,,100.0,20.78,0.0,0.0,,0.0,100.0,31.17,0.3469,42.71,0.2493
2023-10-25,64163.0,53768.59,0.23,0.79,0.19,0.05,0.0,48507.63,53470.0,57885.0,44807.86,,,,,,,,,,,,,,,,,,0.05,,,100.0,20.78,0.0,0.0,,0.0,100.0,31.25,0.3467,42.62,0.2493
2023-10-26,64163.0,53768.59,0.23,0.84,0.19,0.05,0.0,48507.63,53470.0,57885.0,44807.86,,,,,,,,,,,,,,,,,,0.04,,,100.0,20.73,0.0,0.0,,0.0,100.0,31.16,0.347,42.75,0.2487
2023-10-27,51963.0,43856.77,0.18,0.75,0.15,0.04,0.0,43706.54,47370.0,51785.0,39980.28,,,,,,,,0.01,,6100.0,,,,,,,6100.0,0.04,0.01,,100.0,18.36,0.0,0.0,,0.0,100.0,38.37,0.4353,53.01,0.2014
2023-10-30,51963.0,43908.74,0.18,0.75,0.15,0.04,0.0,43758.33,47370.0,51785.0,40027.65,,,,,,,,,,,,,,,,,,0.04,,,100.0,18.34,0.0,0.0,,0.0,100.0,38.51,0.4351,52.9,0.2012
2023-10-31,51963.0,44116.59,0.18,0.77,0.15,0.04,0.0,43965.47,47370.0,51785.0,40217.13,,,,,,,,,,,,,,,,,,0.04,,,100.0,18.34,0.0,0.0,,0.0,100.0,38.37,0.4342,52.89,0.2012
2023-11-01,51963.0,44012.66,0.18,0.86,0.15,0.04,0.0,43861.9,47370.0,51785.0,40122.39,,,,,,,,,,,,,,,,,,0.04,,,100.0,18.34,0.0,0.0,,0.0,100.0,38.53,0.4338,52.73,0.2012
2023-11-02,79045.0,66872.07,0.28,1.42,0.23,0.07,0.0,43810.11,47370.0,51785.0,40075.02,,,,,,,,,,,,,,,,,,0.04,,,100.0,18.34,0.0,0.0,,0.0,100.0,25.33,0.5433,69.0,0.3061
2023-11-03,79045.0,66872.07,0.28,1.49,0.23,0.07,0.0,26890.11,47370.0,31785.0,40075.02,,,,,,,,,,,,,,,,,20000.0,0.04,0.02,,100.0,18.34,0.0,0.0,,0.0,100.0,25.31,0.5433,69.01,0.3061
2023-11-06,74630.0,63136.98,0.26,1.61,0.22,0.06,0.0,23155.02,47370.0,27370.0,40075.02,,,,,,,,,,,,,,,,,4415.0,0.04,0.0,,100.0,18.87,0.0,0.0,,0.0,100.0,26.8,0.6055,73.05,0.2972
2023-11-07,466.0,394.24,0.0,0.01,0.0,0.0,0.0,243.65,288.0,288.0,243.65,,,,,,,,0.04,,47082.0,,,,,,,27082.0,0.0,0.02,,100.0,0.12,0.0,0.0,,0.0,100.0,23.6,0.6393,76.4,0.002
2023-11-08,466.0,394.24,0.0,0.01,0.0,0.0,0.0,243.65,288.0,288.0,243.65,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.12,0.0,0.0,,0.0,100.0,23.6,0.6393,76.4,0.002
2023-11-09,466.0,394.24,0.0,0.01,0.0,0.0,0.0,243.65,288.0,288.0,243.65,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.12,0.0,0.0,,0.0,100.0,23.6,0.6393,76.4,0.002
2023-11-10,466.0,394.7,0.0,0.01,0.0,0.0,0.0,243.94,288.0,288.0,243.94,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.12,0.0,0.0,,0.0,100.0,23.59,0.6395,76.41,0.002
2023-11-13,466.0,394.24,0.0,0.01,0.0,0.0,0.0,243.65,288.0,288.0,243.65,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.12,0.0,0.0,,0.0,100.0,23.57,0.6397,76.43,0.002
2023-11-14,466.0,394.7,0.0,0.02,0.0,0.0,0.0,243.94,288.0,288.0,243.94,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.12,0.0,0.0,,0.0,100.0,23.59,0.6395,76.41,0.002
2023-11-15,466.0,393.77,0.0,0.02,0.0,0.0,0.0,243.36,288.0,288.0,243.36,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.12,0.0,0.0,,0.0,100.0,23.63,0.6391,76.37,0.002
2023-11-16,466.0,387.71,0.0,0.02,0.0,0.0,0.0,239.62,288.0,288.0,239.62,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.12,0.0,0.0,,0.0,100.0,23.74,0.6379,76.26,0.002
2023-11-17,466.0,390.97,0.0,0.02,0.0,0.0,0.0,241.63,288.0,288.0,241.63,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.12,0.0,0.0,,0.0,100.0,23.53,0.6401,76.47,0.002
2023-11-20,466.0,391.44,0.0,0.02,0.0,0.0,0.0,241.92,288.0,288.0,241.92,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.12,0.0,0.0,,0.0,100.0,23.59,0.6394,76.41,0.002
2023-11-21,466.0,378.86,0.0,0.02,0.0,0.0,0.0,234.14,288.0,288.0,234.14,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.12,0.0,0.0,,0.0,100.0,23.9,0.6363,76.1,0.002
2023-11-22,466.0,386.78,0.0,0.02,0.0,0.0,0.0,239.04,288.0,288.0,239.04,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.12,0.0,0.0,,0.0,100.0,23.42,0.6413,76.58,0.002
2023-11-23,466.0,382.12,0.0,0.02,0.0,0.0,0.0,236.16,288.0,288.0,236.16,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.12,0.0,0.0,,0.0,100.0,23.59,0.6395,76.41,0.002
2023-11-24,466.0,385.38,0.0,0.02,0.0,0.0,0.0,238.18,288.0,288.0,238.18,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.12,0.0,0.0,,0.0,100.0,23.53,0.6402,76.47,0.002
2023-11-27,466.0,384.45,0.0,0.02,0.0,0.0,0.0,237.6,288.0,288.0,237.6,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.12,0.0,0.0,,0.0,100.0,23.63,0.6391,76.37,0.002
2023-11-28,466.0,390.51,0.0,0.02,0.0,0.0,0.0,241.34,288.0,288.0,241.34,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.12,0.0,0.0,,0.0,100.0,23.46,0.6408,76.54,0.002
2023-11-29,466.0,386.78,0.0,0.02,0.0,0.0,0.0,239.04,288.0,288.0,239.04,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.12,0.0,0.0,,0.0,100.0,23.69,0.6384,76.31,0.002
2023-11-30,466.0,372.8,0.0,0.02,0.0,0.0,0.0,230.4,288.0,288.0,230.4,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.12,0.0,0.0,,0.0,100.0,23.94,0.6359,76.06,0.002
