,PAASI FP Equity_DX_SI_QTY,PAASI FP Equity_DX_SHORT_INTEREST_VALUE,PAASI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,PAASI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,PAASI FP Equity_DX_SI_MV,PAASI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,PAASI FP Equity_DX_SUPPLY_SI_QTY,PAASI FP Equity_DX_BROKER_SI_QTY,PAASI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,PAASI FP Equity_DX_SUPPLY_SI_QTY_INC_x,PAASI FP Equity_DX_BROKER_SI_MV_INC_x,PAASI FP Equity_DX_BROKER_SI_QTY_ADD,PAASI FP Equity_DX_SUPPLY_SI_MV_DEC,PAASI FP Equity_DX_BROKER_SI_QTY_INC,PAASI FP Equity_DX_SUPPLY_SI_QTY_DEC,PAASI FP Equity_DX_BROKER_SI_MV_INC_y,PAASI FP Equity_DX_SUPPLY_SI_QTY_INC_y,PAASI FP Equity_DX_BROKER_SI_MV_ADD,PAASI FP Equity_DX_SUPPLY_SI_QTY_ADD,PAASI FP Equity_DX_BROKER_SI_QTY_DEC,PAASI FP Equity_DX_SUPPLY_SI_MV,PAASI FP Equity_DX_BROKER_SI_MV_DEC,PAASI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,PAASI FP Equity_DX_UTILIZATION_QUANTITY,PAASI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,PAASI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,PAASI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,PAASI FP Equity_DX_ACTIVE_UTILIZATION_MV,PAASI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,PAASI FP Equity_DX_BROKER_SI_CON_RATIO,PAASI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,PAASI FP Equity_DX_DEMAND_SUPPLY_RATIO,PAASI FP Equity_PX_LAST
2022-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1184.94,0.0,0.0,,0.0,,0.0,20.43
2022-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1214.06,0.0,0.0,,0.0,,0.0,20.932
2022-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1218.41,0.0,0.0,,0.0,,0.0,21.007
2022-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1223.86,0.0,0.0,,0.0,,0.0,21.101
2022-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1203.09,0.0,0.0,,0.0,,0.0,20.743
2022-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1189.41,0.0,0.0,,0.0,,0.0,20.507
2022-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1170.32,0.0,0.0,,0.0,,0.0,20.178
2022-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1169.22,0.0,0.0,,0.0,,0.0,20.159
2022-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1162.38,0.0,0.0,,0.0,,0.0,20.041
2022-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1161.8,0.0,0.0,,0.0,,0.0,20.031
2022-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1174.27,0.0,0.0,,0.0,,0.0,20.246
2022-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1164.23,0.0,0.0,,0.0,,0.0,20.073
2022-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1152.98,0.0,0.0,,0.0,,0.0,19.879
2022-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1160.64,0.0,0.0,,0.0,,0.0,20.011
2022-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1155.53,0.0,0.0,,0.0,,0.0,19.923
2022-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1102.99,0.0,0.0,,0.0,,0.0,19.017
2022-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1109.19,0.0,0.0,,0.0,,0.0,19.124
2022-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1125.61,0.0,0.0,,0.0,,0.0,19.407
2022-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1125.72,0.0,0.0,,0.0,,0.0,19.409
2022-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1108.67,0.0,0.0,,0.0,,0.0,19.115
2022-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1115.75,0.0,0.0,,0.0,,0.0,19.237
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1142.54,0.0,0.0,,0.0,,0.0,19.699
2022-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1139.7,0.0,0.0,,0.0,,0.0,19.65
2022-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1151.53,0.0,0.0,,0.0,,0.0,19.854
2022-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1173.8,0.0,0.0,,0.0,,0.0,20.238
2022-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1177.69,0.0,0.0,,0.0,,0.0,20.305
2022-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1181.23,0.0,0.0,,0.0,,0.0,20.366
2022-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1168.87,0.0,0.0,,0.0,,0.0,20.153
2022-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1192.36,0.0,0.0,,0.0,,0.0,20.558
2022-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1210.81,0.0,0.0,,0.0,,0.0,20.876
2022-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1215.33,0.0,0.0,,0.0,,0.0,20.954
2022-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1251.52,0.0,0.0,,0.0,,0.0,21.578
2022-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1220.9,0.0,0.0,,0.0,,0.0,21.05
2022-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1225.31,0.0,0.0,,0.0,,0.0,21.126
2022-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1219.8,0.0,0.0,,0.0,,0.0,21.031
2022-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1209.82,0.0,0.0,,0.0,,0.0,20.859
2022-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1207.44,0.0,0.0,,0.0,,0.0,20.818
2022-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1206.46,0.0,0.0,,0.0,,0.0,20.801
2022-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1217.65,0.0,0.0,,0.0,,0.0,20.994
2022-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1200.89,0.0,0.0,,0.0,,0.0,20.705
2022-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1204.43,0.0,0.0,,0.0,,0.0,20.766
2022-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1234.36,0.0,0.0,,0.0,,0.0,21.282
2022-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1268.98,0.0,0.0,,0.0,,0.0,21.879
2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1254.42,0.0,0.0,,0.0,,0.0,21.628
2022-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1258.37,0.0,0.0,,0.0,,0.0,21.696
2022-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1253.73,0.0,0.0,,0.0,,0.0,21.616
2022-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1247.52,0.0,0.0,,0.0,,0.0,21.509
2022-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1237.72,0.0,0.0,,0.0,,0.0,21.34
2022-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1253.84,0.0,0.0,,0.0,,0.0,21.618
2022-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1258.31,0.0,0.0,,0.0,,0.0,21.695
2022-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1236.73,0.0,0.0,,0.0,,0.0,21.323
2022-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1252.86,0.0,0.0,,0.0,,0.0,21.601
2022-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1249.96,0.0,0.0,,0.0,,0.0,21.551
2022-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1217.59,0.0,0.0,,0.0,,0.0,20.993
2022-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1225.25,0.0,0.0,,0.0,,0.0,21.125
2022-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1222.35,0.0,0.0,,0.0,,0.0,21.075
2022-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1210.52,0.0,0.0,,0.0,,0.0,20.871
2022-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1217.71,0.0,0.0,,0.0,,0.0,20.995
2022-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1216.2,0.0,0.0,,0.0,,0.0,20.969
2022-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1204.54,0.0,0.0,,0.0,,0.0,20.768
2022-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1204.54,0.0,0.0,,0.0,,0.0,
2022-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1227.4,0.0,0.0,,0.0,,0.0,21.162
2022-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1212.32,0.0,0.0,,0.0,,0.0,20.902
2022-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1223.45,0.0,0.0,,0.0,,0.0,21.094
2022-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1212.37,0.0,0.0,,0.0,,0.0,20.903
2023-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1223.97,0.0,0.0,,0.0,,0.0,21.103
2023-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1239.63,0.0,0.0,,0.0,,0.0,21.373
2023-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1269.27,0.0,0.0,,0.0,,0.0,21.884
2023-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1277.04,0.0,0.0,,0.0,,0.0,22.018
2023-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1287.83,0.0,0.0,,0.0,,0.0,22.204
2023-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1301.64,0.0,0.0,,0.0,,0.0,22.442
2023-01-10,340.0,7596.28,0.02,0.0,0.01,3798.14,170.0,170.0,3798.14,,,170.0,,,,,,0.0,170.0,,0.0,,100.0,74.56,0.0,0.0,0.0,100.0,,1.0,100.0,1.4912,22.342
2023-01-11,340.0,7613.62,0.02,0.0,0.01,3806.81,170.0,170.0,3806.81,,,,,,,,,,,,0.0,,100.0,74.56,0.0,0.0,0.0,100.0,,1.0,100.0,1.4912,22.393
2023-01-12,340.0,7571.46,0.02,0.0,0.01,3785.73,170.0,170.0,3785.73,,,,,,,,,,,,0.0,,100.0,74.56,0.0,0.0,0.0,100.0,,1.0,100.0,1.4912,22.269
2023-01-13,340.0,7638.78,0.02,0.0,0.01,3819.39,170.0,170.0,3819.39,,,,,,,,,,,,0.0,,100.0,74.56,0.0,0.0,0.0,100.0,,1.0,100.0,1.4912,22.467
2023-01-16,340.0,7626.54,0.02,0.0,0.01,3813.27,170.0,170.0,3813.27,,,,,,,,,,,,0.0,,100.0,74.56,0.0,0.0,0.0,100.0,,1.0,100.0,1.4912,22.431
2023-01-17,340.0,7640.82,0.02,0.0,0.01,3820.41,170.0,170.0,3820.41,,,,,,,,,,,,0.0,,100.0,74.56,0.0,0.0,0.0,100.0,,1.0,100.0,1.4912,22.473
2023-01-18,340.0,7632.32,0.02,0.0,0.01,3816.16,170.0,170.0,3816.16,,,,,,,,,,,,0.0,,100.0,74.56,0.0,0.0,0.0,100.0,,1.0,100.0,1.4912,22.448
2023-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,170.0,,,,,170.0,0.0,0.0,0.0,0.0,58.0,1309.81,0.0,0.0,,0.0,,0.0,22.583
2023-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1324.31,0.0,0.0,,0.0,,0.0,22.833
2023-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1338.81,0.0,0.0,,0.0,,0.0,23.083
2023-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1332.49,0.0,0.0,,0.0,,0.0,22.974
2023-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1321.94,0.0,0.0,,0.0,,0.0,22.792
2023-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1340.84,0.0,0.0,,0.0,,0.0,23.118
2023-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1347.4,0.0,0.0,,0.0,,0.0,23.231
2023-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1322.57,0.0,0.0,,0.0,,0.0,22.803
2023-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1306.39,0.0,0.0,,0.0,,0.0,22.524
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1310.22,0.0,0.0,,0.0,,0.0,22.59
2023-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1312.02,0.0,0.0,,0.0,,0.0,22.621
2023-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1317.47,0.0,0.0,,0.0,,0.0,22.715
2023-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1286.56,0.0,0.0,,0.0,,0.0,22.182
2023-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1296.18,0.0,0.0,,0.0,,0.0,22.348
2023-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1294.04,0.0,0.0,,0.0,,0.0,22.311
2023-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1308.83,0.0,0.0,,0.0,,0.0,22.566
2023-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1298.56,0.0,0.0,,0.0,,0.0,22.389
2023-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1299.26,0.0,0.0,,0.0,,0.0,22.401
2023-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1293.05,0.0,0.0,,0.0,,0.0,22.294
2023-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1280.81,0.0,0.0,,0.0,,0.0,22.083
2023-02-16,1500.0,33304.5,0.03,0.01,0.03,16652.25,750.0,750.0,16652.25,,,750.0,,,,,,0.02,750.0,,0.02,,100.0,92.82,0.0,0.0,0.0,100.0,,1.0,100.0,1.8564,22.203
2023-02-17,1500.0,32820.0,0.03,0.01,0.03,16410.0,750.0,750.0,16410.0,,,,,,,,,,,,0.02,,100.0,92.82,0.0,0.0,0.0,100.0,,1.0,100.0,1.8564,21.88
2023-02-20,1500.0,33213.0,0.03,0.01,0.03,16606.5,750.0,750.0,16606.5,,,,,,,,,,,,0.02,,100.0,92.82,0.0,0.0,0.0,100.0,,1.0,100.0,1.8564,22.142
2023-02-21,1500.0,32632.5,0.03,0.01,0.03,16316.25,750.0,750.0,16316.25,,,,,,,,,,,,0.02,,100.0,92.82,0.0,0.0,0.0,100.0,,1.0,100.0,1.8564,21.755
2023-02-22,1500.0,32470.5,0.03,0.01,0.03,16235.25,750.0,750.0,16235.25,,,,,,,,,,,,0.02,,100.0,92.82,0.0,0.0,0.0,100.0,,1.0,100.0,1.8564,21.647
2023-02-23,1500.0,32658.0,0.03,0.01,0.03,16329.0,750.0,750.0,16329.0,,,,,,,,,,,,0.02,,100.0,92.82,0.0,0.0,0.0,100.0,,1.0,100.0,1.8564,21.772
2023-02-24,1500.0,32038.5,0.02,0.01,0.03,16019.25,750.0,750.0,16019.25,,,,,,,,,,,,0.02,,100.0,92.82,0.0,0.0,0.0,100.0,,1.0,100.0,1.8564,21.359
2023-02-27,1500.0,32146.5,0.02,0.01,0.03,16073.25,750.0,750.0,16073.25,,,,,,,,,,,,0.02,,100.0,92.82,0.0,0.0,0.0,100.0,,1.0,100.0,1.8564,21.431
2023-02-28,1500.0,31927.5,0.02,0.01,0.03,15963.75,750.0,750.0,15963.75,,,,,,,,,,,,0.02,,100.0,92.82,0.0,0.0,0.0,100.0,,1.0,100.0,1.8564,21.285
2023-03-01,1554.0,33578.83,0.02,0.01,0.03,17372.83,750.0,804.0,16206.0,,0.0,,,54.0,,0.0,,,,,0.02,,100.0,92.82,0.0,0.0,0.0,100.0,,1.0,100.0,1.9233,21.608
2023-03-02,1608.0,35051.18,0.03,0.01,0.03,17525.59,804.0,804.0,17525.59,54.0,,,,,,,54.0,,,,0.02,,100.0,69.19,0.0,0.0,0.0,100.0,,1.0,100.0,1.3838,21.798
2023-03-03,1608.0,35300.42,0.03,0.01,0.04,17650.21,804.0,804.0,17650.21,,,,,,,,,,,,0.02,,100.0,69.19,0.0,0.0,0.0,100.0,,1.0,100.0,1.3838,21.953
2023-03-06,1004.0,21987.6,0.02,0.0,0.02,21987.6,1004.0,1004.0,21987.6,,0.0,,,200.0,,0.0,,,200.0,,0.02,,100.0,86.4,0.0,0.0,0.0,100.0,,1.0,100.0,0.864,21.9
2023-03-07,1808.0,39342.08,0.03,0.01,0.04,21847.04,1004.0,1004.0,21847.04,,,,,,,,,,,,0.02,,100.0,86.4,0.0,0.0,0.0,100.0,,1.0,100.0,1.5559,21.76
2023-03-08,108.0,2343.71,0.0,0.0,0.0,1171.85,54.0,54.0,1171.85,,,,0.02,,950.0,,,,,950.0,0.0,0.02,100.0,13.11,0.0,0.0,0.0,100.0,,1.0,100.0,0.2621,21.701
2023-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,54.0,,,,,54.0,0.0,0.0,0.0,0.0,358.0,7631.84,0.01,0.0,,0.0,,0.0,21.318
2023-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,358.0,7531.6,0.01,0.0,,0.0,,0.0,21.038
2023-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,358.0,7481.13,0.01,0.0,,0.0,,0.0,20.897
2023-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,358.0,7489.0,0.01,0.0,,0.0,,0.0,20.919
2023-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,358.0,7428.86,0.01,0.0,,0.0,,0.0,20.751
2023-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,358.0,7510.84,0.01,0.0,,0.0,,0.0,20.98
2023-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,358.0,7493.66,0.01,0.0,,0.0,,0.0,20.932
2023-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,358.0,7450.34,0.01,0.0,,0.0,,0.0,20.811
2023-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,358.0,7474.32,0.01,0.0,,0.0,,0.0,20.878
2023-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1221.13,0.0,0.0,,0.0,,0.0,21.054
2023-03-23,1394.0,29743.78,0.03,0.01,0.03,14871.89,697.0,697.0,14871.89,,,697.0,,,,,,0.01,697.0,,0.01,,100.0,66.07,0.0,0.0,0.0,100.0,,1.0,100.0,1.3213,21.337
2023-03-24,1394.0,29682.44,0.03,0.01,0.03,14841.22,697.0,697.0,14841.22,,,,,,,,,,,,0.01,,100.0,66.07,0.0,0.0,0.0,100.0,,1.0,100.0,1.3213,21.293
2023-03-27,1394.0,29322.79,0.03,0.01,0.03,14661.4,697.0,697.0,14661.4,,,,,,,,,,,,0.01,,100.0,66.07,0.0,0.0,0.0,100.0,,1.0,100.0,1.3213,21.035
2023-03-28,1394.0,29598.8,0.03,0.01,0.03,14799.4,697.0,697.0,14799.4,,,,,,,,,,,,0.01,,100.0,66.07,0.0,0.0,0.0,100.0,,1.0,100.0,1.3213,21.233
2023-03-29,1394.0,29848.33,0.03,0.01,0.03,14924.16,697.0,697.0,14924.16,,,,,,,,,,,,0.01,,100.0,66.07,0.0,0.0,0.0,100.0,,1.0,100.0,1.3213,21.412
2023-03-30,1394.0,29908.27,0.03,0.01,0.03,14954.14,697.0,697.0,14954.14,,,,,,,,,,,,0.01,,100.0,66.07,0.0,0.0,0.0,100.0,,1.0,100.0,1.3213,21.455
