,ALBFR FP Equity_DX_SI_QTY,ALBFR FP Equity_DX_SHORT_INTEREST_VALUE,ALBFR FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALBFR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALBFR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALBFR FP Equity_DX_SI_MV,ALBFR FP Equity_DX_DSS,ALBFR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALBFR FP Equity_DX_SUPPLY_SI_QTY,ALBFR FP Equity_DX_BROKER_SI_QTY,ALBFR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALBFR FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALBFR FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALBFR FP Equity_DX_BROKER_SI_MV_INC_x,ALBFR FP Equity_DX_SUPPLY_SI_MV_NEW,ALBFR FP Equity_DX_BROKER_SI_QTY_ADD,ALBFR FP Equity_DX_SUPPLY_SI_MV_DEC,ALBFR FP Equity_DX_BROKER_SI_QTY_INC,ALBFR FP Equity_DX_SUPPLY_SI_QTY_DEC,ALBFR FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALBFR FP Equity_DX_BROKER_SI_MV_INC_y,ALBFR FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALBFR FP Equity_DX_BROKER_SI_MV_ADD,ALBFR FP Equity_DX_SUPPLY_SI_QTY_ADD,ALBFR FP Equity_DX_BROKER_SI_QTY_DEC,ALBFR FP Equity_DX_SUPPLY_SI_MV,ALBFR FP Equity_DX_BROKER_SI_MV_DEC,ALBFR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALBFR FP Equity_DX_UTILIZATION_QUANTITY,ALBFR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALBFR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALBFR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALBFR FP Equity_DX_ACTIVE_UTILIZATION_MV,ALBFR FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALBFR FP Equity_DX_BROKER_SI_CON_RATIO,ALBFR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALBFR FP Equity_DX_DEMAND_SUPPLY_RATIO,ALBFR FP Equity_PX_LAST
2021-04-30,116.0,20764.0,0.01,0.08,0.01,0.02,0.0,0.0,116.0,0.0,20764.0,,,,,,,,,,,,,,,0.02,,100.0,0.23,0.0,0.0,0.0,100.0,,1.0,100.0,0.0023,179.0
2021-05-03,116.0,21054.0,0.01,0.08,0.01,0.02,0.0,0.0,116.0,0.0,21054.0,,,,,,,,,,,,,,,0.02,,100.0,0.23,0.0,0.0,0.0,100.0,,1.0,100.0,0.0023,181.5
2021-05-04,116.0,20880.0,0.01,0.08,0.01,0.02,0.0,0.0,116.0,0.0,20880.0,,,,,,,,,,,,,,,0.02,,100.0,0.23,0.0,0.0,0.0,100.0,,1.0,100.0,0.0023,180.0
2021-05-05,116.0,19372.0,0.01,0.07,0.01,0.02,0.0,0.0,116.0,0.0,19372.0,,,,,,,,,,,,,,,0.02,,100.0,0.26,0.0,0.0,0.0,100.0,,1.0,100.0,0.0026,167.0
2021-05-06,116.0,19604.0,0.01,0.06,0.01,0.02,0.0,0.0,116.0,0.0,19604.0,,,,,,,,,,,,,,,0.02,,100.0,0.26,0.0,0.0,0.0,100.0,,1.0,100.0,0.0026,169.0
2021-05-07,116.0,19546.0,0.01,0.06,0.01,0.02,0.0,0.0,116.0,0.0,19546.0,,,,,,,,,,,,,,,0.02,,100.0,0.26,0.0,0.0,0.0,100.0,,1.0,100.0,0.0026,168.5
2021-05-10,116.0,18154.0,0.01,0.06,0.01,0.02,0.0,0.0,116.0,0.0,18154.0,,,,,,,,,,,,,,,0.02,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027,156.5
2021-05-11,116.0,18386.0,0.01,0.06,0.01,0.02,0.0,0.0,116.0,0.0,18386.0,,,,,,,,,,,,,,,0.02,,100.0,0.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.0028,158.5
2021-05-12,116.0,17690.0,0.01,0.06,0.01,0.02,0.0,0.0,116.0,0.0,17690.0,,,,,,,,,,,,,,,0.02,,100.0,0.3,0.0,0.0,0.0,100.0,,1.0,100.0,0.003,152.5
2021-05-13,116.0,18386.0,0.01,0.06,0.01,0.02,0.0,0.0,116.0,0.0,18386.0,,,,,,,,,,,,,,,0.02,,100.0,0.3,0.0,0.0,0.0,100.0,,1.0,100.0,0.003,158.5
2021-05-14,116.0,18096.0,0.01,0.06,0.01,0.02,0.0,0.0,116.0,0.0,18096.0,,,,,,,,,,,,,,,0.02,,100.0,0.3,0.0,0.0,0.0,100.0,,1.0,100.0,0.003,156.0
2021-05-17,116.0,18734.0,0.01,0.06,0.01,0.02,0.0,0.0,116.0,0.0,18734.0,,,,,,,,,,,,,,,0.02,,100.0,0.3,0.0,0.0,0.0,100.0,,1.0,100.0,0.003,161.5
2021-05-18,116.0,18444.0,0.01,0.06,0.01,0.02,0.0,0.0,116.0,0.0,18444.0,,,,,,,,,,,,,,,0.02,,100.0,0.3,0.0,0.0,0.0,100.0,,1.0,100.0,0.003,159.0
2021-05-19,677.0,103919.5,0.09,0.34,0.05,0.11,0.0,86113.5,677.0,561.0,103919.5,,,,,561.0,,,,,,,0.09,561.0,,0.11,,100.0,1.69,0.0,0.0,0.0,100.0,16.96,0.7183,83.04,0.0169,153.5
2021-05-20,120.0,18720.0,0.02,0.06,0.01,0.02,0.0,624.0,120.0,4.0,18720.0,,,,,,0.09,,557.0,,,,,,557.0,0.02,0.09,100.0,0.31,0.0,0.0,0.0,100.0,3.34,0.9355,96.66,0.0031,156.0
2021-05-21,130.0,20020.0,0.02,0.07,0.01,0.02,0.0,2156.0,130.0,14.0,20020.0,,10.0,0.0,,,,10.0,,,0.0,10.0,,,,0.02,,100.0,0.33,0.0,0.0,0.0,100.0,10.74,0.8083,89.26,0.0033,154.0
2021-05-24,130.0,20800.0,0.02,0.07,0.01,0.02,0.0,2240.0,130.0,14.0,20800.0,,,,,,,,,,,,,,,0.02,,100.0,0.33,0.0,0.0,0.0,100.0,10.79,0.8075,89.21,0.0033,160.0
2021-05-25,130.0,20865.0,0.02,0.08,0.01,0.02,0.0,2247.0,130.0,14.0,20865.0,,,,,,,,,,,,,,,0.02,,100.0,0.33,0.0,0.0,0.0,100.0,10.8,0.8074,89.2,0.0033,160.5
2021-05-26,125.0,20500.0,0.02,0.09,0.01,0.02,0.0,1476.0,125.0,9.0,20500.0,,,,,,0.0,,5.0,,,,,,5.0,0.02,0.0,100.0,0.32,0.0,0.0,0.0,100.0,7.17,0.8669,92.83,0.0032,164.0
2021-05-27,151.0,24386.5,0.02,0.11,0.01,0.02,0.0,5652.5,151.0,35.0,24386.5,,26.0,0.0,,,,26.0,,,0.0,26.0,,,,0.02,,100.0,0.39,0.0,0.0,0.0,100.0,23.15,0.6442,76.85,0.0039,161.5
2021-05-28,151.0,24311.0,0.02,0.11,0.01,0.02,0.0,5635.0,151.0,35.0,24311.0,,,,,,,,,,,,,,,0.02,,100.0,0.39,0.0,0.0,0.0,100.0,23.16,0.6441,76.84,0.0039,161.0
2021-05-31,710.0,117150.0,0.09,0.51,0.05,0.11,0.0,98010.0,710.0,594.0,117150.0,,559.0,0.09,,,,559.0,,,0.09,559.0,,,,0.11,,100.0,1.77,0.0,0.0,0.0,100.0,16.29,0.7272,83.71,0.0177,165.0
2021-06-01,178.0,29815.0,0.02,0.13,0.01,0.03,0.0,10385.0,178.0,62.0,29815.0,,,,,,0.09,,532.0,,,,,,532.0,0.03,0.09,100.0,0.45,0.0,0.0,0.0,100.0,34.81,0.5462,65.19,0.0045,167.5
2021-06-02,178.0,29548.0,0.02,0.13,0.01,0.03,0.0,10292.0,178.0,62.0,29548.0,,,,,,,,,,,,,,,0.03,,100.0,0.45,0.0,0.0,0.0,100.0,34.77,0.5464,65.23,0.0045,166.0
2021-06-03,176.0,29832.0,0.02,0.13,0.01,0.03,0.0,10170.0,176.0,60.0,29832.0,,,,,,0.0,,2.0,,,,,,2.0,0.03,0.0,100.0,0.45,0.0,0.0,0.0,100.0,33.95,0.5516,66.05,0.0045,169.5
2021-06-04,176.0,29040.0,0.02,0.13,0.01,0.03,0.0,9900.0,176.0,60.0,29040.0,,,,,,,,,,,,,,,0.03,,100.0,0.45,0.0,0.0,0.0,100.0,34.14,0.5503,65.86,0.0045,165.0
2021-06-07,163.0,26243.0,0.02,0.12,0.01,0.03,0.0,7567.0,163.0,47.0,26243.0,,,,,,0.0,,13.0,,,,,,13.0,0.03,0.0,100.0,0.42,0.0,0.0,0.0,100.0,28.88,0.5892,71.12,0.0042,161.0
2021-06-08,143.0,23023.0,0.02,0.11,0.01,0.02,0.0,4347.0,143.0,27.0,23023.0,,,,,,0.0,,20.0,,,,,,20.0,0.02,0.0,100.0,0.37,0.0,0.0,0.0,100.0,18.55,0.6979,81.45,0.0037,161.0
2021-06-09,143.0,23166.0,0.02,0.11,0.01,0.02,0.0,4374.0,143.0,27.0,23166.0,,,,,,,,,,,,,,,0.02,,100.0,0.37,0.0,0.0,0.0,100.0,18.88,0.6937,81.12,0.0037,162.0
2021-06-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.02,,143.0,,,,,,27.0,0.0,0.0,0.0,0.0,39013.0,6261586.5,6.29,0.0,,0.0,,0.0,160.5
2021-06-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,39013.0,6203067.0,6.25,0.0,,0.0,,0.0,159.0
2021-06-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,39013.0,5988495.5,6.09,0.0,,0.0,,0.0,153.5
2021-06-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,39013.0,6144547.5,6.07,0.0,,0.0,,0.0,157.5
2021-06-16,200.0,31500.0,0.03,0.18,0.01,0.03,0.0,15750.0,100.0,100.0,15750.0,,,,,100.0,,,,,,,0.02,100.0,,0.02,,100.0,0.26,0.0,0.0,0.0,100.0,,1.0,100.0,0.0051,157.5
2021-06-17,200.0,32000.0,0.03,0.23,0.01,0.03,0.0,16000.0,100.0,100.0,16000.0,,,,,,,,,,,,,,,0.02,,100.0,0.26,0.0,0.0,0.0,100.0,,1.0,100.0,0.0051,160.0
2021-06-18,200.0,31600.0,0.03,0.23,0.01,0.03,0.0,15800.0,100.0,100.0,15800.0,,,,,,,,,,,,,,,0.02,,100.0,0.26,0.0,0.0,0.0,100.0,,1.0,100.0,0.0051,158.0
2021-06-21,200.0,30400.0,0.03,0.23,0.01,0.03,0.0,15200.0,100.0,100.0,15200.0,,,,,,,,,,,,,,,0.02,,100.0,0.26,0.0,0.0,0.0,100.0,,1.0,100.0,0.0051,152.0
2021-06-22,219.0,33288.0,0.03,0.29,0.02,0.03,0.0,18088.0,119.0,119.0,18088.0,,19.0,,,19.0,,,,,,19.0,0.0,,,0.02,,100.0,0.3,0.0,0.0,0.0,100.0,8.99,0.8364,91.01,0.0056,152.0
2021-06-23,218.0,33136.0,0.03,0.29,0.02,0.03,0.0,17936.0,118.0,118.0,17936.0,,,,,,0.0,,1.0,,,,,,1.0,0.02,0.0,100.0,0.3,0.0,0.0,0.0,100.0,8.26,0.8485,91.74,0.0056,152.0
2021-06-24,18.0,2673.0,0.0,0.03,0.0,0.0,0.0,2673.0,18.0,18.0,2673.0,,,,,,0.02,,100.0,,,,,,100.0,0.0,0.02,100.0,0.05,0.0,0.0,0.0,100.0,,1.0,100.0,0.0005,148.5
2021-06-25,18.0,2727.0,0.0,0.03,0.0,0.0,0.0,2727.0,18.0,18.0,2727.0,,,,,,,,,,,,,,,0.0,,100.0,0.05,0.0,0.0,0.0,100.0,,1.0,100.0,0.0005,151.5
2021-06-28,18.0,2718.0,0.0,0.03,0.0,0.0,0.0,2718.0,18.0,18.0,2718.0,,,,,,,,,,,,,,,0.0,,100.0,0.05,0.0,0.0,0.0,100.0,,1.0,100.0,0.0005,151.0
2021-06-29,18.0,2691.0,0.0,0.03,0.0,0.0,0.0,2691.0,18.0,18.0,2691.0,,,,,,,,,,,,,,,0.0,,100.0,0.05,0.0,0.0,0.0,100.0,,1.0,100.0,0.0005,149.5
2021-06-30,18.0,2772.0,0.0,0.03,0.0,0.0,0.0,2772.0,18.0,18.0,2772.0,,,,,,,,,,,,,,,0.0,,100.0,0.05,0.0,0.0,0.0,100.0,,1.0,100.0,0.0005,154.0
2021-07-01,18.0,3006.0,0.0,0.03,0.0,0.0,0.0,3006.0,18.0,18.0,3006.0,,,,,,,,,,,,,,,0.0,,100.0,0.05,0.0,0.0,0.0,100.0,,1.0,100.0,0.0005,167.0
2021-07-02,18.0,3042.0,0.0,0.03,0.0,0.0,0.0,3042.0,18.0,18.0,3042.0,,,,,,,,,,,,,,,0.0,,100.0,0.05,0.0,0.0,0.0,100.0,,1.0,100.0,0.0005,169.0
2021-07-05,18.0,2970.0,0.0,0.03,0.0,0.0,0.0,2970.0,18.0,18.0,2970.0,,,,,,,,,,,,,,,0.0,,100.0,0.05,0.0,0.0,0.0,100.0,,1.0,100.0,0.0005,165.0
2021-07-06,18.0,3069.0,0.0,0.03,0.0,0.0,0.0,3069.0,18.0,18.0,3069.0,,,,,,,,,,,,,,,0.0,,100.0,0.05,0.0,0.0,0.0,100.0,,1.0,100.0,0.0005,170.5
2021-07-07,18.0,3042.0,0.0,0.03,0.0,0.0,0.0,3042.0,18.0,18.0,3042.0,,,,,,,,,,,,,,,0.0,,100.0,0.05,0.0,0.0,0.0,100.0,,1.0,100.0,0.0005,169.0
2021-07-08,18.0,3060.0,0.0,0.03,0.0,0.0,0.0,3060.0,18.0,18.0,3060.0,,,,,,,,,,,,,,,0.0,,100.0,0.05,0.0,0.0,0.0,100.0,,1.0,100.0,0.0005,170.0
2021-07-09,18.0,3060.0,0.0,0.03,0.0,0.0,0.0,3060.0,18.0,18.0,3060.0,,,,,,,,,,,,,,,0.0,,100.0,0.05,0.0,0.0,0.0,100.0,,1.0,100.0,0.0005,170.0
2021-07-12,18.0,3096.0,0.0,0.03,0.0,0.0,0.0,3096.0,18.0,18.0,3096.0,,,,,,,,,,,,,,,0.0,,100.0,0.05,0.0,0.0,0.0,100.0,,1.0,100.0,0.0005,172.0
2021-07-13,18.0,3060.0,0.0,0.03,0.0,0.0,0.0,3060.0,18.0,18.0,3060.0,,,,,,,,,,,,,,,0.0,,100.0,0.05,0.0,0.0,0.0,100.0,,1.0,100.0,0.0005,170.0
2021-07-14,18.0,3078.0,0.0,0.03,0.0,0.0,0.0,3078.0,18.0,18.0,3078.0,,,,,,,,,,,,,,,0.0,,100.0,0.05,0.0,0.0,0.0,100.0,,1.0,100.0,0.0005,171.0
2021-07-15,18.0,3051.0,0.0,0.03,0.0,0.0,0.0,3051.0,18.0,18.0,3051.0,,,,,,,,,,,,,,,0.0,,100.0,0.05,0.0,0.0,0.0,100.0,,1.0,100.0,0.0005,169.5
2021-07-16,18.0,3042.0,0.0,0.03,0.0,0.0,0.0,3042.0,18.0,18.0,3042.0,,,,,,,,,,,,,,,0.0,,100.0,0.05,0.0,0.0,0.0,100.0,,1.0,100.0,0.0005,169.0
2021-07-19,18.0,3033.0,0.0,0.03,0.0,0.0,0.0,3033.0,18.0,18.0,3033.0,,,,,,,,,,,,,,,0.0,,100.0,0.05,0.0,0.0,0.0,100.0,,1.0,100.0,0.0005,168.5
2021-07-20,18.0,3096.0,0.0,0.03,0.0,0.0,0.0,3096.0,18.0,18.0,3096.0,,,,,,,,,,,,,,,0.0,,100.0,0.05,0.0,0.0,0.0,100.0,,1.0,100.0,0.0005,172.0
2021-07-21,68.0,11186.0,0.01,0.11,0.0,0.01,0.0,11186.0,68.0,68.0,11186.0,,50.0,0.01,,,,50.0,,,0.01,50.0,,,,0.01,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017,164.5
2021-07-22,50.0,8075.0,0.01,0.07,0.0,0.01,0.0,8075.0,50.0,50.0,8075.0,,,,,,0.0,,18.0,,,,,,18.0,0.01,0.0,100.0,0.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.0013,161.5
2021-07-23,50.0,8025.0,0.01,0.07,0.0,0.01,0.0,8025.0,50.0,50.0,8025.0,,,,,,,,,,,,,,,0.01,,100.0,0.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.0013,160.5
2021-07-26,50.0,8125.0,0.01,0.07,0.0,0.01,0.0,8125.0,50.0,50.0,8125.0,,,,,,,,,,,,,,,0.01,,100.0,0.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.0013,162.5
2021-07-27,50.0,8050.0,0.01,0.08,0.0,0.01,0.0,8050.0,50.0,50.0,8050.0,,,,,,,,,,,,,,,0.01,,100.0,0.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.0013,161.0
2021-07-28,50.0,7950.0,0.01,0.08,0.0,0.01,0.0,7950.0,50.0,50.0,7950.0,,,,,,,,,,,,,,,0.01,,100.0,0.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.0009,159.0
2021-07-29,50.0,8050.0,0.01,0.08,0.0,0.01,0.0,8050.0,50.0,50.0,8050.0,,,,,,,,,,,,,,,0.01,,100.0,0.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.0009,161.0
2021-07-30,50.0,8050.0,0.01,0.08,0.0,0.01,0.0,8050.0,50.0,50.0,8050.0,,,,,,,,,,,,,,,0.01,,100.0,0.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.0009,161.0
2021-08-02,50.0,8075.0,0.01,0.08,0.0,0.01,0.0,8075.0,50.0,50.0,8075.0,,,,,,,,,,,,,,,0.01,,100.0,0.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.0009,161.5
2021-08-03,50.0,8275.0,0.01,0.08,0.0,0.01,0.0,8275.0,50.0,50.0,8275.0,,,,,,,,,,,,,,,0.01,,100.0,0.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.0009,165.5
2021-08-04,250.0,40875.0,0.03,0.4,0.02,0.04,0.0,24525.0,150.0,150.0,24525.0,,100.0,,,100.0,,,,,,100.0,0.02,,,0.02,,100.0,0.26,0.0,0.0,0.0,100.0,20.0,0.68,80.0,0.0043,163.5
2021-08-05,250.0,40625.0,0.03,0.4,0.02,0.04,0.0,24375.0,150.0,150.0,24375.0,,,,,,,,,,,,,,,0.02,,100.0,0.26,0.0,0.0,0.0,100.0,20.0,0.68,80.0,0.0043,162.5
2021-08-06,250.0,40500.0,0.03,0.37,0.02,0.04,0.0,24300.0,150.0,150.0,24300.0,,,,,,,,,,,,,,,0.02,,100.0,0.26,0.0,0.0,0.0,100.0,20.0,0.68,80.0,0.0043,162.0
2021-08-09,250.0,40000.0,0.03,0.37,0.02,0.04,0.0,24000.0,150.0,150.0,24000.0,,,,,,,,,,,,,,,0.02,,100.0,0.26,0.0,0.0,0.0,100.0,20.0,0.68,80.0,0.0043,160.0
2021-08-10,250.0,39750.0,0.03,0.38,0.02,0.04,0.0,23850.0,150.0,150.0,23850.0,,,,,,,,,,,,,,,0.02,,100.0,0.25,0.0,0.0,0.0,100.0,20.0,0.68,80.0,0.0042,159.0
2021-08-11,250.0,39875.0,0.03,0.37,0.02,0.04,0.0,23925.0,150.0,150.0,23925.0,,,,,,,,,,,,,,,0.02,,100.0,0.25,0.0,0.0,0.0,100.0,20.0,0.68,80.0,0.0042,159.5
2021-08-12,250.0,40000.0,0.03,0.37,0.02,0.04,0.0,24000.0,150.0,150.0,24000.0,,,,,,,,,,,,,,,0.02,,100.0,0.25,0.0,0.0,0.0,100.0,20.0,0.68,80.0,0.0042,160.0
2021-08-13,250.0,39375.0,0.03,0.41,0.02,0.04,0.0,23625.0,150.0,150.0,23625.0,,,,,,,,,,,,,,,0.02,,100.0,0.25,0.0,0.0,0.0,100.0,20.0,0.68,80.0,0.0042,157.5
2021-08-16,250.0,38875.0,0.03,0.41,0.02,0.04,0.0,23325.0,150.0,150.0,23325.0,,,,,,,,,,,,,,,0.02,,100.0,0.25,0.0,0.0,0.0,100.0,20.0,0.68,80.0,0.0042,155.5
2021-08-17,250.0,39125.0,0.03,0.43,0.02,0.04,0.0,23475.0,150.0,150.0,23475.0,,,,,,,,,,,,,,,0.02,,100.0,0.25,0.0,0.0,0.0,100.0,20.0,0.68,80.0,0.0042,156.5
2021-08-18,250.0,39000.0,0.03,0.44,0.02,0.04,0.0,23400.0,150.0,150.0,23400.0,,,,,,,,,,,,,,,0.02,,100.0,0.25,0.0,0.0,0.0,100.0,20.0,0.68,80.0,0.0042,156.0
2021-08-19,250.0,38625.0,0.03,0.45,0.02,0.04,0.0,23175.0,150.0,150.0,23175.0,,,,,,,,,,,,,,,0.02,,100.0,0.25,0.0,0.0,0.0,100.0,20.0,0.68,80.0,0.0042,154.5
2021-08-20,250.0,39000.0,0.03,0.45,0.02,0.04,0.0,23400.0,150.0,150.0,23400.0,,,,,,,,,,,,,,,0.02,,100.0,0.25,0.0,0.0,0.0,100.0,20.0,0.68,80.0,0.0042,156.0
2021-08-23,250.0,39125.0,0.03,0.45,0.02,0.04,0.0,23475.0,150.0,150.0,23475.0,,,,,,,,,,,,,,,0.02,,100.0,0.25,0.0,0.0,0.0,100.0,20.0,0.68,80.0,0.0042,156.5
2021-08-24,250.0,39125.0,0.03,0.48,0.02,0.04,0.0,23475.0,150.0,150.0,23475.0,,,,,,,,,,,,,,,0.02,,100.0,0.25,0.0,0.0,0.0,100.0,20.0,0.68,80.0,0.0042,156.5
2021-08-25,250.0,38750.0,0.03,0.49,0.02,0.04,0.0,23250.0,150.0,150.0,23250.0,,,,,,,,,,,,,,,0.02,,100.0,0.25,0.0,0.0,0.0,100.0,20.0,0.68,80.0,0.0042,155.0
2021-08-26,250.0,38750.0,0.03,0.49,0.02,0.04,0.0,23250.0,150.0,150.0,23250.0,,,,,,,,,,,,,,,0.02,,100.0,0.25,0.0,0.0,0.0,100.0,20.0,0.68,80.0,0.0042,155.0
2021-08-27,250.0,38875.0,0.03,0.5,0.02,0.04,0.0,23325.0,150.0,150.0,23325.0,,,,,,,,,,,,,,,0.02,,100.0,0.25,0.0,0.0,0.0,100.0,20.0,0.68,80.0,0.0042,155.5
2021-08-30,250.0,38500.0,0.03,0.5,0.02,0.04,0.0,23100.0,150.0,150.0,23100.0,,,,,,,,,,,,,,,0.02,,100.0,0.25,0.0,0.0,0.0,100.0,19.95,0.6806,80.05,0.0042,154.0
2021-08-31,250.0,38500.0,0.03,0.51,0.02,0.04,0.0,23100.0,150.0,150.0,23100.0,,,,,,,,,,,,,,,0.02,,100.0,0.25,0.0,0.0,0.0,100.0,20.0,0.68,80.0,0.0042,154.0
2021-09-01,250.0,38500.0,0.03,0.53,0.02,0.04,0.0,23100.0,150.0,150.0,23100.0,,,,,,,,,,,,,,,0.02,,100.0,0.25,0.0,0.0,0.0,100.0,20.0,0.68,80.0,0.0042,154.0
2021-09-02,250.0,38125.0,0.03,0.65,0.02,0.04,0.0,22875.0,150.0,150.0,22875.0,,,,,,,,,,,,,,,0.02,,100.0,0.25,0.0,0.0,0.0,100.0,20.0,0.68,80.0,0.0042,152.5
2021-09-03,250.0,38375.0,0.03,0.62,0.02,0.04,0.0,23025.0,150.0,150.0,23025.0,,,,,,,,,,,,,,,0.02,,100.0,0.25,0.0,0.0,0.0,100.0,20.0,0.68,80.0,0.0042,153.5
2021-09-06,250.0,38750.0,0.03,0.61,0.02,0.04,0.0,23250.0,150.0,150.0,23250.0,,,,,,,,,,,,,,,0.02,,100.0,0.25,0.0,0.0,0.0,100.0,20.0,0.68,80.0,0.0042,155.0
2021-09-07,250.0,40000.0,0.03,0.59,0.02,0.04,0.0,24000.0,150.0,150.0,24000.0,,,,,,,,,,,,,,,0.02,,100.0,0.25,0.0,0.0,0.0,100.0,20.0,0.68,80.0,0.0042,160.0
2021-09-08,250.0,39375.0,0.03,0.56,0.02,0.04,0.0,23625.0,150.0,150.0,23625.0,,,,,,,,,,,,,,,0.02,,100.0,0.25,0.0,0.0,0.0,100.0,20.0,0.68,80.0,0.0042,157.5
2021-09-09,250.0,40000.0,0.03,0.48,0.02,0.04,0.0,24000.0,150.0,150.0,24000.0,,,,,,,,,,,,,,,0.02,,100.0,0.25,0.0,0.0,0.0,100.0,20.0,0.68,80.0,0.0042,160.0
2021-09-10,50.0,7950.0,0.01,0.09,0.0,0.01,0.0,7950.0,50.0,50.0,7950.0,,,,,,0.02,,100.0,,,,,,100.0,0.01,0.02,100.0,0.08,0.0,0.0,0.0,100.0,,1.0,100.0,0.0008,159.0
2021-09-13,250.0,40000.0,0.03,0.47,0.02,0.04,0.0,24000.0,150.0,150.0,24000.0,,100.0,,,100.0,,,,,,100.0,0.02,,,0.02,,100.0,0.25,0.0,0.0,0.0,100.0,20.0,0.68,80.0,0.0042,160.0
2021-09-14,250.0,40125.0,0.03,0.43,0.02,0.04,0.0,24075.0,150.0,150.0,24075.0,,,,,,,,,,,,,,,0.02,,100.0,0.25,0.0,0.0,0.0,100.0,20.0,0.68,80.0,0.0042,160.5
2021-09-15,250.0,39875.0,0.03,0.42,0.02,0.04,0.0,23925.0,150.0,150.0,23925.0,,,,,,,,,,,,,,,0.02,,100.0,0.25,0.0,0.0,0.0,100.0,20.0,0.68,80.0,0.0042,159.5
2021-09-16,250.0,39625.0,0.03,0.41,0.02,0.04,0.0,23775.0,150.0,150.0,23775.0,,,,,,,,,,,,,,,0.02,,100.0,0.25,0.0,0.0,0.0,100.0,20.0,0.68,80.0,0.0042,158.5
2021-09-17,250.0,39250.0,0.03,0.46,0.02,0.04,0.0,23550.0,150.0,150.0,23550.0,,,,,,,,,,,,,,,0.02,,100.0,0.25,0.0,0.0,0.0,100.0,20.0,0.68,80.0,0.0042,157.0
2021-09-20,150.0,23925.0,0.02,0.27,0.01,0.02,0.0,7975.0,150.0,50.0,23925.0,,,,,,,,,,,,,,100.0,0.02,0.02,100.0,0.25,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.0025,159.5
2021-09-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.02,,150.0,,,,,,50.0,0.0,0.01,0.0,0.0,59540.0,9496630.0,9.5,0.0,,0.0,,0.0,159.5
2021-09-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,59540.0,9764560.0,9.61,0.0,,0.0,,0.0,164.0
2021-09-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,59540.0,10300420.0,9.96,0.0,,0.0,,0.0,173.0
2021-09-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,59540.0,10627890.0,10.44,0.0,,0.0,,0.0,178.5
2021-09-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,61540.0,10954120.0,10.98,0.0,,0.0,,0.0,178.0
2021-09-28,60.0,10320.0,0.01,0.07,0.0,0.01,0.0,5160.0,30.0,30.0,5160.0,,,,,30.0,,,,,,,0.01,30.0,,0.01,,100.0,0.05,0.0,0.0,0.0,100.0,,1.0,100.0,0.001,172.0
