,ALAUD FP Equity_DX_SI_QTY,ALAUD FP Equity_DX_SHORT_INTEREST_VALUE,ALAUD FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALAUD FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALAUD FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALAUD FP Equity_DX_SI_MV,ALAUD FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALAUD FP Equity_DX_SUPPLY_SI_QTY,ALAUD FP Equity_DX_BROKER_SI_QTY,ALAUD FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALAUD FP Equity_DX_SUPPLY_SI_MV,ALAUD FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALAUD FP Equity_DX_UTILIZATION_QUANTITY,ALAUD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALAUD FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALAUD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALAUD FP Equity_DX_ACTIVE_UTILIZATION_MV,ALAUD FP Equity_DX_BROKER_SI_CON_RATIO,ALAUD FP Equity_DX_DEMAND_SUPPLY_RATIO,ALAUD FP Equity_PX_LAST
2025-02-05,,,,,,,,,,,,,,,,,,,,3.74
2025-02-06,,,,,,,,,,,,,,,,,,,,3.64
2025-02-07,,,,,,,,,,,,,,,,,,,,3.66
2025-02-10,,,,,,,,,,,,,,,,,,,,3.72
2025-02-11,,,,,,,,,,,,,,,,,,,,3.48
2025-02-12,,,,,,,,,,,,,,,,,,,,3.28
2025-02-13,,,,,,,,,,,,,,,,,,,,3.2
2025-02-14,,,,,,,,,,,,,,,,,,,,3.26
2025-02-17,,,,,,,,,,,,,,,,,,,,3.22
2025-02-18,,,,,,,,,,,,,,,,,,,,3.2
2025-02-19,,,,,,,,,,,,,,,,,,,,3.12
2025-02-20,,,,,,,,,,,,,,,,,,,,3.18
2025-02-21,,,,,,,,,,,,,,,,,,,,3.08
2025-02-24,,,,,,,,,,,,,,,,,,,,3.06
2025-02-25,,,,,,,,,,,,,,,,,,,,2.94
2025-02-26,,,,,,,,,,,,,,,,,,,,3.08
2025-02-27,,,,,,,,,,,,,,,,,,,,3.18
2025-02-28,,,,,,,,,,,,,,,,,,,,3.04
2025-03-03,,,,,,,,,,,,,,,,,,,,3.1
2025-03-04,,,,,,,,,,,,,,,,,,,,3.1
2025-03-05,,,,,,,,,,,,,,,,,,,,3.0
2025-03-06,,,,,,,,,,,,,,,,,,,,2.96
2025-03-07,,,,,,,,,,,,,,,,,,,,3.02
2025-03-10,,,,,,,,,,,,,,,,,,,,3.0
2025-03-11,,,,,,,,,,,,,,,,,,,,3.02
2025-03-12,,,,,,,,,,,,,,,,,,,,3.02
2025-03-13,,,,,,,,,,,,,,,,,,,,3.08
2025-03-14,,,,,,,,,,,,,,,,,,,,3.1
2025-03-17,,,,,,,,,,,,,,,,,,,,3.08
2025-03-18,,,,,,,,,,,,,,,,,,,,3.02
2025-03-19,,,,,,,,,,,,,,,,,,,,2.98
2025-03-20,,,,,,,,,,,,,,,,,,,,2.94
2025-03-21,,,,,,,,,,,,,,,,,,,,2.98
2025-03-24,,,,,,,,,,,,,,,,,,,,2.94
2025-03-25,,,,,,,,,,,,,,,,,,,,2.92
2025-03-26,,,,,,,,,,,,,,,,,,,,2.9
2025-03-27,,,,,,,,,,,,,,,,,,,,2.86
2025-03-28,,,,,,,,,,,,,,,,,,,,2.82
2025-03-31,,,,,,,,,,,,,,,,,,,,2.76
2025-04-01,,,,,,,,,,,,,,,,,,,,2.78
2025-04-02,,,,,,,,,,,,,,,,,,,,2.76
2025-04-03,,,,,,,,,,,,,,,,,,,,2.7
2025-04-04,,,,,,,,,,,,,,,,,,,,2.72
2025-04-07,,,,,,,,,,,,,,,,,,,,2.72
2025-04-08,,,,,,,,,,,,,,,,,,,,2.9
2025-04-09,,,,,,,,,,,,,,,,,,,,2.7
2025-04-10,,,,,,,,,,,,,,,,,,,,2.72
2025-04-11,,,,,,,,,,,,,,,,,,,,2.76
2025-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,64.8,0.0,0.0,0.0,0.0,2.7
2025-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,65.76,0.0,0.0,0.0,0.0,2.74
2025-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,64.8,0.0,0.0,0.0,0.0,2.7
2025-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,65.76,0.0,0.0,0.0,0.0,2.74
2025-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,65.76,0.0,0.0,0.0,0.0,
2025-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,65.76,0.0,0.0,0.0,0.0,
2025-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,65.76,0.0,0.0,0.0,0.0,2.74
2025-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,65.76,0.0,0.0,0.0,0.0,2.74
2025-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,65.76,0.0,0.0,0.0,0.0,2.74
2025-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,64.4,0.0,0.0,0.0,0.0,2.8
2025-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,60.28,0.0,0.0,0.0,0.0,2.74
2025-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,68.2,0.0,0.0,0.0,0.0,3.1
2025-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,70.84,0.0,0.0,0.0,0.0,3.22
2025-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,61.18,0.0,0.0,0.0,0.0,
2025-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,52.8,0.0,0.0,0.0,0.0,3.3
2025-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,64.22,0.0,0.0,0.0,0.0,3.38
2025-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,64.98,0.0,0.0,0.0,0.0,3.42
2025-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,64.22,0.0,0.0,0.0,0.0,3.38
2025-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,61.18,0.0,0.0,0.0,0.0,3.22
2025-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,81.64,0.0,0.0,0.0,0.0,3.14
2025-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,86.84,0.0,0.0,0.0,0.0,3.34
2025-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,85.8,0.0,0.0,0.0,0.0,3.3
2025-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,89.1,0.0,0.0,0.0,0.0,3.3
2025-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,85.86,0.0,0.0,0.0,0.0,3.18
2025-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,85.86,0.0,0.0,0.0,0.0,3.18
2025-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,91.26,0.0,0.0,0.0,0.0,3.38
2025-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,88.02,0.0,0.0,0.0,0.0,3.26
2025-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,83.7,0.0,0.0,0.0,0.0,3.1
2025-05-22,,,,,,,,,,,,,,,,,,,,3.6
2025-05-23,,,,,,,,,,,,,,,,,,,,3.56
2025-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,102.06,0.0,0.0,0.0,0.0,3.78
2025-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,93.08,0.0,0.0,0.0,0.0,3.58
2025-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,93.6,0.0,0.0,0.0,0.0,3.6
2025-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,94.12,0.0,0.0,0.0,0.0,3.62
2025-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,94.12,0.0,0.0,0.0,0.0,3.62
2025-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,92.04,0.0,0.0,0.0,0.0,3.54
2025-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,92.56,0.0,0.0,0.0,0.0,3.56
2025-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,92.04,0.0,0.0,0.0,0.0,3.54
2025-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,92.04,0.0,0.0,0.0,0.0,3.54
2025-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,91.0,0.0,0.0,0.0,0.0,3.5
2025-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,93.08,0.0,0.0,0.0,0.0,3.58
2025-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,95.16,0.0,0.0,0.0,0.0,3.66
2025-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,93.6,0.0,0.0,0.0,0.0,3.6
2025-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,90.5,0.0,0.0,0.0,0.0,3.62
2025-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,89.0,0.0,0.0,0.0,0.0,3.56
2025-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,89.5,0.0,0.0,0.0,0.0,3.58
2025-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,90.0,0.0,0.0,0.0,0.0,3.6
2025-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,90.0,0.0,0.0,0.0,0.0,3.6
2025-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,90.0,0.0,0.0,0.0,0.0,3.6
2025-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,88.5,0.0,0.0,0.0,0.0,3.54
2025-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,89.5,0.0,0.0,0.0,0.0,3.58
2025-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,88.5,0.0,0.0,0.0,0.0,3.54
2025-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,85.92,0.0,0.0,0.0,0.0,3.58
2025-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,86.4,0.0,0.0,0.0,0.0,3.6
2025-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,87.36,0.0,0.0,0.0,0.0,3.64
2025-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,87.36,0.0,0.0,0.0,0.0,3.64
2025-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,86.4,0.0,0.0,0.0,0.0,3.6
2025-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,85.44,0.0,0.0,0.0,0.0,3.56
2025-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,88.32,0.0,0.0,0.0,0.0,3.68
2025-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,89.28,0.0,0.0,0.0,0.0,3.72
2025-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,89.28,0.0,0.0,0.0,0.0,3.72
2025-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,84.96,0.0,0.0,0.0,0.0,3.54
2025-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,84.0,0.0,0.0,0.0,0.0,3.5
2025-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,84.96,0.0,0.0,0.0,0.0,3.54
2025-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,84.0,0.0,0.0,0.0,0.0,3.5
2025-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,80.5,0.0,0.0,0.0,0.0,3.5
2025-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,80.5,0.0,0.0,0.0,0.0,3.5
2025-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,80.5,0.0,0.0,0.0,0.0,3.5
2025-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,81.88,0.0,0.0,0.0,0.0,3.56
2025-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,74.76,0.0,0.0,0.0,0.0,3.56
2025-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,74.76,0.0,0.0,0.0,0.0,3.56
2025-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,74.34,0.0,0.0,0.0,0.0,3.54
2025-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,73.92,0.0,0.0,0.0,0.0,3.52
2025-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,73.08,0.0,0.0,0.0,0.0,3.48
2025-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,75.6,0.0,0.0,0.0,0.0,3.6
2025-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,76.86,0.0,0.0,0.0,0.0,3.66
2025-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,73.6,0.0,0.0,0.0,0.0,3.68
2025-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,73.6,0.0,0.0,0.0,0.0,3.68
2025-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,74.0,0.0,0.0,0.0,0.0,3.7
2025-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,73.6,0.0,0.0,0.0,0.0,3.68
2025-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,73.6,0.0,0.0,0.0,0.0,3.68
2025-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,73.6,0.0,0.0,0.0,0.0,3.68
2025-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,72.8,0.0,0.0,0.0,0.0,3.64
2025-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,73.6,0.0,0.0,0.0,0.0,3.68
2025-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,74.8,0.0,0.0,0.0,0.0,3.74
2025-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,75.6,0.0,0.0,0.0,0.0,3.78
2025-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,71.82,0.0,0.0,0.0,0.0,3.78
2025-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,71.82,0.0,0.0,0.0,0.0,3.78
2025-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,71.44,0.0,0.0,0.0,0.0,3.76
2025-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,71.44,0.0,0.0,0.0,0.0,3.76
2025-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,70.3,0.0,0.0,0.0,0.0,3.7
2025-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,71.44,0.0,0.0,0.0,0.0,3.76
2025-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,71.82,0.0,0.0,0.0,0.0,3.78
2025-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,70.68,0.0,0.0,0.0,0.0,3.72
2025-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,71.82,0.0,0.0,0.0,0.0,3.78
2025-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,71.82,0.0,0.0,0.0,0.0,3.78
2025-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,71.44,0.0,0.0,0.0,0.0,3.76
2025-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,70.68,0.0,0.0,0.0,0.0,3.72
2025-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,71.82,0.0,0.0,0.0,0.0,3.78
2025-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,69.92,0.0,0.0,0.0,0.0,3.68
