,MLFIR FP Equity_DX_SI_QTY,MLFIR FP Equity_DX_SHORT_INTEREST_VALUE,MLFIR FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MLFIR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MLFIR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MLFIR FP Equity_DX_SI_MV,MLFIR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MLFIR FP Equity_DX_SUPPLY_SI_QTY,MLFIR FP Equity_DX_BROKER_SI_QTY,MLFIR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MLFIR FP Equity_DX_SUPPLY_SI_MV,MLFIR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MLFIR FP Equity_DX_UTILIZATION_QUANTITY,MLFIR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MLFIR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MLFIR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MLFIR FP Equity_DX_ACTIVE_UTILIZATION_MV,MLFIR FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MLFIR FP Equity_DX_BROKER_SI_CON_RATIO,MLFIR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MLFIR FP Equity_DX_DEMAND_SUPPLY_RATIO,MLFIR FP Equity_PX_LAST
2024-08-05,,,,,,,,,,,,,,,,,,,,,,36.4
2024-08-06,,,,,,,,,,,,,,,,,,,,,,36.4
2024-08-07,,,,,,,,,,,,,,,,,,,,,,36.4
2024-08-08,,,,,,,,,,,,,,,,,,,,,,36.4
2024-08-09,,,,,,,,,,,,,,,,,,,,,,36.4
2024-08-12,,,,,,,,,,,,,,,,,,,,,,36.4
2024-08-13,,,,,,,,,,,,,,,,,,,,,,36.4
2024-08-14,,,,,,,,,,,,,,,,,,,,,,36.4
2024-08-15,,,,,,,,,,,,,,,,,,,,,,36.4
2024-08-16,,,,,,,,,,,,,,,,,,,,,,36.4
2024-08-19,,,,,,,,,,,,,,,,,,,,,,36.4
2024-08-20,,,,,,,,,,,,,,,,,,,,,,36.4
2024-08-21,,,,,,,,,,,,,,,,,,,,,,36.4
2024-08-22,,,,,,,,,,,,,,,,,,,,,,36.4
2024-08-23,,,,,,,,,,,,,,,,,,,,,,36.4
2024-08-26,,,,,,,,,,,,,,,,,,,,,,36.4
2024-08-27,,,,,,,,,,,,,,,,,,,,,,36.4
2024-08-28,,,,,,,,,,,,,,,,,,,,,,36.4
2024-08-29,,,,,,,,,,,,,,,,,,,,,,36.4
2024-08-30,,,,,,,,,,,,,,,,,,,,,,36.4
2024-09-02,,,,,,,,,,,,,,,,,,,,,,36.4
2024-09-03,,,,,,,,,,,,,,,,,,,,,,36.4
2024-09-04,,,,,,,,,,,,,,,,,,,,,,36.4
2024-09-05,,,,,,,,,,,,,,,,,,,,,,36.4
2024-09-06,,,,,,,,,,,,,,,,,,,,,,36.4
2024-09-09,,,,,,,,,,,,,,,,,,,,,,36.4
2024-09-10,,,,,,,,,,,,,,,,,,,,,,36.4
2024-09-11,,,,,,,,,,,,,,,,,,,,,,36.4
2024-09-12,,,,,,,,,,,,,,,,,,,,,,36.4
2024-09-13,,,,,,,,,,,,,,,,,,,,,,36.4
2024-09-16,,,,,,,,,,,,,,,,,,,,,,36.4
2024-09-17,,,,,,,,,,,,,,,,,,,,,,36.4
2024-09-18,,,,,,,,,,,,,,,,,,,,,,36.4
2024-09-19,,,,,,,,,,,,,,,,,,,,,,36.4
2024-09-20,,,,,,,,,,,,,,,,,,,,,,36.4
2024-09-23,,,,,,,,,,,,,,,,,,,,,,36.4
2024-09-24,,,,,,,,,,,,,,,,,,,,,,36.4
2024-09-25,,,,,,,,,,,,,,,,,,,,,,36.4
2024-09-26,,,,,,,,,,,,,,,,,,,,,,36.4
2024-09-27,,,,,,,,,,,,,,,,,,,,,,36.4
2024-09-30,,,,,,,,,,,,,,,,,,,,,,36.4
2024-10-01,,,,,,,,,,,,,,,,,,,,,,36.4
2024-10-02,,,,,,,,,,,,,,,,,,,,,,36.4
2024-10-03,,,,,,,,,,,,,,,,,,,,,,36.4
2024-10-04,,,,,,,,,,,,,,,,,,,,,,36.4
2024-10-07,,,,,,,,,,,,,,,,,,,,,,36.4
2024-10-08,,,,,,,,,,,,,,,,,,,,,,36.4
2024-10-09,,,,,,,,,,,,,,,,,,,,,,36.4
2024-10-10,,,,,,,,,,,,,,,,,,,,,,36.4
2024-10-11,,,,,,,,,,,,,,,,,,,,,,36.4
2024-10-14,,,,,,,,,,,,,,,,,,,,,,36.4
2024-10-15,,,,,,,,,,,,,,,,,,,,,,36.4
2024-10-16,,,,,,,,,,,,,,,,,,,,,,36.4
2024-10-17,,,,,,,,,,,,,,,,,,,,,,36.4
2024-10-18,,,,,,,,,,,,,,,,,,,,,,36.4
2024-10-21,,,,,,,,,,,,,,,,,,,,,,36.4
2024-10-22,,,,,,,,,,,,,,,,,,,,,,36.4
2024-10-23,,,,,,,,,,,,,,,,,,,,,,36.4
2024-10-24,,,,,,,,,,,,,,,,,,,,,,36.4
2024-10-25,,,,,,,,,,,,,,,,,,,,,,36.4
2024-10-28,,,,,,,,,,,,,,,,,,,,,,36.4
2024-10-29,,,,,,,,,,,,,,,,,,,,,,36.4
2024-10-30,,,,,,,,,,,,,,,,,,,,,,36.4
2024-10-31,,,,,,,,,,,,,,,,,,,,,,36.4
2024-11-01,,,,,,,,,,,,,,,,,,,,,,36.4
2024-11-04,,,,,,,,,,,,,,,,,,,,,,36.4
2024-11-05,,,,,,,,,,,,,,,,,,,,,,36.4
2024-11-06,,,,,,,,,,,,,,,,,,,,,,36.4
2024-11-07,,,,,,,,,,,,,,,,,,,,,,36.4
2024-11-08,,,,,,,,,,,,,,,,,,,,,,36.4
2024-11-11,,,,,,,,,,,,,,,,,,,,,,36.4
2024-11-12,,,,,,,,,,,,,,,,,,,,,,36.4
2024-11-13,,,,,,,,,,,,,,,,,,,,,,36.4
2024-11-14,,,,,,,,,,,,,,,,,,,,,,36.4
2024-11-15,,,,,,,,,,,,,,,,,,,,,,36.4
2024-11-18,,,,,,,,,,,,,,,,,,,,,,36.4
2024-11-19,,,,,,,,,,,,,,,,,,,,,,36.4
2024-11-20,,,,,,,,,,,,,,,,,,,,,,36.4
2024-11-21,,,,,,,,,,,,,,,,,,,,,,36.4
2024-11-22,,,,,,,,,,,,,,,,,,,,,,36.4
2024-11-25,,,,,,,,,,,,,,,,,,,,,,36.4
2024-11-26,,,,,,,,,,,,,,,,,,,,,,36.4
2024-11-27,,,,,,,,,,,,,,,,,,,,,,36.4
2024-11-28,,,,,,,,,,,,,,,,,,,,,,36.4
2024-11-29,,,,,,,,,,,,,,,,,,,,,,36.4
2024-12-02,,,,,,,,,,,,,,,,,,,,,,36.4
2024-12-03,,,,,,,,,,,,,,,,,,,,,,36.4
2024-12-04,,,,,,,,,,,,,,,,,,,,,,36.4
2024-12-05,,,,,,,,,,,,,,,,,,,,,,36.4
2024-12-06,,,,,,,,,,,,,,,,,,,,,,36.4
2024-12-09,,,,,,,,,,,,,,,,,,,,,,36.4
2024-12-10,,,,,,,,,,,,,,,,,,,,,,36.4
2024-12-11,,,,,,,,,,,,,,,,,,,,,,36.4
2024-12-12,,,,,,,,,,,,,,,,,,,,,,36.4
2024-12-13,,,,,,,,,,,,,,,,,,,,,,36.4
2024-12-16,,,,,,,,,,,,,,,,,,,,,,36.4
2024-12-17,,,,,,,,,,,,,,,,,,,,,,36.4
2024-12-18,,,,,,,,,,,,,,,,,,,,,,36.4
2024-12-19,,,,,,,,,,,,,,,,,,,,,,36.4
2024-12-20,,,,,,,,,,,,,,,,,,,,,,36.4
2024-12-23,,,,,,,,,,,,,,,,,,,,,,36.4
2024-12-24,,,,,,,,,,,,,,,,,,,,,,36.4
2024-12-27,,,,,,,,,,,,,,,,,,,,,,36.4
2024-12-30,,,,,,,,,,,,,,,,,,,,,,36.4
2024-12-31,,,,,,,,,,,,,,,,,,,,,,36.4
2025-01-02,,,,,,,,,,,,,,,,,,,,,,36.4
2025-01-03,,,,,,,,,,,,,,,,,,,,,,36.4
2025-01-06,,,,,,,,,,,,,,,,,,,,,,36.4
2025-01-07,,,,,,,,,,,,,,,,,,,,,,36.4
2025-01-08,,,,,,,,,,,,,,,,,,,,,,36.4
2025-01-09,,,,,,,,,,,,,,,,,,,,,,36.4
2025-01-10,,,,,,,,,,,,,,,,,,,,,,36.4
2025-01-13,,,,,,,,,,,,,,,,,,,,,,36.4
2025-01-14,,,,,,,,,,,,,,,,,,,,,,36.4
2025-01-15,,,,,,,,,,,,,,,,,,,,,,36.4
2025-01-16,,,,,,,,,,,,,,,,,,,,,,36.4
2025-01-17,,,,,,,,,,,,,,,,,,,,,,36.4
2025-01-20,,,,,,,,,,,,,,,,,,,,,,36.4
2025-01-21,,,,,,,,,,,,,,,,,,,,,,36.4
2025-01-22,,,,,,,,,,,,,,,,,,,,,,36.4
2025-01-23,,,,,,,,,,,,,,,,,,,,,,36.4
2025-01-24,,,,,,,,,,,,,,,,,,,,,,36.4
2025-01-27,,,,,,,,,,,,,,,,,,,,,,36.4
2025-01-28,,,,,,,,,,,,,,,,,,,,,,36.4
2025-01-29,,,,,,,,,,,,,,,,,,,,,,36.4
2025-01-30,,,,,,,,,,,,,,,,,,,,,,36.4
2025-01-31,,,,,,,,,,,,,,,,,,,,,,36.4
2025-02-03,,,,,,,,,,,,,,,,,,,,,,36.4
2025-02-04,,,,,,,,,,,,,,,,,,,,,,36.4
2025-02-05,,,,,,,,,,,,,,,,,,,,,,36.4
2025-02-06,,,,,,,,,,,,,,,,,,,,,,36.4
2025-02-07,,,,,,,,,,,,,,,,,,,,,,36.4
2025-02-10,,,,,,,,,,,,,,,,,,,,,,36.4
2025-02-11,,,,,,,,,,,,,,,,,,,,,,36.4
2025-02-12,,,,,,,,,,,,,,,,,,,,,,36.4
2025-02-13,,,,,,,,,,,,,,,,,,,,,,36.4
2025-02-14,,,,,,,,,,,,,,,,,,,,,,36.4
2025-02-17,,,,,,,,,,,,,,,,,,,,,,36.4
2025-02-18,,,,,,,,,,,,,,,,,,,,,,36.4
2025-02-19,,,,,,,,,,,,,,,,,,,,,,36.4
2025-02-20,,,,,,,,,,,,,,,,,,,,,,36.4
2025-02-21,,,,,,,,,,,,,,,,,,,,,,36.4
2025-02-24,,,,,,,,,,,,,,,,,,,,,,36.4
2025-02-25,,,,,,,,,,,,,,,,,,,,,,36.4
2025-02-26,,,,,,,,,,,,,,,,,,,,,,36.4
2025-02-27,,,,,,,,,,,,,,,,,,,,,,36.4
2025-02-28,,,,,,,,,,,,,,,,,,,,,,36.4
2025-03-03,,,,,,,,,,,,,,,,,,,,,,36.4
2025-03-04,,,,,,,,,,,,,,,,,,,,,,36.4
2025-03-05,,,,,,,,,,,,,,,,,,,,,,36.4
2025-03-06,,,,,,,,,,,,,,,,,,,,,,36.4
2025-03-07,,,,,,,,,,,,,,,,,,,,,,36.4
2025-03-10,,,,,,,,,,,,,,,,,,,,,,36.4
2025-03-11,,,,,,,,,,,,,,,,,,,,,,36.4
2025-03-12,,,,,,,,,,,,,,,,,,,,,,36.4
2025-03-13,,,,,,,,,,,,,,,,,,,,,,36.4
2025-03-14,,,,,,,,,,,,,,,,,,,,,,36.4
2025-03-17,,,,,,,,,,,,,,,,,,,,,,36.4
2025-03-18,,,,,,,,,,,,,,,,,,,,,,36.4
2025-03-19,,,,,,,,,,,,,,,,,,,,,,36.4
2025-03-20,,,,,,,,,,,,,,,,,,,,,,36.4
2025-03-21,,,,,,,,,,,,,,,,,,,,,,36.4
2025-03-24,,,,,,,,,,,,,,,,,,,,,,36.4
2025-03-25,,,,,,,,,,,,,,,,,,,,,,36.4
2025-03-26,,,,,,,,,,,,,,,,,,,,,,36.4
2025-03-27,,,,,,,,,,,,,,,,,,,,,,36.4
2025-03-28,,,,,,,,,,,,,,,,,,,,,,36.4
2025-03-31,,,,,,,,,,,,,,,,,,,,,,36.4
2025-04-01,,,,,,,,,,,,,,,,,,,,,,36.4
2025-04-02,,,,,,,,,,,,,,,,,,,,,,36.4
2025-04-03,,,,,,,,,,,,,,,,,,,,,,36.4
2025-04-04,,,,,,,,,,,,,,,,,,,,,,36.4
2025-04-07,,,,,,,,,,,,,,,,,,,,,,36.4
2025-04-08,,,,,,,,,,,,,,,,,,,,,,36.4
2025-04-09,,,,,,,,,,,,,,,,,,,,,,36.4
2025-04-10,,,,,,,,,,,,,,,,,,,,,,36.4
2025-04-11,,,,,,,,,,,,,,,,,,,,,,36.4
2025-04-14,,,,,,,,,,,,,,,,,,,,,,36.4
2025-04-15,,,,,,,,,,,,,,,,,,,,,,36.4
2025-04-16,,,,,,,,,,,,,,,,,,,,,,36.4
2025-04-17,,,,,,,,,,,,,,,,,,,,,,36.4
2025-04-22,,,,,,,,,,,,,,,,,,,,,,36.4
2025-04-23,,,,,,,,,,,,,,,,,,,,,,36.4
2025-04-24,,,,,,,,,,,,,,,,,,,,,,36.4
2025-04-25,,,,,,,,,,,,,,,,,,,,,,36.4
2025-04-28,,,,,,,,,,,,,,,,,,,,,,36.4
2025-04-29,,,,,,,,,,,,,,,,,,,,,,36.4
2025-04-30,,,,,,,,,,,,,,,,,,,,,,36.4
2025-05-02,,,,,,,,,,,,,,,,,,,,,,36.4
2025-05-05,,,,,,,,,,,,,,,,,,,,,,36.4
2025-05-06,,,,,,,,,,,,,,,,,,,,,,36.4
2025-05-07,,,,,,,,,,,,,,,,,,,,,,36.4
2025-05-08,,,,,,,,,,,,,,,,,,,,,,36.4
2025-05-09,,,,,,,,,,,,,,,,,,,,,,36.4
2025-05-12,,,,,,,,,,,,,,,,,,,,,,36.4
2025-05-13,,,,,,,,,,,,,,,,,,,,,,36.4
2025-05-14,,,,,,,,,,,,,,,,,,,,,,36.4
2025-05-15,,,,,,,,,,,,,,,,,,,,,,36.4
2025-05-16,,,,,,,,,,,,,,,,,,,,,,36.4
2025-05-19,,,,,,,,,,,,,,,,,,,,,,36.6
2025-05-20,,,,,,,,,,,,,,,,,,,,,,36.6
2025-05-21,,,,,,,,,,,,,,,,,,,,,,36.6
2025-05-22,,,,,,,,,,,,,,,,,,,,,,36.6
2025-05-23,,,,,,,,,,,,,,,,,,,,,,36.6
2025-05-26,,,,,,,,,,,,,,,,,,,,,,40.2
2025-05-27,,,,,,,,,,,,,,,,,,,,,,40.2
2025-05-28,,,,,,,,,,,,,,,,,,,,,,40.2
2025-05-29,,,,,,,,,,,,,,,,,,,,,,40.2
2025-05-30,,,,,,,,,,,,,,,,,,,,,,40.2
2025-06-02,,,,,,,,,,,,,,,,,,,,,,40.2
2025-06-03,,,,,,,,,,,,,,,,,,,,,,40.2
2025-06-04,,,,,,,,,,,,,,,,,,,,,,40.2
2025-06-05,,,,,,,,,,,,,,,,,,,,,,40.2
2025-06-06,,,,,,,,,,,,,,,,,,,,,,40.2
2025-06-09,,,,,,,,,,,,,,,,,,,,,,40.2
2025-06-10,,,,,,,,,,,,,,,,,,,,,,40.2
2025-06-11,,,,,,,,,,,,,,,,,,,,,,40.2
2025-06-12,,,,,,,,,,,,,,,,,,,,,,40.2
2025-06-13,,,,,,,,,,,,,,,,,,,,,,40.2
2025-06-16,,,,,,,,,,,,,,,,,,,,,,40.2
2025-06-17,,,,,,,,,,,,,,,,,,,,,,40.2
2025-06-18,,,,,,,,,,,,,,,,,,,,,,40.2
2025-06-19,,,,,,,,,,,,,,,,,,,,,,40.2
2025-06-20,,,,,,,,,,,,,,,,,,,,,,40.2
2025-06-23,,,,,,,,,,,,,,,,,,,,,,40.2
2025-06-24,,,,,,,,,,,,,,,,,,,,,,40.2
2025-06-25,,,,,,,,,,,,,,,,,,,,,,40.2
2025-06-26,,,,,,,,,,,,,,,,,,,,,,40.2
2025-06-27,,,,,,,,,,,,,,,,,,,,,,40.2
2025-06-30,,,,,,,,,,,,,,,,,,,,,,40.2
2025-07-01,,,,,,,,,,,,,,,,,,,,,,40.2
2025-07-02,,,,,,,,,,,,,,,,,,,,,,40.2
2025-07-03,,,,,,,,,,,,,,,,,,,,,,40.2
2025-07-04,,,,,,,,,,,,,,,,,,,,,,40.2
2025-07-07,,,,,,,,,,,,,,,,,,,,,,40.2
2025-07-08,,,,,,,,,,,,,,,,,,,,,,40.2
2025-07-09,,,,,,,,,,,,,,,,,,,,,,40.2
2025-07-10,,,,,,,,,,,,,,,,,,,,,,40.2
2025-07-11,,,,,,,,,,,,,,,,,,,,,,40.2
2025-07-14,,,,,,,,,,,,,,,,,,,,,,40.2
2025-07-15,,,,,,,,,,,,,,,,,,,,,,40.2
2025-07-16,,,,,,,,,,,,,,,,,,,,,,40.2
2025-07-17,,,,,,,,,,,,,,,,,,,,,,40.2
2025-07-18,,,,,,,,,,,,,,,,,,,,,,40.2
2025-07-21,,,,,,,,,,,,,,,,,,,,,,40.2
2025-07-22,,,,,,,,,,,,,,,,,,,,,,40.2
2025-07-23,,,,,,,,,,,,,,,,,,,,,,40.2
2025-07-24,,,,,,,,,,,,,,,,,,,,,,40.2
2025-07-25,,,,,,,,,,,,,,,,,,,,,,40.2
2025-07-28,,,,,,,,,,,,,,,,,,,,,,40.2
2025-07-29,,,,,,,,,,,,,,,,,,,,,,40.2
2025-07-30,,,,,,,,,,,,,,,,,,,,,,40.2
2025-07-31,,,,,,,,,,,,,,,,,,,,,,40.2
2025-08-01,,,,,,,,,,,,,,,,,,,,,,40.2
2025-08-04,,,,,,,,,,,,,,,,,,,,,,40.2
2025-08-05,,,,,,,,,,,,,,,,,,,,,,40.2
2025-08-06,,,,,,,,,,,,,,,,,,,,,,40.2
2025-08-07,,,,,,,,,,,,,,,,,,,,,,40.2
2025-08-08,,,,,,,,,,,,,,,,,,,,,,40.2
2025-08-11,,,,,,,,,,,,,,,,,,,,,,40.2
2025-08-12,,,,,,,,,,,,,,,,,,,,,,40.2
2025-08-13,,,,,,,,,,,,,,,,,,,,,,40.2
2025-08-14,,,,,,,,,,,,,,,,,,,,,,40.2
2025-08-15,,,,,,,,,,,,,,,,,,,,,,40.2
2025-08-18,,,,,,,,,,,,,,,,,,,,,,40.2
2025-08-19,,,,,,,,,,,,,,,,,,,,,,40.2
2025-08-20,,,,,,,,,,,,,,,,,,,,,,40.2
2025-08-21,,,,,,,,,,,,,,,,,,,,,,40.2
2025-08-22,,,,,,,,,,,,,,,,,,,,,,40.2
2025-08-25,,,,,,,,,,,,,,,,,,,,,,40.2
2025-08-26,,,,,,,,,,,,,,,,,,,,,,40.2
2025-08-27,,,,,,,,,,,,,,,,,,,,,,40.2
2025-08-28,,,,,,,,,,,,,,,,,,,,,,40.2
2025-08-29,,,,,,,,,,,,,,,,,,,,,,40.2
