,BOI FP Equity_DX_SI_QTY,BOI FP Equity_DX_SHORT_INTEREST_VALUE,BOI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,BOI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,BOI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,BOI FP Equity_DX_SI_MV,BOI FP Equity_DX_DSS,BOI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,BOI FP Equity_DX_SUPPLY_SI_QTY,BOI FP Equity_DX_BROKER_SI_QTY,BOI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,BOI FP Equity_DX_BROKER_SI_MV_NEW_x,BOI FP Equity_DX_SUPPLY_SI_QTY_NEW_x,BOI FP Equity_DX_SUPPLY_SI_QTY_INC_x,BOI FP Equity_DX_BROKER_SI_MV_INC_x,BOI FP Equity_DX_SUPPLY_SI_MV_NEW,BOI FP Equity_DX_BROKER_SI_QTY_ADD,BOI FP Equity_DX_BROKER_SI_QTY_NEW,BOI FP Equity_DX_SUPPLY_SI_MV_DEC,BOI FP Equity_DX_BROKER_SI_QTY_INC,BOI FP Equity_DX_SUPPLY_SI_QTY_DEC,BOI FP Equity_DX_BROKER_SI_MV_NEW_y,BOI FP Equity_DX_SUPPLY_SI_QTY_NEW_y,BOI FP Equity_DX_BROKER_SI_MV_INC_y,BOI FP Equity_DX_SUPPLY_SI_QTY_INC_y,BOI FP Equity_DX_BROKER_SI_MV_ADD,BOI FP Equity_DX_SUPPLY_SI_QTY_ADD,BOI FP Equity_DX_BROKER_SI_QTY_DEC,BOI FP Equity_DX_SUPPLY_SI_MV,BOI FP Equity_DX_BROKER_SI_MV_DEC,BOI FP Equity_DX_SUPPLY_SI_MV_RMV,BOI FP Equity_DX_BROKER_SI_MV_RMV,BOI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,BOI FP Equity_DX_UTILIZATION_QUANTITY,BOI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,BOI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,BOI FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,BOI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,BOI FP Equity_DX_ACTIVE_UTILIZATION_MV,BOI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,BOI FP Equity_DX_BROKER_SI_CON_RATIO,BOI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,BOI FP Equity_DX_DEMAND_SUPPLY_RATIO
2018-04-27,37001.0,2693672.8,0.78,4.87,0.19,2.77,0.0,2693672.8,30567.0,37001.0,2225277.6,,,,,,,,,,,,,,,,,,2.25,,,,4.78,4.78,609023.0,44336874.4,,45.0,4.76,12.25,0.578,74.54,0.0579
2018-04-30,37001.0,2734373.9,0.78,4.79,0.19,2.76,0.0,2734373.9,30567.0,37001.0,2258901.3,,,,,,,,,,,,,,,,,,2.23,,,,4.5,4.5,648156.0,47898728.4,,47.75,4.46,12.5,0.5746,74.27,0.0545
2018-05-01,37001.0,2734373.9,0.78,5.06,0.19,2.8,0.0,2734373.9,30567.0,37001.0,2258901.3,,,,,,,,,,,,,,,,,,2.28,,,,4.5,4.5,648156.0,47898728.4,,48.34,4.49,12.32,0.5775,74.49,0.0545
2018-05-02,37249.0,2801124.8,0.79,5.1,0.19,2.82,0.0,2801124.8,29326.0,37249.0,2205315.2,,,,,,1964.0,,0.09,,1241.0,,,,,0.15,,1716.0,2.17,0.13,,,4.32,4.32,650152.0,48891430.4,,48.66,4.28,12.43,0.5648,73.79,0.0548
2018-05-03,38249.0,2864850.1,0.81,5.28,0.2,2.92,0.0,2864850.1,29326.0,38249.0,2196517.4,,,,0.1,,,,,1000.0,,,,0.1,,,,,2.2,,,,4.32,4.32,650271.0,48705297.9,,49.07,4.29,11.94,0.5758,74.63,0.0563
2018-05-04,37219.0,2776537.4,0.78,5.2,0.19,2.84,0.0,2776537.4,29426.0,37219.0,2195179.6,,,,,,,,,,,,,,,,100.0,1030.0,2.2,0.08,,,4.33,4.33,650365.0,48517229.0,,48.95,4.31,12.23,0.6062,76.7,0.0548
2018-05-07,39169.0,2937675.0,0.83,6.32,0.2,3.0,0.0,2937675.0,29426.0,39169.0,2206950.0,,,,0.15,,,,,1950.0,,,,0.15,,,,,2.2,,,,4.34,4.34,649091.0,48681825.0,,48.81,4.31,11.67,0.5539,73.01,0.0577
2018-05-08,38235.0,2867625.0,0.81,7.19,0.2,2.94,0.0,2867625.0,29426.0,38235.0,2206950.0,,,,,,,,,,,,,,,,,934.0,2.22,0.07,,,4.34,4.34,649167.0,48687525.0,,49.05,4.32,11.89,0.578,74.79,0.0563
2018-05-09,37634.0,2833840.2,0.79,7.18,0.19,2.9,0.0,2833840.2,29426.0,37634.0,2215777.8,,,,,,,,,,,,,,,,,601.0,2.21,0.05,,,4.33,4.33,650604.0,48990481.2,,49.16,4.3,12.1,0.5947,75.94,0.0553
2018-05-10,39607.0,2982407.1,0.83,7.13,0.2,3.03,0.0,2982407.1,29426.0,39607.0,2215777.8,,,,0.15,,,,,1973.0,,,,0.15,,,,,2.21,,,,4.32,4.32,652112.0,49104033.6,,49.29,4.28,11.58,0.5417,72.08,0.0581
2018-05-11,38258.0,2873175.8,0.81,7.03,0.2,2.93,0.0,2873175.8,29426.0,38258.0,2209892.6,,,,,,,,,,,,,,,,,1349.0,2.21,0.1,,,4.31,4.31,652852.0,49029185.2,,49.31,4.28,11.95,0.5753,74.58,0.0561
2018-05-14,38258.0,2877001.6,0.81,7.24,0.2,2.93,0.0,2877001.6,29426.0,38258.0,2212835.2,,,,,,,,,,,,,,,,,,2.21,,,,4.44,4.44,633365.0,47629048.0,,47.63,4.44,11.95,0.5757,74.61,0.0577
2018-05-15,38258.0,2861698.4,0.81,5.56,0.2,2.94,0.0,2861698.4,29426.0,38258.0,2201064.8,,,,,,,,,,,,,,,,,,2.23,,,,4.31,4.31,653569.0,48886961.2,,49.56,4.31,11.86,0.577,74.72,0.056
2018-05-16,37678.0,2844689.0,0.79,5.5,0.19,2.9,0.0,2844689.0,29426.0,37678.0,2221663.0,,,,0.02,,,,,100.0,,,,0.02,,,,580.0,2.21,0.04,,,4.31,4.31,653729.0,49356539.5,,49.41,4.28,12.12,0.5932,75.83,0.0552
2018-05-17,37778.0,2867350.2,0.8,5.53,0.19,2.91,0.0,2867350.2,29426.0,37778.0,2233433.4,,,,,,,,,,,,,,,,,,2.22,,,,4.31,4.31,653796.0,49623116.4,,49.7,4.28,12.18,0.5914,75.7,0.0553
2018-05-18,37778.0,2890017.0,0.8,5.51,0.19,2.93,0.0,2890017.0,29426.0,37778.0,2251089.0,,,,,,,,,,,,,,,,,,2.24,,,,4.3,4.3,655167.0,50120275.5,,50.14,4.27,12.19,0.5914,75.7,0.0552
2018-05-21,38818.0,2965695.2,0.82,5.69,0.2,3.02,0.0,2965695.2,29426.0,38818.0,2248146.4,,,,0.08,,,,,1040.0,,,,0.08,,,,,2.25,,,,4.29,4.29,655940.0,50113816.0,,50.38,4.27,11.8,0.5641,73.79,0.0566
2018-05-22,37534.0,2860090.8,0.79,5.56,0.19,2.92,0.0,2860090.8,29182.0,37534.0,2223668.4,,,,,,,,0.1,,1284.0,,,,,,1040.0,1284.0,2.22,0.1,,,4.26,4.26,656311.0,50010898.2,,50.31,4.23,12.18,0.5995,76.26,0.0548
2018-05-23,37534.0,2837570.4,0.79,5.46,0.19,2.92,0.0,2837570.4,29182.0,37534.0,2206159.2,,,,,,,,,,,,,,,,,,2.24,,,,4.26,4.26,656595.0,49638582.0,,50.3,4.25,12.06,0.6017,76.42,0.0547
2018-05-24,37534.0,2807543.2,0.79,5.41,0.19,2.89,0.0,2807543.2,29182.0,37534.0,2182813.6,,,,,,,,,,,,,,,,,,2.2,,,,4.25,4.25,656785.0,49127518.0,,49.77,4.24,12.05,0.6019,76.44,0.0547
2018-05-25,35784.0,2597918.4,0.75,5.07,0.18,2.75,0.0,2597918.4,28142.0,35784.0,2043109.2,,,,,,,,0.08,,1040.0,,,,,,,1750.0,2.11,0.13,,,4.11,4.11,657192.0,47712139.2,,49.13,4.13,12.32,0.6653,80.49,0.0522
2018-05-28,35194.0,2438944.2,0.74,4.7,0.18,2.69,0.0,2438944.2,28142.0,35194.0,1950240.6,,,,,,,,,,,,,,,,,590.0,2.06,0.05,,,4.11,4.11,657192.0,45543405.6,,48.26,4.09,12.02,0.6961,82.49,0.0514
2018-05-29,37173.0,2505972.95,0.78,4.74,0.19,2.7,0.0,2285395.01,28142.0,33901.0,1897158.98,,,,,,,,,,,,,,,,,1293.0,1.96,0.09,,,4.09,4.09,659515.0,44460408.02,,46.47,4.05,19.09,0.64,77.64,0.0541
2018-05-30,30629.0,2082772.01,0.65,3.79,0.16,2.21,0.0,2082772.01,24870.0,30629.0,1691160.01,,,,,,,,0.28,,3762.0,,,,,,,3272.0,1.7,0.23,,,3.62,3.62,662308.0,45036944.26,,46.06,3.57,3.13,0.8705,93.2,0.0446
2018-05-31,29729.0,2081030.0,0.63,3.79,0.15,2.17,0.0,2081030.0,24870.0,29729.0,1740900.0,,,,,,,,0.06,,900.0,,,,,,,900.0,1.72,0.06,,,3.64,3.64,658581.0,46100670.0,,46.19,3.59,3.22,0.921,95.91,0.0435
2018-06-01,29729.0,2081030.0,0.63,3.64,0.15,2.13,0.0,1753990.0,24870.0,25057.0,1740900.0,,,,,,,,,,,,,,,,,4672.0,1.74,0.36,,,3.63,3.63,660675.0,46247250.0,,46.64,3.6,3.28,0.9193,95.82,0.0434
2018-06-04,27639.0,1951313.4,0.58,3.49,0.14,1.98,0.0,1769024.2,20198.0,25057.0,1425978.8,,,,,,,,0.33,,4672.0,,,,,,,,1.41,,,,2.94,2.94,667118.0,47098530.8,,47.17,2.91,3.57,0.9128,95.47,0.0402
2018-06-05,22475.0,1591230.0,0.47,2.82,0.12,1.61,0.0,1591230.0,17616.0,22475.0,1247212.8,,,,,,,,0.18,,2582.0,,,,,,,2582.0,1.24,0.2,,,2.57,2.57,666651.0,47198890.8,,47.42,2.55,4.38,0.8936,94.42,0.0328
2018-06-06,22475.0,1611457.5,0.47,2.86,0.12,1.61,0.0,1611457.5,17616.0,22475.0,1263067.2,,,,,,,,,,,,,,,,,,1.24,,,,2.57,2.57,666593.0,47794718.1,,47.6,2.54,4.47,0.8921,94.34,0.0328
2018-06-07,24206.0,1742832.0,0.51,3.06,0.12,1.76,0.0,1742832.0,18930.0,24206.0,1362960.0,,,1314.0,,,1731.0,,,,,,,,1314.0,0.12,,,1.36,,,,2.77,2.77,665682.0,47929104.0,,48.09,2.74,7.07,0.7763,87.72,0.0354
2018-06-08,24206.0,1754935.0,0.51,3.11,0.12,1.77,0.0,1754935.0,18930.0,24206.0,1372425.0,,,,,,,,,,,,,,,,,,1.37,,,,2.76,2.76,666125.0,48294062.5,,48.42,2.75,7.03,0.7772,87.77,0.0353
2018-06-11,19784.0,1436318.4,0.42,2.42,0.1,1.46,0.0,1436318.4,18930.0,19784.0,1374318.0,,,,,,,,,,,,,,,,,4422.0,1.37,0.32,,,2.76,2.76,667485.0,48459411.0,,48.74,2.74,8.56,0.734,85.09,0.0288
2018-06-12,27673.0,2009059.8,0.58,3.44,0.14,2.06,0.0,2009059.8,18162.0,27673.0,1318561.2,,,5953.0,0.37,,3235.0,,0.48,4654.0,6721.0,,,0.37,5953.0,0.23,,,1.32,,,,2.66,2.66,664064.0,48211046.4,,48.66,2.65,11.4,0.6269,78.03,0.0406
2018-06-13,46970.0,3428810.0,0.99,5.87,0.24,3.46,0.0,3428810.0,19162.0,46970.0,1398826.0,,,,0.75,,9000.0,,,10297.0,,,,0.75,,0.66,1000.0,,1.39,,,,2.82,2.82,661163.0,48264899.0,,48.4,2.79,23.18,0.3153,46.87,0.069
2018-06-14,46953.0,3465131.4,0.99,5.91,0.24,3.52,0.0,3465131.4,18442.0,46953.0,1361019.6,,,3174.0,,,,,0.28,,3894.0,,,,3174.0,,,17.0,1.36,0.0,,,2.73,2.73,658028.0,48562466.4,,48.85,2.71,23.07,0.3167,47.12,0.0694
2018-06-15,47953.0,3486183.1,1.01,5.97,0.25,3.57,0.0,3486183.1,18442.0,47953.0,1340733.4,,,,0.08,,,,,1000.0,,,,0.08,,,,,1.36,,,,2.73,2.73,657563.0,47804830.1,,48.69,2.72,22.38,0.3256,48.61,0.0709
2018-06-18,47502.0,3448645.2,1.0,5.81,0.24,3.51,0.0,3448645.2,17991.0,47502.0,1306146.6,,,,,,,,0.03,,451.0,,,,,,,451.0,1.31,0.03,,,2.66,2.66,658955.0,47840133.0,,48.22,2.64,22.77,0.3288,48.69,0.0702
2018-06-19,50762.0,3670092.6,1.07,6.22,0.26,3.74,0.0,3670092.6,17991.0,50762.0,1300749.3,,,,0.23,,,,,3260.0,,,,0.23,,,,,1.31,,,,2.65,2.65,659793.0,47703033.9,,48.2,2.64,21.29,0.3009,45.69,0.0749
2018-06-20,50762.0,3690397.4,1.07,6.2,0.26,3.74,0.0,3690397.4,17991.0,50762.0,1307945.7,,,,,,,,,,,,,,,,,,1.3,,,,2.66,2.66,658582.0,47878911.4,,48.04,2.64,21.39,0.2996,45.46,0.075
2018-06-21,41762.0,3031921.2,0.88,5.44,0.22,3.09,0.0,3031921.2,17991.0,41762.0,1306146.6,,,,,,,,,,,,,,,,,9000.0,1.31,0.65,,,2.66,2.66,658150.0,47781690.0,,48.12,2.64,25.82,0.3964,55.27,0.0618
2018-06-22,31762.0,2305921.2,0.67,4.08,0.16,2.36,0.0,2305921.2,17991.0,31762.0,1306146.6,,,,,,,,,,,,,,,,,10000.0,1.3,0.73,,,2.66,2.66,657665.0,47746479.0,,47.99,2.64,19.99,0.5632,72.16,0.047
2018-06-25,31762.0,2296392.6,0.67,4.11,0.16,2.36,0.0,2296392.6,17991.0,31762.0,1300749.3,,,,,,,,,,,,,,,,,,1.3,,,,2.66,2.66,658442.0,47605356.6,,47.97,2.64,19.94,0.5639,72.22,0.047
2018-06-26,31762.0,2286864.0,0.67,5.22,0.16,2.35,0.0,2286864.0,17991.0,31762.0,1295352.0,,,,,,,,,,,,,,,,,,1.3,,,,2.66,2.66,658466.0,47409552.0,,47.96,2.65,19.86,0.5646,72.29,0.047
2018-06-27,31762.0,2274159.2,0.67,5.2,0.16,2.35,0.0,2274159.2,17991.0,31762.0,1288155.6,,,,,,,,,,,,,,,,,,1.3,,,,2.66,2.66,658282.0,47132991.2,,47.86,2.65,19.79,0.5649,72.33,0.047
2018-06-28,31762.0,2280511.6,0.67,5.16,0.16,2.33,0.0,2280511.6,17991.0,31762.0,1291753.8,,,,,,,,,,,,,,,,,,1.29,,,,2.66,2.66,658296.0,47265652.8,,47.57,2.64,19.98,0.5626,72.11,0.047
2018-06-29,31518.0,2291358.6,0.66,5.14,0.16,2.32,0.0,2291358.6,17747.0,31518.0,1290206.9,,,,,,,,0.02,,244.0,,,,,,,244.0,1.27,0.02,,,2.62,2.62,658503.0,47873168.1,,47.65,2.59,20.35,0.5687,72.47,0.0466
2018-07-02,31518.0,2275599.6,0.66,5.05,0.16,2.35,0.0,2275599.6,17747.0,31518.0,1281333.4,,,,,,,,,,,,,,,,,,1.29,,,,2.6,2.6,663922.0,47935168.4,,48.46,2.59,19.99,0.5732,72.88,0.0462
2018-07-03,31518.0,2269296.0,0.66,5.03,0.16,2.35,0.0,2269296.0,17747.0,31518.0,1277784.0,,,,,,,,,,,,,,,,,,1.28,,,,2.6,2.6,664251.0,47826072.0,,48.17,2.58,19.91,0.5744,72.99,0.0462
2018-07-04,34802.0,2519664.8,0.73,5.74,0.18,2.59,0.0,2519664.8,17747.0,34802.0,1284882.8,,,,0.24,,,,,3284.0,,,,0.24,,,,,1.28,,,,2.6,2.6,664353.0,48099157.2,,48.25,2.58,27.3,0.5152,66.26,0.051
2018-07-05,34802.0,2509224.2,0.73,5.78,0.18,2.57,0.0,2509224.2,17747.0,34802.0,1279558.7,,,,,,,,,,,,,,,,,,1.28,,,,2.6,2.6,664097.0,47881393.7,,48.26,2.59,27.43,0.5135,66.07,0.051
2018-07-06,34802.0,2523145.0,0.73,5.95,0.18,2.57,0.0,2523145.0,17747.0,34802.0,1286657.5,,,,,,,,,,,,,,,,,,1.28,,,,2.6,2.6,663969.0,48137752.5,,48.21,2.58,27.6,0.5122,65.9,0.0511
2018-07-09,34802.0,2502263.8,0.73,6.8,0.18,2.57,0.0,2502263.8,17747.0,34802.0,1276009.3,,,,,,,,,,,,,,,,,,1.28,,,,2.6,2.6,663912.0,47735272.8,,48.29,2.59,27.31,0.5145,66.2,0.0511
2018-07-10,34802.0,2519664.8,0.73,7.42,0.18,2.57,0.0,2519664.8,17747.0,34802.0,1284882.8,,,,,,,,,,,,,,,,,,1.28,,,,2.6,2.6,664488.0,48108931.2,,48.24,2.58,27.59,0.5124,65.92,0.051
2018-07-11,34802.0,2512704.4,0.73,7.79,0.18,2.58,0.0,2512704.4,17747.0,34802.0,1281333.4,,,,,,,,,,,,,,,,,,1.29,,,,2.6,2.6,664240.0,47958128.0,,48.47,2.59,27.39,0.5138,66.11,0.051
2018-07-12,34802.0,2533585.6,0.73,7.99,0.18,2.58,0.0,2533585.6,17747.0,34802.0,1291981.6,,,,,,,,,,,,,,,,,,1.28,,,,2.6,2.6,664782.0,48396129.6,,48.54,2.58,27.59,0.5122,65.91,0.051
2018-07-13,34802.0,2544026.2,0.73,8.95,0.18,2.59,0.0,2544026.2,17747.0,34802.0,1297305.7,,,,,,,,,,,,,,,,,,1.29,,,,2.6,2.6,665328.0,48635476.8,,48.84,2.58,27.56,0.5128,65.97,0.0509
2018-07-16,34802.0,2557947.0,0.73,9.23,0.18,2.6,0.0,2557947.0,17747.0,34802.0,1304404.5,,,,,,,,,,,,,,,,,,1.29,,,,2.6,2.6,665072.0,48882792.0,,48.91,2.58,27.62,0.5122,65.9,0.051
2018-07-17,34802.0,2554466.8,0.73,9.46,0.18,2.62,0.0,2554466.8,17747.0,34802.0,1302629.8,,,,,,,,,,,,,,,,,,1.31,,,,2.6,2.6,665003.0,48811220.2,,49.26,2.59,27.44,0.5137,66.09,0.051
2018-07-18,32802.0,2384705.4,0.7,9.18,0.17,2.46,0.0,2384705.4,16747.0,32802.0,1217506.9,,,,,,,,0.07,,1000.0,,,,,,,2000.0,1.23,0.15,,,2.45,2.45,666033.0,48420599.1,,49.14,2.44,28.91,0.4981,64.24,0.048
2018-07-19,32802.0,2387985.6,0.7,9.22,0.17,2.44,0.0,2387985.6,16747.0,32802.0,1219181.6,,,,,,,,,,,,,,,,,,1.22,,,,2.45,2.45,666498.0,48521054.4,,48.8,2.43,29.15,0.4962,63.98,0.048
2018-07-20,32802.0,2263338.0,0.7,9.44,0.17,2.4,0.0,2263338.0,15880.0,32802.0,1095720.0,,,,,,,,0.06,,867.0,,,,,,,,1.15,,,,2.32,2.32,667651.0,46067919.0,,48.15,2.33,28.13,0.504,65.04,0.048
2018-07-23,32802.0,2263338.0,0.7,9.22,0.17,2.32,0.0,2263338.0,16747.0,32802.0,1155543.0,,,,,,,,,,,,,,,,867.0,,1.16,,,,2.45,2.45,666862.0,46013478.0,,46.99,2.4,29.06,0.4957,63.98,0.048
2018-07-24,32183.0,2214190.4,0.68,9.13,0.17,2.28,0.0,2214190.4,16128.0,32183.0,1109606.4,,,,,,,,0.04,,619.0,,,,,,,619.0,1.11,0.04,,,2.36,2.36,667683.0,45936590.4,,47.06,2.31,29.7,0.5143,65.19,0.0471
2018-07-25,33683.0,2317390.4,0.71,9.43,0.17,2.37,0.0,2265790.4,16878.0,32933.0,1161206.4,,,,,,750.0,,,,,,,,,0.05,750.0,,1.16,,,,2.47,2.47,667245.0,45906456.0,,46.91,2.41,29.01,0.4923,63.76,0.0492
2018-07-26,37105.0,2549113.5,0.79,10.49,0.19,2.61,0.0,2497588.5,16878.0,36355.0,1159518.6,,,,0.23,,,,,3422.0,,,,0.23,,,,,1.16,,,,2.47,2.47,666607.0,45795900.9,,46.31,2.45,35.47,0.463,57.95,0.0543
2018-07-27,37105.0,2545403.0,0.79,10.41,0.19,2.6,0.0,2493953.0,16878.0,36355.0,1157830.8,,,,,,,,,,,,,,,,,,1.16,,,,2.47,2.47,666642.0,45731641.2,,46.21,2.45,35.5,0.4629,57.93,0.0543
2018-07-30,37105.0,2552824.0,0.79,11.03,0.19,2.6,0.0,2501224.0,16878.0,36355.0,1161206.4,,,,,,,,,,,,,,,,,,1.15,,,,2.47,2.47,666846.0,45879004.8,,46.17,2.44,35.67,0.4621,57.75,0.0543
2018-07-31,37105.0,2504587.5,0.79,10.94,0.19,2.59,0.0,2453962.5,16878.0,36355.0,1139265.0,,,,,,,,,,,,,,,,,,1.16,,,,2.47,2.47,666836.0,45011430.0,,46.07,2.46,35.1,0.4648,58.34,0.0543
2018-08-01,37105.0,2493456.0,0.79,10.9,0.19,2.56,0.0,2443056.0,16878.0,36355.0,1134201.6,,,,,,,,,,,,,,,,,,1.14,,,,2.47,2.47,666836.0,44811379.2,,45.45,2.45,35.38,0.4635,58.05,0.0543
2018-08-02,37105.0,2482324.5,0.79,10.96,0.19,2.55,0.0,2432149.5,16878.0,36355.0,1129138.2,,,,,,,,,,,,,,,,,,1.14,,,,2.47,2.47,666914.0,44616546.6,,45.33,2.45,35.38,0.4635,58.05,0.0543
2018-08-03,38605.0,2586535.0,0.82,11.45,0.2,2.65,0.0,2536285.0,16878.0,37855.0,1130826.0,,,,0.11,,,,,1500.0,,,,0.11,,,,,1.13,,,,2.47,2.47,666988.0,44688196.0,,45.17,2.44,34.08,0.4297,55.55,0.0565
2018-08-06,42146.0,2819567.4,0.89,12.59,0.22,2.88,0.0,2769392.4,16878.0,41396.0,1129138.2,,,,0.24,,,,,3541.0,,,,0.24,,,,,1.13,,,,2.47,2.47,667302.0,44642503.8,,45.2,2.44,39.56,0.4202,50.95,0.0616
2018-08-07,42146.0,2815352.8,0.89,12.66,0.22,2.87,0.0,2765252.8,16878.0,41396.0,1127450.4,,,,,,,,,,,,,,,,,,1.13,,,,2.47,2.47,667339.0,44578245.2,,45.04,2.44,39.62,0.4199,50.87,0.0616
2018-08-08,42146.0,2815352.8,0.89,12.49,0.22,2.87,0.0,2765252.8,16878.0,41396.0,1127450.4,,,,,,,,,,,,,,,,,,1.13,,,,2.47,2.47,667089.0,44561545.2,,45.0,2.44,39.66,0.4198,50.83,0.0616
2018-08-09,42146.0,2836425.8,0.89,12.58,0.22,2.89,0.0,2785950.8,16878.0,41396.0,1135889.4,,,,,,,,,,,,,,,,,,1.13,,,,2.47,2.47,667620.0,44930826.0,,45.28,2.44,39.69,0.4198,50.79,0.0616
2018-08-10,42146.0,2882786.4,0.89,12.47,0.22,2.93,0.0,2831486.4,16878.0,41396.0,1154455.2,,,,,,,,,,,,,,,,,,1.15,,,,2.46,2.46,667832.0,45679708.8,,45.83,2.44,39.81,0.4196,50.69,0.0616
2018-08-13,42146.0,2874357.2,0.89,12.56,0.22,2.94,0.0,2823207.2,16878.0,41396.0,1151079.6,,,,,,,,,,,,,,,,,,1.16,,,,2.46,2.46,668043.0,45560532.6,,46.1,2.44,39.54,0.4202,50.96,0.0615
2018-08-14,42146.0,2874357.2,0.89,12.31,0.22,2.94,0.0,2823207.2,16878.0,41396.0,1151079.6,,,,,,,,,,,,,,,,,,1.15,,,,2.46,2.46,668129.0,45566397.8,,46.1,2.44,39.55,0.4201,50.95,0.0615
2018-08-15,34339.0,2341919.8,0.73,10.17,0.18,2.4,0.0,2290769.8,16878.0,33589.0,1151079.6,,,,,,,,,,,,,,,,,7807.0,1.15,0.54,,,2.46,2.46,668102.0,45564556.4,,46.02,2.44,29.79,0.4819,62.55,0.0501
2018-08-16,33501.0,2294818.5,0.71,9.91,0.17,2.34,0.0,2243443.5,16878.0,32751.0,1156143.0,,,,,,,,,,,,,,,,,838.0,1.15,0.05,,,2.46,2.46,668102.0,45764987.0,,45.97,2.44,28.16,0.4904,63.96,0.0489
2018-08-17,31501.0,2157818.5,0.67,9.31,0.16,2.21,0.0,2106443.5,16878.0,30751.0,1156143.0,,,,,,,,,,,,,,,,,2000.0,1.15,0.13,,,2.47,2.47,667708.0,45737998.0,,46.04,2.44,29.87,0.473,61.77,0.046
2018-08-20,32501.0,2219818.3,0.69,9.6,0.17,2.27,0.0,2168593.3,16878.0,31751.0,1152767.4,,,,0.07,,,,,1000.0,,,,0.07,,,,,1.15,,,,2.46,2.46,667861.0,45614906.3,,46.03,2.44,28.91,0.4825,62.99,0.0475
2018-08-21,32228.0,2204395.2,0.68,9.6,0.17,2.25,0.0,2153095.2,16605.0,31478.0,1135782.0,,,,,,,,0.02,,273.0,,,,,,,273.0,1.13,0.02,,,100.0,2.42,0.0,0.0,,0.0,100.0,29.27,0.4896,63.39,0.0471
2018-08-22,32228.0,2204395.2,0.68,9.41,0.17,2.25,0.0,2153095.2,16605.0,31478.0,1135782.0,,,,,,,,,,,,,,,,,,1.13,,,,100.0,2.42,0.0,0.0,,0.0,100.0,29.22,0.4899,63.44,0.0471
2018-08-23,32228.0,2207618.0,0.68,9.56,0.17,2.26,0.0,2156243.0,16605.0,31478.0,1137442.5,,,,,,,,,,,,,,,,,,1.14,,,,100.0,2.43,0.0,0.0,,0.0,100.0,29.14,0.4906,63.53,0.0471
2018-08-24,32228.0,2197949.6,0.68,9.77,0.17,2.26,0.0,2146799.6,16605.0,31478.0,1132461.0,,,,,,,,,,,,,,,,,,1.13,,,,100.0,2.58,0.0,0.0,,0.0,100.0,29.11,0.4909,63.56,0.0501
2018-08-27,30128.0,2069793.6,0.64,8.27,0.16,2.11,0.0,2018268.6,15605.0,29378.0,1072063.5,,,,,,,,0.07,,1000.0,,,,,,,2100.0,1.06,0.15,,,2.43,2.43,627762.0,43127249.4,,43.24,2.4,31.38,0.4703,60.78,0.0468
2018-08-28,30128.0,2051716.8,0.64,8.25,0.16,2.11,0.0,2000641.8,15505.0,29378.0,1055890.5,,,,,,,,0.01,,100.0,,,,,,,,1.06,,,,2.41,2.41,626785.0,42684058.5,,43.34,2.39,31.11,0.4716,61.03,0.0469
2018-08-29,30128.0,2042678.4,0.64,8.16,0.16,2.11,0.0,1991828.4,15505.0,29378.0,1051239.0,,,,,,,,,,,,,,,,,,1.06,,,,2.42,2.42,624030.0,42309234.0,,42.88,2.4,31.01,0.4729,61.19,0.0471
2018-08-30,30128.0,2024601.6,0.64,7.93,0.16,2.09,0.0,1974201.6,15505.0,29378.0,1041936.0,,,,,,,,,,,,,,,,,,1.05,,,,2.42,2.42,624094.0,41939116.8,,42.69,2.4,30.95,0.4732,61.24,0.0471
2018-08-31,30128.0,2021588.8,0.64,7.79,0.16,2.09,0.0,1971263.8,15505.0,29378.0,1040385.5,,,,,,,,,,,,,,,,,,1.04,,,,2.44,2.44,620527.0,41637361.7,,42.19,2.42,30.89,0.4739,61.33,0.0474
2018-09-03,30128.0,1994473.6,0.64,8.96,0.16,2.07,0.0,1944823.6,15505.0,29378.0,1026431.0,,,,,,,,,,,,,,,,,,1.04,,,,2.44,2.44,620142.0,41053400.4,,41.93,2.42,30.77,0.4745,61.44,0.0474
2018-09-04,30128.0,1979409.6,0.64,8.92,0.16,2.04,0.0,1930134.6,15505.0,29378.0,1018678.5,,,,,,,,,,,,,,,,,,1.03,,,,2.43,2.43,621860.0,40856202.0,,41.57,2.41,30.99,0.473,61.2,0.0473
2018-09-05,30128.0,1979409.6,0.64,8.73,0.16,2.03,0.0,1930134.6,15505.0,29378.0,1018678.5,,,,,,,,,,,,,,,,,,1.02,,,,2.43,2.43,622279.0,40883730.3,,41.25,2.4,31.23,0.4711,60.92,0.0472
