,BOI FP Equity_DX_SI_QTY,BOI FP Equity_DX_SHORT_INTEREST_VALUE,BOI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,BOI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,BOI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,BOI FP Equity_DX_SI_MV,BOI FP Equity_DX_DSS,BOI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,BOI FP Equity_DX_SUPPLY_SI_QTY,BOI FP Equity_DX_BROKER_SI_QTY,BOI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,BOI FP Equity_DX_BROKER_SI_MV_NEW_x,BOI FP Equity_DX_SUPPLY_SI_QTY_NEW_x,BOI FP Equity_DX_SUPPLY_SI_QTY_INC_x,BOI FP Equity_DX_BROKER_SI_MV_INC_x,BOI FP Equity_DX_SUPPLY_SI_MV_NEW,BOI FP Equity_DX_BROKER_SI_QTY_ADD,BOI FP Equity_DX_BROKER_SI_QTY_NEW,BOI FP Equity_DX_SUPPLY_SI_MV_DEC,BOI FP Equity_DX_BROKER_SI_QTY_INC,BOI FP Equity_DX_SUPPLY_SI_QTY_DEC,BOI FP Equity_DX_BROKER_SI_MV_NEW_y,BOI FP Equity_DX_SUPPLY_SI_QTY_NEW_y,BOI FP Equity_DX_BROKER_SI_MV_INC_y,BOI FP Equity_DX_SUPPLY_SI_QTY_INC_y,BOI FP Equity_DX_BROKER_SI_MV_ADD,BOI FP Equity_DX_SUPPLY_SI_QTY_ADD,BOI FP Equity_DX_BROKER_SI_QTY_DEC,BOI FP Equity_DX_SUPPLY_SI_MV,BOI FP Equity_DX_BROKER_SI_MV_DEC,BOI FP Equity_DX_SUPPLY_SI_MV_RMV,BOI FP Equity_DX_BROKER_SI_MV_RMV,BOI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,BOI FP Equity_DX_UTILIZATION_QUANTITY,BOI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,BOI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,BOI FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,BOI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,BOI FP Equity_DX_ACTIVE_UTILIZATION_MV,BOI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,BOI FP Equity_DX_BROKER_SI_CON_RATIO,BOI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,BOI FP Equity_DX_DEMAND_SUPPLY_RATIO
2018-09-06,30128.0,1870948.8,0.64,8.49,0.16,1.99,0.0,1824373.8,15505.0,29378.0,962860.5,,,,,,,,,,,,,,,,,,1.02,,,,2.44,2.44,621078.0,38568943.8,,40.74,2.43,30.05,0.4792,62.17,0.0473
2018-09-07,30128.0,1864923.2,0.64,7.28,0.16,1.92,0.0,1818498.2,15505.0,29378.0,959759.5,,,,,,,,,,,,,,,,,,0.97,,,,2.43,2.43,622711.0,38545810.9,,39.3,2.4,31.03,0.4726,61.15,0.0472
2018-09-10,31865.0,1899154.0,0.68,7.22,0.16,2.0,0.0,1854454.0,16937.0,31115.0,1009445.2,,,1432.0,0.1,,,,,1737.0,,,,0.1,1432.0,,,,1.04,,,,2.64,2.64,623954.0,37187658.4,,38.9,2.61,28.66,0.4938,64.0,0.0497
2018-09-11,34861.0,2063771.2,0.74,7.19,0.18,2.13,0.0,2019371.2,19933.0,34111.0,1180033.6,,,,0.14,,,,,2996.0,,,,0.14,,,2996.0,,1.19,,,,3.1,3.1,622402.0,36846198.4,,37.62,3.06,26.69,0.5164,66.59,0.0543
2018-09-12,36346.0,2148048.6,0.77,7.31,0.19,2.21,0.0,2103723.6,19933.0,35596.0,1178040.3,,,,0.08,,,,,1485.0,,,,0.08,,,,,1.18,,,,3.1,3.1,622240.0,36774384.0,,37.37,3.05,25.73,0.5276,67.81,0.0566
2018-09-13,36346.0,2158952.4,0.77,7.0,0.19,2.21,0.0,2114402.4,19933.0,35596.0,1184020.2,,,,,,,,,,,,,,,,,,1.18,,,,3.11,3.11,621707.0,36929395.8,,37.31,3.06,25.84,0.5265,67.68,0.0566
2018-09-14,39812.0,2364832.8,0.85,7.66,0.21,2.43,0.0,2320282.8,19933.0,39062.0,1184020.2,,,,0.22,,,,,3466.0,,,,0.22,,,,,1.19,,,,3.1,3.1,623286.0,37023188.4,,37.71,3.05,23.46,0.4758,64.35,0.0619
2018-09-17,38317.0,2230049.4,0.81,7.27,0.2,2.32,0.0,2186399.4,19933.0,37567.0,1160100.6,,,,0.06,,,,,1000.0,,,,0.06,,,,2495.0,1.18,0.15,,,3.1,3.1,623508.0,36288165.6,,37.45,3.05,24.05,0.5463,69.79,0.0596
2018-09-18,38317.0,2249207.9,0.81,6.72,0.2,2.29,0.0,2205182.9,19933.0,37567.0,1170067.1,,,,,,,,,,,,,,,,,,1.16,,,,3.1,3.1,623404.0,36593814.8,,37.0,3.05,24.55,0.5412,69.24,0.0596
2018-09-19,38317.0,2272198.1,0.81,6.53,0.2,2.31,0.0,2227723.1,19933.0,37567.0,1182026.9,,,,,,,,,,,,,,,,,,1.17,,,,3.1,3.1,623293.0,36961274.9,,37.32,3.05,24.58,0.541,69.22,0.0596
2018-09-20,38317.0,2260703.0,0.81,6.35,0.2,2.32,0.0,2216453.0,19933.0,37567.0,1176047.0,,,,,,,,,,,,,,,,,,1.18,,,,3.1,3.1,623176.0,36767384.0,,37.38,3.05,24.37,0.543,69.43,0.0596
2018-09-21,40838.0,2368604.0,0.87,6.76,0.21,2.45,0.0,2325104.0,19933.0,40088.0,1156114.0,,,,0.15,,,,,2521.0,,,,0.15,,,,,1.17,,,,3.1,3.1,623430.0,36158940.0,,37.26,3.05,22.66,0.4851,65.37,0.0635
2018-09-24,40838.0,2409442.0,0.87,6.31,0.21,2.44,0.0,2365192.0,19933.0,40088.0,1176047.0,,,,,,,,,,,,,,,,,,1.16,,,,3.11,3.11,621430.0,36664370.0,,36.85,3.05,23.19,0.4808,64.86,0.0637
2018-09-25,38295.0,2247916.5,0.81,5.94,0.2,2.32,0.0,2203891.5,19933.0,37545.0,1170067.1,,,,,,,,,,,,,,,,,2543.0,1.17,0.15,,,3.11,3.11,620741.0,36437496.7,,37.15,3.06,24.31,0.5444,69.56,0.0598
2018-09-26,38295.0,2240257.5,0.81,5.92,0.2,2.31,0.0,2196382.5,19933.0,37545.0,1166080.5,,,,,,,,,,,,,,,,,,1.17,,,,3.11,3.11,621238.0,36342423.0,,37.11,3.06,24.33,0.5443,69.54,0.0597
2018-09-27,38295.0,2228769.0,0.81,5.98,0.2,2.3,0.0,2185119.0,19933.0,37545.0,1160100.6,,,,,,,,,,,,,,,,,,1.17,,,,3.11,3.11,621473.0,36169728.6,,37.06,3.06,24.28,0.5448,69.6,0.0597
2018-09-28,38295.0,2221110.0,0.81,6.0,0.2,2.29,0.0,2177610.0,19933.0,37545.0,1156114.0,,,,,,,,,,,,,,,,,,1.16,,,,3.11,3.11,621035.0,36020030.0,,36.83,3.06,24.34,0.5443,69.54,0.0597
2018-10-01,38295.0,2244087.0,0.81,6.01,0.2,2.29,0.0,2200137.0,19933.0,37545.0,1168073.8,,,,,,,,,,,,,,,,,,1.16,,,,3.13,3.13,616648.0,36135572.8,,36.49,3.08,24.57,0.5418,69.28,0.0602
2018-10-02,41295.0,2399239.5,0.88,6.45,0.21,2.47,0.0,2355664.5,19933.0,40545.0,1158107.3,,,,,,3000.0,,,,,,,,,0.18,,,1.17,,,,3.19,3.19,605054.0,35153637.4,,36.0,3.14,22.51,0.4741,64.57,0.0661
2018-10-03,41295.0,2415757.5,0.88,6.48,0.21,2.47,0.0,2371882.5,19933.0,40545.0,1166080.5,,,,,,,,,,,,,,,,,,1.16,,,,3.13,3.13,617023.0,36095845.5,,36.61,3.08,22.72,0.4725,64.37,0.0648
2018-10-04,41295.0,2378592.0,0.88,6.41,0.21,2.46,0.0,2335392.0,19933.0,40545.0,1148140.8,,,,,,,,,,,,,,,,,,1.16,,,,3.13,3.13,616851.0,35530617.6,,36.57,3.08,22.38,0.4752,64.7,0.0648
2018-10-05,41295.0,2390980.5,0.88,6.29,0.21,2.44,0.0,2347555.5,19933.0,40545.0,1154120.7,,,,,,,,,,,,,,,,,,1.16,,,,3.13,3.13,616851.0,35715672.9,,36.33,3.09,22.73,0.4724,64.36,0.0648
2018-10-08,41295.0,2374462.5,0.88,6.56,0.21,2.44,0.0,2331337.5,19933.0,40545.0,1146147.5,,,,,,,,,,,,,,,,,,1.15,,,,3.13,3.13,616319.0,35438342.5,,36.28,3.08,22.53,0.474,64.56,0.0649
2018-10-09,41295.0,2362074.0,0.88,6.36,0.21,2.43,0.0,2319174.0,19933.0,40545.0,1140167.6,,,,,,,,,,,,,,,,,,1.14,,,,100.0,3.14,0.0,0.0,,0.0,100.0,22.57,0.4737,64.52,0.065
2018-10-10,42295.0,2393897.0,0.9,6.42,0.22,2.47,0.0,2351447.0,20933.0,41545.0,1184807.8,,,,,,1000.0,,,,,,,,,0.06,1000.0,,1.19,,,,100.0,3.29,0.0,0.0,,0.0,100.0,21.96,0.4526,63.05,0.0665
2018-10-11,42295.0,2389667.5,0.9,6.35,0.22,2.44,0.0,2347292.5,20933.0,41545.0,1182714.5,,,,,,,,,,,,,,,,,,1.18,,,,100.0,3.27,0.0,0.0,,0.0,100.0,22.14,0.451,62.87,0.0661
2018-10-12,42295.0,2402356.0,0.9,6.14,0.22,2.45,0.0,2359756.0,20933.0,41545.0,1188994.4,,,,,,,,,,,,,,,,,,1.18,,,,100.0,3.27,0.0,0.0,,0.0,100.0,22.23,0.4505,62.8,0.0662
2018-10-15,42295.0,2393897.0,0.9,5.95,0.22,2.45,0.0,2351447.0,20933.0,41545.0,1184807.8,,,,,,,,,,,,,,,,,,1.19,,,,100.0,3.28,0.0,0.0,,0.0,100.0,22.09,0.4515,62.93,0.0662
2018-10-16,44993.0,2569100.3,0.96,6.28,0.23,2.61,0.0,2494927.4,21482.0,43694.0,1226622.2,,,,0.12,,,,,2149.0,,,,0.12,,,549.0,,1.22,,,,100.0,3.36,0.0,0.0,,0.0,100.0,20.91,0.4726,65.03,0.0704
2018-10-17,46577.0,2743385.3,0.99,6.62,0.24,2.74,0.0,2573576.6,23066.0,43694.0,1358587.4,,,1584.0,,,,,,,,,,,1584.0,,,,1.33,,,,100.0,3.61,0.0,0.0,,0.0,100.0,20.55,0.4399,62.53,0.0729
2018-10-18,48577.0,2822323.7,1.03,6.84,0.25,2.91,0.0,2654821.4,25066.0,45694.0,1456334.6,,,,0.17,,,,,2000.0,,,,0.17,,,2000.0,,1.47,,,,100.0,3.92,0.0,0.0,,0.0,100.0,19.05,0.4606,64.66,0.076
2018-10-19,48577.0,2778604.4,1.03,7.66,0.25,2.87,0.0,2613696.8,25066.0,45694.0,1433775.2,,,,,,,,,,,,,,,,,,1.45,,,,100.0,3.92,0.0,0.0,,0.0,100.0,19.05,0.4604,64.64,0.076
2018-10-22,48577.0,2768889.0,1.25,7.31,0.25,2.83,0.0,2604558.0,25066.0,45694.0,1428762.0,,,,,,,,,,,,,,,,,,1.43,,,,100.0,3.93,0.0,0.0,,0.0,100.0,19.22,0.4591,64.5,0.0761
2018-10-23,49041.0,2761008.3,1.26,7.88,0.25,2.85,0.0,2598695.4,26530.0,46158.0,1493639.0,,,380.0,0.03,,,,,464.0,,,,0.03,380.0,,1084.0,,1.51,,,,100.0,4.15,0.0,0.0,,0.0,100.0,18.85,0.4647,65.05,0.0768
2018-10-24,50617.0,2809243.5,1.3,8.07,0.26,2.91,0.0,2649237.0,29106.0,47734.0,1615383.0,,,,0.09,,,,,1576.0,,,,0.09,,,2576.0,,1.64,,,,66.09,4.56,14937.0,829003.5,,0.85,65.96,18.2,0.4393,63.12,0.0793
2018-10-25,68978.0,3828279.0,1.78,11.22,0.36,3.89,0.0,3508099.5,37792.0,63209.0,2097456.0,,,6055.0,0.33,,9000.0,,0.06,6475.0,1000.0,,,0.33,6055.0,0.5,3631.0,,2.1,,,,5.92,5.92,600514.0,33328527.0,,33.99,5.82,19.03,0.312,50.11,0.1081
2018-10-26,75376.0,3994928.0,1.94,12.31,0.39,4.17,0.0,3827077.0,35190.0,72209.0,1865070.0,,,,0.46,,,,0.14,9000.0,2602.0,,,0.46,,,,,1.94,,,,5.51,5.51,603088.0,31963664.0,,33.7,5.45,20.32,0.3132,48.92,0.1181
2018-10-29,75626.0,4008178.0,1.95,11.84,0.39,4.07,0.0,3840327.0,35190.0,72459.0,1865070.0,,,,0.0,,,,,1000.0,,,,0.0,,,,750.0,1.87,0.04,,,5.51,5.51,603088.0,31963664.0,,32.65,5.41,20.82,0.3192,49.21,0.1185
2018-10-30,75626.0,3985490.2,1.95,11.98,0.39,4.07,0.0,3818589.3,35190.0,72459.0,1854513.0,,,,,,,,,,,,,,,,,,1.87,,,,5.51,5.51,602960.0,31775992.0,,32.65,5.42,20.74,0.32,49.35,0.1185
2018-10-31,75626.0,4000615.4,1.95,12.31,0.39,4.06,0.0,3833081.1,35190.0,72459.0,1861551.0,,,,,,,,,,,,,,,,,,1.86,,,,5.52,5.52,601788.0,31834585.2,,32.44,5.43,20.83,0.3194,49.23,0.1187
2018-11-01,73667.0,3838050.7,1.9,11.63,0.38,3.93,0.0,3670913.9,35231.0,70459.0,1835535.1,,,,,,,,0.08,,1584.0,,,,,,1625.0,2000.0,1.85,0.11,,,5.53,5.53,601993.0,31363835.3,,32.28,5.43,21.21,0.3111,48.07,0.1156
2018-11-02,74734.0,3901114.8,1.93,11.04,0.38,3.96,0.0,3677959.8,36298.0,70459.0,1894755.6,,,,,,,,,,,,,,,,1067.0,,1.89,,,,5.84,5.84,585341.0,30554800.2,,30.61,5.82,21.42,0.3094,47.74,0.1202
2018-11-05,77560.0,4180484.0,2.0,11.71,0.4,4.16,0.0,4037649.0,40673.0,74910.0,2192274.7,,,1025.0,0.35,,1000.0,,0.08,6000.0,1625.0,,,0.35,1025.0,0.05,4975.0,2549.0,2.13,0.13,,,6.57,6.57,578499.0,31181096.1,,30.41,6.54,28.81,0.2934,42.1,0.1253
2018-11-06,70174.0,3691152.4,1.81,10.44,0.36,3.79,0.0,3580639.8,35541.0,68073.0,1869456.6,,,,,,,,0.27,,5132.0,,,,,,,6837.0,1.91,0.31,,,5.74,5.74,584043.0,30720661.8,,31.13,5.78,31.02,0.3045,41.4,0.1133
2018-11-07,70174.0,3775361.2,1.81,10.21,0.36,3.79,0.0,3662327.4,35541.0,68073.0,1912105.8,,,,,,,,,,,,,,,,,,1.87,,,,5.75,5.75,582254.0,31325265.2,,30.79,5.73,31.76,0.3019,40.34,0.1136
2018-11-08,67965.0,3574959.0,1.75,9.78,0.35,3.68,0.0,3464446.4,35541.0,65864.0,1869456.6,,,,,,,,,,,,,,,,,2209.0,1.92,0.08,,,5.75,5.75,582190.0,30623194.0,,31.17,5.8,32.05,0.2978,39.47,0.11
2018-11-09,69389.0,3712311.5,1.79,9.71,0.36,3.74,0.0,3599908.0,36965.0,67288.0,1977627.5,,,,0.18,,,,0.09,3000.0,1576.0,,,0.18,,,3000.0,1576.0,1.96,0.09,,,5.98,5.98,581254.0,31097089.0,,30.77,5.99,36.32,0.3127,37.82,0.1122
2018-11-12,60965.0,3170180.0,1.57,8.49,0.31,3.28,0.0,3060928.0,33165.0,58864.0,1724580.0,,,,,,,,0.19,,3800.0,,,,,,,8424.0,1.78,0.46,,,5.36,5.36,585293.0,30435236.0,,31.14,5.42,40.46,0.3657,44.13,0.0986
2018-11-13,70019.0,3633986.1,3.45,9.69,0.4,3.68,0.0,3524944.2,35665.0,67918.0,1851013.5,,,2065.0,0.64,,,,,12500.0,,,,0.64,2065.0,,435.0,3446.0,1.85,0.23,,,5.76,5.76,583022.0,30258841.8,,30.3,5.75,36.42,0.4218,53.58,0.1132
2018-11-14,70019.0,3598976.6,3.45,9.55,0.4,3.66,0.0,3490985.2,35665.0,67918.0,1833181.0,,,,,,,,,,,,,,,,,,1.85,,,,5.76,5.76,583290.0,29981106.0,,30.21,5.76,36.56,0.4212,53.43,0.1131
2018-11-15,72019.0,3788199.4,3.55,9.74,0.41,3.79,0.0,3677686.8,35665.0,69918.0,1875979.0,,,,0.09,,,,,2000.0,,,,0.09,,,,,1.84,,,,5.65,5.65,595953.0,31347127.8,,30.79,5.63,37.54,0.421,52.74,0.114
2018-11-16,74219.0,3918763.2,3.65,10.09,0.42,3.95,0.0,3691670.4,37865.0,69918.0,1999272.0,,,,,,,,,,,,,,,,2200.0,,1.98,,,,5.97,5.97,596244.0,31481683.2,,31.23,5.96,36.88,0.3958,50.7,0.117
2018-11-19,73185.0,3856849.5,3.6,9.87,0.42,3.91,0.0,3684678.6,36831.0,69918.0,1940993.7,,,,,,,,0.05,,1034.0,,,,,,,,1.94,,,,5.78,5.78,600354.0,31638655.8,,31.57,5.78,37.54,0.4066,51.28,0.1149
2018-11-20,73185.0,3739753.5,3.6,10.05,0.42,3.85,0.0,3572809.8,36831.0,69918.0,1882064.1,,,,,,,,,,,,,,,,,,1.94,,,,5.78,5.78,600531.0,30687134.1,,31.48,5.82,38.22,0.4047,50.59,0.1148
2018-11-21,77336.0,3920935.2,3.81,10.68,0.44,4.03,0.0,3755298.3,39268.0,74069.0,1990887.6,,,323.0,0.21,,,,,4151.0,,,,0.21,323.0,,2114.0,,2.01,,,,6.18,6.18,596242.0,30229469.4,,30.54,6.17,36.39,0.3697,47.86,0.1217
2018-11-22,77336.0,3928668.8,3.81,11.04,0.44,4.04,0.0,3762705.2,40000.0,74069.0,2032000.0,,,732.0,,,,,,,,,,,732.0,,,,2.03,,,,6.34,6.34,591248.0,30035398.4,,29.98,6.33,36.52,0.3701,47.81,0.1225
2018-11-23,75136.0,3824422.4,3.7,11.12,0.43,3.87,0.0,3770112.1,37800.0,74069.0,1924020.0,,,,,,,,0.11,,2200.0,,,,,,,,1.93,,,,5.95,5.95,597010.0,30387809.0,,30.41,5.97,36.56,0.3916,49.98,0.1184
2018-11-26,75136.0,3794368.0,3.7,11.48,0.43,3.85,0.0,3740484.5,37800.0,74069.0,1908900.0,,,,,,,,,,,,,,,,,,1.92,,,,5.96,5.96,596626.0,30129613.0,,30.3,5.96,36.73,0.3912,49.83,0.1184
2018-11-27,75136.0,3861990.4,3.7,11.47,0.43,3.89,0.0,3807146.6,37800.0,74069.0,1942920.0,,,,,,,,,,,,,,,,,,1.92,,,,5.94,5.94,598170.0,30745938.0,,30.38,5.94,36.18,0.3924,50.33,0.1181
2018-11-28,75136.0,3877017.6,3.7,11.07,0.43,3.91,0.0,3821960.4,37800.0,74069.0,1950480.0,,,,,,,,,,,,,,,,,,1.93,,,,5.94,5.94,598250.0,30869700.0,,30.67,5.93,36.51,0.3918,50.05,0.1181
2018-11-29,77128.0,4002943.2,3.8,11.52,0.44,4.04,0.0,3844181.1,39792.0,74069.0,2065204.8,,,1168.0,,,,,,,,,,,1168.0,,824.0,,2.04,,,,6.26,6.26,596352.0,30950668.8,,30.7,6.23,35.44,0.3727,48.85,0.1212
2018-11-30,76412.0,4011630.0,3.76,11.01,0.44,4.04,0.0,3907207.5,38722.0,74423.0,2032905.0,,,,0.03,,,,0.07,354.0,1424.0,,,0.03,,,354.0,,2.02,,,,6.08,6.08,597661.0,31377202.5,,31.17,6.09,36.64,0.3864,49.43,0.1201
2018-12-03,77412.0,3978976.8,3.81,11.66,0.44,4.06,0.0,3876742.2,39722.0,75423.0,2041710.8,,,,0.07,,,,,1000.0,,,,0.07,,,1000.0,,2.08,,,,6.25,6.25,595997.0,30634245.8,,31.1,6.26,38.11,0.3841,48.09,0.1218
2018-12-04,78469.0,4072541.1,3.86,11.42,0.45,4.1,0.0,3914453.7,40779.0,75423.0,2116430.1,,,,,,,,0.03,,568.0,,,,,,1625.0,,2.1,,,,6.41,6.41,595250.0,30893475.0,,30.67,6.4,36.94,0.3761,48.15,0.1234
2018-12-05,77186.0,4021390.6,3.8,11.34,0.44,4.06,0.0,3929538.3,40450.0,75423.0,2107445.0,,,,,,,,0.07,,1283.0,,,,,,954.0,,2.1,,,,6.36,6.36,595614.0,31031489.4,,30.95,6.36,37.72,0.3881,48.8,0.1213
2018-12-06,76844.0,3957466.0,3.78,11.02,0.44,4.03,0.0,3884284.5,41740.0,75423.0,2149610.0,,,1632.0,,,,,0.02,,342.0,,,,1632.0,,,,2.17,,,,6.56,6.56,594619.0,30622878.5,,30.86,6.56,38.24,0.3902,48.61,0.1208
2018-12-07,76844.0,3919044.0,3.78,10.58,0.44,3.98,0.0,3846573.0,42855.0,75423.0,2185605.0,,,1115.0,,,,,,,,,,,1115.0,,,,2.2,,,,6.73,6.73,593504.0,30268704.0,,30.49,6.74,38.12,0.3904,48.71,0.1208
2018-12-10,76844.0,3769198.2,3.78,10.87,0.44,3.88,0.0,3699498.15,45046.0,75423.0,2209506.3,,,2191.0,,,,,,,,,,,2191.0,,,,2.3,,,,7.1,7.1,589437.0,28911884.85,,29.83,7.15,38.71,0.3896,48.19,0.1211
2018-12-11,76844.0,3784567.0,3.78,11.15,0.44,3.82,0.0,3714582.75,45046.0,75423.0,2218515.5,,,,,,,,,,,,,,,,,,2.22,,,,7.1,7.1,589437.0,29029772.25,,29.0,7.11,37.77,0.391,49.05,0.1211
2018-12-12,76844.0,3942097.2,3.78,11.05,0.44,3.92,0.0,3869199.9,47810.0,75423.0,2452653.0,,,2764.0,,,,,,,,,,,2764.0,,,,2.35,,,,7.53,7.53,586769.0,30101249.7,,29.15,7.47,37.0,0.3921,49.72,0.1211
2018-12-13,78844.0,3989506.4,3.88,11.77,0.45,4.06,0.0,3867003.8,48810.0,76423.0,2469786.0,,,,0.11,,,,,1000.0,,,,0.11,,,1000.0,,2.5,,,,7.68,7.68,586392.0,29671435.2,,29.98,7.7,38.51,0.3805,47.4,0.1241
2018-12-14,78844.0,4099888.0,3.88,12.73,0.45,4.1,0.0,3973996.0,48810.0,76423.0,2538120.0,,,,,,,,,,,,,,,,,,2.48,,,,7.67,7.67,587652.0,30557904.0,,29.98,7.65,37.66,0.3817,48.19,0.1239
2018-12-17,78844.0,3973737.6,3.88,12.9,0.45,4.07,0.0,3851719.2,48810.0,76423.0,2460024.0,,,,,,,,,,,,,,,,,,2.52,,,,7.67,7.67,587624.0,29616249.6,,30.27,7.69,38.9,0.38,47.04,0.1239
2018-12-18,78844.0,3851529.4,3.88,12.71,0.45,3.95,0.0,3733263.55,50764.0,76423.0,2479821.4,,,1954.0,,,,,,,,,,,1954.0,,,,2.55,,,,7.97,7.97,586363.0,28643832.55,,29.3,8.0,38.88,0.38,47.05,0.1237
2018-12-19,80693.0,3881333.3,3.97,12.47,0.46,3.95,0.0,3764883.2,44299.0,78272.0,2130781.9,,,,0.04,,,,0.33,1849.0,6465.0,,,0.04,,,,,2.16,,,,7.01,7.01,587448.0,28256248.8,,28.59,7.02,39.94,0.381,46.29,0.1277
2018-12-20,82623.0,3986559.75,4.07,12.18,0.47,4.02,0.0,3869746.5,44299.0,80202.0,2137426.75,,,,0.07,,,,,1930.0,,,,0.07,,,,,2.13,,,,7.01,7.01,587393.0,28341712.25,,28.24,7.0,40.91,0.3823,45.61,0.1308
2018-12-21,96062.0,4610976.0,4.73,14.36,0.55,4.67,0.0,4494768.0,45234.0,93641.0,2171232.0,,,935.0,0.66,,,,,13439.0,,,,0.66,935.0,,,,2.19,,,,7.16,7.16,586604.0,28156992.0,,28.33,7.18,39.03,0.3741,45.91,0.152
2018-12-24,97230.0,4628148.0,4.79,11.83,0.55,4.7,0.0,4512908.4,41322.0,94809.0,1966927.2,,,1168.0,0.05,,,,0.25,1168.0,5080.0,,,0.05,1168.0,,,,1.98,,,,6.75,6.75,570926.0,27176077.6,,27.33,6.76,38.35,0.3686,45.64,0.1588
2018-12-25,97230.0,4628148.0,4.79,11.96,0.55,4.71,0.0,4512908.4,46402.0,94809.0,2208735.2,,,,,,,,,,,,,,,,5080.0,,2.22,,,,7.52,7.52,570926.0,27176077.6,,27.26,7.53,38.35,0.3686,45.65,0.1575
2018-12-26,100477.0,4782705.2,4.95,12.36,0.57,4.83,0.0,4667465.6,46402.0,98056.0,2208735.2,,,,0.12,,,,,3247.0,,,,0.12,,,,,2.22,,,,7.62,7.62,562739.0,26786376.4,,26.85,7.63,37.4,0.3733,47.0,0.1649
2018-12-27,102874.0,4932808.3,5.06,12.66,0.59,4.95,0.0,4816721.35,48799.0,100453.0,2339912.05,,,821.0,0.11,,,,0.0,2397.0,26.0,,,0.11,821.0,,1602.0,,2.32,,,,8.0,8.0,561568.0,26927185.6,,26.76,7.98,36.65,0.3567,45.76,0.1685
2018-12-28,101520.0,4872960.0,5.0,12.7,0.58,4.91,0.0,4756752.0,48799.0,99099.0,2342352.0,,,,,,,,,,,,,,,,,1354.0,2.33,0.05,,,8.0,8.0,561568.0,26955264.0,,26.89,7.98,37.07,0.3634,46.13,0.1663
2018-12-31,100166.0,4903125.7,4.93,12.8,0.57,4.89,0.0,4850896.05,44981.0,99099.0,2201819.95,,,,,,,,0.18,,3818.0,,,,,,,,2.15,,,,7.36,7.36,566023.0,27706825.85,,27.27,7.32,37.89,0.369,46.03,0.1639
2019-01-01,100166.0,4903125.7,4.93,12.94,0.57,4.9,0.0,4850896.05,44981.0,99099.0,2201819.95,,,,,,,,,,,,,,,,,,2.19,,,,7.37,7.37,565405.0,27676574.75,,27.31,7.43,37.89,0.369,46.02,0.1641
2019-01-02,83901.0,4094368.8,4.13,10.84,0.48,4.14,0.0,4042299.2,44981.0,82834.0,2195072.8,,,,,,,,,,,,,,,,,16265.0,2.21,0.76,,,7.37,7.37,565377.0,27590397.6,,27.66,7.41,38.87,0.3648,44.86,0.1375
2019-01-03,76417.0,3767358.1,3.76,9.84,0.44,3.78,0.0,3714755.0,40709.0,75350.0,2006953.7,,,,,,100.0,,0.22,,4272.0,,,,,0.0,,7584.0,1.98,0.37,,,6.67,6.67,570032.0,28102577.6,,27.75,6.67,42.42,0.4278,49.54,0.1251
2019-01-04,78317.0,3837533.0,3.86,10.12,0.45,3.88,0.0,3692150.0,42609.0,75350.0,2087841.0,,,1317.0,,,,,,,,,,,1317.0,,583.0,,2.1,,,,6.97,6.97,569013.0,27881637.0,,28.01,6.97,41.76,0.4075,47.99,0.128
2019-01-07,79000.0,3902600.0,3.89,10.26,0.45,3.91,0.0,3756030.2,43292.0,76033.0,2138624.8,,,683.0,0.03,,,,,683.0,,,,0.03,683.0,,,,2.11,,,,7.08,7.08,568580.0,28087852.0,,27.83,7.06,41.07,0.4019,47.92,0.1291
2019-01-08,77100.0,3986070.0,3.8,10.02,0.44,3.93,0.0,3930906.1,41392.0,76033.0,2139966.4,,,,,,,,0.08,,1900.0,,,,,,,,2.06,,,,6.77,6.77,570273.0,29483114.1,,28.53,6.72,41.24,0.4232,50.0,0.126
2019-01-09,77100.0,4117140.0,3.8,9.92,0.44,4.08,0.0,4060162.2,41392.0,76033.0,2210332.8,,,,,,,,,,,,,,,,,,2.13,,,,6.76,6.76,570477.0,30463471.8,,29.65,6.71,41.74,0.424,49.69,0.126
2019-01-10,77646.0,4200648.6,3.82,9.63,0.44,4.21,0.0,4142923.9,41938.0,76579.0,2268845.8,,,833.0,0.06,,,,0.73,546.0,14500.0,,,0.06,833.0,,14213.0,,2.25,,,,6.89,6.89,566965.0,30672806.5,,30.39,6.9,41.87,0.4244,49.62,0.1275
2019-01-11,78304.0,4220585.6,3.85,9.59,0.45,4.27,0.0,4163074.3,42596.0,77237.0,2295924.4,,,658.0,0.04,,,,,658.0,,,,0.04,658.0,,,,2.31,,,,7.0,7.0,566208.0,30518611.2,,30.65,7.0,41.93,0.4177,48.8,0.1286
