,MERY FP Equity_DX_SI_QTY,MERY FP Equity_DX_SHORT_INTEREST_VALUE,MERY FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MERY FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MERY FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MERY FP Equity_DX_SI_MV,MERY FP Equity_DX_DSS,MERY FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MERY FP Equity_DX_SUPPLY_SI_QTY,MERY FP Equity_DX_BROKER_SI_QTY,MERY FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MERY FP Equity_DX_BROKER_SI_MV_NEW_x,MERY FP Equity_DX_SUPPLY_SI_QTY_NEW_x,MERY FP Equity_DX_SUPPLY_SI_QTY_INC_x,MERY FP Equity_DX_BROKER_SI_MV_INC_x,MERY FP Equity_DX_SUPPLY_SI_MV_NEW,MERY FP Equity_DX_BROKER_SI_QTY_ADD,MERY FP Equity_DX_BROKER_SI_QTY_NEW,MERY FP Equity_DX_SUPPLY_SI_MV_DEC,MERY FP Equity_DX_BROKER_SI_QTY_INC,MERY FP Equity_DX_SUPPLY_SI_QTY_DEC,MERY FP Equity_DX_BROKER_SI_MV_NEW_y,MERY FP Equity_DX_SUPPLY_SI_QTY_NEW_y,MERY FP Equity_DX_BROKER_SI_MV_INC_y,MERY FP Equity_DX_SUPPLY_SI_QTY_INC_y,MERY FP Equity_DX_BROKER_SI_MV_ADD,MERY FP Equity_DX_SUPPLY_SI_QTY_ADD,MERY FP Equity_DX_BROKER_SI_QTY_DEC,MERY FP Equity_DX_SUPPLY_SI_MV,MERY FP Equity_DX_BROKER_SI_MV_DEC,MERY FP Equity_DX_SUPPLY_SI_MV_RMV,MERY FP Equity_DX_BROKER_SI_MV_RMV,MERY FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MERY FP Equity_DX_UTILIZATION_QUANTITY,MERY FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MERY FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MERY FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,MERY FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MERY FP Equity_DX_ACTIVE_UTILIZATION_MV,MERY FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MERY FP Equity_DX_BROKER_SI_CON_RATIO,MERY FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MERY FP Equity_DX_DEMAND_SUPPLY_RATIO,MERY FP Equity_PX_LAST
2015-07-15,327997.0,5965608.98,0.68,2.91,0.36,6.95,0.0,4861142.76,231890.0,267272.0,4217615.0,,,6206.0,,,,,0.1,,4623.0,,,,6206.0,,,4623.0,4.91,0.06,,,2.68,2.68,8406778.0,152902466.58,,177.93,2.69,22.25,0.1969,33.64,0.038,21.13
2015-07-16,320482.0,5946166.76,0.67,2.94,0.35,6.8,0.0,4819485.77,236003.0,259757.0,4378758.23,,,4113.0,0.17,,,,,8462.0,,,,0.17,4113.0,,,15977.0,5.03,0.33,,,2.72,2.72,8428647.0,156383636.56,,179.34,2.73,22.96,0.2172,37.35,0.037,21.555
2015-07-17,324595.0,6025272.64,0.68,2.99,0.35,7.01,0.0,4898068.96,238295.0,263870.0,4423334.75,,,2292.0,0.14,,,,,4113.0,,,,0.14,2292.0,,,,5.15,,,,2.75,2.75,8440806.0,156681888.15,,182.33,2.75,22.67,0.2229,38.43,0.0374,21.565
2015-07-20,308698.0,5699628.21,0.64,2.87,0.34,6.65,0.0,4881069.89,222305.0,264364.0,4104515.9,,,494.0,0.0,,,,0.36,494.0,16484.0,,,0.0,494.0,,,,4.79,,,,2.57,2.57,8421230.0,155484907.91,,181.53,2.57,24.03,0.2473,40.79,0.0357,21.45
2015-07-21,253774.0,4601442.55,0.53,2.35,0.28,5.4,0.0,4279707.47,188208.0,236030.0,3412596.64,,,3573.0,0.03,,,,0.82,3328.0,37670.0,,,0.03,3573.0,,,31662.0,4.01,0.69,,,2.18,2.18,8426454.0,152788874.98,,179.56,2.18,26.98,0.3048,46.78,0.0295,21.065
2015-07-22,252479.0,4519283.66,0.53,2.32,0.27,5.32,0.0,4161290.82,184657.0,232479.0,3305294.15,,,2256.0,,,,,0.14,,5896.0,,,,2256.0,,89.0,3551.0,3.87,0.09,,,2.14,2.14,8432243.0,150934129.22,,177.13,2.14,27.17,0.3071,46.89,0.0293,20.795
2015-07-23,252738.0,4444514.49,0.55,2.35,0.27,5.21,0.0,4092805.25,184916.0,232738.0,3251833.29,,,259.0,0.0,,,,,259.0,,,,0.0,259.0,,,,3.82,,,,2.15,2.15,8398251.0,147687123.65,,173.48,2.15,27.42,0.3034,46.32,0.0294,20.43
2015-07-24,279305.0,4911707.46,0.61,2.61,0.3,5.72,0.0,4032434.36,212739.0,229305.0,3741113.6,,,122.0,,,,,0.07,,3389.0,,,,122.0,,31090.0,3433.0,4.35,0.06,,,2.5,2.5,8284777.0,145691630.94,,169.26,2.5,24.43,0.2529,41.22,0.0329,20.43
2015-07-27,263262.0,4541207.11,0.58,2.49,0.29,5.35,0.0,3937465.4,196696.0,228262.0,3392959.38,,,197.0,,,,,0.51,,24730.0,,,,197.0,,8490.0,1043.0,3.99,0.05,,,2.32,2.32,8269429.0,142645690.38,,167.62,2.33,26.11,0.2706,43.24,0.0311,20.04
2015-07-28,249109.0,4438591.52,0.55,2.35,0.27,5.04,0.0,3993144.8,184543.0,224109.0,3288162.99,,,124.0,,,,,0.26,,12277.0,,,,124.0,,,4153.0,3.73,0.09,,,2.18,2.18,8267317.0,147305971.0,,167.03,2.18,26.46,0.2723,43.14,0.0295,20.7
2015-07-29,238425.0,4263617.53,0.52,2.12,0.26,4.97,0.0,3816556.87,183946.0,213425.0,3289400.82,,,,,,,,0.01,,597.0,,,,,,,10684.0,3.82,0.14,,,2.17,2.17,8291126.0,148265450.98,,172.01,2.17,27.64,0.295,45.35,0.0281,20.775
2015-07-30,239873.0,4262669.58,0.52,2.07,0.26,5.0,0.0,3818406.41,185307.0,214873.0,3293003.01,,,1448.0,0.03,,,,0.0,1448.0,87.0,,,0.03,1448.0,,,,3.85,,,,2.23,2.23,8115534.0,144217314.46,,168.84,2.23,27.48,0.2966,45.64,0.0289,20.645
2015-07-31,231576.0,4138150.8,0.51,1.88,0.25,4.78,0.0,3691412.92,185307.0,206576.0,3311346.21,,,529.0,,,,,0.01,,529.0,,,,529.0,,,8297.0,3.83,0.19,,,2.26,2.26,8019760.0,143309221.32,,165.51,2.26,24.78,0.2976,47.14,0.0282,20.76
2015-08-03,199307.0,3596688.57,0.44,1.59,0.22,4.16,0.0,3145539.26,153038.0,174307.0,2761719.48,,,383.0,,,,,0.68,,32652.0,,,,383.0,,,32269.0,3.19,0.64,,,1.88,1.88,7993374.0,144248204.34,,166.77,1.88,28.88,0.2507,38.52,0.0245,20.965
2015-08-04,124313.0,2277590.37,0.27,0.97,0.14,2.62,0.0,2002769.1,65536.0,109313.0,1200712.41,,,248.0,,,2000.0,,1.82,,87750.0,,,,248.0,0.04,,66994.0,1.38,1.4,,,0.81,0.81,8007096.0,146701348.27,,168.91,0.81,12.99,0.2535,45.26,0.0154,21.285
2015-08-05,124313.0,2264214.81,0.27,0.97,0.14,2.64,0.0,1991007.48,65536.0,109313.0,1193661.01,,,,,,,,,,,,,,,,,,1.38,,,,0.81,0.81,8005045.0,145802461.6,,170.06,0.81,12.88,0.2543,45.38,0.0154,21.16
2015-08-06,113814.0,2078865.93,0.25,0.87,0.12,2.42,0.0,1804883.92,62791.0,98814.0,1146906.98,,,,,,,,0.06,,2745.0,,,,,,,10499.0,1.33,0.22,,,0.78,0.78,7972473.0,145620947.32,,168.52,0.78,14.01,0.2966,49.41,0.0142,21.22
2015-08-07,113814.0,2067109.86,0.25,0.89,0.12,2.42,0.0,1794677.22,62791.0,98814.0,1140421.17,,,,,,,,,,,,,,,,,,1.33,,,,0.78,0.78,7940439.0,144215647.56,,168.0,0.79,13.96,0.296,49.34,0.0142,21.1
2015-08-10,98814.0,1792976.11,0.22,0.77,0.11,2.1,0.0,1792976.11,47791.0,98814.0,867165.8,,,,,,,,0.32,,15000.0,,,,,,,,1.01,,,,0.6,0.6,7957480.0,144388158.53,,167.49,0.6,16.08,0.3706,56.93,0.0123,21.08
2015-08-11,113814.0,2039679.01,0.25,0.87,0.12,2.4,0.0,1770861.6,62791.0,98814.0,1125287.62,,,,,,,,,,,,,,,,15000.0,,1.32,,,,0.79,0.79,7930983.0,142132422.91,,166.43,0.79,13.9,0.2956,49.3,0.0142,20.82
2015-08-12,118309.0,2072371.51,0.26,0.9,0.13,2.46,0.0,1808238.69,60122.0,103230.0,1053133.06,,,79.0,0.11,,,,0.13,5288.0,6199.0,,,0.11,79.0,,3451.0,872.0,1.25,0.03,,,0.75,0.75,7903370.0,138440176.08,,163.21,0.76,13.21,0.2761,46.93,0.0149,20.35
2015-08-13,93860.0,1670365.39,0.21,0.71,0.1,1.93,0.0,1403420.15,59717.0,78860.0,1062744.62,,,,,,,,0.02,,405.0,,,,,,,24370.0,1.22,0.53,,,0.75,0.75,7879576.0,140227690.77,,161.07,0.75,17.18,0.2202,36.61,0.0118,20.675
2015-08-14,91431.0,1629892.58,0.2,0.69,0.1,1.9,0.0,1629892.58,47288.0,91431.0,842978.43,,,,0.22,,2571.0,,0.31,10000.0,15000.0,,,0.22,,0.06,2571.0,,0.98,,,,0.6,0.6,7874878.0,140381328.64,,162.94,0.6,17.41,0.3094,48.74,0.0115,20.71
2015-08-17,85662.0,1519678.14,0.19,0.64,0.09,1.79,0.0,1519678.14,53014.0,85662.0,940489.56,,,,,,,,0.07,,3557.0,,,,,,9283.0,5769.0,1.1,0.12,,,0.67,0.67,7820861.0,138745202.25,,161.95,0.67,18.45,0.3143,49.09,0.0109,20.61
2015-08-18,91969.0,1657295.09,0.2,0.68,0.1,1.92,0.0,1657295.09,58936.0,91969.0,1062035.51,,,326.0,0.13,,,,0.12,6307.0,5656.0,,,0.13,326.0,,11252.0,,1.22,,,,0.78,0.78,7520704.0,135524207.57,,155.73,0.77,17.46,0.335,51.87,0.0121,20.935
2015-08-19,72444.0,1304828.11,0.16,0.5,0.08,1.52,0.0,1304828.11,55742.0,72444.0,1003999.34,,,,,,,,0.07,,3194.0,,,,,,,19525.0,1.17,0.4,,,0.73,0.73,7535786.0,135731121.93,,157.37,0.74,22.07,0.2791,43.33,0.0095,20.925
2015-08-20,58085.0,1044950.44,0.13,0.38,0.06,1.22,0.0,1044950.44,24511.0,58085.0,440953.44,,,,,,,,0.65,,31231.0,,,,,,,14359.0,0.51,0.3,,,0.32,0.32,7641971.0,137479228.62,,159.11,0.32,27.4,0.2558,36.69,0.0076,20.9
2015-08-21,67468.0,1227979.0,0.15,0.43,0.07,1.41,0.0,1227979.0,24511.0,67468.0,446122.51,,,,0.34,,,,,16748.0,,,,0.34,,,,7365.0,0.51,0.16,,,0.32,0.32,7650345.0,139243241.66,,158.67,0.32,24.03,0.39,55.91,0.0088,21.145
2015-08-24,85366.0,1442048.98,0.19,0.51,0.09,1.77,0.0,1442048.98,51157.0,85366.0,864171.92,,,15673.0,0.21,,10000.0,,,9898.0,,,,0.21,15673.0,0.21,10973.0,2000.0,1.08,0.04,,,0.66,0.66,7699781.0,130068895.9,,158.89,0.68,17.75,0.3729,56.12,0.011,19.625
2015-08-25,213771.0,3698539.5,0.47,1.24,0.23,4.23,0.0,1626851.49,173763.0,94030.0,3006344.73,,,,0.18,,,,,8664.0,,,,0.18,,,122606.0,,3.41,,,,2.24,2.24,7580994.0,131161877.79,,149.71,2.23,24.43,0.3159,48.75,0.0276,20.1
2015-08-26,219132.0,3771487.1,0.48,1.22,0.24,4.43,0.0,1635013.29,188624.0,94998.0,3246413.04,,,10468.0,0.21,,,,,10468.0,,,,0.21,10468.0,,4393.0,9500.0,3.8,0.16,,,2.42,2.42,7615063.0,131063066.33,,153.27,2.42,19.3,0.3054,49.77,0.0281,19.995
2015-08-27,211414.0,3738740.34,0.46,1.15,0.23,4.25,0.0,1824911.46,146760.0,103193.0,2595369.9,,,,,,18921.0,,0.85,,41864.0,,,,,0.38,,10726.0,2.94,0.22,,,1.87,1.87,7720952.0,136540790.68,,155.94,1.85,15.24,0.2433,43.51,0.0269,20.545
2015-08-28,125115.0,2177589.16,0.27,0.68,0.14,2.57,0.0,1761251.31,53036.0,101194.0,923075.72,,,4219.0,0.12,,3000.0,,1.99,5367.0,99485.0,,,0.12,4219.0,0.06,1542.0,10366.0,1.09,0.21,,,0.67,0.67,7828409.0,136251117.87,,160.34,0.68,17.79,0.1973,32.59,0.0159,20.22
2015-08-31,149218.0,2575259.55,0.33,0.8,0.16,3.06,0.0,2285767.64,91903.0,132444.0,1586096.04,,,13689.0,0.66,,,,0.15,31250.0,7147.0,,,0.66,13689.0,,32325.0,,1.85,,,,1.16,1.16,7813640.0,134850695.36,,157.71,1.16,24.75,0.2039,30.67,0.0189,20.05
2015-09-01,174031.0,2945069.48,0.38,0.93,0.19,3.52,0.0,2414628.33,106716.0,142686.0,1805919.83,,,14571.0,0.19,,,,,10242.0,,,,0.19,14571.0,,242.0,,2.13,,,,1.35,1.35,7801239.0,132017806.33,,155.27,1.35,28.77,0.2119,29.47,0.022,19.66
2015-09-02,154467.0,2626625.53,0.34,0.82,0.17,3.09,0.0,2093621.22,106372.0,123122.0,1808796.77,,,,,,,,0.01,,344.0,,,,,,,19564.0,2.09,0.41,,,1.34,1.34,7803535.0,132694777.91,,153.69,1.34,25.12,0.2126,32.6,0.0195,19.755
2015-09-03,164184.0,2810936.47,0.36,0.87,0.18,3.3,0.0,2274289.76,106372.0,132839.0,1821157.57,,,,0.29,,,,,14571.0,,,,0.29,,,,4854.0,2.11,0.09,,,1.35,1.35,7761172.0,132876293.93,,153.95,1.35,23.36,0.193,27.06,0.0209,19.89
2015-09-04,142676.0,2431652.61,0.31,0.75,0.16,2.88,0.0,2078688.37,95737.0,121966.0,1631662.83,,,,,,,,0.21,,10635.0,,,,,,,10873.0,1.9,0.22,,,1.22,1.22,7753817.0,132149691.15,,153.87,1.22,25.46,0.1988,26.55,0.0182,19.8
2015-09-07,110291.0,1870215.78,0.24,0.58,0.12,2.23,0.0,1870215.78,61351.0,110291.0,1040335.19,,,,,,,,0.68,,34386.0,,,,,,,11675.0,1.21,0.23,,,0.78,0.78,7808361.0,132407176.65,,154.26,0.78,23.59,0.2078,29.1,0.014,19.7
2015-09-08,104301.0,1779416.19,0.23,0.54,0.11,2.1,0.0,1779416.19,56089.0,104301.0,956900.46,,,,0.23,,,,0.1,12000.0,5262.0,,,0.23,,,,17990.0,1.11,0.36,,,0.71,0.71,7843522.0,133813578.36,,154.51,0.71,14.79,0.2489,41.97,0.0132,19.82
2015-09-09,76104.0,1301312.1,0.17,0.42,0.08,1.55,0.0,1266207.59,40578.0,74051.0,693848.45,,,,,,,,0.31,,15511.0,,,,,,,30250.0,0.81,0.6,,,0.51,0.51,7853309.0,134284742.42,,155.61,0.51,18.09,0.3836,57.18,0.0096,19.865
2015-09-10,70120.0,1195369.5,0.15,0.39,0.08,1.43,0.0,1195369.5,22477.0,70120.0,383176.27,,,,,,,,0.04,,18101.0,,,,,,,3931.0,0.76,0.08,,,0.28,0.28,7897896.0,134639246.56,,156.01,0.49,19.57,0.4464,61.96,0.0089,19.805
2015-09-11,54072.0,895959.92,0.12,0.32,0.06,1.09,0.0,895959.92,18077.0,54072.0,299531.5,,,,,,,,0.09,,4400.0,,,,,,,16048.0,0.35,0.33,,,0.23,0.23,7873037.0,130454312.87,,154.61,0.23,25.75,0.3617,50.61,0.0069,19.25
2015-09-14,43072.0,694784.37,0.09,0.26,0.05,0.86,0.0,694784.37,18077.0,43072.0,291595.86,,,,,,,,,,,,,,,,,11000.0,0.34,0.21,,,0.23,0.23,7876147.0,127048287.36,,150.8,0.23,31.86,0.4989,62.82,0.0055,18.74
2015-09-15,43072.0,702755.48,0.09,0.26,0.05,0.84,0.0,702755.48,18077.0,43072.0,294941.28,,,,,,,,,,,,,,,,,,0.34,,,,0.23,0.23,7888079.0,128700565.61,,148.22,0.23,31.63,0.5008,63.08,0.0054,18.955
2015-09-16,31072.0,507099.24,0.07,0.19,0.03,0.61,0.0,507099.24,18077.0,31072.0,295019.08,,,,,,,,,,,,,,,,,12000.0,0.34,0.23,,,0.23,0.23,7888998.0,128749512.79,,149.48,0.23,43.34,0.4366,49.33,0.0039,18.96
2015-09-17,43072.0,700716.36,0.09,0.27,0.05,0.84,0.0,700716.36,18077.0,43072.0,294085.48,,,,0.19,,2000.0,,,10000.0,,,,0.19,,0.04,,,0.34,,,,0.23,0.23,7904900.0,128600779.13,,149.23,0.23,31.86,0.4465,58.32,0.0054,18.9
2015-09-18,84958.0,1376287.97,0.19,0.53,0.09,1.68,0.0,1376287.97,22276.0,84958.0,360862.91,,,,,,41886.0,,,,,,,,,0.83,4199.0,,0.42,,,,0.29,0.29,7646471.0,123869983.62,,144.48,0.29,29.27,0.2522,33.76,0.0111,18.82
2015-09-21,118390.0,1931121.73,0.26,0.66,0.13,2.34,0.0,1683153.89,39506.0,103188.0,644403.2,,,,0.37,,,,,18230.0,,,,0.37,,,17230.0,,0.75,,,,0.53,0.53,7459212.0,121671140.82,,141.16,0.53,33.28,0.2991,40.14,0.0158,18.95
2015-09-22,73809.0,1197584.29,0.16,0.42,0.08,1.48,0.0,1197584.29,24304.0,73809.0,394343.35,,,,,,,,0.29,,15202.0,,,,,,,29379.0,0.46,0.57,,,0.33,0.33,7438641.0,120695303.0,,141.09,0.33,18.18,0.4529,63.39,0.0099,18.85
2015-09-23,73809.0,1189642.75,0.16,0.41,0.08,1.46,0.0,1189642.75,24304.0,73809.0,391728.35,,,,,,,,,,,,,,,,,,0.46,,,,0.33,0.33,7286677.0,117445602.57,,137.01,0.33,18.31,0.4497,63.07,0.0101,18.725
2015-09-24,61809.0,997558.57,0.14,0.35,0.07,1.22,0.0,997558.57,24304.0,61809.0,392251.35,,,,,,,,,,,,,,,,,12000.0,0.45,0.23,,,0.33,0.33,7272377.0,117371612.73,,135.91,0.33,21.72,0.6058,74.65,0.0085,18.75
2015-09-25,61809.0,1023628.1,0.14,0.35,0.07,1.24,0.0,1023628.1,24304.0,61809.0,402502.18,,,,,,,,,,,,,,,,,,0.46,,,,0.33,0.33,7345409.0,121648418.09,,138.15,0.33,21.49,0.6087,74.92,0.0084,19.24
2015-09-28,61809.0,1008199.2,0.14,0.35,0.07,1.25,0.0,1008199.2,24304.0,61809.0,396435.36,,,,,,,,,,,,,,,,,,0.46,,,,0.33,0.33,7344266.0,119796195.99,,140.69,0.33,21.19,0.6111,75.16,0.0084,18.95
2015-09-29,61809.0,1016445.68,0.14,0.35,0.07,1.24,0.0,1016445.68,24304.0,61809.0,399677.97,,,,,,,,,,,,,,,,,,0.46,,,,0.33,0.33,7431810.0,122215715.71,,140.89,0.32,21.67,0.6064,74.71,0.0083,19.105
2015-09-30,121309.0,2019458.38,0.27,0.71,0.13,2.4,0.0,1220391.52,75304.0,73309.0,1253602.73,,,36534.0,,,11500.0,,,,,,,,36534.0,0.22,14466.0,,1.44,,,,1.01,1.01,7407686.0,123317425.7,,141.92,1.01,39.19,0.3704,45.06,0.0162,19.34
2015-10-01,314884.0,5132173.36,0.69,1.9,0.34,6.17,0.0,1351301.94,253404.0,82909.0,4130134.46,,18100.0,,,0.35,18100.0,,,,,,18100.0,,,0.37,160000.0,8500.0,4.89,0.16,,,3.26,3.26,7528465.0,122703559.25,,144.93,3.26,15.28,0.3738,56.84,0.0405,18.935
2015-10-02,1240609.0,20487178.26,2.72,7.54,1.35,23.62,1.0,12948625.12,940104.0,784109.0,15524696.52,,,21300.0,0.41,,679900.0,,,21300.0,,,,0.41,21300.0,12.9,665400.0,,17.78,,,,100.0,12.11,0.0,0.0,,0.0,100.0,10.18,0.5356,71.98,0.1598,19.185
2015-10-05,2748589.0,46501639.77,6.02,17.78,2.99,54.29,1.0,29549604.37,1605716.0,1746599.0,27166093.95,,,77998.0,,,980590.0,,0.34,,18217.0,,,,77998.0,20.16,605831.0,18100.0,31.12,0.36,,,100.0,20.6,0.0,0.0,,0.0,100.0,32.15,0.3696,50.95,0.3527,19.655
2015-10-06,3089089.0,52727666.35,6.76,20.67,3.36,61.85,1.0,34105555.85,1699151.0,1998099.0,29002811.83,,,793.0,5.01,,8500.0,,0.09,243000.0,4858.0,,,5.01,793.0,0.17,97500.0,,33.39,,,,100.0,22.51,0.0,0.0,,0.0,100.0,28.78,0.4007,55.91,0.4093,19.83
2015-10-07,3210289.0,54506281.88,7.03,22.37,3.49,65.01,1.0,34953871.13,1759723.0,2058699.0,29877670.79,,,,1.49,,,,0.0,60600.0,28.0,,,1.49,,,60600.0,,35.07,,,,82.29,23.32,378595.0,6428021.21,,7.52,82.34,27.67,0.4129,57.57,0.4254,19.725
2015-10-08,3210289.0,54409566.05,7.03,22.77,3.49,64.56,1.0,34891849.05,1759520.0,2058699.0,29821215.36,,,,,,,,0.0,,203.0,,,,,,,,34.78,,,,82.29,23.31,378595.0,6416615.34,,7.44,82.38,27.67,0.4131,57.59,0.4253,19.69
2015-10-09,3580289.0,61296867.73,7.84,24.91,3.89,71.67,1.0,42094520.13,1729520.0,2458699.0,29610503.14,,,1487.0,7.89,,,,0.64,400000.0,31487.0,,,7.89,1487.0,,,,34.1,,,,82.04,22.88,378595.0,6481791.73,,7.41,82.15,24.64,0.3394,51.24,0.4737,19.89
2015-10-12,3292699.0,56713250.01,7.21,23.38,3.58,66.37,1.0,42348484.05,1729520.0,2458699.0,29789148.71,,,,,,,,,,,,,,,,,,34.57,,,,82.04,22.15,378595.0,6520897.56,,7.53,82.12,26.92,0.311,46.86,0.4217,20.01
2015-10-13,3203299.0,55228575.63,7.01,23.07,3.48,64.74,1.0,42378742.57,1728820.0,2457999.0,29806854.16,,,1516.0,,,,,0.03,,2216.0,,,,1516.0,,,700.0,34.72,0.05,,,80.74,22.34,412407.0,7110373.15,,8.25,80.8,27.76,0.3019,45.26,0.4138,20.03
2015-10-14,3206299.0,55349295.98,7.02,22.93,3.48,64.59,1.0,42656051.42,1728820.0,2470999.0,29844056.93,,,,,,13000.0,,,,,,,,,0.26,,,34.59,,,,80.74,22.33,412407.0,7119247.8,,8.19,80.85,27.79,0.3012,45.14,0.4142,20.055
2015-10-15,3165164.0,54816286.25,6.93,22.47,3.44,64.29,1.0,42341681.15,1717685.0,2444864.0,29747941.23,,,1900.0,,,,,0.23,,13035.0,,,,1900.0,,,26135.0,34.77,0.54,,,22.18,22.18,6025364.0,104351015.55,,120.92,22.33,28.07,0.3097,45.88,0.4088,20.12
2015-10-16,3195114.0,55224969.15,6.99,22.75,3.47,64.95,1.0,42256638.65,1748228.0,2444814.0,30216711.32,,,3832.0,,,,,0.07,,3289.0,,,,3832.0,,30000.0,50.0,35.37,0.0,,,22.63,22.63,5978577.0,103334882.7,,120.22,22.73,28.11,0.3098,45.87,0.4135,20.08
2015-10-19,3597667.0,63313087.52,7.87,25.11,3.91,72.99,1.0,43023834.74,2150833.0,2444762.0,37851162.42,,,355579.0,,,,,0.11,,5377.0,,,,355579.0,,52403.0,52.0,43.5,0.0,,,27.87,27.87,5566560.0,97962401.87,,112.05,27.97,24.95,0.2567,40.72,0.4662,20.445
2015-10-20,2647393.0,46430295.63,5.79,18.4,2.88,54.01,1.0,26905019.15,1611819.0,1534088.0,28268274.74,,,,,,,,10.99,,539014.0,,,,,,,910674.0,32.88,18.47,,,20.97,20.97,6074814.0,106540815.79,,124.07,20.95,19.06,0.2065,34.27,0.3444,20.375
2015-10-21,2655735.0,46610888.15,5.81,18.39,2.89,54.18,1.0,26858869.75,1485873.0,1530330.0,26078603.55,,,,,,,,2.83,,138046.0,,,,,,12100.0,3758.0,30.28,0.01,,,19.34,19.34,6197356.0,108769989.22,,126.29,19.34,18.99,0.2045,34.07,0.3457,20.39
2015-10-22,2688968.0,47992689.56,5.88,18.58,2.92,55.42,1.0,27312127.59,1513733.0,1530263.0,27017100.22,,,,,,,,0.11,,5440.0,,,,,,33300.0,67.0,31.43,0.0,,,19.69,19.69,6172147.0,110160453.72,,126.75,19.87,20.08,0.2038,33.53,0.3499,20.735
2015-10-23,2285940.0,41124111.55,5.0,15.74,2.48,47.49,1.0,27528961.76,1110705.0,1530235.0,19981607.71,,,,,,,,8.37,,403028.0,,,,,,,28.0,23.26,0.0,,,14.45,14.45,6575249.0,118288876.06,,137.17,14.5,23.6,0.2521,39.77,0.2974,20.9
2015-10-26,2184842.0,39399388.23,4.78,14.91,2.37,45.43,1.0,27329590.26,1021705.0,1515527.0,18424468.2,,,,,,,,,,,,,,,,,14708.0,21.29,0.27,1.87,,13.41,13.41,6594792.0,118924283.91,89000.0,137.83,13.38,20.01,0.2561,41.76,0.2869,20.95
2015-10-27,2185744.0,39246326.66,4.78,15.08,2.37,45.51,1.0,27212183.91,1009607.0,1515527.0,18128090.99,,,,,,,,0.25,,12098.0,,,,,,,,21.14,,,,13.25,13.25,6609085.0,118670031.27,,138.39,13.25,19.33,0.2548,41.81,0.2869,20.86
2015-10-28,1847971.0,33396153.3,4.04,12.76,2.01,38.32,1.0,22323293.35,952105.0,1235256.0,17206246.49,,,,,,,,1.2,,57502.0,,,,,,,280271.0,20.05,5.99,,,12.34,12.34,6765674.0,122267874.36,,141.69,12.39,20.93,0.3081,49.73,0.2394,20.995
2015-10-29,1833239.0,33043130.11,4.01,12.58,1.99,38.1,1.0,22046321.24,930805.0,1223134.0,16777250.93,,,,0.14,,2610.0,,0.45,6568.0,21300.0,,,0.14,,0.06,,21300.0,19.53,0.47,,,12.23,12.23,6677661.0,120361186.53,,140.48,12.21,21.06,0.3142,50.31,0.2409,20.94
2015-10-30,1839151.0,33094282.88,4.03,12.69,2.0,38.05,1.0,22057372.98,944285.0,1225796.0,16991772.24,,,8798.0,0.12,,,,0.06,6272.0,2610.0,,,0.12,8798.0,,7292.0,3610.0,19.72,0.08,,,12.4,12.4,6671682.0,120052421.69,,139.49,12.38,21.08,0.3121,50.06,0.2415,20.905
2015-11-02,1839151.0,33205098.47,4.03,14.65,2.0,38.07,1.0,22189909.07,947972.0,1229046.0,17115236.11,,,3687.0,,,3250.0,,,,,,,,3687.0,0.07,,,19.83,,,,12.43,12.43,6675537.0,120524015.38,,139.73,12.43,21.07,0.312,50.05,0.2412,20.975
2015-11-03,1848141.0,32898117.81,4.04,14.72,2.01,38.42,1.0,22037850.02,953275.0,1238036.0,16968918.09,,,8611.0,0.21,,,,0.09,8990.0,4347.0,,,0.21,8611.0,,1039.0,,20.06,,,,12.35,12.35,6765504.0,120430393.36,,141.87,12.39,20.88,0.3091,49.81,0.2394,20.68
2015-11-04,1867535.0,33130817.86,4.09,14.85,2.03,38.44,1.0,22307311.13,953120.0,1257430.0,16908730.02,,,,0.37,,1000.0,,0.0,18549.0,155.0,,,0.37,,0.02,,155.0,19.84,0.0,,,12.34,12.34,6771687.0,120132435.85,,140.24,12.39,20.86,0.3029,49.09,0.2418,20.61
2015-11-05,1856123.0,32696699.55,4.06,15.03,2.02,37.97,1.0,22424961.64,960290.0,1273018.0,16916073.78,,,33.0,0.29,,,,0.67,15588.0,31491.0,,,0.29,33.0,,38628.0,,19.75,,,,12.53,12.53,6700844.0,118039312.59,,137.91,12.53,21.13,0.3066,49.4,0.2423,20.465
2015-11-06,1875666.0,32677696.1,4.11,15.04,2.04,38.33,1.0,22518889.58,972643.0,1292561.0,16945304.96,,,2443.0,0.42,,,,,19543.0,,,,0.42,2443.0,,9910.0,,20.08,,,,12.74,12.74,6659779.0,116026112.46,,136.46,12.83,20.92,0.301,48.75,0.2458,20.24
