,ENGI FP Equity_DX_SI_QTY,ENGI FP Equity_DX_SHORT_INTEREST_VALUE,ENGI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ENGI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ENGI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ENGI FP Equity_DX_SI_MV,ENGI FP Equity_DX_DSS,ENGI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ENGI FP Equity_DX_SUPPLY_SI_QTY,ENGI FP Equity_DX_BROKER_SI_QTY,ENGI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ENGI FP Equity_DX_BROKER_SI_MV_NEW_x,ENGI FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ENGI FP Equity_DX_SUPPLY_SI_QTY_INC_x,ENGI FP Equity_DX_BROKER_SI_MV_INC_x,ENGI FP Equity_DX_SUPPLY_SI_MV_NEW,ENGI FP Equity_DX_BROKER_SI_QTY_ADD,ENGI FP Equity_DX_BROKER_SI_QTY_NEW,ENGI FP Equity_DX_SUPPLY_SI_MV_DEC,ENGI FP Equity_DX_BROKER_SI_QTY_INC,ENGI FP Equity_DX_SUPPLY_SI_QTY_DEC,ENGI FP Equity_DX_BROKER_SI_MV_NEW_y,ENGI FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ENGI FP Equity_DX_BROKER_SI_MV_INC_y,ENGI FP Equity_DX_SUPPLY_SI_QTY_INC_y,ENGI FP Equity_DX_BROKER_SI_MV_ADD,ENGI FP Equity_DX_SUPPLY_SI_QTY_ADD,ENGI FP Equity_DX_BROKER_SI_QTY_DEC,ENGI FP Equity_DX_SUPPLY_SI_MV,ENGI FP Equity_DX_BROKER_SI_MV_DEC,ENGI FP Equity_DX_SUPPLY_SI_MV_RMV,ENGI FP Equity_DX_BROKER_SI_MV_RMV,ENGI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ENGI FP Equity_DX_UTILIZATION_QUANTITY,ENGI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ENGI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ENGI FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ENGI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ENGI FP Equity_DX_ACTIVE_UTILIZATION_MV,ENGI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ENGI FP Equity_DX_BROKER_SI_CON_RATIO,ENGI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ENGI FP Equity_DX_DEMAND_SUPPLY_RATIO,ENGI FP Equity_PX_LAST
2016-11-21,27792600.0,301170583.62,1.87,4.21,1.14,324.41,1.0,202583429.13,12840139.0,18694788.0,139140352.34,,,161502.0,1.07,,,,6.55,94615.0,543207.0,,,1.07,161502.0,,121168.0,477505.0,145.96,5.69,,,4.1,4.1,300192384.0,3252992360.78,,3402.09,4.11,13.97,0.3622,57.1,0.0888,11.52
2016-11-22,32635152.0,356716059.86,2.2,4.9,1.34,380.36,1.0,236208175.2,14632824.0,21610156.0,159942975.66,,,2490000.0,36.67,,,,10.57,3328237.0,962815.0,,,36.67,2490000.0,,265500.0,412869.0,168.97,4.62,,,4.65,4.65,300186720.0,3281168231.77,,3461.79,4.65,18.92,0.3023,49.53,0.1037,11.62
2016-11-23,25171248.0,272054348.32,1.69,3.77,1.03,300.01,1.0,167779303.43,13276230.0,15523422.0,143491339.83,,,16448.0,4.34,,,,12.08,338478.0,1535388.0,,,4.34,16448.0,,162346.0,6425212.0,159.67,74.88,,,4.23,4.23,300793600.0,3251019052.63,,3491.61,4.37,23.95,0.2157,35.54,0.0801,11.49
2016-11-24,24777564.0,266167855.17,1.67,3.77,1.02,288.12,1.0,169739929.58,12604880.0,15801089.0,135405315.64,,,,3.12,,,,13.81,277667.0,682700.0,,,3.12,,,11350.0,,144.89,,,,4.02,4.02,301060096.0,3234075796.52,,3454.68,4.03,25.19,0.2224,35.31,0.079,11.42
2016-11-25,30737356.0,333803848.07,2.07,4.71,1.26,358.01,1.0,234981851.37,12754699.0,21637620.0,138514438.49,,,169076.0,77.37,,,,0.72,6653108.0,62198.0,,,77.37,169076.0,,42941.0,816576.0,146.58,9.73,,,4.06,4.06,301346432.0,3272584623.19,,3455.14,4.07,17.2,0.3052,50.31,0.0979,11.545
2016-11-28,30594840.0,332687830.46,2.06,4.7,1.26,356.69,1.0,233492642.78,12515686.0,21472592.0,136095381.51,,,42961.0,0.59,,,,3.4,50000.0,302356.0,,,0.59,42961.0,,20382.0,215029.0,144.49,2.54,,,3.85,3.85,312215776.0,3395029657.1,,3604.04,3.85,17.4,0.3085,50.61,0.0942,11.56
2016-11-29,31254480.0,341918726.21,2.1,4.75,1.28,364.84,1.0,234414101.89,13220334.0,21427580.0,144628218.46,,,761030.0,,,,,0.65,,56382.0,,,,761030.0,,,45012.0,152.91,0.53,,,4.07,4.07,311654432.0,3409446786.72,,3599.28,4.08,16.99,0.2947,49.4,0.0962,11.63
2016-11-30,31182318.0,341715922.91,2.1,4.7,1.28,365.0,1.0,235714274.27,13241916.0,21509438.0,145113443.68,,,560970.0,0.98,,,,6.5,81858.0,563888.0,,,0.98,560970.0,,24500.0,,154.13,,,,4.21,4.21,301190112.0,3300635221.95,,3507.58,4.21,16.72,0.2854,48.49,0.0992,11.65
2016-12-01,31731690.0,345796135.51,2.13,4.66,1.3,370.61,1.0,233993241.91,14254858.0,21472192.0,155342334.7,,380888.0,350377.0,,4.44,199507.0,,1.05,,91035.0,,380888.0,,350377.0,2.32,372712.0,236753.0,165.76,2.97,,,4.51,4.51,301579104.0,3286458701.49,,3502.38,4.52,16.81,0.2873,48.7,0.1005,11.585
2016-12-02,31876474.0,345874679.3,2.14,4.61,1.31,372.23,1.0,236316174.38,14104481.0,21779352.0,153040227.8,,,266344.0,3.47,,12000.0,,4.96,295160.0,416721.0,,,3.47,266344.0,0.14,,,163.68,,,,4.46,4.46,301916480.0,3275935277.38,,3490.46,4.48,16.93,0.2878,48.74,0.1009,11.535
2016-12-05,33241512.0,360216948.73,2.24,4.75,1.36,387.01,1.0,249237096.01,14375719.0,23000078.0,155780448.07,,,163062.0,4.24,,863600.0,,1.21,357126.0,46788.0,,,4.24,163062.0,10.0,154964.0,,165.64,,,,4.55,4.55,301385280.0,3265919009.77,,3464.28,4.56,16.07,0.2652,46.74,0.1053,11.52
2016-12-06,26121736.0,291295978.33,1.76,3.7,1.07,306.6,1.0,182196101.4,13971457.0,16338291.0,155802402.85,,,4465.0,6.96,,,,4.65,586692.0,462527.0,,,6.96,4465.0,,53800.0,7248479.0,162.37,84.31,,,4.43,4.43,301406304.0,3361125929.66,,3496.67,4.44,20.63,0.1665,29.0,0.0828,11.855
2016-12-07,26075340.0,292372909.69,1.75,3.61,1.07,309.93,1.0,183024310.79,13941438.0,16323062.0,156320063.07,,,378682.0,0.71,,,,4.7,55000.0,408701.0,,,0.71,378682.0,,,70229.0,165.42,0.43,,,4.42,4.42,301218048.0,3377443866.32,,3570.19,4.43,20.38,0.1613,28.18,0.0827,11.92
2016-12-08,24522044.0,275533060.34,1.65,3.33,1.01,292.5,1.0,191133397.12,11586978.0,17010596.0,130192879.04,,,4450.0,9.28,,,,27.96,775000.0,2358910.0,,,9.28,4450.0,,,87467.0,138.36,0.83,,,3.68,3.68,303432576.0,3409410172.77,,3635.06,3.67,21.82,0.1578,25.75,0.0778,11.945
2016-12-09,24054640.0,270054973.23,1.62,3.23,0.99,286.18,1.0,179684705.77,12782829.0,16005078.0,143509382.95,,,238255.0,,,,,8.16,,681852.0,,,,238255.0,,1639448.0,1005517.0,152.82,12.83,,,4.05,4.05,303148736.0,3403369320.28,,3625.37,4.04,22.97,0.1725,27.07,0.0761,11.935
2016-12-12,24289364.0,273604074.02,1.63,3.25,1.0,288.94,1.0,181773552.85,12932262.0,16137055.0,145673619.51,,,190419.0,4.64,,,,0.49,387201.0,40986.0,,,4.64,190419.0,,,255224.0,154.16,3.13,,,4.1,4.1,302693184.0,3409644168.59,,3604.3,4.1,22.76,0.1699,26.84,0.077,11.975
2016-12-13,25238728.0,289639766.3,1.7,3.38,1.04,302.1,1.0,183673194.54,13871569.0,16004977.0,159190193.87,,,461442.0,,,,,2.65,,222135.0,,,,461442.0,,700000.0,132078.0,166.44,1.59,,,4.4,4.4,301743456.0,3462809380.85,,3627.76,4.39,21.65,0.1574,25.49,0.08,12.2
2016-12-14,24829248.0,280970088.44,1.67,3.26,1.02,298.3,1.0,180009340.62,13339574.0,15907375.0,150951864.77,,,45222.0,0.18,,11000.0,,6.78,23222.0,588217.0,,,0.18,45222.0,0.13,11000.0,131824.0,162.65,1.73,,,4.09,4.09,312969824.0,3541595747.37,,3817.54,4.09,22.09,0.1595,25.75,0.0761,12.03
2016-12-15,24787076.0,279560221.54,1.67,3.21,1.02,296.28,1.0,179025386.76,13331574.0,15873202.0,150359718.95,,,,0.93,,,,0.1,80000.0,8000.0,,,0.93,,,,114173.0,161.22,1.61,,,4.08,4.08,313224096.0,3532687666.3,,3794.6,4.08,22.16,0.1604,26.02,0.0759,11.99
2016-12-16,25580960.0,291762505.88,1.72,3.23,1.05,306.58,1.0,193176506.99,13061460.0,16937202.0,148971903.32,,,72027.0,18.45,,,,4.17,1490000.0,342141.0,,,18.45,72027.0,,,426000.0,157.09,5.35,,,4.01,4.01,312286432.0,3561769063.91,,3749.81,4.02,21.06,0.1653,24.77,0.0786,12.125
2016-12-19,30974066.0,356769650.86,2.08,3.75,1.27,373.98,1.0,210499243.39,17128720.0,18275146.0,197294325.33,,,3741925.0,9.4,,600800.0,,1.79,737144.0,149800.0,,,9.4,3741925.0,7.36,475136.0,,208.06,,,,5.35,5.35,303179136.0,3492118680.77,,3684.95,5.34,21.21,0.1564,23.49,0.0967,12.245
2016-12-20,31975404.0,371010404.23,2.15,3.92,1.31,388.1,1.0,226603306.71,18452850.0,19529728.0,214108298.29,,,238844.0,2.8,,1026590.0,,7.58,227991.0,639692.0,,,2.8,238844.0,12.55,1724977.0,,226.24,,,,5.71,5.71,304869184.0,3537395155.12,,3744.54,5.7,20.33,0.1443,22.39,0.0989,12.335
2016-12-21,34092804.0,393173362.22,2.29,4.17,1.4,414.76,1.0,222776193.17,19640256.0,19317344.0,226500157.82,,,6280.0,,,,,17.63,,1455507.0,,,,6280.0,,2636632.0,212384.0,241.58,2.72,,,5.96,5.96,310101152.0,3576224254.28,,3813.24,5.96,18.65,0.1294,20.14,0.1034,12.26
2016-12-22,33800372.0,385826590.55,2.27,4.28,1.39,408.66,1.0,216450672.76,19726040.0,18962180.0,225170029.44,,,45600.0,0.75,,40550.0,,0.01,62731.0,300.0,,,0.75,45600.0,0.5,40486.0,458444.0,241.13,5.72,,,5.98,5.98,309927872.0,3537783967.88,,3791.22,5.98,17.28,0.1271,20.51,0.1025,12.135
2016-12-23,31441292.0,356236227.31,2.12,4.35,1.29,380.69,1.0,193307316.09,19184316.0,17061240.0,217362198.58,,,,0.59,,,,7.07,57200.0,541725.0,,,0.59,,,,1958139.0,232.27,20.57,,,5.81,5.81,310783136.0,3521236082.79,,3764.56,5.81,16.34,0.1199,18.35,0.0953,12.045
2016-12-26,31441292.0,356236227.31,2.12,4.46,1.29,379.84,1.0,193307316.09,19184316.0,17061240.0,217362198.58,,,,,,,,,,,,,,,,,,231.16,,,,5.82,5.82,310686528.0,3520141494.52,,3751.68,5.8,16.37,0.12,18.31,0.0953,
2016-12-27,33576500.0,381218166.35,2.26,4.76,1.38,402.47,1.0,210680779.09,18902804.0,18556102.0,214617136.38,,,287206.0,20.88,,,,11.41,1987223.0,951575.0,,,20.88,287206.0,,382857.0,492362.0,227.84,5.98,,,5.73,5.73,311158656.0,3532808133.2,,3750.42,5.73,17.46,0.1296,20.91,0.1017,12.07
2016-12-28,30941492.0,352465236.54,2.08,4.58,1.27,371.94,1.0,207197554.22,16280419.0,18189032.0,185455883.44,,,910733.0,0.1,,,,43.15,7667.0,3591542.0,,,0.1,910733.0,,58424.0,374737.0,197.32,4.51,,,4.91,4.91,315096800.0,3589376625.52,,3811.56,4.92,17.5,0.1289,20.52,0.0934,12.11
2016-12-29,29276684.0,334327011.61,1.97,4.47,1.2,351.39,1.0,193225786.41,15751277.0,16920590.0,179872739.97,,,,,,,,6.42,,529142.0,,,,,,,1268442.0,190.85,15.85,,,4.73,4.73,316939328.0,3619309426.95,,3829.33,4.75,18.39,0.1331,21.53,0.088,12.14
2016-12-30,30324884.0,345726494.44,2.04,4.74,1.25,364.19,1.0,189374899.93,16734802.0,16610737.0,190789334.28,,,679691.0,0.25,,,,14.85,19898.0,1196376.0,,,0.25,679691.0,,1500210.0,329751.0,202.97,4.06,,,5.03,5.03,315984352.0,3602459363.52,,3828.83,5.03,19.25,0.1403,22.48,0.0911,12.12
2017-01-02,30320734.0,348816533.62,2.04,4.81,1.25,365.11,1.0,191597062.39,16596907.0,16654496.0,190934545.6,,,,,,154409.0,,1.86,,150895.0,,,,,1.88,13000.0,110650.0,201.51,1.03,,,5.01,5.01,314999040.0,3623819701.27,,3830.85,5.0,19.2,0.1392,22.47,0.0914,12.23
2017-01-03,30314080.0,347599379.49,2.04,4.98,1.24,366.32,1.0,190597660.05,16556354.0,16621988.0,189845061.34,,,1503034.0,0.41,,,,19.55,33900.0,1612796.0,,,0.41,1503034.0,,69209.0,66408.0,203.02,0.79,,,5.12,5.12,306748064.0,3517356842.3,,3758.91,5.12,19.19,0.1387,22.34,0.0938,12.19
2017-01-04,22983292.0,263648274.83,1.55,3.85,0.94,279.39,0.0,143476731.49,13507076.0,12507450.0,154943742.85,,,145308.0,1.77,,,,40.26,145308.0,3228486.0,,,1.77,145308.0,,,4259846.0,164.49,48.4,,,4.28,4.28,302265184.0,3467375095.93,,3674.43,4.28,15.68,0.1445,25.97,0.0728,12.195
2017-01-05,26687640.0,305639890.21,1.8,4.53,1.1,320.96,1.0,185761791.41,13438439.0,16220212.0,153903568.11,,,18624.0,42.77,,,,1.06,3802069.0,87261.0,,,42.77,18624.0,,,89307.0,163.61,1.08,,,4.29,4.29,300088000.0,3436754369.18,,3644.36,4.3,21.92,0.1595,25.57,0.0851,12.175
2017-01-06,27720970.0,317082951.64,1.86,4.78,1.14,333.38,1.0,186023061.3,14428919.0,16263062.0,165043439.16,,,1227897.0,1.19,,,,2.97,97850.0,241267.0,,,1.19,1227897.0,,3850.0,55000.0,175.66,0.68,,,4.6,4.6,299148768.0,3421776883.62,,3649.39,4.59,20.66,0.1484,24.11,0.0884,12.16
2017-01-09,24571854.0,278519667.21,1.65,4.24,1.01,292.77,1.0,153611604.79,11223628.0,13552084.0,127218773.78,,,3850.0,0.68,,,,39.07,53215.0,3209141.0,,,0.68,3850.0,,,2764193.0,136.27,35.26,,,3.58,3.58,302579936.0,3429715278.25,,3671.73,3.58,24.1,0.1766,28.14,0.0783,12.05
2017-01-10,25031940.0,280909125.23,1.68,4.35,1.03,296.99,1.0,154701880.71,11643713.0,13785555.0,130666070.36,,,129047.0,2.65,,,,15.29,233471.0,1239286.0,,,2.65,129047.0,,1530324.0,,140.13,,,,3.72,3.72,301291840.0,3381105388.25,,3624.35,3.72,22.82,0.1623,26.77,0.08,11.93
2017-01-11,25019538.0,272415102.02,1.68,4.34,1.03,295.24,1.0,160425047.49,11846725.0,14733987.0,128988265.07,,,500067.0,1.05,,1153845.0,,3.84,120894.0,307055.0,,,1.05,500067.0,15.2,10000.0,326307.0,140.84,4.73,,,3.76,3.76,303542496.0,3304999477.39,,3597.61,3.77,23.25,0.1637,27.42,0.0793,11.575
2017-01-12,24291124.0,268254244.48,1.63,3.86,1.0,281.88,1.0,156619636.05,11138210.0,14182318.0,123002628.8,,,,,,,,9.24,,708515.0,,,,,,,551669.0,129.06,7.62,,,3.53,3.53,304089728.0,3358155029.78,,3521.18,3.54,24.11,0.1749,28.87,0.0771,11.74
2017-01-13,23319154.0,255985013.81,1.48,3.64,0.96,271.56,0.0,143036497.19,10541893.0,13030021.0,115723178.69,,,180326.0,5.22,,,,8.99,419346.0,776643.0,,,5.22,180326.0,,,1571643.0,123.61,19.19,,,3.33,3.33,305713280.0,3355954431.42,,3585.38,3.33,24.64,0.1838,29.31,0.0737,11.67
2017-01-16,22150600.0,242948901.37,1.41,3.36,0.91,256.36,0.0,143207708.73,9346555.0,13056806.0,102513488.07,,,4902.0,0.93,,,,14.1,80000.0,1200240.0,,,0.93,4902.0,,,53215.0,109.08,0.67,,,2.96,2.96,306659360.0,3363455373.98,,3581.35,2.96,25.92,0.2001,30.8,0.0701,11.66
2017-01-17,22191176.0,246107595.56,1.4,3.39,0.91,257.79,0.0,144367138.75,9532131.0,13017382.0,105714534.51,,,80000.0,0.4,,,,0.93,30000.0,79424.0,,,0.4,80000.0,,185000.0,69424.0,111.25,0.82,,,2.98,2.98,310409728.0,3442548146.07,,3617.16,2.98,26.0,0.2019,31.02,0.0694,11.79
2017-01-18,20477096.0,227097872.63,1.29,3.1,0.84,239.07,0.0,142991415.85,7777386.0,12893335.0,86253823.06,,,2000.0,,,,,20.45,,1756745.0,,,,2000.0,,,124047.0,91.72,1.45,,,2.42,2.42,313927008.0,3481555962.68,,3707.35,2.41,26.14,0.203,31.01,0.0637,11.79
2017-01-19,20447204.0,224458305.75,1.29,3.09,0.84,238.16,0.0,141207872.38,7777386.0,12863441.0,85375921.55,,,,,,,,,,,,,,,,,29894.0,91.38,0.37,,,2.41,2.41,314272064.0,3449908116.04,,3697.51,2.41,26.23,0.204,31.12,0.0635,11.67
2017-01-20,21211204.0,232146747.29,1.34,3.2,0.87,245.82,0.0,139026611.91,8701992.0,12702835.0,95239248.92,,,7300.0,,,,,,,,,,,7300.0,,917306.0,160606.0,101.37,2.23,,,2.7,2.7,314173056.0,3438477751.47,,3654.26,2.7,25.21,0.1913,30.07,0.0657,11.635
2017-01-23,20983204.0,230243532.88,1.32,3.12,0.86,242.99,0.0,136576056.91,8729992.0,12446835.0,95792053.5,,500000.0,,,5.77,,,5.78,,500000.0,,500000.0,,,,28000.0,256000.0,101.55,2.98,,,2.68,2.68,316413536.0,3471927851.48,,3676.48,2.69,25.15,0.1908,30.05,0.0645,11.665
2017-01-24,21182764.0,231237713.83,1.34,3.17,0.87,245.55,0.0,135873565.4,8929554.0,12446835.0,97477819.82,,,585883.0,,,,,4.16,,358321.0,,,,585883.0,,,,104.12,,0.33,,2.74,2.74,316498464.0,3454996772.12,28000.0,3690.22,2.74,25.2,0.1912,30.07,0.0651,11.605
2017-01-25,20281380.0,219203975.06,1.28,3.04,0.83,234.14,0.0,134202879.18,8058169.0,12416835.0,87093811.0,,,,,,,,21.56,,1844685.0,,,,,,973300.0,30000.0,93.37,0.36,,,2.5,2.5,314662720.0,3400918430.03,,3645.37,2.5,26.3,0.2069,31.45,0.0628,11.49
2017-01-26,21440824.0,229920247.18,1.35,3.25,0.88,246.25,0.0,133194908.04,9213583.0,12420866.0,98801672.96,,,580898.0,0.02,,,,,4031.0,,,,0.02,580898.0,,574516.0,,105.83,,,,2.83,2.83,316600224.0,3395056167.65,,3639.71,2.83,26.29,0.2075,31.6,0.0658,11.4
2017-01-27,22317022.0,235852352.69,1.41,3.44,0.92,254.55,0.0,131267087.0,10089780.0,12420866.0,106631536.73,,,755204.0,,,,,0.52,,42307.0,,,,755204.0,,163300.0,,114.57,,,,3.09,3.09,315914112.0,3338666178.75,,3588.56,3.09,26.11,0.205,31.51,0.0685,11.235
2017-01-30,22469822.0,233134227.52,1.42,3.53,0.92,254.09,0.0,128871915.41,10242580.0,12420866.0,106271245.77,,,73160.0,,,,,0.5,,31983.0,,,,73160.0,,111623.0,,114.79,,,,3.14,3.14,315859488.0,3277180288.31,,3537.53,3.14,26.0,0.2041,31.61,0.0689,11.03
2017-01-31,20287154.0,211156005.97,1.28,3.39,0.83,227.68,0.0,130785896.03,7739912.0,12565466.0,80559791.9,,,108501.0,,,144600.0,,29.7,,2620769.0,,,,108501.0,1.61,9600.0,,85.28,,,,2.36,2.36,320815232.0,3339160487.68,,3532.97,2.36,26.65,0.2129,32.7,0.0617,11.065
2017-02-01,20241032.0,207248778.4,1.28,3.33,0.83,227.02,0.0,128927847.2,7964641.0,12591788.0,81550294.35,,,103995.0,0.34,,,,1.84,26322.0,168166.0,,,0.34,103995.0,,288900.0,,87.72,,,,2.43,2.43,319652672.0,3272937159.74,,3529.5,2.43,26.78,0.2141,32.8,0.0618,10.885
2017-02-02,21125192.0,218785672.54,1.33,3.42,0.87,236.06,0.0,136538200.5,9603432.0,13183659.0,99459135.27,,,75165.0,6.81,,,,3.77,591871.0,334488.0,,,6.81,75165.0,,1898114.0,,104.8,,,,2.92,2.92,318905696.0,3302786416.16,,3484.37,2.92,25.2,0.1936,31.12,0.0643,11.01
2017-02-03,23401526.0,243901703.34,1.48,3.71,0.96,264.11,0.0,153682780.82,10462765.0,14745332.0,109047854.62,,,714660.0,19.11,,,,0.0,1561673.0,80.0,,,19.11,714660.0,,144753.0,,115.42,,,,3.19,3.19,317471136.0,3308833399.62,,3502.08,3.19,22.84,0.1697,28.05,0.0714,11.08
2017-02-06,24637782.0,254700733.16,1.55,3.88,1.01,278.2,1.0,151282212.91,11699681.0,14633873.0,120949090.65,,,224580.0,1.18,,3000.0,,2.16,104847.0,197995.0,,,1.18,224580.0,0.03,1210331.0,219306.0,129.5,2.35,,,3.57,3.57,315940032.0,3266128330.29,,3496.97,3.57,21.77,0.1565,26.65,0.0752,10.99
2017-02-07,22041148.0,228582881.64,1.39,3.47,0.91,246.79,0.0,132699472.82,9371133.0,12795572.0,97185527.06,,,287950.0,,,,,30.94,,2787980.0,,,,287950.0,,171482.0,1838301.0,103.14,22.29,,,2.86,2.86,317957856.0,3297456328.71,,3504.05,2.86,24.15,0.1791,29.68,0.0673,11.025
2017-02-08,22080112.0,233452472.39,1.39,3.45,0.91,248.28,0.0,135989689.16,9343662.0,12862008.0,98790304.83,,,218872.0,0.78,,,,4.87,66436.0,440850.0,,,0.78,218872.0,,194507.0,,103.47,,,,2.84,2.84,319425408.0,3377276856.36,,3536.51,2.84,23.96,0.177,29.41,0.0672,11.24
2017-02-09,21596072.0,229756743.01,1.36,3.3,0.89,245.23,0.0,135935821.71,8944290.0,12777339.0,95156699.74,,,280268.0,0.54,,,,7.53,37731.0,679640.0,,,0.54,280268.0,,,122400.0,100.68,1.38,,,2.72,2.72,319309184.0,3397073233.02,,3597.49,2.72,24.83,0.1878,30.18,0.0658,11.31
2017-02-10,22148202.0,232714017.31,1.4,3.34,0.91,251.61,0.0,137142127.34,9612867.0,13052293.0,101003634.4,,,277177.0,3.17,,,,,274954.0,,,,3.17,277177.0,,391400.0,,108.34,,,,2.93,2.93,318446624.0,3345959783.54,,3592.9,2.93,24.22,0.1789,29.35,0.0675,11.17
2017-02-13,17153558.0,182493632.04,1.08,2.56,0.7,193.29,0.0,87151146.57,9361784.0,8191805.0,99598343.65,,,105500.0,,,,,4.13,,356583.0,,,,105500.0,,,4860488.0,104.83,56.04,,,2.85,2.85,318804224.0,3391701053.99,,3575.83,2.85,17.26,0.1651,31.96,0.0523,11.31
2017-02-14,21835034.0,230758572.53,1.38,3.23,0.9,248.44,0.0,133141264.31,9245459.0,12598206.0,97708522.97,,,228973.0,52.28,,,,5.19,4515054.0,475100.0,,,52.28,228973.0,,129802.0,108653.0,104.46,1.2,,,2.83,2.83,317918912.0,3359853449.91,,3591.8,2.83,24.37,0.1789,29.53,0.0667,11.235
2017-02-15,22884724.0,240668015.6,1.44,3.36,0.94,259.06,0.0,148898569.7,8734835.0,14158519.0,91860203.6,,,116206.0,18.38,,,,7.27,1659000.0,639178.0,,,18.38,116206.0,,12348.0,98687.0,98.02,1.14,,,2.67,2.67,319020608.0,3354991594.46,,3576.93,2.67,23.24,0.1863,28.28,0.0698,11.18
2017-02-16,16373736.0,172426009.06,1.03,2.4,0.67,183.18,0.0,82276701.9,8569294.0,7813073.0,90240197.16,,,212947.0,,,,,4.89,,433005.0,,,,212947.0,,54517.0,6345446.0,95.69,73.42,,,2.65,2.65,315293152.0,3320240407.17,,3516.95,2.65,29.62,0.2256,34.01,0.0506,11.195
2017-02-17,15596034.0,162549196.92,0.98,2.28,0.64,174.19,0.0,81032192.65,7835506.0,7774759.0,81665326.44,,,33263.0,,,255900.0,,8.57,,772651.0,,,,33263.0,2.94,5600.0,294214.0,87.5,3.68,,,2.38,2.38,321124416.0,3346909600.92,,3593.35,2.38,28.54,0.2264,35.13,0.0474,11.08
2017-02-20,15382236.0,160465587.62,0.97,2.23,0.63,171.07,0.0,81105326.4,7621708.0,7774759.0,79508717.25,,,21202.0,,,,,2.63,,235000.0,,,,21202.0,,,,84.48,,,,2.29,2.29,325212352.0,3392575121.31,,3609.73,2.29,29.03,0.2338,35.71,0.0462,11.09
2017-02-21,13989332.0,147908857.64,0.88,2.03,0.57,156.21,0.0,69045322.51,7473204.0,6530359.0,79013999.14,,,,0.04,,,,1.64,5600.0,148504.0,,,0.04,,,,1250000.0,83.34,13.44,,,2.24,2.24,325512384.0,3441634301.49,,3628.65,2.25,22.57,0.2313,39.33,0.042,11.24
2017-02-22,14164591.0,150561307.24,0.89,2.06,0.58,159.56,0.0,69354367.13,7648463.0,6524759.0,81298682.59,,,10290.0,,,,,4.74,,433805.0,,,,10290.0,,598774.0,5600.0,86.02,0.06,,,2.3,2.3,325383072.0,3458631504.01,,3656.08,2.3,22.16,0.2277,38.94,0.0425,11.3
2017-02-23,14277682.0,151293334.72,0.9,2.25,0.59,161.45,0.0,83948424.98,9153979.0,7922285.0,97000059.87,,,17052.0,,,1653426.0,,2.77,,247600.0,,,,17052.0,18.81,1736064.0,255900.0,103.36,2.93,,,2.73,2.73,325870080.0,3453079504.65,,3675.95,2.73,21.48,0.2251,37.97,0.0426,11.265
2017-02-24,12703747.0,134137151.7,0.8,2.07,0.52,142.98,0.0,67147962.68,9142937.0,6359392.0,96539039.02,,,1300.0,,,8300.0,,0.15,,12342.0,,,,1300.0,0.1,,1571193.0,102.91,17.82,,,2.73,2.73,325327328.0,3435087391.8,,3663.76,2.73,14.28,0.243,43.22,0.038,11.225
2017-02-27,15121647.0,163650227.42,0.95,2.57,0.62,170.59,0.0,95878545.21,9060837.0,8859392.0,98058633.14,,,7000.0,28.25,,,,1.1,2500000.0,89100.0,,,28.25,7000.0,,,,102.04,,,,2.71,2.71,325586496.0,3523578093.98,,3673.36,2.7,18.02,0.1976,35.54,0.0452,11.505
2017-02-28,15882006.0,172401904.48,1.0,2.66,0.65,182.29,0.0,96170222.66,9821196.0,8859392.0,106610770.37,,,382274.0,,,,,,,,,,,382274.0,,378085.0,,113.06,,,,2.94,2.94,324185216.0,3519086231.54,,3735.11,2.94,17.22,0.188,34.81,0.0476,11.54
2017-03-01,14693076.0,160947083.89,0.93,2.47,0.6,169.27,0.0,96570949.38,8675566.0,8816092.0,95031635.91,,,5500.0,,,,,13.2,,1151130.0,,,,5500.0,,,43300.0,100.34,0.36,,,2.6,2.6,324573664.0,3555360683.37,,3760.48,2.6,18.22,0.2095,36.93,0.0441,11.645
2017-03-02,12957444.0,153636033.09,0.82,2.19,0.53,152.18,0.0,84266067.51,6564721.0,7106880.0,77837704.16,,,,,,,,24.33,,2110845.0,,,,,,,1709212.0,77.92,19.09,,,1.96,1.96,328084000.0,3890082355.69,,3895.45,1.96,20.45,0.2503,41.82,0.0387,12.605
