,ENGI FP Equity_DX_SI_QTY,ENGI FP Equity_DX_SHORT_INTEREST_VALUE,ENGI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ENGI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ENGI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ENGI FP Equity_DX_SI_MV,ENGI FP Equity_DX_DSS,ENGI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ENGI FP Equity_DX_SUPPLY_SI_QTY,ENGI FP Equity_DX_BROKER_SI_QTY,ENGI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ENGI FP Equity_DX_BROKER_SI_MV_NEW_x,ENGI FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ENGI FP Equity_DX_SUPPLY_SI_QTY_INC_x,ENGI FP Equity_DX_BROKER_SI_MV_INC_x,ENGI FP Equity_DX_SUPPLY_SI_MV_NEW,ENGI FP Equity_DX_BROKER_SI_QTY_ADD,ENGI FP Equity_DX_BROKER_SI_QTY_NEW,ENGI FP Equity_DX_SUPPLY_SI_MV_DEC,ENGI FP Equity_DX_BROKER_SI_QTY_INC,ENGI FP Equity_DX_SUPPLY_SI_QTY_DEC,ENGI FP Equity_DX_BROKER_SI_MV_NEW_y,ENGI FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ENGI FP Equity_DX_BROKER_SI_MV_INC_y,ENGI FP Equity_DX_SUPPLY_SI_QTY_INC_y,ENGI FP Equity_DX_BROKER_SI_MV_ADD,ENGI FP Equity_DX_SUPPLY_SI_QTY_ADD,ENGI FP Equity_DX_BROKER_SI_QTY_DEC,ENGI FP Equity_DX_SUPPLY_SI_MV,ENGI FP Equity_DX_BROKER_SI_MV_DEC,ENGI FP Equity_DX_SUPPLY_SI_MV_RMV,ENGI FP Equity_DX_BROKER_SI_MV_RMV,ENGI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ENGI FP Equity_DX_UTILIZATION_QUANTITY,ENGI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ENGI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ENGI FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ENGI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ENGI FP Equity_DX_ACTIVE_UTILIZATION_MV,ENGI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ENGI FP Equity_DX_BROKER_SI_CON_RATIO,ENGI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ENGI FP Equity_DX_DEMAND_SUPPLY_RATIO,ENGI FP Equity_PX_LAST
2006-03-22,22545502.0,334079007.21,11.58,7.75,2.29,677.92,1.0,242289624.53,10056993.0,16351046.0,149024414.58,,236382.0,587202.0,24.16,7.12,40000.0,,2.1,417863.0,116859.0,,236382.0,24.16,587202.0,1.25,190843.0,2599870.0,305.6,71.68,,,85.93,72.31,1646558.0,24398678.81,,0.0,218.31,15.28,0.105,21.59,1.6211,30.99
2006-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.72
2006-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.18
2006-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.44
2006-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.74
2006-03-29,24587466.0,348700539.6,12.63,8.49,2.5,721.14,1.0,261128541.45,10089571.0,18412616.0,143090745.99,,,449490.0,66.08,,,,12.23,2455976.0,256535.0,,,66.08,449490.0,,76006.0,394404.0,297.56,16.61,7.12,,88.53,74.12,1307445.0,18542243.31,236382.0,0.0,208.5,15.84,0.0998,18.43,1.8062,29.66
2006-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.38
2006-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.84
2006-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0
2006-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.75
2006-04-05,22790144.0,324191586.48,11.7,7.78,2.32,669.16,1.0,219512619.67,10245355.0,15431382.0,145740978.71,,,469484.0,7.36,,300000.0,,11.74,238223.0,410229.0,,,7.36,469484.0,9.37,96529.0,2001408.0,302.57,59.22,,45.36,87.94,74.08,1404803.0,19983432.89,,0.0,203.69,18.25,0.1064,19.86,1.6479,29.75
2006-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.06
2006-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.5
2006-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.34
2006-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.76
2006-04-12,24815948.0,333667484.43,12.75,13.01,2.52,713.11,1.0,250611320.78,9883424.0,18638788.0,132889431.57,78.97,,566168.0,30.64,,,2687950.0,7.61,1122217.0,164395.0,78.97,,30.64,566168.0,,48753.0,547761.0,283.72,23.03,23.87,1.63,94.39,74.54,587884.0,7904504.61,812458.0,0.0,206.44,15.22,0.1031,18.86,1.8715,28.12
2006-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.15
2006-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.32
2006-04-19,24828608.0,340723406.34,12.75,14.37,2.52,717.4,1.0,257308322.78,10036775.0,18750128.0,137734832.6,,246581.0,304168.0,21.55,7.12,,,12.61,750981.0,451358.0,,246581.0,21.55,304168.0,,53960.0,639642.0,287.7,19.97,,,96.48,75.56,365707.0,5018603.33,,0.0,203.23,15.82,0.1065,18.49,1.8693,28.7
2006-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.72
2006-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.2
2006-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.05
2006-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.15
2006-04-26,23660112.0,329665912.92,12.15,15.55,2.4,688.05,1.0,256627897.85,9064054.0,18418176.0,126293131.52,,595422.0,157635.0,7.28,17.32,,,25.9,176924.0,936303.0,,595422.0,7.28,157635.0,,39874.0,508875.0,263.73,15.59,23.94,,86.86,67.92,1370730.0,19098935.66,829349.0,0.0,179.17,14.24,0.1054,18.03,1.7728,29.14
2006-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.55
2006-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.48
2006-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.92
2006-05-03,23589452.0,329019760.21,12.12,17.86,2.4,683.84,1.0,252547794.08,9791661.0,18106706.0,136571631.86,,546851.0,229144.0,4.8,15.91,,,4.75,183484.0,147967.0,,546851.0,4.8,229144.0,,106485.0,494954.0,283.59,14.75,0.2,,90.16,66.78,1068406.0,14901858.93,6906.0,0.0,177.35,13.83,0.1024,17.59,1.6087,29.17
2006-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.5
2006-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.47
2006-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.31
2006-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.5
2006-05-10,23731640.0,330776015.25,12.19,21.22,2.41,694.59,1.0,252520069.28,10059401.0,18117140.0,140209803.39,,,476408.0,14.36,,,,9.7,425481.0,344498.0,,,14.36,476408.0,,135830.0,415047.0,294.8,9.94,,,94.33,68.63,605077.0,8433675.84,,0.0,191.03,15.54,0.1034,17.52,1.6192,29.15
2006-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.98
2006-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.01
2006-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.1
2006-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.9
2006-05-17,23658058.0,297058178.89,12.15,19.64,2.4,651.41,1.0,220433052.03,10711683.0,17555544.0,134499334.0,,412772.0,429113.0,0.36,11.2,,,20.31,60776.0,437969.0,,412772.0,0.36,429113.0,,248366.0,622371.0,291.53,36.29,,,99.61,72.11,42197.0,529839.09,,0.0,197.75,15.49,0.103,18.47,1.5926,26.26
2006-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.51
2006-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.49
2006-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.8
2006-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.2
2006-05-24,23465490.0,294752434.35,12.05,18.45,2.39,633.48,1.0,220215980.28,11022361.0,17531580.0,138453010.66,,264352.0,512661.0,26.72,7.12,,,28.87,1093500.0,975448.0,,264352.0,26.72,512661.0,,509113.0,1117465.0,293.1,35.48,,,91.15,73.62,1069921.0,13439387.77,,0.0,166.38,14.98,0.0992,15.38,1.5673,26.27
2006-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.46
2006-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.63
2006-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.11
2006-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.05
2006-05-31,18892666.0,253147707.5,9.7,14.57,1.92,508.13,1.0,184935823.02,8964149.0,13801945.0,120112945.89,,393671.0,261279.0,8.92,10.56,,,65.86,344934.0,2450780.0,,393671.0,8.92,261279.0,,1970.0,4074568.0,237.38,114.65,7.12,,73.69,55.05,3199816.0,42875160.38,264352.0,0.0,159.77,13.69,0.0987,19.53,1.1603,27.32
2006-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.16
2006-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.93
2006-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.8
2006-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.37
2006-06-07,21754314.0,281995782.36,11.17,15.85,2.21,581.99,1.0,212083537.42,9415456.0,16360996.0,122050223.28,,17798.0,539948.0,79.09,0.48,,,29.09,2962000.0,1111042.0,,17798.0,79.09,539948.0,,1004603.0,402949.0,250.07,10.55,,,70.83,56.98,3877432.0,50262190.31,,0.0,142.05,15.61,0.0963,16.27,1.3166,26.43
2006-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.19
2006-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.23
2006-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.08
2006-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.75
2006-06-14,22581346.0,287068063.31,11.6,15.49,2.3,594.57,1.0,216695195.99,10307233.0,17045676.0,131031932.97,,,730683.0,41.07,,,,34.7,1606022.0,1230300.0,,,41.07,730683.0,,1391394.0,921341.0,268.53,27.24,,,77.91,63.57,2922603.0,37153940.38,,0.0,147.68,13.6,0.0983,15.6,1.3928,25.92
2006-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.17
2006-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.12
2006-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7
2006-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.83
2006-06-21,21580648.0,275828380.42,11.08,14.08,2.19,568.52,1.0,209699093.16,9893990.0,16406732.0,126457891.23,,270709.0,662762.0,17.05,7.12,,,42.17,663529.0,1626371.0,,270709.0,17.05,662762.0,,279658.0,1302474.0,258.12,33.92,,,76.04,59.6,3117715.0,39848399.32,,0.0,153.42,15.06,0.1017,16.2,1.2999,26.06
2006-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.82
2006-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.73
2006-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7
2006-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.55
2006-06-28,20689824.0,258861409.67,10.63,14.87,2.1,539.6,1.0,198669939.72,9717831.0,15878945.0,121584960.4,,,971812.0,12.86,,,,27.34,538856.0,1021557.0,,,12.86,971812.0,,144294.0,1066643.0,250.3,30.26,7.12,,82.18,58.94,2107014.0,26361974.57,270709.0,0.0,174.19,15.89,0.1055,17.04,1.2549,25.51
2006-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.61
2006-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.25
2006-07-03,20252262.0,262425726.01,10.4,14.58,2.06,536.61,1.0,191730896.74,10794027.0,14796508.0,139867357.63,,265871.0,753295.0,13.4,7.03,,,3.34,499761.0,166678.0,,265871.0,13.4,753295.0,,246166.0,1582197.0,282.39,38.38,0.57,,65.54,65.54,5676343.0,73553187.93,22458.0,147.34,65.71,14.8,0.1015,18.57,1.2296,26.42
2006-07-04,19573814.0,252866492.6,10.05,14.32,1.99,520.05,1.0,184212212.84,10502828.0,14259444.0,135681951.34,,,32192.0,0.3,,,,8.47,8749.0,330010.0,,,0.3,32192.0,,6619.0,545814.0,275.75,13.84,,,63.55,63.55,6023176.0,77811068.88,,157.08,63.71,15.28,0.1013,18.1,1.1844,26.34
2006-07-05,19100504.0,243941597.67,9.81,14.3,1.94,507.83,1.0,178476348.18,10107356.0,13974608.0,129085838.3,,22458.0,159066.0,2.21,0.58,,,18.43,82143.0,729407.0,,22458.0,2.21,159066.0,,152411.0,366979.0,266.91,9.78,,,60.83,60.83,6507342.0,83108351.7,,171.23,60.92,15.56,0.1034,18.62,1.1496,26.04
2006-07-06,18527284.0,238983305.72,9.52,14.2,1.88,490.43,1.0,173416679.73,9706649.0,13444203.0,125205997.03,,,49939.0,0.0,,,,5.13,5117.0,179497.0,,,0.0,49939.0,,16508.0,535522.0,255.04,14.71,7.63,,60.21,60.21,6413667.0,82729845.43,287656.0,167.72,60.33,16.25,0.101,17.56,1.1493,26.3
2006-07-07,17683122.0,226359907.36,9.08,13.4,1.8,467.03,1.0,158893138.71,10173748.0,12412652.0,130233148.58,,,119529.0,0.0,,200000.0,,4.52,615.0,173959.0,,,0.0,119529.0,5.2,521530.0,1232166.0,267.44,33.9,,,63.18,63.18,5927802.0,75881211.0,,155.58,63.22,16.86,0.1037,18.11,1.0982,26.1
2006-07-10,17951118.0,230670921.19,9.22,14.01,1.82,473.93,1.0,162891882.14,10178429.0,12676463.0,130792276.76,,,19233.0,10.35,,,,0.89,389440.0,33270.0,,,10.35,19233.0,,18717.0,125629.0,267.27,3.32,,,63.32,63.32,5894964.0,75749977.03,,154.13,63.42,16.59,0.1031,17.93,1.1168,26.2
2006-07-11,18009834.0,226125599.95,9.25,14.01,1.83,472.76,1.0,159777916.83,10429464.0,12725555.0,130948947.34,,,274845.0,12.2,,,,5.17,462500.0,196951.0,,,12.2,274845.0,,173141.0,413408.0,271.99,11.31,,,65.84,65.84,5411197.0,67941224.11,,141.33,65.81,15.38,0.1021,18.81,1.1369,25.6
2006-07-12,18966666.0,240278802.88,9.74,14.75,1.93,494.52,1.0,170268596.71,10878788.0,13440335.0,137817693.28,,14931.0,824545.0,29.28,0.39,,,18.48,1133780.0,676475.0,,14931.0,29.28,824545.0,,286323.0,419000.0,281.47,11.73,,,68.28,68.27,5054638.0,64034573.48,,130.36,68.35,13.6,0.0999,18.54,1.1903,25.83
2006-07-13,17300796.0,221296084.21,8.89,13.82,1.76,454.09,1.0,151574473.25,10664449.0,11850002.0,136409955.01,,,8715.0,,,,,4.41,,208123.0,,,,8715.0,,,1590334.0,277.88,40.39,0.39,,67.46,67.46,5143549.0,65791611.71,14931.0,133.59,67.53,13.42,0.0908,15.07,1.0943,26.08
2006-07-14,16444611.0,208408856.59,8.45,12.94,1.67,432.28,1.0,138724753.39,10868781.0,10946150.0,137744226.41,,,19487.0,0.04,,,,6.83,533.0,267055.0,,,0.04,19487.0,,451901.0,904385.0,283.71,23.78,,,69.01,69.01,4880242.0,61849176.92,,127.12,69.06,14.24,0.0922,15.76,1.0442,25.84
2006-07-17,16188758.0,203022567.61,8.31,12.69,1.65,422.63,1.0,135420973.85,10638978.0,10798294.0,133422998.25,,,125704.0,4.88,,,,9.46,189043.0,359106.0,,,4.88,125704.0,,3600.0,336899.0,275.36,9.63,,,67.52,67.52,5116806.0,64169659.72,,132.54,67.51,13.33,0.0918,15.98,1.0275,25.57
2006-07-18,14732380.0,188081958.03,7.57,11.27,1.5,383.03,1.0,121110651.95,9734025.0,9486546.0,124270109.89,,,146253.0,35.96,,,,27.54,1429945.0,1051206.0,,,35.96,146253.0,,,2741693.0,251.62,71.33,,,61.74,61.74,6032034.0,77008383.28,,155.88,61.75,14.83,0.0967,17.35,0.9344,26.03
2006-07-19,15071041.0,196397005.92,7.74,11.77,1.53,395.7,1.0,127605189.96,9205010.0,9792120.0,119954315.26,,14931.0,21532.0,12.18,0.4,,,13.78,434537.0,571175.0,,14931.0,12.18,21532.0,,5696.0,128963.0,241.24,2.96,,,56.81,56.81,6999397.0,91212054.57,,183.51,56.8,15.02,0.0951,16.59,0.9301,26.57
2006-07-20,14838569.0,193149236.61,7.62,12.07,1.51,392.95,1.0,124932474.21,8479457.0,9597859.0,110374568.22,,,29744.0,6.85,,147000.0,,15.57,219639.0,622602.0,,,6.85,29744.0,4.1,47000.0,560900.0,224.71,14.81,4.72,,54.31,54.31,7133915.0,92860048.45,179695.0,189.18,54.29,15.15,0.0968,16.42,0.9504,26.54
2006-07-21,14627444.0,187100991.14,7.51,12.3,1.49,386.13,1.0,120085770.73,8349882.0,9388234.0,106804114.11,,,57473.0,4.06,,,,15.15,159375.0,569243.0,,,4.06,57473.0,,382195.0,369000.0,220.44,9.97,,,52.53,52.53,7545753.0,96518425.59,,199.59,52.48,15.45,0.0978,16.74,0.9202,26.08
2006-07-24,15286778.0,201007762.63,7.85,12.92,1.55,402.93,1.0,130377142.89,8443102.0,9915271.0,111019407.93,,,142516.0,22.11,,,,1.35,859037.0,49296.0,,,22.11,142516.0,,,332000.0,222.9,8.99,,,52.85,52.85,7533611.0,99060396.61,,198.36,52.91,15.39,0.1,17.91,0.9568,26.81
2006-07-25,14704187.0,195799197.77,7.55,12.43,1.49,394.48,1.0,125162872.29,8214227.0,9399519.0,109379665.59,,,27099.0,1.4,,,,5.7,25000.0,255974.0,,,1.4,27099.0,,,540752.0,220.87,11.36,,,51.91,51.91,7608984.0,101320322.1,,203.98,51.99,14.35,0.1002,18.59,0.9293,27.15
2006-07-26,14614287.0,195247189.94,7.51,12.52,1.49,394.8,1.0,125835050.77,7747147.0,9418776.0,103502051.23,,22458.0,145515.0,4.86,0.61,,,16.5,165000.0,637078.0,,22458.0,4.86,145515.0,,2025.0,145744.0,210.07,3.45,,,48.63,48.63,8182407.0,109317134.23,,221.8,48.64,13.77,0.099,18.75,0.9174,27.24
2006-07-27,14352324.0,194281464.66,7.37,12.56,1.46,390.99,1.0,125238325.59,8301163.0,9251840.0,112369404.85,,,528657.0,14.32,,,,5.74,500000.0,228605.0,,,14.32,528657.0,,276422.0,666936.0,226.8,16.99,0.61,,52.15,52.15,7617219.0,103111138.24,22458.0,207.68,52.2,12.51,0.1117,23.28,0.9016,27.6
2006-07-28,13984889.0,191296751.39,7.18,12.09,1.42,384.57,1.0,124081734.46,8093759.0,9071086.0,110713056.3,,,2682.0,4.73,,,,4.85,160093.0,210086.0,,,4.73,2682.0,,,340847.0,223.3,8.32,,,50.88,50.88,7815131.0,106901754.6,,215.13,50.93,13.95,0.1138,23.12,0.8791,27.89
2006-07-31,13325654.0,182017769.92,6.84,11.78,1.35,377.63,1.0,119191256.18,7585744.0,8726079.0,103615192.63,,,,,,,,11.02,,508015.0,,,,,,,345006.0,212.88,1.15,,,48.22,48.22,8147359.0,111286404.1,,227.69,48.32,14.2,0.1171,23.7,0.847,27.85
2006-08-01,13915517.0,186867100.49,7.15,12.51,1.41,392.29,1.0,119588433.01,7986370.0,8905446.0,107246450.52,,,415386.0,4.63,,,,0.42,179367.0,14761.0,,,4.63,415386.0,,,,222.09,,,,51.27,51.27,7590267.0,101927307.93,,211.22,51.25,14.26,0.1149,22.8,0.8934,27.38
2006-08-02,13423282.0,180388702.1,6.89,12.09,1.36,376.13,1.0,117635044.7,7099864.0,8753588.0,95411483.72,,72083.0,216593.0,16.86,2.01,,,38.94,589000.0,1376639.0,,72083.0,16.86,216593.0,,201457.0,740858.0,195.99,21.89,,,45.33,45.33,8562566.0,115067996.59,,236.76,45.29,16.76,0.1073,16.76,0.857,27.4
2006-08-03,13214526.0,176805598.5,6.79,12.17,1.34,369.8,1.0,116609367.94,6809102.0,8715434.0,91103332.37,,,414382.0,13.48,,,,25.67,511345.0,920829.0,,,13.48,414382.0,,223212.0,549500.0,187.95,15.09,0.21,,42.68,42.67,9145052.0,122357502.05,7527.0,253.25,42.6,17.42,0.1183,19.09,0.8282,27.28
2006-08-04,13502635.0,183309372.52,6.93,12.51,1.37,377.64,1.0,122312280.04,6802886.0,9009567.0,92354771.05,,,52952.0,9.31,,,,1.66,328252.0,59167.0,,,9.31,52952.0,,,34119.0,187.98,1.15,,,42.49,42.49,9207342.0,124997238.29,,254.67,42.47,16.83,0.1161,19.16,0.8433,27.68
2006-08-07,13248135.0,178099966.37,6.8,12.33,1.35,371.86,1.0,121074922.5,6556290.0,9006273.0,88138823.2,,,12544.0,2.98,,,,7.1,107771.0,259140.0,,,2.98,12544.0,,,111065.0,181.02,2.55,,,41.08,41.08,9403930.0,126420784.26,,261.16,40.94,17.73,0.1185,19.49,0.8301,27.41
2006-08-08,11880058.0,160407558.73,6.1,11.1,1.21,333.99,1.0,121625737.15,5211323.0,9007810.0,70364605.98,,,,6.83,,,,38.73,230000.0,1418339.0,,,6.83,,,73371.0,228463.0,144.51,6.61,,,32.96,32.96,10600098.0,143125213.91,,294.02,32.95,19.98,0.1367,21.94,0.7514,27.53
2006-08-09,11655871.0,160238874.92,5.99,11.16,1.18,320.4,1.0,123083569.49,5352677.0,8953172.0,73585829.86,,18997.0,260065.0,4.0,0.53,,,10.1,157432.0,353708.0,,18997.0,4.0,260065.0,,216000.0,212070.0,147.79,12.58,,,33.73,33.73,10518829.0,144607410.67,,289.86,33.77,20.36,0.1411,21.34,0.7344,28.03
2006-08-10,11671733.0,158854085.44,5.99,11.26,1.19,323.3,1.0,123544500.34,5384144.0,9077377.0,73279029.86,,,163439.0,7.41,,,,3.02,227908.0,115001.0,,,7.41,163439.0,,2025.0,103703.0,149.52,2.46,0.53,,34.27,34.27,10326718.0,140548223.94,18997.0,287.97,34.18,21.11,0.144,21.4,0.7429,27.75
2006-08-11,10170361.0,139766972.02,5.22,10.28,1.03,283.75,1.0,106367424.47,5216619.0,7739991.0,71689789.75,,,144.0,,,,,4.29,,172979.0,,,,144.0,,5310.0,1337386.0,145.85,35.08,,,33.26,33.26,10467390.0,143848916.01,,293.15,33.22,19.3,0.1339,21.38,0.6484,28.02
2006-08-14,9998365.0,137942717.1,5.14,10.68,1.02,279.99,1.0,98665783.22,4936122.0,7151494.0,68101342.63,,,80157.0,,,,,10.56,,380625.0,,,,80157.0,,19971.0,588497.0,138.57,15.99,,,31.47,31.47,10748687.0,148294555.16,,301.9,31.46,17.97,0.1353,22.76,0.6375,28.13
2006-08-15,9644212.0,134381052.79,4.95,10.54,0.98,268.85,0.0,101234181.05,4780106.0,7265339.0,66605304.48,,,13984.0,2.18,,,,4.72,124078.0,170000.0,,,2.18,13984.0,,,10233.0,134.29,0.31,,,30.38,30.38,10953917.0,152630292.51,,308.67,30.32,18.79,0.1288,19.29,0.613,28.41
2006-08-16,9189825.0,129942716.2,4.72,10.03,0.93,258.07,0.0,99673178.85,4240115.0,7049099.0,59954575.86,,18997.0,88376.0,0.81,0.55,,,21.8,21761.0,783604.0,,18997.0,0.81,88376.0,,136241.0,238000.0,120.46,6.05,,,26.95,26.95,11493416.0,162515139.68,,327.92,26.87,19.59,0.1305,19.9,0.5841,28.83
2006-08-17,9046444.0,128314650.3,4.65,9.75,0.92,255.75,0.0,98125309.07,4217242.0,6918034.0,59817308.6,,,5398.0,0.52,,,,0.1,10232.0,9274.0,,,0.52,5398.0,,,141297.0,120.85,3.92,0.55,,26.86,26.86,11481411.0,162852192.25,18997.0,330.17,26.8,19.72,0.1316,20.2,0.5763,28.92
2006-08-18,9750905.0,137780653.56,5.01,10.57,0.99,276.51,0.0,109651267.23,4078673.0,7760154.0,57631802.55,,,118.0,24.55,,,,3.91,845669.0,138687.0,,,24.55,118.0,,,3549.0,116.82,0.0,,,26.01,26.01,11603232.0,163954103.58,,333.73,25.93,21.22,0.1468,22.26,0.6218,28.81
2006-08-21,9666540.0,135592960.3,4.96,10.54,0.98,273.69,0.0,107655203.03,4004026.0,7674833.0,56164639.93,,,3192.0,0.21,,,,2.97,8765.0,101217.0,,,0.21,3192.0,,23378.0,94086.0,114.08,2.52,,,25.49,25.49,11703852.0,164170420.81,,335.49,25.37,20.63,0.1467,22.57,0.6154,28.6
2006-08-22,9708774.0,137613896.34,4.99,10.74,0.99,275.34,0.0,109378549.93,4022371.0,7716747.0,57013804.81,,,830.0,2.02,,,,0.0,53139.0,2196.0,,,2.02,830.0,,19711.0,11225.0,115.21,0.27,,,25.77,25.77,11583353.0,164184513.82,,332.51,25.73,20.43,0.1455,22.46,0.6221,28.9
2006-08-23,9618196.0,135292221.15,4.94,10.97,0.98,273.75,0.0,107903419.12,3987988.0,7671071.0,56096148.85,,18997.0,21667.0,0.2,0.55,,,2.12,5074.0,75047.0,,18997.0,0.2,21667.0,,,50750.0,114.21,1.24,,,25.39,25.39,11718153.0,164830800.62,,328.63,25.79,20.73,0.1468,22.42,0.6124,28.68
2006-08-24,9839823.0,139519668.27,5.05,11.68,1.0,279.57,1.0,107887906.2,4107607.0,7608948.0,58242101.1,,,,0.46,,,,0.59,14785.0,18454.0,,,0.46,,,157070.0,76908.0,117.87,2.3,0.55,,26.22,26.22,11558040.0,163882409.94,18997.0,324.08,26.67,20.12,0.1447,21.68,0.6281,28.91
