,SCITY FP Equity_DX_SI_QTY,SCITY FP Equity_DX_SHORT_INTEREST_VALUE,SCITY FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SCITY FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SCITY FP Equity_DX_SI_MV,SCITY FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SCITY FP Equity_DX_SUPPLY_SI_QTY,SCITY FP Equity_DX_BROKER_SI_QTY,SCITY FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SCITY FP Equity_DX_SUPPLY_SI_QTY_INC_x,SCITY FP Equity_DX_BROKER_SI_QTY_ADD,SCITY FP Equity_DX_SUPPLY_SI_MV_DEC,SCITY FP Equity_DX_SUPPLY_SI_QTY_DEC,SCITY FP Equity_DX_SUPPLY_SI_QTY_INC_y,SCITY FP Equity_DX_BROKER_SI_MV_ADD,SCITY FP Equity_DX_SUPPLY_SI_QTY_ADD,SCITY FP Equity_DX_BROKER_SI_QTY_DEC,SCITY FP Equity_DX_SUPPLY_SI_MV,SCITY FP Equity_DX_BROKER_SI_MV_DEC,SCITY FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SCITY FP Equity_DX_UTILIZATION_QUANTITY,SCITY FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SCITY FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SCITY FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SCITY FP Equity_DX_ACTIVE_UTILIZATION_MV,SCITY FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SCITY FP Equity_DX_BROKER_SI_CON_RATIO,SCITY FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SCITY FP Equity_DX_DEMAND_SUPPLY_RATIO,SCITY FP Equity_PX_LAST
2021-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.165
2021-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.592
2021-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.239
2021-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.629
2021-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.929
2021-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.042
2021-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.471
2021-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.8
2021-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.731
2021-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.842
2021-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.138
2021-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.916
2021-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.902
2021-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.57
2021-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.495
2021-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.892
2021-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.942
2021-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.185
2021-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.727
2021-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.473
2021-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.294
2021-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.023
2021-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.101
2021-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.652
2021-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.381
2021-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.481
2021-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.803
2021-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.61
2021-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.805
2021-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.443
2021-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.359
2021-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.842
2021-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.77
2021-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.809
2021-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.646
2021-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.58
2021-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.9
2021-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.889
2021-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.455
2021-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.085
2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.12
2022-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.61
2022-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.503
2022-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.93
2022-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.904
2022-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.6
2022-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.896
2022-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.136
2022-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.323
2022-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.715
2022-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.645
2022-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.622
2022-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.972
2022-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.623
2022-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.359
2022-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.179
2022-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.297
2022-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.339
2022-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.097
2022-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.666
2022-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.555
2022-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.267
2022-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.061
2022-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.932
2022-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.261
2022-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.558
2022-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.2
2022-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.874
2022-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.296
2022-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.679
2022-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.757
2022-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.141
2022-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.693
2022-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.704
2022-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.216
2022-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.508
2022-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.746
2022-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.257
2022-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.999
2022-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.761
2022-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.584
2022-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.412
2022-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.222
2022-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.194
2022-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.857
2022-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.193
2022-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.416
2022-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.388
2022-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.053
2022-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.336
2022-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.555
2022-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.04
2022-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.635
2022-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.137
2022-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.175
2022-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.496
2022-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.65
2022-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.002
2022-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.977
2022-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.859
2022-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.453
2022-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.437
2022-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.303
2022-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.346
2022-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.137
2022-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.568
2022-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.329
2022-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.99
2022-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.003
2022-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.339
2022-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.998
2022-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.136
2022-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.997
2022-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.817
2022-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.18
2022-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.217
2022-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.511
2022-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.804
2022-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.96
2022-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.963
2022-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.964
2022-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.494
2022-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.481
2022-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.937
2022-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.917
2022-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.252
2022-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,14.0,779.59,0.0,0.0,,0.0,,0.0,55.685
2022-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,14.0,774.13,0.0,0.0,,0.0,,0.0,55.295
2022-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,14.0,761.77,0.0,0.0,,0.0,,0.0,54.412
2022-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,14.0,734.93,0.0,0.0,,0.0,,0.0,52.495
2022-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,14.0,726.52,0.0,0.0,,0.0,,0.0,51.894
2022-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,14.0,742.83,0.0,0.0,,0.0,,0.0,53.059
2022-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,14.0,744.44,0.0,0.0,,0.0,,0.0,53.174
2022-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,10.0,546.71,0.0,0.0,,0.0,,0.0,54.671
2022-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,10.0,545.46,0.0,0.0,,0.0,,0.0,54.546
2022-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,10.0,546.91,0.0,0.0,,0.0,,0.0,54.691
2022-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,10.0,540.22,0.0,0.0,,0.0,,0.0,54.022
2022-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,10.0,539.07,0.0,0.0,,0.0,,0.0,53.907
2022-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,10.0,543.04,0.0,0.0,,0.0,,0.0,54.304
2022-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,10.0,540.83,0.0,0.0,,0.0,,0.0,54.083
2022-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,10.0,526.19,0.0,0.0,,0.0,,0.0,52.619
2022-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,6.0,320.35,0.0,0.0,,0.0,,0.0,53.392
2022-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,6.0,326.77,0.0,0.0,,0.0,,0.0,54.461
2022-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,6.0,330.87,0.0,0.0,,0.0,,0.0,55.145
2022-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.578
2022-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.612
2022-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.206
2022-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.759
2022-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.268
2022-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.078
2022-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.548
2022-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.714
2022-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.864
2022-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.128
2022-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.525
2022-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.397
2022-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.193
2022-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.524
2022-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.327
2022-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.624
2022-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.922
2022-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.446
2022-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.939
2022-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.252
2022-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.821
2022-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.351
2022-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.734
2022-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.091
2022-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.425
2022-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.331
2022-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.618
2022-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.146
2022-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.293
2022-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.824
2022-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.59
2022-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.055
2022-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.034
2022-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.461
2022-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.402
2022-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.138
2022-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.338
2022-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.07
2022-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.895
2022-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.699
2022-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.431
2022-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.491
2022-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.175
2022-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.479
2022-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.188
2022-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.355
2022-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.544
2022-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.223
2022-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.183
2022-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.686
2022-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.536
2022-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.164
2022-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.453
2022-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.182
2022-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.621
2022-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.835
2022-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.005
2022-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.059
2022-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.153
2022-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.661
2022-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.868
2022-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.52
2022-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.462
2022-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.792
2022-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.771
2022-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.092
2022-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.699
2022-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.323
2022-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.885
2022-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.191
2022-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.917
2022-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.669
2022-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.579
2022-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.438
2022-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.072
2022-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.324
2022-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.405
2022-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.354
2022-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.3
2022-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.033
2022-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.834
2022-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.855
2022-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.115
2022-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,183.0,9701.38,0.01,0.0,,0.0,,0.0,53.013
2022-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,183.0,9600.36,0.01,0.0,,0.0,,0.0,52.461
2022-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,183.0,9678.69,0.01,0.0,,0.0,,0.0,52.889
2022-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,183.0,9735.23,0.01,0.0,,0.0,,0.0,53.198
2022-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,183.0,9670.82,0.01,0.0,,0.0,,0.0,52.846
2022-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,183.0,9428.34,0.01,0.0,,0.0,,0.0,51.521
2022-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,183.0,9482.51,0.01,0.0,,0.0,,0.0,51.817
2022-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,183.0,9450.67,0.01,0.0,,0.0,,0.0,51.643
2022-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,183.0,9674.11,0.01,0.0,,0.0,,0.0,52.864
2022-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,183.0,9665.69,0.01,0.0,,0.0,,0.0,52.818
2022-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,183.0,9751.34,0.01,0.0,,0.0,,0.0,53.286
2022-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,183.0,9586.27,0.01,0.0,,0.0,,0.0,52.384
2022-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,183.0,9489.65,0.01,0.0,,0.0,,0.0,51.856
2022-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,183.0,9425.23,0.01,0.0,,0.0,,0.0,51.504
2022-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,183.0,9395.77,0.01,0.0,,0.0,,0.0,51.343
2022-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,183.0,9393.57,0.01,0.0,,0.0,,0.0,51.331
2022-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,183.0,9434.02,0.01,0.0,,0.0,,0.0,51.552
2022-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,183.0,9542.17,0.01,0.0,,0.0,,0.0,52.143
2022-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,183.0,9512.89,0.01,0.0,,0.0,,0.0,51.983
2022-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,183.0,9403.82,0.01,0.0,,0.0,,0.0,51.387
2022-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,183.0,9463.66,0.01,0.0,,0.0,,0.0,51.714
2022-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,183.0,9378.2,0.01,0.0,,0.0,,0.0,51.247
2022-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,183.0,9298.23,0.01,0.0,,0.0,,0.0,50.81
2022-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,183.0,9395.95,0.01,0.0,,0.0,,0.0,51.344
2022-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,183.0,9618.48,0.01,0.0,,0.0,,0.0,52.56
2022-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,183.0,9553.15,0.01,0.0,,0.0,,0.0,52.203
2022-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,183.0,9500.63,0.01,0.0,,0.0,,0.0,51.916
2022-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,183.0,9594.87,0.01,0.0,,0.0,,0.0,52.431
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,183.0,9699.55,0.01,0.0,,0.0,,0.0,53.003
2022-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,183.0,9699.37,0.01,0.0,,0.0,,0.0,53.002
2022-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,183.0,9669.17,0.01,0.0,,0.0,,0.0,52.837
2022-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,183.0,9720.78,0.01,0.0,,0.0,,0.0,53.119
