,ALICA FP Equity_DX_SI_QTY,ALICA FP Equity_DX_SHORT_INTEREST_VALUE,ALICA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALICA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALICA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALICA FP Equity_DX_SI_MV,ALICA FP Equity_DX_DSS,ALICA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALICA FP Equity_DX_SUPPLY_SI_QTY,ALICA FP Equity_DX_BROKER_SI_QTY,ALICA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALICA FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALICA FP Equity_DX_BROKER_SI_MV_INC_x,ALICA FP Equity_DX_BROKER_SI_QTY_ADD,ALICA FP Equity_DX_SUPPLY_SI_MV_DEC,ALICA FP Equity_DX_BROKER_SI_QTY_INC,ALICA FP Equity_DX_SUPPLY_SI_QTY_DEC,ALICA FP Equity_DX_BROKER_SI_MV_INC_y,ALICA FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALICA FP Equity_DX_BROKER_SI_MV_ADD,ALICA FP Equity_DX_SUPPLY_SI_QTY_ADD,ALICA FP Equity_DX_BROKER_SI_QTY_DEC,ALICA FP Equity_DX_SUPPLY_SI_MV,ALICA FP Equity_DX_BROKER_SI_MV_DEC,ALICA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALICA FP Equity_DX_UTILIZATION_QUANTITY,ALICA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALICA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALICA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALICA FP Equity_DX_ACTIVE_UTILIZATION_MV,ALICA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALICA FP Equity_DX_BROKER_SI_CON_RATIO,ALICA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALICA FP Equity_DX_DEMAND_SUPPLY_RATIO,ALICA FP Equity_PX_LAST
2025-06-18,7410.0,56612.4,0.21,2.62,0.09,0.06,0.0,28268.0,3710.0,3700.0,28344.4,3700.0,,3700.0,,,,,3700.0,0.03,,,0.03,,100.0,100.0,0.0,0.0,0.0,100.0,0.13,0.9973,99.87,1.9973,7.64
2025-06-19,7410.0,56612.4,0.21,2.61,0.09,0.06,0.0,28268.0,3710.0,3700.0,28344.4,,,,,,,,,,,,0.03,,100.0,100.0,0.0,0.0,0.0,100.0,0.13,0.9973,99.87,1.9973,7.64
2025-06-20,7410.0,55426.8,0.21,2.6,0.09,0.06,0.0,27676.0,3710.0,3700.0,27750.8,,,,,,,,,,,,0.03,,100.0,99.41,0.0,0.0,0.0,100.0,0.13,0.9973,99.87,1.9855,7.48
2025-06-23,7410.0,53796.6,0.21,2.55,0.09,0.06,0.0,26862.0,3710.0,3700.0,26934.6,,,,,,,,,,,,0.03,,100.0,99.41,0.0,0.0,0.0,100.0,0.13,0.9973,99.87,1.9855,7.26
2025-06-24,7410.0,52907.4,0.21,2.53,0.09,0.05,0.0,26418.0,3710.0,3700.0,26489.4,,,,,,,,,,,,0.03,,100.0,100.0,0.0,0.0,0.0,100.0,0.13,0.9973,99.87,1.9973,7.14
2025-06-25,7410.0,52462.8,0.21,2.51,0.09,0.05,0.0,26196.0,3710.0,3700.0,26266.8,,,,,,,,,,,,0.03,,100.0,100.0,0.0,0.0,0.0,100.0,0.13,0.9973,99.87,1.9973,7.08
2025-06-26,7410.0,52018.2,0.21,2.61,0.09,0.05,0.0,25974.0,3710.0,3700.0,26044.2,,,,,,,,,,,,0.03,,100.0,99.41,0.0,0.0,0.0,100.0,0.13,0.9973,99.87,1.9855,7.02
2025-06-27,7400.0,50097.98,0.21,2.61,0.09,0.05,0.0,25048.99,3700.0,3700.0,25048.99,,,,0.0,,10.0,,,,,,0.03,,100.0,99.14,0.0,0.0,0.0,100.0,,1.0,100.0,1.9829,6.9
2025-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.03,,3700.0,,,,,3700.0,0.0,0.03,0.0,0.0,3732.0,27542.16,0.03,0.0,,0.0,100.0,0.0,7.38
2025-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22.0,163.68,0.0,0.0,,0.0,,0.0,7.44
2025-07-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22.0,159.72,0.0,0.0,,0.0,,0.0,7.26
2025-07-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22.0,162.8,0.0,0.0,,0.0,,0.0,7.4
2025-07-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22.0,163.24,0.0,0.0,,0.0,,0.0,7.42
2025-07-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,506.0,3744.4,0.0,0.0,,0.0,,0.0,7.4
2025-07-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,206.0,1524.4,0.0,0.0,,0.0,,0.0,7.4
2025-07-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6.0,45.0,0.0,0.0,,0.0,,0.0,7.5
2025-07-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6.0,44.4,0.0,0.0,,0.0,,0.0,7.4
2025-07-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6.0,44.04,0.0,0.0,,0.0,,0.0,7.34
2025-07-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6.0,44.16,0.0,0.0,,0.0,,0.0,7.36
2025-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.38
2025-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4
2025-07-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8.0,59.68,0.0,0.0,,0.0,,0.0,7.46
2025-07-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8.0,59.2,0.0,0.0,,0.0,,0.0,7.4
2025-07-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8.0,59.04,0.0,0.0,,0.0,,0.0,7.38
2025-07-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8.0,58.88,0.0,0.0,,0.0,,0.0,7.36
2025-07-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8.0,58.56,0.0,0.0,,0.0,,0.0,7.32
2025-07-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19.0,137.56,0.0,0.0,,0.0,,0.0,7.24
2025-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19.0,137.94,0.0,0.0,,0.0,,0.0,7.26
2025-07-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19.0,137.94,0.0,0.0,,0.0,,0.0,7.26
2025-07-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19.0,136.8,0.0,0.0,,0.0,,0.0,7.2
2025-07-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19.0,137.18,0.0,0.0,,0.0,,0.0,7.22
2025-07-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19.0,135.66,0.0,0.0,,0.0,,0.0,7.14
2025-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19.0,131.1,0.0,0.0,,0.0,,0.0,6.9
2025-08-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19.0,131.48,0.0,0.0,,0.0,,0.0,6.92
2025-08-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19.0,131.86,0.0,0.0,,0.0,,0.0,6.94
2025-08-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19.0,131.48,0.0,0.0,,0.0,,0.0,6.92
2025-08-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19.0,132.24,0.0,0.0,,0.0,,0.0,6.96
2025-08-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19.0,132.62,0.0,0.0,,0.0,,0.0,6.98
2025-08-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19.0,134.9,0.0,0.0,,0.0,,0.0,7.1
2025-08-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16.0,113.6,0.0,0.0,,0.0,,0.0,7.1
2025-08-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16.0,113.28,0.0,0.0,,0.0,,0.0,7.08
2025-08-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,18.0,125.64,0.0,0.0,,0.0,,0.0,6.98
2025-08-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,17.0,121.38,0.0,0.0,,0.0,,0.0,7.14
2025-08-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,17.0,123.08,0.0,0.0,,0.0,,0.0,7.24
2025-08-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,17.0,129.2,0.0,0.0,,0.0,,0.0,7.6
2025-08-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4.0,30.32,0.0,0.0,,0.0,,0.0,7.58
2025-08-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4.0,30.32,0.0,0.0,,0.0,,0.0,7.58
2025-08-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4.0,30.4,0.0,0.0,,0.0,,0.0,7.6
2025-08-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19.0,143.26,0.0,0.0,,0.0,,0.0,7.54
2025-08-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19.0,136.8,0.0,0.0,,0.0,,0.0,7.2
2025-08-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19.0,136.8,0.0,0.0,,0.0,,0.0,7.2
2025-08-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19.0,133.38,0.0,0.0,,0.0,,0.0,7.02
2025-08-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19.0,133.76,0.0,0.0,,0.0,,0.0,7.04
