,MEU FP Equity_DX_SI_QTY,MEU FP Equity_DX_SHORT_INTEREST_VALUE,MEU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MEU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MEU FP Equity_DX_SI_MV,MEU FP Equity_DX_DSS,MEU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MEU FP Equity_DX_SUPPLY_SI_QTY,MEU FP Equity_DX_BROKER_SI_QTY,MEU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MEU FP Equity_DX_BROKER_SI_MV_NEW_x,MEU FP Equity_DX_SUPPLY_SI_QTY_NEW_x,MEU FP Equity_DX_SUPPLY_SI_QTY_INC_x,MEU FP Equity_DX_BROKER_SI_MV_INC_x,MEU FP Equity_DX_SUPPLY_SI_MV_NEW,MEU FP Equity_DX_BROKER_SI_QTY_ADD,MEU FP Equity_DX_BROKER_SI_QTY_NEW,MEU FP Equity_DX_SUPPLY_SI_MV_DEC,MEU FP Equity_DX_BROKER_SI_QTY_INC,MEU FP Equity_DX_SUPPLY_SI_QTY_DEC,MEU FP Equity_DX_BROKER_SI_MV_NEW_y,MEU FP Equity_DX_SUPPLY_SI_QTY_NEW_y,MEU FP Equity_DX_BROKER_SI_MV_INC_y,MEU FP Equity_DX_SUPPLY_SI_QTY_INC_y,MEU FP Equity_DX_BROKER_SI_MV_ADD,MEU FP Equity_DX_SUPPLY_SI_QTY_ADD,MEU FP Equity_DX_BROKER_SI_QTY_DEC,MEU FP Equity_DX_SUPPLY_SI_MV,MEU FP Equity_DX_BROKER_SI_MV_DEC,MEU FP Equity_DX_SUPPLY_SI_MV_RMV,MEU FP Equity_DX_BROKER_SI_MV_RMV,MEU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MEU FP Equity_DX_UTILIZATION_QUANTITY,MEU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MEU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MEU FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,MEU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MEU FP Equity_DX_ACTIVE_UTILIZATION_MV,MEU FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MEU FP Equity_DX_BROKER_SI_CON_RATIO,MEU FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MEU FP Equity_DX_DEMAND_SUPPLY_RATIO,MEU FP Equity_PX_LAST
2014-11-20,16010.0,1666236.74,0.2,0.2,1.86,,1666236.74,0.0,16010.0,0.0,,,,,,10.0,,,,,,,,,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.06,0.9988,99.94,0.0397,116.06
2014-11-21,16010.0,1700979.91,0.2,0.2,1.86,,1700979.91,0.0,16010.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.06,0.9988,99.94,0.0397,118.48
2014-11-24,16010.0,1703420.55,0.2,0.2,1.9,,1703420.55,0.0,16010.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.06,0.9988,99.94,0.0443,118.65
2014-11-25,16110.0,1716082.77,0.2,0.2,1.91,,1716082.77,0.0,16110.0,0.0,,,,0.01,,,,,100.0,,,,0.01,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.68,0.9864,99.32,0.04,118.79
2014-11-26,18410.0,1959434.39,0.23,0.23,2.19,,1959434.39,0.0,18410.0,0.0,,,,0.27,,,,,2300.0,,,,0.27,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,13.09,0.7725,86.91,0.0509,118.69
2014-11-27,18410.0,1965377.57,0.23,0.23,2.18,,1965377.57,0.0,18410.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,13.09,0.7725,86.91,0.0509,119.05
2014-11-28,18400.0,1963980.01,0.23,0.23,2.19,,1963980.01,0.0,18400.0,0.0,,,,,,,,,,,,,,,,,10.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,13.04,0.7732,86.96,0.0508,119.03
2014-12-01,18400.0,1951770.11,0.25,0.23,2.19,,1951770.11,0.0,18400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,13.09,0.7725,86.91,0.0497,118.29
2014-12-02,18300.0,1951008.78,0.25,0.23,2.16,,1951008.78,0.0,18300.0,0.0,,,,,,,,,,,,,,,,,100.0,0.0,0.02,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.57,0.7802,87.43,0.0494,118.89
2014-12-03,18300.0,1966598.47,0.25,0.23,2.18,,1966598.47,0.0,18300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.51,0.7811,87.49,0.0494,119.84
2014-12-04,16008.0,1699331.93,0.23,0.2,1.92,,1699331.93,0.0,16008.0,0.0,,,,,,,,,,,,,,,,,2292.0,0.0,0.27,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.05,0.999,99.95,0.0429,118.38
2014-12-05,16008.0,1726032.03,0.23,0.2,1.89,,1726032.03,0.0,16008.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.05,0.999,99.95,0.0429,120.24
2014-12-08,16008.0,1716988.45,0.24,0.2,1.93,,1716988.45,0.0,16008.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.05,0.999,99.95,0.0425,119.61
2014-12-09,16008.0,1674497.97,0.24,0.2,1.91,,1674497.97,0.0,16008.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.05,0.999,99.95,0.0425,116.65
2014-12-10,16008.0,1666402.37,0.24,0.2,1.87,,1666402.37,0.0,16008.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.05,0.999,99.95,0.0422,115.27
2014-12-11,16008.0,1669438.23,0.23,0.2,1.85,,1669438.23,0.0,16008.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.05,0.999,99.95,0.049,115.48
2014-12-12,16008.0,1623755.65,0.23,0.2,1.85,,1623755.65,0.0,16008.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.05,0.999,99.95,0.0422,112.32
2014-12-15,16008.0,1586891.54,0.24,0.2,1.8,,1586891.54,0.0,16008.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.05,0.999,99.95,0.049,109.77
2014-12-16,19708.0,1992654.24,0.29,0.24,2.16,,1992654.24,0.0,19708.0,0.0,,,,0.38,,,,,3700.0,,,,0.38,,,,,0.0,,,,0.0,0.0,326018.0,32963322.05,,35.81,0.0,0.04,0.9992,99.96,0.0605,111.96
2014-12-17,64700.0,6552847.54,0.88,0.79,7.45,,6552847.54,0.0,64700.0,0.0,,,,,,45000.0,,,,,,,,,5.26,,8.0,0.0,0.0,,,0.0,0.0,326018.0,33019261.95,,36.37,0.0,29.42,0.5847,70.58,0.1985,112.15
2014-12-18,64700.0,6747417.15,0.83,0.79,7.51,,6747417.15,0.0,64700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,309008.0,32225747.75,,34.76,0.0,29.42,0.5847,70.58,0.2094,115.48
2014-12-19,64700.0,6770204.58,0.81,0.78,7.73,,6770204.58,0.0,64700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,309008.0,32334580.81,,35.68,0.0,29.42,0.5847,70.58,0.2094,115.87
2014-12-22,64700.0,6788317.67,0.81,0.77,7.74,,6788317.67,0.0,64700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,313008.0,32840768.75,,36.22,0.0,29.42,0.5847,70.58,0.2067,116.18
2014-12-23,64700.0,6845578.4,0.79,0.77,7.76,,6845578.4,0.0,64700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,313008.0,33117786.76,,36.41,0.0,29.48,0.5842,70.52,0.2067,117.16
2014-12-24,19700.0,2084356.95,0.24,0.24,2.31,,2084356.95,0.0,19700.0,0.0,,,,,,,,,,,,,,,,,45000.0,0.0,5.47,,,0.0,0.0,323008.0,34175835.98,,37.85,0.0,,1.0,100.0,0.061,
2014-12-25,19700.0,2084356.95,0.25,0.24,2.3,,2084356.95,0.0,19700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,323008.0,34175835.98,,37.73,0.0,,1.0,100.0,0.061,
2014-12-26,19700.0,2084356.95,0.25,0.24,2.31,,2084356.95,0.0,19700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,323008.0,34175835.98,,37.86,0.0,,1.0,100.0,0.061,
2014-12-29,19700.0,2088448.81,0.25,0.24,2.3,,2088448.81,0.0,19700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,323008.0,34242927.49,,37.77,0.0,,1.0,100.0,0.061,117.39
2014-12-30,19700.0,2059805.8,0.26,0.27,2.31,,2059805.8,0.0,19700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,323008.0,33773286.87,,37.9,0.0,,1.0,100.0,0.061,115.78
2014-12-31,19700.0,2059805.8,0.27,0.27,2.28,,2059805.8,0.0,19700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,325865.0,34072010.99,,37.76,0.0,,1.0,100.0,0.0605,
2015-01-01,19700.0,2059805.8,0.27,0.27,2.28,,2059805.8,0.0,19700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,325865.0,34072010.99,,37.71,0.0,,1.0,100.0,0.0605,
2015-01-02,32700.0,3428518.34,0.46,0.45,3.81,,3428518.34,0.0,32700.0,0.0,,,,,,13000.0,,,,,,,,,1.53,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,40.12,0.5195,59.88,0.1045,116.1
2015-01-05,45700.0,4675979.68,0.7,0.63,5.31,,3345832.28,13000.0,32700.0,1330147.39,,,,,,,,,,,,,,,,13000.0,,1.51,,,,6.26,4.16,194815.0,19933281.85,,22.64,6.26,43.11,0.5095,56.89,0.1461,113.3
2015-01-06,32700.0,3328409.15,0.5,0.45,3.69,,3328409.15,0.0,32700.0,0.0,,,,,,,,1.51,,13000.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,39.76,0.521,60.24,0.1045,112.71
2015-01-07,19700.0,2017463.96,0.3,0.27,2.22,,2017463.96,0.0,19700.0,0.0,,,,,,,,,,,,,,,,,13000.0,0.0,1.48,,,0.0,0.0,312865.0,32040297.59,,35.33,0.0,39.91,1.0,100.0,0.063,113.4
2015-01-08,16000.0,1685943.08,0.25,0.22,1.81,,1685943.08,0.0,16000.0,0.0,,,,,,,,,,,,,,,,,3700.0,0.0,0.41,,,0.0,0.0,312865.0,32967036.35,,35.48,0.0,,1.0,100.0,0.0511,116.68
2015-01-09,16000.0,1664124.65,0.24,0.22,1.87,,1664124.65,0.0,16000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,299809.0,31182471.75,,34.99,0.0,,1.0,100.0,0.0534,115.17
2015-01-12,16000.0,1670915.82,0.24,0.22,1.84,,1670915.82,0.0,16000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,299809.0,31309725.05,,34.58,0.0,,1.0,100.0,0.0534,115.64
2015-01-13,16245.0,1716453.66,0.24,0.23,1.88,,1716453.66,0.0,16245.0,0.0,,,,,,245.0,,,,,,,,,0.03,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.51,0.9703,98.49,0.0542,117.0
2015-01-14,16245.0,1691073.62,0.25,0.23,1.9,,1691073.62,0.0,16245.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.51,0.9703,98.49,0.0542,115.27
2015-01-15,16245.0,1740366.64,0.26,0.22,1.88,,1740366.64,0.0,16245.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.51,0.9703,98.49,0.0538,118.63
2015-01-16,21245.0,2296557.86,0.33,0.29,2.52,,2296557.86,0.0,21245.0,0.0,,,,0.64,,,,,5000.0,,,,0.64,,,,,0.0,,,,0.0,0.0,302081.0,32654577.24,,35.9,0.0,1.15,0.9772,98.85,0.0703,119.7
2015-01-19,21245.0,2305383.39,0.34,0.29,2.54,,2305383.39,0.0,21245.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303440.0,32927537.59,,36.3,0.0,1.15,0.9772,98.85,0.07,120.16
2015-01-20,24845.0,2716227.71,0.4,0.33,2.99,,2716227.71,0.0,24845.0,0.0,,,,0.43,,,,,3600.0,,,,0.43,,,,,0.0,,,,0.0,0.0,299314.0,32723082.35,,36.01,0.0,0.98,0.9805,99.02,0.083,121.06
2015-01-21,24600.0,2703216.4,0.39,0.32,2.99,,2703216.4,0.0,24600.0,0.0,,,,,,,,,,,,,,,,,245.0,0.0,0.03,,,0.0,0.0,292686.0,32162341.23,,35.55,0.0,,1.0,100.0,0.084,121.68
2015-01-22,24600.0,2756978.59,0.33,0.31,2.99,,2756978.59,0.0,24600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,228213.0,25576355.89,,27.81,0.0,,1.0,100.0,0.1078,124.1
2015-01-23,24600.0,2794967.58,0.33,0.31,3.04,,2794967.58,0.0,24600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,294126.0,33417586.74,,36.42,0.0,,1.0,100.0,0.0836,125.81
2015-01-26,19600.0,2247771.18,0.25,0.24,2.46,,2247771.18,0.0,19600.0,0.0,,,,,,,,,,,,,,,,,5000.0,0.0,0.58,,,0.0,0.0,230813.0,26470143.39,,28.95,0.0,,1.0,100.0,0.0849,126.99
2015-01-27,19600.0,2229008.78,0.26,0.24,2.5,,2229008.78,0.0,19600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,205111.0,23326235.73,,26.11,0.0,,1.0,100.0,0.0956,125.93
2015-01-28,48300.0,5496840.19,0.61,0.58,6.05,,2651684.81,25000.0,23300.0,2845155.38,,,,,,3700.0,,,,,,,,,0.46,25000.0,,3.13,,,,17.62,10.67,116902.0,13304174.16,,14.64,17.62,40.58,0.4385,51.76,0.2062,126.02
2015-01-29,48300.0,5474594.61,0.6,0.57,6.09,,2640953.51,28700.0,23300.0,3253019.98,,,,,,,,,,,,,,,,3700.0,,3.62,,,,18.69,12.11,124842.0,14150296.89,,15.75,18.69,40.59,0.4386,51.77,0.2038,125.51
2015-01-30,63300.0,7156486.47,0.76,0.73,7.94,,1390596.9,58700.0,12300.0,6636425.84,,,30000.0,0.12,,4000.0,,,1000.0,,,,0.12,30000.0,0.5,,16000.0,7.36,2.03,,,38.23,23.82,94842.0,10722519.58,,11.9,38.23,39.5,0.3375,41.08,0.2569,125.19
2015-02-02,109300.0,12368937.55,1.4,1.25,13.7,,3768395.43,104700.0,33300.0,11848378.42,,,,,,21000.0,,,,,,,,,2.63,46000.0,,13.12,,,,51.05,41.8,100411.0,11363013.62,,12.58,51.04,23.79,0.307,45.74,0.4364,125.31
2015-02-03,109300.0,12432109.84,1.47,1.24,13.71,,3787641.88,104700.0,33300.0,11908892.05,,,,,,,,,,,,,,,,,,13.14,,,,75.26,75.26,34411.0,3914010.36,,4.32,75.25,23.78,0.3069,45.73,0.7857,125.95
2015-02-04,80700.0,9260684.09,1.08,0.91,10.11,,3408207.16,79700.0,29700.0,9145929.64,,,,,,,,3.18,,25000.0,,,,,,,3600.0,9.98,0.45,,,38.86,30.95,125411.0,14391470.3,,15.71,38.85,30.98,0.2733,32.22,0.3134,127.07
2015-02-05,88101.0,10114755.52,1.15,0.99,11.21,,3834723.2,75700.0,33401.0,8691013.64,,,,1.49,,,,0.43,11401.0,4000.0,,,1.49,,,,7700.0,9.64,0.96,,,54.42,39.19,63411.0,7280130.33,,8.08,54.42,29.55,0.3056,36.71,0.4561,127.13
2015-02-06,84401.0,9702921.12,1.15,0.95,10.73,,3839851.05,72000.0,33401.0,8277275.4,,,,,,,,0.48,,3700.0,,,,,,,,9.16,,,,56.48,43.69,55471.0,6377065.88,,7.06,56.48,30.82,0.3302,38.38,0.5122,127.3
2015-02-09,84401.0,9644993.23,1.2,0.94,10.72,,3816926.56,69000.0,33401.0,7885031.38,,,,,,,,0.38,,3000.0,,,,,,,,8.78,,,,54.13,41.52,58471.0,6681821.3,,7.44,54.13,30.85,0.3301,38.31,0.5079,126.54
2015-02-10,84401.0,9704445.54,1.15,0.94,10.71,,3840454.32,69000.0,33401.0,7933635.17,,,,,,,,,,,,,,,,,,8.74,,,,78.37,69.22,19041.0,2189338.37,,2.41,78.37,30.76,0.3304,38.5,0.8467,127.32
2015-02-11,50315.0,5769780.67,0.69,0.55,6.42,,2902951.36,37514.0,25315.0,4301849.39,,,,,,400.0,,3.96,,31486.0,,,,,0.05,,8486.0,4.79,1.08,,,72.75,19.33,14055.0,1611731.44,,1.8,72.75,47.5,0.4735,49.74,0.2593,126.98
2015-02-12,49915.0,5757719.36,0.68,0.55,6.35,,2873957.28,37514.0,24915.0,4327258.02,,,,,,,,,,,,,,,,,400.0,4.77,0.05,,,72.75,23.63,14055.0,1621251.04,,1.79,72.75,47.94,0.481,50.07,0.3144,127.73
2015-02-13,50205.0,5833336.42,0.66,0.55,6.39,,2928577.72,37804.0,25205.0,4392459.91,,,,,,290.0,,,,,,,,,0.04,290.0,,4.83,,,,59.81,28.61,25405.0,2951815.79,,3.25,59.73,47.53,0.4756,49.93,0.3799,128.66
2015-02-16,50205.0,5823361.8,0.65,0.55,6.42,,2923570.05,37804.0,25205.0,4384949.1,,,,,,,,,,,,,,,,,,4.86,,,,59.81,24.02,25405.0,2946768.38,,3.27,59.83,47.35,0.4757,50.11,0.319,128.44
2015-02-17,39999.0,4647136.5,0.52,0.42,5.11,,1742603.57,37804.0,14999.0,4392118.51,,,,,,,,,,,,,,,,,10206.0,4.85,1.28,,,59.81,37.92,25405.0,2951586.36,,3.26,59.79,34.05,0.5105,62.76,0.4013,128.65
2015-02-18,38804.0,4544394.26,0.52,0.36,4.99,,1616607.01,37804.0,13804.0,4427282.77,,,,,,,,,,,,,,,,,1195.0,4.89,0.16,,,59.81,20.42,25405.0,2975217.41,,3.3,59.72,32.0,0.522,64.72,0.2096,129.68
2015-02-19,38804.0,4558761.95,0.51,0.36,4.99,,1621718.12,37804.0,13804.0,4441280.19,,,,,,,,,,,,,,,,,,4.9,,,,60.57,19.89,24605.0,2890638.54,,3.19,60.54,31.83,0.5232,64.9,0.2042,130.09
2015-02-20,38804.0,4568574.03,0.53,0.35,5.0,,1625208.63,37804.0,13804.0,4450839.41,,,,,,,,,,,,,,,,,,4.91,,,,60.57,21.3,24605.0,2896860.22,,3.2,60.55,31.77,0.5237,64.97,0.2187,130.37
2015-02-23,38804.0,4594856.38,0.47,0.34,5.01,,1634558.23,37804.0,13804.0,4476444.45,,,,,,,,,,,,,,,,,,4.93,,,,60.57,21.11,24605.0,2913525.44,,3.22,60.52,31.72,0.524,65.02,0.2167,131.12
2015-02-24,41994.0,4997999.48,0.46,0.37,5.45,,2022574.73,37804.0,16994.0,4499318.29,,,,0.42,,,,,3190.0,,,,0.42,,,,,4.96,,,,60.57,27.28,24605.0,2928413.04,,3.24,60.52,36.82,0.4982,60.17,0.3031,131.79
2015-02-25,41994.0,5006721.99,0.46,0.37,5.47,,2026104.53,37804.0,16994.0,4507170.51,,,,,,,,,,,,,,,,,,4.98,,,,60.57,21.08,24605.0,2933523.71,,3.24,60.56,36.74,0.4987,60.27,0.2341,132.02
2015-02-26,16994.0,2045595.16,0.18,0.15,2.17,,2045595.16,12804.0,16994.0,1541238.11,,,,,,,,3.36,,25000.0,,,,,,,,1.69,,,,20.52,7.81,49605.0,5971033.76,,6.57,20.49,5.78,0.8584,92.45,0.1037,133.29
2015-02-27,16994.0,2051580.47,0.18,0.15,2.18,,2051580.47,12804.0,16994.0,1545747.69,,,,,,,,,,,,,,,,,,1.71,,,,20.52,7.67,49605.0,5988504.71,,6.61,20.51,5.78,0.8583,92.45,0.1018,133.68
2015-03-02,15047.0,1812998.16,0.16,0.13,1.92,,1812998.16,12804.0,15047.0,1542741.3,,,,,,,,,,,,,,,,,1947.0,1.71,0.26,,,20.52,7.4,49605.0,5976857.41,,6.63,20.52,6.55,0.8406,91.43,0.0869,133.42
2015-03-03,14757.0,1758066.2,0.16,0.12,1.88,,1758066.2,12514.0,14757.0,1490847.76,,,,,,,,0.04,,290.0,,,,,,,290.0,1.67,0.04,,,24.27,7.56,39055.0,4652793.62,,5.2,24.27,6.68,0.8752,93.32,0.0892,131.92
2015-03-04,13514.0,1624871.32,0.1,0.11,1.72,,1624871.32,12514.0,13514.0,1504635.17,,,,,,,,,,,,,,,,,1243.0,1.65,0.18,,,100.0,6.59,0.0,0.0,,0.0,100.0,7.32,0.8643,92.68,0.0712,133.14
2015-03-05,13639.0,1654927.72,0.11,0.11,1.81,,1654927.72,12514.0,13639.0,1518422.57,,,,,,125.0,,,,,,,,,0.02,,,1.67,,,,100.0,6.75,0.0,0.0,,0.0,100.0,6.95,0.8539,92.14,0.0736,134.36
2015-03-06,1000.0,121410.15,0.01,0.01,0.13,,121410.15,0.0,1000.0,0.0,,,,,,,,1.69,,12514.0,,,,,,,12639.0,0.0,1.71,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0057,134.44
2015-03-09,6650.0,806536.75,0.05,0.05,0.88,,806536.75,0.0,6650.0,0.0,,,,,,5650.0,,,,,,,,,0.76,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,14.2,0.7563,85.8,0.0379,134.3
2015-03-10,5181.0,621118.73,0.04,0.04,0.69,,621118.73,0.0,5181.0,0.0,,,,,,,,,,,,,,,,,1469.0,0.0,0.21,,,0.0,0.0,0.0,0.0,,0.0,0.0,18.29,0.7011,81.71,0.0313,132.75
2015-03-11,5181.0,630944.34,0.04,0.04,0.68,,630944.34,0.0,5181.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,18.46,0.6989,81.54,0.0272,134.85
2015-03-12,5331.0,649066.97,0.04,0.04,0.71,,630803.97,150.0,5181.0,18263.0,,,,,,,,,,,,,,,,150.0,,0.02,,,,0.15,0.08,102902.0,12528660.57,,13.91,0.15,17.71,0.6633,79.44,0.0291,134.82
2015-03-13,5331.0,650463.13,0.04,0.04,0.71,,632160.84,150.0,5181.0,18302.28,,,,,,,,,,,,,,,,,,0.02,,,,0.15,0.08,102902.0,12555609.93,,13.88,0.15,17.71,0.6633,79.44,0.0289,135.11
2015-03-16,5181.0,639600.23,0.04,0.04,0.69,,639600.23,0.0,5181.0,0.0,,,,,,,,0.02,,150.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,18.2,0.7023,81.8,0.0267,136.7
2015-03-17,5181.0,635623.2,0.04,0.04,0.7,,635623.2,0.0,5181.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,18.02,0.7045,81.98,0.0313,135.85
2015-03-18,5181.0,637026.86,0.04,0.04,0.71,,637026.86,0.0,5181.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,18.02,0.7045,81.98,0.0271,136.15
2015-03-19,11381.0,1406230.5,0.09,0.09,1.54,,640161.69,6200.0,5181.0,766068.81,,,,,,,,,,,,,,,,6200.0,,0.85,,,,13.24,5.01,40642.0,5021704.61,,5.55,13.24,37.08,0.4441,54.77,0.092,136.82
2015-03-20,15405.0,1918319.67,0.12,0.12,2.09,,1146259.82,6200.0,9205.0,772059.85,,,,,,4100.0,,,,,,,,,0.56,,76.0,0.85,0.0,,,6.02,3.15,96852.0,12060571.01,,13.22,6.02,26.73,0.3109,40.57,0.0784,137.89
2015-03-23,25405.0,3150958.96,0.19,0.2,3.49,,2381978.62,6200.0,19205.0,768980.34,,,,1.39,,,,,10000.0,,,,1.39,,,,,0.86,,,,13.24,5.02,40642.0,5040790.17,,5.61,13.24,24.54,0.3987,55.81,0.2058,137.34
2015-03-24,25400.0,3157908.44,0.19,0.2,3.47,,2387080.4,6200.0,19200.0,770828.04,,,,,,,,,,,,,,,,,5.0,0.85,0.0,,,13.24,5.68,40642.0,5052902.16,,5.59,13.24,24.53,0.3984,55.78,0.2325,137.67
2015-03-25,25400.0,3120060.33,0.19,0.19,3.48,,2358470.8,6200.0,19200.0,761589.53,,,,,,,,,,,,,,,,,,0.85,,,,13.24,5.19,40642.0,4992342.21,,5.6,13.24,24.54,0.3987,55.8,0.2124,136.02
2015-03-26,25400.0,3094598.88,0.18,0.19,3.45,,2339224.35,6200.0,19200.0,755374.53,,,,,,,,,,,,,,,,,,0.84,,,,13.24,5.25,40642.0,4951601.88,,5.54,13.24,24.48,0.3974,55.67,0.2151,134.91
2015-03-27,25400.0,3105609.24,0.18,0.19,3.42,,2347547.14,6200.0,19200.0,758062.1,,,,,,,,,,,,,,,,,,0.84,,,,13.24,4.99,40642.0,4969219.32,,5.48,13.24,24.44,0.3966,55.58,0.2043,135.39
2015-03-30,19200.0,2372342.12,0.13,0.14,2.6,,2372342.12,0.0,19200.0,0.0,,,,,,,,0.84,,6200.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,21.53,0.5908,73.62,0.1614,136.82
2015-03-31,1000.0,122674.47,0.01,0.01,0.13,,122674.47,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,18200.0,0.0,2.49,,,0.0,0.0,0.0,0.0,,0.0,0.0,18.37,1.0,100.0,0.0092,135.84
2015-04-01,76000.0,9344536.03,0.45,0.55,10.32,,9344536.03,0.0,76000.0,0.0,,,,,,75000.0,,,,,,,,,10.19,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.22,0.976,98.78,0.5071,136.15
2015-04-02,76000.0,9356890.17,0.45,0.57,10.36,,9356890.17,0.0,76000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.21,0.976,98.79,0.4748,136.33
2015-04-03,76000.0,9356890.17,0.44,0.57,10.37,,9356890.17,0.0,76000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.21,0.976,98.79,0.4748,
2015-04-06,76000.0,9356890.17,0.44,0.57,10.29,,9356890.17,0.0,76000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.21,0.976,98.79,0.4748,
2015-04-07,76000.0,9505826.22,0.44,0.57,10.32,,9505826.22,0.0,76000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.21,0.976,98.79,0.5099,138.5
2015-04-08,76000.0,9497590.13,0.45,0.57,10.46,,9497590.13,0.0,76000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.2,0.9763,98.8,0.4435,138.38
