,MEU FP Equity_DX_SI_QTY,MEU FP Equity_DX_SHORT_INTEREST_VALUE,MEU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MEU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MEU FP Equity_DX_SI_MV,MEU FP Equity_DX_DSS,MEU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MEU FP Equity_DX_SUPPLY_SI_QTY,MEU FP Equity_DX_BROKER_SI_QTY,MEU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MEU FP Equity_DX_BROKER_SI_MV_NEW_x,MEU FP Equity_DX_SUPPLY_SI_QTY_NEW_x,MEU FP Equity_DX_SUPPLY_SI_QTY_INC_x,MEU FP Equity_DX_BROKER_SI_MV_INC_x,MEU FP Equity_DX_SUPPLY_SI_MV_NEW,MEU FP Equity_DX_BROKER_SI_QTY_ADD,MEU FP Equity_DX_BROKER_SI_QTY_NEW,MEU FP Equity_DX_SUPPLY_SI_MV_DEC,MEU FP Equity_DX_BROKER_SI_QTY_INC,MEU FP Equity_DX_SUPPLY_SI_QTY_DEC,MEU FP Equity_DX_BROKER_SI_MV_NEW_y,MEU FP Equity_DX_SUPPLY_SI_QTY_NEW_y,MEU FP Equity_DX_BROKER_SI_MV_INC_y,MEU FP Equity_DX_SUPPLY_SI_QTY_INC_y,MEU FP Equity_DX_BROKER_SI_MV_ADD,MEU FP Equity_DX_SUPPLY_SI_QTY_ADD,MEU FP Equity_DX_BROKER_SI_QTY_DEC,MEU FP Equity_DX_SUPPLY_SI_MV,MEU FP Equity_DX_BROKER_SI_MV_DEC,MEU FP Equity_DX_SUPPLY_SI_MV_RMV,MEU FP Equity_DX_BROKER_SI_MV_RMV,MEU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MEU FP Equity_DX_UTILIZATION_QUANTITY,MEU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MEU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MEU FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,MEU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MEU FP Equity_DX_ACTIVE_UTILIZATION_MV,MEU FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MEU FP Equity_DX_BROKER_SI_CON_RATIO,MEU FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MEU FP Equity_DX_DEMAND_SUPPLY_RATIO,MEU FP Equity_PX_LAST
2006-09-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.05,0.0,,0.0,,0.0,119.0
2006-09-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.05,0.0,,0.0,,0.0,120.03
2006-09-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,120.49
2006-09-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,119.26
2006-09-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.05,0.0,,0.0,,0.0,118.95
2006-09-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.05,0.0,,0.0,,0.0,120.73
2006-09-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,121.14
2006-09-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,121.48
2006-09-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,121.72
2006-10-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,121.79
2006-10-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,120.72
2006-10-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,121.79
2006-10-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,122.5
2006-10-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,122.72
2006-10-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,122.85
2006-10-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,123.66
2006-10-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,123.45
2006-10-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,124.67
2006-10-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,125.22
2006-10-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,125.44
2006-10-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,124.18
2006-10-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,125.27
2006-10-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,125.29
2006-10-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,125.54
2006-10-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,126.23
2006-10-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,126.12
2006-10-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,126.56
2006-10-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,126.36
2006-10-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,126.01
2006-10-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,125.45
2006-10-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,
2006-11-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,
2006-11-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,125.62
2006-11-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,126.05
2006-11-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,127.46
2006-11-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,127.94
2006-11-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,127.91
2006-11-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,127.58
2006-11-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,127.34
2006-11-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,127.81
2006-11-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,127.44
2006-11-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,127.85
2006-11-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,128.29
2006-11-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,127.44
2006-11-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,127.36
2006-11-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,
2006-11-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,127.9
2006-11-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.04,0.0,,0.0,,0.0,127.84
2006-11-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,126.63
2006-11-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,125.07
2006-11-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,124.53
2006-11-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,126.15
2006-11-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,
2006-12-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,124.4
2006-12-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,125.19
2006-12-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,126.07
2006-12-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,125.98
2006-12-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,126.77
2006-12-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,126.79
2006-12-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,127.5
2006-12-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,128.13
2006-12-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,128.69
2006-12-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,129.44
2006-12-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,130.16
2006-12-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,130.38
2006-12-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,129.44
2006-12-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,129.76
2006-12-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.06,0.0,,0.0,,0.0,129.45
2006-12-22,33000.0,2964936.93,4.74,1.17,4.27,1.0,2964936.93,0.0,33000.0,0.0,,,,,,33000.0,,,,,,,,,4.27,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,71.7391,129.18
2006-12-25,33000.0,2964936.93,4.44,1.17,4.29,1.0,2964936.93,0.0,33000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,
2006-12-26,33000.0,2964936.93,4.44,1.17,4.27,1.0,2964936.93,0.0,33000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,71.8954,
2006-12-27,33000.0,2983757.56,4.44,1.17,4.26,1.0,2983757.56,0.0,33000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,71.7391,130.0
2006-12-28,33000.0,2988347.95,4.25,1.17,4.29,1.0,2988347.95,0.0,33000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,71.8954,130.2
2006-12-29,33000.0,2980314.76,4.41,1.17,4.3,1.0,2980314.76,0.0,33000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,71.8954,129.85
2007-01-01,33000.0,2980314.76,4.39,1.17,4.3,1.0,2980314.76,0.0,33000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,
2007-01-02,33000.0,3019562.65,4.39,1.17,4.29,1.0,3019562.65,0.0,33000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,71.7391,131.56
2007-01-03,33000.0,3017496.97,3.99,1.17,4.27,1.0,3017496.97,0.0,33000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,53.4846,131.47
2007-01-04,33000.0,3003725.78,3.52,1.09,4.34,1.0,3003725.78,0.0,33000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,54.1872,130.87
2007-01-05,33000.0,2992938.35,3.67,1.09,4.32,1.0,2992938.35,0.0,33000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,54.1872,130.4
2007-01-08,3000.0,270895.97,0.33,0.1,0.39,0.0,270895.97,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,30000.0,0.0,3.93,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,4.91,129.83
2007-01-09,3000.0,272043.57,0.33,0.1,0.39,0.0,272043.57,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,4.894,130.38
2007-01-10,3000.0,270207.41,0.33,0.1,0.39,0.0,270207.41,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,4.91,129.5
2007-01-11,3000.0,274317.91,0.3,0.1,0.39,0.0,274317.91,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,4.9261,131.47
2007-01-12,3000.0,275486.37,0.3,0.1,0.39,0.0,275486.37,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,4.9751,132.03
2007-01-15,3000.0,277635.51,0.32,0.1,0.4,0.0,277635.51,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,4.918,133.06
2007-01-16,3000.0,276237.53,0.32,0.1,0.4,0.0,276237.53,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,4.9342,132.39
2007-01-17,1000.0,91905.3,0.11,0.03,0.13,0.0,91905.3,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,2000.0,0.0,0.27,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.634,132.14
2007-01-18,1000.0,91940.07,0.1,0.03,0.13,0.0,91940.07,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.6367,132.19
2007-01-19,1000.0,92426.93,0.1,0.03,0.13,0.0,92426.93,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.6313,132.89
2007-01-22,1000.0,92162.64,0.1,0.03,0.13,0.0,92162.64,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.6556,132.51
2007-01-23,1000.0,92280.87,0.09,0.03,0.13,0.0,92280.87,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.6287,132.68
2007-01-24,2600.0,241792.86,0.24,0.09,0.35,0.0,241792.86,0.0,2600.0,0.0,,,,,,1600.0,,,,,,,,,0.21,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,38.46,0.5266,61.54,4.2834,133.71
2007-01-25,2600.0,241178.03,0.23,0.09,0.35,0.0,241178.03,0.0,2600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,38.46,0.5266,61.54,4.2834,133.37
2007-01-26,2600.0,239460.11,0.23,0.09,0.35,0.0,239460.11,0.0,2600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,38.46,0.5266,61.54,4.2414,132.42
2007-01-29,2733.0,252450.74,0.32,0.09,0.36,0.0,246169.49,68.0,2665.0,6281.25,,,,,,65.0,,,,,,,,,0.01,68.0,,0.01,,,,100.0,11.17,0.0,0.0,,0.0,100.0,37.52,0.5018,60.03,4.473,132.81
2007-01-30,2733.0,253249.09,0.32,0.09,0.36,0.0,246947.98,68.0,2665.0,6301.11,,,,,,,,0.0,,0.0,,,,,,,,0.01,,,,100.0,11.21,0.0,0.0,,0.0,100.0,37.52,0.5018,60.03,4.4877,133.23
2007-01-31,1133.0,104443.91,0.14,0.04,0.15,0.0,98175.43,68.0,1065.0,6268.48,,,0.0,,,,,,,,,,,0.0,,,1600.0,0.01,0.21,,,11.26,11.26,538.0,49594.72,,0.07,11.26,6.07,0.8859,93.93,1.8696,132.54
2007-02-01,1133.0,105610.18,0.15,0.04,0.15,0.0,99271.7,68.0,1065.0,6338.47,,,,,,,,0.0,,0.0,,,,,,,,0.01,,,,11.19,11.19,541.0,50428.16,,0.07,11.19,6.17,0.8843,93.83,1.8574,134.02
2007-02-02,1133.0,106082.99,0.14,0.04,0.15,0.0,99716.13,68.0,1065.0,6366.85,,,0.0,,,,,,,,,,,0.0,,,,0.01,,,,11.2,11.2,541.0,50653.92,,0.07,11.2,6.13,0.8849,93.87,1.8604,134.62
2007-02-05,1133.0,106169.67,0.17,0.04,0.15,0.0,99797.61,68.0,1065.0,6372.05,,,0.0,,,,,,,,,,,0.0,,,,0.01,,,,11.22,11.22,540.0,50601.61,,0.07,11.22,6.11,0.8853,93.89,1.8635,134.73
2007-02-06,1133.0,106461.23,0.17,0.04,0.15,0.0,100071.68,68.0,1065.0,6389.55,,,,,,,,0.0,,0.0,,,,,,,,0.01,,,,11.21,11.21,540.0,50740.57,,0.07,11.21,6.12,0.8851,93.88,1.8604,135.1
2007-02-07,1133.0,106721.28,0.18,0.04,0.15,0.0,100316.12,68.0,1065.0,6405.16,,,0.0,,,,,,,,,,,0.0,,,,0.01,,,,11.18,11.18,542.0,51052.9,,0.07,11.18,6.12,0.8851,93.88,1.8574,135.43
2007-02-08,1133.0,105878.1,0.18,0.04,0.15,0.0,99523.55,68.0,1065.0,6354.56,,,0.0,,,,,,,,,,,0.0,,,,0.01,,,,11.25,11.25,539.0,50369.19,,0.07,11.25,6.06,0.8862,93.94,1.8666,134.36
2007-02-09,1133.0,106413.95,0.19,0.04,0.15,0.0,100027.24,68.0,1065.0,6386.72,,,,,,,,0.0,,0.0,,,,,,,,0.01,,,,11.11,11.11,546.0,51281.57,,0.07,11.11,6.13,0.8849,93.87,1.8453,135.04
2007-02-12,1133.0,105783.54,0.19,0.04,0.15,0.0,99434.66,68.0,1065.0,6348.88,,,0.0,,,,,,,,,,,0.0,,,,0.01,,,,11.2,11.2,541.0,50510.94,,0.07,11.2,6.07,0.886,93.93,1.8574,134.24
2007-02-13,1133.0,105885.98,0.17,0.04,0.15,0.0,99530.95,68.0,1065.0,6355.03,,,,,,,,0.0,,0.0,,,,,,,,0.01,,,,11.18,11.18,542.0,50653.31,,0.07,11.18,6.11,0.8853,93.89,1.8574,134.37
2007-02-14,1133.0,106343.03,0.19,0.04,0.15,0.0,99960.57,68.0,1065.0,6382.46,,,,,,,,0.0,,0.0,,,,,,,,0.01,,,,11.21,11.21,541.0,50778.09,,0.07,11.21,6.13,0.8849,93.87,1.8604,134.95
2007-02-15,1133.0,106658.24,0.22,0.04,0.15,0.0,100256.86,68.0,1065.0,6401.38,,,0.0,,,,,,,,,,,0.0,,,,0.01,,,,11.21,11.21,541.0,50928.6,,0.07,11.21,6.12,0.8851,93.88,1.8604,135.35
2007-02-16,1133.0,106658.24,0.22,0.04,0.15,0.0,100256.86,68.0,1065.0,6401.38,,,0.0,,,,,,,,,,,0.0,,,,0.01,,,,11.2,11.2,541.0,50928.6,,0.07,11.2,6.1,0.8854,93.9,1.8604,135.35
2007-02-19,1133.0,106981.33,0.21,0.04,0.15,0.0,100560.56,68.0,1065.0,6420.77,,,,,,,,0.0,,0.0,,,,,,,,0.01,,,,11.2,11.2,541.0,51082.88,,0.07,11.2,6.12,0.8851,93.88,1.8604,135.76
2007-02-20,1133.0,106421.83,0.21,0.04,0.15,0.0,100034.65,68.0,1065.0,6387.19,,,0.0,,,,,,,,,,,0.0,,,,0.01,,,,11.19,11.19,542.0,50909.65,,0.07,11.19,6.07,0.8859,93.93,1.8574,135.05
2007-02-21,1133.0,106027.82,0.21,0.04,0.15,0.0,99664.28,68.0,1065.0,6363.54,,,,,,,,0.0,,0.0,,,,,,,,0.01,,,,11.16,11.16,543.0,50814.75,,0.07,11.16,6.08,0.8858,93.92,1.8543,134.55
