,ALAIR FP Equity_DX_SI_QTY,ALAIR FP Equity_DX_SHORT_INTEREST_VALUE,ALAIR FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALAIR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALAIR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALAIR FP Equity_DX_SI_MV,ALAIR FP Equity_DX_DSS,ALAIR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALAIR FP Equity_DX_SUPPLY_SI_QTY,ALAIR FP Equity_DX_BROKER_SI_QTY,ALAIR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALAIR FP Equity_DX_BROKER_SI_QTY_ADD,ALAIR FP Equity_DX_SUPPLY_SI_MV_DEC,ALAIR FP Equity_DX_SUPPLY_SI_QTY_DEC,ALAIR FP Equity_DX_BROKER_SI_MV_ADD,ALAIR FP Equity_DX_SUPPLY_SI_QTY_ADD,ALAIR FP Equity_DX_BROKER_SI_QTY_DEC,ALAIR FP Equity_DX_SUPPLY_SI_MV,ALAIR FP Equity_DX_BROKER_SI_MV_DEC,ALAIR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALAIR FP Equity_DX_UTILIZATION_QUANTITY,ALAIR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALAIR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALAIR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALAIR FP Equity_DX_ACTIVE_UTILIZATION_MV,ALAIR FP Equity_DX_BROKER_SI_CON_RATIO,ALAIR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALAIR FP Equity_DX_DEMAND_SUPPLY_RATIO,ALAIR FP Equity_PX_LAST
2023-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.08
2023-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.08
2023-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.12
2023-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.28
2023-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.18
2023-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.08
2023-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.12
2023-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.08
2023-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.08
2023-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.12
2023-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.12
2023-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2
2023-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.06
2023-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.02
2023-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.16
2023-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.16
2023-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2
2023-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2
2023-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
2023-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.14
2023-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.16
2023-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.14
2023-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.18
2023-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.18
2023-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2
2023-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2
2023-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1
2023-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.08
2023-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1
2023-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2023-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.02
2023-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.02
2023-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2023-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.96
2023-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.92
2023-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.02
2023-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2023-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9
2023-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.88
2023-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.88
2023-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8
2023-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.84
2023-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.76
2023-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8
2023-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.72
2023-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.72
2023-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.76
2023-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1
2023-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1
2023-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.12
2023-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.18
2024-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.32
2024-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.42
2024-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.64
2024-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.52
2024-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.64
2024-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.58
2024-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.56
2024-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6
2024-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
2024-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.62
2024-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.68
2024-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4
2024-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.48
2024-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.48
2024-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
2024-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.48
2024-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.46
2024-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.46
2024-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4
2024-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.54
2024-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.44
2024-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.46
2024-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.56
2024-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.64
2024-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.64
2024-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.62
2024-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2024-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.05
2024-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3
2024-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45
2024-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6
2024-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.65
2024-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6
2024-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.15
2024-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4
2024-02-20,186.0,1013.7,0.01,0.05,0.0,0.0,0.0,506.85,93.0,93.0,506.85,93.0,,,0.0,93.0,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,5.45
2024-02-21,186.0,1004.4,0.01,0.05,0.0,0.0,0.0,502.2,93.0,93.0,502.2,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,5.4
2024-02-22,186.0,1004.4,0.01,0.05,0.0,0.0,0.0,502.2,93.0,93.0,502.2,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,5.4
2024-02-23,186.0,1013.7,0.01,0.05,0.0,0.0,0.0,506.85,93.0,93.0,506.85,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,5.45
2024-02-26,186.0,995.1,0.01,0.05,0.0,0.0,0.0,497.55,93.0,93.0,497.55,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,5.35
2024-02-27,186.0,995.1,0.01,0.05,0.0,0.0,0.0,497.55,93.0,93.0,497.55,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,5.35
2024-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3
2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.15
2024-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.15
2024-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.15
2024-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.15
2024-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.96
2024-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.96
2024-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.96
2024-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.94
2024-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.96
2024-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.96
2024-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.96
2024-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2024-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.92
2024-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.94
2024-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9
2024-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9
2024-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2024-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.92
2024-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.92
2024-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2024-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2024-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.05
2024-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2024-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2024-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2024-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.15
2024-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.05
2024-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.15
2024-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2024-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.15
2024-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3
2024-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.25
2024-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2
2024-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.25
2024-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2
2024-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2
2024-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.98
2024-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2024-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.84
2024-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.76
2024-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6
2024-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.64
2024-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.76
2024-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.76
2024-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.52
2024-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.46
2024-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.46
2024-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.56
2024-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
2024-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
2024-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6
2024-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.62
2024-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.62
2024-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6
2024-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.56
2024-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.52
2024-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.56
2024-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.68
2024-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.62
2024-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.56
2024-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.56
2024-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.52
2024-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.32
2024-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3
2024-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4
2024-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.36
2024-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.32
2024-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.32
2024-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.32
2024-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2
2024-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2
2024-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.18
2024-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.98
2024-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.88
2024-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9
2024-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2024-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.76
2024-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.94
2024-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.88
2024-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2024-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.86
2024-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.84
2024-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.84
2024-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.84
2024-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.88
2024-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.84
2024-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.84
2024-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.88
2024-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.86
2024-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.88
2024-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.88
2024-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8
2024-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.84
2024-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.88
2024-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.92
2024-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9
2024-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.78
2024-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.78
2024-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.78
2024-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.84
2024-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.84
2024-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.84
2024-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.84
2024-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.84
2024-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.76
2024-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.72
2024-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.72
2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
2024-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48
2024-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2024-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2024-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.68
2024-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.68
2024-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.68
2024-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.76
2024-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.76
2024-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.72
2024-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.68
2024-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8
2024-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.78
2024-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.82
2024-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.76
2024-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.76
2024-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.64
2024-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.68
2024-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.72
2024-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.66
2024-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.68
2024-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2024-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2024-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.62
2024-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.62
2024-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2024-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2024-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.64
2024-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2024-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.56
2024-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.56
2024-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.56
2024-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2024-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.82
2024-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2
2024-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.24
2024-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.16
2024-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.18
2024-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06
2024-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8
2024-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.72
2024-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.72
2024-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.82
2024-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74
2024-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74
2024-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.62
2024-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78
2024-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7
2024-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.62
2024-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58
2024-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.46
2024-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
2024-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26
2024-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
2024-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26
2024-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26
2024-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22
2024-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02
2024-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02
2024-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1
2024-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1
2024-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14
2024-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1
2024-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04
2024-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2024-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95
2024-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02
2024-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04
2024-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94
2024-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02
2024-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98
2024-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97
2024-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9
2024-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86
2024-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7
2024-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63
2024-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2024-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54
2024-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7
2024-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58
2024-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54
2024-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54
2024-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52
2024-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
2024-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46
2024-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34
2024-11-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,70.0,96.6,0.0,0.0,0.0,,0.0,1.38
2024-12-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,70.0,99.4,0.0,0.0,0.0,,0.0,1.42
2024-12-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,70.0,95.2,0.0,0.0,0.0,,0.0,1.36
2024-12-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,70.0,96.6,0.0,0.0,0.0,,0.0,1.38
2024-12-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,70.0,98.0,0.0,0.0,0.0,,0.0,1.4
2024-12-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,70.0,98.0,0.0,0.0,0.0,,0.0,1.4
2024-12-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,70.0,98.0,0.0,0.0,0.0,,0.0,1.4
2024-12-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,70.0,99.4,0.0,0.0,0.0,,0.0,1.42
2024-12-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,70.0,102.2,0.0,0.0,0.0,,0.0,1.46
2024-12-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,70.0,112.0,0.0,0.0,0.0,,0.0,1.6
2024-12-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,70.0,112.0,0.0,0.0,0.0,,0.0,1.6
2024-12-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,70.0,108.5,0.0,0.0,0.0,,0.0,1.55
2024-12-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,70.0,107.8,0.0,0.0,0.0,,0.0,1.54
2024-12-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,70.0,114.8,0.0,0.0,0.0,,0.0,1.64
2024-12-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,70.0,117.6,0.0,0.0,0.0,,0.0,1.68
2024-12-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,70.0,114.8,0.0,0.0,0.0,,0.0,1.64
